Candidate Name,Party,Status,State,Constituency,constId,stateid,image_url,afidavit_url,gender,age,Alliance,Alliance_Front,Color,District
SARAVANAN E,Independent,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/SARAV-2021-20210318060106.png,https://affidavit.eci.gov.in/show-profile/MTEzMjQ=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
LAKSHMI R,Independent,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/LAKSH-2021-20210316060459.jpeg,https://affidavit.eci.gov.in/show-profile/MTEzNDA=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
GOWTHAM J,Anaithu Makkal Arasiyal Katchi,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/S22/GOWTH-2021-20210322080537.jpg,https://affidavit.eci.gov.in/show-profile/MTE3MTQ=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
PRAKASH M,Independent,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/PRAKA-2021-20210319081948.png,https://affidavit.eci.gov.in/show-profile/MTE0OTM=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
USHA,Naam Tamilar Katchi,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/USHA-2021-20210318062205.png,https://affidavit.eci.gov.in/show-profile/NjkxMw==/MTY=/MTA=/Mw==/QUM=,no,0,NTK,Naam Tamilar Katchi,#fdae61,Thiruvallur
SARAVANAN V,Indiya Jananayaka Katchi,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/SARAV-2021-20210318055658.png,https://affidavit.eci.gov.in/show-profile/NjcyNg==/MTY=/MTA=/Mw==/QUM=,no,0,MNM+,Makkal Needhi Maiam Front (MNM),#000080,Thiruvallur
DILLIY K.M,Desiya Murpokku Dravida Kazhagam,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/DILLI-2021-20210318054149.png,https://affidavit.eci.gov.in/show-profile/NjU5Mg==/MTY=/MTA=/Mw==/QUM=,no,0,AMMK+,Amma Makkal Munnettra Kazagam Front (AMMK),#f1c40f,Thiruvallur
PRAKASH K,Independent,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/PRAKA-2021-20210318064811.png,https://affidavit.eci.gov.in/show-profile/NzEwNQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
PRAKASH M,Pattali Makkal Katchi,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/PRAKA-2021-20210317060612.jpg,https://affidavit.eci.gov.in/show-profile/NDY1Ng==/MTY=/MTA=/Mw==/QUM=,no,0,AIADMK+,National Democratic Alliance (NDA),#d35400,Thiruvallur
GOVINDARAJAN T.J,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/GOVIN-2021-20210317063153.jpg,https://affidavit.eci.gov.in/show-profile/NDc3MQ==/MTY=/MTA=/Mw==/QUM=,no,0,DMK+,Secular Progressive Alliance (SPA),#c0392b,Thiruvallur
DEVANATHAN R,Independent,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/DEVAN-2021-20210315071510.jpg,https://affidavit.eci.gov.in/show-profile/MjkwMw==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
NAGARAJ S,Bahujan Samaj Party,Accepted,Tamil Nadu,Gummidipoondi,1,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/NAGAR-2021-20210315073030.jpg,https://affidavit.eci.gov.in/show-profile/Mjk0NA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
SAMBATH KUMAR.C.H,Independent,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/SAMBA-2021-20210319030819.jpg,https://affidavit.eci.gov.in/show-profile/ODc4NA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
DESINGURAJAN. D,Makkal Needhi Maiam,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/DESIN-2021-20210318022132.jpg,https://affidavit.eci.gov.in/show-profile/ODU0OQ==/MTY=/MTA=/Mw==/QUM=,no,0,MNM+,Makkal Needhi Maiam Front (MNM),#d6604d,Thiruvallur
DURAI. CHANDRASEKAR,Indian National Congress,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/CHAND-2021-20210317031639.jpg,https://affidavit.eci.gov.in/show-profile/ODgwNw==/MTY=/MTA=/Mw==/QUM=,no,0,DMK+,Secular Progressive Alliance (SPA),#3498DB,Thiruvallur
SUGUMAR. K,Independent,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/SUGUM-2021-20210319033554.jpg,https://affidavit.eci.gov.in/show-profile/ODk1Nw==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
MAHESWARI. A,Naam Tamilar Katchi,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/MAGES-2021-20210318041512.jpg,https://affidavit.eci.gov.in/show-profile/NjAxNQ==/MTY=/MTA=/Mw==/QUM=,no,0,NTK,Naam Tamilar Katchi,#fdae61,Thiruvallur
PON. RAJA,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/PON.-2021-20210315064404.jpg,https://affidavit.eci.gov.in/show-profile/NTYwMQ==/MTY=/MTA=/Mw==/QUM=,no,0,AMMK+,Amma Makkal Munnettra Kazagam Front (AMMK),#488b54,Thiruvallur
VIJAYAKUMAR. V,Anna MGR Dravida Makkal Kalgam,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/VIJAY-2021-20210317022615.jpg,https://affidavit.eci.gov.in/show-profile/Mzg3OQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
ASHOK PRIYADARSHAN. S,Independent,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/ASHOK-2021-20210315065738.jpg,https://affidavit.eci.gov.in/show-profile/MzY5Nw==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
BHAVANI ILAVENIL. J,Bahujan Samaj Party,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/BHAVA-2021-20210315060724.jpg,https://affidavit.eci.gov.in/show-profile/MjcyMw==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
BALARAMAN. P,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu,Ponneri,2,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/BALAR-2021-20210315061827.jpg,https://affidavit.eci.gov.in/show-profile/Mjc0OA==/MTY=/MTA=/Mw==/QUM=,no,0,AIADMK+,National Democratic Alliance (NDA),#b2d33c,Thiruvallur
N.MAGENDIRAN,Bahujan Samaj Party,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/N.MAG-2021-20210320013643.jpg,https://affidavit.eci.gov.in/show-profile/MTMwNjM=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Chandran,Independent,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Chand-2021-20210320014732.jpg,https://affidavit.eci.gov.in/show-profile/MTMwODk=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Shettu,Independent,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Shett-2021-20210320021411.jpg,https://affidavit.eci.gov.in/show-profile/MTMxMzc=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Manikkam,All India Jananayaka Makkal Kazhagam,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/S22/Manik-2021-20210316114058.jpg,https://affidavit.eci.gov.in/show-profile/MTI4ODM=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
M.D.Thanigai Malai,Indiya Jananayaka Katchi,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/M.D.T-2021-20210320125054.jpg,https://affidavit.eci.gov.in/show-profile/MTI5Mzk=/MTY=/MTA=/Mw==/QUM=,no,0,MNM+,Makkal Needhi Maiam Front (MNM),#000080,Thiruvallur
Chandran,Independent,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Chand-2021-20210320010746.jpg,https://affidavit.eci.gov.in/show-profile/MTI5ODg=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
D.Krishnamoorthi,Desiya Murpokku Dravida Kazhagam,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/D.Kri-2021-20210320012209.jpg,https://affidavit.eci.gov.in/show-profile/MTMwMjg=/MTY=/MTA=/Mw==/QUM=,no,0,AMMK+,Amma Makkal Munnettra Kazagam Front (AMMK),#f1c40f,Thiruvallur
V.P.Vijayan,Independent,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/V.P.V-2021-20210320013046.jpg,https://affidavit.eci.gov.in/show-profile/MTMwNDY=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
M.Hari,Independent,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/M.Har-2021-20210319095732.jpg,https://affidavit.eci.gov.in/show-profile/MTIxNTI=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
D.PAULRAJ,Independent,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/D.PAU-2021-20210317043954.jpg,https://affidavit.eci.gov.in/show-profile/NDI4Ng==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
L.AKILA,Naam Tamilar Katchi,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/L.AKI-2021-20210316043501.jpg,https://affidavit.eci.gov.in/show-profile/MzQ2NA==/MTY=/MTA=/Mw==/QUM=,no,0,NTK,Naam Tamilar Katchi,#fdae61,Thiruvallur
G.Hari,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/S22/G.Har-2021-20210316114136.jpg,https://affidavit.eci.gov.in/show-profile/MzA5MQ==/MTY=/MTA=/Mw==/QUM=,no,0,AIADMK+,National Democratic Alliance (NDA),#b2d33c,Thiruvallur
S.Chandran,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/S.Cha-2021-20210315094456.jpg,https://affidavit.eci.gov.in/show-profile/MzE1MQ==/MTY=/MTA=/Mw==/QUM=,no,0,DMK+,Secular Progressive Alliance (SPA),#c0392b,Thiruvallur
A.J.Suresh,Independent,Accepted,Tamil Nadu,Tiruttani,3,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/A.G.S-2021-20210315100934.jpg,https://affidavit.eci.gov.in/show-profile/MzE3NQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
"REVATHI, R.",Independent,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Revat-2021-20210320123123.JPG,https://affidavit.eci.gov.in/show-profile/MTI4NzU=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
"RAMANAN, R.",Independent,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Raman-2021-20210320120352.JPG,https://affidavit.eci.gov.in/show-profile/MTI3ODk=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
"GURU, N.",Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Guru-2021-20210319094435.JPG,https://affidavit.eci.gov.in/show-profile/MTIwODU=/MTY=/MTA=/Mw==/QUM=,no,0,AMMK+,Amma Makkal Munnettra Kazagam Front (AMMK),#488b54,Thiruvallur
"SASIKUMAR, J.",Independent,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Sasik-2021-20210319083035.JPG,https://affidavit.eci.gov.in/show-profile/MTE1ODc=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
"BALA KRISHNAN, N.",Independent,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Bala-2021-20210319114955.JPG,https://affidavit.eci.gov.in/show-profile/MTI3MzU=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
"RAJENDIRAN, G.",Independent,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Rajen-2021-20210319092815.JPG,https://affidavit.eci.gov.in/show-profile/MTE5NzM=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
"KUMAR, E.",Independent,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Kumar-2021-20210319081900.JPG,https://affidavit.eci.gov.in/show-profile/MTE0ODY=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
"RAMANAH, BE VEE",All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Bee V-2021-20210317051124.JPG,https://affidavit.eci.gov.in/show-profile/NDQyNQ==/MTY=/MTA=/Mw==/QUM=,no,0,AIADMK+,National Democratic Alliance (NDA),#b2d33c,Thiruvallur
"PASUPATHY, P.",Naam Tamilar Katchi,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/P Pas-2021-20210317055608.JPG,https://affidavit.eci.gov.in/show-profile/NDYwNA==/MTY=/MTA=/Mw==/QUM=,no,0,NTK,Naam Tamilar Katchi,#fdae61,Thiruvallur
"DOSS, D.",Bahujan Samaj Party,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Doss.-2021-20210315053739.png,https://affidavit.eci.gov.in/show-profile/MjYzMQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
"RAAJENDRAN, V.G.",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu,Thiruvallur,4,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/v.Raa-2021-20210315094719.png,https://affidavit.eci.gov.in/show-profile/MzE1Ng==/MTY=/MTA=/Mw==/QUM=,no,0,DMK+,Secular Progressive Alliance (SPA),#c0392b,Thiruvallur
Purushothaman B,Independent,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Purus-2021-20210319033922.JPG,https://affidavit.eci.gov.in/show-profile/ODk4NA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Venkatesan J,Independent,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Venka-2021-20210319043007.JPG,https://affidavit.eci.gov.in/show-profile/OTMyNg==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Revathi Manimegalai J,Makkal Needhi Maiam,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Revat-2021-20210319035741.JPG,https://affidavit.eci.gov.in/show-profile/OTEwMw==/MTY=/MTA=/Mw==/QUM=,no,0,MNM+,Makkal Needhi Maiam Front (MNM),#d6604d,Thiruvallur
Sivakumar S,Independent,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Sivak-2021-20210318065921.JPG,https://affidavit.eci.gov.in/show-profile/NzE3NQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Elumalai T.A.,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Eluma-2021-20210318062516.jpg,https://affidavit.eci.gov.in/show-profile/NjkzMw==/MTY=/MTA=/Mw==/QUM=,no,0,AMMK+,Amma Makkal Munnettra Kazagam Front (AMMK),#488b54,Thiruvallur
Dhasarathan R,Independent,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Dhasa-2021-20210318063647.jpg,https://affidavit.eci.gov.in/show-profile/NzAyOA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Velu S,Independent,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Velu-2021-20210318081031.jpg,https://affidavit.eci.gov.in/show-profile/NzU2NQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Rajesh P,Independent,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Rajes-2021-20210318082155.jpg,https://affidavit.eci.gov.in/show-profile/NzYxMg==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Ravikumar M,Independent,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Ravik-2021-20210318074010.jpeg,https://affidavit.eci.gov.in/show-profile/NzQyMA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Rajamannar S X,Pattali Makkal Katchi,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Rajam-2021-20210317051304.jpg,https://affidavit.eci.gov.in/show-profile/NDQzMg==/MTY=/MTA=/Mw==/QUM=,no,0,AIADMK+,National Democratic Alliance (NDA),#d35400,Thiruvallur
Manimekalai A,Naam Tamilar Katchi,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Manim-2021-20210317043908.jpg,https://affidavit.eci.gov.in/show-profile/NDI3OQ==/MTY=/MTA=/Mw==/QUM=,no,0,NTK,Naam Tamilar Katchi,#fdae61,Thiruvallur
Boshya Gayathri M,My India Party,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Boshy-2021-20210316040122.jpeg,https://affidavit.eci.gov.in/show-profile/MzQxOA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Krishnaswamy A,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/S22/Krish-2021-20210315073024.jpg,https://affidavit.eci.gov.in/show-profile/Mjg0Mg==/MTY=/MTA=/Mw==/QUM=,no,0,DMK+,Secular Progressive Alliance (SPA),#c0392b,Thiruvallur
Sathyamurthy A C,Bahujan Samaj Party,Accepted,Tamil Nadu,Poonamallee,5,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Sathy-2021-20210315074901.jpg,https://affidavit.eci.gov.in/show-profile/Mjk4NQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Nagaraj M,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Nagar-2021-20210319090641.jpg,https://affidavit.eci.gov.in/show-profile/MTE4NDQ=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Venkatesan M,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Venka-2021-20210319045906.jpg,https://affidavit.eci.gov.in/show-profile/OTU3MA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Balasubramanian M,Tamil Nadu Ilangyar Katchi,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Balas-2021-20210319095232.jpg,https://affidavit.eci.gov.in/show-profile/MTIxMzI=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Pandiarajan G,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Pandi-2021-20210319031822.jpg,https://affidavit.eci.gov.in/show-profile/ODg0OA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Shanavas Khan J,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Shana-2021-20210319050704.jpg,https://affidavit.eci.gov.in/show-profile/OTYzMw==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Sankar N M,Desiya Murpokku Dravida Kazhagam,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Sanka-2021-20210319092338.jpg,https://affidavit.eci.gov.in/show-profile/MTE5NDU=/MTY=/MTA=/Mw==/QUM=,no,0,AMMK+,Amma Makkal Munnettra Kazagam Front (AMMK),#f1c40f,Thiruvallur
VIJAYALAKSHMI G,Naam Tamilar Katchi,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/VIJAY-2021-20210315093904.jpg,https://affidavit.eci.gov.in/show-profile/MTE5OTU=/MTY=/MTA=/Mw==/QUM=,no,0,NTK,Naam Tamilar Katchi,#fdae61,Thiruvallur
Banumathi,My India Party,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Banum-2021-20210319085315.jpg,https://affidavit.eci.gov.in/show-profile/MTE3NTU=/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Pandiarajan K,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/S22/Pandi-2021-20210315083206.jpg,https://affidavit.eci.gov.in/show-profile/NTk4Mg==/MTY=/MTA=/Mw==/QUM=,no,0,AIADMK+,National Democratic Alliance (NDA),#b2d33c,Thiruvallur
Akilan T.M.,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/S22/Akila-2021-20210318055052.jpg,https://affidavit.eci.gov.in/show-profile/NjQ5NQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Udhayakumar V,Makkal Needhi Maiam,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Udhay-2021-20210318041950.jpg,https://affidavit.eci.gov.in/show-profile/NjAzNw==/MTY=/MTA=/Mw==/QUM=,no,0,MNM+,Makkal Needhi Maiam Front (MNM),#d6604d,Thiruvallur
Durgaprasad G,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/S22/Durga-2021-20210318054341.jpg,https://affidavit.eci.gov.in/show-profile/NjU4Mw==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Sugumar M,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Sugum-2021-20210318011231.jpg,https://affidavit.eci.gov.in/show-profile/NTM0Nw==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Jayakumar P,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Jayak-2021-20210317123121.jpg,https://affidavit.eci.gov.in/show-profile/MzY2MA==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Viswanathan R,MGR Makkal Katchi,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Viswa-2021-20210317063313.jpg,https://affidavit.eci.gov.in/show-profile/NDc3Ng==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
Dharani K,Independent,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/s22/Dhara-2021-20210317044718.jpg,https://affidavit.eci.gov.in/show-profile/NDMyMw==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
CHARLES S,Bahujan Samaj Party,Accepted,Tamil Nadu,Avadi,6,S22,https://suvidha.eci.gov.in/uploads1/candprofile/E10/2021/AC/S22/CHARL-2021-20210315071313.jpg,https://affidavit.eci.gov.in/show-profile/Mjg1OQ==/MTY=/MTA=/Mw==/QUM=,no,0,Others,Others Parties,,Thiruvallur
