field	occupation	n	count	expected	diff
PHILOSOPHY AND RELIGIOUS STUDIES	EDU-TEACHER ASSISTANTS	24	838	930.089616892178	0.900988447543487
PHILOSOPHY AND RELIGIOUS STUDIES	ENG-CIVIL ENGINEERS	5	120	1460.44583553848	0.0821666898421843
PHILOSOPHY AND RELIGIOUS STUDIES	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	5	143	1050.44207276702	0.136133161177862
PHILOSOPHY AND RELIGIOUS STUDIES	ENG-MECHANICAL ENGINEERS	7	141	931.657198846083	0.151343219560411
PHILOSOPHY AND RELIGIOUS STUDIES	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	7	194	2046.38364536076	0.0948013831325356
PHILOSOPHY AND RELIGIOUS STUDIES	ENT-DESIGNERS	35	1351	2218.60819890858	0.608940326040718
PHILOSOPHY AND RELIGIOUS STUDIES	FIN-ACCOUNTANTS AND AUDITORS	82	2823	4683.09703274223	0.602806215686496
PHILOSOPHY AND RELIGIOUS STUDIES	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	17	721	910.055649248516	0.792259243262068
PHILOSOPHY AND RELIGIOUS STUDIES	FIN-PERSONAL FINANCIAL ADVISORS	44	1362	1396.50605954793	0.975291149428235
PHILOSOPHY AND RELIGIOUS STUDIES	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	22	655	931.576117020881	0.703109480838395
PHILOSOPHY AND RELIGIOUS STUDIES	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	686	22865	5236.96698069711	4.36607679297538
PHILOSOPHY AND RELIGIOUS STUDIES	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	11	442	937.069410678317	0.471683308582284
PHILOSOPHY AND RELIGIOUS STUDIES	MED-PHARMACISTS	7	185	1249.43714226903	0.148066672376997
PHILOSOPHY AND RELIGIOUS STUDIES	MED-PHYSICAL THERAPISTS	6	147	955.900664581482	0.153781669421017
PHILOSOPHY AND RELIGIOUS STUDIES	MED-PHYSICIANS AND SURGEONS	167	5284	4224.315795293	1.25085345321194
PHILOSOPHY AND RELIGIOUS STUDIES	MED-REGISTERED NURSES	42	1261	8051.89821987259	0.156609033741606
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-CHIEF EXECUTIVES AND LEGISLATORS	65	2191	3342.31445756437	0.655533770929692
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	50	1554	2283.49392952648	0.680536076713918
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-CONSTRUCTION MANAGERS	22	757	1244.20060772474	0.608422785923824
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-EDUCATION ADMINISTRATORS	145	4666	3579.6071758368	1.30349498444874
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-FINANCIAL MANAGERS	69	2493	3249.30009042014	0.767242153887254
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-FOOD SERVICE MANAGERS	25	888	1183.94329796212	0.750035919396213
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-GENERAL AND OPERATIONS MANAGERS	66	2160	2726.15339739805	0.792325186859107
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-HUMAN RESOURCES MANAGERS	21	780	1126.86844983867	0.692183723940153
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-MARKETING AND SALES MANAGERS	65	2309	3297.85459007861	0.700152155570013
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	29	1103	1984.50469909409	0.555806192095946
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	211	6695	9517.98599908138	0.703405111191187
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	19	562	939.21807904617	0.598370083091611
PHILOSOPHY AND RELIGIOUS STUDIES	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	67	2198	1175.80133134808	1.86936342169297
PHILOSOPHY AND RELIGIOUS STUDIES	OFF-CUSTOMER SERVICE REPRESENTATIVES	62	2633	2710.62622787187	0.971362253093518
PHILOSOPHY AND RELIGIOUS STUDIES	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	50	1906	2373.77854188891	0.80293926597016
PHILOSOPHY AND RELIGIOUS STUDIES	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	21	720	922.555763967159	0.780440628221614
PHILOSOPHY AND RELIGIOUS STUDIES	OFF-OFFICE CLERKS, GENERAL	32	1114	1065.52329225459	1.04549568094643
PHILOSOPHY AND RELIGIOUS STUDIES	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	78	2739	3263.46238255542	0.839292652687251
PHILOSOPHY AND RELIGIOUS STUDIES	PRT-POLICE OFFICERS	29	1015	1463.24991532672	0.693661410377303
PHILOSOPHY AND RELIGIOUS STUDIES	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	60	2131	2420.16410272322	0.880518803498552
PHILOSOPHY AND RELIGIOUS STUDIES	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	103	3681	4016.08415453672	0.916564458900047
PHILOSOPHY AND RELIGIOUS STUDIES	SAL-INSURANCE SALES AGENTS	29	1086	1282.04554963777	0.847083787550947
PHILOSOPHY AND RELIGIOUS STUDIES	SAL-REAL ESTATE BROKERS AND SALES AGENTS	32	1166	1394.16820025461	0.836340980799203
PHILOSOPHY AND RELIGIOUS STUDIES	SAL-RETAIL SALESPERSONS	86	3852	3044.24415448428	1.26533871940786
PHILOSOPHY AND RELIGIOUS STUDIES	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	29	1197	1604.64986166024	0.745957126598029
PHILOSOPHY AND RELIGIOUS STUDIES	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	58	1745	3607.11418503658	0.48376622155151
PHILOSOPHY AND RELIGIOUS STUDIES	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	18	534	1127.24683168962	0.473720559675111
THEOLOGY AND RELIGIOUS VOCATIONS	BUS-HUMAN RESOURCES WORKERS	29	1064	1893.49856879207	0.561922790720017
THEOLOGY AND RELIGIOUS VOCATIONS	BUS-MANAGEMENT ANALYSTS	25	802	2307.01981959383	0.347634638067912
THEOLOGY AND RELIGIOUS VOCATIONS	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	10	324	995.22831736814	0.325553437684341
THEOLOGY AND RELIGIOUS VOCATIONS	CMM-COMPUTER OCCUPATIONS, ALL OTHER	11	408	903.87920055601	0.451387751536957
THEOLOGY AND RELIGIOUS VOCATIONS	CMM-COMPUTER PROGRAMMERS	13	448	1682.50761491421	0.266269225784659
THEOLOGY AND RELIGIOUS VOCATIONS	CMM-COMPUTER SUPPORT SPECIALISTS	18	371	1146.92972684144	0.323472302894884
THEOLOGY AND RELIGIOUS VOCATIONS	CMM-COMPUTER SYSTEMS ANALYSTS	15	414	1744.84370432104	0.237270535449533
THEOLOGY AND RELIGIOUS VOCATIONS	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	28	898	4223.26710523421	0.212631590099296
THEOLOGY AND RELIGIOUS VOCATIONS	CMS-CLERGY	2028	59093	1224.61072024224	48.2545179649504
THEOLOGY AND RELIGIOUS VOCATIONS	CMS-COUNSELORS	114	3910	2372.56777039839	1.64800350438186
THEOLOGY AND RELIGIOUS VOCATIONS	CMS-SOCIAL WORKERS	86	2684	3028.31296550822	0.886302053509705
THEOLOGY AND RELIGIOUS VOCATIONS	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	247	7221	15883.977142977	0.45460906516053
THEOLOGY AND RELIGIOUS VOCATIONS	EDU-OTHER TEACHERS AND INSTRUCTORS	49	1557	1300.20164207172	1.19750656330437
THEOLOGY AND RELIGIOUS VOCATIONS	EDU-POSTSECONDARY TEACHERS	104	3086	4323.70271964031	0.7137400973434
THEOLOGY AND RELIGIOUS VOCATIONS	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	18	603	1082.26739958404	0.557163599524255
THEOLOGY AND RELIGIOUS VOCATIONS	EDU-SECONDARY SCHOOL TEACHERS	65	2243	3612.73004012895	0.620860118272204
THEOLOGY AND RELIGIOUS VOCATIONS	EDU-SPECIAL EDUCATION TEACHERS	6	202	1043.06970138628	0.193659157898589
THEOLOGY AND RELIGIOUS VOCATIONS	EDU-TEACHER ASSISTANTS	37	1217	812.719016767277	1.49744250459503
THEOLOGY AND RELIGIOUS VOCATIONS	ENG-CIVIL ENGINEERS	2	135	1276.14810653057	0.105787094232362
THEOLOGY AND RELIGIOUS VOCATIONS	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	7	150	917.883860915264	0.163419367511733
THEOLOGY AND RELIGIOUS VOCATIONS	ENG-MECHANICAL ENGINEERS	3	98	814.0887811869	0.120379990812699
THEOLOGY AND RELIGIOUS VOCATIONS	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	6	175	1788.14479162069	0.0978667951387697
THEOLOGY AND RELIGIOUS VOCATIONS	ENT-DESIGNERS	16	768	1938.63584891285	0.39615485313071
THEOLOGY AND RELIGIOUS VOCATIONS	FIN-ACCOUNTANTS AND AUDITORS	59	1409	4092.12397036923	0.34431996933682
THEOLOGY AND RELIGIOUS VOCATIONS	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	8	237	795.21319131821	0.298033285397504
THEOLOGY AND RELIGIOUS VOCATIONS	FIN-PERSONAL FINANCIAL ADVISORS	22	854	1220.27706901809	0.699841062068948
THEOLOGY AND RELIGIOUS VOCATIONS	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	23	765	814.017931303127	0.939782737679186
THEOLOGY AND RELIGIOUS VOCATIONS	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	30	1042	4576.09952642688	0.22770483770785
THEOLOGY AND RELIGIOUS VOCATIONS	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	9	268	818.81801092879	0.327301056428896
THEOLOGY AND RELIGIOUS VOCATIONS	MED-PHARMACISTS	2	66	1091.76718816669	0.0604524487595457
THEOLOGY AND RELIGIOUS VOCATIONS	MED-PHYSICAL THERAPISTS	3	108	835.272896435215	0.129299059577922
THEOLOGY AND RELIGIOUS VOCATIONS	MED-PHYSICIANS AND SURGEONS	17	488	3691.23761550711	0.132204981318429
THEOLOGY AND RELIGIOUS VOCATIONS	MED-REGISTERED NURSES	30	1383	7035.80674970985	0.196565944631301
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-CHIEF EXECUTIVES AND LEGISLATORS	43	1511	2920.53848397457	0.517370343959199
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	22	770	1995.3334684027	0.385900408224195
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-CONSTRUCTION MANAGERS	16	438	1087.19146650631	0.402872919346501
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-EDUCATION ADMINISTRATORS	86	2742	3127.88657299507	0.876630253690571
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-FINANCIAL MANAGERS	32	1126	2839.26185897226	0.396581948382734
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-FOOD SERVICE MANAGERS	16	704	1034.53819454854	0.680496866823961
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-GENERAL AND OPERATIONS MANAGERS	61	2299	2382.13250470783	0.965101645461141
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-HUMAN RESOURCES MANAGERS	13	584	984.665780528889	0.593094643429488
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-MARKETING AND SALES MANAGERS	24	799	2881.6891310387	0.277267936847859
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	33	949	1734.07452198745	0.547265984227908
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	108	3931	8316.88482731967	0.472652932151624
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	22	735	820.695532848791	0.89558182124944
THEOLOGY AND RELIGIOUS VOCATIONS	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	44	1640	1027.42368538627	1.5962256110374
THEOLOGY AND RELIGIOUS VOCATIONS	OFF-CUSTOMER SERVICE REPRESENTATIVES	59	2283	2368.56475196518	0.963874852104342
THEOLOGY AND RELIGIOUS VOCATIONS	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	54	1761	2074.22481398463	0.848991868252255
THEOLOGY AND RELIGIOUS VOCATIONS	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	18	679	806.13588173331	0.842289762043652
THEOLOGY AND RELIGIOUS VOCATIONS	OFF-OFFICE CLERKS, GENERAL	24	985	931.061939297159	1.05793176417839
THEOLOGY AND RELIGIOUS VOCATIONS	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	108	3434	2851.63697200472	1.20422060511646
THEOLOGY AND RELIGIOUS VOCATIONS	PRT-POLICE OFFICERS	38	1348	1278.59833167774	1.05427949231812
THEOLOGY AND RELIGIOUS VOCATIONS	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	32	1192	2114.75685166013	0.563658180875147
THEOLOGY AND RELIGIOUS VOCATIONS	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	84	2808	3509.28330566247	0.800163382497247
THEOLOGY AND RELIGIOUS VOCATIONS	SAL-INSURANCE SALES AGENTS	29	1064	1120.26064975765	0.949778964592017
THEOLOGY AND RELIGIOUS VOCATIONS	SAL-REAL ESTATE BROKERS AND SALES AGENTS	16	562	1218.23423070261	0.461323435047354
THEOLOGY AND RELIGIOUS VOCATIONS	SAL-RETAIL SALESPERSONS	78	2418	2660.08250290876	0.908994362902639
THEOLOGY AND RELIGIOUS VOCATIONS	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	26	756	1402.15462482197	0.539170207491196
THEOLOGY AND RELIGIOUS VOCATIONS	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	54	1663	3151.92239606527	0.52761451299563
THEOLOGY AND RELIGIOUS VOCATIONS	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	9	241	984.996413319832	0.244670941681639
GEOLOGY AND EARTH SCIENCE	BUS-HUMAN RESOURCES WORKERS	7	114	1071.23119490501	0.106419604416122
GEOLOGY AND EARTH SCIENCE	BUS-MANAGEMENT ANALYSTS	83	2518	1305.17743120851	1.92923961125231
GEOLOGY AND EARTH SCIENCE	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	8	241	563.042210429389	0.42803185185034
GEOLOGY AND EARTH SCIENCE	CMM-COMPUTER OCCUPATIONS, ALL OTHER	7	255	511.362201176147	0.498668066222911
GEOLOGY AND EARTH SCIENCE	CMM-COMPUTER PROGRAMMERS	31	1069	951.864803315434	1.12305864895579
GEOLOGY AND EARTH SCIENCE	CMM-COMPUTER SUPPORT SPECIALISTS	24	649	648.866031380319	1.00020646576212
GEOLOGY AND EARTH SCIENCE	CMM-COMPUTER SYSTEMS ANALYSTS	28	796	987.130931656679	0.806377324904703
GEOLOGY AND EARTH SCIENCE	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	62	2217	2389.27852500524	0.927895168687015
GEOLOGY AND EARTH SCIENCE	CMS-CLERGY	17	705	692.813412568589	1.01758999928455
GEOLOGY AND EARTH SCIENCE	CMS-COUNSELORS	5	170	1342.26064363932	0.126652003696594
GEOLOGY AND EARTH SCIENCE	CMS-SOCIAL WORKERS	6	264	1713.24307821218	0.154093720475142
GEOLOGY AND EARTH SCIENCE	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	123	3762	8986.22903399911	0.418640564998576
GEOLOGY AND EARTH SCIENCE	EDU-OTHER TEACHERS AND INSTRUCTORS	18	431	735.578353007398	0.585933501492893
GEOLOGY AND EARTH SCIENCE	EDU-POSTSECONDARY TEACHERS	179	5830	2446.09914531334	2.38338663057469
GEOLOGY AND EARTH SCIENCE	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	1	28	612.283853165382	0.0457304236511313
GEOLOGY AND EARTH SCIENCE	EDU-SECONDARY SCHOOL TEACHERS	66	1826	2043.87221703864	0.893402231694155
GEOLOGY AND EARTH SCIENCE	EDU-SPECIAL EDUCATION TEACHERS	2	101	590.108078770846	0.171155087743208
GEOLOGY AND EARTH SCIENCE	EDU-TEACHER ASSISTANTS	5	166	459.789079222291	0.361035108273516
GEOLOGY AND EARTH SCIENCE	ENG-CIVIL ENGINEERS	35	1204	721.970263704289	1.66765871190111
GEOLOGY AND EARTH SCIENCE	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	5	115	519.285222243151	0.221458256607488
GEOLOGY AND EARTH SCIENCE	ENG-MECHANICAL ENGINEERS	3	82	460.564012142841	0.178042569193548
GEOLOGY AND EARTH SCIENCE	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	38	1172	1011.62816458476	1.15852844061639
GEOLOGY AND EARTH SCIENCE	ENT-DESIGNERS	14	407	1096.767238774	0.371090588423263
GEOLOGY AND EARTH SCIENCE	FIN-ACCOUNTANTS AND AUDITORS	23	654	2315.08537831877	0.282494981016613
GEOLOGY AND EARTH SCIENCE	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	5	170	449.885302888535	0.377874091259477
GEOLOGY AND EARTH SCIENCE	FIN-PERSONAL FINANCIAL ADVISORS	13	388	690.361685138917	0.562024237949887
GEOLOGY AND EARTH SCIENCE	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	5	112	460.523929405571	0.243201260235415
GEOLOGY AND EARTH SCIENCE	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	40	1048	2588.89055660902	0.404806606182955
GEOLOGY AND EARTH SCIENCE	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	6	173	463.239534855602	0.373456898608462
GEOLOGY AND EARTH SCIENCE	MED-PHARMACISTS	6	201	617.658280187646	0.325422659174804
GEOLOGY AND EARTH SCIENCE	MED-PHYSICAL THERAPISTS	1	24	472.548750586522	0.050788410656491
GEOLOGY AND EARTH SCIENCE	MED-PHYSICIANS AND SURGEONS	30	958	2088.28723016172	0.458749153930233
GEOLOGY AND EARTH SCIENCE	MED-REGISTERED NURSES	24	675	3980.44962686214	0.169578832362241
GEOLOGY AND EARTH SCIENCE	MGR-CHIEF EXECUTIVES AND LEGISLATORS	62	1664	1652.27055436855	1.00709898605918
GEOLOGY AND EARTH SCIENCE	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	37	1297	1128.84344927418	1.14896357048795
GEOLOGY AND EARTH SCIENCE	MGR-CONSTRUCTION MANAGERS	31	1090	615.069603405636	1.7721571574415
GEOLOGY AND EARTH SCIENCE	MGR-EDUCATION ADMINISTRATORS	35	1030	1769.57602521683	0.582060327062687
GEOLOGY AND EARTH SCIENCE	MGR-FINANCIAL MANAGERS	29	861	1606.28897426384	0.536018122389588
GEOLOGY AND EARTH SCIENCE	MGR-FOOD SERVICE MANAGERS	9	330	585.281449157936	0.563831299411218
GEOLOGY AND EARTH SCIENCE	MGR-GENERAL AND OPERATIONS MANAGERS	53	1669	1347.67181317075	1.23843207499699
GEOLOGY AND EARTH SCIENCE	MGR-HUMAN RESOURCES MANAGERS	10	338	557.066542348077	0.606749776382736
GEOLOGY AND EARTH SCIENCE	MGR-MARKETING AND SALES MANAGERS	38	1098	1630.29185343226	0.673499041100143
GEOLOGY AND EARTH SCIENCE	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	7	256	981.038355591663	0.260948003246628
GEOLOGY AND EARTH SCIENCE	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	324	10026	4705.20898103479	2.13082990371132
GEOLOGY AND EARTH SCIENCE	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	15	899	464.301727393253	1.93624091180382
GEOLOGY AND EARTH SCIENCE	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	10	285	581.256474290423	0.490317119216466
GEOLOGY AND EARTH SCIENCE	OFF-CUSTOMER SERVICE REPRESENTATIVES	22	891	1339.99596898358	0.664927373382958
GEOLOGY AND EARTH SCIENCE	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	43	1331	1173.47557722415	1.1342374957206
GEOLOGY AND EARTH SCIENCE	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	11	472	456.064724884302	1.03494081924389
GEOLOGY AND EARTH SCIENCE	OFF-OFFICE CLERKS, GENERAL	7	315	526.74061137534	0.598017303388707
GEOLOGY AND EARTH SCIENCE	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	21	576	1613.29009237364	0.357034362711873
GEOLOGY AND EARTH SCIENCE	PRT-POLICE OFFICERS	12	511	723.356458368204	0.706429028300581
GEOLOGY AND EARTH SCIENCE	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	25	1071	1196.4062431706	0.89518088535023
GEOLOGY AND EARTH SCIENCE	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	39	1233	1985.34808039657	0.62104978576538
GEOLOGY AND EARTH SCIENCE	SAL-INSURANCE SALES AGENTS	5	129	633.778221026332	0.203541232122333
GEOLOGY AND EARTH SCIENCE	SAL-REAL ESTATE BROKERS AND SALES AGENTS	18	674	689.205966214304	0.977936978262351
GEOLOGY AND EARTH SCIENCE	SAL-RETAIL SALESPERSONS	31	1086	1504.91973170842	0.721633172267032
GEOLOGY AND EARTH SCIENCE	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	12	270	793.257411938693	0.340368707479366
GEOLOGY AND EARTH SCIENCE	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	30	923	1783.17409383562	0.517616313062634
GEOLOGY AND EARTH SCIENCE	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	10	324	557.253595122003	0.581422897646922
PHYSICS	BUS-HUMAN RESOURCES WORKERS	4	132	1820.07549858907	0.0725244640138977
PHYSICS	BUS-MANAGEMENT ANALYSTS	63	2276	2217.56188127502	1.02635241849097
PHYSICS	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	24	716	956.636939577582	0.748455312959335
PHYSICS	CMM-COMPUTER OCCUPATIONS, ALL OTHER	32	1046	868.830013252006	1.2039178942321
PHYSICS	CMM-COMPUTER PROGRAMMERS	164	5597	1617.26601570575	3.46077883641026
PHYSICS	CMM-COMPUTER SUPPORT SPECIALISTS	49	1688	1102.45591353113	1.53112698592489
PHYSICS	CMM-COMPUTER SYSTEMS ANALYSTS	101	3704	1677.18493557037	2.20846247867136
PHYSICS	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	476	16063	4059.50398322063	3.95688736022777
PHYSICS	CMS-CLERGY	15	457	1177.12471715481	0.388234138099316
PHYSICS	CMS-COUNSELORS	4	86	2280.56811809421	0.0377099018957904
PHYSICS	CMS-SOCIAL WORKERS	6	225	2910.88587096068	0.077296056930512
PHYSICS	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	136	4422	15268.0535885084	0.289624343690295
PHYSICS	EDU-OTHER TEACHERS AND INSTRUCTORS	31	921	1249.78449467203	0.736927049364371
PHYSICS	EDU-POSTSECONDARY TEACHERS	680	22446	4156.04506541585	5.40080765408016
PHYSICS	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	1	32	1040.30095896044	0.0307603292339335
PHYSICS	EDU-SECONDARY SCHOOL TEACHERS	105	3125	3472.64135153274	0.899891374794781
PHYSICS	EDU-SPECIAL EDUCATION TEACHERS	1	10	1002.62320664171	0.00997383656567762
PHYSICS	EDU-TEACHER ASSISTANTS	4	80	781.204693806111	0.102405938717843
PHYSICS	ENG-CIVIL ENGINEERS	40	1325	1226.66366880269	1.08016568330689
PHYSICS	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	129	4253	882.291623208332	4.82040165419972
PHYSICS	ENG-MECHANICAL ENGINEERS	41	1420	782.521343683796	1.81464698881594
PHYSICS	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	243	8167	1718.80696230717	4.75155161638243
PHYSICS	ENT-DESIGNERS	19	445	1863.46251718777	0.238802764153029
PHYSICS	FIN-ACCOUNTANTS AND AUDITORS	51	1567	3933.44610786233	0.398378408405754
PHYSICS	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	4	435	764.377681360704	0.569090399428769
PHYSICS	FIN-PERSONAL FINANCIAL ADVISORS	16	512	1172.95910935214	0.436502854974026
PHYSICS	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	7	213	782.453241103915	0.272220739605464
PHYSICS	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	83	2594	4398.65483102417	0.589725745631198
PHYSICS	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	4	247	787.067190890801	0.313823270565307
PHYSICS	MED-PHARMACISTS	6	198	1049.43237987938	0.188673423649037
PHYSICS	MED-PHYSICAL THERAPISTS	4	121	802.884015067984	0.15070669950971
PHYSICS	MED-PHYSICIANS AND SURGEONS	130	4800	3548.10468525502	1.35283494310287
PHYSICS	MED-REGISTERED NURSES	15	687	6762.98344715608	0.101582386733313
PHYSICS	MGR-CHIEF EXECUTIVES AND LEGISLATORS	83	3036	2807.29049653287	1.08146983853277
PHYSICS	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	108	3750	1917.96160673692	1.955200764618
PHYSICS	MGR-CONSTRUCTION MANAGERS	20	798	1045.03408826212	0.763611454366111
PHYSICS	MGR-EDUCATION ADMINISTRATORS	37	1326	3006.59837176736	0.441029973424932
PHYSICS	MGR-FINANCIAL MANAGERS	32	941	2729.16548698027	0.344794042167514
PHYSICS	MGR-FOOD SERVICE MANAGERS	11	413	994.422520981129	0.415316418610995
PHYSICS	MGR-GENERAL AND OPERATIONS MANAGERS	54	1788	2289.76196637804	0.780867193295322
PHYSICS	MGR-HUMAN RESOURCES MANAGERS	11	316	946.483979960438	0.333867246240352
PHYSICS	MGR-MARKETING AND SALES MANAGERS	39	1498	2769.94758189855	0.54080445774113
PHYSICS	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	15	574	1666.83334342857	0.344365561357992
PHYSICS	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	323	10305	7994.38592047544	1.289029589328
PHYSICS	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	11	672	788.871909257627	0.851849320674113
PHYSICS	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	10	229	987.583886918156	0.231879036336462
PHYSICS	OFF-CUSTOMER SERVICE REPRESENTATIVES	24	833	2276.72032233098	0.365877175088044
PHYSICS	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	31	970	1993.79382943356	0.486509681031354
PHYSICS	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	5	222	774.87682909224	0.286497145952952
