field	occupation	n	count	expected	diff
PHYSICAL AND HEALTH EDUCATION TEACHING	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	34	1026	1289.04477907812	0.795938214600863
PHYSICAL AND HEALTH EDUCATION TEACHING	EDU-SECONDARY SCHOOL TEACHERS	878	27208	4302.97613901773	6.32306550651963
PHYSICAL AND HEALTH EDUCATION TEACHING	EDU-SPECIAL EDUCATION TEACHERS	66	1873	1242.35799147542	1.50761697743468
PHYSICAL AND HEALTH EDUCATION TEACHING	EDU-TEACHER ASSISTANTS	63	2045	967.996639115255	2.11261064074471
PHYSICAL AND HEALTH EDUCATION TEACHING	ENG-CIVIL ENGINEERS	1	17	1519.96822105692	0.0111844443617242
PHYSICAL AND HEALTH EDUCATION TEACHING	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	3	66	1093.25421718111	0.0603702221887395
PHYSICAL AND HEALTH EDUCATION TEACHING	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	3	99	2129.78669482263	0.0464835282522248
PHYSICAL AND HEALTH EDUCATION TEACHING	ENT-DESIGNERS	7	341	2309.03048593651	0.147681029798831
PHYSICAL AND HEALTH EDUCATION TEACHING	FIN-ACCOUNTANTS AND AUDITORS	52	1699	4873.96279456652	0.348586985910939
PHYSICAL AND HEALTH EDUCATION TEACHING	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	10	382	947.146160844131	0.403316843579398
PHYSICAL AND HEALTH EDUCATION TEACHING	FIN-PERSONAL FINANCIAL ADVISORS	22	714	1453.42249563377	0.491254265119006
PHYSICAL AND HEALTH EDUCATION TEACHING	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	26	655	969.543723506367	0.675575514667027
PHYSICAL AND HEALTH EDUCATION TEACHING	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	16	557	5450.40643869487	0.102194213636181
PHYSICAL AND HEALTH EDUCATION TEACHING	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	13	341	975.260903551704	0.349650025709168
PHYSICAL AND HEALTH EDUCATION TEACHING	MED-PHARMACISTS	3	82	1300.35959173857	0.0630594802552783
PHYSICAL AND HEALTH EDUCATION TEACHING	MED-PHYSICAL THERAPISTS	81	2400	994.859649906382	2.41240058356557
PHYSICAL AND HEALTH EDUCATION TEACHING	MED-PHYSICIANS AND SURGEONS	30	1104	4396.48332605689	0.251109788920808
PHYSICAL AND HEALTH EDUCATION TEACHING	MED-REGISTERED NURSES	116	3635	8380.06389252954	0.433767575834409
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-CHIEF EXECUTIVES AND LEGISLATORS	65	1982	3478.53486699411	0.56978011599254
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	19	596	2376.56071960856	0.250782567885818
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-CONSTRUCTION MANAGERS	20	940	1294.90963536079	0.725919380264784
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-EDUCATION ADMINISTRATORS	422	12942	3725.49876122804	3.47389727643713
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-FINANCIAL MANAGERS	24	1039	3381.72957732117	0.307239232541782
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-FOOD SERVICE MANAGERS	25	943	1232.19645990653	0.765300039955914
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-GENERAL AND OPERATIONS MANAGERS	58	1887	2837.26135467639	0.665077962201063
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-HUMAN RESOURCES MANAGERS	13	410	1172.7954514896	0.349592078890865
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-MARKETING AND SALES MANAGERS	42	1379	3432.26297929631	0.40177574047159
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	52	1626	2065.3857909417	0.787262121745611
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	135	4277	9905.90400207091	0.43176271434751
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	12	343	977.497143717038	0.350896165993596
PHYSICAL AND HEALTH EDUCATION TEACHING	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	45	1095	1223.7226567643	0.894810596132411
PHYSICAL AND HEALTH EDUCATION TEACHING	OFF-CUSTOMER SERVICE REPRESENTATIVES	58	2110	2821.10135499105	0.747934843343016
PHYSICAL AND HEALTH EDUCATION TEACHING	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	65	1708	2470.52499976328	0.691351028693762
PHYSICAL AND HEALTH EDUCATION TEACHING	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	20	752	960.155734133028	0.783206279217838
PHYSICAL AND HEALTH EDUCATION TEACHING	OFF-OFFICE CLERKS, GENERAL	21	933	1108.95009154912	0.8413363298403
PHYSICAL AND HEALTH EDUCATION TEACHING	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	77	2099	3396.4690722474	0.617994733751873
PHYSICAL AND HEALTH EDUCATION TEACHING	PRT-POLICE OFFICERS	45	1345	1522.8865847947	0.883191180110971
PHYSICAL AND HEALTH EDUCATION TEACHING	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	60	2033	2518.80106496775	0.807130038285111
PHYSICAL AND HEALTH EDUCATION TEACHING	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	94	3134	4179.76493166921	0.749802931799905
PHYSICAL AND HEALTH EDUCATION TEACHING	SAL-INSURANCE SALES AGENTS	25	773	1334.29699751814	0.579331289388957
PHYSICAL AND HEALTH EDUCATION TEACHING	SAL-REAL ESTATE BROKERS AND SALES AGENTS	33	1287	1450.98935381866	0.886981008243046
PHYSICAL AND HEALTH EDUCATION TEACHING	SAL-RETAIL SALESPERSONS	73	2274	3168.31631776904	0.717731366419005
PHYSICAL AND HEALTH EDUCATION TEACHING	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	20	719	1670.04947139835	0.430526168424205
PHYSICAL AND HEALTH EDUCATION TEACHING	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	105	3396	3754.12685466539	0.904604487666597
PHYSICAL AND HEALTH EDUCATION TEACHING	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	10	281	1173.18925478916	0.239518047794003
EARLY CHILDHOOD EDUCATION	BUS-HUMAN RESOURCES WORKERS	16	498	1347.75903438806	0.369502253217032
EARLY CHILDHOOD EDUCATION	BUS-MANAGEMENT ANALYSTS	5	166	1642.09619992131	0.101090301535291
EARLY CHILDHOOD EDUCATION	CMM-COMPUTER OCCUPATIONS, ALL OTHER	1	30	643.36534424843	0.046629804151241
EARLY CHILDHOOD EDUCATION	CMM-COMPUTER PROGRAMMERS	1	22	1197.57937808948	0.0183703898067258
EARLY CHILDHOOD EDUCATION	CMM-COMPUTER SUPPORT SPECIALISTS	4	149	816.364441270683	0.182516523831047
EARLY CHILDHOOD EDUCATION	CMM-COMPUTER SYSTEMS ANALYSTS	3	154	1241.94911200487	0.123998639325406
EARLY CHILDHOOD EDUCATION	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	2	69	3006.04737153005	0.0229537300887177
EARLY CHILDHOOD EDUCATION	CMS-CLERGY	5	108	871.65640841643	0.123902031760665
EARLY CHILDHOOD EDUCATION	CMS-COUNSELORS	53	1567	1688.75208038434	0.92790411227406
EARLY CHILDHOOD EDUCATION	CMS-SOCIAL WORKERS	37	1266	2155.49999640184	0.587334726102215
EARLY CHILDHOOD EDUCATION	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	2141	64501	11305.9360325355	5.70505615938238
EARLY CHILDHOOD EDUCATION	EDU-OTHER TEACHERS AND INSTRUCTORS	49	1753	925.460699316102	1.89419172666698
EARLY CHILDHOOD EDUCATION	EDU-POSTSECONDARY TEACHERS	53	1807	3077.53567837176	0.587158099481738
EARLY CHILDHOOD EDUCATION	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	637	21694	770.338932098364	28.1616300255092
EARLY CHILDHOOD EDUCATION	EDU-SECONDARY SCHOOL TEACHERS	53	1905	2571.47780866562	0.740819148265772
EARLY CHILDHOOD EDUCATION	EDU-SPECIAL EDUCATION TEACHERS	104	3813	742.438698771571	5.1357775481113
EARLY CHILDHOOD EDUCATION	EDU-TEACHER ASSISTANTS	103	3048	578.479126058088	5.26898873736359
EARLY CHILDHOOD EDUCATION	ENG-CIVIL ENGINEERS	1	19	908.339815060438	0.0209172819301506
EARLY CHILDHOOD EDUCATION	ENT-DESIGNERS	3	64	1379.88695783788	0.0463806108438626
EARLY CHILDHOOD EDUCATION	FIN-ACCOUNTANTS AND AUDITORS	15	406	2912.70199080182	0.139389474543612
EARLY CHILDHOOD EDUCATION	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	4	113	566.018786878402	0.199640016585308
EARLY CHILDHOOD EDUCATION	FIN-PERSONAL FINANCIAL ADVISORS	4	269	868.571791567226	0.309703817936137
EARLY CHILDHOOD EDUCATION	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	6	96	579.403670617795	0.165687593759354
EARLY CHILDHOOD EDUCATION	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	3	154	3257.18729374863	0.0472800567211978
EARLY CHILDHOOD EDUCATION	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	1	27	582.82028301344	0.0463264590936987
EARLY CHILDHOOD EDUCATION	MED-PHARMACISTS	1	31	777.100714810038	0.0398918691093701
EARLY CHILDHOOD EDUCATION	MED-PHYSICAL THERAPISTS	1	92	594.532581594818	0.154743411628026
EARLY CHILDHOOD EDUCATION	MED-PHYSICIANS AND SURGEONS	8	298	2627.35812234936	0.113421918947818
EARLY CHILDHOOD EDUCATION	MED-REGISTERED NURSES	27	1071	5007.96370666349	0.213859377330341
EARLY CHILDHOOD EDUCATION	MGR-CHIEF EXECUTIVES AND LEGISLATORS	11	364	2078.78801279779	0.175102029528302
EARLY CHILDHOOD EDUCATION	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	3	84	1420.24332786908	0.059144794664188
EARLY CHILDHOOD EDUCATION	MGR-CONSTRUCTION MANAGERS	2	55	773.843796474707	0.0710737751605116
EARLY CHILDHOOD EDUCATION	MGR-EDUCATION ADMINISTRATORS	229	7521	2226.37474185392	3.37813749797449
EARLY CHILDHOOD EDUCATION	MGR-FINANCIAL MANAGERS	11	424	2020.93673821177	0.209803697455259
EARLY CHILDHOOD EDUCATION	MGR-FOOD SERVICE MANAGERS	8	235	736.366122004405	0.319134725210232
EARLY CHILDHOOD EDUCATION	MGR-GENERAL AND OPERATIONS MANAGERS	14	463	1695.560090324	0.273066111099329
EARLY CHILDHOOD EDUCATION	MGR-HUMAN RESOURCES MANAGERS	4	181	700.86781338693	0.258251265849007
EARLY CHILDHOOD EDUCATION	MGR-MARKETING AND SALES MANAGERS	8	360	2051.13572551201	0.175512519977261
EARLY CHILDHOOD EDUCATION	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	6	127	1234.28379710985	0.102893678339923
EARLY CHILDHOOD EDUCATION	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	21	557	5919.81258857554	0.0940908165023563
EARLY CHILDHOOD EDUCATION	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	5	116	584.156670149743	0.198576864611106
EARLY CHILDHOOD EDUCATION	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	17	643	731.302139302374	0.879253547122658
EARLY CHILDHOOD EDUCATION	OFF-CUSTOMER SERVICE REPRESENTATIVES	22	788	1685.90280215033	0.467405356343749
EARLY CHILDHOOD EDUCATION	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	18	561	1476.39680244547	0.379979148607457
EARLY CHILDHOOD EDUCATION	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	16	527	573.793366130483	0.918449098765214
EARLY CHILDHOOD EDUCATION	OFF-OFFICE CLERKS, GENERAL	7	201	662.713540397933	0.303298465698026
EARLY CHILDHOOD EDUCATION	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	66	1975	2029.74512638061	0.973028571090484
EARLY CHILDHOOD EDUCATION	PRT-POLICE OFFICERS	3	71	910.083842298067	0.0780147901766026
EARLY CHILDHOOD EDUCATION	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	7	221	1505.24679518359	0.146819777797995
EARLY CHILDHOOD EDUCATION	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	35	1476	2497.84623943551	0.590909070661437
EARLY CHILDHOOD EDUCATION	SAL-INSURANCE SALES AGENTS	1	33	797.381860469791	0.0413854410740639
EARLY CHILDHOOD EDUCATION	SAL-REAL ESTATE BROKERS AND SALES AGENTS	6	279	867.117735123323	0.321755614836225
EARLY CHILDHOOD EDUCATION	SAL-RETAIL SALESPERSONS	35	1190	1893.40001867547	0.628498990315035
EARLY CHILDHOOD EDUCATION	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	5	120	998.029042302554	0.120236982005201
EARLY CHILDHOOD EDUCATION	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	4	136	2243.48301868377	0.060620026479982
SECONDARY TEACHER EDUCATION	BUS-HUMAN RESOURCES WORKERS	18	525	1616.67172978668	0.324741251007879
SECONDARY TEACHER EDUCATION	BUS-MANAGEMENT ANALYSTS	16	469	1969.73675283748	0.238102883202228
SECONDARY TEACHER EDUCATION	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	5	137	849.727331137437	0.16122819047919
SECONDARY TEACHER EDUCATION	CMM-COMPUTER OCCUPATIONS, ALL OTHER	10	325	771.733327273276	0.421129927287584
SECONDARY TEACHER EDUCATION	CMM-COMPUTER PROGRAMMERS	6	145	1436.52735788327	0.100937861854339
SECONDARY TEACHER EDUCATION	CMM-COMPUTER SUPPORT SPECIALISTS	10	305	979.250206996133	0.311462788387447
SECONDARY TEACHER EDUCATION	CMM-COMPUTER SYSTEMS ANALYSTS	9	253	1489.74999831746	0.169827152398551
SECONDARY TEACHER EDUCATION	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	18	417	3605.83136892772	0.11564600707437
SECONDARY TEACHER EDUCATION	CMS-CLERGY	34	857	1045.57434795016	0.819645204265138
SECONDARY TEACHER EDUCATION	CMS-COUNSELORS	119	3468	2025.70168503112	1.71199936576383
SECONDARY TEACHER EDUCATION	CMS-SOCIAL WORKERS	29	815	2585.57785095492	0.315210002166054
SECONDARY TEACHER EDUCATION	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	1938	55971	13561.7619294059	4.12711860681159
SECONDARY TEACHER EDUCATION	EDU-OTHER TEACHERS AND INSTRUCTORS	69	1987	1110.11398286956	1.7899062894999
SECONDARY TEACHER EDUCATION	EDU-POSTSECONDARY TEACHERS	120	3472	3691.58343716281	0.940517818193601
SECONDARY TEACHER EDUCATION	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	18	650	924.041421427345	0.703431669757791
SECONDARY TEACHER EDUCATION	EDU-SECONDARY SCHOOL TEACHERS	1039	31802	3084.55396771359	10.3100805928104
SECONDARY TEACHER EDUCATION	EDU-SPECIAL EDUCATION TEACHERS	39	1449	890.574371811641	1.62703985861662
SECONDARY TEACHER EDUCATION	EDU-TEACHER ASSISTANTS	44	1888	693.900634689082	2.72085066018993
SECONDARY TEACHER EDUCATION	ENG-CIVIL ENGINEERS	2	71	1089.57704053873	0.0651629002432861
SECONDARY TEACHER EDUCATION	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	2	94	783.690525900847	0.119945306078503
SECONDARY TEACHER EDUCATION	ENG-MECHANICAL ENGINEERS	3	60	695.070141468844	0.0863222233560574
SECONDARY TEACHER EDUCATION	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	4	71	1526.72052729495	0.0465049095303631
SECONDARY TEACHER EDUCATION	ENT-DESIGNERS	6	168	1655.21000276636	0.101497694986872
SECONDARY TEACHER EDUCATION	FIN-ACCOUNTANTS AND AUDITORS	45	1226	3493.86117672046	0.350901177233033
SECONDARY TEACHER EDUCATION	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	4	185	678.954136404617	0.2724779040005
SECONDARY TEACHER EDUCATION	FIN-PERSONAL FINANCIAL ADVISORS	11	306	1041.87427046592	0.29370146540154
SECONDARY TEACHER EDUCATION	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	11	336	695.009649738857	0.483446524988896
SECONDARY TEACHER EDUCATION	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	40	1144	3907.08018426655	0.292801771667442
SECONDARY TEACHER EDUCATION	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	6	177	699.107964445524	0.253179779092321
SECONDARY TEACHER EDUCATION	MED-PHARMACISTS	5	165	932.152354223198	0.177009690800493
SECONDARY TEACHER EDUCATION	MED-PHYSICAL THERAPISTS	4	254	713.157168735171	0.356162724200732
SECONDARY TEACHER EDUCATION	MED-PHYSICIANS AND SURGEONS	11	394	3151.58384551747	0.125016505767533
SECONDARY TEACHER EDUCATION	MED-REGISTERED NURSES	23	609	6007.18165620506	0.101378655558208
SECONDARY TEACHER EDUCATION	MGR-CHIEF EXECUTIVES AND LEGISLATORS	58	1701	2493.55984768861	0.682157278710088
SECONDARY TEACHER EDUCATION	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	19	559	1703.61850968903	0.328125103607872
SECONDARY TEACHER EDUCATION	MGR-CONSTRUCTION MANAGERS	7	138	928.245596661491	0.148667551450099
SECONDARY TEACHER EDUCATION	MGR-EDUCATION ADMINISTRATORS	375	10407	2670.59393647515	3.89688595404209
SECONDARY TEACHER EDUCATION	MGR-FINANCIAL MANAGERS	13	360	2424.1657514377	0.148504696837044
SECONDARY TEACHER EDUCATION	MGR-FOOD SERVICE MANAGERS	7	203	883.29015932562	0.22982255361589
SECONDARY TEACHER EDUCATION	MGR-GENERAL AND OPERATIONS MANAGERS	36	1158	2033.86806857946	0.569358464243355
SECONDARY TEACHER EDUCATION	MGR-HUMAN RESOURCES MANAGERS	13	376	840.709022391768	0.447241542537871
SECONDARY TEACHER EDUCATION	MGR-MARKETING AND SALES MANAGERS	27	923	2460.39021574534	0.375143745123531
SECONDARY TEACHER EDUCATION	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	17	640	1480.55525535933	0.432270256502297
SECONDARY TEACHER EDUCATION	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	90	2915	7100.96791295543	0.410507417542572
SECONDARY TEACHER EDUCATION	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	13	359	700.710995290199	0.512336758539547
SECONDARY TEACHER EDUCATION	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	24	649	877.215781439354	0.739840770916259
SECONDARY TEACHER EDUCATION	OFF-CUSTOMER SERVICE REPRESENTATIVES	28	649	2022.28390228681	0.320924277380691
SECONDARY TEACHER EDUCATION	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	36	1399	1770.97605103035	0.789959863763299
SECONDARY TEACHER EDUCATION	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	17	660	688.279944777723	0.958912147604626
SECONDARY TEACHER EDUCATION	OFF-OFFICE CLERKS, GENERAL	15	447	794.941987678562	0.562305183181173
SECONDARY TEACHER EDUCATION	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	69	1919	2434.73164027555	0.788177213560512
SECONDARY TEACHER EDUCATION	PRT-POLICE OFFICERS	13	383	1091.6690462008	0.350838929923777
SECONDARY TEACHER EDUCATION	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	22	613	1805.58236156082	0.339502651914531
SECONDARY TEACHER EDUCATION	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	56	1759	2996.23100095402	0.58707088987462
SECONDARY TEACHER EDUCATION	SAL-INSURANCE SALES AGENTS	19	483	956.480111633257	0.504976521859136
SECONDARY TEACHER EDUCATION	SAL-REAL ESTATE BROKERS AND SALES AGENTS	17	431	1040.13009225127	0.414371243761575
SECONDARY TEACHER EDUCATION	SAL-RETAIL SALESPERSONS	41	1402	2271.18216629877	0.617299669222381
SECONDARY TEACHER EDUCATION	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	14	369	1197.16158232188	0.308229069032043
SECONDARY TEACHER EDUCATION	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	60	1778	2691.11575587349	0.660692501286662
SECONDARY TEACHER EDUCATION	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	3	143	840.991317131711	0.17003742736336
SPECIAL NEEDS EDUCATION	BUS-HUMAN RESOURCES WORKERS	26	745	1963.44576954795	0.379434976791605
SPECIAL NEEDS EDUCATION	BUS-MANAGEMENT ANALYSTS	12	397	2392.24279315639	0.16595305507272
SPECIAL NEEDS EDUCATION	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	1	39	1031.9927681368	0.0377909624990998
SPECIAL NEEDS EDUCATION	CMM-COMPUTER OCCUPATIONS, ALL OTHER	4	118	937.269149163515	0.125897667820723
SPECIAL NEEDS EDUCATION	CMM-COMPUTER PROGRAMMERS	3	92	1744.66065788628	0.0527323176482131
SPECIAL NEEDS EDUCATION	CMM-COMPUTER SUPPORT SPECIALISTS	4	179	1189.29813692555	0.150508938374975
SPECIAL NEEDS EDUCATION	CMM-COMPUTER SYSTEMS ANALYSTS	2	313	1809.29948732785	0.17299512998938
SPECIAL NEEDS EDUCATION	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	4	152	4379.27763353578	0.0347089206758689
SPECIAL NEEDS EDUCATION	CMS-CLERGY	9	224	1269.84872216543	0.176398964766464
SPECIAL NEEDS EDUCATION	CMS-COUNSELORS	127	4435	2460.21213246878	1.802690077603
SPECIAL NEEDS EDUCATION	CMS-SOCIAL WORKERS	78	2348	3140.18102732838	0.74772759263425
SPECIAL NEEDS EDUCATION	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	3035	86431	16470.7426976668	5.24754721669252
SPECIAL NEEDS EDUCATION	EDU-OTHER TEACHERS AND INSTRUCTORS	115	3509	1348.23202708496	2.60266773782765
SPECIAL NEEDS EDUCATION	EDU-POSTSECONDARY TEACHERS	107	3677	4483.4234118679	0.820132220897709
SPECIAL NEEDS EDUCATION	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	121	4336	1122.24713673195	3.86367659856696
SPECIAL NEEDS EDUCATION	EDU-SECONDARY SCHOOL TEACHERS	287	8448	3746.18688956025	2.25509304502202
SPECIAL NEEDS EDUCATION	EDU-SPECIAL EDUCATION TEACHERS	1249	41956	1081.60144733409	38.7906285660141
SPECIAL NEEDS EDUCATION	EDU-TEACHER ASSISTANTS	73	2233	842.741442535575	2.64968576041724
SPECIAL NEEDS EDUCATION	ENG-CIVIL ENGINEERS	1	27	1323.2899366185	0.020403691778232
SPECIAL NEEDS EDUCATION	ENG-MECHANICAL ENGINEERS	1	4	844.161807039311	0.00473842806751589
SPECIAL NEEDS EDUCATION	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	2	67	1854.20014797612	0.0361341789736837
SPECIAL NEEDS EDUCATION	ENT-DESIGNERS	4	125	2010.25045330252	0.0621813067096416
SPECIAL NEEDS EDUCATION	FIN-ACCOUNTANTS AND AUDITORS	16	539	4243.28997682465	0.127024078708697
SPECIAL NEEDS EDUCATION	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	4	101	824.588939287398	0.122485271373253
SPECIAL NEEDS EDUCATION	FIN-PERSONAL FINANCIAL ADVISORS	4	165	1265.35498274413	0.130398190428879
SPECIAL NEEDS EDUCATION	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	11	176	844.088339909807	0.20850898144003
SPECIAL NEEDS EDUCATION	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	14	440	4745.14393846361	0.0927263757867088
SPECIAL NEEDS EDUCATION	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	1	41	849.065737933675	0.0482883694020907
SPECIAL NEEDS EDUCATION	MED-PHARMACISTS	3	45	1132.09785434622	0.0397492141048066
SPECIAL NEEDS EDUCATION	MED-PHYSICAL THERAPISTS	6	103	866.128478760881	0.118920001507578
SPECIAL NEEDS EDUCATION	MED-PHYSICIANS AND SURGEONS	20	790	3827.59459131101	0.206395944281396
SPECIAL NEEDS EDUCATION	MED-REGISTERED NURSES	24	614	7295.71451796101	0.084158994775415
SPECIAL NEEDS EDUCATION	MGR-CHIEF EXECUTIVES AND LEGISLATORS	19	680	3028.42527883185	0.224539137469588
SPECIAL NEEDS EDUCATION	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	8	193	2069.04252368776	0.0932798614771852
SPECIAL NEEDS EDUCATION	MGR-CONSTRUCTION MANAGERS	3	145	1127.35310223245	0.128619861614664
SPECIAL NEEDS EDUCATION	MGR-EDUCATION ADMINISTRATORS	389	11102	3243.43295558488	3.42291644440605
SPECIAL NEEDS EDUCATION	MGR-FINANCIAL MANAGERS	10	266	2944.14623676966	0.0903487729916082
SPECIAL NEEDS EDUCATION	MGR-FOOD SERVICE MANAGERS	4	178	1072.7547804897	0.165927948527756
SPECIAL NEEDS EDUCATION	MGR-GENERAL AND OPERATIONS MANAGERS	13	494	2470.13019495177	0.199989458454293
SPECIAL NEEDS EDUCATION	MGR-HUMAN RESOURCES MANAGERS	14	435	1021.04004357997	0.426036180201906
SPECIAL NEEDS EDUCATION	MGR-MARKETING AND SALES MANAGERS	14	439	2988.14080282072	0.146914094404653
SPECIAL NEEDS EDUCATION	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	20	650	1798.13248364331	0.361486156283098
SPECIAL NEEDS EDUCATION	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	57	1816	8624.11654234079	0.210572293531077
SPECIAL NEEDS EDUCATION	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	5	249	851.01261686552	0.292592606813664
SPECIAL NEEDS EDUCATION	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	43	1021	1065.37745623538	0.958345790052479
SPECIAL NEEDS EDUCATION	OFF-CUSTOMER SERVICE REPRESENTATIVES	14	478	2456.06123965183	0.194620554358718
SPECIAL NEEDS EDUCATION	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	27	836	2150.84817239	0.388683873985883
SPECIAL NEEDS EDUCATION	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	17	530	835.915121752534	0.634035664875677
SPECIAL NEEDS EDUCATION	OFF-OFFICE CLERKS, GENERAL	19	475	965.456037849723	0.491995472997328
SPECIAL NEEDS EDUCATION	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	63	1795	2956.97849538962	0.607038570892104
SPECIAL NEEDS EDUCATION	PRT-POLICE OFFICERS	8	321	1325.83067484716	0.242112364791231
