constituency,file_src,alliance
trichy west,trichy west/admk.jpg,
trichy west,trichy west/dmk.jpg,
musuri,musuri/TMC_THAMAKA.jpg,
musuri,musuri/pmk.jpg,
musuri,musuri/ijk.jpg,
musuri,musuri/ADMK_SELVARAJ.jpg,
musuri,musuri/congress.jpg,
musuri,musuri/naam_tamilanr_asaithambi.jpg,
kilpennathur,kilpennathur/naam_ramesh.jpg,
kilpennathur,kilpennathur/imkmk_subarayan.jpg,
kilpennathur,kilpennathur/cpi_jothi.jpg,
kilpennathur,kilpennathur/admk_selvamani.jpg,
kilpennathur,kilpennathur/dmk_pichandi.jpg,
kilpennathur,kilpennathur/pmk_ethirolimaniyan.jpg,
katpadi,katpadi/pmk.JPG,
katpadi,katpadi/tmc.JPG,
katpadi,katpadi/admk.JPG,
katpadi,katpadi/nt katpadi puviarasan.jpg,
katpadi,katpadi/duraimurugan_dmk.jpg,
jayakondam,jayakondam/bjp_krishnamoorthy.jpg,
jayakondam,jayakondam/mdmk_kanthasamy.jpg,
jayakondam,jayakondam/pmk_guru.jpg,
jayakondam,jayakondam/congress_rajendran.jpg,
jayakondam,jayakondam/naam_krishnamoorthy.jpg,
jayakondam,jayakondam/admk_ramjayalingam.jpg,
manaparai,manaparai/iuml_nizam.jpg,
manaparai,manaparai/pmk_leema_sivakumar.jpg,
manaparai,manaparai/ntk_arunagiri.jpg,
manaparai,manaparai/dmdk_krishnagopal.jpg,
manaparai,manaparai/bjp_senthil_deepak.jpg,
manaparai,manaparai/admk_chandrasekar.jpg,
chengam,chengam/pmk.jpg,
chengam,chengam/bjp.jpg,
chengam,chengam/ADMK.jpg,
chengam,chengam/dmdk.jpg,
chengam,chengam/ntk.jpg,
chengam,chengam/dmk.jpg,
pudukkottai,pudukkottai/ijk_kumar.jpg,
pudukkottai,pudukkottai/pmk_vellaisamy.jpg,
pudukkottai,pudukkottai/naam_arulmozhicholan.jpg,
pudukkottai,pudukkottai/dmk_periyannanarasu.jpg,
pudukkottai,pudukkottai/vr_karthikthondaimon_puddukottai_admk.jpg,
pudukkottai,pudukkottai/dmdk_jahirhusan.jpg,
thirumayam,thirumayam/pk_vairamuthu_thirumayam.jpg,
thirumayam,thirumayam/bjp_vadamalai.jpg,
thirumayam,thirumayam/tmc_pl_chithambaram.jpg,
thirumayam,thirumayam/pmk_sureshsresh.jpg,
thirumayam,thirumayam/dmk_rahupathy.jpg,
thirumayam,thirumayam/naam_kanagarathinam.jpg,
srivaikundam,srivaikundam/admk shanmugasundaram.JPG,
srivaikundam,srivaikundam/tmc .JPG,
srivaikundam,srivaikundam/srivakundam_pmk_candidate_lingraj.JPG,
srivaikundam,srivaikundam/RANI_VENKATESAN_CONG_SRIVAIKUNDAM.JPG,
srivaikundam,srivaikundam/bjp_selvaraj_srivaikundam.JPG,
srivaikundam,srivaikundam/srivaikundam_naam_thamilar_subbaiyapandiyan.JPG,
thirupattur,thirupattur/kr ashokan_thirupathur_admk.jpg,
thirupattur,thirupattur/naam sevam.jpg,
thirupattur,thirupattur/makkal nala sathaya cpi.jpg,
thirupattur,thirupattur/periyakaruppan dmk.jpg,
thirupattur,thirupattur/pmk alagappan.jpg,
thirupattur,thirupattur/ijk lawrenc.jpg,
periyakulam,periyakulam/pusbalatha_-_naamthamilar.jpg,
periyakulam,periyakulam/vaikai__kannan_-pmk.jpg,
periyakulam,periyakulam/lasar_cpm.jpg,
periyakulam,periyakulam/kathirkamu_admk.jpg,
periyakulam,periyakulam/anbalakan_dmk.jpg,
periyakulam,periyakulam/sellam_bjp.jpg,
usilampatti,usilampatti/nethipathi_usilampatti_admk.jpg,
usilampatti,usilampatti/bjp.jpg,
usilampatti,usilampatti/DMK_candidate_Ilamakilan.jpg,
usilampatti,usilampatti/forward_block__candidate_kathiravan.jpg,
usilampatti,usilampatti/Naam_thamilar_Candidate__Ainthukovilan.jpg,
usilampatti,usilampatti/pmk_murugan.jpg,
usilampatti,usilampatti/MDMK_candidate_Baskarasethupathy.jpg,
madurai central,madurai central/dmdk_sivamuthukumar.jpg,
madurai central,madurai central/ptrp_dmk.jpg,
madurai central,madurai central/vettrikumaran_naamtamilar.jpg,
madurai central,madurai central/jayapal_madurai_meyam_admk.jpg,
madurai central,madurai central/pmk_selvam.jpg,
madurai central,madurai central/karthikbabu_bjp.jpg,
kizhvelur,kizhvelur/cpm.jpg,
kizhvelur,kizhvelur/vanitha_pmk.jpg,
kizhvelur,kizhvelur/admk.jpg,
kizhvelur,kizhvelur/dmk.jpg,
kizhvelur,kizhvelur/makkal_kalagam_kilvalvur.jpg,
kizhvelur,kizhvelur/nam_thamilar.jpg,
alangudi,alangudi/naam_kala.jpg,
alangudi,alangudi/admk_gana_kalaiselvan.jpg,
alangudi,alangudi/dmk_meynathan.jpg,
alangudi,alangudi/ijk_saravanan.jpg,
alangudi,alangudi/PMK-DR.jpg,
alangudi,alangudi/mdmk_chandrasekaran.jpg,
nellai,nellai/michel rayappan.jpg,
nellai,nellai/chendurpandiyan.jpg,
nellai,nellai/tenkasi v karuppasamy pandian.jpg,
nellai,nellai/DMDK_ Madasamy.jpg,
nellai,nellai/uma maheshwari DMK.jpg,
nellai,nellai/tirunelveli als lakshmanan.jpg,
nellai,nellai/narayanan.jpg,
nellai,nellai/nainar nagendran.jpg,
nellai,nellai/muthiselvi.jpg,
nellai,nellai/rajendran.jpg,
nellai,nellai/duraiappa.jpg,
nellai,nellai/subbaiya.jpg,
nellai,nellai/BJP- Maharajan.jpg,
nellai,nellai/sarathkumar.jpg,
nellai,nellai/Ambasamudram_ R_ Aayudaiyappan - BA.BL_.jpg,
nellai,nellai/NTK- Viyanasarasu.jpg,
nellai,nellai/karupusamy.jpg,
nellai,nellai/Alankulam - Dr. Poongaothai Aladi Aruna - MBBS.jpg,
nellai,nellai/pmk -ganeshan.jpg,
nellai,nellai/peter alphonse.jpg,
nellai,nellai/vasanthankumar.jpg,
nellai,nellai/maithin khan.jpg,
ranipet,ranipet/pmk.jpg,
ranipet,ranipet/bjp.jpg,
ranipet,ranipet/dmdk.jpg,
ranipet,ranipet/ntk.jpg,
ranipet,ranipet/admk.jpg,
ranipet,ranipet/dmk.jpg,
poompuhar,poompuhar/KALIYAPERMAL_NAAM.jpg,
poompuhar,poompuhar/IUML.jpg,
poompuhar,poompuhar/tmc_sankar.jpg,
poompuhar,poompuhar/IJK_selvamuthukumar.jpg,
poompuhar,poompuhar/pmk_anbazahan.jpg,
poompuhar,poompuhar/admk_punraj.jpg,
tenkasi,tenkasi/ADMK_tenkasi_selvamohandas_pandian.JPG,
tenkasi,tenkasi/TMK_Tenkasi_Charles.JPG,
tenkasi,tenkasi/BJP_Tenkasi_Selvi.JPG,
tenkasi,tenkasi/Congress_Tenkasi_-_Pazani_nadar.JPG,
tenkasi,tenkasi/NTK_Tenkasi_-_Muthukumar.JPG,
tenkasi,tenkasi/PMK_Tenkasi_Seetharaman.JPG,
natham,natham/naam.jpg,
natham,natham/ijk_santhanakrishnan.jpg,
natham,natham/pmk_serangan.jpg,
natham,natham/dmdk_karthikeyan.jpg,
natham,natham/admk_shajahan.jpg,
natham,natham/dmk_andiambalam.jpg,
titakuti,titakuti/pmk.jpg,
titakuti,titakuti/ijk_(bjp).jpg,
titakuti,titakuti/dmdk.jpg,
titakuti,titakuti/ntk.jpg,
titakuti,titakuti/admk.jpg,
titakuti,titakuti/dmk.jpg,
tiruvadanai,tiruvadanai/pmk_thiruvadanai.jpg,
tiruvadanai,tiruvadanai/indiyamakkal_thiruvadani.jpg,
tiruvadanai,tiruvadanai/dmk_thiruvadani.jpg,
tiruvadanai,tiruvadanai/admk_thiruvadanai.jpg,
tiruvadanai,tiruvadanai/nam_thiruvadani.jpg,
tiruvadanai,tiruvadanai/dmdk_thirvadani.jpg,
gudiyatham,gudiyatham/pmk.jpg,
gudiyatham,gudiyatham/ijk_ganeshan.jpg,
gudiyatham,gudiyatham/naam_rajeskumar.jpg,
gudiyatham,gudiyatham/cpi.jpg,
gudiyatham,gudiyatham/admk.jpg,
gudiyatham,gudiyatham/dmk.jpg,
