AC_NAME,AC_NO,NAME,#,ST_CD,ST_NAME,State-code,VOTES,YEAR,polled_votes,vote_percent,PARTY
Chamrajpet,168,ASGAR A MOHIN S M,13,S10,Karnataka,S10,108,2018,120209,0.09,IND
Chamrajpet,168,PRAMILA,14,S10,Karnataka,S10,90,2018,120209,0.07,NC
Chamrajpet,168,N PADMANABHA,15,S10,Karnataka,S10,77,2018,120209,0.06,SJP
Chamrajpet,168,YOGESH.J.PATEL,16,S10,Karnataka,S10,75,2018,120209,0.06,KP
Chamrajpet,168,SYED ASLAM,17,S10,Karnataka,S10,74,2018,120209,0.06,AMEP
Chamrajpet,168,AMEER AHMED KHAN,18,S10,Karnataka,S10,60,2018,120209,0.05,IND
Chamrajpet,168,ABDULLA,19,S10,Karnataka,S10,56,2018,120209,0.05,IND
Chamrajpet,168,SYED KHADEER,19,S10,Karnataka,S10,56,2018,120209,0.05,IND
Chamrajpet,168,AMJAD KHAN,21,S10,Karnataka,S10,53,2018,120209,0.04,IND
Chamrajpet,168,SAMPANGI RAAJ,22,S10,Karnataka,S10,42,2018,120209,0.03,IND
Chamrajpet,168,None of the Above,4,S10,Karnataka,S10,726,2018,120209,0.6,NOTA
Chickpet,169,UDAY B.GARUDACHAR,1,S10,Karnataka,S10,57312,2018,128920,44.46,BJP
Chickpet,169,R.V.DEVRAJ,2,S10,Karnataka,S10,49378,2018,128920,38.3,INC
Chickpet,169,MUJAHID PASHA.A,3,S10,Karnataka,S10,11700,2018,128920,9.08,SPI
Chickpet,169,DR D.HEMACHANDRA SAGAR,4,S10,Karnataka,S10,6286,2018,128920,4.88,JDS
Chickpet,169,BHARAT SANGHVI,6,S10,Karnataka,S10,487,2018,128920,0.38,IND
Chickpet,169,RAKESH KUMAR SHUKLA,7,S10,Karnataka,S10,442,2018,128920,0.34,IND
Chickpet,169,BASAVARAJ VAIJANATH JEMSHETTY,8,S10,Karnataka,S10,261,2018,128920,0.2,IND
Chickpet,169,R.SHEKAR,9,S10,Karnataka,S10,213,2018,128920,0.17,IND
Chickpet,169,AFSAR KHAN. R.K,10,S10,Karnataka,S10,171,2018,128920,0.13,AMEP
Chickpet,169,PRAVEEN.V.K,11,S10,Karnataka,S10,140,2018,128920,0.11,IND
Chickpet,169,RAJENDRA KUMAR M. SOLANKI,12,S10,Karnataka,S10,136,2018,128920,0.11,IND
Chickpet,169,THYAGARAJ,13,S10,Karnataka,S10,115,2018,128920,0.09,RS
Chickpet,169,M.SRINIVASA MURTHY,14,S10,Karnataka,S10,94,2018,128920,0.07,IND
Chickpet,169,SYED SHAZAD AHMED,15,S10,Karnataka,S10,88,2018,128920,0.07,IND
Chickpet,169,PURANDARA UPADHYAYA G,16,S10,Karnataka,S10,87,2018,128920,0.07,IND
Chickpet,169,SYED IQBAL,17,S10,Karnataka,S10,81,2018,128920,0.06,IND
Chickpet,169,N. KISHORE KUMAR,18,S10,Karnataka,S10,78,2018,128920,0.06,ABHN
Chickpet,169,ARUN PRASAD. A,19,S10,Karnataka,S10,66,2018,128920,0.05,IND
Chickpet,169,SADAT ALI,20,S10,Karnataka,S10,65,2018,128920,0.05,IND
Chickpet,169,SYED RIYAZ,21,S10,Karnataka,S10,64,2018,128920,0.05,IND
Chickpet,169,N.MUNIYPPA,22,S10,Karnataka,S10,56,2018,128920,0.04,RPI
Chickpet,169,ASGAR A MOHIN S M,23,S10,Karnataka,S10,53,2018,128920,0.04,IND
Chickpet,169,SHIVAKUMAR.K.S,24,S10,Karnataka,S10,51,2018,128920,0.04,IND
Chickpet,169,SHAFIULLA SHARIFF,25,S10,Karnataka,S10,46,2018,128920,0.04,IND
Chickpet,169,B. CHIKKANAGESHA,26,S10,Karnataka,S10,43,2018,128920,0.03,IND
Chickpet,169,C.NANJUNDAPPA,27,S10,Karnataka,S10,36,2018,128920,0.03,IND
Chickpet,169,P. AMARNATH,28,S10,Karnataka,S10,31,2018,128920,0.02,IND
Chickpet,169,None of the Above,5,S10,Karnataka,S10,1340,2018,128920,1.04,NOTA
Basavanagudi,170,RAVISUBRAMANYA.L.A,1,S10,Karnataka,S10,76018,2018,130043,58.46,BJP
Basavanagudi,170,K.BAGEGOWDA,2,S10,Karnataka,S10,38009,2018,130043,29.23,JDS
Basavanagudi,170,M.BOREGOWDA,3,S10,Karnataka,S10,11767,2018,130043,9.05,INC
Basavanagudi,170,SAKLESHPUR GUNDAPPA SITARAM,5,S10,Karnataka,S10,453,2018,130043,0.35,AAP
Basavanagudi,170,KENCHAIAH.S.,6,S10,Karnataka,S10,328,2018,130043,0.25,RI
Basavanagudi,170,SHARANU.M.,7,S10,Karnataka,S10,256,2018,130043,0.2,IND
Basavanagudi,170,DR.BANU PRAKASH.A.S.,8,S10,Karnataka,S10,233,2018,130043,0.18,PPI
Basavanagudi,170,VISHALA ESHWAR,9,S10,Karnataka,S10,203,2018,130043,0.16,IND
Basavanagudi,170,J.VENKATESH,10,S10,Karnataka,S10,187,2018,130043,0.14,AMEP
Basavanagudi,170,T.S.MADHURANATH,11,S10,Karnataka,S10,149,2018,130043,0.11,IND
Basavanagudi,170,VEDI.B,12,S10,Karnataka,S10,121,2018,130043,0.09,IND
Basavanagudi,170,B K PRAKASH,13,S10,Karnataka,S10,120,2018,130043,0.09,KP
Basavanagudi,170,D.M.BHATTAD,14,S10,Karnataka,S10,119,2018,130043,0.09,JDU
Basavanagudi,170,H.M.RAMA,15,S10,Karnataka,S10,116,2018,130043,0.09,BPKP
Basavanagudi,170,PADMANABHAN.M.N,16,S10,Karnataka,S10,108,2018,130043,0.08,IND
Basavanagudi,170,None of the Above,4,S10,Karnataka,S10,1856,2018,130043,1.43,NOTA
Padmanaba Nagar,171,R ASHOKA,1,S10,Karnataka,S10,77868,2018,161608,48.18,BJP
Padmanaba Nagar,171,V K GOPAL,2,S10,Karnataka,S10,45702,2018,161608,28.28,JDS
Padmanaba Nagar,171,M SRINIVAS,3,S10,Karnataka,S10,33400,2018,161608,20.67,INC
Padmanaba Nagar,171,RAVIGOWDA,5,S10,Karnataka,S10,371,2018,161608,0.23,IND
Padmanaba Nagar,171,AKMAL SHAREFF,6,S10,Karnataka,S10,366,2018,161608,0.23,AMEP
Padmanaba Nagar,171,MEERA RAGHAVENDRA,7,S10,Karnataka,S10,362,2018,161608,0.22,IND
Padmanaba Nagar,171,G T GOPAL,8,S10,Karnataka,S10,256,2018,161608,0.16,IND
Padmanaba Nagar,171,YOGESH,9,S10,Karnataka,S10,233,2018,161608,0.14,IND
Padmanaba Nagar,171,SUMA MAHINDHAR,10,S10,Karnataka,S10,150,2018,161608,0.09,KP
Padmanaba Nagar,171,KUMAR H,11,S10,Karnataka,S10,129,2018,161608,0.08,RMVP
Padmanaba Nagar,171,S MANIVANNAN,12,S10,Karnataka,S10,120,2018,161608,0.07,IND
Padmanaba Nagar,171,GUNASHEKHAR M,13,S10,Karnataka,S10,97,2018,161608,0.06,IND
Padmanaba Nagar,171,PRABHAKAR,14,S10,Karnataka,S10,82,2018,161608,0.05,IND
Padmanaba Nagar,171,K FIROZ,15,S10,Karnataka,S10,68,2018,161608,0.04,IND
Padmanaba Nagar,171,None of the Above,4,S10,Karnataka,S10,2404,2018,161608,1.49,NOTA
B.T.M.Layout,172,RAMALINGA REDDY,1,S10,Karnataka,S10,67085,2018,135932,49.35,INC
B.T.M.Layout,172,LALLESH REDDY,2,S10,Karnataka,S10,46607,2018,135932,34.29,BJP
B.T.M.Layout,172,K DEVADAS,3,S10,Karnataka,S10,17307,2018,135932,12.73,JDS
B.T.M.Layout,172,DR. SYED ASAD ABBAS (M C ABBAS),5,S10,Karnataka,S10,701,2018,135932,0.52,AAP
B.T.M.Layout,172,N KRISHNOJI RAO,6,S10,Karnataka,S10,497,2018,135932,0.37,BJC
B.T.M.Layout,172,SATISH BABU S N,7,S10,Karnataka,S10,333,2018,135932,0.24,IND
B.T.M.Layout,172,KUMARI. JAYALAKSHMI B V,8,S10,Karnataka,S10,262,2018,135932,0.19,AMEP
B.T.M.Layout,172,SEEMA KOWSER,9,S10,Karnataka,S10,194,2018,135932,0.14,KJP
B.T.M.Layout,172,SHABRIN,10,S10,Karnataka,S10,181,2018,135932,0.13,IND
B.T.M.Layout,172,PRADEEP MENDONCA,11,S10,Karnataka,S10,107,2018,135932,0.08,IND
B.T.M.Layout,172,YASHWANT NAIK,12,S10,Karnataka,S10,103,2018,135932,0.08,IND
B.T.M.Layout,172,BRAHMANANDA N,13,S10,Karnataka,S10,102,2018,135932,0.08,IND
B.T.M.Layout,172,M MUNESHWARA,14,S10,Karnataka,S10,88,2018,135932,0.06,RS
B.T.M.Layout,172,None of the Above,4,S10,Karnataka,S10,2365,2018,135932,1.74,NOTA
Mahadevapura,174,ARAVIND LIMBAVALI,1,S10,Karnataka,S10,141682,2018,284352,49.83,BJP
Mahadevapura,174,A C SRINIVASA,2,S10,Karnataka,S10,123898,2018,284352,43.57,INC
Mahadevapura,174,SATHISH K,3,S10,Karnataka,S10,6391,2018,284352,2.25,JDS
Mahadevapura,174,NAGESH T,4,S10,Karnataka,S10,3852,2018,284352,1.35,IND
Mahadevapura,174,B R BHASKAR PRASAD,6,S10,Karnataka,S10,1336,2018,284352,0.47,AAP
Mahadevapura,174,P RAMESH CHANDER,7,S10,Karnataka,S10,1184,2018,284352,0.42,SI
Mahadevapura,174,V SRINIVASA,8,S10,Karnataka,S10,473,2018,284352,0.17,IND
Mahadevapura,174,V UMA,9,S10,Karnataka,S10,370,2018,284352,0.13,KJP
Mahadevapura,174,SRINIVASA,10,S10,Karnataka,S10,290,2018,284352,0.1,IND
Mahadevapura,174,NANDAKUMAR R,11,S10,Karnataka,S10,282,2018,284352,0.1,AMEP
Mahadevapura,174,A LAKSHMAIAH,12,S10,Karnataka,S10,278,2018,284352,0.1,IND
Mahadevapura,174,J UDAY KUMAR,13,S10,Karnataka,S10,250,2018,284352,0.09,IND
Mahadevapura,174,DR. H R SURENDRA,14,S10,Karnataka,S10,248,2018,284352,0.09,RI
Mahadevapura,174,S M KRISHNA,15,S10,Karnataka,S10,169,2018,284352,0.06,BPP
Mahadevapura,174,K KRISHNA,16,S10,Karnataka,S10,167,2018,284352,0.06,RS
Mahadevapura,174,None of the Above,5,S10,Karnataka,S10,3482,2018,284352,1.22,NOTA
Bommanahalli,175,SATHISH REDDY M,1,S10,Karnataka,S10,111863,2018,195510,57.22,BJP
Bommanahalli,175,SUSHMA RAJAGOPALA  REDDY,2,S10,Karnataka,S10,64701,2018,195510,33.09,INC
Bommanahalli,175,T R PRASAD,3,S10,Karnataka,S10,9379,2018,195510,4.8,JDS
Bommanahalli,175,SOMASHEKAR.N,5,S10,Karnataka,S10,2142,2018,195510,1.1,PPP
Bommanahalli,175,DR.P.ANILKUMAR,6,S10,Karnataka,S10,1143,2018,195510,0.58,IND
Bommanahalli,175,SUSHMA RAMESH,7,S10,Karnataka,S10,576,2018,195510,0.29,IND
Bommanahalli,175,SUSHMA SANDEEP,8,S10,Karnataka,S10,460,2018,195510,0.24,IND
Bommanahalli,175,SADARULLA,9,S10,Karnataka,S10,352,2018,195510,0.18,IND
Bommanahalli,175,SYED ISMAIL,10,S10,Karnataka,S10,347,2018,195510,0.18,IND
Bommanahalli,175,SHEEBA C P,11,S10,Karnataka,S10,335,2018,195510,0.17,IND
Bommanahalli,175,MADHUSUDAN REDDY,12,S10,Karnataka,S10,320,2018,195510,0.16,JJ
Bommanahalli,175,V MADESHA,13,S10,Karnataka,S10,271,2018,195510,0.14,IND
Bommanahalli,175,KUPENDRA,14,S10,Karnataka,S10,243,2018,195510,0.12,IND
Bommanahalli,175,ABDUL KADIR GSY,15,S10,Karnataka,S10,224,2018,195510,0.11,IND
Bommanahalli,175,SHAIK IMRAN,16,S10,Karnataka,S10,161,2018,195510,0.08,AMEP
Bommanahalli,175,G VENKATESH BHOVI,17,S10,Karnataka,S10,150,2018,195510,0.08,SHI
Bommanahalli,175,RATHNAMMA,18,S10,Karnataka,S10,146,2018,195510,0.07,RMVP
Bommanahalli,175,PAVITHRA GUNDEGOWDA,19,S10,Karnataka,S10,120,2018,195510,0.06,IND
Bommanahalli,175,DILIP KUMAR,20,S10,Karnataka,S10,86,2018,195510,0.04,IND
Bommanahalli,175,None of the Above,4,S10,Karnataka,S10,2491,2018,195510,1.27,NOTA
Bangalore South,176,M KRISHNAPPA,1,S10,Karnataka,S10,65600,2018,125218,52.39,BJP
Bangalore South,176,R K RAMESH,2,S10,Karnataka,S10,37404,2018,125218,29.87,INC
Bangalore South,176,R PRABHAKAR REDDY,3,S10,Karnataka,S10,18550,2018,125218,14.81,JDS
Bangalore South,176,K ABHISHEK,5,S10,Karnataka,S10,280,2018,125218,0.22,AVP
Bangalore South,176,D K SHIVASHANKAR,6,S10,Karnataka,S10,252,2018,125218,0.2,IND
Bangalore South,176,SREENIVASU,7,S10,Karnataka,S10,236,2018,125218,0.19,IND
Bangalore South,176,M KRISHANAPPA,8,S10,Karnataka,S10,172,2018,125218,0.14,IND
Bangalore South,176,ANBU,9,S10,Karnataka,S10,159,2018,125218,0.13,IND
Bangalore South,176,R RAJESH,10,S10,Karnataka,S10,154,2018,125218,0.12,IND
Bangalore South,176,SIRAJUDDIN,11,S10,Karnataka,S10,139,2018,125218,0.11,AMEP
Bangalore South,176,CHAND BHASHA,12,S10,Karnataka,S10,136,2018,125218,0.11,RS
Bangalore South,176,MANJUNATH K H,13,S10,Karnataka,S10,124,2018,125218,0.1,IND
Bangalore South,176,V CHETHAN,14,S10,Karnataka,S10,121,2018,125218,0.1,KP
Bangalore South,176,APPAJI GOWDA,15,S10,Karnataka,S10,78,2018,125218,0.06,IND
Bangalore South,176,None of the Above,4,S10,Karnataka,S10,1813,2018,125218,1.45,NOTA
Anekal,177,B.SHIVANNA,1,S10,Karnataka,S10,113894,2018,227677,50.02,INC
Anekal,177,A.NARAYANASWAMY,2,S10,Karnataka,S10,105267,2018,227677,46.24,BJP
Anekal,177,G. SRINIVAS,3,S10,Karnataka,S10,2932,2018,227677,1.29,BSP
Anekal,177,D.MAHADESH,5,S10,Karnataka,S10,1425,2018,227677,0.63,CI
Anekal,177,MUNIKRISHNAPPA,6,S10,Karnataka,S10,481,2018,227677,0.21,AMEP
Anekal,177,C.NARAYANASWAMY,7,S10,Karnataka,S10,436,2018,227677,0.19,IND
Anekal,177,MANJUNATH V,8,S10,Karnataka,S10,247,2018,227677,0.11,IND
Anekal,177,A.NARAYANASWAMY,9,S10,Karnataka,S10,229,2018,227677,0.1,IND
Anekal,177,M.MUNIYALLAMMA,10,S10,Karnataka,S10,216,2018,227677,0.09,RS
Anekal,177,VENKATESHAPPA,11,S10,Karnataka,S10,178,2018,227677,0.08,SJP
Anekal,177,Y.RAVINDRA,12,S10,Karnataka,S10,132,2018,227677,0.06,BPP
Anekal,177,AMARESH.Y,13,S10,Karnataka,S10,125,2018,227677,0.05,IND
Anekal,177,None of the Above,4,S10,Karnataka,S10,2115,2018,227677,0.93,NOTA
Hosakote,178,N NAGARAJU (M.T.B),1,S10,Karnataka,S10,98824,2018,193071,51.19,INC
Hosakote,178,SHARATH KUMAR BACHEGOWDA,2,S10,Karnataka,S10,91227,2018,193071,47.25,BJP
Hosakote,178,KRISHNA MURTHY R,3,S10,Karnataka,S10,1083,2018,193071,0.56,JDS
Hosakote,178,RAMESHA,5,S10,Karnataka,S10,417,2018,193071,0.22,ASP
Hosakote,178,V SHAMANNA,6,S10,Karnataka,S10,242,2018,193071,0.13,IND
Hosakote,178,SURESHA C,7,S10,Karnataka,S10,184,2018,193071,0.1,IND
Hosakote,178,G SHRINIVASA,8,S10,Karnataka,S10,142,2018,193071,0.07,AMEP
Hosakote,178,RAJESH T K,9,S10,Karnataka,S10,120,2018,193071,0.06,IND
Hosakote,178,RAVEESHA  T,10,S10,Karnataka,S10,67,2018,193071,0.03,IND
Hosakote,178,B V MANJUNATHA,11,S10,Karnataka,S10,66,2018,193071,0.03,IND
Hosakote,178,MANJUNATHA GOWDA T V,12,S10,Karnataka,S10,61,2018,193071,0.03,IND
Hosakote,178,NAGARAJ D.C.N,13,S10,Karnataka,S10,52,2018,193071,0.03,IND
Hosakote,178,NAGARAJ V,14,S10,Karnataka,S10,47,2018,193071,0.02,IND
Hosakote,178,None of the Above,4,S10,Karnataka,S10,539,2018,193071,0.28,NOTA
Devanahalli,179,NARAYANASWAMY L N,1,S10,Karnataka,S10,86966,2018,171158,50.81,JDS
Devanahalli,179,VENKATASWAMY,2,S10,Karnataka,S10,69956,2018,171158,40.87,INC
Devanahalli,179,K NAGESH,3,S10,Karnataka,S10,9820,2018,171158,5.74,BJP
Devanahalli,179,SRINIVAS M SANNIDHI,5,S10,Karnataka,S10,821,2018,171158,0.48,IND
Devanahalli,179,INDIRAMMA B V,6,S10,Karnataka,S10,625,2018,171158,0.37,RPI
Devanahalli,179,B RAMACHANDRA,7,S10,Karnataka,S10,457,2018,171158,0.27,IND
Devanahalli,179,NAGARAJA,8,S10,Karnataka,S10,311,2018,171158,0.18,API
Devanahalli,179,D.R.NARAYANASWAMY,9,S10,Karnataka,S10,280,2018,171158,0.16,IND
Devanahalli,179,MYATHYU MUNIYAPPA S M,10,S10,Karnataka,S10,247,2018,171158,0.14,IND
Devanahalli,179,K RAMACHANDRAPPA,11,S10,Karnataka,S10,194,2018,171158,0.11,AMEP
Devanahalli,179,NAGARAJU M,12,S10,Karnataka,S10,181,2018,171158,0.11,RS
Devanahalli,179,None of the Above,4,S10,Karnataka,S10,1300,2018,171158,0.76,NOTA
Doddaballapur,180,T VENKATARAMANAIAH,1,S10,Karnataka,S10,73225,2018,168757,43.39,INC
Doddaballapur,180,B MUNEGOWDA,2,S10,Karnataka,S10,63280,2018,168757,37.5,JDS
Doddaballapur,180,J NARASIMHASWAMY,3,S10,Karnataka,S10,27612,2018,168757,16.36,BJP
Doddaballapur,180,DR.K.N.VENKATESH,4,S10,Karnataka,S10,1018,2018,168757,0.6,IND
Doddaballapur,180,GOWRAMMA,6,S10,Karnataka,S10,668,2018,168757,0.4,RS
Doddaballapur,180,M SRINIVAS,7,S10,Karnataka,S10,592,2018,168757,0.35,IND
Doddaballapur,180,M JAYALAKSHMI,8,S10,Karnataka,S10,286,2018,168757,0.17,AIJP
Doddaballapur,180,MUNEGOWDA,9,S10,Karnataka,S10,194,2018,168757,0.11,IND
Doddaballapur,180,Y VENKATARAMANAPPA,10,S10,Karnataka,S10,181,2018,168757,0.11,IND
Doddaballapur,180,MALLESH M,11,S10,Karnataka,S10,156,2018,168757,0.09,FCI
Doddaballapur,180,M MANJUNATH,12,S10,Karnataka,S10,143,2018,168757,0.08,AMEP
Doddaballapur,180,S PURUSHOTHAM,13,S10,Karnataka,S10,132,2018,168757,0.08,JDU
Doddaballapur,180,T.M.VENKATARAMANAIAH,14,S10,Karnataka,S10,129,2018,168757,0.08,KJP
Doddaballapur,180,IBRAHIM SHARIFF TUBHAGERE SHARIFF,15,S10,Karnataka,S10,125,2018,168757,0.07,IND
Doddaballapur,180,None of the Above,5,S10,Karnataka,S10,1016,2018,168757,0.6,NOTA
Nelamangala,181,DR. K .SREENIVASAMURTHY,1,S10,Karnataka,S10,69277,2018,161435,42.91,JDS
Nelamangala,181,R NARAYANASWAMY,2,S10,Karnataka,S10,44956,2018,161435,27.85,INC
Nelamangala,181,M V NAGARAJU,3,S10,Karnataka,S10,42689,2018,161435,26.44,BJP
Nelamangala,181,B. RAMAIAH,5,S10,Karnataka,S10,932,2018,161435,0.58,JDU
Nelamangala,181,N K   LOKESHA,6,S10,Karnataka,S10,514,2018,161435,0.32,SJP
Nelamangala,181,D H    MANJULAMANI,7,S10,Karnataka,S10,510,2018,161435,0.32,IND
Nelamangala,181,SURESH RATHOD,8,S10,Karnataka,S10,352,2018,161435,0.22,IND
Nelamangala,181,DINESH KUMAR,9,S10,Karnataka,S10,300,2018,161435,0.19,IND
Nelamangala,181,G  SHIVAKUMARI,10,S10,Karnataka,S10,290,2018,161435,0.18,AMEP
Nelamangala,181,S.  LEPAKSHA,11,S10,Karnataka,S10,248,2018,161435,0.15,LAD
Nelamangala,181,DR SHIVARAJA,12,S10,Karnataka,S10,216,2018,161435,0.13,KJP
Nelamangala,181,None of the Above,4,S10,Karnataka,S10,1151,2018,161435,0.71,NOTA
Magadi,182,A. MANJUNATH,1,S10,Karnataka,S10,119492,2018,194218,61.52,JDS
Magadi,182,H.C. BALAKRISHNA,2,S10,Karnataka,S10,68067,2018,194218,35.05,INC
Magadi,182,M.C.HANUMANTHARAJ,3,S10,Karnataka,S10,4410,2018,194218,2.27,BJP
Magadi,182,MURALI.B,5,S10,Karnataka,S10,600,2018,194218,0.31,IND
Magadi,182,D.M.MADEGOWDA,6,S10,Karnataka,S10,223,2018,194218,0.11,AMEP
Magadi,182,PRASHANT.M,7,S10,Karnataka,S10,217,2018,194218,0.11,IND
Magadi,182,NAVEENKUMAR,8,S10,Karnataka,S10,112,2018,194218,0.06,IND
Magadi,182,D.SHIVAKUMAR,9,S10,Karnataka,S10,94,2018,194218,0.05,SP
Magadi,182,M.G.JAYANANDA SWAMY,10,S10,Karnataka,S10,91,2018,194218,0.05,IND
Magadi,182,NARASIMHAMURTHY.H,11,S10,Karnataka,S10,73,2018,194218,0.04,IND
Magadi,182,None of the Above,4,S10,Karnataka,S10,839,2018,194218,0.43,NOTA
Ramanagaram,183,H.D.KUMARASWAMY,1,S10,Karnataka,S10,92626,2018,171652,53.96,JDS
Ramanagaram,183,IQBAL HUSSAIN.H.A,2,S10,Karnataka,S10,69990,2018,171652,40.77,INC
Ramanagaram,183,LEELAVATHI,3,S10,Karnataka,S10,4871,2018,171652,2.84,BJP
Ramanagaram,183,J.T.PRAKASH,5,S10,Karnataka,S10,1029,2018,171652,0.6,INCP
Ramanagaram,183,SURENDRA RAMANAGARA,6,S10,Karnataka,S10,469,2018,171652,0.27,IND
Ramanagaram,183,SIDDAMARAIAH.S.,7,S10,Karnataka,S10,352,2018,171652,0.21,IND
Ramanagaram,183,S.KANTARAJU,8,S10,Karnataka,S10,334,2018,171652,0.19,IND
Ramanagaram,183,SHIVAKUMAR.S.,9,S10,Karnataka,S10,182,2018,171652,0.11,IND
Ramanagaram,183,B.S.KUMAR,10,S10,Karnataka,S10,180,2018,171652,0.1,IND
Ramanagaram,183,G.P.SHANKAREGOWDA,11,S10,Karnataka,S10,148,2018,171652,0.09,IND
Ramanagaram,183,GULAB JAN,12,S10,Karnataka,S10,130,2018,171652,0.08,IND
Ramanagaram,183,MANJUNATH. J,13,S10,Karnataka,S10,101,2018,171652,0.06,IND
Ramanagaram,183,BHARATH.N,14,S10,Karnataka,S10,96,2018,171652,0.06,IND
Ramanagaram,183,None of the Above,4,S10,Karnataka,S10,1144,2018,171652,0.67,NOTA
Kanakapura,184,D K SHIVAKUMAR,1,S10,Karnataka,S10,127552,2018,186152,68.52,INC
Kanakapura,184,NARAYANA GOWDA,2,S10,Karnataka,S10,47643,2018,186152,25.59,JDS
Kanakapura,184,NANDINI GOWDA,3,S10,Karnataka,S10,6273,2018,186152,3.37,BJP
Kanakapura,184,N ARUN KUMAR,5,S10,Karnataka,S10,1095,2018,186152,0.59,RMVP
Kanakapura,184,SHIVA KUMARA M.D,6,S10,Karnataka,S10,627,2018,186152,0.34,IND
Kanakapura,184,K.V VISHWANATH,7,S10,Karnataka,S10,480,2018,186152,0.26,IND
Kanakapura,184,B R PRAKASHA,8,S10,Karnataka,S10,406,2018,186152,0.22,PPP
Kanakapura,184,NARAYANA GOWDA,9,S10,Karnataka,S10,284,2018,186152,0.15,IND
Kanakapura,184,SHIVARENUKA,10,S10,Karnataka,S10,255,2018,186152,0.14,IND
Kanakapura,184,MADAIAH K Y,11,S10,Karnataka,S10,230,2018,186152,0.12,IND
Kanakapura,184,PRADEEP KUMAR H L,12,S10,Karnataka,S10,139,2018,186152,0.07,IND
Kanakapura,184,None of the Above,4,S10,Karnataka,S10,1168,2018,186152,0.63,NOTA
Channapatna,185,H D KUMARA SWAMY,1,S10,Karnataka,S10,87995,2018,189013,46.55,JDS
Channapatna,185,C P YOGEESHWARA,2,S10,Karnataka,S10,66465,2018,189013,35.16,BJP
Channapatna,185,H M REVANNA,3,S10,Karnataka,S10,30208,2018,189013,15.98,INC
Channapatna,185,RATNAMMA,5,S10,Karnataka,S10,927,2018,189013,0.49,IND
Channapatna,185,YOGISHA M,6,S10,Karnataka,S10,488,2018,189013,0.26,IND
Channapatna,185,ASHWATH P,7,S10,Karnataka,S10,473,2018,189013,0.25,ASP
Channapatna,185,T M MANCHEGOWDA,8,S10,Karnataka,S10,417,2018,189013,0.22,IND
Channapatna,185,J T PRAKASH,9,S10,Karnataka,S10,381,2018,189013,0.2,INCP
Channapatna,185,B M LOKESH,10,S10,Karnataka,S10,121,2018,189013,0.06,AMEP
Channapatna,185,NAVYASHREE R,11,S10,Karnataka,S10,109,2018,189013,0.06,IND
Channapatna,185,JAI KISSAN S R,12,S10,Karnataka,S10,80,2018,189013,0.04,IND
Channapatna,185,K N SIDDARAJU,13,S10,Karnataka,S10,79,2018,189013,0.04,DP
Channapatna,185,SHILPA K P,14,S10,Karnataka,S10,71,2018,189013,0.04,SJP
Channapatna,185,A KRISHNA,15,S10,Karnataka,S10,50,2018,189013,0.03,IND
Channapatna,185,K V MANU,16,S10,Karnataka,S10,46,2018,189013,0.02,RMVP
Channapatna,185,None of the Above,4,S10,Karnataka,S10,1103,2018,189013,0.58,NOTA
Malavalli,186,DR.K.ANNADANI,1,S10,Karnataka,S10,103038,2018,194675,52.93,JDS
Malavalli,186,P.M.NARENDRASWAMY,2,S10,Karnataka,S10,76278,2018,194675,39.18,INC
Malavalli,186,B.SOMASHEKHAR,3,S10,Karnataka,S10,10808,2018,194675,5.55,BJP
Malavalli,186,M.S.SHASHIKUMAR,5,S10,Karnataka,S10,820,2018,194675,0.42,INCP
Malavalli,186,R.SIDDARAJU,6,S10,Karnataka,S10,523,2018,194675,0.27,IND
Malavalli,186,M.KRISHNAMURTHY,7,S10,Karnataka,S10,363,2018,194675,0.19,BM
Malavalli,186,T.N.SATHEESH KUMAR,8,S10,Karnataka,S10,292,2018,194675,0.15,IND
Malavalli,186,M.NANJAPPA,9,S10,Karnataka,S10,223,2018,194675,0.11,IND
Malavalli,186,H.MAHADEVA,10,S10,Karnataka,S10,222,2018,194675,0.11,IND
Malavalli,186,H.D.DEVAPRASAD,11,S10,Karnataka,S10,172,2018,194675,0.09,IND
Malavalli,186,MANTYALINGU,12,S10,Karnataka,S10,171,2018,194675,0.09,RI
Malavalli,186,VISHWANATHA G.S.,13,S10,Karnataka,S10,170,2018,194675,0.09,AMEP
Malavalli,186,T.C.VENKATESH,14,S10,Karnataka,S10,124,2018,194675,0.06,RMVP
Malavalli,186,None of the Above,4,S10,Karnataka,S10,1471,2018,194675,0.76,NOTA
Maddur,187,D.C.THAMMANNA,1,S10,Karnataka,S10,109239,2018,172095,63.48,JDS
Maddur,187,MADHU G MADEGOWDA,2,S10,Karnataka,S10,55209,2018,172095,32.08,INC
Maddur,187,MADDURU SATHISHA,3,S10,Karnataka,S10,4159,2018,172095,2.42,BJP
Maddur,187,LINGEGOWDA S H,5,S10,Karnataka,S10,450,2018,172095,0.26,SI
Maddur,187,VENKATESHA,6,S10,Karnataka,S10,429,2018,172095,0.25,IND
Maddur,187,SHIVAMADEGOWDA K R,7,S10,Karnataka,S10,404,2018,172095,0.23,IND
Maddur,187,VENKATESHA B,8,S10,Karnataka,S10,182,2018,172095,0.11,DP
Maddur,187,DR.MANOJITH S S,9,S10,Karnataka,S10,151,2018,172095,0.09,FCI
Maddur,187,P.S. MAHESH KUMAR,10,S10,Karnataka,S10,146,2018,172095,0.08,IND
