AC_NAME,AC_NO,NAME,#,ST_CD,ST_NAME,State-code,VOTES,YEAR,polled_votes,vote_percent,PARTY
Yadgir,38,IRAPPA M.KASAN,6,S10,Karnataka,S10,1068,2018,144449,0.74,BRP
Yadgir,38,SAIDAPPA,7,S10,Karnataka,S10,993,2018,144449,0.69,BPKP
Yadgir,38,MARUTI RAO,8,S10,Karnataka,S10,790,2018,144449,0.55,DP
Yadgir,38,ANANTHA REDDY,9,S10,Karnataka,S10,766,2018,144449,0.53,IND
Yadgir,38,KRISHNA. K,10,S10,Karnataka,S10,427,2018,144449,0.3,PPI
Yadgir,38,DR DEVANAND KOLI,11,S10,Karnataka,S10,336,2018,144449,0.23,HJP
Yadgir,38,None of the Above,4,S10,Karnataka,S10,1648,2018,144449,1.14,NOTA
Gurmitkal,39,NAGANGOUDA KANDKUR,1,S10,Karnataka,S10,79627,2018,151974,52.4,JDS
Gurmitkal,39,BABURAO CHINCHANSUR,2,S10,Karnataka,S10,55147,2018,151974,36.29,INC
Gurmitkal,39,SAYIBANNA,3,S10,Karnataka,S10,8995,2018,151974,5.92,BJP
Gurmitkal,39,CHANDRASHEKAR T.DASANKERI,5,S10,Karnataka,S10,1392,2018,151974,0.92,INCP
Gurmitkal,39,K. SOMASHEKAR,6,S10,Karnataka,S10,1272,2018,151974,0.84,SUCI
Gurmitkal,39,SATYANARAYANA YADAV,7,S10,Karnataka,S10,584,2018,151974,0.38,SP
Gurmitkal,39,ASHOK,8,S10,Karnataka,S10,569,2018,151974,0.37,NC
Gurmitkal,39,BABANKUMAR,9,S10,Karnataka,S10,543,2018,151974,0.36,BBKD
Gurmitkal,39,VENKATESH,10,S10,Karnataka,S10,427,2018,151974,0.28,DP
Gurmitkal,39,JAFAR HUSSAIN,11,S10,Karnataka,S10,386,2018,151974,0.25,AMEP
Gurmitkal,39,BHASKAR,12,S10,Karnataka,S10,333,2018,151974,0.22,BPKP
Gurmitkal,39,PAPANNA,13,S10,Karnataka,S10,281,2018,151974,0.18,HJP
Gurmitkal,39,None of the Above,4,S10,Karnataka,S10,2418,2018,151974,1.59,NOTA
Chittapur,40,PRIYANK KHARGE,1,S10,Karnataka,S10,69700,2018,140369,49.65,INC
Chittapur,40,VALMIK NAIK,2,S10,Karnataka,S10,65307,2018,140369,46.53,BJP
Chittapur,40,DEVARAJA V K,3,S10,Karnataka,S10,1218,2018,140369,0.87,BSP
Chittapur,40,RAJU HADNOOR,4,S10,Karnataka,S10,1136,2018,140369,0.81,AMEP
Chittapur,40,SABANNA B DODDAMNI,6,S10,Karnataka,S10,615,2018,140369,0.44,IND
Chittapur,40,SHANKAR CHAWAN,7,S10,Karnataka,S10,612,2018,140369,0.44,IND
Chittapur,40,VINOD  ANNA,8,S10,Karnataka,S10,418,2018,140369,0.3,IND
Chittapur,40,RUKKAPPA K LEADER,9,S10,Karnataka,S10,311,2018,140369,0.22,IND
Chittapur,40,None of the Above,5,S10,Karnataka,S10,1052,2018,140369,0.75,NOTA
Sedam,41,RAJKUMAR PATIL,1,S10,Karnataka,S10,80668,2018,158570,50.87,BJP
Sedam,41,DR. SHARAN PRAKASH RUDRAPPA PATIL,2,S10,Karnataka,S10,73468,2018,158570,46.33,INC
Sedam,41,SUNITA MAHANTESH TALAWAR MALKHED,3,S10,Karnataka,S10,2075,2018,158570,1.31,JDS
Sedam,41,REKHA DAYANAND HULASAGUD,5,S10,Karnataka,S10,1099,2018,158570,0.69,AMEP
Sedam,41,None of the Above,4,S10,Karnataka,S10,1260,2018,158570,0.79,NOTA
Chincholi,42,DR. UMESH G JADHAV,1,S10,Karnataka,S10,73905,2018,132998,55.57,INC
Chincholi,42,SUNIL Y VALLYAPURE,2,S10,Karnataka,S10,54693,2018,132998,41.12,BJP
Chincholi,42,SUSHILABAI B KORVI,3,S10,Karnataka,S10,1621,2018,132998,1.22,JDS
Chincholi,42,MITHUN KHEMU RATHOD,5,S10,Karnataka,S10,391,2018,132998,0.29,IND
Chincholi,42,VIJAYLAXMI LAXMAN OMKAR,6,S10,Karnataka,S10,317,2018,132998,0.24,AMEP
Chincholi,42,BASAVARAJ ANWARKAR,7,S10,Karnataka,S10,246,2018,132998,0.18,IND
Chincholi,42,GOUTAM MANIK MORE,8,S10,Karnataka,S10,233,2018,132998,0.18,NC
Chincholi,42,BASAWARAJ M WADI,9,S10,Karnataka,S10,185,2018,132998,0.14,INCP
Chincholi,42,SRIKANT MANIKRAO,10,S10,Karnataka,S10,176,2018,132998,0.13,DP
Chincholi,42,SHANKAR JADHAV,11,S10,Karnataka,S10,149,2018,132998,0.11,BPP
Chincholi,42,None of the Above,4,S10,Karnataka,S10,1082,2018,132998,0.81,NOTA
Gulbarga Rural,43,BASAWARAJ MATTIMUD,1,S10,Karnataka,S10,61750,2018,152495,40.49,BJP
Gulbarga Rural,43,VIJAYKUMAR G RAMAKRISHNA,2,S10,Karnataka,S10,49364,2018,152495,32.37,INC
Gulbarga Rural,43,REVU NAIK BELAMAGI,3,S10,Karnataka,S10,29538,2018,152495,19.37,JDS
Gulbarga Rural,43,AMBALAGA MARUTI MANAPADE,4,S10,Karnataka,S10,3491,2018,152495,2.29,CI
Gulbarga Rural,43,GIRISH BAILAPPA KAMBANAVAR,5,S10,Karnataka,S10,2133,2018,152495,1.4,IND
Gulbarga Rural,43,GANAPATH RAO K MANE,7,S10,Karnataka,S10,1044,2018,152495,0.68,SUCI
Gulbarga Rural,43,SUJATA,8,S10,Karnataka,S10,799,2018,152495,0.52,AMEP
Gulbarga Rural,43,VIJAY JADHAV,9,S10,Karnataka,S10,593,2018,152495,0.39,IND
Gulbarga Rural,43,SHIVASHARANAPPA MARUTIRAO,10,S10,Karnataka,S10,541,2018,152495,0.35,IND
Gulbarga Rural,43,RAMESH BHIMSINGH,11,S10,Karnataka,S10,482,2018,152495,0.32,IND
Gulbarga Rural,43,SHANKAR JADHAV,12,S10,Karnataka,S10,431,2018,152495,0.28,BPP
Gulbarga Rural,43,MANJUNATH ANNAPPA,13,S10,Karnataka,S10,394,2018,152495,0.26,IND
Gulbarga Rural,43,BHARATA KUMAR D KUMSI,14,S10,Karnataka,S10,323,2018,152495,0.21,IND
Gulbarga Rural,43,None of the Above,6,S10,Karnataka,S10,1612,2018,152495,1.06,NOTA
Gulbarga Dakshin,44,DATTATRAYA  C PATIL REVOOR  APPU GOUDA,1,S10,Karnataka,S10,64788,2018,144362,44.88,BJP
Gulbarga Dakshin,44,ALLAMPRABHU PATIL,2,S10,Karnataka,S10,59357,2018,144362,41.12,INC
Gulbarga Dakshin,44,BASAVARAJ DIGGAVI,3,S10,Karnataka,S10,14359,2018,144362,9.95,JDS
Gulbarga Dakshin,44,SURYAKANT NIMBALKAR,4,S10,Karnataka,S10,1853,2018,144362,1.28,BSP
Gulbarga Dakshin,44,RIZWAN UR RAHMAN SIDDIQUI,6,S10,Karnataka,S10,597,2018,144362,0.41,IND
Gulbarga Dakshin,44,MAQBOOL  KHAN HEERAPUR,7,S10,Karnataka,S10,479,2018,144362,0.33,IND
Gulbarga Dakshin,44,M S UDANOOR,8,S10,Karnataka,S10,288,2018,144362,0.2,INCP
Gulbarga Dakshin,44,PRAHLAD MATMARI,9,S10,Karnataka,S10,259,2018,144362,0.18,IND
Gulbarga Dakshin,44,SYED ABDUL BARI,10,S10,Karnataka,S10,252,2018,144362,0.17,WPI
Gulbarga Dakshin,44,JAGANNATH M  CHAWAN,11,S10,Karnataka,S10,229,2018,144362,0.16,NDP
Gulbarga Dakshin,44,RATNA  SUKHJINDER  SINGH,12,S10,Karnataka,S10,184,2018,144362,0.13,AMEP
Gulbarga Dakshin,44,VIRANNA KORALLI,13,S10,Karnataka,S10,179,2018,144362,0.12,SHI
Gulbarga Dakshin,44,DHARMAVEER  S PUJARI,14,S10,Karnataka,S10,171,2018,144362,0.12,IND
Gulbarga Dakshin,44,CHANDSAB  MAKTUMSAB BHIMALLI,15,S10,Karnataka,S10,138,2018,144362,0.1,IND
Gulbarga Dakshin,44,RAMADEVI  RAJKUMAR  MADGI,16,S10,Karnataka,S10,115,2018,144362,0.08,SHP
Gulbarga Dakshin,44,None of the Above,5,S10,Karnataka,S10,1114,2018,144362,0.77,NOTA
Gulbarga Uttar,45,KANEEZ FATIMA,1,S10,Karnataka,S10,64311,2018,148552,43.29,INC
Gulbarga Uttar,45,CHANDRAKANT B PATIL (CHANDU PATIL),2,S10,Karnataka,S10,58371,2018,148552,39.29,BJP
Gulbarga Uttar,45,NASIR HUSSAIN USTAD,3,S10,Karnataka,S10,14422,2018,148552,9.71,JDS
Gulbarga Uttar,45,WAHAJ BABA,4,S10,Karnataka,S10,7166,2018,148552,4.82,IND
Gulbarga Uttar,45,MOHAMMED MOHSIN,6,S10,Karnataka,S10,797,2018,148552,0.54,SPI
Gulbarga Uttar,45,MOHD SHAFEE  KHASIM PATEL,7,S10,Karnataka,S10,675,2018,148552,0.45,IND
Gulbarga Uttar,45,SYED IMRAN  SYED ABDUL RAHEMAN,8,S10,Karnataka,S10,450,2018,148552,0.3,IND
Gulbarga Uttar,45,SANJEEVKUMAR KARIKAL,9,S10,Karnataka,S10,198,2018,148552,0.13,AAP
Gulbarga Uttar,45,ABDUL HAMEED DABUR,10,S10,Karnataka,S10,188,2018,148552,0.13,AM
Gulbarga Uttar,45,SHAMALA  M UDNOOR,11,S10,Karnataka,S10,174,2018,148552,0.12,INCP
Gulbarga Uttar,45,SAKINA PATEL,12,S10,Karnataka,S10,160,2018,148552,0.11,AMEP
Gulbarga Uttar,45,JALALUDDIN QADRI,13,S10,Karnataka,S10,151,2018,148552,0.1,IND
Gulbarga Uttar,45,PRAKASH RATHOD,14,S10,Karnataka,S10,149,2018,148552,0.1,BBKD
Gulbarga Uttar,45,RUKUM SHAH,15,S10,Karnataka,S10,121,2018,148552,0.08,AIUC
Gulbarga Uttar,45,ABDUL BASEER,16,S10,Karnataka,S10,103,2018,148552,0.07,IND
Gulbarga Uttar,45,None of the Above,5,S10,Karnataka,S10,1116,2018,148552,0.75,NOTA
Aland,46,GUTTEDAR SUBHASH RUKMAYYA,1,S10,Karnataka,S10,76815,2018,160609,47.83,BJP
Aland,46,B R PATIL,2,S10,Karnataka,S10,76118,2018,160609,47.39,INC
Aland,46,ARUNKUMAR C PATIL HALLISALGAR,3,S10,Karnataka,S10,2213,2018,160609,1.38,JDU
Aland,46,SURYAKANT K KORALLI,5,S10,Karnataka,S10,1387,2018,160609,0.86,JDS
Aland,46,SWAMI SHIVAYYA,6,S10,Karnataka,S10,808,2018,160609,0.5,IND
Aland,46,RATNAPPA RAMCHANDRAPPA,7,S10,Karnataka,S10,393,2018,160609,0.24,IND
Aland,46,AFZAL ANSARI,8,S10,Karnataka,S10,390,2018,160609,0.24,AMEP
Aland,46,SHARANAPPA BHIMSHA ZALAKE,9,S10,Karnataka,S10,388,2018,160609,0.24,BJC
Aland,46,KUSHAL CHATTRU RATHOD,10,S10,Karnataka,S10,344,2018,160609,0.21,NDP
Aland,46,ANSARI JAHEER,11,S10,Karnataka,S10,199,2018,160609,0.12,IND
Aland,46,D K KONKATE KERROR,12,S10,Karnataka,S10,109,2018,160609,0.07,RSP
Aland,46,None of the Above,4,S10,Karnataka,S10,1445,2018,160609,0.9,NOTA
Basavakalyan,47,B. NARAYANRAO,1,S10,Karnataka,S10,61425,2018,145326,42.27,INC
Basavakalyan,47,MALLIKARJUN SON OF SIDRAMAPPA KHUBA,2,S10,Karnataka,S10,44153,2018,145326,30.38,BJP
Basavakalyan,47,P.G.R. SINDHIA,3,S10,Karnataka,S10,31414,2018,145326,21.62,JDS
Basavakalyan,47,DEEPAK MALGAR,4,S10,Karnataka,S10,1747,2018,145326,1.2,AAP
Basavakalyan,47,SHRIMANTHRAO ARJUNRAO,6,S10,Karnataka,S10,840,2018,145326,0.58,IND
Basavakalyan,47,RAM SON OF INDRAJEET,7,S10,Karnataka,S10,783,2018,145326,0.54,NCP
Basavakalyan,47,PURUSHOTAM,8,S10,Karnataka,S10,749,2018,145326,0.52,AMEP
Basavakalyan,47,AJINKYA MULAY,9,S10,Karnataka,S10,655,2018,145326,0.45,BMP
Basavakalyan,47,CHANDRAKANTH GYANOBA RANE,10,S10,Karnataka,S10,490,2018,145326,0.34,IND
Basavakalyan,47,BABU PASHA MOINODDIN,11,S10,Karnataka,S10,443,2018,145326,0.3,IND
Basavakalyan,47,ANIL GURUNATH,12,S10,Karnataka,S10,441,2018,145326,0.3,BBKD
Basavakalyan,47,VIJAY KUMAR,13,S10,Karnataka,S10,418,2018,145326,0.29,IND
Basavakalyan,47,C. NARAYAN,14,S10,Karnataka,S10,358,2018,145326,0.25,IND
Basavakalyan,47,None of the Above,5,S10,Karnataka,S10,1410,2018,145326,0.97,NOTA
Humnabad,48,RAJSHEKHAR,1,S10,Karnataka,S10,74945,2018,159335,47.04,INC
Humnabad,48,SUBHASH,2,S10,Karnataka,S10,43131,2018,159335,27.07,BJP
Humnabad,48,M NASEEMODDIN PATEL,3,S10,Karnataka,S10,34280,2018,159335,21.51,JDS
Humnabad,48,ANKUSH,4,S10,Karnataka,S10,3644,2018,159335,2.29,BRP
Humnabad,48,ANJUM BEGUM,6,S10,Karnataka,S10,737,2018,159335,0.46,AMEP
Humnabad,48,PRASHANT,7,S10,Karnataka,S10,718,2018,159335,0.45,DP
Humnabad,48,EKNATH,8,S10,Karnataka,S10,707,2018,159335,0.44,IND
Humnabad,48,None of the Above,5,S10,Karnataka,S10,1173,2018,159335,0.74,NOTA
Bidar South,49,BANDEPPA,1,S10,Karnataka,S10,55107,2018,138887,39.68,JDS
Bidar South,49,DR SHAILENDRA BELDALE,2,S10,Karnataka,S10,42365,2018,138887,30.5,BJP
Bidar South,49,ASHOK KHENY,3,S10,Karnataka,S10,35131,2018,138887,25.29,INC
Bidar South,49,NAZEER AHMED,4,S10,Karnataka,S10,968,2018,138887,0.7,WPI
Bidar South,49,MOHAMMED AZMATH,6,S10,Karnataka,S10,792,2018,138887,0.57,AMEP
Bidar South,49,SYED RAHAMATHULLA HUSSAINI,7,S10,Karnataka,S10,779,2018,138887,0.56,IND
Bidar South,49,A SALEEM,8,S10,Karnataka,S10,690,2018,138887,0.5,BPP
Bidar South,49,SYED RAFIULLA,9,S10,Karnataka,S10,555,2018,138887,0.4,IND
Bidar South,49,SHIVRAJ,10,S10,Karnataka,S10,381,2018,138887,0.27,IND
Bidar South,49,ABRAHAM T J,11,S10,Karnataka,S10,345,2018,138887,0.25,IND
Bidar South,49,RAVINDARKUMAR,12,S10,Karnataka,S10,312,2018,138887,0.22,IND
Bidar South,49,NARSAPPA,13,S10,Karnataka,S10,265,2018,138887,0.19,IND
Bidar South,49,RAJKUMAR,14,S10,Karnataka,S10,240,2018,138887,0.17,PPI
Bidar South,49,None of the Above,5,S10,Karnataka,S10,957,2018,138887,0.69,NOTA
Bidar,50,RAHIM KHAN,1,S10,Karnataka,S10,73270,2018,140623,52.1,INC
Bidar,50,SURAYAKANTH NAGMARPALLI,2,S10,Karnataka,S10,63025,2018,140623,44.82,BJP
Bidar,50,M MUNIYAPPA,3,S10,Karnataka,S10,1384,2018,140623,0.98,BSP
Bidar,50,KHAYAMUDDIN,5,S10,Karnataka,S10,568,2018,140623,0.4,NDP
Bidar,50,MD GULAM ALI,6,S10,Karnataka,S10,408,2018,140623,0.29,IND
Bidar,50,MOHD NASER KHAN,7,S10,Karnataka,S10,378,2018,140623,0.27,AMEP
Bidar,50,MALLAPPA,8,S10,Karnataka,S10,258,2018,140623,0.18,IND
Bidar,50,ABDUL RAZAK,9,S10,Karnataka,S10,186,2018,140623,0.13,IND
Bidar,50,SWAMIDAS,10,S10,Karnataka,S10,182,2018,140623,0.13,DP
Bidar,50,ISHWAR KANERI,11,S10,Karnataka,S10,163,2018,140623,0.12,IND
Bidar,50,SRAVAN,12,S10,Karnataka,S10,111,2018,140623,0.08,KP
Bidar,50,None of the Above,4,S10,Karnataka,S10,690,2018,140623,0.49,NOTA
Bhalki,51,ESHWAR KHANDRE,1,S10,Karnataka,S10,84673,2018,167058,50.68,INC
Bhalki,51,D K SIDRAM,2,S10,Karnataka,S10,63235,2018,167058,37.85,BJP
Bhalki,51,KHANDRE PRAKASH,3,S10,Karnataka,S10,15142,2018,167058,9.06,JDS
Bhalki,51,ESHWARAPPA CHAKOTE ADVOCATE,5,S10,Karnataka,S10,668,2018,167058,0.4,JDU
Bhalki,51,VAIJINATH SHAPURE,6,S10,Karnataka,S10,577,2018,167058,0.35,IND
Bhalki,51,BALAJIRAO,7,S10,Karnataka,S10,468,2018,167058,0.28,IND
Bhalki,51,SHARAD,8,S10,Karnataka,S10,419,2018,167058,0.25,IND
Bhalki,51,VENKAT BIRADAR,9,S10,Karnataka,S10,279,2018,167058,0.17,SHI
Bhalki,51,PUTTARAJ,10,S10,Karnataka,S10,210,2018,167058,0.13,SP
Bhalki,51,UMESH,11,S10,Karnataka,S10,186,2018,167058,0.11,IND
Bhalki,51,BANSILAL,12,S10,Karnataka,S10,159,2018,167058,0.1,IND
Bhalki,51,None of the Above,4,S10,Karnataka,S10,1042,2018,167058,0.62,NOTA
Aurad,52,PRABHU CHAUHAN,1,S10,Karnataka,S10,75061,2018,147409,50.92,BJP
Aurad,52,VIJAYKUMAR,2,S10,Karnataka,S10,64469,2018,147409,43.73,INC
Aurad,52,DHANAJI,3,S10,Karnataka,S10,2605,2018,147409,1.77,JDS
Aurad,52,ANAND,4,S10,Karnataka,S10,1233,2018,147409,0.84,BBKD
Aurad,52,PRAMODKUMAR,6,S10,Karnataka,S10,950,2018,147409,0.64,AMEP
Aurad,52,SANTOSH,7,S10,Karnataka,S10,653,2018,147409,0.44,IND
Aurad,52,ROSHAN,8,S10,Karnataka,S10,554,2018,147409,0.38,SHI
Aurad,52,CHANDAR,9,S10,Karnataka,S10,553,2018,147409,0.38,IND
Aurad,52,DILIPKUMAR,10,S10,Karnataka,S10,367,2018,147409,0.25,SJP
Aurad,52,None of the Above,5,S10,Karnataka,S10,964,2018,147409,0.65,NOTA
Raichur Rural,53,BASANAGOUDA DADDAL,1,S10,Karnataka,S10,66656,2018,161681,41.23,INC
Raichur Rural,53,TIPPARAJU HAWALDAR,2,S10,Karnataka,S10,56692,2018,161681,35.06,BJP
Raichur Rural,53,RAVI KUMAR PATIL,3,S10,Karnataka,S10,34250,2018,161681,21.18,JDS
Raichur Rural,53,RAMAYYA NAYAKA,5,S10,Karnataka,S10,1273,2018,161681,0.79,AMEP
Raichur Rural,53,HULIGEMMA SHIVARAJ GHANTE,6,S10,Karnataka,S10,1004,2018,161681,0.62,IND
Raichur Rural,53,None of the Above,4,S10,Karnataka,S10,1806,2018,161681,1.12,NOTA
Raichur,54,DR. SHIVARAJ PATIL,1,S10,Karnataka,S10,56511,2018,123892,45.61,BJP
Raichur,54,SYED YASEEN,2,S10,Karnataka,S10,45520,2018,123892,36.74,INC
Raichur,54,MAHANTESH PATIL,3,S10,Karnataka,S10,7796,2018,123892,6.29,JDS
Raichur,54,E ANJANEYA,4,S10,Karnataka,S10,5701,2018,123892,4.6,IND
Raichur,54,SYED MASOOM,5,S10,Karnataka,S10,1290,2018,123892,1.04,IND
Raichur,54,KAVITHA G H,6,S10,Karnataka,S10,778,2018,123892,0.63,IND
Raichur,54,SRIHARI S,7,S10,Karnataka,S10,662,2018,123892,0.53,NCP
Raichur,54,EARESH KUMAR,8,S10,Karnataka,S10,647,2018,123892,0.52,IND
Raichur,54,CHAND PASHA,10,S10,Karnataka,S10,478,2018,123892,0.39,INCP
Raichur,54,JAYABHEEMA,11,S10,Karnataka,S10,477,2018,123892,0.39,IND
Raichur,54,ANJANAYYA AYYALAPPA,12,S10,Karnataka,S10,371,2018,123892,0.3,IND
Raichur,54,RAJACHANDRA RAMANGOUDA,13,S10,Karnataka,S10,342,2018,123892,0.28,SHI
Raichur,54,NOOR MOHAMMED,14,S10,Karnataka,S10,312,2018,123892,0.25,IND
Raichur,54,CHANNAPPA GOUDA ALKOD,15,S10,Karnataka,S10,293,2018,123892,0.24,IND
Raichur,54,MAHEBUB,16,S10,Karnataka,S10,282,2018,123892,0.23,AAP
Raichur,54,SRINIVAS,17,S10,Karnataka,S10,279,2018,123892,0.23,JHP
Raichur,54,SYED BASHA QHADRI,18,S10,Karnataka,S10,240,2018,123892,0.19,IND
Raichur,54,INDRAMMA,19,S10,Karnataka,S10,226,2018,123892,0.18,IND
Raichur,54,MOHAMMED JAMEEL AHMAD,20,S10,Karnataka,S10,199,2018,123892,0.16,AMEP
Raichur,54,BHANDARI VEERANNA SETTY,21,S10,Karnataka,S10,169,2018,123892,0.14,IND
Raichur,54,MAHENDRA KUMAR MITRA,22,S10,Karnataka,S10,165,2018,123892,0.13,DP
Raichur,54,K M RANGANATH REDDY,23,S10,Karnataka,S10,127,2018,123892,0.1,PRP
Raichur,54,TANAJI,24,S10,Karnataka,S10,103,2018,123892,0.08,IND
Raichur,54,MAHADEV,25,S10,Karnataka,S10,89,2018,123892,0.07,IND
Raichur,54,MIRZA KALEEM BAIG,26,S10,Karnataka,S10,86,2018,123892,0.07,IND
Raichur,54,RAMANNA R H J,27,S10,Karnataka,S10,83,2018,123892,0.07,IND
Raichur,54,RAMAKRISHNA,28,S10,Karnataka,S10,79,2018,123892,0.06,IND
Raichur,54,None of the Above,9,S10,Karnataka,S10,587,2018,123892,0.47,NOTA
Manvi,55,RAJA VENKATAPPA NAYAK,1,S10,Karnataka,S10,53548,2018,154053,34.76,JDS
Manvi,55,DR TANUSREE @ PREETI,2,S10,Karnataka,S10,37733,2018,154053,24.49,IND
Manvi,55,SHARANAPPA K GUDADINNI,3,S10,Karnataka,S10,30250,2018,154053,19.64,BJP
Manvi,55,G HAMPAYYA NAYAK,4,S10,Karnataka,S10,28177,2018,154053,18.29,INC
Manvi,55,KRISHNA NAYAK,6,S10,Karnataka,S10,1240,2018,154053,0.8,AMEP
Manvi,55,R.MUDUKAPPA NAYAK,7,S10,Karnataka,S10,1235,2018,154053,0.8,IND
Manvi,55,None of the Above,5,S10,Karnataka,S10,1870,2018,154053,1.21,NOTA
Devadurga,56,SHIVANA GOUDA NAYAK,1,S10,Karnataka,S10,67003,2018,157369,42.58,BJP
Devadurga,56,A RAJASHEKAR NAYAK,2,S10,Karnataka,S10,45958,2018,157369,29.2,INC
Devadurga,56,KAREMMA,3,S10,Karnataka,S10,25226,2018,157369,16.03,IND
Devadurga,56,ARKERA VENKATESH PUJARI,4,S10,Karnataka,S10,7137,2018,157369,4.54,JDS
Devadurga,56,MAMITHA SIDDAYYATATA GURUVINA,5,S10,Karnataka,S10,6391,2018,157369,4.06,IND
Devadurga,56,SHIVARAJ DORE,6,S10,Karnataka,S10,2179,2018,157369,1.38,AMEP
Devadurga,56,NARASANNAGOUDA HOSAMANI,8,S10,Karnataka,S10,1543,2018,157369,0.98,IND
Devadurga,56,None of the Above,7,S10,Karnataka,S10,1932,2018,157369,1.23,NOTA
Lingsugur,57,D. S. HOOLAGERI,1,S10,Karnataka,S10,54230,2018,164149,33.04,INC
Lingsugur,57,BANDI.SIDDU,2,S10,Karnataka,S10,49284,2018,164149,30.02,JDS
Lingsugur,57,MANAPPA D VAJJAL,3,S10,Karnataka,S10,47385,2018,164149,28.87,BJP
Lingsugur,57,R MANASAYYA,4,S10,Karnataka,S10,2334,2018,164149,1.42,CPI (MLR)
Lingsugur,57,A BALASWAMY KODLI,6,S10,Karnataka,S10,2056,2018,164149,1.25,IND
Lingsugur,57,HANUMANTA KAREKALLU,7,S10,Karnataka,S10,1627,2018,164149,0.99,INCP
Lingsugur,57,SOMALINGA DUBARI,8,S10,Karnataka,S10,1359,2018,164149,0.83,IND
Lingsugur,57,SHIVAPUTRA CHALUVADI,9,S10,Karnataka,S10,1301,2018,164149,0.79,IND
Lingsugur,57,SHRINIVAS BHOVI,10,S10,Karnataka,S10,1221,2018,164149,0.74,IND
Lingsugur,57,NAGARAJ MOTI,11,S10,Karnataka,S10,657,2018,164149,0.4,IND
Lingsugur,57,HONNAPPA,12,S10,Karnataka,S10,621,2018,164149,0.38,AMEP
Lingsugur,57,None of the Above,5,S10,Karnataka,S10,2074,2018,164149,1.26,NOTA
Sindhanur,58,VENKATRAO NADAGOUDA,1,S10,Karnataka,S10,71514,2018,163464,43.75,JDS
Sindhanur,58,BADARLI HAMPANGOUDA,2,S10,Karnataka,S10,69917,2018,163464,42.77,INC
Sindhanur,58,KOLLA SHESHAGIRIRAO,3,S10,Karnataka,S10,14795,2018,163464,9.05,BJP
Sindhanur,58,DR.JALALUDDIN AKBAR,5,S10,Karnataka,S10,1240,2018,163464,0.76,JDU
Sindhanur,58,SURESH GOUDA MUNDINAMANE,6,S10,Karnataka,S10,794,2018,163464,0.49,IND
Sindhanur,58,NANA SAHUKAR ATTAR,7,S10,Karnataka,S10,709,2018,163464,0.43,IND
Sindhanur,58,SHIVALINGA KODLI,8,S10,Karnataka,S10,546,2018,163464,0.33,IND
Sindhanur,58,HANUMANTHAPPA UPPAR,9,S10,Karnataka,S10,333,2018,163464,0.2,IND
Sindhanur,58,SHANTAPPA,10,S10,Karnataka,S10,312,2018,163464,0.19,IND
Sindhanur,58,M.M.ANANDA KUMAR,11,S10,Karnataka,S10,307,2018,163464,0.19,IND
Sindhanur,58,BASAVANAGOUDA,12,S10,Karnataka,S10,305,2018,163464,0.19,SJP
Sindhanur,58,YANKAYYA SHETTY,13,S10,Karnataka,S10,268,2018,163464,0.16,NC
Sindhanur,58,LAKSHMI DEVI BETTAN GOWDA,14,S10,Karnataka,S10,243,2018,163464,0.15,AMEP
Sindhanur,58,SHARIFSAB DODDAMANI,15,S10,Karnataka,S10,219,2018,163464,0.13,IND
Sindhanur,58,CHANNABASAYYA SWAMY C.B.,16,S10,Karnataka,S10,218,2018,163464,0.13,IND
Sindhanur,58,RAMANNA EARALAGADDI,17,S10,Karnataka,S10,201,2018,163464,0.12,IND
Sindhanur,58,SHABBIR,18,S10,Karnataka,S10,199,2018,163464,0.12,KJP
Sindhanur,58,None of the Above,4,S10,Karnataka,S10,1344,2018,163464,0.82,NOTA
Maski,59,PRATAPGOUDA PATIL,1,S10,Karnataka,S10,60387,2018,136716,44.17,INC
Maski,59,BASANAGOWDA-TURVIHAL,2,S10,Karnataka,S10,60174,2018,136716,44.01,BJP
Maski,59,RAJASOMANATH NAYAK,3,S10,Karnataka,S10,11392,2018,136716,8.33,JDS
Maski,59,BASAVANAGAUD,5,S10,Karnataka,S10,983,2018,136716,0.72,IND
Maski,59,BABU NAYAK,6,S10,Karnataka,S10,910,2018,136716,0.67,AMEP
Maski,59,AMARESH MATUR,7,S10,Karnataka,S10,821,2018,136716,0.6,IND
Maski,59,None of the Above,4,S10,Karnataka,S10,2049,2018,136716,1.5,NOTA
Kushtagi,60,AMAREGOUDA LINGANAGOUDA PATIL BAYYAPUR,1,S10,Karnataka,S10,87567,2018,166056,52.73,INC
Kushtagi,60,DODDANAGOUDA HANAMAGOUDA PATIL,2,S10,Karnataka,S10,69536,2018,166056,41.88,BJP
Kushtagi,60,H.C.NEERAVARI,3,S10,Karnataka,S10,4002,2018,166056,2.41,JDS
Kushtagi,60,VAZEER B GONAL,5,S10,Karnataka,S10,1152,2018,166056,0.69,IND
Kushtagi,60,RAMANAGOUDA MALIPATIL,6,S10,Karnataka,S10,553,2018,166056,0.33,IND
Kushtagi,60,MANJULA MARIYAPPA MADIVAL,7,S10,Karnataka,S10,492,2018,166056,0.3,INCP
Kushtagi,60,BALRAJ YADAV,8,S10,Karnataka,S10,335,2018,166056,0.2,IND
Kushtagi,60,YALLANAGOUDA,9,S10,Karnataka,S10,303,2018,166056,0.18,RJP
