YEAR,AC_NAME,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES,polled_votes,vote_percent
1999,SIOLIM,Goa,6,2,GEN,MARQUES MILTON OLYMPIO,M,,,INC,3663,16423,22.3
1999,SIOLIM,Goa,6,3,GEN,CHODANKAR CHANDRAKANT UTTAM,M,,,GRCP,3346,16423,20.37
1999,SIOLIM,Goa,6,4,GEN,FERNANDES FRANCIS GREGORIO,M,,,IND,2641,16423,16.08
1999,SIOLIM,Goa,6,5,GEN,NAIK SALGAONKAR ASHOK TUKARAM,M,,,IND,1905,16423,11.6
1999,SIOLIM,Goa,6,6,GEN,PARSEKAR VIKAS MADAN,M,,,SHS,336,16423,2.05
1999,SIOLIM,Goa,6,7,GEN,KERKAR MAHABALESHWAR VAMAN,M,,,IND,77,16423,0.47
1999,CALANGUTE,Goa,7,1,GEN,PARULEKAR SURESH VISHWANATH,M,,,UGDP,7670,16544,46.36
1999,CALANGUTE,Goa,7,2,GEN,CARDOZO TOMAZINHO,M,,,INC,6921,16544,41.83
1999,CALANGUTE,Goa,7,3,GEN,KORGAONKAR RAJENDRA VASANT,M,,,BJP,1318,16544,7.97
1999,CALANGUTE,Goa,7,4,GEN,SALGAONKAR VINAYAK DATTARAM,M,,,IND,635,16544,3.84
1999,SALIGAO,Goa,8,1,GEN,D SOUZA WILFRED TITO FERMINO,M,,,GRCP,5006,13927,35.94
1999,SALIGAO,Goa,8,2,GEN,KALANGUTKAR DEELIP SONU,M,,,MAG,4542,13927,32.61
1999,SALIGAO,Goa,8,3,GEN,MALIK SHRIKANT KESHAV,M,,,INC,2169,13927,15.57
1999,SALIGAO,Goa,8,4,GEN,MANDREKAR GORAKH RAJARAM,M,,,BJP,1583,13927,11.37
1999,SALIGAO,Goa,8,5,GEN,NAVELKAR AMOL PRABHAKAR,M,,,UGDP,268,13927,1.92
1999,SALIGAO,Goa,8,6,GEN,PEDNEKAR RAMA DATTARAM,M,,,IND,266,13927,1.91
1999,SALIGAO,Goa,8,7,GEN,GURAV BABURAO VITHAL,M,,,SHS,93,13927,0.67
1999,ALDONA,Goa,9,1,GEN,ASNODKAR ULHAS GOPAL,M,,,BJP,6587,17955,36.69
1999,ALDONA,Goa,9,2,GEN,HALANKAR VISHWANATH ROHIDAS,M,,,INC,2738,17955,15.25
1999,ALDONA,Goa,9,3,GEN,D SA FATIMA JOSEPH PHILIP,F,,,GRCP,2542,17955,14.16
1999,ALDONA,Goa,9,4,GEN,NAIK PRABHAKAR KHUSHALI,M,,,MAG,2274,17955,12.66
1999,ALDONA,Goa,9,5,GEN,LOBO AGNELO ALEXINHO,M,,,IND,2109,17955,11.75
1999,ALDONA,Goa,9,6,GEN,FRANCO SANTAN BRAZ,M,,,UGDP,1358,17955,7.56
1999,ALDONA,Goa,9,7,GEN,DE SOUZA JUINO L.,M,,,IND,216,17955,1.2
1999,ALDONA,Goa,9,8,GEN,SHET PRASHANT ROHIDAS,M,,,SHS,131,17955,0.73
1999,PANAJI,Goa,10,1,GEN,PARRIKAR PRABHU MANOHAR,M,,,BJP,5396,10471,51.53
1999,PANAJI,Goa,10,2,GEN,PRABHU KESHAV LAXIMIDHAR,M,,,INC,2647,10471,25.28
1999,PANAJI,Goa,10,3,GEN,FURTADO SURENDRA CRISTOVAN,M,,,GRCP,1315,10471,12.56
1999,PANAJI,Goa,10,4,GEN,GONSALVES JOAO BAPTISTA FLORIANO,M,,,IND,573,10471,5.47
1999,PANAJI,Goa,10,5,GEN,NUNES VERO LUIS JOAO,M,,,MAG,350,10471,3.34
1999,PANAJI,Goa,10,6,GEN,DESHPRABHU MOHAN ANANDRAO,M,,,UGDP,147,10471,1.4
1999,PANAJI,Goa,10,7,GEN,BANDODKAR SUVARNA SUNDAR,F,,,GVP,43,10471,0.41
1999,TALEIGAO,Goa,11,1,GEN,JUWARKAR SOMANTH DATTA,M,,,INC,8288,15724,52.71
1999,TALEIGAO,Goa,11,2,GEN,SALKAR SUBHASH TUKARAM,M,,,BJP,6461,15724,41.09
1999,TALEIGAO,Goa,11,3,GEN,VELUSKAR RANGANATH VASSUDEV,M,,,MAG,515,15724,3.28
1999,TALEIGAO,Goa,11,4,GEN,JOAQUIM JORGE FERNANDES,M,,,IND,460,15724,2.93
1999,SANTA CRUZ,Goa,12,1,GEN,FERNANDES VICTORIA ROMIO,F,,,INC,8829,17388,50.78
1999,SANTA CRUZ,Goa,12,2,GEN,HOBLE ANIL RAGHUVIR,M,,,MAG,3442,17388,19.8
1999,SANTA CRUZ,Goa,12,3,GEN,GONSALVES WILLIAM ANTONIO,M,,,GRCP,2973,17388,17.1
1999,SANTA CRUZ,Goa,12,4,GEN,FERNANDES SOCORRO GONSALO,M,,,BJP,1901,17388,10.93
1999,SANTA CRUZ,Goa,12,5,GEN,KANDOLKAR RAMDAS SONU,M,,,IND,243,17388,1.4
1999,SANTO ANDRE,Goa,13,1,GEN,SILVERIA FRANCIS MANUEL,M,,,INC,7080,15562,45.5
1999,SANTO ANDRE,Goa,13,2,GEN,KAMAT DHAKANKAR AVINASH GOVIND,M,,,BJP,4376,15562,28.12
1999,SANTO ANDRE,Goa,13,3,GEN,PEGADO CARMO RAFAEL,M,,,GRCP,4106,15562,26.38
1999,CUMBARJUA,Goa,14,1,GEN,NIRMALA PRABHAKAR SAWANT,F,,,INC,6004,16148,37.18
1999,CUMBARJUA,Goa,14,2,GEN,PARVATKAR GOVIND BHIKAJI,M,,,BJP,5154,16148,31.92
1999,CUMBARJUA,Goa,14,3,GEN,CHODANKAR DHARMA VASSUDEV,M,,,MAG,2185,16148,13.53
1999,CUMBARJUA,Goa,14,4,GEN,LAWRENCE MINGUEL THOMAS,M,,,IND,1659,16148,10.27
1999,CUMBARJUA,Goa,14,5,GEN,NAIK RAIKAR ARUN,M,,,IND,678,16148,4.2
1999,CUMBARJUA,Goa,14,6,GEN,HENRIQUES GANDHI,M,,,IND,244,16148,1.51
1999,CUMBARJUA,Goa,14,7,GEN,SHET GOVEKAR SURENDRA,M,,,IND,224,16148,1.39
1999,BICHOLIM,Goa,15,1,GEN,RAUT PANDURANG DATTARAM,M,,,MAG,5089,15402,33.04
1999,BICHOLIM,Goa,15,2,GEN,PATNEKAR RAJESH TULSHIDAS,M,,,BJP,4999,15402,32.46
1999,BICHOLIM,Goa,15,3,GEN,HARISH NARAYAN PRABHU ZANTYE,M,,,INC,4284,15402,27.81
1999,BICHOLIM,Goa,15,4,GEN,GAONKAR RAJARAM ARJUN,M,,,SHS,1030,15402,6.69
1999,MAEM,Goa,16,1,GEN,FADTE PRAKASH JAGNNATH,M,,,BJP,3420,12590,27.16
1999,MAEM,Goa,16,2,GEN,CHOPDEKAR MURARI SAMBHA,M,,,INC,2582,12590,20.51
1999,MAEM,Goa,16,3,GEN,KAKODKAR SHASHIKALA GURUDUTT,F,,,MAG,2323,12590,18.45
1999,MAEM,Goa,16,4,GEN,SHETYE KUNDAN ANAND,M,,,IND,1952,12590,15.5
1999,MAEM,Goa,16,5,GEN,GARDE RAMCHANDRA ANANT,M,,,IND,1908,12590,15.15
1999,MAEM,Goa,16,6,GEN,NARVEKAR ANAND BABUSO,M,,,SHS,405,12590,3.22
1999,PALE,Goa,17,1,GEN,AMONKAR SURESH KUSO,M,,,BJP,7156,16112,44.41
1999,PALE,Goa,17,2,GEN,GAWAS GURUDAS PRABHAKAR,M,,,INC,4805,16112,29.82
1999,PALE,Goa,17,3,GEN,GHADI AMONKAR PRADIP PUNDALIK,M,,,MAG,2868,16112,17.8
1999,PALE,Goa,17,4,GEN,GAWADE SURYAKANT PURSO,M,,,SHS,1283,16112,7.96
1999,PORIEM,Goa,18,1,GEN,RANE PRATAPSINGH RAOJI,M,,,INC,7865,14858,52.93
1999,PORIEM,Goa,18,2,GEN,DESAI SANTOBA KRISHNARAO,M,,,MAG,3407,14858,22.93
1999,PORIEM,Goa,18,3,GEN,RANE SARDESAI DIPAJI HIRABARAO,M,,,BJP,2927,14858,19.7
1999,PORIEM,Goa,18,4,GEN,GONSALVES VINCENT DIOGA,M,,,CPI,659,14858,4.44
1999,VALPOI,Goa,19,1,GEN,DESSAI VENKATESH ATMARAM,M,,,INC,4177,10988,38.01
1999,VALPOI,Goa,19,2,GEN,HALDANKAR NARHARI TUKARAM,M,,,BJP,3323,10988,30.24
1999,VALPOI,Goa,19,3,GEN,PRABHU BALKRISHNA ALIAS ASHOK JAIRAM,M,,,IND,1958,10988,17.82
1999,VALPOI,Goa,19,4,GEN,PEDNEKAR DEVIDAS KRISHNA,M,,,MAG,1092,10988,9.94
1999,VALPOI,Goa,19,5,GEN,MAHALSHEKAR ANKUSH MAHADEV,M,,,GVP,280,10988,2.55
1999,VALPOI,Goa,19,6,GEN,KHAN SHAUKATALI ADAM,M,,,IND,158,10988,1.44
1999,PONDA,Goa,20,1,GEN,NAIK RAVI SITARAM,M,,,INC,9349,19190,48.72
1999,PONDA,Goa,20,2,GEN,KHEDEKAR YESHWANT UTTAM,M,,,BJP,5313,19190,27.69
1999,PONDA,Goa,20,3,GEN,SHET VEREKAR SHIVADAS ATMARAM,M,,,MAG,2905,19190,15.14
1999,PONDA,Goa,20,4,GEN,AGUIAR JOILDO JOAO,M,,,IND,1063,19190,5.54
1999,PONDA,Goa,20,5,GEN,NAIK ANKUSH BABULI,M,,,SHS,162,19190,0.84
1999,PONDA,Goa,20,6,GEN,SITARAM BALKRISHNA KAMAT,M,,,IND,149,19190,0.78
1999,PONDA,Goa,20,7,GEN,RANE UDAY ISHWAR,M,,,IND,114,19190,0.59
1999,PONDA,Goa,20,8,GEN,TALEKAR BABURAO NILOBA,M,,,IND,96,19190,0.5
1999,PONDA,Goa,20,9,GEN,KURTIKAR SUBHAS DATTA,M,,,IND,39,19190,0.2
1999,PRIOL,Goa,21,1,GEN,SATARKAR VISHWAS RAMNATH,M,,,BJP,6563,17600,37.29
1999,PRIOL,Goa,21,2,GEN,JALMI DR. KASHINATH GOVIND,M,,,MAG,4593,17600,26.1
1999,PRIOL,Goa,21,3,GEN,AMONKAR SHRIKANT SAGUN,M,,,INC,4589,17600,26.07
1999,PRIOL,Goa,21,4,GEN,NAIK RAJENDRA DATTA,M,,,IND,1568,17600,8.91
1999,PRIOL,Goa,21,5,GEN,DESAI RAJESH KALIDAS,M,,,SHS,287,17600,1.63
1999,MARCAIM,Goa,22,1,GEN,DHAVALIKAR RAMKRISHNA ALIAS SUDIN MADHAV,M,,,MAG,6537,16789,38.94
1999,MARCAIM,Goa,22,2,GEN,NAIK SHRIPAD YASSO,M,,,BJP,5843,16789,34.8
1999,MARCAIM,Goa,22,3,GEN,NAIK MULE RAMACHANDRA GOVIND,M,,,INC,4409,16789,26.26
1999,SIRODA,Goa,23,1,GEN,SHIRODKAR SUBHASH ANKUSH,M,,,INC,9548,16882,56.56
1999,SIRODA,Goa,23,2,GEN,NAIK MANOHAR GOPAL,M,,,BJP,6339,16882,37.55
1999,SIRODA,Goa,23,3,GEN,GAONKAR BABUSO SAVLO,M,,,MAG,995,16882,5.89
1999,MORMUGAO,Goa,24,1,GEN,SHAIKH HASSAN HAROON,M,,,INC,4721,15921,29.65
1999,MORMUGAO,Goa,24,2,GEN,KOCHAREKAR ARCHANA KISHOR,F,,,BJP,3698,15921,23.23
1999,MORMUGAO,Goa,24,3,GEN,VAZ JOHN MANUEL HENRIQUE,M,,,GRCP,2187,15921,13.74
1999,MORMUGAO,Goa,24,4,GEN,SHAIKH NIAZI HANIF,M,,,UGDP,1913,15921,12.02
1999,MORMUGAO,Goa,24,5,GEN,PADMANABH AMONKAR,M,,,MAG,1778,15921,11.17
1999,MORMUGAO,Goa,24,6,GEN,PARADKAR SHANTARAM,M,,,SHS,533,15921,3.35
1999,MORMUGAO,Goa,24,7,GEN,KERKAR TARA GOVIND,F,,,IND,488,15921,3.07
1999,MORMUGAO,Goa,24,8,GEN,CAITAN CARDOZ ANDREW,M,,,IND,433,15921,2.72
1999,MORMUGAO,Goa,24,9,GEN,PEREIRA THALMANN PRADEEP GERALD,M,,,CPM,170,15921,1.07
1999,VASCO DA GAMA,Goa,25,1,GEN,D SOUZA JOSE PHILIPS DOMINGO,M,,,UGDP,5691,17188,33.11
1999,VASCO DA GAMA,Goa,25,2,GEN,ARLEKAR RAJENDRA VISHWANATH,M,,,BJP,4183,17188,24.34
1999,VASCO DA GAMA,Goa,25,3,GEN,DR. MESQUITA WILFRED M.,M,,,INC,3391,17188,19.73
1999,VASCO DA GAMA,Goa,25,4,GEN,VERENKAR SHRIKANT DATTARAM,M,,,MAG,2213,17188,12.88
1999,VASCO DA GAMA,Goa,25,5,GEN,SIMON D SOUZA,M,,,IND,1431,17188,8.33
1999,VASCO DA GAMA,Goa,25,6,GEN,KASHINATH RAMDULAR YADAV,M,,,IND,279,17188,1.62
1999,CORTALIM,Goa,26,1,GEN,GODINHO MAUVIN HELIODORO,M,,,INC,7230,17609,41.06
1999,CORTALIM,Goa,26,2,GEN,DOURADO HERCULANO T.,M,,,UGDP,6129,17609,34.81
1999,CORTALIM,Goa,26,3,GEN,SALDANHA MATANHY,M,,,GMLP,1728,17609,9.81
1999,CORTALIM,Goa,26,4,GEN,FERNANDES ANTHONY MENINO,M,,,BJP,1640,17609,9.31
1999,CORTALIM,Goa,26,5,GEN,SALDANHA MARTHA ELTAN,F,,,GRCP,882,17609,5.01
1999,LOUTOLIM,Goa,27,1,GEN,ALEIXO SEQUEIRA,M,,,INC,,,
1999,BENAULIM,Goa,28,1,GEN,ALEMAO CHURCHIL BRAZ,M,,,INC,8625,12912,66.8
1999,BENAULIM,Goa,28,2,GEN,RADHARAO SOCRATES GRACIAS,M,,,UGDP,3788,12912,29.34
1999,BENAULIM,Goa,28,3,GEN,MAHATME ROOPESH RAJANIKANT,M,,,BJP,298,12912,2.31
1999,BENAULIM,Goa,28,4,GEN,FERNANDES AGNELO,M,,,IND,124,12912,0.96
1999,BENAULIM,Goa,28,5,GEN,CARDOZ ANTONI CYPRIANO,M,,,IND,77,12912,0.6
1999,FATORDA,Goa,29,1,GEN,CARDOZ LUIS ALEX FLORENCE,M,,,INC,7164,14999,47.76
1999,FATORDA,Goa,29,2,GEN,ENG. ASHOK TUKARAM KORGAONKAR,M,,,BJP,4421,14999,29.48
1999,FATORDA,Goa,29,3,GEN,KADAM SHANTARAM BHIKAJI,M,,,UGDP,2186,14999,14.57
1999,FATORDA,Goa,29,4,GEN,GAONKAR ANTONIO DAMIAO,M,,,MAG,1228,14999,8.19
1999,MARGAO,Goa,30,1,GEN,KAMAT DIGAMBER VASANT,M,,,BJP,7549,12916,58.45
1999,MARGAO,Goa,30,2,GEN,M. K. SHAIKH,M,,,INC,4272,12916,33.08
1999,MARGAO,Goa,30,3,GEN,DUBHASHI SHRAVAN SHIVAJI,M,,,UGDP,588,12916,4.55
1999,MARGAO,Goa,30,4,GEN,VILAS ANANT NAIK,M,,,MAG,297,12916,2.3
1999,MARGAO,Goa,30,5,GEN,RATOS FELIX DOMINGO,M,,,IND,210,12916,1.63
1999,CURTORIM,Goa,31,1,GEN,SARDINHA FRANCISCO CAITANO,M,,,INC,10843,12961,83.66
1999,CURTORIM,Goa,31,2,GEN,GAUNKAR ANTONIO DAMIAO,M,,,IND,1293,12961,9.98
1999,CURTORIM,Goa,31,3,GEN,SAWANT SANJEEV LAXMAN,M,,,BJP,825,12961,6.37
1999,NAVELIM,Goa,32,1,GEN,FALEIRO LUIZINHO,M,,,INC,12054,15970,75.48
1999,NAVELIM,Goa,32,2,GEN,SHEIKH JINA NABI,M,,,BJP,2293,15970,14.36
1999,NAVELIM,Goa,32,3,GEN,XAVIER FILIPE COUTINHO,M,,,UGDP,1365,15970,8.55
1999,NAVELIM,Goa,32,4,GEN,JOSEPH LAWRENCE RUI VAZ,M,,,IND,163,15970,1.02
1999,NAVELIM,Goa,32,5,GEN,JOSE PAUL J. V. COUTINHO,M,,,IND,95,15970,0.59
1999,VELIM,Goa,33,1,GEN,FILPE NERI RODRIGUES,M,,,INC,7829,11892,65.83
1999,VELIM,Goa,33,2,GEN,FERNANDES MANU JOSE G.,M,,,GRCP,2557,11892,21.5
1999,VELIM,Goa,33,3,GEN,ANACLETO LUIS VIEGAS,M,,,UGDP,1070,11892,9
1999,VELIM,Goa,33,4,GEN,DESAI VISHAL SHABU,M,,,BJP,436,11892,3.67
1999,CUNCOLIM,Goa,34,1,GEN,ARECIO AGAPITO D SOUZA,M,,,INC,5481,12476,43.93
1999,CUNCOLIM,Goa,34,2,GEN,D SILVA JULIO TEODOMIRO,M,,,BJP,3267,12476,26.19
1999,CUNCOLIM,Goa,34,3,GEN,COUTINHO RONULFO LAWRENCE SOUDE ALIAS COUTINHO,M,,,GRCP,1398,12476,11.21
1999,CUNCOLIM,Goa,34,4,GEN,RAMESH UTTAM DESAI,M,,,UGDP,873,12476,7
1999,CUNCOLIM,Goa,34,5,GEN,CARDOZO FILLIPINHO BILL JOHN,M,,,IND,842,12476,6.75
1999,CUNCOLIM,Goa,34,6,GEN,DESAI ULHAS BHIKU,M,,,MAG,615,12476,4.93
1999,SANVORDEM,Goa,35,1,GEN,TENDULKAR VINAY DENU,M,,,BJP,4600,15713,29.28
1999,SANVORDEM,Goa,35,2,GEN,GAONKAR GANESH CHANDRU,M,,,INC,3924,15713,24.97
1999,SANVORDEM,Goa,35,3,GEN,SADASHIV VAMAN MARATHE,M,,,IND,2921,15713,18.59
1999,SANVORDEM,Goa,35,4,GEN,ARUN BICHOLKAR,M,,,MAG,1870,15713,11.9
1999,SANVORDEM,Goa,35,5,GEN,SHIGOANKAR NARESH KHUSHALI,M,,,CPM,1459,15713,9.29
1999,SANVORDEM,Goa,35,6,GEN,NAIK VASSUDEV DHARMU,M,,,SHS,416,15713,2.65
1999,SANVORDEM,Goa,35,7,GEN,GHADI GOVIND HARICHANDRA,M,,,UGDP,359,15713,2.28
1999,SANVORDEM,Goa,35,8,GEN,RAMA SAGUN NAIK,M,,,IND,164,15713,1.04
1999,SANGUEM,Goa,36,1,GEN,GAONKAR PRABHAKAR PANDURANG,M,,,BJP,3498,12150,28.79
1999,SANGUEM,Goa,36,2,GEN,DESSAI SATYAVAN BHADRU,M,,,INC,2711,12150,22.31
1999,SANGUEM,Goa,36,3,GEN,D COSTA MINGUELINO PASCOAL,M,,,UGDP,2204,12150,18.14
1999,SANGUEM,Goa,36,4,GEN,ARUN K. RAIKAR,M,,,MAG,1983,12150,16.32
1999,SANGUEM,Goa,36,5,GEN,NAIK PANDU VASSU,M,,,IND,1754,12150,14.44
1999,CURCHOREM,Goa,37,1,GEN,ADV. DESSAI RAMRAO GHANASHAM,M,,,BJP,7640,16274,46.95
1999,CURCHOREM,Goa,37,2,GEN,DOMNICK FERNANDES,M,,,INC,7271,16274,44.68
1999,CURCHOREM,Goa,37,3,GEN,DINIZ PATRICK DOMINGO,M,,,UGDP,580,16274,3.56
1999,CURCHOREM,Goa,37,4,GEN,GAUNS DESSAI VALLABH SADASHIV,M,,,MAG,428,16274,2.63
1999,CURCHOREM,Goa,37,5,GEN,NAIK NANDKUMAR GANA,M,,,SHS,355,16274,2.18
1999,QUEPEM,Goa,38,1,GEN,PRAKASH S. VELIP,M,,,MAG,5648,15422,36.62
1999,QUEPEM,Goa,38,2,GEN,RAUL ROCKY PEREIRA,M,,,INC,5509,15422,35.72
1999,QUEPEM,Goa,38,3,GEN,GAONKAR SHANU MALU,M,,,BJP,3530,15422,22.89
1999,QUEPEM,Goa,38,4,GEN,PEREIRA AJAY ALBERT,M,,,UGDP,735,15422,4.77
1999,CANACONA,Goa,39,1,GEN,BANDEKAR SANJAY VIMAL,M,,,INC,4849,12976,37.37
1999,CANACONA,Goa,39,2,GEN,PAI KHOT VIJAY ANANDRAO,M,,,BJP,4678,12976,36.05
1999,CANACONA,Goa,39,3,GEN,"NAIK GAONKAR CHANDRAKANT, ALIAS SHABARAM",M,,,MAG,3031,12976,23.36
1999,CANACONA,Goa,39,4,GEN,ULHAS NILU GOANKAR,M,,,GRCP,224,12976,1.73
1999,CANACONA,Goa,39,5,GEN,FERNANDES MICHEL,M,,,IND,194,12976,1.5
1999,POINGUINIM,Goa,40,1,GEN,FERNANDES ISIDORE DIGO,M,,,IND,4860,10791,45.04
1999,POINGUINIM,Goa,40,2,GEN,ACHARYA GOVIND RAGHUCHANDRA,M,,,MAG,3201,10791,29.66
1999,POINGUINIM,Goa,40,3,GEN,GAONKAR VASSU PAIK,M,,,INC,2234,10791,20.7
1999,POINGUINIM,Goa,40,4,GEN,PAGI RAJENDRA DHARMU,M,,,BJP,496,10791,4.6
2002,MANDREM,Goa,1,1,GEN,PARSEKAR LAXIMIKANT YESHWANT,M,,,BJP,5955,15250,39.05
2002,MANDREM,Goa,1,2,GEN,KHALAP RAMAKANT D,M,,,INC,5047,15250,33.1
2002,MANDREM,Goa,1,3,GEN,PARAB SANGEETA GOPAL,F,,,IND,2958,15250,19.4
2002,MANDREM,Goa,1,4,GEN,BAGKAR ANIL SHIVA,M,,,SHS,652,15250,4.28
2002,MANDREM,Goa,1,5,GEN,GAWANDI HANUMANT GANESH,M,,,MAG,345,15250,2.26
2002,MANDREM,Goa,1,6,GEN,LOUIS LAWRENCE FERNANDES,M,,,IND,165,15250,1.08
2002,MANDREM,Goa,1,7,GEN,MHAMAL ASHOK DHAKU,M,,,IND,128,15250,0.84
2002,PERNEM,Goa,2,1,GEN,DESHPRABHU JITENDRA RAGHURAJ,M,,,INC,6778,14042,48.27
2002,PERNEM,Goa,2,2,GEN,DAYANAND RAGHUNATH SOPATE,M,,,BJP,4449,14042,31.68
2002,PERNEM,Goa,2,3,GEN,DESHPRABHU VASUDEO RAJENDRA,M,,,MAG,2440,14042,17.38
2002,PERNEM,Goa,2,4,GEN,PETKAR BHARAT RAMCHANDRA,M,,,SHS,190,14042,1.35
2002,PERNEM,Goa,2,5,GEN,AJGAONKAR BABLO ATMARAM,M,,,IND,185,14042,1.32
2002,DARGALIM,Goa,3,1,SC,AZGAONKAR MANOHAR TRIMBAK,M,,,BJP,8467,11430,74.08
2002,DARGALIM,Goa,3,2,SC,DHARGALKAR BALKRISHNA ATMARAM,M,,,INC,2705,11430,23.67
2002,DARGALIM,Goa,3,3,SC,AMONKAR JANARDHAN ARJUN,M,,,MAG,258,11430,2.26
2002,TIVIM,Goa,4,1,GEN,SHET SADANAND MHALU,M,,,BJP,6961,18137,38.38
2002,TIVIM,Goa,4,2,GEN,NILKANTH RAMNATH HALARNKAR,M,,,NCP,6440,18137,35.51
2002,TIVIM,Goa,4,3,GEN,MAULINGKAR PREMNATH ARJUN,M,,,INC,4408,18137,24.3
2002,TIVIM,Goa,4,4,GEN,KORGAOKAR INDRAKANT DATTARAM,M,,,SHS,328,18137,1.81
2002,MAPUSA,Goa,5,1,GEN,FRANCIS PEDRO D'SOUZA,M,,,BJP,8378,16056,52.18
2002,MAPUSA,Goa,5,2,GEN,BRAGANZA ARMINDO JOSE,M,,,INC,6271,16056,39.06
2002,MAPUSA,Goa,5,3,GEN,RAIKAR PARESH ATMARAM,M,,,MAG,929,16056,5.79
2002,MAPUSA,Goa,5,4,GEN,HARMALKAR SANJAY PUNDALIK,M,,,SHS,315,16056,1.96
2002,MAPUSA,Goa,5,5,GEN,DIVKAR PRASAD KALIDAS,M,,,NCP,163,16056,1.02
2002,SIOLIM,Goa,6,1,GEN,MANDREKAR DAYANAND RAYU,M,,,BJP,7152,17663,40.49
2002,SIOLIM,Goa,6,2,GEN,FERNANDES FRANCIS GREGORIO,M,,,INC,5245,17663,29.69
2002,SIOLIM,Goa,6,3,GEN,CHODANKAR CHANDRAKANT,M,,,NCP,3235,17663,18.32
2002,SIOLIM,Goa,6,4,GEN,POLLE PANDHARINATH VAMAN,M,,,MAG,527,17663,2.98
2002,SIOLIM,Goa,6,5,GEN,JAWAHARLAL HENRIQUES,M,,,IND,387,17663,2.19
2002,SIOLIM,Goa,6,6,GEN,CHRISTOPHER FONSECA,M,,,CPI,377,17663,2.13
2002,SIOLIM,Goa,6,7,GEN,NARVEKAR SANJAY GANESH,M,,,IND,347,17663,1.96
2002,SIOLIM,Goa,6,8,GEN,FERNANDES ALBIN,M,,,GSRP,169,17663,0.96
2002,SIOLIM,Goa,6,9,GEN,VERNEKAR KALIDAS,M,,,IND,126,17663,0.71
2002,SIOLIM,Goa,6,10,GEN,NAIK GOKULDAS SURYA,M,,,GVP,98,17663,0.55
2002,CALANGUTE,Goa,7,1,GEN,FERNANDES AGNELO,M,,,INC,9711,18212,53.32
2002,CALANGUTE,Goa,7,2,GEN,SURESH VISHWANATH PARULEKAR,M,,,BJP,7641,18212,41.96
2002,CALANGUTE,Goa,7,3,GEN,NAIK GAJANAN RAMA,M,,,CPI,263,18212,1.44
2002,CALANGUTE,Goa,7,4,GEN,D'SOUZA URBAN,M,,,NCP,243,18212,1.33
2002,CALANGUTE,Goa,7,5,GEN,NORANHA EDWIN FRANCIS JOSEPH,M,,,GSRP,230,18212,1.26
2002,CALANGUTE,Goa,7,6,GEN,NAGVEKAR PUNDALIK MANMOHAN,M,,,SHS,124,18212,0.68
2002,SALIGAO,Goa,8,1,GEN,D' SOUZA WILFRED,M,,,NCP,4263,14859,28.69
2002,SALIGAO,Goa,8,2,GEN,D' MELLO TREJANO AGRICIO,M,,,INC,3537,14859,23.8
2002,SALIGAO,Goa,8,3,GEN,HARMALKAR SADGURU PANDURANG,M,,,BJP,3476,14859,23.39
2002,SALIGAO,Goa,8,4,GEN,SAYYAD SALIM PIRSAB,M,,,MAG,1682,14859,11.32
2002,SALIGAO,Goa,8,5,GEN,KALANGUTKAR DEELIP SONU,M,,,IND,1677,14859,11.29
2002,SALIGAO,Goa,8,6,GEN,SEQUEIRA SAVIO VICTOR,M,,,IND,122,14859,0.82
2002,SALIGAO,Goa,8,7,GEN,ROLAND A. D'SOUZA,M,,,IND,102,14859,0.69
2002,ALDONA,Goa,9,1,GEN,NARVEKAR DAYANAND GANESH,M,,,INC,9957,19626,50.73
2002,ALDONA,Goa,9,2,GEN,ASNODKAR ULHAS GOPAL,M,,,BJP,7944,19626,40.48
2002,ALDONA,Goa,9,3,GEN,FERNANDES JOAO ROSARIO JOAQUIM,M,,,NCP,1116,19626,5.69
2002,ALDONA,Goa,9,4,GEN,FERNANDES GERALD JOHN,M,,,GSRP,368,19626,1.88
2002,ALDONA,Goa,9,5,GEN,CHODANKAR HARIHAR VITHAL,M,,,MAG,241,19626,1.23
2002,PANAJI,Goa,10,1,GEN,PRABHU PARRIKAR MANOHAR GOPALKRISHNA,M,,,BJP,5700,10255,55.58
2002,PANAJI,Goa,10,2,GEN,SILIMKHAN RAMESH,M,,,INC,4408,10255,42.98
2002,PANAJI,Goa,10,3,GEN,NAIK PRAMOD GOPINATH,M,,,SHS,95,10255,0.93
2002,PANAJI,Goa,10,4,GEN,DHUMA RAJARAM BHONSLE,M,,,IND,52,10255,0.51
2002,TALEIGAO,Goa,11,1,GEN,ATANASIO MONSERRATE(BABUSH),M,,,UGDP,7237,17103,42.31
2002,TALEIGAO,Goa,11,2,GEN,ZUWARKAR SOMNATH DATTA,M,,,INC,4976,17103,29.09
2002,TALEIGAO,Goa,11,3,GEN,TONY RODRIGUES,M,,,BJP,4272,17103,24.98
2002,TALEIGAO,Goa,11,4,GEN,FERNANDES LAWRENCE JACK,M,,,NCP,398,17103,2.33
2002,TALEIGAO,Goa,11,5,GEN,VIJAY ANAND PALEKAR,M,,,IND,164,17103,0.96
2002,TALEIGAO,Goa,11,6,GEN,TALWAR SHANKAR LAXMAN,M,,,IND,56,17103,0.33
2002,SANTA CRUZ,Goa,12,1,GEN,FERNANDES VICTORIA ROMEO,F,,,INC,6658,16591,40.13
