YEAR,AC_NAME,ST_NAME,AC_NO,#,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES,polled_votes,vote_percent
1985,JAGRAON,Punjab,53,5,GEN,BHAG SINGH,M,,,IND,888.0,62642.0,1.42
1985,JAGRAON,Punjab,53,6,GEN,RANJIT SINGH,M,,,IND,876.0,62642.0,1.4
1985,JAGRAON,Punjab,53,7,GEN,SURJIT KAUR,F,,,IND,377.0,62642.0,0.6
1985,JAGRAON,Punjab,53,8,GEN,CHHINDER SINGH,M,,,IND,306.0,62642.0,0.49
1985,JAGRAON,Punjab,53,9,GEN,TARLOKA,M,,,IND,163.0,62642.0,0.26
1985,JAGRAON,Punjab,53,10,GEN,AMAR NATH,M,,,IND,159.0,62642.0,0.25
1985,RAIKOT,Punjab,54,1,GEN,TALIB SINGH,M,,,SAD,27885.0,53342.0,52.28
1985,RAIKOT,Punjab,54,2,GEN,GURCHARAN SINGH,M,,,INC,16763.0,53342.0,31.43
1985,RAIKOT,Punjab,54,3,GEN,RACHHPAL SINGH,M,,,CPM,8378.0,53342.0,15.71
1985,RAIKOT,Punjab,54,4,GEN,ABJINDER SINGH,M,,,IND,316.0,53342.0,0.59
1985,DAKHA,Punjab,55,1,SC,BASANT SINGH,M,,,SAD,39511.0,69924.0,56.51
1985,DAKHA,Punjab,55,2,SC,MOHINDER SINGH,M,,,INC,23529.0,69924.0,33.65
1985,DAKHA,Punjab,55,3,SC,SOHAN SINGH,M,,,CPM,5001.0,69924.0,7.15
1985,DAKHA,Punjab,55,4,SC,BALDEV SINGH,M,,,IND,1322.0,69924.0,1.89
1985,DAKHA,Punjab,55,5,SC,KARNAIL SINGH,M,,,IND,324.0,69924.0,0.46
1985,DAKHA,Punjab,55,6,SC,RAM SINGH,M,,,IND,237.0,69924.0,0.34
1985,QILA RAIPUR,Punjab,56,1,GEN,ARJAN SINGH,M,,,SAD,32696.0,55252.0,59.18
1985,QILA RAIPUR,Punjab,56,2,GEN,PUSHIPINDER KAUR,F,,,INC,18000.0,55252.0,32.58
1985,QILA RAIPUR,Punjab,56,3,GEN,RAVINDER KAUR,F,,,IND,4556.0,55252.0,8.25
1985,LUDHIANA NORTH,Punjab,57,1,GEN,SAT PAL PRASHAR,M,,,INC,36127.0,59625.0,60.59
1985,LUDHIANA NORTH,Punjab,57,2,GEN,KAPUR CHAND JAIN,M,,,BJP,10328.0,59625.0,17.32
1985,LUDHIANA NORTH,Punjab,57,3,GEN,NARAIN DASS,M,,,SAD,9568.0,59625.0,16.05
1985,LUDHIANA NORTH,Punjab,57,4,GEN,SAROOP KISHAN,M,,,IND,1813.0,59625.0,3.04
1985,LUDHIANA NORTH,Punjab,57,5,GEN,DHARAM PAL KAPOOR,M,,,IND,527.0,59625.0,0.88
1985,LUDHIANA NORTH,Punjab,57,6,GEN,MAHESH,M,,,IND,394.0,59625.0,0.66
1985,LUDHIANA NORTH,Punjab,57,7,GEN,PREM PAL,M,,,IND,311.0,59625.0,0.52
1985,LUDHIANA NORTH,Punjab,57,8,GEN,MULKH RAJ,M,,,IND,174.0,59625.0,0.29
1985,LUDHIANA NORTH,Punjab,57,9,GEN,KULDIP SOOD,M,,,IND,160.0,59625.0,0.27
1985,LUDHIANA NORTH,Punjab,57,10,GEN,VIRENDER KUMAR,M,,,IND,96.0,59625.0,0.16
1985,LUDHIANA NORTH,Punjab,57,11,GEN,RAJ KUMAR,M,,,IND,84.0,59625.0,0.14
1985,LUDHIANA NORTH,Punjab,57,12,GEN,VIJAY KUMAR,M,,,IND,43.0,59625.0,0.07
1985,LUDHIANA WEST,Punjab,58,1,GEN,HARNAM DASS JOHAR,M,,,INC,23809.0,51563.0,46.17
1985,LUDHIANA WEST,Punjab,58,2,GEN,RAKESH KUMAR CHOPRA,M,,,SAD,17855.0,51563.0,34.63
1985,LUDHIANA WEST,Punjab,58,3,GEN,INDERJIT,M,,,IND,4568.0,51563.0,8.86
1985,LUDHIANA WEST,Punjab,58,4,GEN,INDERJIT SINGH,M,,,BJP,3763.0,51563.0,7.3
1985,LUDHIANA WEST,Punjab,58,5,GEN,RAJ KUMAR,M,,,IND,790.0,51563.0,1.53
1985,LUDHIANA WEST,Punjab,58,6,GEN,KIRPAL SINGH,M,,,IND,265.0,51563.0,0.51
1985,LUDHIANA WEST,Punjab,58,7,GEN,SUSHIL KUMAR DHANDA,M,,,IND,121.0,51563.0,0.23
1985,LUDHIANA WEST,Punjab,58,8,GEN,PARAMJIT SINGH,M,,,IND,94.0,51563.0,0.18
1985,LUDHIANA WEST,Punjab,58,9,GEN,SARDAR SINGH,M,,,IND,92.0,51563.0,0.18
1985,LUDHIANA WEST,Punjab,58,10,GEN,PUSHAP KAMAL,M,,,IND,81.0,51563.0,0.16
1985,LUDHIANA WEST,Punjab,58,11,GEN,TARLOCHAN SINGH,M,,,IND,74.0,51563.0,0.14
1985,LUDHIANA WEST,Punjab,58,12,GEN,SURINDERPAL SINGH BINDRA,M,,,IND,51.0,51563.0,0.1
1985,LUDHIANA EAST,Punjab,59,1,GEN,OM PARKASH GUPTA,M,,,INC,24802.0,53087.0,46.72
1985,LUDHIANA EAST,Punjab,59,2,GEN,SOHAN SINGH SIBAL,M,,,SAD,16173.0,53087.0,30.47
1985,LUDHIANA EAST,Punjab,59,3,GEN,SAT PAL GOSAIN,M,,,BJP,11017.0,53087.0,20.75
1985,LUDHIANA EAST,Punjab,59,4,GEN,TILAK RAJ,M,,,IND,641.0,53087.0,1.21
1985,LUDHIANA EAST,Punjab,59,5,GEN,KULWANT SINGH,M,,,IND,160.0,53087.0,0.3
1985,LUDHIANA EAST,Punjab,59,6,GEN,MANVIR SINGH,M,,,IND,106.0,53087.0,0.2
1985,LUDHIANA EAST,Punjab,59,7,GEN,RATAN SINGH,M,,,IND,75.0,53087.0,0.14
1985,LUDHIANA EAST,Punjab,59,8,GEN,VARINDER,M,,,IND,69.0,53087.0,0.13
1985,LUDHIANA EAST,Punjab,59,9,GEN,BALWINDER PAL SINGH PAPI,M,,,IND,44.0,53087.0,0.08
1985,LUDHIANA RURAL,Punjab,60,1,GEN,JAGDEV SINGH TAJPURI,M,,,SAD,36819.0,78771.0,46.74
1985,LUDHIANA RURAL,Punjab,60,2,GEN,GURBIR SINGH,M,,,INC,34290.0,78771.0,43.53
1985,LUDHIANA RURAL,Punjab,60,3,GEN,BHAG SINGH,M,,,CPI,3473.0,78771.0,4.41
1985,LUDHIANA RURAL,Punjab,60,4,GEN,RAM CHAND,M,,,IND,2347.0,78771.0,2.98
1985,LUDHIANA RURAL,Punjab,60,5,GEN,SHAMSHER SINGH,M,,,IND,878.0,78771.0,1.11
1985,LUDHIANA RURAL,Punjab,60,6,GEN,HARDEV SINGH,M,,,IND,294.0,78771.0,0.37
1985,LUDHIANA RURAL,Punjab,60,7,GEN,JIWAN,M,,,IND,197.0,78771.0,0.25
1985,LUDHIANA RURAL,Punjab,60,8,GEN,SUKHPAL KAUR,F,,,IND,185.0,78771.0,0.23
1985,LUDHIANA RURAL,Punjab,60,9,GEN,PIARA SINGH,M,,,IND,177.0,78771.0,0.22
1985,LUDHIANA RURAL,Punjab,60,10,GEN,JAGDISH SINGH,M,,,IND,111.0,78771.0,0.14
1985,PAYAL,Punjab,61,1,GEN,DEVINDER SINGH,M,,,SAD,40124.0,72009.0,55.72
1985,PAYAL,Punjab,61,2,GEN,BEANT SINGH,M,,,INC,30871.0,72009.0,42.87
1985,PAYAL,Punjab,61,3,GEN,LACHHMAN DASS,M,,,IND,723.0,72009.0,1.0
1985,PAYAL,Punjab,61,4,GEN,JASMER SINGH,M,,,IND,197.0,72009.0,0.27
1985,PAYAL,Punjab,61,5,GEN,KEHAR SINGH,M,,,IND,94.0,72009.0,0.13
1985,KUM KALAN,Punjab,62,1,SC,RAJINDER SINGH,M,,,SAD,36342.0,62256.0,58.38
1985,KUM KALAN,Punjab,62,2,SC,DAYA SINGH,M,,,INC,20097.0,62256.0,32.28
1985,KUM KALAN,Punjab,62,3,SC,AMAR NATH,M,,,CPM,4350.0,62256.0,6.99
1985,KUM KALAN,Punjab,62,4,SC,PARSHOTAM RAM,M,,,IND,1297.0,62256.0,2.08
1985,KUM KALAN,Punjab,62,5,SC,AMAR SINGH,M,,,IND,170.0,62256.0,0.27
1985,SAMRALA,Punjab,63,1,GEN,AMARJIT SINGH,M,,,SAD,34105.0,60698.0,56.19
1985,SAMRALA,Punjab,63,2,GEN,KARM SINGH,M,,,INC,25271.0,60698.0,41.63
1985,SAMRALA,Punjab,63,3,GEN,SURESH TIWARI,M,,,IND,703.0,60698.0,1.16
1985,SAMRALA,Punjab,63,4,GEN,SATINDERPAL SINGH,M,,,IND,404.0,60698.0,0.67
1985,SAMRALA,Punjab,63,5,GEN,PREHLAD SINGH,M,,,IND,215.0,60698.0,0.35
1985,KHANNA,Punjab,64,1,SC,SUKHDEV SINGH,M,,,SAD,29518.0,66347.0,44.49
1985,KHANNA,Punjab,64,2,SC,SHAMSHER SINGH,M,,,INC,27954.0,66347.0,42.13
1985,KHANNA,Punjab,64,3,SC,RAGHBIR SINGH,M,,,CPI,6741.0,66347.0,10.16
1985,KHANNA,Punjab,64,4,SC,PURAN SINGH,M,,,IND,681.0,66347.0,1.03
1985,KHANNA,Punjab,64,5,SC,DHARAMVIR,M,,,IND,611.0,66347.0,0.92
1985,KHANNA,Punjab,64,6,SC,KARTAR SINGH,M,,,IND,487.0,66347.0,0.73
1985,KHANNA,Punjab,64,7,SC,TARA SINGH,M,,,IND,217.0,66347.0,0.33
1985,KHANNA,Punjab,64,8,SC,RANJIT SINGH,M,,,IND,138.0,66347.0,0.21
1985,NANGAL,Punjab,65,1,GEN,RAM PARKASH BALI,M,,,INC,24078.0,53660.0,44.87
1985,NANGAL,Punjab,65,2,GEN,SHIV CHAND,M,,,SAD,18205.0,53660.0,33.93
1985,NANGAL,Punjab,65,3,GEN,HARI KRISHAN,M,,,BJP,6608.0,53660.0,12.31
1985,NANGAL,Punjab,65,4,GEN,SARWAN SINGH,M,,,CPM,4769.0,53660.0,8.89
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,1,GEN,TARA SINGH,M,,,SAD,20638.0,56035.0,36.83
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,2,GEN,GURVIR SINGH,M,,,INC,19708.0,56035.0,35.17
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,3,GEN,RAMESH DUTT,M,,,BJP,8881.0,56035.0,15.85
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,4,GEN,BALDEV SINGH,M,,,IND,1627.0,56035.0,2.9
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,5,GEN,SEWA SINGH,M,,,IND,1625.0,56035.0,2.9
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,6,GEN,KARTAR CHAND,M,,,IND,1074.0,56035.0,1.92
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,7,GEN,BALBIR SINGH,M,,,IND,608.0,56035.0,1.09
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,8,GEN,SURINDER PAUL BHOOMBLA,M,,,IND,428.0,56035.0,0.76
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,9,GEN,CHARAN SINGH,M,,,IND,285.0,56035.0,0.51
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,10,GEN,RAM KISHAN,M,,,IND,242.0,56035.0,0.43
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,11,GEN,HARNEK SINGH,M,,,IND,217.0,56035.0,0.39
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,12,GEN,BANTU,M,,,IND,206.0,56035.0,0.37
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,13,GEN,RAM LAL,M,,,IND,183.0,56035.0,0.33
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,14,GEN,RAM SARUP,M,,,IND,176.0,56035.0,0.31
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,15,GEN,JASWANT SINGH PANGALIA,M,,,IND,86.0,56035.0,0.15
1985,ANANDPUR SAHIB - ROPAR,Punjab,66,16,GEN,SADHU RAM,M,,,IND,51.0,56035.0,0.09
1985,CHAMKAUR SAHIB,Punjab,67,1,SC,BHAG SINGH,M,,,INC,19928.0,56069.0,35.54
1985,CHAMKAUR SAHIB,Punjab,67,2,SC,BIMAL KAUR,F,,,IND,18134.0,56069.0,32.34
1985,CHAMKAUR SAHIB,Punjab,67,3,SC,MADHO SINGH,M,,,SAD,17532.0,56069.0,31.27
1985,CHAMKAUR SAHIB,Punjab,67,4,SC,NASIB SINGH,M,,,IND,246.0,56069.0,0.44
1985,CHAMKAUR SAHIB,Punjab,67,5,SC,HAKAM SINGH,M,,,IND,229.0,56069.0,0.41
1985,MORINDA,Punjab,68,1,GEN,RAVINDER SINGH,M,,,SAD,30586.0,69357.0,44.1
1985,MORINDA,Punjab,68,2,GEN,SUDESH KUMAR,M,,,INC,26397.0,69357.0,38.06
1985,MORINDA,Punjab,68,3,GEN,SHER SINGH,M,,,IND,7566.0,69357.0,10.91
1985,MORINDA,Punjab,68,4,GEN,TIKKA SINGH,M,,,IND,2028.0,69357.0,2.92
1985,MORINDA,Punjab,68,5,GEN,RAGHBIR SINGH,M,,,IND,1594.0,69357.0,2.3
1985,MORINDA,Punjab,68,6,GEN,GURMIT SINGH,M,,,IND,919.0,69357.0,1.33
1985,MORINDA,Punjab,68,7,GEN,MOHINDER SINGH,M,,,IND,267.0,69357.0,0.38
1985,KHARAR,Punjab,69,1,GEN,BACHITTAR SINGH,M,,,SAD,34626.0,69869.0,49.56
1985,KHARAR,Punjab,69,2,GEN,RAGHBIR SINGH,M,,,INC,25642.0,69869.0,36.7
1985,KHARAR,Punjab,69,3,GEN,SHAMSHER SINGH,M,,,CPI,6439.0,69869.0,9.22
1985,KHARAR,Punjab,69,4,GEN,NATRAJ,M,,,IND,1285.0,69869.0,1.84
1985,KHARAR,Punjab,69,5,GEN,AJAIB SINGH,M,,,IND,989.0,69869.0,1.42
1985,KHARAR,Punjab,69,6,GEN,KISHAN SINGH,M,,,IND,445.0,69869.0,0.64
1985,KHARAR,Punjab,69,7,GEN,TILAK RAJ,M,,,IND,252.0,69869.0,0.36
1985,KHARAR,Punjab,69,8,GEN,KEHAR SINGH,M,,,IND,191.0,69869.0,0.27
1985,BANUR,Punjab,70,1,GEN,KANWALJIT SINGH,M,,,SAD,28150.0,64292.0,43.78
1985,BANUR,Punjab,70,2,GEN,VINOD KUMAR,M,,,INC,26957.0,64292.0,41.93
1985,BANUR,Punjab,70,3,GEN,BALBIR SINGH,M,,,IND,4805.0,64292.0,7.47
1985,BANUR,Punjab,70,4,GEN,KARAM CHAND,M,,,IND,2331.0,64292.0,3.63
1985,BANUR,Punjab,70,5,GEN,SOM NATH,M,,,IND,1154.0,64292.0,1.79
1985,BANUR,Punjab,70,6,GEN,GURNAM SINGH,M,,,IND,496.0,64292.0,0.77
1985,BANUR,Punjab,70,7,GEN,KAMLA DEVI,F,,,IND,265.0,64292.0,0.41
1985,BANUR,Punjab,70,8,GEN,MALKIAT SINGH,M,,,IND,134.0,64292.0,0.21
1985,RAJPURA,Punjab,71,1,GEN,PREM CHAND,M,,,SAD,19657.0,63364.0,31.02
1985,RAJPURA,Punjab,71,2,GEN,NARESH KUMAR,M,,,INC,17553.0,63364.0,27.7
1985,RAJPURA,Punjab,71,3,GEN,BENI PARSHAD,M,,,BJP,16871.0,63364.0,26.63
1985,RAJPURA,Punjab,71,4,GEN,BALWANT SINGH,M,,,CPM,6631.0,63364.0,10.46
1985,RAJPURA,Punjab,71,5,GEN,DIN DAYAL,M,,,IND,683.0,63364.0,1.08
1985,RAJPURA,Punjab,71,6,GEN,BHAGWANT SINGH,M,,,IND,546.0,63364.0,0.86
1985,RAJPURA,Punjab,71,7,GEN,NASIB SINGH,M,,,IND,373.0,63364.0,0.59
1985,RAJPURA,Punjab,71,8,GEN,SEWA SINGH,M,,,IND,259.0,63364.0,0.41
1985,RAJPURA,Punjab,71,9,GEN,PREET MOHINDER SINGH,M,,,IND,248.0,63364.0,0.39
1985,RAJPURA,Punjab,71,10,GEN,SODHI RAM,M,,,IND,244.0,63364.0,0.39
1985,RAJPURA,Punjab,71,11,GEN,SATPAL SINGH,M,,,IND,205.0,63364.0,0.32
1985,RAJPURA,Punjab,71,12,GEN,SHINGHARA SINGH,M,,,IND,94.0,63364.0,0.15
1985,GHANAUR,Punjab,72,1,GEN,JASDEV SINGH SANDHU,M,,,SAD,27019.0,59200.0,45.64
1985,GHANAUR,Punjab,72,2,GEN,KARANBIR SINGH,M,,,INC,23909.0,59200.0,40.39
1985,GHANAUR,Punjab,72,3,GEN,PREM SINGH,M,,,CPM,5156.0,59200.0,8.71
1985,GHANAUR,Punjab,72,4,GEN,SINGHARA SINGH,M,,,IND,1363.0,59200.0,2.3
1985,GHANAUR,Punjab,72,5,GEN,LAKHBIR SINGH,M,,,IND,730.0,59200.0,1.23
1985,GHANAUR,Punjab,72,6,GEN,JAGDEV SINGH,M,,,IND,351.0,59200.0,0.59
1985,GHANAUR,Punjab,72,7,GEN,PIARA SINGH,M,,,IND,315.0,59200.0,0.53
1985,GHANAUR,Punjab,72,8,GEN,HARI SINGH,M,,,IND,222.0,59200.0,0.38
1985,GHANAUR,Punjab,72,9,GEN,MANJIT SINGH,M,,,IND,135.0,59200.0,0.23
1985,DAKALA,Punjab,73,1,GEN,PREM SINGH CHANDUMAJRA,M,,,SAD,33322.0,73873.0,45.11
1985,DAKALA,Punjab,73,2,GEN,LAL SINGH,M,,,INC,26033.0,73873.0,35.24
1985,DAKALA,Punjab,73,3,GEN,AJAIB SINGH MUKHMAILPURA,M,,,IND,12166.0,73873.0,16.47
1985,DAKALA,Punjab,73,4,GEN,GURCHARAN SINGH,M,,,IND,579.0,73873.0,0.78
1985,DAKALA,Punjab,73,5,GEN,BALDEV SINGH,M,,,IND,465.0,73873.0,0.63
1985,DAKALA,Punjab,73,6,GEN,TARSEM SINGH KHATKAR,M,,,IND,407.0,73873.0,0.55
1985,DAKALA,Punjab,73,7,GEN,MADAN LAL,M,,,IND,364.0,73873.0,0.49
1985,DAKALA,Punjab,73,8,GEN,BARJESH BATTA,M,,,IND,225.0,73873.0,0.3
1985,DAKALA,Punjab,73,9,GEN,PIARA SINGH PARDESI,M,,,IND,166.0,73873.0,0.22
1985,DAKALA,Punjab,73,10,GEN,BHAGWANDASS MITTAL,M,,,IND,146.0,73873.0,0.2
1985,SHUTRANA,Punjab,74,1,SC,SATWANT SINGH MOHI,M,,,SAD,26951.0,60208.0,44.76
1985,SHUTRANA,Punjab,74,2,SC,MANU RAM,M,,,INC,15964.0,60208.0,26.51
1985,SHUTRANA,Punjab,74,3,SC,HARBANS ALIAS HARBANS SINGH,M,,,CPI,9233.0,60208.0,15.34
1985,SHUTRANA,Punjab,74,4,SC,BALDEV SINGH LOOMBA,M,,,IND,4144.0,60208.0,6.88
1985,SHUTRANA,Punjab,74,5,SC,RAGHUBIR ALIAS RAGHBIR RAM,M,,,IND,973.0,60208.0,1.62
1985,SHUTRANA,Punjab,74,6,SC,KAURA RAM,M,,,IND,847.0,60208.0,1.41
1985,SHUTRANA,Punjab,74,7,SC,SADHU RAM,M,,,IND,790.0,60208.0,1.31
1985,SHUTRANA,Punjab,74,8,SC,SOHAN SINGH SATHI,M,,,IND,525.0,60208.0,0.87
1985,SHUTRANA,Punjab,74,9,SC,RAM DASS S/O JAGAT RAM,M,,,IND,241.0,60208.0,0.4
1985,SHUTRANA,Punjab,74,10,SC,RAM DAS S/O KARTAR DASS,M,,,IND,205.0,60208.0,0.34
1985,SHUTRANA,Punjab,74,11,SC,KARTAR SINGH,M,,,IND,184.0,60208.0,0.31
1985,SHUTRANA,Punjab,74,12,SC,GURDEV SINGH SIDHU,M,,,IND,151.0,60208.0,0.25
1985,SAMANA,Punjab,75,1,GEN,HARDIAL SINGH RAJLA,M,,,SAD,34626.0,67907.0,50.99
1985,SAMANA,Punjab,75,2,GEN,SOHAN LAL JALOTA,M,,,INC,29973.0,67907.0,44.14
1985,SAMANA,Punjab,75,3,GEN,BANARSI DASS,M,,,IND,700.0,67907.0,1.03
1985,SAMANA,Punjab,75,4,GEN,RAJINDER KUMAR,M,,,IND,567.0,67907.0,0.83
1985,SAMANA,Punjab,75,5,GEN,HARBHAJAN SINGH,M,,,IND,363.0,67907.0,0.53
1985,SAMANA,Punjab,75,6,GEN,RAM KUMAR,M,,,IND,328.0,67907.0,0.48
1985,SAMANA,Punjab,75,7,GEN,GURDIP SINGH,M,,,IND,168.0,67907.0,0.25
1985,SAMANA,Punjab,75,8,GEN,PAWAN KUMAR,M,,,IND,135.0,67907.0,0.2
1985,SAMANA,Punjab,75,9,GEN,GIAN CHAND,M,,,IND,127.0,67907.0,0.19
1985,SAMANA,Punjab,75,10,GEN,PHELEL SINGH,M,,,IND,122.0,67907.0,0.18
1985,SAMANA,Punjab,75,11,GEN,NARAIN DASS,M,,,IND,120.0,67907.0,0.18
1985,SAMANA,Punjab,75,12,GEN,BGAGWAN DASS,M,,,IND,109.0,67907.0,0.16
1985,SAMANA,Punjab,75,13,GEN,GURDEV SINGH,M,,,IND,94.0,67907.0,0.14
1985,SAMANA,Punjab,75,14,GEN,KIRPAL SINGH,M,,,IND,91.0,67907.0,0.13
1985,SAMANA,Punjab,75,15,GEN,RANJIT KAUR,F,,,IND,67.0,67907.0,0.1
1985,SAMANA,Punjab,75,16,GEN,NAHER SINGH,M,,,IND,61.0,67907.0,0.09
1985,SAMANA,Punjab,75,17,GEN,JAGDISH CHAND,M,,,IND,57.0,67907.0,0.08
1985,SAMANA,Punjab,75,18,GEN,RAJEEV KUMAR,M,,,IND,50.0,67907.0,0.07
1985,SAMANA,Punjab,75,19,GEN,ROSHAN LAL,M,,,IND,48.0,67907.0,0.07
1985,SAMANA,Punjab,75,20,GEN,INDER DEV,M,,,IND,35.0,67907.0,0.05
1985,SAMANA,Punjab,75,20,GEN,JOGINDER PAL,M,,,IND,35.0,67907.0,0.05
1985,SAMANA,Punjab,75,22,GEN,VEERA SINGH,M,,,IND,31.0,67907.0,0.05
1985,PATIALA TOWN,Punjab,76,1,GEN,BRAHM MOHINDRA,M,,,INC,23087.0,49641.0,46.51
1985,PATIALA TOWN,Punjab,76,2,GEN,JATHEDAR SARDAR SINGH KOHLI,M,,,SAD,20934.0,49641.0,42.17
1985,PATIALA TOWN,Punjab,76,3,GEN,MIRMAL PANDOW,F,,,BJP,1883.0,49641.0,3.79
1985,PATIALA TOWN,Punjab,76,4,GEN,SAT PAUL SEHGAL,M,,,IND,1879.0,49641.0,3.79
1985,PATIALA TOWN,Punjab,76,5,GEN,SOM NATH,M,,,IND,1099.0,49641.0,2.21
1985,PATIALA TOWN,Punjab,76,6,GEN,RAJINDER KUMAR ALIAS KHOPA,M,,,IND,188.0,49641.0,0.38
1985,PATIALA TOWN,Punjab,76,7,GEN,RAMESH CHAND BAGHI,M,,,IND,171.0,49641.0,0.34
1985,PATIALA TOWN,Punjab,76,8,GEN,BAL MUKAND GUPTA,M,,,IND,119.0,49641.0,0.24
1985,PATIALA TOWN,Punjab,76,9,GEN,RAM PAL,M,,,IND,112.0,49641.0,0.23
1985,PATIALA TOWN,Punjab,76,10,GEN,BAIJINDER SINGH PINKI,M,,,IND,64.0,49641.0,0.13
1985,PATIALA TOWN,Punjab,76,11,GEN,AMAR NATH,M,,,IND,42.0,49641.0,0.08
1985,PATIALA TOWN,Punjab,76,12,GEN,DEEP CHAND GUPTA,M,,,IND,39.0,49641.0,0.08
1985,PATIALA TOWN,Punjab,76,13,GEN,JAGDEEP SINGH,M,,,IND,24.0,49641.0,0.05
1985,NABHA,Punjab,77,1,GEN,NARINDER SINGH,M,,,SAD,41216.0,81838.0,50.36
1985,NABHA,Punjab,77,2,GEN,GURDARSHAN SINGH,M,,,INC,36569.0,81838.0,44.68
1985,NABHA,Punjab,77,3,GEN,GURDEV SINGH,M,,,CPI,3154.0,81838.0,3.85
1985,NABHA,Punjab,77,4,GEN,SANT RAM,M,,,IND,401.0,81838.0,0.49
1985,NABHA,Punjab,77,5,GEN,JANGIR SINGH,M,,,IND,264.0,81838.0,0.32
1985,NABHA,Punjab,77,6,GEN,KAKA SINGH,M,,,IND,234.0,81838.0,0.29
1985,AMLOH,Punjab,78,1,SC,DALIP SINGH PANDHI,M,,,SAD,38639.0,69776.0,55.38
1985,AMLOH,Punjab,78,2,SC,GURDEV SINGH,M,,,INC,24206.0,69776.0,34.69
1985,AMLOH,Punjab,78,3,SC,LACHMAN SINGH,M,,,CPI,4259.0,69776.0,6.1
1985,AMLOH,Punjab,78,4,SC,SADHU SINGH,M,,,IND,1011.0,69776.0,1.45
1985,AMLOH,Punjab,78,5,SC,MANSA SINGH,M,,,IND,711.0,69776.0,1.02
1985,AMLOH,Punjab,78,6,SC,CHANAN SINGH,M,,,IND,568.0,69776.0,0.81
1985,AMLOH,Punjab,78,7,SC,SADHU SINGH DAHLIWAL,M,,,IND,192.0,69776.0,0.28
1985,AMLOH,Punjab,78,8,SC,FAQIRIA,M,,,IND,190.0,69776.0,0.27
1985,SIRHIND,Punjab,79,1,GEN,KIRPAL SINGH,M,,,SAD,46890.0,76190.0,61.54
1985,SIRHIND,Punjab,79,2,GEN,BIRDEVINDER SINGH,M,,,INC,26141.0,76190.0,34.31
1985,SIRHIND,Punjab,79,3,GEN,MANN SINGH,M,,,IND,1497.0,76190.0,1.96
1985,SIRHIND,Punjab,79,4,GEN,BHAGWANT SINGH,M,,,IND,718.0,76190.0,0.94
1985,SIRHIND,Punjab,79,5,GEN,JIWAN KUMAR,M,,,IND,416.0,76190.0,0.55
1985,SIRHIND,Punjab,79,6,GEN,BALJIT SINGH,M,,,IND,343.0,76190.0,0.45
1985,SIRHIND,Punjab,79,7,GEN,NALAK CHAND,M,,,IND,99.0,76190.0,0.13
1985,SIRHIND,Punjab,79,8,GEN,HARBANS SINGH,M,,,IND,86.0,76190.0,0.11
1985,DHURI,Punjab,80,1,GEN,SURINDER SINGH,M,,,SAD,36685.0,70265.0,52.21
1985,DHURI,Punjab,80,2,GEN,MAN SINGH,M,,,INC,25365.0,70265.0,36.1
1985,DHURI,Punjab,80,3,GEN,JUJHAR SINGH,M,,,IND,5302.0,70265.0,7.55
1985,DHURI,Punjab,80,4,GEN,AMARJIT SINGH,M,,,IND,2101.0,70265.0,2.99
1985,DHURI,Punjab,80,5,GEN,KAMLESH SINGH,M,,,IND,812.0,70265.0,1.16
1985,MALERKOTLA,Punjab,81,1,GEN,NUSRAT ALI KHAN,M,,,SAD,38139.0,76310.0,49.98
1985,MALERKOTLA,Punjab,81,2,GEN,ABDUL GAFOOR,M,,,INC,32391.0,76310.0,42.45
1985,MALERKOTLA,Punjab,81,3,GEN,ILTAFUR REHMAN,M,,,CPI,3313.0,76310.0,4.34
1985,MALERKOTLA,Punjab,81,4,GEN,KARTARA,M,,,IND,1154.0,76310.0,1.51
1985,MALERKOTLA,Punjab,81,5,GEN,AZHAR MOHAMUD,M,,,IND,510.0,76310.0,0.67
1985,MALERKOTLA,Punjab,81,6,GEN,ABRAHIM,M,,,IND,338.0,76310.0,0.44
1985,MALERKOTLA,Punjab,81,7,GEN,DEEPAK RAI,M,,,IND,224.0,76310.0,0.29
1985,MALERKOTLA,Punjab,81,8,GEN,SHABIR AHMED,M,,,IND,153.0,76310.0,0.2
1985,MALERKOTLA,Punjab,81,9,GEN,AZHAR ALI KHAN,M,,,IND,88.0,76310.0,0.12
1985,SHERPUR,Punjab,82,1,SC,GOBIND SINGH,M,,,SAD,37672.0,60779.0,61.98
