YEAR,AC_NAME,ST_NAME,AC_NO,#,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES,polled_votes,vote_percent
1957,MUKERIAN,Punjab,89,6,ST,SHANKAR SINGH (SC),M,,,IND,10516.0,165061.0,6.37
1957,KAPURTHALA,Punjab,90,1,GEN,HARNAM SINGH,M,,,INC,18274.0,30436.0,60.04
1957,KAPURTHALA,Punjab,90,2,GEN,JIWAN SINGH,M,,,IND,8687.0,30436.0,28.54
1957,KAPURTHALA,Punjab,90,3,GEN,CHHOTEY LAL,M,,,IND,2366.0,30436.0,7.77
1957,KAPURTHALA,Punjab,90,4,GEN,SHAM SINGH,M,,,IND,1109.0,30436.0,3.64
1957,SULTANPUR,Punjab,91,1,GEN,ATAMA SINGH,M,,,INC,20466.0,27549.0,74.29
1957,SULTANPUR,Punjab,91,2,GEN,JASJIT SINGH,M,,,CPI,7083.0,27549.0,25.71
1957,KARTARPUR,Punjab,92,1,ST,GURBANTA SINGH (SC),M,,,INC,34364.0,153713.0,22.36
1957,KARTARPUR,Punjab,92,2,ST,KARAM SINGH,M,,,INC,30921.0,153713.0,20.12
1957,KARTARPUR,Punjab,92,3,ST,MOTA SINGH,M,,,IND,29912.0,153713.0,19.46
1957,KARTARPUR,Punjab,92,4,ST,PIARA RAM (SC),M,,,SCF,29464.0,153713.0,19.17
1957,KARTARPUR,Punjab,92,5,ST,TULSI RAM (SC),M,,,BJS,10026.0,153713.0,6.52
1957,KARTARPUR,Punjab,92,6,ST,SANT RAM S/O GULAB RAI,M,,,BJS,9296.0,153713.0,6.05
1957,KARTARPUR,Punjab,92,7,ST,BHAGAT RAM,M,,,IND,5191.0,153713.0,3.38
1957,KARTARPUR,Punjab,92,8,ST,SAMUND SINGH,M,,,IND,4539.0,153713.0,2.95
1957,JULLUNDAR CITY NORTH EAST,Punjab,93,1,GEN,LAL CHAND,M,,,BJS,21532.0,38135.0,56.46
1957,JULLUNDAR CITY NORTH EAST,Punjab,93,2,GEN,RAM KISHAN,M,,,INC,16603.0,38135.0,43.54
1957,JULLUNDAR CITY SOUTH WEST,Punjab,94,1,GEN,JAGAT NARAIN,M,,,IND,13175.0,32906.0,40.04
1957,JULLUNDAR CITY SOUTH WEST,Punjab,94,2,GEN,SITA DEVI,F,,,INC,10095.0,32906.0,30.68
1957,JULLUNDAR CITY SOUTH WEST,Punjab,94,3,GEN,PARAS RAM (SC),M,,,SCF,4095.0,32906.0,12.44
1957,JULLUNDAR CITY SOUTH WEST,Punjab,94,4,GEN,SATISH LOOMBA,M,,,CPI,3268.0,32906.0,9.93
1957,JULLUNDAR CITY SOUTH WEST,Punjab,94,5,GEN,AMAR NATH,M,,,IND,1959.0,32906.0,5.95
1957,JULLUNDAR CITY SOUTH WEST,Punjab,94,6,GEN,KARTAR SINGH,M,,,IND,314.0,32906.0,0.95
1957,NAKODAR,Punjab,95,1,ST,SANT RAM (SC),M,,,INC,35544.0,120851.0,29.41
1957,NAKODAR,Punjab,95,2,ST,UMRAO SINGH,M,,,INC,32467.0,120851.0,26.87
1957,NAKODAR,Punjab,95,3,ST,BAKSHI RAM (SC),M,,,SCF,17679.0,120851.0,14.63
1957,NAKODAR,Punjab,95,4,ST,BEANT SINGH,M,,,CPI,15321.0,120851.0,12.68
1957,NAKODAR,Punjab,95,5,ST,BALDEV MITTER,M,,,PSP,10527.0,120851.0,8.71
1957,NAKODAR,Punjab,95,6,ST,CHARAN DASS (SC),M,,,BJS,6130.0,120851.0,5.07
1957,NAKODAR,Punjab,95,7,ST,MALKIAT SINGH (SC),M,,,IND,3183.0,120851.0,2.63
1957,NURMAHAL,Punjab,96,1,GEN,DARBARA SINGH,M,,,INC,22481.0,42179.0,53.3
1957,NURMAHAL,Punjab,96,2,GEN,HARKISHAN SINGH,M,,,CPI,17136.0,42179.0,40.63
1957,NURMAHAL,Punjab,96,3,GEN,TARA KESH,M,,,IND,1671.0,42179.0,3.96
1957,NURMAHAL,Punjab,96,4,GEN,MALAWA RAM (SC),M,,,BJS,891.0,42179.0,2.11
1957,PHILLAUR,Punjab,97,1,GEN,UDHAM SINGH,M,,,INC,17379.0,44452.0,39.1
1957,PHILLAUR,Punjab,97,2,GEN,DUNI CHAND (SC),M,,,SCF,11925.0,44452.0,26.83
1957,PHILLAUR,Punjab,97,3,GEN,GURBAX SINGH,M,,,CPI,10474.0,44452.0,23.56
1957,PHILLAUR,Punjab,97,4,GEN,HARPHOOL CHAND,M,,,BJS,4674.0,44452.0,10.51
1957,PHAGWARA,Punjab,98,1,GEN,HANS RAJ,M,,,INC,18663.0,41339.0,45.15
1957,PHAGWARA,Punjab,98,2,GEN,HARI SINGH,M,,,CPI,13070.0,41339.0,31.62
1957,PHAGWARA,Punjab,98,3,GEN,SARDHA RAM,M,,,SCF,9606.0,41339.0,23.24
1957,NAWANSHAHAR,Punjab,99,1,ST,JAGAT RAM (SC),M,,,INC,33356.0,144623.0,23.06
1957,NAWANSHAHAR,Punjab,99,2,ST,HARGURAND SINGH,M,,,INC,31815.0,144623.0,22.0
1957,NAWANSHAHAR,Punjab,99,3,ST,AJIT SINGH,M,,,CPI,28245.0,144623.0,19.53
1957,NAWANSHAHAR,Punjab,99,4,ST,RAM RAKHA (SC),M,,,SCF,28107.0,144623.0,19.43
1957,NAWANSHAHAR,Punjab,99,5,ST,PIARA LAL,M,,,BJS,15007.0,144623.0,10.38
1957,NAWANSHAHAR,Punjab,99,6,ST,PARTAP SINGH,M,,,IND,4294.0,144623.0,2.97
1957,NAWANSHAHAR,Punjab,99,7,ST,VIJAI SINGH,M,,,IND,3799.0,144623.0,2.63
1957,SAMRALA,Punjab,100,1,ST,JAGIR SINGH (SC),M,,,INC,32884.0,128062.0,25.68
1957,SAMRALA,Punjab,100,2,ST,AJMER SINGH,M,,,INC,29765.0,128062.0,23.24
1957,SAMRALA,Punjab,100,3,ST,MALL SINGH,M,,,CPI,21451.0,128062.0,16.75
1957,SAMRALA,Punjab,100,4,ST,DHAMAN SINGH (SC),M,,,SCF,18098.0,128062.0,14.13
1957,SAMRALA,Punjab,100,5,ST,SHANTI SWAROOP,M,,,PSP,12207.0,128062.0,9.53
1957,SAMRALA,Punjab,100,6,ST,NAURANG SINGH (SC),M,,,IND,8064.0,128062.0,6.3
1957,SAMRALA,Punjab,100,7,ST,JOGINDER SINGH (SC),M,,,IND,5593.0,128062.0,4.37
1957,LUDHIANA CITY,Punjab,101,1,GEN,LAJPAT RAI,M,,,BJS,14452.0,34485.0,41.91
1957,LUDHIANA CITY,Punjab,101,2,GEN,KEDAR NATH SEHGAL,M,,,INC,12405.0,34485.0,35.97
1957,LUDHIANA CITY,Punjab,101,3,GEN,KALI CHARAN,M,,,IND,5858.0,34485.0,16.99
1957,LUDHIANA CITY,Punjab,101,4,GEN,DEVI DASS,M,,,IND,987.0,34485.0,2.86
1957,LUDHIANA CITY,Punjab,101,5,GEN,DINA NATH,M,,,IND,783.0,34485.0,2.27
1957,LUDHIANA NORTH,Punjab,102,1,GEN,HARBHAGWAN,M,,,INC,14918.0,38024.0,39.23
1957,LUDHIANA NORTH,Punjab,102,2,GEN,BHARPUR SINGH,M,,,IND,9396.0,38024.0,24.71
1957,LUDHIANA NORTH,Punjab,102,3,GEN,CHANDRA PARKASH,M,,,BJS,7273.0,38024.0,19.13
1957,LUDHIANA NORTH,Punjab,102,4,GEN,MADAN LAL,M,,,CPI,4778.0,38024.0,12.57
1957,LUDHIANA NORTH,Punjab,102,5,GEN,MUKHTAR CHAND (SC),M,,,IND,1659.0,38024.0,4.36
1957,LUDHIANA SOUTH,Punjab,103,1,GEN,RAMDAYAL SINGH,M,,,INC,23015.0,32733.0,70.31
1957,LUDHIANA SOUTH,Punjab,103,2,GEN,SANT SINGH,M,,,IND,7839.0,32733.0,23.95
1957,LUDHIANA SOUTH,Punjab,103,3,GEN,BALWANT SINGH,M,,,IND,1879.0,32733.0,5.74
1957,RAIKOT,Punjab,104,1,ST,BHAG SINGH (SC),M,,,INC,39446.0,139472.0,28.28
1957,RAIKOT,Punjab,104,2,ST,WAZIR SINGH,M,,,INC,35960.0,139472.0,25.78
1957,RAIKOT,Punjab,104,3,ST,JALWANT SINGH,M,,,CPI,34055.0,139472.0,24.42
1957,RAIKOT,Punjab,104,4,ST,AJIT KUMAR (SC),M,,,SCF,30011.0,139472.0,21.52
1957,JAGRAON,Punjab,105,1,GEN,HAR PRAKASH KAUR,F,,,INC,20452.0,38158.0,53.6
1957,JAGRAON,Punjab,105,2,GEN,LACHHAMAN SINGH,M,,,IND,13247.0,38158.0,34.72
1957,JAGRAON,Punjab,105,3,GEN,LAL SINGH (SC),M,,,BJS,4459.0,38158.0,11.69
1957,SIRHIND,Punjab,106,1,ST,MIHAN SINGH (SC),M,,,INC,38436.0,128304.0,29.96
1957,SIRHIND,Punjab,106,2,ST,GAIN SINGH,M,,,INC,38000.0,128304.0,29.62
1957,SIRHIND,Punjab,106,3,ST,GURDEV SINGH,M,,,IND,24609.0,128304.0,19.18
1957,SIRHIND,Punjab,106,4,ST,MHAIN SINGH (SC),M,,,SCF,19250.0,128304.0,15.0
1957,SIRHIND,Punjab,106,5,ST,CHARANJI RAM (SC),M,,,IND,8009.0,128304.0,6.24
1957,NABHA,Punjab,107,1,GEN,BALWANT SINGH,M,,,INC,20475.0,36657.0,55.86
1957,NABHA,Punjab,107,2,GEN,GURNAM SINGH,M,,,IND,11728.0,36657.0,31.99
1957,NABHA,Punjab,107,3,GEN,SATYANDRA PARKASH,M,,,BJS,1977.0,36657.0,5.39
1957,NABHA,Punjab,107,4,GEN,CHANAN SIGH,M,,,SCF,1841.0,36657.0,5.02
1957,NABHA,Punjab,107,5,GEN,AMARJIT SINGH,M,,,IND,636.0,36657.0,1.74
1957,RAJPURA,Punjab,108,1,GEN,PREM SINGH PREM,M,,,INC,21741.0,39215.0,55.44
1957,RAJPURA,Punjab,108,2,GEN,SUNDER SINGH,M,,,CPI,11091.0,39215.0,28.28
1957,RAJPURA,Punjab,108,3,GEN,SOM PARKSAH,M,,,BJS,6383.0,39215.0,16.28
1957,PATIALA,Punjab,109,1,GEN,SURINDER SINGH,M,,,INC,24088.0,36757.0,65.53
1957,PATIALA,Punjab,109,2,GEN,GOPAL SINGH,M,,,IND,11631.0,36757.0,31.64
1957,PATIALA,Punjab,109,3,GEN,NAHAR SINGH,M,,,IND,1038.0,36757.0,2.82
1957,SAMANA,Punjab,110,1,ST,HARCHAND SINGH (SC),M,,,INC,31274.0,112484.0,27.8
1957,SAMANA,Punjab,110,2,ST,BHUPINDER SINGH,M,,,INC,29707.0,112484.0,26.41
1957,SAMANA,Punjab,110,3,ST,SURINDER NATH,M,,,IND,16470.0,112484.0,14.64
1957,SAMANA,Punjab,110,4,ST,PRITAM SINGH (SC),M,,,IND,12883.0,112484.0,11.45
1957,SAMANA,Punjab,110,5,ST,RANDHIR SINGH,M,,,CPI,12803.0,112484.0,11.38
1957,SAMANA,Punjab,110,6,ST,GURDEV SINGH (SC),M,,,SCF,7208.0,112484.0,6.41
1957,SAMANA,Punjab,110,7,ST,LAL SINGH,M,,,IND,2139.0,112484.0,1.9
1957,MALERKOTLA,Punjab,111,1,GEN,CHANDA SINGH,M,,,INC,12843.0,30790.0,41.71
1957,MALERKOTLA,Punjab,111,2,GEN,ABDUL SHAKOOR,M,,,IND,10015.0,30790.0,32.53
1957,MALERKOTLA,Punjab,111,3,GEN,AJAIB SINGH,M,,,IND,3609.0,30790.0,11.72
1957,MALERKOTLA,Punjab,111,4,GEN,CHIRANJI LAL,M,,,BJS,2646.0,30790.0,8.59
1957,MALERKOTLA,Punjab,111,5,GEN,DARE (SC),M,,,IND,1677.0,30790.0,5.45
1957,DHURI,Punjab,112,1,ST,JASDEV SINGH,M,,,INC,27628.0,113174.0,24.41
1957,DHURI,Punjab,112,2,ST,JANGIR SINGH (SC),M,,,CPI,24226.0,113174.0,21.41
1957,DHURI,Punjab,112,3,ST,HARNAM SINGH,M,,,CPI,22850.0,113174.0,20.19
1957,DHURI,Punjab,112,4,ST,LEHNA SINGH (SC),M,,,INC,22226.0,113174.0,19.64
1957,DHURI,Punjab,112,5,ST,GUJJAR SINGH (SC),M,,,IND,8477.0,113174.0,7.49
1957,DHURI,Punjab,112,6,ST,KARTAR SINGH (SC),M,,,IND,4157.0,113174.0,3.67
1957,DHURI,Punjab,112,7,ST,MALI SINGH (SC),M,,,IND,3610.0,113174.0,3.19
1957,BARNALA,Punjab,113,1,GEN,KARTAR SINGH,M,,,INC,16027.0,36890.0,43.45
1957,BARNALA,Punjab,113,2,GEN,GURBAKSHISH SINGH,M,,,IND,15608.0,36890.0,42.31
1957,BARNALA,Punjab,113,3,GEN,MUKAND LAL,M,,,CPI,4561.0,36890.0,12.36
1957,BARNALA,Punjab,113,4,GEN,MAN SINGH,M,,,IND,694.0,36890.0,1.88
1957,SANGRUR,Punjab,114,1,GEN,RAJINDER SINGH,M,,,INC,19144.0,34497.0,55.49
1957,SANGRUR,Punjab,114,2,GEN,HARDIT SINGH,M,,,CPI,15353.0,34497.0,44.51
1957,SUNAM,Punjab,115,1,ST,MAHESHINDER SINGH,M,,,IND,41248.0,153097.0,26.94
1957,SUNAM,Punjab,115,2,ST,BRISH BHAN,M,,,INC,31141.0,153097.0,20.34
1957,SUNAM,Punjab,115,3,ST,PRITAM SINGH (SC),M,,,INC,28248.0,153097.0,18.45
1957,SUNAM,Punjab,115,4,ST,PREM SINGH (SC),M,,,CPI,18478.0,153097.0,12.07
1957,SUNAM,Punjab,115,5,ST,GHUMAN,M,,,CPI,13539.0,153097.0,8.84
1957,SUNAM,Punjab,115,6,ST,SANTA SINGH (SC),M,,,IND,12630.0,153097.0,8.25
1957,SUNAM,Punjab,115,7,ST,TEHAL (SC),M,,,IND,5661.0,153097.0,3.7
1957,SUNAM,Punjab,115,8,ST,NARAYAN DATT,M,,,IND,2152.0,153097.0,1.41
1957,PHUL,Punjab,116,1,GEN,RAM NATH,M,,,INC,19442.0,36374.0,53.45
1957,PHUL,Punjab,116,2,GEN,BABU SINGH,M,,,CPI,13127.0,36374.0,36.09
1957,PHUL,Punjab,116,3,GEN,PAL KAUR,F,,,IND,3805.0,36374.0,10.46
1957,FARIDKOT,Punjab,117,1,GEN,MEHAR SINGH,M,,,INC,18579.0,38753.0,47.94
1957,FARIDKOT,Punjab,117,2,GEN,HARINDER SINGH,M,,,IND,17455.0,38753.0,45.04
1957,FARIDKOT,Punjab,117,3,GEN,JAGDISH KAUR,F,,,IND,2719.0,38753.0,7.02
1957,JAITU,Punjab,118,1,GEN,JAGDISH KAUR,F,,,IND,17017.0,37937.0,44.86
1957,JAITU,Punjab,118,2,GEN,MANJIT INDER SINGH,M,,,INC,14345.0,37937.0,37.81
1957,JAITU,Punjab,118,3,GEN,NAHAR SINGH,M,,,CPI,6575.0,37937.0,17.33
1957,BHATINDA,Punjab,119,1,GEN,HARBANS LAL,M,,,INC,16025.0,34796.0,46.05
1957,BHATINDA,Punjab,119,2,GEN,BRIJINDER SINGH,M,,,IND,15946.0,34796.0,45.83
1957,BHATINDA,Punjab,119,3,GEN,JAGDISH CHANDER,M,,,PSP,1479.0,34796.0,4.25
1957,BHATINDA,Punjab,119,4,GEN,KARTAR SINGH,M,,,IND,1346.0,34796.0,3.87
1957,PAKKA KALAN,Punjab,120,1,ST,INDER SINGH,M,,,INC,30268.0,114105.0,26.53
1957,PAKKA KALAN,Punjab,120,2,ST,DHANNA SINGH (SC),M,,,INC,30183.0,114105.0,26.45
1957,PAKKA KALAN,Punjab,120,3,ST,JANGIR SINGH,M,,,CPI,26999.0,114105.0,23.66
1957,PAKKA KALAN,Punjab,120,4,ST,JANGIR SINGH (SC),M,,,CPI,26655.0,114105.0,23.36
1957,MANSA,Punjab,121,1,ST,HARCHARAN SINGH,M,,,INC,41295.0,124252.0,33.23
1957,MANSA,Punjab,121,2,ST,KIRPAL SINGH (SC),M,,,INC,39930.0,124252.0,32.14
1957,MANSA,Punjab,121,3,ST,DHARAM SINGH,M,,,CPI,19717.0,124252.0,15.87
1957,MANSA,Punjab,121,4,ST,HARCHAND SINGH (SC),M,,,CPI,18783.0,124252.0,15.12
1957,MANSA,Punjab,121,5,ST,PRITAM SINGH (SC),M,,,IND,4527.0,124252.0,3.64
1962,KULU,Punjab,1,1,GEN,LAL CHAND,M,,,IND,8282.0,20773.0,39.87
1962,KULU,Punjab,1,2,GEN,RAGHUVIR SINGH,M,,,INC,6862.0,20773.0,33.03
1962,KULU,Punjab,1,3,GEN,RAJ KRISHAN,M,,,IND,3603.0,20773.0,17.34
1962,KULU,Punjab,1,4,GEN,NAWAL KISHORE,M,,,IND,1490.0,20773.0,7.17
1962,KULU,Punjab,1,5,GEN,GAUTAMA NATH,M,,,IND,536.0,20773.0,2.58
1962,SERAJ,Punjab,2,1,SC,BANSI RAM,M,,,IND,5755.0,10641.0,54.08
1962,SERAJ,Punjab,2,2,SC,JIT RAM,M,,,INC,3929.0,10641.0,36.92
1962,SERAJ,Punjab,2,3,SC,PULKU,M,,,IND,957.0,10641.0,8.99
1962,PALAMPUR,Punjab,3,1,GEN,PRATAP SINGH,M,,,INC,11757.0,30689.0,38.31
1962,PALAMPUR,Punjab,3,2,GEN,BANSI RAM,M,,,CPI,10582.0,30689.0,34.48
1962,PALAMPUR,Punjab,3,3,GEN,PARMESHWARI DASS,M,,,IND,6357.0,30689.0,20.71
1962,PALAMPUR,Punjab,3,4,GEN,BHAGI RAM,M,,,IND,1993.0,30689.0,6.49
1962,KANGRA,Punjab,4,1,GEN,AMAR NATH,M,,,INC,11436.0,30789.0,37.14
1962,KANGRA,Punjab,4,2,GEN,DURGA CHAND,M,,,JS,11131.0,30789.0,36.15
1962,KANGRA,Punjab,4,3,GEN,DHANI RAM,M,,,IND,3063.0,30789.0,9.95
1962,KANGRA,Punjab,4,4,GEN,BIDHI SINGH,M,,,IND,2065.0,30789.0,6.71
1962,KANGRA,Punjab,4,5,GEN,CHANDER SHEIKHAR,M,,,IND,1093.0,30789.0,3.55
1962,KANGRA,Punjab,4,6,GEN,POHLO RAM,M,,,IND,1047.0,30789.0,3.4
1962,KANGRA,Punjab,4,7,GEN,CHANDAR MANI,M,,,IND,673.0,30789.0,2.19
1962,KANGRA,Punjab,4,8,GEN,SANT RAM,M,,,PSP,281.0,30789.0,0.91
1962,DHARAMSALA,Punjab,5,1,GEN,HARI RAM,M,,,INC,15459.0,21161.0,73.05
1962,DHARAMSALA,Punjab,5,2,GEN,HARI KISHAN,M,,,IND,5702.0,21161.0,26.95
1962,NURPUR,Punjab,6,1,GEN,RAM CHANDRA,M,,,INC,12811.0,32194.0,39.79
1962,NURPUR,Punjab,6,2,GEN,SUDARSHAN SINGH,M,,,IND,11092.0,32194.0,34.45
1962,NURPUR,Punjab,6,3,GEN,TILAK RAJ,M,,,CPI,3692.0,32194.0,11.47
1962,NURPUR,Punjab,6,4,GEN,DHANI RAM,M,,,IND,1731.0,32194.0,5.38
1962,NURPUR,Punjab,6,5,GEN,JHANDU RAM,M,,,IND,1636.0,32194.0,5.08
1962,NURPUR,Punjab,6,6,GEN,ROMAL SINGH,M,,,IND,1232.0,32194.0,3.83
1962,DERA GOPIPUR,Punjab,7,1,GEN,MEHAR SINGH,M,,,INC,10594.0,31675.0,33.45
1962,DERA GOPIPUR,Punjab,7,2,GEN,CHURA MANI,M,,,IND,8935.0,31675.0,28.21
1962,DERA GOPIPUR,Punjab,7,3,GEN,PARAS RAM S/O JAI KARAN DASS,M,,,CPI,6515.0,31675.0,20.57
1962,DERA GOPIPUR,Punjab,7,4,GEN,PARAS RAM S/O JANTU,M,,,IND,3206.0,31675.0,10.12
1962,DERA GOPIPUR,Punjab,7,5,GEN,PARMODH SINGH,M,,,IND,2425.0,31675.0,7.66
1962,HAMIRPUR,Punjab,8,1,SC,RUP SINGH PHUL,M,,,INC,14481.0,20340.0,71.19
1962,HAMIRPUR,Punjab,8,2,SC,SHANKAR SINGH,M,,,REP,5298.0,20340.0,26.05
1962,HAMIRPUR,Punjab,8,3,SC,JAGAT SINGH,M,,,IND,561.0,20340.0,2.76
1962,BARSAR,Punjab,9,1,GEN,SARLA DEVI,F,,,INC,25285.0,39192.0,64.52
1962,BARSAR,Punjab,9,2,GEN,BHAG SINGH,M,,,IND,13907.0,39192.0,35.48
1962,NALAGARH,Punjab,10,1,SC,DASONDHI RAM,M,,,IND,14501.0,31735.0,45.69
1962,NALAGARH,Punjab,10,2,SC,ROSHAN LAL,M,,,INC,8175.0,31735.0,25.76
1962,NALAGARH,Punjab,10,3,SC,SOM NATH,M,,,JS,4363.0,31735.0,13.75
1962,NALAGARH,Punjab,10,4,SC,SARWAN SINGH S/O HARNAM SINGH,M,,,IND,1996.0,31735.0,6.29
1962,NALAGARH,Punjab,10,5,SC,SANT RAM,M,,,REP,1763.0,31735.0,5.56
1962,NALAGARH,Punjab,10,6,SC,BHAN SINGH,M,,,IND,679.0,31735.0,2.14
1962,NALAGARH,Punjab,10,7,SC,SARWAN SINGH S/O JAIMAL SINGH,M,,,IND,258.0,31735.0,0.81
1962,RUPAR,Punjab,11,1,GEN,SHAMSHER SINGH,M,,,CPI,13542.0,35738.0,37.89
1962,RUPAR,Punjab,11,2,GEN,SADHU SINGH,M,,,INC,12192.0,35738.0,34.11
1962,RUPAR,Punjab,11,3,GEN,BABU RAM,M,,,IND,4688.0,35738.0,13.12
1962,RUPAR,Punjab,11,4,GEN,RAJINDAR SINGH,M,,,IND,4412.0,35738.0,12.35
1962,RUPAR,Punjab,11,5,GEN,NARINDAR NATH,M,,,IND,904.0,35738.0,2.53
1962,MORINDA,Punjab,12,1,SC,AJAIB SINGH,M,,,AD,19592.0,40336.0,48.57
1962,MORINDA,Punjab,12,2,SC,PRITHVI SINGH AZAD,M,,,INC,19320.0,40336.0,47.9
1962,MORINDA,Punjab,12,3,SC,PIARA SINGH,M,,,IND,1083.0,40336.0,2.68
1962,MORINDA,Punjab,12,4,SC,FAQIR CHAND,M,,,IND,341.0,40336.0,0.85
1962,CHANDIGARH,Punjab,13,1,GEN,NARINJAN SINGH TALIB,M,,,INC,24418.0,62351.0,39.16
1962,CHANDIGARH,Punjab,13,2,GEN,AMRIK SINGH,M,,,IND,17946.0,62351.0,28.78
1962,CHANDIGARH,Punjab,13,3,GEN,GURBAKSH SINGH,M,,,CPI,10176.0,62351.0,16.32
1962,CHANDIGARH,Punjab,13,4,GEN,RAM MURTI,M,,,JS,7596.0,62351.0,12.18
1962,CHANDIGARH,Punjab,13,5,GEN,KHARAK SINGH,M,,,IND,1428.0,62351.0,2.29
1962,CHANDIGARH,Punjab,13,6,GEN,PIYARA SINGH,M,,,IND,787.0,62351.0,1.26
1962,NARAINGARH,Punjab,14,1,GEN,JAGJIT SINGH,M,,,IND,26903.0,45325.0,59.36
1962,NARAINGARH,Punjab,14,2,GEN,SADHU RAM,M,,,INC,18422.0,45325.0,40.64
1962,SADHAURA,Punjab,15,1,GEN,GULAB SINGH,M,,,INC,17782.0,39407.0,45.12
1962,SADHAURA,Punjab,15,2,GEN,TELU RAM,M,,,CPI,10217.0,39407.0,25.93
1962,SADHAURA,Punjab,15,3,GEN,PURAN SINGH,M,,,JS,9731.0,39407.0,24.69
1962,SADHAURA,Punjab,15,4,GEN,HOSHIARA,M,,,IND,908.0,39407.0,2.3
1962,SADHAURA,Punjab,15,5,GEN,RAM DIYA,M,,,IND,769.0,39407.0,1.95
1962,JAGADHRI,Punjab,16,1,GEN,SHANNO DEVI,F,,,INC,17791.0,43664.0,40.75
1962,JAGADHRI,Punjab,16,2,GEN,INDER SAIN,M,,,JS,12801.0,43664.0,29.32
1962,JAGADHRI,Punjab,16,3,GEN,JAI GOPAL,M,,,PSP,10663.0,43664.0,24.42
1962,JAGADHRI,Punjab,16,4,GEN,DURGA DASS,M,,,SWA,1073.0,43664.0,2.46
1962,JAGADHRI,Punjab,16,5,GEN,CHAMAN LAL,M,,,IND,586.0,43664.0,1.34
1962,JAGADHRI,Punjab,16,6,GEN,PARMA NAND,M,,,IND,394.0,43664.0,0.9
1962,JAGADHRI,Punjab,16,7,GEN,CHAMAN LAL LUTHRA,M,,,IND,356.0,43664.0,0.82
1962,MOLANA,Punjab,17,1,SC,RAM PARKASH,M,,,INC,22674.0,40998.0,55.31
1962,MOLANA,Punjab,17,2,SC,RAM PARSHAD,M,,,REP,8423.0,40998.0,20.54
1962,MOLANA,Punjab,17,3,SC,INDER RAJ,M,,,JS,5938.0,40998.0,14.48
1962,MOLANA,Punjab,17,4,SC,SADHU RAM,M,,,PSP,1929.0,40998.0,4.71
1962,MOLANA,Punjab,17,5,SC,KHAZAN SINGH,M,,,SWA,1192.0,40998.0,2.91
1962,MOLANA,Punjab,17,6,SC,DHARAM PAL,M,,,IND,842.0,40998.0,2.05
1962,AMBALA CANTONMENT,Punjab,18,1,GEN,DEV RAJ,M,,,INC,17348.0,33091.0,52.43
1962,AMBALA CANTONMENT,Punjab,18,2,GEN,SOHAN LAL,M,,,JS,13056.0,33091.0,39.45
1962,AMBALA CANTONMENT,Punjab,18,3,GEN,JAGAN NATH,M,,,IND,2138.0,33091.0,6.46
1962,AMBALA CANTONMENT,Punjab,18,4,GEN,DAYA SINGH,M,,,IND,549.0,33091.0,1.66
1962,AMBALA CITY,Punjab,19,1,GEN,ABDUL GHAFFAR KHAN,M,,,INC,19750.0,46452.0,42.52
1962,AMBALA CITY,Punjab,19,2,GEN,RAGHBIR SHARAN,M,,,JS,15210.0,46452.0,32.74
1962,AMBALA CITY,Punjab,19,3,GEN,KARTAR SINGH,M,,,AD,9820.0,46452.0,21.14
1962,AMBALA CITY,Punjab,19,4,GEN,ROSHAN LAL,M,,,IND,1022.0,46452.0,2.2
1962,AMBALA CITY,Punjab,19,5,GEN,OM PARKASH,M,,,IND,650.0,46452.0,1.4
1962,SIMLA,Punjab,20,1,GEN,GIAN CHAND,M,,,INC,10185.0,23207.0,43.89
1962,SIMLA,Punjab,20,2,GEN,GAURI SHANKAR,M,,,PSP,4857.0,23207.0,20.93
1962,SIMLA,Punjab,20,3,GEN,PRAKASH CHAND,M,,,IND,3710.0,23207.0,15.99
1962,SIMLA,Punjab,20,4,GEN,TEK CHAND,M,,,JS,3622.0,23207.0,15.61
1962,SIMLA,Punjab,20,5,GEN,SHIV DATT,M,,,IND,341.0,23207.0,1.47
1962,SIMLA,Punjab,20,6,GEN,BASHESHAR DAYAL,M,,,IND,278.0,23207.0,1.2
1962,SIMLA,Punjab,20,7,GEN,LAJJA,F,,,IND,120.0,23207.0,0.52
1962,SIMLA,Punjab,20,8,GEN,SHAKUNTLA,F,,,SWA,94.0,23207.0,0.41
1962,THANESAR,Punjab,21,1,GEN,BENARSI DASS,M,,,INC,15726.0,47273.0,33.27
1962,THANESAR,Punjab,21,2,GEN,BARYAM SINGH,M,,,JS,15511.0,47273.0,32.81
1962,THANESAR,Punjab,21,3,GEN,BALDEV SINGH,M,,,SWA,7418.0,47273.0,15.69
1962,THANESAR,Punjab,21,4,GEN,VIRENDRA KUMAR,M,,,PSP,2832.0,47273.0,5.99
1962,THANESAR,Punjab,21,5,GEN,RANJIT SINGH,M,,,IND,2607.0,47273.0,5.51
1962,THANESAR,Punjab,21,6,GEN,HARNAM SINGH,M,,,CPI,1967.0,47273.0,4.16
1962,THANESAR,Punjab,21,7,GEN,JOGINDER SINGH,M,,,IND,765.0,47273.0,1.62
1962,THANESAR,Punjab,21,8,GEN,ATMA RAM,M,,,IND,447.0,47273.0,0.95
1962,RADAUR,Punjab,22,1,SC,RAN SINGH,M,,,INC,18092.0,44688.0,40.49
