AC_NO,party_name,ST_CD,O.S.N.,NAME,EVM Votes,Postal Votes,VOTES,vote_percent,ST_NAME,AC_NAME,Migrant Votes,polled_votes,#,Vote %,Deposit Threshold,color_code,YEAR,PARTY,a_constituency,Category,District,p_constituency,Region
16,Bharatiya Janata Party,S18,1,NAURI NAYAK,73822,255,74077,47.56,Odisha,Rengali,0,155749,1,47.56178209811941,1,#00A951,2019,BJP,Rengali,SC,Sambalpur,Sambalpur,Northern Division
16,Indian National Congress,S18,2,BALAKRUSHNA ROHIDAS,9776,23,9799,6.29,Odisha,Rengali,0,155749,3,6.291533172,0,#3498DB,2019,INC,Rengali,SC,Sambalpur,Sambalpur,Northern Division
16,Biju Janata Dal,S18,3,REENA TANTY,67195,139,67334,43.23,Odisha,Rengali,0,155749,2,43.23238030420741,1,#03A31F,2019,BJD,Rengali,SC,Sambalpur,Sambalpur,Northern Division
16,Independent,S18,4,BIDYADHAR PANDAV,1154,0,1154,0.74,Odisha,Rengali,0,155749,5,0.7409357363450166,0,#CEB58C,2019,IND,Rengali,SC,Sambalpur,Sambalpur,Northern Division
16,Independent,S18,5,SUBAL SINGH,888,0,888,0.57,Odisha,Rengali,0,155749,6,0.5701481229413994,0,#CEB58C,2019,IND,Rengali,SC,Sambalpur,Sambalpur,Northern Division
16,None of the Above,S18,6,NOTA,2492,5,2497,1.6,Odisha,Rengali,0,155749,4,1.6032205664241823,0,#DDD1CA,2019,NOTA,Rengali,SC,Sambalpur,Sambalpur,Northern Division
17,Indian National Congress,S18,1,DR. ASWINI KUMAR PUJAHARI,11610,42,11652,9.05,Odisha,Sambalpur,0,128789,3,9.047356529,0,#3498DB,2019,INC,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,Bharatiya Janata Party,S18,2,JAYA NARAYAN MISHRA,57209,140,57349,44.53,Odisha,Sambalpur,0,128789,1,44.529424096778456,1,#00A951,2019,BJP,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,Bahujan Samaj Party,S18,3,DILIP SINGH,2081,3,2084,1.62,Odisha,Sambalpur,0,128789,4,1.618150618453439,0,#22409A,2019,BSP,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,Biju Janata Dal,S18,4,DR. RASESWARI PANIGRAHI,52811,158,52969,41.13,Odisha,Sambalpur,0,128789,2,41.128512528243874,1,#03A31F,2019,BJD,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,Paschimanchal Vikas Party,S18,5,LAXMAN KUMAR BHOI,232,0,232,0.18,Odisha,Sambalpur,0,128789,10,0.1801396081963521,0,#004274,2019,PVP,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,Independent,S18,6,Jayabrata Dey,1863,4,1867,1.45,Odisha,Sambalpur,0,128789,5,1.4496579676835757,0,#CEB58C,2019,IND,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,Independent,S18,7,JAYASHREE MISHRA,313,0,313,0.24,Odisha,Sambalpur,0,128789,9,0.2430331782993889,0,#CEB58C,2019,IND,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,Independent,S18,8,PRABHAS PRUSETH,401,1,402,0.31,Odisha,Sambalpur,0,128789,8,0.3121384590298861,0,#CEB58C,2019,IND,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,Independent,S18,9,PRAGNYA PATNAIK,657,3,660,0.51,Odisha,Sambalpur,0,128789,7,0.5124661267654846,0,#CEB58C,2019,IND,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
17,None of the Above,S18,10,NOTA,1257,4,1261,0.98,Odisha,Sambalpur,0,128789,6,0.9791208876534486,0,#DDD1CA,2019,NOTA,Sambalpur,GEN,Sambalpur,Sambalpur,Northern Division
18,Indian National Congress,S18,1,ASSAF ALI KHAN,42339,140,42479,28.22,Odisha,Rairakhol,0,150524,2,28.22074885068162,1,#3498DB,2019,INC,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
18,Bharatiya Janata Party,S18,2,Debendra Mohapatra,41837,190,42027,27.92,Odisha,Rairakhol,0,150524,3,27.920464510642823,1,#00A951,2019,BJP,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
18,Biju Janata Dal,S18,3,Rohit Pujari,57014,97,57111,37.94,Odisha,Rairakhol,0,150524,1,37.94145784061014,1,#03A31F,2019,BJD,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
18,Bahujan Samaj Party,S18,4,Sanket Bahidar,938,0,938,0.62,Odisha,Rairakhol,0,150524,8,0.6231564401690096,0,#22409A,2019,BSP,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
18,Aam Aadmi Party,S18,5,ANAND KUMAR SAMAL,1358,1,1359,0.9,Odisha,Rairakhol,0,150524,7,0.9028460577715182,0,#0080C0,2019,AAP,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
18,Paschimanchal Vikas Party,S18,6,Janak Ram Rana,456,0,456,0.3,Odisha,Rairakhol,0,150524,9,0.3029417235789641,0,#004274,2019,PVP,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
18,Independent,S18,7,Jayalal Behera,1712,3,1715,1.14,Odisha,Rairakhol,0,150524,6,1.1393531928463236,0,#CEB58C,2019,IND,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
18,Independent,S18,8,Samar Kumar Pradhan,2703,11,2714,1.8,Odisha,Rairakhol,0,150524,4,1.803034732,0,#CEB58C,2019,IND,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
18,None of the Above,S18,9,NOTA,1722,3,1725,1.15,Odisha,Rairakhol,0,150524,5,1.1459966516967397,0,#DDD1CA,2019,NOTA,Rairakhol,GEN,Sambalpur,Sambalpur,Northern Division
19,Indian National Congress,S18,1,Uma Shankar Sahu,27367,59,27426,15.32,Odisha,Deogarh,0,179063,3,15.316397022277076,0,#3498DB,2019,INC,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Bahujan Samaj Party,S18,2,Kandarpa Patra,1831,0,1831,1.02,Odisha,Deogarh,0,179063,4,1.022545137744816,0,#22409A,2019,BSP,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Biju Janata Dal,S18,3,Romancha Ranjan Biswal,67177,72,67249,37.56,Odisha,Deogarh,0,179063,2,37.55605568989685,1,#03A31F,2019,BJD,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Bharatiya Janata Party,S18,4,Subash Chandra Panigrahi,74055,300,74355,41.52,Odisha,Deogarh,0,179063,1,41.52449138012878,1,#00A951,2019,BJP,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Kosal Janata Dal,S18,5,Alaka Pradhan,1144,3,1147,0.64,Odisha,Deogarh,0,179063,7,0.6405566755834539,0,#004274,2019,Others,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,"Proutist Bloc, India",S18,6,Dolakara Bhoi,969,0,969,0.54,Odisha,Deogarh,0,179063,8,0.5411503213952631,0,#004274,2019,Others,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Hindusthan Nirman Dal,S18,7,Satyabrata Panigrahi,460,0,460,0.26,Odisha,Deogarh,0,179063,13,0.2568928254301559,0,#004274,2019,HND,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Independent,S18,8,Dolagobinda Naik,453,0,453,0.25,Odisha,Deogarh,0,179063,14,0.2529835867823056,0,#CEB58C,2019,IND,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Independent,S18,9,Narendra Kumar Pradhan,709,2,711,0.4,Odisha,Deogarh,0,179063,10,0.3970669540887843,0,#CEB58C,2019,IND,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Independent,S18,10,Prahallad Charan Garnayak,539,0,539,0.3,Odisha,Deogarh,0,179063,12,0.3010113758844652,0,#CEB58C,2019,IND,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Independent,S18,11,Manoranjan Mishra,557,0,557,0.31,Odisha,Deogarh,0,179063,11,0.311063704,0,#CEB58C,2019,IND,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Independent,S18,12,Mukesh Kumar Mahanayak,1255,1,1256,0.7,Odisha,Deogarh,0,179063,6,0.7014291059571213,0,#CEB58C,2019,IND,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,Independent,S18,13,Romanchala Khadiratna,797,0,797,0.45,Odisha,Deogarh,0,179063,9,0.445094743,0,#CEB58C,2019,IND,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
19,None of the Above,S18,14,NOTA,1309,4,1313,0.73,Odisha,Deogarh,0,179063,5,0.7332614778039015,0,#DDD1CA,2019,NOTA,Deogarh,GEN,Deogarh,Sambalpur,Northern Division
20,Bharatiya Janata Party,S18,1,DHANURJAYA SIDU,68004,224,68228,38.63,Odisha,Telkoi,0,176614,2,38.63113909429604,1,#00A951,2019,BJP,Telkoi,ST,Keonjhar,Keonjhar,Northern Division
20,Indian National Congress,S18,2,PRASHANT KUMAR DALEI,23471,37,23508,13.31,Odisha,Telkoi,0,176614,3,13.310383095337857,0,#3498DB,2019,INC,Telkoi,ST,Keonjhar,Keonjhar,Northern Division
20,Biju Janata Dal,S18,3,PREMANANDA NAYAK,74056,92,74148,41.98,Odisha,Telkoi,0,176614,1,41.98308174889873,1,#03A31F,2019,BJD,Telkoi,ST,Keonjhar,Keonjhar,Northern Division
20,Bahujan Samaj Party,S18,4,BIDESHI DEHURI,1822,0,1822,1.03,Odisha,Telkoi,0,176614,6,1.031628296737518,0,#22409A,2019,BSP,Telkoi,ST,Keonjhar,Keonjhar,Northern Division
20,All India Forward Bloc,S18,5,AJAYA KUMAR NAYAK,1261,2,1263,0.72,Odisha,Telkoi,0,176614,8,0.7151188467505407,0,#004274,2019,AIFB,Telkoi,ST,Keonjhar,Keonjhar,Northern Division
20,Bahujan Mukti Party,S18,6,TUTU NAIK,1494,1,1495,0.85,Odisha,Telkoi,0,176614,7,0.8464787615930787,0,#004274,2019,BMP,Telkoi,ST,Keonjhar,Keonjhar,Northern Division
20,Hindusthan Nirman Dal,S18,7,RABI HASDA,1853,0,1853,1.05,Odisha,Telkoi,0,176614,5,1.0491806991518229,0,#004274,2019,HND,Telkoi,ST,Keonjhar,Keonjhar,Northern Division
20,None of the Above,S18,8,NOTA,4297,0,4297,2.43,Odisha,Telkoi,0,176614,4,2.4329894572344206,0,#DDD1CA,2019,NOTA,Telkoi,ST,Keonjhar,Keonjhar,Northern Division
21,Indian National Congress,S18,1,Niranjan Patnaik,54003,125,54128,31.16,Odisha,Ghasipura,0,173710,2,31.15997928,1,#3498DB,2019,INC,Ghasipura,GEN,Keonjhar,Keonjhar,Northern Division
21,Bharatiya Janata Party,S18,2,Prithviraj Kuanr,27463,116,27579,15.88,Odisha,Ghasipura,0,173710,3,15.876460767946575,0,#00A951,2019,BJP,Ghasipura,GEN,Keonjhar,Keonjhar,Northern Division
21,Biju Janata Dal,S18,3,Badri Narayan Patra,86598,218,86816,49.98,Odisha,Ghasipura,0,173710,1,49.97754878821024,1,#03A31F,2019,BJD,Ghasipura,GEN,Keonjhar,Keonjhar,Northern Division
21,Hindusthan Nirman Dal,S18,4,Kishor Kumar Palei,867,0,867,0.5,Odisha,Ghasipura,0,173710,6,0.4991077082493811,0,#004274,2019,HND,Ghasipura,GEN,Keonjhar,Keonjhar,Northern Division
21,Kalinga Sena,S18,5,Jagabandhu Mahanta,742,1,743,0.43,Odisha,Ghasipura,0,173710,7,0.4277243681998733,0,#004274,2019,KS,Ghasipura,GEN,Keonjhar,Keonjhar,Northern Division
21,All India Forward Bloc,S18,6,Rabinarayan Hota,573,0,573,0.33,Odisha,Ghasipura,0,173710,8,0.3298601116803868,0,#004274,2019,AIFB,Ghasipura,GEN,Keonjhar,Keonjhar,Northern Division
21,Independent,S18,7,Sukumar Puhan,1425,0,1425,0.82,Odisha,Ghasipura,0,173710,5,0.8203327384721663,0,#CEB58C,2019,IND,Ghasipura,GEN,Keonjhar,Keonjhar,Northern Division
21,None of the Above,S18,8,NOTA,1579,0,1579,0.91,Odisha,Ghasipura,0,173710,4,0.9089862414368776,0,#DDD1CA,2019,NOTA,Ghasipura,GEN,Keonjhar,Keonjhar,Northern Division
22,Bharatiya Janata Party,S18,1,Alok Kumar Sethy,31398,156,31554,18.51,Odisha,Anandapur,0,170429,3,18.514454699610983,1,#00A951,2019,BJP,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
22,Indian National Congress,S18,2,Jayadev Jena,45496,161,45657,26.79,Odisha,Anandapur,0,170429,2,26.78945484629963,1,#3498DB,2019,INC,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
22,Biju Janata Dal,S18,3,Bhagirathi Sethy,89653,197,89850,52.72,Odisha,Anandapur,0,170429,1,52.71990095582325,1,#03A31F,2019,BJD,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
22,Hindusthan Nirman Dal,S18,4,Akhil Charan Jena,685,0,685,0.4,Odisha,Anandapur,0,170429,5,0.4019269021117297,0,#004274,2019,HND,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
22,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,5,ANAM MUKHI,419,0,419,0.25,Odisha,Anandapur,0,170429,7,0.2458501780800215,0,#004274,2019,SUCI,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
22,All India Forward Bloc,S18,6,Narendra Kumar Jena,362,0,362,0.21,Odisha,Anandapur,0,170429,9,0.2124051657875126,0,#004274,2019,AIFB,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
22,Bahujan Mukti Party,S18,7,Shantilata Karua,386,1,387,0.23,Odisha,Anandapur,0,170429,8,0.2270740308280867,0,#004274,2019,BMP,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
22,Independent,S18,8,Basudev Jena,486,0,486,0.29,Odisha,Anandapur,0,170429,6,0.2851627363887601,0,#CEB58C,2019,IND,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
22,None of the Above,S18,9,NOTA,1029,0,1029,0.6,Odisha,Anandapur,0,170429,4,0.6037704850700292,0,#DDD1CA,2019,NOTA,Anandpur,SC,Keonjhar,Keonjhar,Northern Division
23,Biju Janata Dal,S18,1,Jagannath Naik,70181,129,70310,43.72,Odisha,Patna,0,160828,1,43.717511876041485,1,#03A31F,2019,BJD,Patna,ST,Keonjhar,Keonjhar,Northern Division
23,Indian National Congress,S18,2,Binod Bihari Naik,13029,29,13058,8.12,Odisha,Patna,0,160828,3,8.119232969,0,#3498DB,2019,INC,Patna,ST,Keonjhar,Keonjhar,Northern Division
23,Bharatiya Janata Party,S18,3,Bhabani Sankar Nayak,62172,342,62514,38.87,Odisha,Patna,0,160828,2,38.87009724674808,1,#00A951,2019,BJP,Patna,ST,Keonjhar,Keonjhar,Northern Division
23,Bahujan Samaj Party,S18,4,Lokanath Naik,1298,1,1299,0.81,Odisha,Patna,0,160828,7,0.8076951774566619,0,#22409A,2019,BSP,Patna,ST,Keonjhar,Keonjhar,Northern Division
23,Bahujan Mukti Party,S18,5,Pitambar Birua,1110,1,1111,0.69,Odisha,Patna,0,160828,8,0.6908001094336808,0,#004274,2019,BMP,Patna,ST,Keonjhar,Keonjhar,Northern Division
23,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,6,Benudhar Sardar,1932,2,1934,1.2,Odisha,Patna,0,160828,5,1.202526923172582,0,#004274,2019,SUCI,Patna,ST,Keonjhar,Keonjhar,Northern Division
23,Hindusthan Nirman Dal,S18,7,Hrushikesh Naik,838,2,840,0.52,Odisha,Patna,0,160828,9,0.522297112,0,#004274,2019,HND,Patna,ST,Keonjhar,Keonjhar,Northern Division
23,Independent,S18,8,Akhila Chandra Naik,8043,31,8074,5.02,Odisha,Patna,0,160828,4,5.020270102221006,0,#CEB58C,2019,IND,Patna,ST,Keonjhar,Keonjhar,Northern Division
23,None of the Above,S18,9,NOTA,1688,0,1688,1.05,Odisha,Patna,0,160828,6,1.0495684830999576,0,#DDD1CA,2019,NOTA,Patna,ST,Keonjhar,Keonjhar,Northern Division
24,Indian National Congress,S18,1,Bidyadhar Dehury,14531,22,14553,8.42,Odisha,Keonjhar,0,172819,3,8.420949085459354,0,#3498DB,2019,INC,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,Biju Janata Dal,S18,2,Madhaba Sardar,71557,79,71636,41.45,Odisha,Keonjhar,0,172819,2,41.45146077688217,1,#03A31F,2019,BJD,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,Bharatiya Janata Party,S18,3,Mohan Charan Majhi,72518,242,72760,42.1,Odisha,Keonjhar,0,172819,1,42.10185222689635,1,#00A951,2019,BJP,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,Bahujan Samaj Party,S18,4,Ram Prasad Hembram,1508,1,1509,0.87,Odisha,Keonjhar,0,172819,7,0.8731678808464347,0,#22409A,2019,BSP,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,Bahujan Mukti Party,S18,5,Jayasing Munda,685,0,685,0.4,Odisha,Keonjhar,0,172819,10,0.3963684548573942,0,#004274,2019,BMP,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,All India Forward Bloc,S18,6,Ranjit Munda,829,1,830,0.48,Odisha,Keonjhar,0,172819,9,0.4802712664695433,0,#004274,2019,AIFB,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,Independent,S18,7,Ganesh Chandra Munda,3992,0,3992,2.31,Odisha,Keonjhar,0,172819,4,2.309931199694478,0,#CEB58C,2019,IND,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,Independent,S18,8,Manmay Bilas Tio,1470,0,1470,0.85,Odisha,Keonjhar,0,172819,8,0.850600918,0,#CEB58C,2019,IND,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,Independent,S18,9,Subarna Naik,3210,14,3224,1.87,Odisha,Keonjhar,0,172819,5,1.8655356181901293,0,#CEB58C,2019,IND,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
24,None of the Above,S18,10,NOTA,2158,2,2160,1.25,Odisha,Keonjhar,0,172819,6,1.249862573,0,#DDD1CA,2019,NOTA,Keonjhar,ST,Keonjhar,Keonjhar,Northern Division
25,Bahujan Samaj Party,S18,1,Kailash Chandra Tanti,1999,3,2002,1.19,Odisha,Champua,0,168851,5,1.185660730466506,0,#22409A,2019,BSP,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Biju Janata Dal,S18,2,Minakshi Mahanta,89383,142,89525,53.02,Odisha,Champua,0,168851,1,53.02011833,1,#03A31F,2019,BJD,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Bharatiya Janata Party,S18,3,Murali Manohar Sharma,62945,172,63117,37.38,Odisha,Champua,0,168851,2,37.380293868558674,1,#00A951,2019,BJP,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Indian National Congress,S18,4,Jadumani Barik,4192,25,4217,2.5,Odisha,Champua,0,168851,3,2.4974681820066214,0,#3498DB,2019,INC,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Kalinga Sena,S18,5,Ganga Mahakud,430,0,430,0.25,Odisha,Champua,0,168851,16,0.2546623946556431,0,#004274,2019,KS,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Akhil Bharat Hindu Mahasabha,S18,6,Dinabandhu Kar,500,0,500,0.3,Odisha,Champua,0,168851,13,0.2961190635530734,0,#004274,2019,ABHM,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Communist Party of India  (Marxist-Leninist)  (Liberation),S18,7,Pancharatna Mahakud,446,0,446,0.26,Odisha,Champua,0,168851,15,0.2641382046893414,0,#F27A67,2019,CPI(M)(L),Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Rashtriya Indepndent Morcha,S18,8,Purna Chandra Mahanta,689,0,689,0.41,Odisha,Champua,0,168851,10,0.4080520695761352,0,#004274,2019,RIM,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,All India Forward Bloc,S18,9,Ratikanta Parida,461,0,461,0.27,Odisha,Champua,0,168851,14,0.2730217765959337,0,#004274,2019,AIFB,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Bhartiya Mitra Party,S18,10,Rajen Munda,1318,1,1319,0.78,Odisha,Champua,0,168851,6,0.7811620896530077,0,#004274,2019,BMP,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Hindusthan Nirman Dal,S18,11,Sushil Kumar Mahanta,429,1,430,0.25,Odisha,Champua,0,168851,16,0.2546623946556431,0,#004274,2019,HND,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Independent,S18,12,Gurubux Singh Ahluwalia,535,0,535,0.32,Odisha,Champua,0,168851,12,0.3168473980017885,0,#CEB58C,2019,IND,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Independent,S18,13,Trilochan Palei,1052,1,1053,0.62,Odisha,Champua,0,168851,7,0.6236267478427726,0,#CEB58C,2019,IND,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Independent,S18,14,Mahendra Kumar Giri,589,1,590,0.35,Odisha,Champua,0,168851,11,0.3494204949926266,0,#CEB58C,2019,IND,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Independent,S18,15,Srimanta Kumar Tripathy,2000,5,2005,1.19,Odisha,Champua,0,168851,4,1.1874374448478244,0,#CEB58C,2019,IND,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,Independent,S18,16,Sahadev Behera,782,0,782,0.46,Odisha,Champua,0,168851,8,0.4631302153970068,0,#CEB58C,2019,IND,Champua,GEN,Keonjhar,Keonjhar,Northern Division
25,None of the Above,S18,17,NOTA,750,0,750,0.44,Odisha,Champua,0,168851,9,0.4441785953296101,0,#DDD1CA,2019,NOTA,Champua,GEN,Keonjhar,Keonjhar,Northern Division
26,All India Trinamool Congress,S18,1,AKSHAY KUMAR NAIK,2121,2,2123,1.33,Odisha,Jashipur,0,160118,5,1.3258971508512472,0,#00FF00,2019,AITC,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,Bharatiya Janata Party,S18,2,GANESH RAM SING KHUNTIA,58333,375,58708,36.67,Odisha,Jashipur,0,160118,1,36.66545922382243,1,#00A951,2019,BJP,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,Biju Janata Dal,S18,3,GOLAKBIHARI NAYAK,50034,122,50156,31.32,Odisha,Jashipur,0,160118,2,31.32439825628599,1,#03A31F,2019,BJD,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,Indian National Congress,S18,4,MAHENDRA NATH NAYAK,9023,16,9039,5.65,Odisha,Jashipur,0,160118,4,5.6452116564034025,0,#3498DB,2019,INC,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,Ambedkar National Congress,S18,5,JAGANNATH SOREN,659,3,662,0.41,Odisha,Jashipur,0,160118,11,0.4134450842503653,0,#004274,2019,ANC,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,Rashtriya Indepndent Morcha,S18,6,NALINI RANJAN HEMBRAM,1165,3,1168,0.73,Odisha,Jashipur,0,160118,8,0.7294620217589528,0,#004274,2019,RIM,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,7,SHAMBHU NATH NAIK,32794,143,32937,20.57,Odisha,Jashipur,0,160118,3,20.570454289961155,1,#004274,2019,SUCI,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,Bahujan Mukti Party,S18,8,SUNARAM MURMU,1073,3,1076,0.67,Odisha,Jashipur,0,160118,9,0.6720043967573914,0,#004274,2019,BMP,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,Independent,S18,9,BIJAY KUMAR NAIK,910,1,911,0.57,Odisha,Jashipur,0,160118,10,0.5689553953958956,0,#CEB58C,2019,IND,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,Independent,S18,10,MANAGOVINDA NAYAK,1294,0,1294,0.81,Odisha,Jashipur,0,160118,7,0.8081539864350041,0,#CEB58C,2019,IND,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
26,None of the Above,S18,11,NOTA,2042,2,2044,1.28,Odisha,Jashipur,0,160118,6,1.2765585380781672,0,#DDD1CA,2019,NOTA,Jashipur,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Biju Janata Dal,S18,1,AMAR SINGH TUDU,46313,71,46384,29.89,Odisha,Saraskana,0,155184,2,29.88967934838644,1,#03A31F,2019,BJD,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Bharatiya Janata Party,S18,2,Dr. BUDHAN MURMU,52881,316,53197,34.28,Odisha,Saraskana,0,155184,1,34.27995154139602,1,#00A951,2019,BJP,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Bahujan Mukti Party,S18,3,ISHWAR CHANDRA BASKEY,1598,2,1600,1.03,Odisha,Saraskana,0,155184,7,1.0310341272296113,0,#004274,2019,BMP,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Jharkhand Mukti Morcha,S18,4,MAHESH CHANDRA HEMBRAM,34785,46,34831,22.44,Odisha,Saraskana,0,155184,3,22.44496855345912,1,#344130,2019,JMM,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Ambedkar National Congress,S18,5,SAKILA TUDU,993,0,993,0.64,Odisha,Saraskana,0,155184,11,0.6398855552118775,0,#004274,2019,ANC,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Independent,S18,6,ISWAR CHANDRA BARDA,2541,3,2544,1.64,Odisha,Saraskana,0,155184,5,1.639344262295082,0,#CEB58C,2019,IND,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Independent,S18,7,Er. Rama Chandra Hansdah,10013,23,10036,6.47,Odisha,Saraskana,0,155184,4,6.467161563047736,0,#CEB58C,2019,IND,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Independent,S18,8,SUDARSHAN MURMU,997,0,997,0.64,Odisha,Saraskana,0,155184,10,0.6424631405299516,0,#CEB58C,2019,IND,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Independent,S18,9,SOMANATH MAJHI,1194,1,1195,0.77,Odisha,Saraskana,0,155184,9,0.7700536137746159,0,#CEB58C,2019,IND,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,Independent,S18,10,HEMANTA KUMAR SOREN,1201,0,1201,0.77,Odisha,Saraskana,0,155184,8,0.773919992,0,#CEB58C,2019,IND,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
27,None of the Above,S18,11,NOTA,2206,0,2206,1.42,Odisha,Saraskana,0,155184,6,1.4215383029178266,0,#DDD1CA,2019,NOTA,Saraskana,ST,Mayurbhanj,Mayurbhanj,Central Division
28,All India Trinamool Congress,S18,1,KANHU CHARAN SOREN,2239,9,2248,1.38,Odisha,Rairangpur,0,163238,5,1.377130325046864,0,#00FF00,2019,AITC,Rairangpur,ST,Mayurbhanj,Mayurbhanj,Central Division
28,Bharatiya Janata Party,S18,2,NABA CHARAN MAJHI,60521,380,60901,37.31,Odisha,Rairangpur,0,163238,1,37.30810228010635,1,#00A951,2019,BJP,Rairangpur,ST,Mayurbhanj,Mayurbhanj,Central Division
28,Biju Janata Dal,S18,3,BASANTI MARNDI,57940,114,58054,35.56,Odisha,Rairangpur,0,163238,2,35.56402308286061,1,#03A31F,2019,BJD,Rairangpur,ST,Mayurbhanj,Mayurbhanj,Central Division
