ST_CD,PC_NO,#,PARTY_CODE,CANDIDATE,YEAR,PC_NAME,O.S.N.,EVM Votes,Postal Votes,Migrant Votes,VOTES,Deposit_Gained,PARTY,ALLIANCE,STATE,color_code,polled_votes,vote_percent,Phase,Date,Nomination,Category,Vote %,IMAGE
U01,1,6,AITC,AYAN MANDAL,2019,Andaman & Nicobar Islands,1,1717,4,0,1721,0,All India Trinamool Congress,,Andaman & Nicobar Islands,#4A9F88,207296,0.83,1,11/04/19,25/03/19,GEN,0.830213801,
U01,1,5,BSP,PRAKASH MINJ,2019,Andaman & Nicobar Islands,3,2478,8,0,2486,0,Bahujan Samaj Party,,Andaman & Nicobar Islands,#22409A,207296,1.2,1,11/04/19,25/03/19,GEN,1.199251312,
U01,1,2,BJP,VISHAL JOLLY,2019,Andaman & Nicobar Islands,4,93772,129,0,93901,1,Bharatiya Janata Party,,Andaman & Nicobar Islands,#ff7f0e,207296,45.3,1,11/04/19,25/03/19,GEN,45.29802794,
U01,1,4,AAP,SANJAY MESHACK,2019,Andaman & Nicobar Islands,5,2837,2,0,2839,0,Aam Aadmi Party,,Andaman & Nicobar Islands,#0080C0,207296,1.37,1,11/04/19,25/03/19,GEN,1.36953921,
U01,1,16,Others,C G SAJI KUMAR,2019,Andaman & Nicobar Islands,6,212,0,0,212,0,All India Hindustan Congress Party,,Andaman & Nicobar Islands,#004274,207296,0.1,1,11/04/19,25/03/19,GEN,0.102269219,
U01,1,13,IND,K KALIMUTHU,2019,Andaman & Nicobar Islands,7,269,6,0,275,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,0.13,1,11/04/19,25/03/19,GEN,0.132660543,
U01,1,12,IND,V V KHALID,2019,Andaman & Nicobar Islands,8,305,1,0,306,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,0.15,1,11/04/19,25/03/19,GEN,0.147615005,
U01,1,15,IND,GOUR CHANDRA MAJUMDER,2019,Andaman & Nicobar Islands,9,221,0,0,221,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,0.11,1,11/04/19,25/03/19,GEN,0.106610837,
U01,1,3,IND,PARITOSH KUMAR HALDAR,2019,Andaman & Nicobar Islands,10,5339,2,0,5341,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,2.58,1,11/04/19,25/03/19,GEN,2.576508953,
U01,1,10,IND,MINATI BISWAS,2019,Andaman & Nicobar Islands,11,615,3,0,618,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,0.3,1,11/04/19,25/03/19,GEN,0.298124421,
U01,1,14,IND,C U RASHEED,2019,Andaman & Nicobar Islands,12,272,1,0,273,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,0.13,1,11/04/19,25/03/19,GEN,0.131695739,
U01,1,9,IND,K VENKAT RAM BABU,2019,Andaman & Nicobar Islands,13,914,0,0,914,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,0.44,1,11/04/19,25/03/19,GEN,0.440915406,
U01,1,11,IND,S SUDERSHAN RAO,2019,Andaman & Nicobar Islands,14,475,0,0,475,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,0.23,1,11/04/19,25/03/19,GEN,0.229140939,
U01,1,8,IND,HENRY,2019,Andaman & Nicobar Islands,15,994,0,0,994,0,Independent,,Andaman & Nicobar Islands,#CEB58C,207296,0.48,1,11/04/19,25/03/19,GEN,0.479507564,
U01,1,7,NOTA,NONE OF THE ABOVE,2019,Andaman & Nicobar Islands,16,1411,1,0,1412,0,None of the Above,,Andaman & Nicobar Islands,#DDD1CA,207296,0.68,1,11/04/19,25/03/19,GEN,0.68115159,
U01,1,3,AAP,SANJAY MESHACK,2014,Andaman & Nicobar Islands,3,3737,0,0,3737,0,Aam Aadmi Party,,Andaman & Nicobar Islands,#0080C0,190328,1.96,1,11/04/19,25/03/19,GEN,1.963452566,
U01,1,4,AITC,ANITA MONDAL,2014,Andaman & Nicobar Islands,4,2283,0,0,2283,0,All India Trinamool Congress,,Andaman & Nicobar Islands,#4A9F88,190328,1.2,1,11/04/19,25/03/19,GEN,1.199508217,
U01,1,5,CPI(M),K.G.DAS,2014,Andaman & Nicobar Islands,5,1777,0,0,1777,0,Communist Party of India  (Marxist),,Andaman & Nicobar Islands,#F27A67,190328,0.93,1,11/04/19,25/03/19,GEN,0.933651381,
U01,1,6,IND,PRAKASH MINJ,2014,Andaman & Nicobar Islands,6,1587,0,0,1587,0,Independent,,Andaman & Nicobar Islands,#CEB58C,190328,0.83,1,11/04/19,25/03/19,GEN,0.833823715,
U01,1,8,NCP,R.S.UMA BHARATTHY,2014,Andaman & Nicobar Islands,8,1151,0,0,1151,0,Nationalist Congress Party,,Andaman & Nicobar Islands,#FAEA75,190328,0.6,1,11/04/19,25/03/19,GEN,0.604745492,
U01,1,9,BSP,GOUR CHANDRA MAJUMDER,2014,Andaman & Nicobar Islands,9,1139,0,0,1139,0,Bahujan Samaj Party,,Andaman & Nicobar Islands,#22409A,190328,0.6,1,11/04/19,25/03/19,GEN,0.598440587,
U01,1,10,IND,SARAVANAN,2014,Andaman & Nicobar Islands,10,847,0,0,847,0,Independent,,Andaman & Nicobar Islands,#CEB58C,190328,0.45,1,11/04/19,25/03/19,GEN,0.445021227,
U01,1,11,CPI(M)(L),N K P NAIR,2014,Andaman & Nicobar Islands,11,436,0,0,436,0,Communist Party of India  (Marxist-Leninist)  (Liberation),,Andaman & Nicobar Islands,#F27A67,190328,0.23,1,11/04/19,25/03/19,GEN,0.229078223,
U01,1,12,IND,V V KHALID,2014,Andaman & Nicobar Islands,12,429,0,0,429,0,Independent,,Andaman & Nicobar Islands,#CEB58C,190328,0.23,1,11/04/19,25/03/19,GEN,0.225400361,
U01,1,13,SP,RAGHUBIR SINGH,2014,Andaman & Nicobar Islands,13,379,0,0,379,0,Samajwadi Party,,Andaman & Nicobar Islands,#0E6D37,190328,0.2,1,11/04/19,25/03/19,GEN,0.199129923,
U01,1,14,IND,C G SAJI KUMAR,2014,Andaman & Nicobar Islands,14,334,0,0,334,0,Independent,,Andaman & Nicobar Islands,#CEB58C,190328,0.18,1,11/04/19,25/03/19,GEN,0.175486529,
U01,1,15,IND,N KANNAN,2014,Andaman & Nicobar Islands,15,314,0,0,314,0,Independent,,Andaman & Nicobar Islands,#CEB58C,190328,0.16,1,11/04/19,25/03/19,GEN,0.164978353,
U01,1,16,AIFB,A PANDIAN,2014,Andaman & Nicobar Islands,16,225,0,0,225,0,All India Forward Bloc,,Andaman & Nicobar Islands,#ac1313,190328,0.12,1,11/04/19,25/03/19,GEN,0.118216973,
U01,1,7,NOTA,NONE OF THE ABOVE,2014,Andaman & Nicobar Islands,7,1564,0,0,1564,0,None of the Above,,Andaman & Nicobar Islands,#DDD1CA,190328,0.82,1,11/04/19,25/03/19,GEN,0.821739313,
U01,1,3,Others,MANOJ PAUL,2024,Andaman & Nicobar Islands,3,8236,18,0,8254,0,Andaman Nicobar Democratic Congress,,Andaman & Nicobar Islands,#004274,202514,4.08,1,19/04/24,27/03/24,GEN,4.075767601,
U01,1,4,CPI(M),D AYYAPPAN,2024,Andaman & Nicobar Islands,4,6009,8,0,6017,0,Communist Party of India  (Marxist),,Andaman & Nicobar Islands,#F27A67,202514,2.97,1,19/04/24,27/03/24,GEN,2.971152612,
U01,1,5,IND,V.K. ABDUL AZIZ,2024,Andaman & Nicobar Islands,5,2195,8,0,2203,0,Independent,,Andaman & Nicobar Islands,#CEB58C,202514,1.09,1,19/04/24,27/03/24,GEN,1.087826027,
U01,1,7,AIADMK,K J B SELVARAJ,2024,Andaman & Nicobar Islands,6,911,3,0,914,0,All India Anna Dravida Munnetra Kazhagam,,Andaman & Nicobar Islands,#b2d33c,202514,0.45,1,19/04/24,27/03/24,GEN,0.451326822,
U01,1,8,BSP,DR ARUN KUMAR MALLIK,2024,Andaman & Nicobar Islands,7,714,5,0,719,0,Bahujan Samaj Party,,Andaman & Nicobar Islands,#22409A,202514,0.36,1,19/04/24,27/03/24,GEN,0.355037183,
U01,1,9,IND,RINKU MALA MONDAL,2024,Andaman & Nicobar Islands,8,539,3,0,542,0,Independent,,Andaman & Nicobar Islands,#CEB58C,202514,0.27,1,19/04/24,27/03/24,GEN,0.267635818,
U01,1,10,IND,K VENKAT RAM BABU,2024,Andaman & Nicobar Islands,9,506,1,0,507,0,Independent,,Andaman & Nicobar Islands,#CEB58C,202514,0.25,1,19/04/24,27/03/24,GEN,0.250353062,
U01,1,11,IND,USHA KUMARI,2024,Andaman & Nicobar Islands,10,378,2,0,380,0,Independent,,Andaman & Nicobar Islands,#CEB58C,202514,0.19,1,19/04/24,27/03/24,GEN,0.187641348,
U01,1,12,SUCI,SALAMAT MONDAL,2024,Andaman & Nicobar Islands,11,349,2,0,351,0,Socialist Unity Centre Of India (COMMUNIST),,Andaman & Nicobar Islands,#004274,202514,0.17,1,19/04/24,27/03/24,GEN,0.173321351,
U01,1,13,IND,ANAND RAMNATH ARLEKAR,2024,Andaman & Nicobar Islands,12,342,0,0,342,0,Independent,,Andaman & Nicobar Islands,#CEB58C,202514,0.17,1,19/04/24,27/03/24,GEN,0.168877213,
U01,1,6,NOTA,NONE OF THE ABOVE,2024,Andaman & Nicobar Islands,13,1802,7,0,1809,0,None of the Above,,Andaman & Nicobar Islands,#DDD1CA,202514,0.89,1,19/04/24,27/03/24,GEN,0.893271576,
U01,1,1,INC,KULDEEP RAI SHARMA,2019,Andaman & Nicobar Islands,2,95249,59,0,95308,1,Indian National Congress,,Andaman & Nicobar Islands,#3498DB,207296,45.98,1,11/04/19,25/03/19,GEN,45.97676752,
U01,1,2,INC,KULDEEP RAI SHARMA,2014,Andaman & Nicobar Islands,2,83157,0,0,83157,1,Indian National Congress,,Andaman & Nicobar Islands,#3498DB,190328,43.69,1,11/04/19,25/03/19,GEN,43.69141692,
U01,1,2,INC,KULDEEP RAI SHARMA,2024,Andaman & Nicobar Islands,2,77829,211,0,78040,1,Indian National Congress,INDIA,Andaman & Nicobar Islands,#3498DB,202514,38.54,1,19/04/24,27/03/24,GEN,38.53560741,
U01,1,1,BJP,BISHNU PADA RAY,2014,Andaman & Nicobar Islands,1,90969,0,0,90969,1,Bharatiya Janata Party,,Andaman & Nicobar Islands,#ff7f0e,190328,47.8,1,11/04/19,25/03/19,GEN,47.79591022,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/BISHN-2024-169.jpg
U01,1,1,BJP,BISHNU PADA RAY,2024,Andaman & Nicobar Islands,1,102182,254,0,102436,1,Bharatiya Janata Party,NDA,Andaman & Nicobar Islands,#ff7f0e,202514,50.58,1,19/04/24,27/03/24,GEN,50.58218197,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/BISHN-2024-169.jpg
S01,1,2,TDP,KISHORE CHANDRA DEO,2019,Araku,1,336163,1938,0,338101,1,Telugu Desam,,Andhra Pradesh,#AB9005,1074538,31.46,1,11/04/19,25/03/19,ST,31.46477835,
S01,1,5,BJP,DR. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,2019,Araku,2,17578,289,0,17867,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1074538,1.66,1,11/04/19,25/03/19,ST,1.662761112,
S01,7,1,TDP,DR PANDULA RAVINDRA BABU,2014,Amalapuram,1,594547,0,0,594547,1,Telugu Desam,,Andhra Pradesh,#AB9005,1120927,53.04,1,11/04/19,25/03/19,SC,53.04065296,
S01,1,4,JP,GANGULAIAH VAMPURU.,2019,Araku,5,42245,549,0,42794,0,Janasena Party,,Andhra Pradesh,#D22215,1074538,3.98,1,11/04/19,25/03/19,ST,3.982548779,
S01,1,11,Others,SWAMULA. SUBRAHMANYAM,2019,Araku,6,4705,5,0,4710,0,Jana Jagruti Party,,Andhra Pradesh,#004274,1074538,0.44,1,11/04/19,25/03/19,ST,0.438327914,
S01,1,9,IND,ANUMULA VAMSIKRISHNA,2019,Araku,7,10211,29,0,10240,0,Independent,,Andhra Pradesh,#CEB58C,1074538,0.95,1,11/04/19,25/03/19,ST,0.952967694,
S01,1,7,IND,KANGALA BALUDORA,2019,Araku,8,13810,16,0,13826,0,Independent,,Andhra Pradesh,#CEB58C,1074538,1.29,1,11/04/19,25/03/19,ST,1.286692513,
S01,1,8,IND,NARAVA SATYAVATHI,2019,Araku,9,11231,5,0,11236,0,Independent,,Andhra Pradesh,#CEB58C,1074538,1.05,1,11/04/19,25/03/19,ST,1.045658692,
S01,1,10,IND,BIDDIKA RAMAYYA.,2019,Araku,10,7863,4,0,7867,0,Independent,,Andhra Pradesh,#CEB58C,1074538,0.73,1,11/04/19,25/03/19,ST,0.732128599,
S01,1,3,NOTA,NONE OF THE ABOVE,2019,Araku,11,47955,22,0,47977,0,None of the Above,,Andhra Pradesh,#DDD1CA,1074538,4.46,1,11/04/19,25/03/19,ST,4.464895611,
S01,7,1,YSRCP,CHINTA ANURADHA,2019,Amalapuram,3,481358,3955,0,485313,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1230903,39.43,1,11/04/19,25/03/19,SC,39.42739598,
S01,2,2,YSRCP,DUVVADA SRINIVAS,2019,Srikakulam,3,520931,6960,0,527891,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1157329,45.61,1,11/04/19,25/03/19,GEN,45.6128724,
S01,2,6,BJP,PERLA SAMBA MURTHY,2019,Srikakulam,4,7357,1033,0,8390,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1157329,0.72,1,11/04/19,25/03/19,GEN,0.724945111,
S01,2,10,PPI,MATTA SATISH CHAKRAVARTHY,2019,Srikakulam,5,1441,7,0,1448,0,Pyramid Party of India,,Andhra Pradesh,#004274,1157329,0.13,1,11/04/19,25/03/19,GEN,0.125115676,
S01,2,3,JP,METTA RAMARAO,2019,Srikakulam,6,31319,637,0,31956,0,Janasena Party,,Andhra Pradesh,#D22215,1157329,2.76,1,11/04/19,25/03/19,GEN,2.761185454,
S01,2,8,IND,NAMBALLA KRISHNA MOHAN,2019,Srikakulam,7,4829,7,0,4836,0,Independent,,Andhra Pradesh,#CEB58C,1157329,0.42,1,11/04/19,25/03/19,GEN,0.417858707,
S01,2,7,IND,NAIDUGARI RAJASEKHAR,2019,Srikakulam,8,5151,5,0,5156,0,Independent,,Andhra Pradesh,#CEB58C,1157329,0.45,1,11/04/19,25/03/19,GEN,0.445508581,
S01,2,9,IND,BETHA VIVEKANANDA MAHARAJ,2019,Srikakulam,9,3814,4,0,3818,0,Independent,,Andhra Pradesh,#CEB58C,1157329,0.33,1,11/04/19,25/03/19,GEN,0.329897549,
S01,2,4,NOTA,NONE OF THE ABOVE,2019,Srikakulam,10,25500,45,0,25545,0,None of the Above,,Andhra Pradesh,#DDD1CA,1157329,2.21,1,11/04/19,25/03/19,GEN,2.207237527,
S01,3,2,TDP,ASHOK GAJAPATHI RAJU PUSAPATI,2019,Vizianagaram,1,527307,3075,0,530382,1,Telugu Desam,,Andhra Pradesh,#AB9005,1217890,43.55,1,11/04/19,25/03/19,GEN,43.54925322,
S01,5,1,BJP,C.M.RAMESH,2024,Anakapalle,1,750027,12042,0,762069,1,Bharatiya Janata Party,NDA,Andhra Pradesh,#ff7f0e,1325332,57.5,3,07/05/24,19/04/24,GEN,57.5002339,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RAMES-2024-7564.jpg
S01,3,6,BJP,SANYASI RAJU PAKALAPATI,2019,Vizianagaram,4,6902,364,0,7266,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1217890,0.6,1,11/04/19,25/03/19,GEN,0.596605605,
S01,3,8,SPP,P.V.A. ANANDA SAGAR,2019,Vizianagaram,5,4981,2,0,4983,0,Samaanya Praja Party,,Andhra Pradesh,#004274,1217890,0.41,1,11/04/19,25/03/19,GEN,0.409150252,
S01,3,11,Others,CHIRANJEEVI LINGALA,2019,Vizianagaram,6,1261,2,0,1263,0,Andhra Chaitanya Party,,Andhra Pradesh,#004274,1217890,0.1,1,11/04/19,25/03/19,GEN,0.103703947,
S01,3,3,JP,MUKKA SRINIVAS RAO,2019,Vizianagaram,7,33779,413,0,34192,0,Janasena Party,,Andhra Pradesh,#D22215,1217890,2.81,1,11/04/19,25/03/19,GEN,2.807478508,
S01,3,15,Others,LAGUDU. GOVINDA RAO,2019,Vizianagaram,8,787,4,0,791,0,Jana Jagruti Party,,Andhra Pradesh,#004274,1217890,0.06,1,11/04/19,25/03/19,GEN,0.064948394,
S01,3,14,PPI,SURYA BHAVANI. K,2019,Vizianagaram,9,822,8,0,830,0,Pyramid Party of India,,Andhra Pradesh,#004274,1217890,0.07,1,11/04/19,25/03/19,GEN,0.068150654,
S01,3,13,IND,YELLA RAO SIYYADULA,2019,Vizianagaram,10,1010,0,0,1010,0,Independent,,Andhra Pradesh,#CEB58C,1217890,0.08,1,11/04/19,25/03/19,GEN,0.082930314,
S01,3,12,IND,DHANALAKOTI RAMANA,2019,Vizianagaram,11,1172,4,0,1176,0,Independent,,Andhra Pradesh,#CEB58C,1217890,0.1,1,11/04/19,25/03/19,GEN,0.096560445,
S01,3,10,IND,PENTAPATI RAJESH,2019,Vizianagaram,12,1461,1,0,1462,0,Independent,,Andhra Pradesh,#CEB58C,1217890,0.12,1,11/04/19,25/03/19,GEN,0.120043682,
S01,3,9,IND,IJJUROUTHU RAMUNAIDU,2019,Vizianagaram,13,4550,3,0,4553,0,Independent,,Andhra Pradesh,#CEB58C,1217890,0.37,1,11/04/19,25/03/19,GEN,0.373843286,
S01,3,7,IND,VENKATA TRINDHA RAO VELURI,2019,Vizianagaram,14,6336,2,0,6338,0,Independent,,Andhra Pradesh,#CEB58C,1217890,0.52,1,11/04/19,25/03/19,GEN,0.520408247,
S01,3,4,NOTA,NONE OF THE ABOVE,2019,Vizianagaram,15,29468,33,0,29501,0,None of the Above,,Andhra Pradesh,#DDD1CA,1217890,2.42,1,11/04/19,25/03/19,GEN,2.422304149,
S01,4,4,BJP,DAGGUBATI PURANDESWARI,2019,Visakhapatnam,1,33430,462,0,33892,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1239754,2.73,1,11/04/19,25/03/19,GEN,2.733768151,
S01,4,2,TDP,BHARAT MATHUKUMILLI,2019,Visakhapatnam,3,431093,1399,0,432492,1,Telugu Desam,,Andhra Pradesh,#AB9005,1239754,34.89,1,11/04/19,25/03/19,GEN,34.88530789,
S01,9,1,BJP,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),2024,Narsapuram,1,699382,7961,0,707343,1,Bharatiya Janata Party,NDA,Andhra Pradesh,#ff7f0e,1230994,57.46,3,07/05/24,19/04/24,GEN,57.46112491,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BHUPA-2024-20240423044120.jpg
S01,4,7,VCK,GEORGE BANGARI,2019,Visakhapatnam,5,3027,1,0,3028,0,Viduthalai Chiruthaigal Katchi,,Andhra Pradesh,#9C5ABD,1239754,0.24,1,11/04/19,25/03/19,GEN,0.244242003,
S01,4,11,PPI,B. JAYA VENU GOPAL,2019,Visakhapatnam,6,1622,5,0,1627,0,Pyramid Party of India,,Andhra Pradesh,#004274,1239754,0.13,1,11/04/19,25/03/19,GEN,0.131235713,
S01,4,3,JP,V.V. LAKSHMI NARAYANA,2019,Visakhapatnam,7,287072,1802,0,288874,1,Janasena Party,,Andhra Pradesh,#D22215,1239754,23.3,1,11/04/19,25/03/19,GEN,23.30091292,
S01,4,10,IND,ANMISH VARMA,2019,Visakhapatnam,8,1904,11,0,1915,0,Independent,,Andhra Pradesh,#CEB58C,1239754,0.15,1,11/04/19,25/03/19,GEN,0.154466128,
S01,4,12,IND,R. UDAYA GOWRI,2019,Visakhapatnam,9,1384,0,0,1384,0,Independent,,Andhra Pradesh,#CEB58C,1239754,0.11,1,11/04/19,25/03/19,GEN,0.11163505,
S01,4,14,IND,KOTHAPALLI GEETHA,2019,Visakhapatnam,10,1155,3,0,1158,0,Independent,,Andhra Pradesh,#CEB58C,1239754,0.09,1,11/04/19,25/03/19,GEN,0.093405627,
S01,4,15,IND,GAMPALA SOMASUNDARAM,2019,Visakhapatnam,11,1127,1,0,1128,0,Independent,,Andhra Pradesh,#CEB58C,1239754,0.09,1,11/04/19,25/03/19,GEN,0.090985792,
S01,4,13,IND,GANNU MALLAYYA,2019,Visakhapatnam,12,1311,2,0,1313,0,Independent,,Andhra Pradesh,#CEB58C,1239754,0.11,1,11/04/19,25/03/19,GEN,0.105908108,
S01,4,8,IND,DURGAPRASAD. GUNTU,2019,Visakhapatnam,13,2463,1,0,2464,0,Independent,,Andhra Pradesh,#CEB58C,1239754,0.2,1,11/04/19,25/03/19,GEN,0.198749107,
S01,4,9,IND,PULAPAKA RAJA SEKHAR,2019,Visakhapatnam,14,2294,0,0,2294,0,Independent,,Andhra Pradesh,#CEB58C,1239754,0.19,1,11/04/19,25/03/19,GEN,0.185036709,
S01,4,5,NOTA,NONE OF THE ABOVE,2019,Visakhapatnam,15,16626,20,0,16646,0,None of the Above,,Andhra Pradesh,#DDD1CA,1239754,1.34,1,11/04/19,25/03/19,GEN,1.342685726,
S01,5,2,TDP,ADARI ANAND KUMAR,2019,Anakapalle,1,495381,1653,0,497034,1,Telugu Desam,,Andhra Pradesh,#AB9005,1238491,40.13,1,11/04/19,25/03/19,GEN,40.13222543,
S01,5,5,BJP,DR. GANDI VENKATA SATYANARAYANA RAO (DR VIKRAM),2019,Anakapalle,2,12888,388,0,13276,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1238491,1.07,1,11/04/19,25/03/19,GEN,1.071949655,
S01,5,1,YSRCP,DR.BEESETTI VENKATA SATYAVATHI,2019,Anakapalle,3,583210,3016,0,586226,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1238491,47.33,1,11/04/19,25/03/19,GEN,47.33389262,
S01,5,9,CPI(M)(L),P.S.AJAY KUMAR,2019,Anakapalle,5,2708,8,0,2716,0,Communist Party of India  (Marxist-Leninist)  (Liberation),,Andhra Pradesh,#F27A67,1238491,0.22,1,11/04/19,25/03/19,GEN,0.219299131,
S01,5,11,Others,K B SWAROOP,2019,Anakapalle,6,1615,6,0,1621,0,Jana Jagruti Party,,Andhra Pradesh,#004274,1238491,0.13,1,11/04/19,25/03/19,GEN,0.130885085,
S01,5,3,JP,CHINTALA PARTHA SARATHI,2019,Anakapalle,7,82126,462,0,82588,0,Janasena Party,,Andhra Pradesh,#D22215,1238491,6.67,1,11/04/19,25/03/19,GEN,6.668437639,
S01,5,10,PPI,TAADI VEERA JAGADEESHWARI,2019,Anakapalle,8,1801,2,0,1803,0,Pyramid Party of India,,Andhra Pradesh,#004274,1238491,0.15,1,11/04/19,25/03/19,GEN,0.145580388,
S01,5,7,DBP,VADLAMURI KRISHNA SWAROOP,2019,Anakapalle,9,4443,1,0,4444,0,Dalita Bahujana Party,,Andhra Pradesh,#004274,1238491,0.36,1,11/04/19,25/03/19,GEN,0.358823762,
S01,5,8,IND,APPALA NAIDU TUMMAGUNTA,2019,Anakapalle,10,3760,5,0,3765,0,Independent,,Andhra Pradesh,#CEB58C,1238491,0.3,1,11/04/19,25/03/19,GEN,0.303998979,
S01,5,4,NOTA,NONE OF THE ABOVE,2019,Anakapalle,11,34877,20,0,34897,0,None of the Above,,Andhra Pradesh,#DDD1CA,1238491,2.82,1,11/04/19,25/03/19,GEN,2.817703157,
S01,6,2,TDP,CHALAMALASETTY SUNIL,2019,Kakinada,1,508361,3531,0,511892,1,Telugu Desam,,Andhra Pradesh,#AB9005,1234655,41.46,1,11/04/19,25/03/19,GEN,41.46032697,
S01,6,5,BJP,YALLA VENKATA RAMA MOHAN RAO (DORABABU),2019,Kakinada,3,9456,140,0,9596,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1234655,0.78,1,11/04/19,25/03/19,GEN,0.777221167,
S01,5,1,TDP,MUTTAMSETTI SRINIVASA RAO (AVANTHI),2014,Anakapalle,1,568463,0,0,568463,1,Telugu Desam,,Andhra Pradesh,#AB9005,1148072,49.51,1,11/04/19,25/03/19,GEN,49.51457748,
S01,6,8,MPP,APPALAKONDA VANGALAPUDI,2019,Kakinada,5,2997,0,0,2997,0,Mundadugu Praja Party,,Andhra Pradesh,#004274,1234655,0.24,1,11/04/19,25/03/19,GEN,0.242739875,
S01,6,11,PRSP,B. GEETHA,2019,Kakinada,6,1687,1,0,1688,0,Praja Shanthi Party,,Andhra Pradesh,#004274,1234655,0.14,1,11/04/19,25/03/19,GEN,0.136718355,
S01,6,10,CPI(M)(L),GODUGU SATYANARAYANA,2019,Kakinada,7,1723,1,0,1724,0,Communist Party of India  (Marxist-Leninist)  (Liberation),,Andhra Pradesh,#F27A67,1234655,0.14,1,11/04/19,25/03/19,GEN,0.139634149,
S01,6,3,JP,JYOTHULA VENKATESWARA RAO,2019,Kakinada,8,132124,524,0,132648,0,Janasena Party,,Andhra Pradesh,#D22215,1234655,10.74,1,11/04/19,25/03/19,GEN,10.74373003,
S01,6,15,Others,DONAM NEELAKANTAM,2019,Kakinada,9,980,0,0,980,0,All India Praja Party,,Andhra Pradesh,#004274,1234655,0.08,1,11/04/19,25/03/19,GEN,0.0793744,
S01,6,16,Others,PEDDIMSETTI. VENKATESWARARAO,2019,Kakinada,10,812,3,0,815,0,Jana Jagruti Party,,Andhra Pradesh,#004274,1234655,0.07,1,11/04/19,25/03/19,GEN,0.066010343,
S01,6,14,AIFB,VASAMSETTY VENKATARAMANA,2019,Kakinada,11,1012,2,0,1014,0,All India Forward Bloc,,Andhra Pradesh,#ac1313,1234655,0.08,1,11/04/19,25/03/19,GEN,0.082128206,
S01,6,13,PPI,SATHI VEERALAKSHMI,2019,Kakinada,12,1117,2,0,1119,0,Pyramid Party of India,,Andhra Pradesh,#004274,1234655,0.09,1,11/04/19,25/03/19,GEN,0.090632606,
S01,6,12,IND,ANKADI SATHIBABU,2019,Kakinada,13,1381,0,0,1381,0,Independent,,Andhra Pradesh,#CEB58C,1234655,0.11,1,11/04/19,25/03/19,GEN,0.111853109,
S01,6,7,IND,KAKILETI RAVINDRA,2019,Kakinada,14,3325,2,0,3327,0,Independent,,Andhra Pradesh,#CEB58C,1234655,0.27,1,11/04/19,25/03/19,GEN,0.269467989,
S01,6,9,IND,MEDISETTI VIJAYA KUMAR,2019,Kakinada,15,2051,0,0,2051,0,Independent,,Andhra Pradesh,#CEB58C,1234655,0.17,1,11/04/19,25/03/19,GEN,0.16611928,
S01,6,4,NOTA,NONE OF THE ABOVE,2019,Kakinada,16,17117,36,0,17153,0,None of the Above,,Andhra Pradesh,#DDD1CA,1234655,1.39,1,11/04/19,25/03/19,GEN,1.389294985,
S01,7,5,BJP,AYYAJI VEMA MANEPALLI,2019,Amalapuram,1,11358,158,0,11516,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1230903,0.94,1,11/04/19,25/03/19,SC,0.935573315,
S01,7,2,TDP,GANTI HARISH MADHUR (BALAYOGI),2019,Amalapuram,2,442774,2573,0,445347,1,Telugu Desam,,Andhra Pradesh,#AB9005,1230903,36.18,1,11/04/19,25/03/19,SC,36.18051138,
S01,19,1,YSRCP,TALARI RANGAIAH,2019,Ananthapur,2,690901,4307,0,695208,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1342306,51.79,1,11/04/19,25/03/19,GEN,51.7920653,
S01,7,11,Others,CHELLE RAJANI,2019,Amalapuram,5,1228,0,0,1228,0,Jana Jagruti Party,,Andhra Pradesh,#004274,1230903,0.1,1,11/04/19,25/03/19,SC,0.099764157,
