ST_CD,PC_NO,#,PARTY_CODE,CANDIDATE,YEAR,PC_NAME,O.S.N.,EVM Votes,Postal Votes,Migrant Votes,VOTES,Deposit_Gained,PARTY,ALLIANCE,STATE,color_code,polled_votes,vote_percent,Phase,Date,Nomination,Category,Vote %,IMAGE
S24,57,8,IND,MUNNI,2014,Kaiserganj,8,5245,0,0,5245,0,Independent,,Uttar Pradesh,#CEB58C,943357,0.56,5,06/05/19,18/04/19,GEN,0.555993118,
S24,57,9,IND,JAMEER AHMAD,2014,Kaiserganj,9,3905,0,0,3905,0,Independent,,Uttar Pradesh,#CEB58C,943357,0.41,5,06/05/19,18/04/19,GEN,0.413947212,
S24,57,10,IND,PRAHLAD  NATH MISHRA,2014,Kaiserganj,10,3867,0,0,3867,0,Independent,,Uttar Pradesh,#CEB58C,943357,0.41,5,06/05/19,18/04/19,GEN,0.409919044,
S24,57,11,AAP,RIZWAN AHMAD,2014,Kaiserganj,11,3710,0,0,3710,0,Aam Aadmi Party,,Uttar Pradesh,#0080C0,943357,0.39,5,06/05/19,18/04/19,GEN,0.393276352,
S24,57,12,IND,NISHANT KANCHAN,2014,Kaiserganj,12,3246,0,0,3246,0,Independent,,Uttar Pradesh,#CEB58C,943357,0.34,5,06/05/19,18/04/19,GEN,0.344090307,
S24,57,13,AIPF,NIHALUDDIN AHAMAD,2014,Kaiserganj,13,2119,0,0,2119,0,All India Peoples' Front (Radical),,Uttar Pradesh,#004274,943357,0.22,5,06/05/19,18/04/19,GEN,0.22462334,
S24,57,14,LD,CHAMAN LAL KASAUNDHAN,2014,Kaiserganj,14,1822,0,0,1822,0,Lok Dal,,Uttar Pradesh,#004274,943357,0.19,5,06/05/19,18/04/19,GEN,0.193140031,
S24,57,15,CPI(M)(R),NIRHU,2014,Kaiserganj,15,1466,0,0,1466,0,Communist Party of India (Marxist-Leninist) Red Star,,Uttar Pradesh,#004274,943357,0.16,5,06/05/19,18/04/19,GEN,0.155402462,
S24,57,5,NOTA,NONE OF THE ABOVE,2014,Kaiserganj,5,11853,0,0,11853,0,None of the Above,,Uttar Pradesh,#DDD1CA,943357,1.26,5,06/05/19,18/04/19,GEN,1.256470244,
S24,27,1,BJP,KRISHNA RAJ,2014,Shahjahanpur,1,525132,0,0,525132,1,Bharatiya Janata Party,,Uttar Pradesh,#ff7f0e,1129841,46.48,4,29/04/19,09/04/19,SC,46.47839829,
S24,58,2,SP,ATIQ AHMAD,2014,Shrawasti,2,260051,0,0,260051,1,Samajwadi Party,,Uttar Pradesh,#0E6D37,979638,26.55,6,12/05/19,23/04/19,GEN,26.54562195,
S24,58,3,BSP,LAL JI VERMA,2014,Shrawasti,3,194890,0,0,194890,1,Bahujan Samaj Party,,Uttar Pradesh,#22409A,979638,19.89,6,12/05/19,23/04/19,GEN,19.89408332,
S24,58,4,PP,RIZWAN ZAHEER,2014,Shrawasti,4,101817,0,0,101817,0,Peace Party,,Uttar Pradesh,#004274,979638,10.39,6,12/05/19,23/04/19,GEN,10.39332896,
S24,58,7,IND,ARUN KUMAR,2014,Shrawasti,7,10083,0,0,10083,0,Independent,,Uttar Pradesh,#CEB58C,979638,1.03,6,12/05/19,23/04/19,GEN,1.029257746,
S24,58,8,IND,RAM ADHAR,2014,Shrawasti,8,6278,0,0,6278,0,Independent,,Uttar Pradesh,#CEB58C,979638,0.64,6,12/05/19,23/04/19,GEN,0.640848967,
S24,58,9,IND,VIJAY KUMAR,2014,Shrawasti,9,5542,0,0,5542,0,Independent,,Uttar Pradesh,#CEB58C,979638,0.57,6,12/05/19,23/04/19,GEN,0.565719174,
S24,58,10,Others,PRAKSH CHANDRA MISHRA,2014,Shrawasti,10,4489,0,0,4489,0,Jan Sevak Party,,Uttar Pradesh,#004274,979638,0.46,6,12/05/19,23/04/19,GEN,0.458230489,
S24,58,11,IND,ARJUN YADAV,2014,Shrawasti,11,3730,0,0,3730,0,Independent,,Uttar Pradesh,#CEB58C,979638,0.38,6,12/05/19,23/04/19,GEN,0.38075289,
S24,58,12,IND,TEJ BAHADUR,2014,Shrawasti,12,3474,0,0,3474,0,Independent,,Uttar Pradesh,#CEB58C,979638,0.35,6,12/05/19,23/04/19,GEN,0.354620788,
S24,58,13,Others,SAXEN,2014,Shrawasti,13,3188,0,0,3188,0,Samyak Parivartan Party,,Uttar Pradesh,#004274,979638,0.33,6,12/05/19,23/04/19,GEN,0.325426331,
S24,58,14,Others,RAM SUDHI,2014,Shrawasti,14,2961,0,0,2961,0,Jan Shakti Ekta Party,,Uttar Pradesh,#004274,979638,0.3,6,12/05/19,23/04/19,GEN,0.302254506,
S24,58,15,AAP,RATNESH,2014,Shrawasti,15,2578,0,0,2578,0,Aam Aadmi Party,,Uttar Pradesh,#0080C0,979638,0.26,6,12/05/19,23/04/19,GEN,0.263158432,
S24,58,6,NOTA,NONE OF THE ABOVE,2014,Shrawasti,6,14587,0,0,14587,0,None of the Above,,Uttar Pradesh,#DDD1CA,979638,1.49,6,12/05/19,23/04/19,GEN,1.489019413,
S24,59,2,SP,NANDITA SHUKLA,2014,Gonda,2,199227,0,0,199227,1,Samajwadi Party,,Uttar Pradesh,#0E6D37,873732,22.8,5,06/05/19,18/04/19,GEN,22.80184313,
S24,59,3,BSP,AKBAR AHMAD DUMPY,2014,Gonda,3,116178,0,0,116178,0,Bahujan Samaj Party,,Uttar Pradesh,#22409A,873732,13.3,5,06/05/19,18/04/19,GEN,13.29675461,
S24,59,5,PP,MASOOD ALAM KHAN,2014,Gonda,5,42744,0,0,42744,0,Peace Party,,Uttar Pradesh,#004274,873732,4.89,5,06/05/19,18/04/19,GEN,4.892117949,
S24,59,6,CPI,OM PRAKASH,2014,Gonda,6,18450,0,0,18450,0,Communist Party of India,,Uttar Pradesh,#F27A67,873732,2.11,5,06/05/19,18/04/19,GEN,2.111631484,
S24,59,8,IND,TILAK RAM,2014,Gonda,8,5374,0,0,5374,0,Independent,,Uttar Pradesh,#CEB58C,873732,0.62,5,06/05/19,18/04/19,GEN,0.615062742,
S24,59,9,SS,SATYA PRAKASH,2014,Gonda,9,4748,0,0,4748,0,Shiv Sena,,Uttar Pradesh,#F6AD02,873732,0.54,5,06/05/19,18/04/19,GEN,0.543416059,
S24,59,10,AAP,MASHOOQ AHMAD,2014,Gonda,10,3358,0,0,3358,0,Aam Aadmi Party,,Uttar Pradesh,#0080C0,873732,0.38,5,06/05/19,18/04/19,GEN,0.384328375,
S24,59,11,BMP,AJAY  KUMAR  PRABHAKAR,2014,Gonda,11,3200,0,0,3200,0,Bahujan Mukti Party,,Uttar Pradesh,#004274,873732,0.37,5,06/05/19,18/04/19,GEN,0.366245027,
S24,59,12,Others,MAHESH KUMAR,2014,Gonda,12,2555,0,0,2555,0,Janvadi Party(Socialist),,Uttar Pradesh,#004274,873732,0.29,5,06/05/19,18/04/19,GEN,0.292423764,
S24,59,13,IND,BRIJNANDAN TIWARI,2014,Gonda,13,2395,0,0,2395,0,Independent,,Uttar Pradesh,#CEB58C,873732,0.27,5,06/05/19,18/04/19,GEN,0.274111512,
S24,59,14,SP(I),RAJESH  KUMAR  MAURYA,2014,Gonda,14,2199,0,0,2199,0,Socialist Party (India),,Uttar Pradesh,#004274,873732,0.25,5,06/05/19,18/04/19,GEN,0.251679005,
S24,59,15,Others,PREM KUMAR,2014,Gonda,15,1900,0,0,1900,0,Most Backward Classes Of India,,Uttar Pradesh,#004274,873732,0.22,5,06/05/19,18/04/19,GEN,0.217457985,
S24,59,16,Others,RAJENDRA PRASAD,2014,Gonda,16,1519,0,0,1519,0,Samyak Parivartan Party,,Uttar Pradesh,#004274,873732,0.17,5,06/05/19,18/04/19,GEN,0.173851936,
S24,59,7,NOTA,NONE OF THE ABOVE,2014,Gonda,7,7988,0,0,7988,0,None of the Above,,Uttar Pradesh,#DDD1CA,873732,0.91,5,06/05/19,18/04/19,GEN,0.914239149,
S24,60,2,BSP,MUHAMMAD MUQEEM,2014,Domariyaganj,2,195257,0,0,195257,1,Bahujan Samaj Party,,Uttar Pradesh,#22409A,935027,20.88,6,12/05/19,23/04/19,GEN,20.88249858,
S24,60,3,SP,MATA PRASAD PANDEY,2014,Domariyaganj,3,174778,0,0,174778,1,Samajwadi Party,,Uttar Pradesh,#0E6D37,935027,18.69,6,12/05/19,23/04/19,GEN,18.69229445,
S24,60,4,PP,DR. MOHD. AYUB,2014,Domariyaganj,4,99242,0,0,99242,0,Peace Party,,Uttar Pradesh,#004274,935027,10.61,6,12/05/19,23/04/19,GEN,10.61381115,
S24,60,6,IND,MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA,2014,Domariyaganj,6,10952,0,0,10952,0,Independent,,Uttar Pradesh,#CEB58C,935027,1.17,6,12/05/19,23/04/19,GEN,1.171303075,
S24,60,7,BMP,ARJUN SINGH,2014,Domariyaganj,7,9529,0,0,9529,0,Bahujan Mukti Party,,Uttar Pradesh,#004274,935027,1.02,6,12/05/19,23/04/19,GEN,1.019114956,
S24,60,8,Others,DR. SATYENDRA  NATH PANDEY,2014,Domariyaganj,8,9372,0,0,9372,0,Aam Janata Party,,Uttar Pradesh,#004274,935027,1,6,12/05/19,23/04/19,GEN,1.002323997,
S24,60,9,IND,RAM UGRAH,2014,Domariyaganj,9,7762,0,0,7762,0,Independent,,Uttar Pradesh,#CEB58C,935027,0.83,6,12/05/19,23/04/19,GEN,0.830136456,
S24,60,10,NCP,HAMIDULLAH CHAUDHARY,2014,Domariyaganj,10,7159,0,0,7159,0,Nationalist Congress Party,,Uttar Pradesh,#FAEA75,935027,0.77,6,12/05/19,23/04/19,GEN,0.76564634,
S24,60,12,Others,PINGLE PRASAD,2014,Domariyaganj,12,5521,0,0,5521,0,Swaraj (J),,Uttar Pradesh,#004274,935027,0.59,6,12/05/19,23/04/19,GEN,0.590464233,
S24,60,13,IND,DIWAKAR PRASAD,2014,Domariyaganj,13,5123,0,0,5123,0,Independent,,Uttar Pradesh,#CEB58C,935027,0.55,6,12/05/19,23/04/19,GEN,0.547898617,
S24,60,14,IND,KALI RAM,2014,Domariyaganj,14,4939,0,0,4939,0,Independent,,Uttar Pradesh,#CEB58C,935027,0.53,6,12/05/19,23/04/19,GEN,0.528220041,
S24,60,15,Others,SANTRAM,2014,Domariyaganj,15,3238,0,0,3238,0,Bharatiya Rashtriya Bahujan Samaj Vikas Party,,Uttar Pradesh,#004274,935027,0.35,6,12/05/19,23/04/19,GEN,0.34630016,
S24,60,16,AAP,BADRE ALAM,2014,Domariyaganj,16,3174,0,0,3174,0,Aam Aadmi Party,,Uttar Pradesh,#0080C0,935027,0.34,6,12/05/19,23/04/19,GEN,0.339455438,
S24,60,17,SBSP,MANOJ KUMAR,2014,Domariyaganj,17,2709,0,0,2709,0,Suheldev Bhartiya Samaj Party,,Uttar Pradesh,#004274,935027,0.29,6,12/05/19,23/04/19,GEN,0.289724254,
S24,60,18,Others,RAVI KUMAR,2014,Domariyaganj,18,2535,0,0,2535,0,Samyak Parivartan Party,,Uttar Pradesh,#004274,935027,0.27,6,12/05/19,23/04/19,GEN,0.271115166,
S24,60,11,NOTA,NONE OF THE ABOVE,2014,Domariyaganj,11,6775,0,0,6775,0,None of the Above,,Uttar Pradesh,#DDD1CA,935027,0.72,6,12/05/19,23/04/19,GEN,0.724578007,
S24,61,2,SP,BRIJ KISHOR SINGH  DIMPAL ,2014,Basti,2,324118,0,0,324118,1,Samajwadi Party,,Uttar Pradesh,#0E6D37,1048534,30.91,6,12/05/19,23/04/19,GEN,30.91153935,
S24,61,3,BSP,RAM PRASAD CHAUDHARY,2014,Basti,3,283747,0,0,283747,1,Bahujan Samaj Party,,Uttar Pradesh,#22409A,1048534,27.06,6,12/05/19,23/04/19,GEN,27.06130655,
S24,61,6,AAP,ANAND RAJPAL,2014,Basti,6,8407,0,0,8407,0,Aam Aadmi Party,,Uttar Pradesh,#0080C0,1048534,0.8,6,12/05/19,23/04/19,GEN,0.801786113,
S24,61,7,PP,PURUSHOTTAM PANDEY,2014,Basti,7,8172,0,0,8172,0,Peace Party,,Uttar Pradesh,#004274,1048534,0.78,6,12/05/19,23/04/19,GEN,0.779373869,
S24,61,8,SBSP,SHIVPOOJAN RAJBHAR,2014,Basti,8,7063,0,0,7063,0,Suheldev Bhartiya Samaj Party,,Uttar Pradesh,#004274,1048534,0.67,6,12/05/19,23/04/19,GEN,0.673607151,
S24,61,9,IND,KRISHNA  KUMAR UPADHYAY ADVOCATE,2014,Basti,9,4823,0,0,4823,0,Independent,,Uttar Pradesh,#CEB58C,1048534,0.46,6,12/05/19,23/04/19,GEN,0.459975547,
S24,61,10,IND,RAM SHANKAR GUPTA,2014,Basti,10,4521,0,0,4521,0,Independent,,Uttar Pradesh,#CEB58C,1048534,0.43,6,12/05/19,23/04/19,GEN,0.431173429,
S24,61,11,IND,ARUN KUMAR,2014,Basti,11,3587,0,0,3587,0,Independent,,Uttar Pradesh,#CEB58C,1048534,0.34,6,12/05/19,23/04/19,GEN,0.34209668,
S24,61,12,Others,BHAGWANDAS,2014,Basti,12,3532,0,0,3532,0,Bahujan Sangharsh Party (Kanshiram),,Uttar Pradesh,#004274,1048534,0.34,6,12/05/19,23/04/19,GEN,0.336851261,
S24,61,13,BMP,RAM KARAN ALIAS R.K. GAUTAM,2014,Basti,13,2803,0,0,2803,0,Bahujan Mukti Party,,Uttar Pradesh,#004274,1048534,0.27,6,12/05/19,23/04/19,GEN,0.267325618,
S24,61,14,Others,SITA RAM,2014,Basti,14,2240,0,0,2240,0,Janvadi Party(Socialist),,Uttar Pradesh,#004274,1048534,0.21,6,12/05/19,23/04/19,GEN,0.213631604,
S24,61,5,NOTA,NONE OF THE ABOVE,2014,Basti,5,10168,0,0,10168,0,None of the Above,,Uttar Pradesh,#DDD1CA,1048534,0.97,6,12/05/19,23/04/19,GEN,0.969734887,
S24,62,2,BSP,BHISM SHANKAR ALIAS KUSHAL TIWARI,2014,Sant Kabir Nagar,2,250914,0,0,250914,1,Bahujan Samaj Party,,Uttar Pradesh,#22409A,1011649,24.8,6,12/05/19,23/04/19,GEN,24.80247596,
S24,62,3,SP,BHAL CHANDRA YADAV,2014,Sant Kabir Nagar,3,240169,0,0,240169,1,Samajwadi Party,,Uttar Pradesh,#0E6D37,1011649,23.74,6,12/05/19,23/04/19,GEN,23.74034868,
S24,62,4,PP,RAJARAM,2014,Sant Kabir Nagar,4,69193,0,0,69193,0,Peace Party,,Uttar Pradesh,#004274,1011649,6.84,6,12/05/19,23/04/19,GEN,6.839625206,
S24,30,3,INC,QAISER JAHAN,2019,Sitapur,1,95958,60,0,96018,0,Indian National Congress,,Uttar Pradesh,#3498DB,1064521,9.02,5,06/05/19,18/04/19,GEN,9.019831455,
S24,62,6,IND,APARNA,2014,Sant Kabir Nagar,6,11046,0,0,11046,0,Independent,,Uttar Pradesh,#CEB58C,1011649,1.09,6,12/05/19,23/04/19,GEN,1.091880682,
S24,62,7,Others,SHABBEER HUSEN,2014,Sant Kabir Nagar,7,8993,0,0,8993,0,Jai Hind Samaj Party,,Uttar Pradesh,#004274,1011649,0.89,6,12/05/19,23/04/19,GEN,0.888944683,
S24,62,8,AAP,AFTAB ALAM KHAN,2014,Sant Kabir Nagar,8,7458,0,0,7458,0,Aam Aadmi Party,,Uttar Pradesh,#0080C0,1011649,0.74,6,12/05/19,23/04/19,GEN,0.737212215,
S24,62,9,IND,SURENDRA KUMAR CHAUDHARY,2014,Sant Kabir Nagar,9,5866,0,0,5866,0,Independent,,Uttar Pradesh,#CEB58C,1011649,0.58,6,12/05/19,23/04/19,GEN,0.579845381,
S24,62,10,BMP,RAJMANI,2014,Sant Kabir Nagar,10,5036,0,0,5036,0,Bahujan Mukti Party,,Uttar Pradesh,#004274,1011649,0.5,6,12/05/19,23/04/19,GEN,0.497801115,
S24,62,12,Others,MOHAMMAD ALI,2014,Sant Kabir Nagar,12,4082,0,0,4082,0,Parcham Party of India,,Uttar Pradesh,#004274,1011649,0.4,6,12/05/19,23/04/19,GEN,0.403499633,
S24,62,13,SBSP,SANT SIROMANI BABOOLAL YADAV MAHARAJ JI,2014,Sant Kabir Nagar,13,3900,0,0,3900,0,Suheldev Bhartiya Samaj Party,,Uttar Pradesh,#004274,1011649,0.39,6,12/05/19,23/04/19,GEN,0.385509203,
S24,62,14,SSD,LOTAN URF LAUTAN PRASAD,2014,Sant Kabir Nagar,14,3618,0,0,3618,0,Shoshit Samaj Dal,,Uttar Pradesh,#004274,1011649,0.36,6,12/05/19,23/04/19,GEN,0.357633922,
S24,62,15,IND,KAILASH NATH BELDAR,2014,Sant Kabir Nagar,15,3181,0,0,3181,0,Independent,,Uttar Pradesh,#CEB58C,1011649,0.31,6,12/05/19,23/04/19,GEN,0.314437122,
S24,62,16,IND,SUBODH CHANDRA,2014,Sant Kabir Nagar,16,3061,0,0,3061,0,Independent,,Uttar Pradesh,#CEB58C,1011649,0.3,6,12/05/19,23/04/19,GEN,0.3025753,
S24,62,17,IND,AMIT,2014,Sant Kabir Nagar,17,2796,0,0,2796,0,Independent,,Uttar Pradesh,#CEB58C,1011649,0.28,6,12/05/19,23/04/19,GEN,0.276380444,
S24,62,18,Others,JANTRI LAL CHAUHAN,2014,Sant Kabir Nagar,18,2439,0,0,2439,0,Janvadi Party(Socialist),,Uttar Pradesh,#004274,1011649,0.24,6,12/05/19,23/04/19,GEN,0.241091525,
S24,62,19,Others,RAJENDRA KUMAR,2014,Sant Kabir Nagar,19,2278,0,0,2278,0,Rashtriya Janwadi Party (Krantikari),,Uttar Pradesh,#004274,1011649,0.23,6,12/05/19,23/04/19,GEN,0.225176914,
S24,62,20,IND,MOHAMMAD IRFAN,2014,Sant Kabir Nagar,20,2164,0,0,2164,0,Independent,,Uttar Pradesh,#CEB58C,1011649,0.21,6,12/05/19,23/04/19,GEN,0.213908184,
S24,62,21,Others,PREM PRAKASH,2014,Sant Kabir Nagar,21,2155,0,0,2155,0,Indian Peace Party,,Uttar Pradesh,#004274,1011649,0.21,6,12/05/19,23/04/19,GEN,0.213018547,
S24,62,22,Others,JYOTI SINGH,2014,Sant Kabir Nagar,22,1884,0,0,1884,0,Bahujan Sangharsh Party (Kanshiram),,Uttar Pradesh,#004274,1011649,0.19,6,12/05/19,23/04/19,GEN,0.1862306,
S24,62,23,Others,RAVIKANT,2014,Sant Kabir Nagar,23,1721,0,0,1721,0,Most Backward Classes Of India,,Uttar Pradesh,#004274,1011649,0.17,6,12/05/19,23/04/19,GEN,0.170118292,
S24,62,24,IND,SHAYAM LAL,2014,Sant Kabir Nagar,24,1477,0,0,1477,0,Independent,,Uttar Pradesh,#CEB58C,1011649,0.15,6,12/05/19,23/04/19,GEN,0.145999255,
S24,62,25,IND,JAIYANTRI PRASAD,2014,Sant Kabir Nagar,25,1335,0,0,1335,0,Independent,,Uttar Pradesh,#CEB58C,1011649,0.13,6,12/05/19,23/04/19,GEN,0.131962766,
S24,62,26,IND,KRIPANARAYAN RAI,2014,Sant Kabir Nagar,26,1215,0,0,1215,0,Independent,,Uttar Pradesh,#CEB58C,1011649,0.12,6,12/05/19,23/04/19,GEN,0.120100944,
S24,62,11,NOTA,NONE OF THE ABOVE,2014,Sant Kabir Nagar,11,4747,0,0,4747,0,None of the Above,,Uttar Pradesh,#DDD1CA,1011649,0.47,6,12/05/19,23/04/19,GEN,0.469233894,
S24,63,2,BSP,KASHI NATH SHUKLA,2014,Maharajganj,2,231084,0,0,231084,1,Bahujan Samaj Party,,Uttar Pradesh,#22409A,1902732,12.14,7,19/05/19,19/05/19,GEN,21.88133831,
S24,63,3,SP,AKHILESH,2014,Maharajganj,3,213974,0,0,213974,1,Samajwadi Party,,Uttar Pradesh,#0E6D37,1902732,11.25,7,19/05/19,19/05/19,GEN,20.26119283,
S24,30,4,INC,VAISHALI ALI,2014,Sitapur,4,29104,0,0,29104,0,Indian National Congress,,Uttar Pradesh,#3498DB,1026972,2.83,5,06/05/19,18/04/19,GEN,2.833962367,
S24,63,5,IND,ANIL KUMAR SHAHANI,2014,Maharajganj,5,15517,0,0,15517,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.82,7,19/05/19,19/05/19,GEN,1.469304351,
S24,63,6,IND,TEJ PRATAP,2014,Maharajganj,6,6131,0,0,6131,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.32,7,19/05/19,19/05/19,GEN,0.58054424,
S24,63,7,ADUP,SHREE AKHILESH KUMAR,2014,Maharajganj,7,5422,0,0,5422,0,Apna Dal United Party,,Uttar Pradesh,#004274,1902732,0.28,7,19/05/19,19/05/19,GEN,0.513409047,
S24,63,8,SBSP,KAVILAS,2014,Maharajganj,8,5195,0,0,5195,0,Suheldev Bhartiya Samaj Party,,Uttar Pradesh,#004274,1902732,0.27,7,19/05/19,19/05/19,GEN,0.491914423,
S24,63,9,Others,RAMSAMUJH,2014,Maharajganj,9,5001,0,0,5001,0,Swaraj (J),,Uttar Pradesh,#004274,1902732,0.26,7,19/05/19,19/05/19,GEN,0.473544568,
S24,63,11,IND,GOVIND DAS,2014,Maharajganj,11,4216,0,0,4216,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.22,7,19/05/19,19/05/19,GEN,0.399212937,
S24,63,12,IND,DAYARAM NISHAD,2014,Maharajganj,12,4210,0,0,4210,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.22,7,19/05/19,19/05/19,GEN,0.398644797,
S24,63,13,IND,AJAYDHAR,2014,Maharajganj,13,4079,0,0,4079,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.21,7,19/05/19,19/05/19,GEN,0.38624041,
S24,63,14,BMP,ARAT KHARVAR,2014,Maharajganj,14,3752,0,0,3752,0,Bahujan Mukti Party,,Uttar Pradesh,#004274,1902732,0.2,7,19/05/19,19/05/19,GEN,0.355276788,
S24,63,15,PP,MUMMATAJ,2014,Maharajganj,15,3582,0,0,3582,0,Peace Party,,Uttar Pradesh,#004274,1902732,0.19,7,19/05/19,19/05/19,GEN,0.339179492,
S24,63,16,Others,SHIVCHARAN,2014,Maharajganj,16,3455,0,0,3455,0,Jai Hind Samaj Party,,Uttar Pradesh,#004274,1902732,0.18,7,19/05/19,19/05/19,GEN,0.327153866,
S24,63,17,AAP,PASHUPATI NATH GUPTA,2014,Maharajganj,17,3196,0,0,3196,0,Aam Aadmi Party,,Uttar Pradesh,#0080C0,1902732,0.17,7,19/05/19,19/05/19,GEN,0.302629162,
S24,63,18,IND,RAKESH KUMAR GIRI,2014,Maharajganj,18,2545,0,0,2545,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.13,7,19/05/19,19/05/19,GEN,0.240985988,
S24,63,19,NP,VIMLESH TRIPATHI,2014,Maharajganj,19,2339,0,0,2339,0,Naitik Party,,Uttar Pradesh,#004274,1902732,0.12,7,19/05/19,19/05/19,GEN,0.221479853,
S24,63,20,IND,DINANATH,2014,Maharajganj,20,2149,0,0,2149,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.11,7,19/05/19,19/05/19,GEN,0.203488757,
S24,63,21,Others,RADHEYSHYAM,2014,Maharajganj,21,1961,0,0,1961,0,Most Backward Classes Of India,,Uttar Pradesh,#004274,1902732,0.1,7,19/05/19,19/05/19,GEN,0.185687042,
S24,63,22,IND,RAKESH KUMAR GUPTA,2014,Maharajganj,22,1828,0,0,1828,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.1,7,19/05/19,19/05/19,GEN,0.173093275,
S24,63,23,IND,DINESH KUMAR,2014,Maharajganj,23,1671,0,0,1671,0,Independent,,Uttar Pradesh,#CEB58C,1902732,0.09,7,19/05/19,19/05/19,GEN,0.158226949,
S24,63,24,LD,MANGAL LAL,2014,Maharajganj,24,1491,0,0,1491,0,Lok Dal,,Uttar Pradesh,#004274,1902732,0.08,7,19/05/19,19/05/19,GEN,0.141182754,
S24,63,10,NOTA,NONE OF THE ABOVE,2014,Maharajganj,10,4545,0,0,4545,0,None of the Above,,Uttar Pradesh,#DDD1CA,1902732,0.24,7,19/05/19,19/05/19,GEN,0.430365939,
S24,64,2,SP,RAJMATI NISHAD,2014,Gorakhpur,2,226344,0,0,226344,1,Samajwadi Party,,Uttar Pradesh,#0E6D37,1040199,21.76,7,19/05/19,19/05/19,GEN,21.75968252,
S24,64,3,BSP,RAM BHUAL NISHAD,2014,Gorakhpur,3,176412,0,0,176412,1,Bahujan Samaj Party,,Uttar Pradesh,#22409A,1040199,16.96,7,19/05/19,19/05/19,GEN,16.95944718,
S24,30,1,INC,RAKESH RATHOR,2024,Sitapur,1,530467,671,0,531138,1,Indian National Congress,INDIA,Uttar Pradesh,#3498DB,1102015,48.2,4,13/05/24,25/04/24,GEN,48.19698461,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAKES-2024-7630.jpg
S24,64,5,AAP,RADHE MOHAN MISRA,2014,Gorakhpur,5,11873,0,0,11873,0,Aam Aadmi Party,,Uttar Pradesh,#0080C0,1040199,1.14,7,19/05/19,19/05/19,GEN,1.14141621,
S24,64,7,IND,ACHHE LAL GUPTA,2014,Gorakhpur,7,5339,0,0,5339,0,Independent,,Uttar Pradesh,#CEB58C,1040199,0.51,7,19/05/19,19/05/19,GEN,0.513267173,
S24,64,8,PP,FAIZ AHAMAD FAIZI,2014,Gorakhpur,8,5046,0,0,5046,0,Peace Party,,Uttar Pradesh,#004274,1040199,0.49,7,19/05/19,19/05/19,GEN,0.485099486,
S24,64,9,IND,RAMKISHUN,2014,Gorakhpur,9,4387,0,0,4387,0,Independent,,Uttar Pradesh,#CEB58C,1040199,0.42,7,19/05/19,19/05/19,GEN,0.421746224,
S24,64,10,IND,ASHOK,2014,Gorakhpur,10,4194,0,0,4194,0,Independent,,Uttar Pradesh,#CEB58C,1040199,0.4,7,19/05/19,19/05/19,GEN,0.403192082,
S24,64,11,Others,MUNNA,2014,Gorakhpur,11,4024,0,0,4024,0,Swarajya Party Of India,,Uttar Pradesh,#004274,1040199,0.39,7,19/05/19,19/05/19,GEN,0.386849055,
S24,64,12,BSCP,INDRA DEO YADAVA,2014,Gorakhpur,12,2398,0,0,2398,0,Bhartiya Shakti Chetna Party,,Uttar Pradesh,#004274,1040199,0.23,7,19/05/19,19/05/19,GEN,0.230532812,
S24,64,13,Others,SUBASH KUMAR MAURYA,2014,Gorakhpur,13,2123,0,0,2123,0,Rashtriya Janwadi Party (Krantikari),,Uttar Pradesh,#004274,1040199,0.2,7,19/05/19,19/05/19,GEN,0.204095562,
S24,64,14,BMP,MOHD. WASEEM KHAN,2014,Gorakhpur,14,2016,0,0,2016,0,Bahujan Mukti Party,,Uttar Pradesh,#004274,1040199,0.19,7,19/05/19,19/05/19,GEN,0.193809069,
S24,64,15,CPI(M)(L),RAJESH,2014,Gorakhpur,15,1873,0,0,1873,0,Communist Party of India  (Marxist-Leninist)  (Liberation),,Uttar Pradesh,#F27A67,1040199,0.18,7,19/05/19,19/05/19,GEN,0.1800617,
S24,64,16,NP,RAJIT MISHRA,2014,Gorakhpur,16,1171,0,0,1171,0,Naitik Party,,Uttar Pradesh,#004274,1040199,0.11,7,19/05/19,19/05/19,GEN,0.112574613,
S24,64,6,NOTA,NONE OF THE ABOVE,2014,Gorakhpur,6,8153,0,0,8153,0,None of the Above,,Uttar Pradesh,#DDD1CA,1040199,0.78,7,19/05/19,19/05/19,GEN,0.783792332,
S24,65,3,BSP,DR. SANGAM MISHRA,2014,Kushi Nagar,3,132881,0,0,132881,0,Bahujan Samaj Party,,Uttar Pradesh,#22409A,950445,13.98,7,19/05/19,19/05/19,GEN,13.98092472,
