YEAR,AC_NAME,VOTES
1980,TIRUPPATTUR,159934
1980,TIRUPPORUR,65749
1980,TIRUPPUR,111215
1980,TIRUTTANI,72270
1980,TIRUVADANAI,90601
1980,TIRUVANNAMALAI,92609
1980,TRIPLICANE,63798
1980,TUTICORIN,94032
1980,UDHAGAMANDALAM,68560
1980,UDUMALPET,96619
1980,ULUNDURPET,72385
1980,UPPILIAPURAM,87465
1980,USILAMPATTI,71029
1980,UTHIRAMERUR,88172
1980,VALANGIMAN,72479
1980,VALPARAI,81658
1980,VANDAVASI,76678
1980,VANIYAMBADI,72424
1980,VANUR,73512
1980,VARAHUR,74110
1980,VASUDEVANALLUR,65541
1980,VEDARANYAM,85955
1980,VEDASANDUR,90985
1980,VEERAPANDI,88061
1980,VELLAKOIL,90972
1980,VELLORE,86803
1980,VILATHIKULAM,75766
1980,VILAVANCODE,63673
1980,VILLIVAKKAM,119548
1980,VILLUPURAM,88340
1980,VIRUDHUNAGAR,82454
1980,VRIDHACHALAM,87510
1980,YERCAUD,56218
1984,ACHARAPAKKAM,79266
1984,ALANDUR,124756
1984,ALANGUDI,112667
1984,ALANGULAM,88294
1984,AMBASAMUDRAM,81658
1984,ANAICUT,77556
1984,ANDHIYUR,77167
1984,ANDIMADAM,82969
1984,ANDIPATTI,89781
1984,ANNA NAGAR,121427
1984,ARAKKONAM,100802
1984,ARANI,99678
1984,ARANTHANGI,111844
1984,ARAVAKURICHI,103887
1984,ARCOT,88568
1984,ARIYALUR,97353
1984,ARUPPUKKOTTAI,87900
1984,ATHOOR,106366
1984,ATTUR,84060
1984,AVANASHI,87187
1984,BARGUR,82321
1984,BHAVANI,92175
1984,BHAVANISAGAR,88964
1984,BHUVANAGIRI,92387
1984,BODINAYAKKANUR,88902
1984,CHENGALPATTU,90587
1984,CHENGAM,74520
1984,CHEPAUK,64403
1984,CHERANMAHADEVI,82874
1984,CHEYYAR,92282
1984,CHIDAMBARAM,86285
1984,COIMBATORE NORTH,85812
1984,COIMBATORE SOUTH,84941
1984,COONOOR,83096
1984,CUDDALORE,92663
1984,CUMBUM,100118
1984,DHARAPURAM,87870
1984,DHARMAPURI,85566
1984,DINDIGUL,108039
1984,DR. RADHAKRISHNAN NAGAR,107147
1984,EDAPPADI,105871
1984,EGMORE,57473
1984,ERODE,134060
1984,GINGEE,92647
1984,GOBICHETTIPALAYAM,90173
1984,GUDALUR,90783
1984,GUDIYATTAM,81928
1984,GUMMIDIPOONDI,99384
1984,HARBOUR,70439
1984,HARUR,89763
1984,HOSUR,72965
1984,ILAYANGUDI,84234
1984,JAYANKONDAM,91310
1984,KADALADI,93953
1984,KADAYANALLUR,92044
1984,KALASAPAKKAM,93517
1984,KALLAKURICHI,84263
1984,KANCHEEPURAM,109137
1984,KANDAMANGALAM,91725
1984,KANGAYAM,93887
1984,KANNIYAKUMARI,83911
1984,KAPILAMALAI,95723
1984,KARAIKUDI,97504
1984,KARUR,120258
1984,KATPADI,92988
1984,KATTUMANNARKOIL,84724
1984,KAVERIPATTINAM,82565
1984,KILLIYOOR,63430
1984,KINATHUKKADAVU,88867
1984,KOLATHUR,99472
1984,KOLLACHAL,85397
1984,KOVILPATTI,81840
1984,KRISHNAGIRI,74017
1984,KRISHNARAJAPURAM,93650
1984,KULITHALAI,97051
1984,KUMBAKONAM,90340
1984,KURINJIPADI,90981
1984,KUTTALAM,95665
1984,LALGUDI,102500
1984,MADURAI CENTRAL,81308
1984,MADURAI EAST,84590
1984,MADURAI WEST,94167
1984,MADURANTHAKAM,86784
1984,MANAMADURAI,85274
1984,MANGALUR,90243
1984,MANNARGUDI,103147
1984,MARUNGAPURI,90329
1984,MAYURAM,90846
1984,MELMALAYANUR,90629
1984,MELUR,101143
1984,METTUPPALAYAM,103952
1984,METTUR,95699
1984,MODAKKURICHI,116060
1984,MORAPPUR,78355
1984,MUDHUKULATHUR,86244
1984,MUGAIYUR,80641
1984,MUSIRI,110054
1984,MYLAPORE,100374
1984,NAGAPATTINAM,90547
1984,NAGERCOIL,86868
1984,NAMAKKAL,102155
1984,NANGUNERI,79014
1984,NANNILAM,96813
1984,NATHAM,83549
1984,NATRAMPALLI,96512
1984,NELLIKUPPAM,84676
1984,NILAKKOTTAI,87721
1984,ODDAMCHATRAM,93200
1984,OMALUR,78288
1984,ORATHANADU,100955
1984,OTTAPIDARAM,68033
1984,PADMANABHAPURAM,75356
1984,PALACODU,84117
1984,PALANI,94080
1984,PALAYAMKOTTAI,87068
1984,PALLADAM,94647
1984,PALLIPET,87429
1984,PANAMARATHUPATTI,80737
1984,PANRUTI,96163
1984,PAPANASAM,89198
1984,PARAMAKUDI,93485
1984,PARK TOWN,73770
1984,PATTUKKOTTAI,98923
1984,PENNAGARAM,81143
1984,PERAMBALUR,89264
1984,PERAMBUR,100541
1984,PERANAMALLUR,91180
1984,PERAVURANI,94998
1984,PERIYAKULAM,92044
1984,PERNAMBATTU,85128
1984,PERUNDURAI,94549
1984,PERUR,110774
1984,POLLACHI,103293
1984,POLUR,84029
1984,PONGALUR,80553
1984,PONNERI,104244
1984,POOMPUHAR,89328
1984,POONAMALLEE,98506
1984,PUDUKKOTTAI,102418
1984,PURASAWALKAM,119763
1984,RADHAPURAM,74484
1984,RAJAPALAYAM,100331
1984,RAMANATHAPURAM,94047
1984,RANIPET,100844
1984,RASIPURAM,98311
1984,RISHIVANDIYAM,83619
1984,ROYAPURAM,81031
1984,SAIDAPET,107133
1984,SALEM-I,105683
1984,SALEM-II,91718
1984,SAMAYANALLUR,112731
1984,SANKARANKOVIL,88907
1984,SANKARAPURAM,89362
1984,SANKARI,102256
1984,SATHYAMANGALAM,80559
1984,SATTANGULAM,70573
1984,SATTUR,115117
1984,SEDAPATTI,82062
1984,SENTHAMANGALAM,84350
1984,SHOLAVANDAN,83337
1984,SHOLINGUR,93351
1984,SINGANALLUR,110981
1984,SIRKAZHI,92423
1984,SIVAGANGA,88358
1984,SIVAKASI,107745
1984,SRIPERUMBUDUR,86059
1984,SRIRANGAM,104145
1984,SRIVAIKUNTAM,77226
1984,SRIVILLIPUTHUR,102072
1984,T-NAGAR,99550
1984,TALAVASAL,82037
1984,TAMBARAM,145238
1984,TARAMANGALAM,90995
1984,TENKASI,94312
1984,THALLI,74296
1984,THANDARAMBATTU,90613
1984,THANJAVUR,96314
1984,THENI,99318
1984,THIRUMAIYAM,93695
1984,THIRUMANGALAM,83549
1984,THIRUNAVALUR,81418
1984,THIRUPPARANKUNDRAM,109523
1984,THIRUTHURAIPUNDI,109918
1984,THIRUVAIYARU,84262
1984,THIRUVALLUR,85956
1984,THIRUVARUR,100500
1984,THIRUVATTAR,72627
1984,THIRUVERUMBUR,100130
1984,THIRUVIDAIMARUDUR,97704
1984,THIRUVONAM,96953
1984,THIRUVOTTIYUR,120141
1984,THONDAMUTHUR,117744
1984,THOTTIYAM,96700
1984,THOUSAND LIGHTS,91831
1984,TINDIVANAM,77394
1984,TIRUCHENDUR,90630
1984,TIRUCHENGODU,140232
1984,TIRUCHIRAPALLI-I,74357
1984,TIRUCHIRAPALLI-II,90241
1984,TIRUNELVELI,94687
1984,TIRUPPATTUR,181629
1984,TIRUPPORUR,80533
1984,TIRUPPUR,126772
1984,TIRUTTANI,82548
1984,TIRUVADANAI,99615
1984,TIRUVANNAMALAI,97027
1984,TRIPLICANE,72065
1984,TUTICORIN,105442
1984,UDHAGAMANDALAM,82783
1984,UDUMALPET,105064
1984,ULUNDURPET,88950
1984,UPPILIAPURAM,97920
1984,USILAMPATTI,83541
1984,UTHIRAMERUR,101024
1984,VALANGIMAN,83577
1984,VALPARAI,76864
1984,VANDAVASI,91406
1984,VANIYAMBADI,86283
1984,VANUR,90176
1984,VARAHUR,87865
1984,VASUDEVANALLUR,80686
1984,VEDARANYAM,99390
1984,VEDASANDUR,109194
1984,VEERAPANDI,96710
1984,VELLAKOIL,97069
1984,VELLORE,100823
1984,VILATHIKULAM,80153
1984,VILAVANCODE,82045
1984,VILLIVAKKAM,169247
1984,VILLUPURAM,95152
1984,VIRUDHUNAGAR,94472
1984,VRIDHACHALAM,93721
1984,YERCAUD,65572
1989,ACHARAPAKKAM,78664
1989,ALANDUR,158532
1989,ALANGUDI,128050
1989,ALANGULAM,109598
1989,AMBASAMUDRAM,91721
1989,ANAICUT,72136
1989,ANDHIYUR,71574
1989,ANDIMADAM,59357
1989,ANDIPATTI,105835
1989,ANNA NAGAR,142965
1989,ARAKKONAM,90869
1989,ARANI,106498
1989,ARANTHANGI,129746
1989,ARAVAKURICHI,114296
1989,ARCOT,95262
1989,ARIYALUR,108607
1989,ARUPPUKKOTTAI,98688
1989,ATHOOR,116289
1989,ATTUR,87971
1989,AVANASHI,104196
1989,BARGUR,100921
1989,BHAVANI,86226
1989,BHAVANISAGAR,106088
1989,BHUVANAGIRI,84795
1989,BODINAYAKKANUR,105871
1989,CHENGALPATTU,85167
1989,CHENGAM,75584
1989,CHEPAUK,65925
1989,CHERANMAHADEVI,96494
1989,CHEYYAR,99190
1989,CHIDAMBARAM,84813
1989,COIMBATORE NORTH,90572
1989,COIMBATORE SOUTH,95142
1989,COONOOR,96678
1989,CUDDALORE,99729
1989,CUMBUM,113729
1989,DHARAPURAM,101124
1989,DHARMAPURI,71889
1989,DINDIGUL,123435
1989,DR. RADHAKRISHNAN NAGAR,119660
1989,EDAPPADI,92993
1989,EGMORE,76369
1989,ERODE,164552
1989,GINGEE,90830
1989,GOBICHETTIPALAYAM,97496
1989,GUDALUR,113489
1989,GUDIYATTAM,93943
1989,GUMMIDIPOONDI,98590
1989,HARBOUR,69669
1989,HARUR,89418
1989,HOSUR,95364
1989,ILAYANGUDI,91199
1989,JAYANKONDAM,73357
1989,KADALADI,107650
1989,KADAYANALLUR,102230
1989,KALASAPAKKAM,98533
1989,KALLAKURICHI,101354
1989,KANCHEEPURAM,112932
1989,KANDAMANGALAM,86550
1989,KANGAYAM,108776
1989,KANNIYAKUMARI,96332
1989,KAPILAMALAI,111993
1989,KARAIKUDI,111029
1989,KARUR,141253
1989,KATPADI,99475
1989,KATTUMANNARKOIL,78356
1989,KAVERIPATTINAM,101194
1989,KILLIYOOR,76222
1989,KINATHUKKADAVU,98362
1989,KOLATHUR,119125
1989,KOLLACHAL,93424
1989,KOVILPATTI,99069
1989,KRISHNAGIRI,89208
1989,KRISHNARAJAPURAM,107392
1989,KULITHALAI,114429
1989,KUMBAKONAM,104961
1989,KURINJIPADI,95222
1989,KUTTALAM,99985
1989,LALGUDI,118125
1989,MADURAI CENTRAL,84282
1989,MADURAI EAST,82892
1989,MADURAI WEST,102909
1989,MADURANTHAKAM,92311
1989,MANAMADURAI,99253
1989,MANGALUR,93304
1989,MANNARGUDI,113259
1989,MARUNGAPURI,110648
1989,MAYURAM,86110
1989,MELMALAYANUR,99994
1989,MELUR,113054
1989,METTUPPALAYAM,121209
1989,METTUR,90996
1989,MODAKKURICHI,131154
1989,MORAPPUR,83831
1989,MUDHUKULATHUR,92908
1989,MUGAIYUR,96380
1989,MUSIRI,126174
1989,MYLAPORE,118538
1989,NAGAPATTINAM,99963
1989,NAGERCOIL,103391
1989,NAMAKKAL,118026
1989,NANGUNERI,94837
1989,NANNILAM,107813
1989,NATHAM,99426
1989,NATRAMPALLI,114931
1989,NELLIKUPPAM,82278
1989,NILAKKOTTAI,98530
1989,ODDAMCHATRAM,107616
1989,OMALUR,76204
1989,ORATHANADU,114813
1989,OTTAPIDARAM,80353
1989,PADMANABHAPURAM,78891
1989,PALACODU,95857
1989,PALANI,103520
1989,PALAYAMKOTTAI,98943
1989,PALLADAM,116038
1989,PALLIPET,99866
1989,PANAMARATHUPATTI,93458
1989,PANRUTI,93166
1989,PAPANASAM,93290
1989,PARAMAKUDI,102641
1989,PARK TOWN,75296
1989,PATTUKKOTTAI,110852
1989,PENNAGARAM,73468
1989,PERAMBALUR,100912
1989,PERAMBUR,121939
1989,PERANAMALLUR,91392
1989,PERAVURANI,113093
1989,PERIYAKULAM,103114
1989,PERNAMBATTU,98431
1989,PERUNDURAI,113650
1989,PERUR,136222
1989,POLLACHI,112070
1989,POLUR,81137
1989,PONGALUR,98254
1989,PONNERI,116616
1989,POOMPUHAR,85897
1989,POONAMALLEE,121900
1989,PUDUKKOTTAI,125661
1989,PURASAWALKAM,137613
1989,RADHAPURAM,91424
1989,RAJAPALAYAM,120575
1989,RAMANATHAPURAM,106993
1989,RANIPET,92179
1989,RASIPURAM,110592
1989,RISHIVANDIYAM,102287
1989,ROYAPURAM,82142
1989,SAIDAPET,122784
1989,SALEM-I,113343
1989,SALEM-II,104220
1989,SAMAYANALLUR,140212
1989,SANKARANKOVIL,106581
1989,SANKARAPURAM,107129
1989,SANKARI,103953
1989,SATHYAMANGALAM,96446
1989,SATTANGULAM,86968
1989,SATTUR,125236
1989,SEDAPATTI,93210
1989,SENTHAMANGALAM,97400
1989,SHOLAVANDAN,98512
1989,SHOLINGUR,85171
1989,SINGANALLUR,129195
1989,SIRKAZHI,89543
1989,SIVAGANGA,99992
1989,SIVAKASI,131503
1989,SRIPERUMBUDUR,91210
1989,SRIRANGAM,121783
1989,SRIVAIKUNTAM,86797
1989,SRIVILLIPUTHUR,118063
1989,T-NAGAR,115667
1989,TALAVASAL,95229
1989,TAMBARAM,191400
1989,TARAMANGALAM,62066
1989,TENKASI,109248
1989,THALLI,86539
1989,THANDARAMBATTU,105328
1989,THANJAVUR,112165
1989,THENI,116680
1989,THIRUMAIYAM,106864
1989,THIRUMANGALAM,95967
1989,THIRUNAVALUR,93948
1989,THIRUPPARANKUNDRAM,148417
1989,THIRUTHURAIPUNDI,115379
1989,THIRUVAIYARU,96617
1989,THIRUVALLUR,95567
1989,THIRUVARUR,109995
1989,THIRUVATTAR,86391
1989,THIRUVERUMBUR,125519
1989,THIRUVIDAIMARUDUR,100898
1989,THIRUVONAM,114298
1989,THIRUVOTTIYUR,148866
1989,THONDAMUTHUR,148168
1989,THOTTIYAM,107648
1989,THOUSAND LIGHTS,100448
1989,TINDIVANAM,82210
1989,TIRUCHENDUR,99070
1989,TIRUCHENGODU,152797
1989,TIRUCHIRAPALLI-I,79797
1989,TIRUCHIRAPALLI-II,101137
1989,TIRUNELVELI,106862
1989,TIRUPPATTUR,211903
1989,TIRUPPORUR,82749
1989,TIRUPPUR,161247
1989,TIRUTTANI,84888
1989,TIRUVADANAI,107314
1989,TIRUVANNAMALAI,105394
1989,TRIPLICANE,79401
1989,TUTICORIN,124423
1989,UDHAGAMANDALAM,96683
1989,UDUMALPET,121842
1989,ULUNDURPET,106718
1989,UPPILIAPURAM,108651
1989,USILAMPATTI,86285
1989,UTHIRAMERUR,90191
1989,VALANGIMAN,94008
1989,VALPARAI,90063
1989,VANDAVASI,80988
1989,VANIYAMBADI,96421
1989,VANUR,88784
1989,VARAHUR,84126
1989,VASUDEVANALLUR,95816
1989,VEDARANYAM,100585
1989,VEDASANDUR,127615
1989,VEERAPANDI,104369
1989,VELLAKOIL,111700
1989,VELLORE,106539
1989,VILATHIKULAM,92781
1989,VILAVANCODE,97445
1989,VILLIVAKKAM,212886
1989,VILLUPURAM,95677
1989,VIRUDHUNAGAR,106584
1989,VRIDHACHALAM,93044
1989,YERCAUD,72810
1991,ACHARAPAKKAM,93241
1991,ALANDUR,151301
1991,ALANGUDI,128837
1991,ALANGULAM,106288
1991,AMBASAMUDRAM,87907
1991,ANAICUT,94484
1991,ANDHIYUR,88116
1991,ANDIMADAM,96751
1991,ANDIPATTI,102897
1991,ANNA NAGAR,131814
1991,ARAKKONAM,110992
1991,ARANI,113405
1991,ARANTHANGI,130301
1991,ARAVAKURICHI,104232
1991,ARCOT,100896
1991,ARIYALUR,113474
1991,ARUPPUKKOTTAI,96730
1991,ATHOOR,118415
1991,ATTUR,94676
1991,AVANASHI,100149
1991,BARGUR,103841
1991,BHAVANI,100153
1991,BHAVANISAGAR,101166
1991,BHUVANAGIRI,103853
1991,BODINAYAKKANUR,100507
1991,CHENGALPATTU,106266
1991,CHENGAM,92081
1991,CHEPAUK,58482
1991,CHERANMAHADEVI,90705
1991,CHEYYAR,109021
1991,CHIDAMBARAM,95244
1991,COIMBATORE NORTH,80640
1991,COIMBATORE SOUTH,83780
1991,COONOOR,90249
1991,CUDDALORE,105873
1991,CUMBUM,103596
1991,DHARAPURAM,101530
1991,DHARMAPURI,105484
1991,DINDIGUL,126250
1991,DR. RADHAKRISHNAN NAGAR,110639
1991,EDAPPADI,124281
1991,EGMORE,45849
1991,ERODE,152462
1991,GINGEE,110903
1991,GOBICHETTIPALAYAM,97428
1991,GUDALUR,113008
1991,GUDIYATTAM,99053
1991,GUMMIDIPOONDI,111484
1991,HARBOUR,63564
1991,HARUR,113790
1991,HOSUR,99377
1991,ILAYANGUDI,85582
1991,JAYANKONDAM,110557
1991,KADALADI,101619
1991,KADAYANALLUR,98387
1991,KALASAPAKKAM,113497
1991,KALLAKURICHI,103906
1991,KANCHEEPURAM,118566
1991,KANDAMANGALAM,106066
1991,KANGAYAM,108849
1991,KANNIYAKUMARI,90109
1991,KAPILAMALAI,108764
1991,KARAIKUDI,109483
1991,KARUR,138114
1991,KATPADI,111652
1991,KATTUMANNARKOIL,92311
1991,KAVERIPATTINAM,100675
1991,KILLIYOOR,78295
1991,KINATHUKKADAVU,97691
1991,KOLATHUR,119389
1991,KOLLACHAL,87727
1991,KOVILPATTI,94698
1991,KRISHNAGIRI,91145
1991,KRISHNARAJAPURAM,106094
1991,KULITHALAI,115275
1991,KUMBAKONAM,103256
1991,KURINJIPADI,109364
1991,KUTTALAM,106315
1991,LALGUDI,119798
1991,MADURAI CENTRAL,75994
1991,MADURAI EAST,78650
1991,MADURAI WEST,94060
1991,MADURANTHAKAM,99336
1991,MANAMADURAI,95775
1991,MANGALUR,111985
1991,MANNARGUDI,111232
1991,MARUNGAPURI,114348
1991,MAYURAM,98510
1991,MELMALAYANUR,107384
1991,MELUR,111082
1991,METTUPPALAYAM,119873
1991,METTUR,108245
1991,MODAKKURICHI,126904
1991,MORAPPUR,100353
1991,MUDHUKULATHUR,95981
1991,MUGAIYUR,100371
1991,MUSIRI,112706
1991,MYLAPORE,105954
1991,NAGAPATTINAM,101629
1991,NAGERCOIL,99205
1991,NAMAKKAL,112669
1991,NANGUNERI,89870
1991,NANNILAM,106753
1991,NATHAM,98465
1991,NATRAMPALLI,119682
1991,NELLIKUPPAM,96250
1991,NILAKKOTTAI,94463
1991,ODDAMCHATRAM,104070
1991,OMALUR,92406
1991,ORATHANADU,116099
1991,OTTAPIDARAM,79001
1991,PADMANABHAPURAM,82838
1991,PALACODU,101609
1991,PALANI,103326
1991,PALAYAMKOTTAI,97909
1991,PALLADAM,114376
1991,PALLIPET,96565
1991,PANAMARATHUPATTI,101304
1991,PANRUTI,106407
1991,PAPANASAM,96987
1991,PARAMAKUDI,95291
1991,PARK TOWN,68571
1991,PATTUKKOTTAI,109169
1991,PENNAGARAM,95746
1991,PERAMBALUR,107803
1991,PERAMBUR,116088
1991,PERANAMALLUR,103846
1991,PERAVURANI,114717
1991,PERIYAKULAM,104915
1991,PERNAMBATTU,99784
1991,PERUNDURAI,109961
1991,PERUR,133240
1991,POLLACHI,114867
1991,POLUR,97001
1991,PONGALUR,96272
1991,PONNERI,119522
1991,POOMPUHAR,98136
1991,POONAMALLEE,123225
1991,PUDUKKOTTAI,123728
1991,PURASAWALKAM,127992
1991,RADHAPURAM,81704
1991,RAJAPALAYAM,108212
1991,RAMANATHAPURAM,105098
1991,RANIPET,122356
1991,RASIPURAM,105129
1991,RISHIVANDIYAM,94263
1991,ROYAPURAM,78278
1991,SAIDAPET,110216
1991,SALEM-I,110335
1991,SALEM-II,104695
1991,SAMAYANALLUR,133126
1991,SANKARANKOVIL,106043
1991,SANKARAPURAM,105329
1991,SANKARI,112901
1991,SATHYAMANGALAM,94836
1991,SATTANGULAM,73130
1991,SATTUR,123261
1991,SEDAPATTI,89430
1991,SENTHAMANGALAM,95653
1991,SHOLAVANDAN,98163
1991,SHOLINGUR,108647
1991,SINGANALLUR,122727
1991,SIRKAZHI,101690
1991,SIVAGANGA,95621
1991,SIVAKASI,127025
1991,SRIPERUMBUDUR,104448
1991,SRIRANGAM,116957
1991,SRIVAIKUNTAM,81233
1991,SRIVILLIPUTHUR,113502
1991,T-NAGAR,105341
1991,TALAVASAL,100633
1991,TAMBARAM,193002
1991,TARAMANGALAM,106036
1991,TENKASI,104893
1991,THALLI,84627
1991,THANDARAMBATTU,108047
1991,THANJAVUR,109736
1991,THENI,110122
1991,THIRUMAIYAM,103295
1991,THIRUMANGALAM,96774
1991,THIRUNAVALUR,95835
1991,THIRUPPARANKUNDRAM,139557
1991,THIRUTHURAIPUNDI,117327
1991,THIRUVAIYARU,96598
1991,THIRUVALLUR,95353
1991,THIRUVARUR,108665
1991,THIRUVATTAR,90289
1991,THIRUVERUMBUR,116460
1991,THIRUVIDAIMARUDUR,111163
1991,THIRUVONAM,116090
1991,THIRUVOTTIYUR,151797
1991,THONDAMUTHUR,149081
1991,THOTTIYAM,108278
1991,THOUSAND LIGHTS,98092
1991,TINDIVANAM,95532
1991,TIRUCHENDUR,92864
1991,TIRUCHENGODU,153222
1991,TIRUCHIRAPALLI-I,75471
1991,TIRUCHIRAPALLI-II,95597
1991,TIRUNELVELI,100516
1991,TIRUPPATTUR,207314
1991,TIRUPPORUR,106559
1991,TIRUPPUR,159707
1991,TIRUTTANI,94046
1991,TIRUVADANAI,104461
1991,TIRUVANNAMALAI,113737
1991,TRIPLICANE,70872
1991,TUTICORIN,120361
1991,UDHAGAMANDALAM,87827
1991,UDUMALPET,124574
1991,ULUNDURPET,110122
1991,UPPILIAPURAM,103396
1991,USILAMPATTI,82818
1991,UTHIRAMERUR,114265
1991,VALANGIMAN,90579
1991,VALPARAI,91063
1991,VANDAVASI,104974
1991,VANIYAMBADI,97046
1991,VANUR,106795
1991,VARAHUR,102910
1991,VASUDEVANALLUR,93835
1991,VEDARANYAM,113679
1991,VEDASANDUR,124147
1991,VEERAPANDI,117028
1991,VELLAKOIL,108556
1991,VELLORE,104111
1991,VILATHIKULAM,86489
1991,VILAVANCODE,102634
1991,VILLIVAKKAM,212993
1991,VILLUPURAM,112866
1991,VIRUDHUNAGAR,94911
1991,VRIDHACHALAM,115262
1991,YERCAUD,82021
1996,ACHARAPAKKAM,97170
1996,ALANDUR,177478
1996,ALANGUDI,138176
1996,ALANGULAM,115771
1996,AMBASAMUDRAM,94324
1996,ANAICUT,105716
1996,ANDHIYUR,99181
1996,ANDIMADAM,104995
1996,ANDIPATTI,113000
1996,ANNA NAGAR,154842
1996,ARAKKONAM,121374
1996,ARANI,122867
1996,ARANTHANGI,140242
1996,ARAVAKURICHI,107268
1996,ARCOT,107214
1996,ARIYALUR,116854
1996,ARUPPUKKOTTAI,103165
1996,ATHOOR,128403
1996,ATTUR,103824
1996,AVANASHI,116757
1996,BARGUR,116643
1996,BHAVANI,111769
1996,BHAVANISAGAR,115646
1996,BHUVANAGIRI,112920
1996,BODINAYAKKANUR,107079
1996,CHENGALPATTU,115493
1996,CHENGAM,99747
1996,CHEPAUK,59827
1996,CHERANMAHADEVI,98977
1996,CHEYYAR,116620
1996,CHIDAMBARAM,103050
1996,COIMBATORE NORTH,82686
1996,COIMBATORE SOUTH,89906
1996,COONOOR,99459
1996,CUDDALORE,119606
1996,CUMBUM,107265
1996,DHARAPURAM,111772
1996,DHARMAPURI,115730
1996,DINDIGUL,143986
1996,DR. RADHAKRISHNAN NAGAR,120928
1996,EDAPPADI,131287
1996,EGMORE,70359
1996,ERODE,175129
1996,GINGEE,120477
1996,GOBICHETTIPALAYAM,111375
1996,GUDALUR,123784
1996,GUDIYATTAM,100453
1996,GUMMIDIPOONDI,124675
1996,HARBOUR,55638
1996,HARUR,126930
1996,HOSUR,118830
1996,ILAYANGUDI,87260
1996,JAYANKONDAM,122101
1996,KADALADI,105258
1996,KADAYANALLUR,106563
1996,KALASAPAKKAM,122092
1996,KALLAKURICHI,111956
1996,KANCHEEPURAM,139031
1996,KANDAMANGALAM,118298
1996,KANGAYAM,112575
1996,KANNIYAKUMARI,97985
1996,KAPILAMALAI,115369
1996,KARAIKUDI,122076
1996,KARUR,147217
1996,KATPADI,123266
1996,KATTUMANNARKOIL,102498
1996,KAVERIPATTINAM,116681
1996,KILLIYOOR,80576
1996,KINATHUKKADAVU,99612
1996,KOLATHUR,132474
1996,KOLLACHAL,96181
1996,KOVILPATTI,111727
1996,KRISHNAGIRI,105829
1996,KRISHNARAJAPURAM,114484
1996,KULITHALAI,123046
1996,KUMBAKONAM,113224
1996,KURINJIPADI,122122
1996,KUTTALAM,112557
1996,LALGUDI,122840
1996,MADURAI CENTRAL,81403
1996,MADURAI EAST,85381
1996,MADURAI WEST,98890
1996,MADURANTHAKAM,107573
1996,MANAMADURAI,99629
1996,MANGALUR,119195
1996,MANNARGUDI,120076
1996,MARUNGAPURI,120318
1996,MAYURAM,103459
1996,MELMALAYANUR,111439
1996,MELUR,118949
1996,METTUPPALAYAM,129404
1996,METTUR,115540
1996,MODAKKURICHI,117215
1996,MORAPPUR,110250
1996,MUDHUKULATHUR,93599
1996,MUGAIYUR,110432
1996,MUSIRI,131898
1996,MYLAPORE,118565
1996,NAGAPATTINAM,106542
1996,NAGERCOIL,105560
1996,NAMAKKAL,123665
1996,NANGUNERI,92737
1996,NANNILAM,108798
1996,NATHAM,109063
1996,NATRAMPALLI,126395
1996,NELLIKUPPAM,107689
1996,NILAKKOTTAI,109289
1996,ODDAMCHATRAM,113331
1996,OMALUR,102232
1996,ORATHANADU,119175
1996,OTTAPIDARAM,89974
1996,PADMANABHAPURAM,86408
1996,PALACODU,114419
1996,PALANI,117924
1996,PALAYAMKOTTAI,113210
1996,PALLADAM,132825
1996,PALLIPET,119117
1996,PANAMARATHUPATTI,113204
1996,PANRUTI,118663
1996,PAPANASAM,103810
1996,PARAMAKUDI,103001
1996,PARK TOWN,65124
1996,PATTUKKOTTAI,117423
1996,PENNAGARAM,110373
1996,PERAMBALUR,117875
1996,PERAMBUR,134760
1996,PERANAMALLUR,111005
1996,PERAVURANI,119484
1996,PERIYAKULAM,114283
1996,PERNAMBATTU,109071
1996,PERUNDURAI,121693
1996,PERUR,158182
1996,POLLACHI,119324
1996,POLUR,106525
1996,PONGALUR,97324
1996,PONNERI,141856
1996,POOMPUHAR,102827
1996,POONAMALLEE,142348
1996,PUDUKKOTTAI,139794
1996,PURASAWALKAM,139022
1996,RADHAPURAM,98294
1996,RAJAPALAYAM,129427
1996,RAMANATHAPURAM,116745
1996,RANIPET,140434
1996,RASIPURAM,111500
1996,RISHIVANDIYAM,106344
1996,ROYAPURAM,77702
1996,SAIDAPET,130871
1996,SALEM-I,114875
1996,SALEM-II,115771
1996,SAMAYANALLUR,169638
1996,SANKARANKOVIL,111752
1996,SANKARAPURAM,116754
1996,SANKARI,117976
1996,SATHYAMANGALAM,104586
1996,SATTANGULAM,81403
1996,SATTUR,136502
1996,SEDAPATTI,98401
1996,SENTHAMANGALAM,104512
1996,SHOLAVANDAN,105796
1996,SHOLINGUR,120293
1996,SINGANALLUR,153574
1996,SIRKAZHI,107973
1996,SIVAGANGA,106254
1996,SIVAKASI,152781
1996,SRIPERUMBUDUR,121900
1996,SRIRANGAM,131623
1996,SRIVAIKUNTAM,86719
1996,SRIVILLIPUTHUR,128393
1996,T-NAGAR,113853
1996,TALAVASAL,109395
1996,TAMBARAM,256370
1996,TARAMANGALAM,114293
1996,TENKASI,115038
1996,THALLI,91819
1996,THANDARAMBATTU,115376
1996,THANJAVUR,120738
1996,THENI,123522
1996,THIRUMAIYAM,113093
1996,THIRUMANGALAM,106622
1996,THIRUNAVALUR,106548
