ST_NAME,year,AC_NO,rank,constituency,AC_TYPE,name,SEX,AGE,CATEGORY,party,votes,color
Tamil Nadu,2001,68,1,Chidambaram,GEN,Saravanan Durai K.,M,0,N/A,DMK,54647,#800000
Tamil Nadu,2001,69,1,Vridhachalam,GEN,Govindasamy. Dr.R,M,0,N/A,PMK,68905,#F0CC52
Tamil Nadu,2001,70,1,Mangalur,SC,Thirumavalavan. E.R.A,M,0,N/A,DMK,64627,#800000
Tamil Nadu,2001,71,1,Rishivandiyam,GEN,Sivaraj S.,M,0,N/A,TMC(M),57108,#000080
Tamil Nadu,2001,72,1,Kallakurichi,GEN,Mohan .P,M,0,N/A,ADMK,60554,#9DBC2A
Tamil Nadu,2001,73,1,Sankarapuram,GEN,Kasampu.P.,F,0,N/A,PMK,56971,#F0CC52
Tamil Nadu,2001,74,1,Hosur,GEN,Gopinath .K,M,0,N/A,INC,45865,#019733
Tamil Nadu,2001,75,1,Thalli,GEN,Murali Dharan.K.V.,M,0,N/A,BJP,36738,#ff7f0e
Tamil Nadu,2001,76,1,Kaveripattinam,GEN,Munusamy. K.P.,M,0,N/A,ADMK,67241,#9DBC2A
Tamil Nadu,2001,77,1,Krishnagiri,GEN,Govindarasu V.,M,0,N/A,ADMK,65197,#9DBC2A
Tamil Nadu,2001,78,1,Bargur,GEN,Thambidurai.M,M,0,N/A,ADMK,82039,#9DBC2A
Tamil Nadu,2001,79,1,Harur,SC,Krishnamoorthy V,M,0,N/A,CPI,70433,#DE0000
Tamil Nadu,2001,80,1,Morappur,GEN,Palaniappan. P,M,0,N/A,ADMK,62266,#9DBC2A
Tamil Nadu,2001,81,1,Palacodu,GEN,Anbalagan K.P,M,0,N/A,ADMK,75284,#9DBC2A
Tamil Nadu,2001,82,1,Dharmapuri,GEN,Pary Mohan .K,M,0,N/A,PMK,56147,#F0CC52
Tamil Nadu,2001,83,1,Pennagaram,GEN,Mani G.K.,M,0,N/A,PMK,49125,#F0CC52
Tamil Nadu,2001,84,1,Mettur,GEN,Sundarambal .S,F,0,N/A,ADMK,49504,#9DBC2A
Tamil Nadu,2001,85,1,Taramangalam,GEN,Kamaraj M.P.,M,0,N/A,PMK,67012,#F0CC52
Tamil Nadu,2001,86,1,Omalur,GEN,Semmalai S,M,0,N/A,ADMK,65861,#9DBC2A
Tamil Nadu,2001,87,1,Yercaud,ST,Elayakannu. K.T.,M,0,N/A,ADMK,64319,#9DBC2A
Tamil Nadu,2001,88,1,Salem-I,GEN,Venkatajalam Se.,M,0,N/A,ADMK,66365,#9DBC2A
Tamil Nadu,2001,89,1,Salem-Ii,GEN,Karthe M.,M,0,N/A,PMK,62306,#F0CC52
Tamil Nadu,2001,90,1,Veerapandi,GEN,Selvam.S.K,M,0,N/A,ADMK,85657,#9DBC2A
Tamil Nadu,2001,91,1,Panamarathupatti,GEN,Vijayalakahmi Palanisamy .P,F,0,N/A,ADMK,78642,#9DBC2A
Tamil Nadu,2001,92,1,Attur,GEN,Murugesan.A.K.,M,0,N/A,ADMK,64936,#9DBC2A
Tamil Nadu,2001,93,1,Talavasal,SC,Alagammal.V.,F,0,N/A,ADMK,67682,#9DBC2A
Tamil Nadu,2001,94,1,Rasipuram,GEN,Sundaram P.R,M,0,N/A,ADMK,67332,#9DBC2A
Tamil Nadu,2001,95,1,Senthamangalam,ST,Kalavathi.K,F,0,N/A,ADMK,61312,#9DBC2A
Tamil Nadu,2001,96,1,Namakkal,SC,Jayakumar.K,M,0,N/A,INC,67215,#019733
Tamil Nadu,2001,97,1,Kapilamalai,GEN,Malaiyappasamy A.R.,M,0,N/A,PMK,48447,#F0CC52
Tamil Nadu,2001,98,1,Tiruchengodu,GEN,Ponnaiyan.C,M,0,N/A,ADMK,107898,#9DBC2A
Tamil Nadu,2001,99,1,Sankari,SC,Dhanabal.P,M,0,N/A,ADMK,70312,#9DBC2A
Tamil Nadu,2001,100,1,Edappadi,GEN,Ganesan. I,M,0,N/A,PMK,74375,#F0CC52
Tamil Nadu,2001,101,1,Mettuppalayam,GEN,Selvaraj A.K.,M,0,N/A,ADMK,85578,#9DBC2A
Tamil Nadu,2001,102,1,Avanashi,SC,Mahalingam.S.,M,0,N/A,ADMK,59571,#9DBC2A
Tamil Nadu,2001,103,1,Thondamuthur,GEN,Balasubramoniyan.S.R.,M,0,N/A,TMC(M),96959,#000080
Tamil Nadu,2001,104,1,Singanallur,GEN,Karunakaran. K.C.,M,0,N/A,CPM,82773,#DE0000
Tamil Nadu,2001,105,1,Coimbatore North,GEN,Maheswari.S.,F,0,N/A,INC,40372,#019733
Tamil Nadu,2001,106,1,Coimbatore South,GEN,Lakshmanan V.K.,M,0,N/A,TMC(M),41419,#000080
Tamil Nadu,2001,107,1,Perur,GEN,Krishnakumar M.A.P.A. Alias Rohini,M,0,N/A,ADMK,94607,#9DBC2A
Tamil Nadu,2001,108,1,Kinathukkadavu,GEN,Damodaran. S.,M,0,N/A,ADMK,55958,#9DBC2A
Tamil Nadu,2001,109,1,Pollachi,GEN,Jayaraman.V.,M,0,N/A,ADMK,64648,#9DBC2A
Tamil Nadu,2001,110,1,Valparai,SC,Kovai Thangam.,M,0,N/A,TMC(M),47428,#000080
Tamil Nadu,2001,111,1,Udumalpet,GEN,Shanmugavelu.C,M,0,N/A,ADMK,78938,#9DBC2A
Tamil Nadu,2001,112,1,Dharapuram,SC,Sivakami. V.,F,0,N/A,PMK,56835,#F0CC52
Tamil Nadu,2001,113,1,Vellakoil,GEN,Saminathan.M.P.,M,0,N/A,DMK,37571,#800000
Tamil Nadu,2001,114,1,Pongalur,GEN,Damodaran P.V.,M,0,N/A,ADMK,57139,#9DBC2A
Tamil Nadu,2001,115,1,Palladam,GEN,Velusamy.S.M,M,0,N/A,ADMK,82592,#9DBC2A
Tamil Nadu,2001,116,1,Tiruppur,GEN,Sivasami. C.,M,0,N/A,ADMK,127224,#9DBC2A
Tamil Nadu,2001,117,1,Kangayam,GEN,Selvi.M.,F,0,N/A,ADMK,58700,#9DBC2A
Tamil Nadu,2001,118,1,Modakkurichi,GEN,Ramasami P.C.,M,0,N/A,ADMK,74296,#9DBC2A
Tamil Nadu,2001,119,1,Perundurai,GEN,Palanisamy. K.S.,M,0,N/A,ADMK,72133,#9DBC2A
Tamil Nadu,2001,120,1,Erode,GEN,Thennarasu K.S.,M,0,N/A,ADMK,95450,#9DBC2A
Tamil Nadu,2001,121,1,Bhavani,GEN,Karuppannan. K.C.,M,0,N/A,ADMK,64405,#9DBC2A
Tamil Nadu,2001,122,1,Andhiyur,SC,Krishnan.R,M,0,N/A,PMK,53436,#F0CC52
Tamil Nadu,2001,123,1,Gobichettipalayam,GEN,Ramaneedharan. S.S.,M,0,N/A,ADMK,60826,#9DBC2A
Tamil Nadu,2001,124,1,Bhavanisagar,GEN,Chithambaram. P.,M,0,N/A,ADMK,53879,#9DBC2A
Tamil Nadu,2001,125,1,Sathyamangalam,GEN,Kandasamy K.R.,M,0,N/A,ADMK,54252,#9DBC2A
Tamil Nadu,2001,126,1,Coonoor,SC,Kandasamy K,M,0,N/A,TMC(M),53156,#000080
Tamil Nadu,2001,127,1,Udhagamandalam,GEN,Raju H.M,M,0,N/A,INC,59872,#019733
Tamil Nadu,2001,128,1,Gudalur,GEN,A. Miller,M,0,N/A,ADMK,78809,#9DBC2A
Tamil Nadu,2001,129,1,Palani,SC,Chinnasamy .M,M,0,N/A,ADMK,63611,#9DBC2A
Tamil Nadu,2001,130,1,Oddamchatram,GEN,Chakkarapani. Ara.,M,0,N/A,DMK,52896,#800000
Tamil Nadu,2001,131,1,Periyakulam,GEN,Panneer Selvam O,M,0,N/A,ADMK,62125,#9DBC2A
Tamil Nadu,2001,132,1,Theni,GEN,Ganesan D,M,0,N/A,ADMK,60115,#9DBC2A
Tamil Nadu,2001,133,1,Bodinayakkanur,GEN,Ramaraj.S,M,0,N/A,ADMK,53410,#9DBC2A
Tamil Nadu,2001,134,1,Cumbum,GEN,Ramachandran O.R,M,0,N/A,TMC(M),56823,#000080
Tamil Nadu,2001,135,1,Andipatti,GEN,Thanga Tamil Selvan,M,0,N/A,ADMK,60817,#9DBC2A
Tamil Nadu,2001,136,1,Sedapatti,GEN,Durairaj C.,M,0,N/A,ADMK,45393,#9DBC2A
Tamil Nadu,2001,137,1,Thirumangalam,GEN,Kalimuthu K,M,0,N/A,ADMK,58080,#9DBC2A
Tamil Nadu,2001,138,1,Usilampatti,GEN,Santhanam.L,M,0,N/A,FBL,39248,#222
Tamil Nadu,2001,139,1,Nilakkottai,SC,Anbazhagan.G,M,0,N/A,ADMK,60972,#9DBC2A
Tamil Nadu,2001,140,1,Sholavandan,GEN,Rajangam .V.R.,M,0,N/A,ADMK,54392,#9DBC2A
Tamil Nadu,2001,141,1,Thirupparankundram,GEN,Seenivel S.M.,M,0,N/A,ADMK,83167,#9DBC2A
Tamil Nadu,2001,142,1,Madurai West,GEN,Valarmathijebaraj.,F,0,N/A,ADMK,48465,#9DBC2A
Tamil Nadu,2001,143,1,Madurai Central,GEN,Hakeem.M.A,M,0,N/A,TMC(M),34393,#000080
Tamil Nadu,2001,144,1,Madurai East,GEN,Nanmaran .N,M,0,N/A,CPM,32461,#DE0000
Tamil Nadu,2001,145,1,Samayanallur,SC,Ponnampalam P.,M,0,N/A,ADMK,97060,#9DBC2A
Tamil Nadu,2001,146,1,Melur,GEN,Samy.R,M,0,N/A,ADMK,58010,#9DBC2A
Tamil Nadu,2001,147,1,Natham,GEN,Viswanathan.R.,M,0,N/A,ADMK,55604,#9DBC2A
Tamil Nadu,2001,148,1,Dindigul,GEN,Nagalakshimi .K.,F,0,N/A,CPM,71003,#DE0000
Tamil Nadu,2001,149,1,Athoor,GEN,Natarajaan. P.K.T.,M,0,N/A,ADMK,64053,#9DBC2A
Tamil Nadu,2001,150,1,Vedasandur,GEN,Andivel.P,M,0,N/A,ADMK,65415,#9DBC2A
Tamil Nadu,2001,151,1,Aravakurichi,GEN,Liyaudeen Sait E.A,M,0,N/A,ADMK,51535,#9DBC2A
Tamil Nadu,2001,152,1,Karur,GEN,Sivasubramanian.T.N.,M,0,N/A,INC,82012,#019733
Tamil Nadu,2001,153,1,Krishnarajapuram,SC,Sasikala R.,F,0,N/A,ADMK,64046,#9DBC2A
Tamil Nadu,2001,154,1,Marungapuri,GEN,Chelliah.V.A,M,0,N/A,ADMK,65619,#9DBC2A
Tamil Nadu,2001,155,1,Kulithalai,GEN,Pappasundaram.A,M,0,N/A,ADMK,66406,#9DBC2A
Tamil Nadu,2001,156,1,Thottiyam,GEN,Annavi .P,M,0,N/A,ADMK,57449,#9DBC2A
Tamil Nadu,2001,157,1,Uppiliapuram,ST,Sarojaa R.,F,0,N/A,ADMK,58810,#9DBC2A
Tamil Nadu,2001,158,1,Musiri,GEN,Malliga C.,F,0,N/A,ADMK,47946,#9DBC2A
Tamil Nadu,2001,159,1,Lalgudi,GEN,Balan .S.M.,M,0,N/A,ADMK,58288,#9DBC2A
Tamil Nadu,2001,160,1,Perambalur,SC,Rajarethinam.P,M,0,N/A,ADMK,67074,#9DBC2A
Tamil Nadu,2001,161,1,Varahur,SC,Arunachalam.A,M,0,N/A,ADMK,61064,#9DBC2A
Tamil Nadu,2001,162,1,Ariyalur,GEN,Elavazhagan. P.,M,0,N/A,ADMK,52676,#9DBC2A
Tamil Nadu,2001,163,1,Andimadam,GEN,Guru Alias Gurunathan J.,M,0,N/A,PMK,66576,#F0CC52
Tamil Nadu,2001,164,1,Jayankondam,GEN,Annadurai.S.,M,0,N/A,ADMK,70948,#9DBC2A
Tamil Nadu,2001,165,1,Srirangam,GEN,Balasubramanian.K.K,M,0,N/A,ADMK,72993,#9DBC2A
Tamil Nadu,2001,166,1,Tiruchirapalli-I,GEN,Paranikumor. B.,M,0,N/A,DMK,31421,#800000
Tamil Nadu,2001,167,1,Tiruchirapalli-Ii,GEN,Anbil Periasamy,M,0,N/A,DMK,56598,#800000
Tamil Nadu,2001,168,1,Thiruverumbur,GEN,Sekaran K.N.,M,0,N/A,DMK,61254,#800000
Tamil Nadu,2001,169,1,Sirkazhi,SC,Chandramohan.N,M,0,N/A,ADMK,52759,#9DBC2A
Tamil Nadu,2001,170,1,Poompuhar,GEN,Renganathan.N,M,0,N/A,ADMK,53760,#9DBC2A
Tamil Nadu,2001,171,1,Mayuram,GEN,Veerapandian.Jaga,M,0,N/A,BJP,51303,#ff7f0e
Tamil Nadu,2001,172,1,Kuttalam,GEN,Natarajan,M,0,N/A,ADMK,55921,#9DBC2A
Tamil Nadu,2001,173,1,Nannilam,SC,Tamizharasan C.K.,M,0,N/A,TMC(M),52450,#000080
Tamil Nadu,2001,174,1,Thiruvarur,SC,Asokan. A.,M,0,N/A,DMK,58425,#800000
Tamil Nadu,2001,175,1,Nagapattinam,GEN,Jeevanantham R,M,0,N/A,ADMK,59808,#9DBC2A
Tamil Nadu,2001,176,1,Vedaranyam,GEN,Vedarathinam .S.K,M,0,N/A,DMK,63568,#800000
Tamil Nadu,2001,177,1,Thiruthuraipundi,SC,Palanisamy . G,M,0,N/A,CPI,73451,#DE0000
Tamil Nadu,2001,178,1,Mannargudi,GEN,Sivapunniyam .V,M,0,N/A,CPI,70644,#DE0000
Tamil Nadu,2001,179,1,Pattukkottai,GEN,Rengarajan N.R.,M,0,N/A,TMC(M),55474,#000080
Tamil Nadu,2001,180,1,Peravurani,GEN,Thirugnana Sambandham S.V.,M,0,N/A,TMC(M),64076,#000080
Tamil Nadu,2001,181,1,Orathanadu,GEN,Vaithilingam. R,M,0,N/A,ADMK,63836,#9DBC2A
Tamil Nadu,2001,182,1,Thiruvonam,GEN,Rajendran. C,M,0,N/A,ADMK,67094,#9DBC2A
Tamil Nadu,2001,183,1,Thanjavur,GEN,Ubayadullah. S.N.M,M,0,N/A,DMK,55782,#800000
Tamil Nadu,2001,184,1,Thiruvaiyaru,GEN,Ayyaru Vandayar K.,M,0,N/A,ADMK,55579,#9DBC2A
Tamil Nadu,2001,185,1,Papanasam,GEN,Ramkumar M,M,0,N/A,TMC(M),55830,#000080
Tamil Nadu,2001,186,1,Valangiman,SC,Boopathi Mariappan Tmt,F,0,N/A,ADMK,54677,#9DBC2A
Tamil Nadu,2001,187,1,Kumbakonam,GEN,Mani Ko.Si.,M,0,N/A,DMK,60515,#800000
Tamil Nadu,2001,188,1,Thiruvidaimarudur,GEN,Thavamani G.,M,0,N/A,ADMK,61235,#9DBC2A
Tamil Nadu,2001,189,1,Thirumaiyam,GEN,Radakrishnan. M.,M,0,N/A,ADMK,58394,#9DBC2A
Tamil Nadu,2001,190,1,Kolathur,SC,Karuppayee Dr. A.,F,0,N/A,ADMK,80855,#9DBC2A
Tamil Nadu,2001,191,1,Pudukkottai,GEN,Dr. Vijayabasker.C,M,0,N/A,ADMK,77627,#9DBC2A
Tamil Nadu,2001,192,1,Alangudi,GEN,Venkadachalam.A.,M,0,N/A,ADMK,59631,#9DBC2A
Tamil Nadu,2001,193,1,Aranthangi,GEN,Arasan P.,M,0,N/A,MDMK,58499,#835C91
Tamil Nadu,2001,194,1,Tiruppattur,GEN,Umadhevan. Kk,M,0,N/A,ADMK,50165,#9DBC2A
Tamil Nadu,2001,195,1,Karaikudi,GEN,Raja. H,M,0,N/A,BJP,54093,#ff7f0e
Tamil Nadu,2001,196,1,Tiruvadanai,GEN,Ramasamy K.R.,M,0,N/A,TMC(M),43536,#000080
Tamil Nadu,2001,197,1,Ilayangudi,GEN,Nadarajan. V.D.,M,0,N/A,ADMK,45342,#9DBC2A
Tamil Nadu,2001,198,1,Sivaganga,GEN,Chandran.V,M,0,N/A,ADMK,51708,#9DBC2A
Tamil Nadu,2001,199,1,Manamadurai,SC,Paramalai.K,M,0,N/A,TMC(M),56508,#000080
Tamil Nadu,2001,200,1,Paramakudi,SC,Ramprabhu R,M,0,N/A,TMC(M),53746,#000080
Tamil Nadu,2001,201,1,Ramanathapuram,GEN,Anwer Rhazza A,M,0,N/A,ADMK,59824,#9DBC2A
Tamil Nadu,2001,202,1,Kadaladi,GEN,Balakrishnan.S,M,0,N/A,TMC(M),51142,#000080
Tamil Nadu,2001,203,1,Mudhukulathur,GEN,Patinetampatian. K,M,0,N/A,ADMK,49554,#9DBC2A
Tamil Nadu,2001,204,1,Aruppukkottai,GEN,Sivasamy K.K.,M,0,N/A,ADMK,49307,#9DBC2A
Tamil Nadu,2001,205,1,Sattur,GEN,Ramachandran K.K.S.S.R,M,0,N/A,DMK,57953,#800000
Tamil Nadu,2001,206,1,Virudhunagar,GEN,Damodaran S.,M,0,N/A,TMC(M),49413,#000080
Tamil Nadu,2001,207,1,Sivakasi,GEN,Rajagopal A,M,0,N/A,TMC(M),65954,#000080
Tamil Nadu,2001,208,1,Srivilliputhur,GEN,Enbathamilan. R.T.,M,0,N/A,ADMK,53095,#9DBC2A
Tamil Nadu,2001,209,1,Rajapalayam,SC,Rajasekar M.,M,0,N/A,ADMK,61740,#9DBC2A
Tamil Nadu,2001,210,1,Vilathikulam,GEN,Perumal .N.K,M,0,N/A,ADMK,44415,#9DBC2A
Tamil Nadu,2001,211,1,Ottapidaram,SC,Sivaperumal .A.,M,0,N/A,ADMK,39350,#9DBC2A
Tamil Nadu,2001,212,1,Kovilpatti,GEN,Rajendran .S.,M,0,N/A,CPI,45796,#DE0000
Tamil Nadu,2001,213,1,Sankarankovil,SC,Karuppasamy C.,M,0,N/A,ADMK,52000,#9DBC2A
Tamil Nadu,2001,214,1,Vasudevanallur,SC,Easwaran R,M,0,N/A,TMC(M),48019,#000080
Tamil Nadu,2001,215,1,Kadayanallur,GEN,Subbiah Pandian.M.,M,0,N/A,ADMK,48220,#9DBC2A
Tamil Nadu,2001,216,1,Tenkasi,GEN,Annamalai.K.,M,0,N/A,ADMK,62454,#9DBC2A
Tamil Nadu,2001,217,1,Alangulam,GEN,Rajendran .P.G.,M,0,N/A,ADMK,58498,#9DBC2A
Tamil Nadu,2001,218,1,Tirunelveli,GEN,Nainar Nagendran.,M,0,N/A,ADMK,42765,#9DBC2A
Tamil Nadu,2001,219,1,Palayamkottai,GEN,Mohideen Khan.T.P.M,M,0,N/A,DMK,55934,#800000
Tamil Nadu,2001,220,1,Cheranmahadevi,GEN,Paul Manoj Pandian.P.H.,M,0,N/A,ADMK,49873,#9DBC2A
Tamil Nadu,2001,221,1,Ambasamudram,GEN,Sakthivel Murugan.M.,M,0,N/A,ADMK,43021,#9DBC2A
Tamil Nadu,2001,222,1,Nanguneri,GEN,Manickaraj.S.,M,0,N/A,ADMK,46619,#9DBC2A
Tamil Nadu,2001,223,1,Radhapuram,GEN,Appavu .M,M,0,N/A,IND,44619,#888888
Tamil Nadu,2001,224,1,Sattangulam,GEN,Maninadar .S.S,M,0,N/A,TMC(M),38308,#000080
Tamil Nadu,2001,225,1,Tiruchendur,GEN,Anitha.R. Radhakrishnan.,F,0,N/A,ADMK,52990,#9DBC2A
Tamil Nadu,2001,226,1,Srivaikuntam,GEN,Shunmuganathan.S.P,M,0,N/A,ADMK,39739,#9DBC2A
Tamil Nadu,2001,227,1,Tuticorin,GEN,Rajammal.S,F,0,N/A,ADMK,73286,#9DBC2A
Tamil Nadu,2001,228,1,Kanniyakumari,GEN,Thalavaisundaram.N,M,0,N/A,ADMK,55650,#9DBC2A
Tamil Nadu,2001,229,1,Nagercoil,GEN,Austin,M,0,N/A,MDMK,48583,#835C91
Tamil Nadu,2001,230,1,Kollachal,GEN,Pachamal T.,M,0,N/A,ADMK,42354,#9DBC2A
Tamil Nadu,2001,231,1,Padmanabhapuram,GEN,Raajendraprasad.K.P,M,0,N/A,ADMK,36223,#9DBC2A
Tamil Nadu,2001,232,1,Thiruvattar,GEN,Hemachandran.J.,M,0,N/A,CPM,47807,#DE0000
Tamil Nadu,2001,233,1,Vilavancode,GEN,Mony.D.,M,0,N/A,CPM,59087,#DE0000
Tamil Nadu,2001,234,1,Killiyoor,GEN,Kumaradas Dr.,M,0,N/A,TMC(M),40075,#000080
Tamil Nadu,2006,1,1,Royapuram,GEN,"Jayakumar,D.",M,45,GEN,ADMK,50647,#9DBC2A
Tamil Nadu,2006,2,1,Harbour,GEN,"Anbazhagan, K.",M,83,GEN,DMK,26545,#800000
Tamil Nadu,2006,3,1,Dr. Radhakrishnan Nagar,GEN,"Sekar Babu, P.K.",M,43,GEN,ADMK,84462,#9DBC2A
Tamil Nadu,2006,4,1,Park Town,GEN,"Srinivasan, K.",M,41,GEN,ADMK,34314,#9DBC2A
Tamil Nadu,2006,5,1,Perambur,SC,"Mahendran, K.",M,39,SC,CPI(M),81765,#DE0000
Tamil Nadu,2006,6,1,Purasawalkam,GEN,"Babu, V.S.",M,55,GEN,DMK,90168,#800000
Tamil Nadu,2006,7,1,Egmore,SC,Parithi Ellamvazhuthi,M,46,SC,DMK,38455,#800000
Tamil Nadu,2006,8,1,Anna Nagar,GEN,Arcot Veerasamy,M,68,GEN,DMK,100099,#800000
Tamil Nadu,2006,9,1,T-Nagar,GEN,"Kalairajan, V.P.",M,44,GEN,ADMK,74131,#9DBC2A
Tamil Nadu,2006,10,1,Thousand Lights,GEN,"Stalin, M.K.",M,53,GEN,DMK,49817,#800000
Tamil Nadu,2006,11,1,Chepauk,GEN,"Karunanidhi, M.",M,82,GEN,DMK,34188,#800000
Tamil Nadu,2006,12,1,Triplicane,GEN,Bader Sayeed,F,59,GEN,ADMK,40404,#9DBC2A
Tamil Nadu,2006,13,1,Mylapore,GEN,"Shekher, S.Ve.",M,55,GEN,ADMK,62794,#9DBC2A
Tamil Nadu,2006,14,1,Saidapet,GEN,"Senthamizhan, G.",M,43,GEN,ADMK,75973,#9DBC2A
Tamil Nadu,2006,15,1,Gummidipoondi,GEN,Vijayakumar.K.S,M,35,GEN,ADMK,63147,#9DBC2A
Tamil Nadu,2006,16,1,Ponneri,SC,Balaramanan.P,M,45,SC,ADMK,84259,#9DBC2A
Tamil Nadu,2006,17,1,Thiruvottiyur,GEN,Samy. K.P.P,M,48,GEN,DMK,158204,#800000
Tamil Nadu,2006,18,1,Villivakkam,GEN,Ranganathan. B,M,54,GEN,DMK,278850,#800000
Tamil Nadu,2006,19,1,Alandur,GEN,"Anbarasan, T. M",M,46,GEN,DMK,133232,#800000
Tamil Nadu,2006,20,1,Tambaram,GEN,"Raja, S.R",M,50,GEN,DMK,269717,#800000
Tamil Nadu,2006,21,1,Tirupporur,SC,"Moorthy, D",M,40,SC,PMK,73328,#F0CC52
Tamil Nadu,2006,22,1,Chengalpattu,GEN,"Arumugam, K",M,48,GEN,PMK,61664,#F0CC52
Tamil Nadu,2006,23,1,Maduranthakam,GEN,"Ghayathri Devi, K",F,35,GEN,INC,51106,#019733
Tamil Nadu,2006,24,1,Acharapakkam,SC,Sankara Valli @,F,64,SC,DMK,55116,#800000
Tamil Nadu,2006,25,1,Uthiramerur,GEN,"Sundar,K",M,52,GEN,DMK,70488,#800000
Tamil Nadu,2006,26,1,Kancheepuram,GEN,"Kamalambal, P",F,67,GEN,PMK,81366,#F0CC52
Tamil Nadu,2006,27,1,Sriperumbudur,SC,"Yasodha, D",F,62,SC,INC,70066,#019733
Tamil Nadu,2006,28,1,Poonamallee,GEN,Sudarsanam.D,M,63,GEN,INC,98920,#019733
Tamil Nadu,2006,29,1,Thiruvallur,GEN,Shivaji. E.A.P,M,60,GEN,DMK,64378,#800000
Tamil Nadu,2006,30,1,Tiruttani,GEN,Hari.G,M,46,GEN,ADMK,52871,#9DBC2A
Tamil Nadu,2006,31,1,Pallipet,GEN,Raman. E.S.S,M,51,GEN,INC,58534,#019733
Tamil Nadu,2006,32,1,Arakkonam,SC,Jaganmoorthy.M,M,38,SC,DMK,66338,#800000
Tamil Nadu,2006,33,1,Sholingur,GEN,"Arul Anbarasu,D",M,33,GEN,INC,63502,#019733
Tamil Nadu,2006,34,1,Ranipet,GEN,"Gandhi,R",M,61,GEN,DMK,92584,#800000
Tamil Nadu,2006,35,1,Arcot,GEN,Elavazhagan.K.L,M,45,GEN,PMK,60286,#F0CC52
Tamil Nadu,2006,36,1,Katpadi,GEN,Duraimurugan,M,66,GEN,DMK,86824,#800000
Tamil Nadu,2006,37,1,Gudiyattam,GEN,Latha.G,F,42,GEN,CPI(M),48166,#DE0000
Tamil Nadu,2006,38,1,Pernambattu,SC,Chinnasamy.A,M,53,SC,DMK,65805,#800000
Tamil Nadu,2006,39,1,Vaniyambadi,GEN,Abdul Basith.H,M,40,GEN,DMK,69837,#800000
Tamil Nadu,2006,40,1,Natrampalli,GEN,Sooriyakumar.N.K.R,M,46,GEN,DMK,78689,#800000
Tamil Nadu,2006,41,1,Tiruppattur,GEN,Raja.T.K,M,41,GEN,PMK,71932,#F0CC52
Tamil Nadu,2006,42,1,Chengam,SC,Polur Varadhan M,M,54,SC,INC,53366,#019733
Tamil Nadu,2006,43,1,Thandarambattu,GEN,Velu E.V,M,61,GEN,DMK,81592,#800000
Tamil Nadu,2006,44,1,Tiruvannamalai,GEN,Pitchandi K,M,51,GEN,DMK,74773,#800000
Tamil Nadu,2006,45,1,Kalasapakkam,GEN,Krishnamurthy-Agri S.S,M,46,GEN,ADMK,68586,#9DBC2A
Tamil Nadu,2006,46,1,Polur,GEN,Vijayakumar P.S,M,51,GEN,INC,58595,#019733
Tamil Nadu,2006,47,1,Anaicut,GEN,Pandurangan. K,M,51,GEN,ADMK,59220,#9DBC2A
Tamil Nadu,2006,48,1,Vellore,GEN,Gnanasekaran.C,M,56,GEN,INC,63957,#019733
Tamil Nadu,2006,49,1,Arani,GEN,Sivanandam. R,M,57,GEN,DMK,69722,#800000
Tamil Nadu,2006,50,1,Cheyyar,GEN,Vishnuprasad M K,M,34,GEN,INC,60109,#019733
Tamil Nadu,2006,51,1,Vandavasi,SC,Jayaraman S P,M,54,SC,DMK,65762,#800000
Tamil Nadu,2006,52,1,Peranamallur,GEN,Edirolimanian G,M,43,GEN,PMK,56331,#F0CC52
Tamil Nadu,2006,53,1,Melmalayanur,GEN,Senthamizhselvan.P,M,41,GEN,PMK,56758,#F0CC52
Tamil Nadu,2006,54,1,Gingee,GEN,Kannan.V,M,51,GEN,DMK,62350,#800000
Tamil Nadu,2006,55,1,Tindivanam,GEN,Shanmugam. C.Ve.,M,41,GEN,ADMK,55856,#9DBC2A
Tamil Nadu,2006,56,1,Vanur,SC,Ganapathy.N.,M,42,SC,ADMK,59978,#9DBC2A
Tamil Nadu,2006,57,1,Kandamangalam,SC,Pushparaj. S,M,35,SC,DMK,64620,#800000
Tamil Nadu,2006,58,1,Villupuram,GEN,Ponmudy.K,M,55,GEN,DMK,72462,#800000
Tamil Nadu,2006,59,1,Mugaiyur,GEN,Kaliyavarathan.V.A.T,M,44,GEN,PMK,46313,#F0CC52
Tamil Nadu,2006,60,1,Thirunavalur,GEN,Kumaraguru. R,M,45,GEN,ADMK,57235,#9DBC2A
Tamil Nadu,2006,61,1,Ulundurpet,SC,Thirunavukarasu.K,M,45,SC,DMK,65662,#800000
Tamil Nadu,2006,62,1,Nellikuppam,GEN,Rajendran.Saba.,M,44,GEN,DMK,57403,#800000
Tamil Nadu,2006,63,1,Cuddalore,GEN,Iyappan.G.,M,49,GEN,DMK,67003,#800000
Tamil Nadu,2006,64,1,Panruti,GEN,Velmurugan.T.,M,37,GEN,PMK,54653,#F0CC52
Tamil Nadu,2006,65,1,Kurinjipadi,GEN,Panneerselvam.M.R.K.,M,48,GEN,DMK,56462,#800000
Tamil Nadu,2006,66,1,Bhuvanagiri,GEN,Selvi Ramajayam,F,39,GEN,ADMK,65505,#9DBC2A
Tamil Nadu,2006,67,1,Kattumannarkoil,SC,Ravikumar.D.,M,45,SC,VCK,57244,#222
