ST_NAME,year,AC_NO,rank,constituency,AC_TYPE,name,SEX,AGE,CATEGORY,party,votes,color
Tamil Nadu,1980,136,1,Sedapatti,GEN,"Muthiah, R.",M,0,N/A,ADMK,42012,#9DBC2A
Tamil Nadu,1980,137,1,Thirumangalam,GEN,"Chitthan, N. S. V.",M,0,N/A,INC,35181,#019733
Tamil Nadu,1980,138,1,Usilampatti,GEN,"Andi Thevar, S.",M,0,N/A,FBL,33857,#222
Tamil Nadu,1980,139,1,Nilakkottai,SC,"Ponnammal, A. S.",F,0,N/A,IND,48892,#888888
Tamil Nadu,1980,140,1,Sholavandan,GEN,"Chandrasekaran, A.",M,0,N/A,INC,41720,#019733
Tamil Nadu,1980,141,1,Thirupparankundram,GEN,"Kalimuthu, K.",M,0,N/A,ADMK,61247,#9DBC2A
Tamil Nadu,1980,142,1,Madurai West,GEN,"Ramachandran, M. G.",M,0,N/A,ADMK,57019,#9DBC2A
Tamil Nadu,1980,143,1,Madurai Central,GEN,"Nedumaran, P.",M,0,N/A,IND,45700,#888888
Tamil Nadu,1980,144,1,Madurai East,GEN,"Sankariah, N.",M,0,N/A,CPM,36862,#DE0000
Tamil Nadu,1980,145,1,Samayanallur,SC,"Baluchamy, A.",M,0,N/A,ADMK,50612,#9DBC2A
Tamil Nadu,1980,146,1,Melur,GEN,"Veeranambalam, K. V.",M,0,N/A,INC,54003,#019733
Tamil Nadu,1980,147,1,Natham,GEN,"Andi Ambalam, M.",M,0,N/A,INC,36859,#019733
Tamil Nadu,1980,148,1,Dindigul,GEN,"Varadarajan, N.",M,0,N/A,IND,55195,#888888
Tamil Nadu,1980,149,1,Athoor,GEN,"Vellaisamy, A.",M,0,N/A,ADMK,55359,#9DBC2A
Tamil Nadu,1980,150,1,Vedasandur,GEN,"Balasubramanian, V. P.",M,0,N/A,ADMK,58128,#9DBC2A
Tamil Nadu,1980,151,1,Aravakurichi,GEN,"Sennimalai Alias, Kandahsamy P. S.",M,0,N/A,ADMK,45145,#9DBC2A
Tamil Nadu,1980,152,1,Karur,GEN,"Chinnasamy, M.",M,0,N/A,ADMK,54331,#9DBC2A
Tamil Nadu,1980,153,1,Krishnarajapuram,SC,"Thangavelraj, P. M.",M,0,N/A,INC,43623,#019733
Tamil Nadu,1980,154,1,Marungapuri,GEN,"Raj Kumar, M. A.",M,0,N/A,ADMK,32021,#9DBC2A
Tamil Nadu,1980,155,1,Kulithalai,GEN,"Karuppaiah, R.",M,0,N/A,CPI,44525,#DE0000
Tamil Nadu,1980,156,1,Thottiyam,GEN,"Periasami, R.",M,0,N/A,INC,37426,#019733
Tamil Nadu,1980,157,1,Uppiliapuram,ST,"Arengarajan, V.",M,0,N/A,ADMK,43263,#9DBC2A
Tamil Nadu,1980,158,1,Musiri,GEN,"Rajamanickam, M. K.",M,0,N/A,ADMK,53697,#9DBC2A
Tamil Nadu,1980,159,1,Lalgudi,GEN,Anbil Dharmalingam,M,0,N/A,DMK,40899,#800000
Tamil Nadu,1980,160,1,Perambalur,SC,"Raju, J. S.",M,0,N/A,DMK,28680,#800000
Tamil Nadu,1980,161,1,Varahur,SC,"Perumal, N.",M,0,N/A,ADMK,39476,#9DBC2A
Tamil Nadu,1980,162,1,Ariyalur,GEN,"Arumugam, T.",M,0,N/A,DMK,45980,#800000
Tamil Nadu,1980,163,1,Andimadam,GEN,"Krishnamoorthy, S.",M,0,N/A,ADMK,36120,#9DBC2A
Tamil Nadu,1980,164,1,Jayankondam,GEN,"Thangavelu, P.",M,0,N/A,INC,39862,#019733
Tamil Nadu,1980,165,1,Srirangam,GEN,"Soundararajan, R.",M,0,N/A,ADMK,49160,#9DBC2A
Tamil Nadu,1980,166,1,Tiruchirapalli-I,GEN,"Musiri Putthan, P.",M,0,N/A,ADMK,35361,#9DBC2A
Tamil Nadu,1980,167,1,Tiruchirapalli-Ii,GEN,"Soundararajan, K.",M,0,N/A,ADMK,43029,#9DBC2A
Tamil Nadu,1980,168,1,Thiruverumbur,GEN,"Gurusamy Alias Annadasan, N.",M,0,N/A,ADMK,51012,#9DBC2A
Tamil Nadu,1980,169,1,Sirkazhi,SC,"Balasubramanian, K.",M,0,N/A,ADMK,49334,#9DBC2A
Tamil Nadu,1980,170,1,Poompuhar,GEN,"Vijayabalan, N.",M,0,N/A,ADMK,45292,#9DBC2A
Tamil Nadu,1980,171,1,Mayuram,GEN,"Kittappa, N.",M,0,N/A,DMK,37671,#800000
Tamil Nadu,1980,172,1,Kuttalam,GEN,"Rajamanickam, R.",M,0,N/A,DMK,44254,#800000
Tamil Nadu,1980,173,1,Nannilam,SC,"Kalaiarasan, A.",M,0,N/A,ADMK,44829,#9DBC2A
Tamil Nadu,1980,174,1,Thiruvarur,SC,"Sellamuthu, M.",M,0,N/A,CPM,45557,#DE0000
Tamil Nadu,1980,175,1,Nagapattinam,GEN,"Umanath, R.",M,0,N/A,CPM,44105,#DE0000
Tamil Nadu,1980,176,1,Vedaranyam,GEN,"Manickam, M. S.",M,0,N/A,ADMK,52311,#9DBC2A
Tamil Nadu,1980,177,1,Thiruthuraipundi,SC,"Uthirapathi, P.",M,0,N/A,CPM,62051,#DE0000
Tamil Nadu,1980,178,1,Mannargudi,GEN,"Ambikapathy, M.",M,0,N/A,CPI,51818,#DE0000
Tamil Nadu,1980,179,1,Pattukkottai,GEN,"Somasundaram, S. D.",M,0,N/A,ADMK,52900,#9DBC2A
Tamil Nadu,1980,180,1,Peravurani,GEN,"Govendan, M. R.",M,0,N/A,ADMK,56010,#9DBC2A
Tamil Nadu,1980,181,1,Orathanadu,GEN,"Veeraswamy, T.",M,0,N/A,INC,47021,#019733
Tamil Nadu,1980,182,1,Thiruvonam,GEN,"Sivagnanam, N.",M,0,N/A,INC,44748,#019733
Tamil Nadu,1980,183,1,Thanjavur,GEN,"Natarajan, S.",M,0,N/A,DMK,40880,#800000
Tamil Nadu,1980,184,1,Thiruvaiyaru,GEN,"Subramanian, M.",M,0,N/A,ADMK,42636,#9DBC2A
Tamil Nadu,1980,185,1,Papanasam,GEN,"Rajaraman, S.",M,0,N/A,INC,36101,#019733
Tamil Nadu,1980,186,1,Valangiman,SC,Gomathy,F,0,N/A,ADMK,40667,#9DBC2A
Tamil Nadu,1980,187,1,Kumbakonam,GEN,"Pakeer Mohamed, E. S. M.",M,0,N/A,INC,45038,#019733
Tamil Nadu,1980,188,1,Thiruvidaimarudur,GEN,"Ramalingam, S.",M,0,N/A,DMK,46943,#800000
Tamil Nadu,1980,189,1,Thirumaiyam,GEN,"Sundararaj, N.",M,0,N/A,INC,39479,#019733
Tamil Nadu,1980,190,1,Kolathur,SC,"Marimuthu, T.",M,0,N/A,ADMK,50810,#9DBC2A
Tamil Nadu,1980,191,1,Pudukkottai,GEN,Rajkumar Vijaya Regunatha Thondaiman,M,0,N/A,INC,47660,#019733
Tamil Nadu,1980,192,1,Alangudi,GEN,"Thirumaran, P.",M,0,N/A,ADMK,59206,#9DBC2A
Tamil Nadu,1980,193,1,Aranthangi,GEN,"Thirunavukkarasu, S.",M,0,N/A,ADMK,50792,#9DBC2A
Tamil Nadu,1980,194,1,Tiruppattur,GEN,"Valmigi, V.",M,0,N/A,INC,34342,#019733
Tamil Nadu,1980,195,1,Karaikudi,GEN,"Chidambaram, C. T.",M,0,N/A,DMK,46541,#800000
Tamil Nadu,1980,196,1,Tiruvadanai,GEN,"Anguchamy, S.",M,0,N/A,ADMK,34392,#9DBC2A
Tamil Nadu,1980,197,1,Ilayangudi,GEN,"Sivasamy, S.",M,0,N/A,CPI,34437,#DE0000
Tamil Nadu,1980,198,1,Sivaganga,GEN,"Subramanian, O.",M,0,N/A,INC,41327,#019733
Tamil Nadu,1980,199,1,Manamadurai,SC,"Paramalai, K.",M,0,N/A,IND,38435,#888888
Tamil Nadu,1980,200,1,Paramakudi,SC,"Thavasi, R.",M,0,N/A,ADMK,43710,#9DBC2A
Tamil Nadu,1980,201,1,Ramanathapuram,GEN,"Ramasamy, T.",M,0,N/A,ADMK,46987,#9DBC2A
Tamil Nadu,1980,202,1,Kadaladi,GEN,"Sathiamoorthy, S.",M,0,N/A,ADMK,40246,#9DBC2A
Tamil Nadu,1980,203,1,Mudhukulathur,GEN,"Dhanukkodi Thevar,K.",M,0,N/A,IND,42711,#888888
Tamil Nadu,1980,204,1,Aruppukkottai,GEN,"Pituhai, M.",M,0,N/A,ADMK,42589,#9DBC2A
Tamil Nadu,1980,205,1,Sattur,GEN,"Ramachandran, K. K. Ss. R.",M,0,N/A,ADMK,54720,#9DBC2A
Tamil Nadu,1980,206,1,Virudhunagar,GEN,"Sundararajan, M.",M,0,N/A,ADMK,40285,#9DBC2A
Tamil Nadu,1980,207,1,Sivakasi,GEN,"Balakrishnan, V.",M,0,N/A,ADMK,53081,#9DBC2A
Tamil Nadu,1980,208,1,Srivilliputhur,GEN,Thamaraikkani R.,M,0,N/A,ADMK,46882,#9DBC2A
Tamil Nadu,1980,209,1,Rajapalayam,SC,Mokkian P.,M,0,N/A,IND,38339,#888888
Tamil Nadu,1980,210,1,Vilathikulam,GEN,Perumal R.K.,M,0,N/A,ADMK,40728,#9DBC2A
Tamil Nadu,1980,211,1,Ottapidaram,SC,"Appadurai, M.",M,0,N/A,CPI,33071,#DE0000
Tamil Nadu,1980,212,1,Kovilpatti,GEN,"Alagarasamy, S.",M,0,N/A,CPI,39442,#DE0000
Tamil Nadu,1980,213,1,Sankarankovil,SC,"Durairaj, P.",M,0,N/A,ADMK,31818,#9DBC2A
Tamil Nadu,1980,214,1,Vasudevanallur,SC,"Krishnan, R.",M,0,N/A,CPM,33107,#DE0000
Tamil Nadu,1980,215,1,Kadayanallur,GEN,Shahul Hameed A.,M,0,N/A,IND,38225,#888888
Tamil Nadu,1980,216,1,Tenkasi,GEN,Sattanatha Karayalar A. K.,M,0,N/A,ADMK,36638,#9DBC2A
Tamil Nadu,1980,217,1,Alangulam,GEN,"Navaneetha Krishna Pandian, R.",M,0,N/A,GKC,41271,#222
Tamil Nadu,1980,218,1,Tirunelveli,GEN,"Nedunchezhiyan, V. R.",M,0,N/A,ADMK,48338,#9DBC2A
Tamil Nadu,1980,219,1,Palayamkottai,GEN,"Karuppasami Pandian, V. R.",M,0,N/A,ADMK,45049,#9DBC2A
Tamil Nadu,1980,220,1,Cheranmahadevi,GEN,"Pandian, P. H.",M,0,N/A,ADMK,42793,#9DBC2A
Tamil Nadu,1980,221,1,Ambasamudram,GEN,Easwarmoorthy Alias Soranam,M,0,N/A,CPM,31262,#DE0000
Tamil Nadu,1980,222,1,Nanguneri,GEN,"John Vincent, N.",M,0,N/A,ADMK,36725,#9DBC2A
Tamil Nadu,1980,223,1,Radhapuram,GEN,"Muthu Ramalingam, S.",M,0,N/A,GKC,38044,#222
Tamil Nadu,1980,224,1,Sattangulam,GEN,"Ramasamy, S. N.",M,0,N/A,GKC,24700,#222
Tamil Nadu,1980,225,1,Tiruchendur,GEN,"Kesava Athithan, S.",M,0,N/A,ADMK,35499,#9DBC2A
Tamil Nadu,1980,226,1,Srivaikuntam,GEN,"Ramasubramanian, E.",M,0,N/A,ADMK,26502,#9DBC2A
Tamil Nadu,1980,227,1,Tuticorin,GEN,"Rajendran, S. N.",M,0,N/A,ADMK,54171,#9DBC2A
Tamil Nadu,1980,228,1,Kanniyakumari,GEN,"Muthukrishnan, S.",M,0,N/A,ADMK,35613,#9DBC2A
Tamil Nadu,1980,229,1,Nagercoil,GEN,"Vincent, M.",M,0,N/A,ADMK,39328,#9DBC2A
Tamil Nadu,1980,230,1,Kollachal,GEN,Retnaraj,M,0,N/A,DMK,42949,#800000
Tamil Nadu,1980,231,1,Padmanabhapuram,GEN,"Muthammad Ismail, P.",M,0,N/A,JNP,19758,#9A9E56
Tamil Nadu,1980,232,1,Thiruvattar,GEN,Hemachandran J.,M,0,N/A,CPM,29463,#DE0000
Tamil Nadu,1980,233,1,Vilavancode,GEN,Moni D.,M,0,N/A,CPM,34170,#DE0000
Tamil Nadu,1980,234,1,Killiyoor,GEN,Vijayaraghavan P.,M,0,N/A,JNP,31521,#9A9E56
Tamil Nadu,1984,1,1,Royapuram,GEN,P. Punnurangam,M,0,N/A,DMK,40727,#800000
Tamil Nadu,1984,2,1,Harbour,GEN,A. Selvarasan,M,0,N/A,DMK,38953,#800000
Tamil Nadu,1984,3,1,Dr. Radhakrishnan Nagar,GEN,Venugopal S.,M,0,N/A,INC,54334,#019733
Tamil Nadu,1984,4,1,Park Town,GEN,K. Anbazhagan,M,0,N/A,DMK,37540,#800000
Tamil Nadu,1984,5,1,Perambur,SC,Parithi Elamyazhuthi,M,0,N/A,DMK,53325,#800000
Tamil Nadu,1984,6,1,Purasawalkam,GEN,Manoharan Nanjil K.,M,0,N/A,DMK,61246,#800000
Tamil Nadu,1984,7,1,Egmore,SC,"Balan, S.",M,0,N/A,DMK,29795,#800000
Tamil Nadu,1984,8,1,Anna Nagar,GEN,"Ramachandran, S. M.",M,0,N/A,DMK,63854,#800000
Tamil Nadu,1984,9,1,T-Nagar,GEN,K. Sourirajan,M,0,N/A,INC,49038,#019733
Tamil Nadu,1984,10,1,Thousand Lights,GEN,Krishnasamy K. A.,M,0,N/A,ADMK,46246,#9DBC2A
Tamil Nadu,1984,11,1,Chepauk,GEN,"Rahman Khan, A.",M,0,N/A,DMK,36234,#800000
Tamil Nadu,1984,12,1,Triplicane,GEN,Abdul Samad,M,0,N/A,DMK,36410,#800000
Tamil Nadu,1984,13,1,Mylapore,GEN,"Valarmathi, B.",F,0,N/A,ADMK,51870,#9DBC2A
Tamil Nadu,1984,14,1,Saidapet,GEN,"Saidai Duraisamy, Sa.",M,0,N/A,ADMK,52869,#9DBC2A
Tamil Nadu,1984,15,1,Gummidipoondi,GEN,R. S. Munirathinam,M,0,N/A,ADMK,55221,#9DBC2A
Tamil Nadu,1984,16,1,Ponneri,SC,K. P. K. Sekar Alias K. P. Kulasekaran,M,0,N/A,ADMK,61559,#9DBC2A
Tamil Nadu,1984,17,1,Thiruvottiyur,GEN,G. K. J. Baarathi,M,0,N/A,INC,65194,#019733
Tamil Nadu,1984,18,1,Villivakkam,GEN,"Chintan, V. P.",M,0,N/A,CPM,81595,#DE0000
Tamil Nadu,1984,19,1,Alandur,GEN,"Abragham, M.",M,0,N/A,DMK,61300,#800000
Tamil Nadu,1984,20,1,Tambaram,GEN,Ella Rajamanickam,M,0,N/A,ADMK,75155,#9DBC2A
Tamil Nadu,1984,21,1,Tirupporur,SC,Thamizhmani,M,0,N/A,ADMK,38075,#9DBC2A
Tamil Nadu,1984,22,1,Chengalpattu,GEN,"Jegadesan, Annor, G.",M,0,N/A,ADMK,45423,#9DBC2A
Tamil Nadu,1984,23,1,Maduranthakam,GEN,"Arumugam, G.",M,0,N/A,DMK,40105,#800000
Tamil Nadu,1984,24,1,Acharapakkam,SC,K. Ethirajan,M,0,N/A,ADMK,43323,#9DBC2A
Tamil Nadu,1984,25,1,Uthiramerur,GEN,"Narasimma Pallavan, K.",M,0,N/A,ADMK,57797,#9DBC2A
Tamil Nadu,1984,26,1,Kancheepuram,GEN,"Balaji, K.",M,0,N/A,ADMK,60363,#9DBC2A
Tamil Nadu,1984,27,1,Sriperumbudur,SC,"Yashoda, D.",F,0,N/A,INC,46421,#019733
Tamil Nadu,1984,28,1,Poonamallee,GEN,G. Ananthakrishna,M,0,N/A,INC,55129,#019733
Tamil Nadu,1984,29,1,Thiruvallur,GEN,S. Pattabiraman,M,0,N/A,ADMK,44461,#9DBC2A
Tamil Nadu,1984,30,1,Tiruttani,GEN,"Shanmugam, R.",M,0,N/A,ADMK,41669,#9DBC2A
Tamil Nadu,1984,31,1,Pallipet,GEN,"Narasimhan, P. N.",M,0,N/A,ADMK,34935,#9DBC2A
Tamil Nadu,1984,32,1,Arakkonam,SC,V. K. Raju,M,0,N/A,DMK,52657,#800000
Tamil Nadu,1984,33,1,Sholingur,GEN,N. Shunmugam,M,0,N/A,ADMK,47967,#9DBC2A
Tamil Nadu,1984,34,1,Ranipet,GEN,M. Kadirvelu,M,0,N/A,INC,56068,#019733
Tamil Nadu,1984,35,1,Arcot,GEN,T. Palani,M,0,N/A,ADMK,52222,#9DBC2A
Tamil Nadu,1984,36,1,Katpadi,GEN,G. Raghupathi,M,0,N/A,ADMK,53077,#9DBC2A
Tamil Nadu,1984,37,1,Gudiyattam,GEN,R. Govindasamy,M,0,N/A,INC,32077,#019733
Tamil Nadu,1984,38,1,Pernambattu,SC,K. Thamizharasan,M,0,N/A,ADMK,47813,#9DBC2A
Tamil Nadu,1984,39,1,Vaniyambadi,GEN,H. Abdul Majeed,M,0,N/A,INC,39141,#019733
Tamil Nadu,1984,40,1,Natrampalli,GEN,T. Ambazhagan,M,0,N/A,ADMK,56503,#9DBC2A
Tamil Nadu,1984,41,1,Tiruppattur,GEN,Shanmugam Y.,M,0,N/A,INC,46884,#019733
Tamil Nadu,1984,42,1,Chengam,SC,T. Swamikannu,M,0,N/A,ADMK,45770,#9DBC2A
Tamil Nadu,1984,43,1,Thandarambattu,GEN,E. Vachiravelu,M,0,N/A,ADMK,53422,#9DBC2A
Tamil Nadu,1984,44,1,Tiruvannamalai,GEN,A. S. Ravindran,M,0,N/A,INC,49782,#019733
Tamil Nadu,1984,45,1,Kalasapakkam,GEN,"Pandurangan, M.",M,0,N/A,ADMK,54969,#9DBC2A
Tamil Nadu,1984,46,1,Polur,GEN,"Rajababu, J.",M,0,N/A,INC,52437,#019733
Tamil Nadu,1984,47,1,Anaicut,GEN,"Krishnasamy, V.R.",M,0,N/A,ADMK,45312,#9DBC2A
Tamil Nadu,1984,48,1,Vellore,GEN,"Devaraj, V. M.",M,0,N/A,DMK,54453,#800000
Tamil Nadu,1984,49,1,Arani,GEN,M. Chinnakulandai,M,0,N/A,ADMK,54653,#9DBC2A
Tamil Nadu,1984,50,1,Cheyyar,GEN,K. Murugan,M,0,N/A,ADMK,53945,#9DBC2A
Tamil Nadu,1984,51,1,Vandavasi,SC,A. Arumugham,M,0,N/A,INC,48712,#019733
Tamil Nadu,1984,52,1,Peranamallur,GEN,R. Hari Kumar,M,0,N/A,ADMK,49591,#9DBC2A
Tamil Nadu,1984,53,1,Melmalayanur,GEN,P. U. Shanmugam,M,0,N/A,ADMK,61289,#9DBC2A
Tamil Nadu,1984,54,1,Gingee,GEN,"Muruganandam, T. N.",M,0,N/A,INC,56156,#019733
Tamil Nadu,1984,55,1,Tindivanam,GEN,K. M. Thangamani,M,0,N/A,INC,45404,#019733
Tamil Nadu,1984,56,1,Vanur,SC,M. N. Ramajayam,M,0,N/A,ADMK,58196,#9DBC2A
Tamil Nadu,1984,57,1,Kandamangalam,SC,"Subramaniyan, V",M,0,N/A,ADMK,53211,#9DBC2A
Tamil Nadu,1984,58,1,Villupuram,GEN,Rajarathinam Mani M.,M,0,N/A,ADMK,50156,#9DBC2A
Tamil Nadu,1984,59,1,Mugaiyur,GEN,"Chandrasekar, M.",M,0,N/A,ADMK,45863,#9DBC2A
Tamil Nadu,1984,60,1,Thirunavalur,GEN,Menoharan T. N. G. A.,M,0,N/A,ADMK,40539,#9DBC2A
Tamil Nadu,1984,61,1,Ulundurpet,SC,M. Anadan,M,0,N/A,ADMK,56200,#9DBC2A
Tamil Nadu,1984,62,1,Nellikuppam,GEN,Anbarasan Alias Ramalingam,M,0,N/A,ADMK,48018,#9DBC2A
Tamil Nadu,1984,63,1,Cuddalore,GEN,V. G. Cheelappa,M,0,N/A,INC,53759,#019733
Tamil Nadu,1984,64,1,Panruti,GEN,S.Ramachandran,M,0,N/A,ADMK,51900,#9DBC2A
Tamil Nadu,1984,65,1,Kurinjipadi,GEN,A.Thangarasu,M,0,N/A,ADMK,45400,#9DBC2A
Tamil Nadu,1984,66,1,Bhuvanagiri,GEN,V.V. Swaminathan,M,0,N/A,ADMK,51922,#9DBC2A
Tamil Nadu,1984,67,1,Kattumannarkoil,SC,S.Jayachandran,M,0,N/A,INC,42928,#019733
Tamil Nadu,1984,68,1,Chidambaram,GEN,K.R.Ganpathi,M,0,N/A,ADMK,47067,#9DBC2A
Tamil Nadu,1984,69,1,Vridhachalam,GEN,R.Thiyagarajan,M,0,N/A,INC,53731,#019733
Tamil Nadu,1984,70,1,Mangalur,SC,S.Thangaraju,M,0,N/A,ADMK,55408,#9DBC2A
Tamil Nadu,1984,71,1,Rishivandiyam,GEN,S.Sivaraj,M,0,N/A,INC,43439,#019733
Tamil Nadu,1984,72,1,Kallakurichi,GEN,S.Sivaraman,M,0,N/A,IND,53630,#888888
Tamil Nadu,1984,73,1,Sankarapuram,GEN,S.Kalitherthan,M,0,N/A,ADMK,53162,#9DBC2A
Tamil Nadu,1984,74,1,Hosur,GEN,T.Venkataraddy,M,0,N/A,INC,35293,#019733
Tamil Nadu,1984,75,1,Thalli,GEN,K.V.Venugopal,M,0,N/A,INC,36441,#019733
Tamil Nadu,1984,76,1,Kaveripattinam,GEN,K.Samarasam,M,0,N/A,AKD,47212,#222
Tamil Nadu,1984,77,1,Krishnagiri,GEN,Chinnaraju K.R.,M,0,N/A,ADMK,40585,#9DBC2A
Tamil Nadu,1984,78,1,Bargur,GEN,T.M.Venkatachalam,M,0,N/A,ADMK,57388,#9DBC2A
Tamil Nadu,1984,79,1,Harur,SC,Rajamanickam R.,M,0,N/A,ADMK,60106,#9DBC2A
Tamil Nadu,1984,80,1,Morappur,GEN,Theerthagiri Gounder T.,M,0,N/A,INC,39779,#019733
Tamil Nadu,1984,81,1,Palacodu,GEN,Theertharaman P.,M,0,N/A,INC,55459,#019733
Tamil Nadu,1984,82,1,Dharmapuri,GEN,Chinnasamy R.,M,0,N/A,DMK,46383,#800000
Tamil Nadu,1984,83,1,Pennagaram,GEN,H.G. Arumugam,M,0,N/A,ADMK,44616,#9DBC2A
Tamil Nadu,1984,84,1,Mettur,GEN,Machimuthu K.P.,M,0,N/A,ADMK,46083,#9DBC2A
Tamil Nadu,1984,85,1,Taramangalam,GEN,Semmalai S.,M,0,N/A,ADMK,63407,#9DBC2A
Tamil Nadu,1984,86,1,Omalur,GEN,Anbalagan,M,0,N/A,INC,51703,#019733
Tamil Nadu,1984,87,1,Yercaud,ST,Thirugnanam P.R.,M,0,N/A,INC,48787,#019733
Tamil Nadu,1984,88,1,Salem-I,GEN,G.Krishnaraj,M,0,N/A,ADMK,54749,#9DBC2A
Tamil Nadu,1984,89,1,Salem-Ii,GEN,Arumugam,M,0,N/A,ADMK,49339,#9DBC2A
Tamil Nadu,1984,90,1,Veerapandi,GEN,Vijayalakshmi P.,F,0,N/A,ADMK,61609,#9DBC2A
Tamil Nadu,1984,91,1,Panamarathupatti,GEN,Rajaram K.,M,0,N/A,ADMK,48726,#9DBC2A
Tamil Nadu,1984,92,1,Attur,GEN,C.Palanimuthu,M,0,N/A,INC,55927,#019733
Tamil Nadu,1984,93,1,Talavasal,SC,T.Rajambal,F,0,N/A,INC,53104,#019733
Tamil Nadu,1984,94,1,Rasipuram,GEN,Ramalingam K.P.,M,0,N/A,ADMK,51565,#9DBC2A
Tamil Nadu,1984,95,1,Senthamangalam,ST,"Sivaprakasam, S.",M,0,N/A,ADMK,54129,#9DBC2A
Tamil Nadu,1984,96,1,Namakkal,SC,R.Arunachalam,M,0,N/A,ADMK,58158,#9DBC2A
Tamil Nadu,1984,97,1,Kapilamalai,GEN,P.Sengottaiyan,M,0,N/A,INC,51233,#019733
Tamil Nadu,1984,98,1,Tiruchengodu,GEN,Ponnaiyan C.,M,0,N/A,ADMK,77659,#9DBC2A
Tamil Nadu,1984,99,1,Sankari,SC,"Dhanabal, P.",M,0,N/A,ADMK,58276,#9DBC2A
Tamil Nadu,1984,100,1,Edappadi,GEN,Govindaswamy,M,0,N/A,INC,68583,#019733
Tamil Nadu,1984,101,1,Mettuppalayam,GEN,"Chinnaraj, M.",M,0,N/A,ADMK,61951,#9DBC2A
Tamil Nadu,1984,102,1,Avanashi,SC,Lakshmi P.,F,0,N/A,ADMK,58677,#9DBC2A
Tamil Nadu,1984,103,1,Thondamuthur,GEN,Aranganayakam,M,0,N/A,ADMK,67679,#9DBC2A
Tamil Nadu,1984,104,1,Singanallur,GEN,Sengalippan R.,M,0,N/A,JNP,54787,#9A9E56
Tamil Nadu,1984,105,1,Coimbatore North,GEN,Ramanathan M.,M,0,N/A,DMK,44542,#800000
Tamil Nadu,1984,106,1,Coimbatore South,GEN,Ramani K.,M,0,N/A,CPM,40891,#DE0000
Tamil Nadu,1984,107,1,Perur,GEN,A.Natarasan,M,0,N/A,DMK,58302,#800000
Tamil Nadu,1984,108,1,Kinathukkadavu,GEN,"Kandaswamy, K.V.",M,0,N/A,ADMK,50375,#9DBC2A
Tamil Nadu,1984,109,1,Pollachi,GEN,M.V. Rathinam,M,0,N/A,ADMK,54337,#9DBC2A
Tamil Nadu,1984,110,1,Valparai,SC,V.Thangavelu,M,0,N/A,INC,48779,#019733
Tamil Nadu,1984,111,1,Udumalpet,GEN,S.Thirumalaisamy Gounder,M,0,N/A,INC,56004,#019733
Tamil Nadu,1984,112,1,Dharapuram,SC,Periasamy. A.,M,0,N/A,ADMK,51919,#9DBC2A
Tamil Nadu,1984,113,1,Vellakoil,GEN,Durai Ramasamy,M,0,N/A,ADMK,54188,#9DBC2A
Tamil Nadu,1984,114,1,Pongalur,GEN,Kandaswamy P.,M,0,N/A,ADMK,46535,#9DBC2A
Tamil Nadu,1984,115,1,Palladam,GEN,"Paramasiva Gounder, P.N.",M,0,N/A,ADMK,51083,#9DBC2A
Tamil Nadu,1984,116,1,Tiruppur,GEN,Subbarayan K.,M,0,N/A,CPI,51874,#DE0000
Tamil Nadu,1984,117,1,Kangayam,GEN,K.C. Palanisamy,M,0,N/A,ADMK,54252,#9DBC2A
Tamil Nadu,1984,118,1,Modakkurichi,GEN,S.Balakrishnan,M,0,N/A,ADMK,65641,#9DBC2A
Tamil Nadu,1984,119,1,Perundurai,GEN,A. Ponnusamy,M,0,N/A,ADMK,60830,#9DBC2A
Tamil Nadu,1984,120,1,Erode,GEN,S.Muthusamy,M,0,N/A,ADMK,71722,#9DBC2A
Tamil Nadu,1984,121,1,Bhavani,GEN,P.G.Narayanan,M,0,N/A,ADMK,58350,#9DBC2A
Tamil Nadu,1984,122,1,Andhiyur,SC,Mathaiyan U.P.,M,0,N/A,ADMK,53825,#9DBC2A
Tamil Nadu,1984,123,1,Gobichettipalayam,GEN,Sengottyan K.A.,M,0,N/A,ADMK,56884,#9DBC2A
Tamil Nadu,1984,124,1,Bhavanisagar,GEN,Chinnsammy V.K.,M,0,N/A,ADMK,52539,#9DBC2A
Tamil Nadu,1984,125,1,Sathyamangalam,GEN,Elankovan E.V.K.S.,M,0,N/A,INC,50725,#019733
Tamil Nadu,1984,126,1,Coonoor,SC,M.Sivakumar,M,0,N/A,ADMK,47113,#9DBC2A
Tamil Nadu,1984,127,1,Udhagamandalam,GEN,Kallan K.,M,0,N/A,INC,52145,#019733
Tamil Nadu,1984,128,1,Gudalur,GEN,K.Hutchi Gowder,M,0,N/A,ADMK,52470,#9DBC2A
Tamil Nadu,1984,129,1,Palani,SC,A.S. Ponnammal,F,0,N/A,INC,62344,#019733
Tamil Nadu,1984,130,1,Oddamchatram,GEN,Kuppusamy K.,M,0,N/A,ADMK,46466,#9DBC2A
Tamil Nadu,1984,131,1,Periyakulam,GEN,Mohammed Saleem T.,M,0,N/A,ADMK,58021,#9DBC2A
Tamil Nadu,1984,132,1,Theni,GEN,V.R. Jeyaraman,M,0,N/A,ADMK,56970,#9DBC2A
Tamil Nadu,1984,133,1,Bodinayakkanur,GEN,K.S.M. Ramachandran,M,0,N/A,INC,54231,#019733
