year,constituency,ST_NAME,AC_NO,rank,AC_TYPE,name,SEX,AGE,CATEGORY,party,votes,color,polled_votes
1977,Paramakudi,Tamil Nadu,200,1,SC,K. Ugrapandian,M,0,,ADMK,27303,#b2d33c,75194
1977,Ramanathapuram,Tamil Nadu,201,1,GEN,T. Ramaswamy,M,0,,ADMK,33048,#b2d33c,70524
1977,Kadaladi,Tamil Nadu,202,1,GEN,R.C. Subramanian,M,0,,ADMK,25690,#b2d33c,70264
1977,Mudhukulathur,Tamil Nadu,203,1,GEN,S. Balakrishnan,M,0,,INC,17709,#2ecc71,73392
1977,Aruppukkottai,Tamil Nadu,204,1,GEN,M.G. Ramachandran,M,0,,ADMK,43065,#b2d33c,76582
1977,Sattur,Tamil Nadu,205,1,GEN,K.K.S.S.R. Ramachandran,M,0,,ADMK,38772,#b2d33c,89659
1977,Virudhunagar,Tamil Nadu,206,1,GEN,M. Sundararajan,M,0,,ADMK,33077,#b2d33c,74298
1977,Sivakasi,Tamil Nadu,207,1,GEN,K. Ramasamy,M,0,,JNP,24518,#9A9E56,78800
1977,Srivilliputhur,Tamil Nadu,208,1,GEN,R. Thamraikani,M,0,,ADMK,25990,#b2d33c,81447
1977,Rajapalayam,Tamil Nadu,209,1,SC,K. Dhanuskodi,M,0,,ADMK,28028,#b2d33c,74649
1977,Vilathikulam,Tamil Nadu,210,1,GEN,R.K. Perumal,M,0,,ADMK,25384,#b2d33c,66125
1977,Ottapidaram,Tamil Nadu,211,1,SC,O.S. Veluchami,M,0,,INC,22629,#2ecc71,54517
1977,Kovilpatti,Tamil Nadu,212,1,GEN,S. Alagarsamy,M,0,,CPI,21985,#ff5757,67140
1977,Sankarankovil,Tamil Nadu,213,1,SC,S. Subbiah,M,0,,DMK,21569,#c0392b,62965
1977,Vasudevanallur,Tamil Nadu,214,1,SC,R. Krishnan,M,0,,CPM,20092,#ff5757,60418
1977,Kadayanallur,Tamil Nadu,215,1,GEN,M.M.A. Razak,M,0,,ADMK,29347,#b2d33c,75675
1977,Tenkasi,Tamil Nadu,216,1,GEN,S. Muthusamy Karayalar,M,0,,INC,30273,#2ecc71,73194
1977,Alangulam,Tamil Nadu,217,1,GEN,V. Karuppasamypandian,M,0,,ADMK,20183,#b2d33c,70987
1977,Tirunelveli,Tamil Nadu,218,1,GEN,G.R. Edmund,M,0,,ADMK,26419,#b2d33c,68622
1977,Palayamkottai,Tamil Nadu,219,1,GEN,K. Manoharan,M,0,,ADMK,29146,#b2d33c,66087
1977,Cheranmahadevi,Tamil Nadu,220,1,GEN,Pandian,M,0,,ADMK,24256,#b2d33c,68635
1977,Ambasamudram,Tamil Nadu,221,1,GEN,Eswaramoorthy Alias Soranam,M,0,,CPM,23356,#ff5757,66110
1977,Nanguneri,Tamil Nadu,222,1,GEN,M. John Vincent,M,0,,JNP,18668,#9A9E56,67359
1977,Radhapuram,Tamil Nadu,223,1,GEN,Y.S.M. Yusuf,M,0,,ADMK,26404,#b2d33c,68265
1977,Sattangulam,Tamil Nadu,224,1,GEN,R. Jebamani,M,0,,JNP,18362,#9A9E56,67101
1977,Tiruchendur,Tamil Nadu,225,1,GEN,R. Amirtharaj,M,0,,ADMK,20871,#b2d33c,71642
1977,Srivaikuntam,Tamil Nadu,226,1,GEN,K. Sathu Solvaraj,M,0,,ADMK,20459,#b2d33c,65390
1977,Tuticorin,Tamil Nadu,227,1,GEN,N. Dhanasekaran,M,0,,ADMK,23598,#b2d33c,80565
1977,Kanniyakumari,Tamil Nadu,228,1,GEN,C. Krishnan,M,0,,ADMK,23222,#b2d33c,69703
1977,Nagercoil,Tamil Nadu,229,1,GEN,M. Vincent,M,0,,ADMK,26973,#b2d33c,73994
1977,Kollachal,Tamil Nadu,230,1,GEN,R. Athiswami,M,0,,JNP,21131,#9A9E56,69509
1977,Padmanabhapuram,Tamil Nadu,231,1,GEN,A. Swamidhas,M,0,,JNP,22910,#9A9E56,47914
1977,Thiruvattar,Tamil Nadu,232,1,GEN,J. James,M,0,,JNP,27812,#9A9E56,56964
1977,Vilavancode,Tamil Nadu,233,1,GEN,D. Gnanasigamony,M,0,,CPM,32628,#ff5757,66787
1977,Killiyoor,Tamil Nadu,234,1,GEN,P. Vijayaraghavan,M,0,,JNP,34237,#9A9E56,43229
1980,Royapuram,Tamil Nadu,1,1,GEN,"Ponnurangam,P",M,0,,DMK,37390,#c0392b,74319
1980,Harbour,Tamil Nadu,2,1,GEN,"Selvarasan,A",M,0,,DMK,32716,#c0392b,60430
1980,Dr. Radhakrishnan Nagar,Tamil Nadu,3,1,GEN,"Rajasekaran,V",M,0,,INC,44076,#2ecc71,90648
1980,Park Town,Tamil Nadu,4,1,GEN,"Somu,N.V.N",M,0,,DMK,38095,#c0392b,68098
1980,Perambur,Tamil Nadu,5,1,SC,"Balan,S",M,0,,DMK,49269,#c0392b,90258
1980,Purasawalkam,Tamil Nadu,6,1,GEN,"Anbazhagan,K",M,0,,DMK,52729,#c0392b,100724
1980,Egmore,Tamil Nadu,7,1,SC,"Ellayaperumal,L",M,0,,INC,38200,#2ecc71,62427
1980,Anna Nagar,Tamil Nadu,8,1,GEN,"Karunanidhi,M",M,0,,DMK,51290,#c0392b,104731
1980,T-Nagar,Tamil Nadu,9,1,GEN,"Sourirajan,K",M,0,,GKC,42566,#222,84164
1980,Thousand Lights,Tamil Nadu,10,1,GEN,"Krishnasamy,K.A",M,0,,ADMK,40499,#b2d33c,80691
1980,Chepauk,Tamil Nadu,11,1,GEN,"Rahman Khan,A",M,0,,DMK,32627,#c0392b,58639
1980,Triplicane,Tamil Nadu,12,1,GEN,"Haja Shareeff,K.S.G",M,0,,INC,33664,#2ecc71,63798
1980,Mylapore,Tamil Nadu,13,1,GEN,"Kapali, T.K",M,0,,ADMK,41260,#b2d33c,83089
1980,Saidapet,Tamil Nadu,14,1,GEN,"Purushothaman,D",M,0,,DMK,40403,#c0392b,84261
1980,Gummidipoondi,Tamil Nadu,15,1,GEN,"Munirathinam,R.S",M,0,,ADMK,41845,#b2d33c,85387
1980,Ponneri,Tamil Nadu,16,1,SC,"Chakarapani,R",M,0,,ADMK,42408,#b2d33c,83033
1980,Thiruvottiyur,Tamil Nadu,17,1,GEN,Kumari Ananthan,M,0,,GKC,48451,#222,102296
1980,Villivakkam,Tamil Nadu,18,1,GEN,"Prabakaran,J.C.D",M,0,,ADMK,57192,#b2d33c,119548
1980,Alandur,Tamil Nadu,19,1,GEN,"Abdul Razack,K.M",M,0,,ADMK,50345,#b2d33c,100332
1980,Tambaram,Tamil Nadu,20,1,GEN,Pammal Nallathambi,M,0,,DMK,59931,#c0392b,116326
1980,Tirupporur,Tamil Nadu,21,1,SC,"Chockalingam,G",M,0,,DMK,33287,#c0392b,65749
1980,Chengalpattu,Tamil Nadu,22,1,GEN,"Jagadeesan,Anoor,P.G",M,0,,ADMK,40466,#b2d33c,76245
1980,Maduranthakam,Tamil Nadu,23,1,GEN,"Ugamchand,S.D",M,0,,ADMK,46922,#b2d33c,82549
1980,Acharapakkam,Tamil Nadu,24,1,SC,"Ganesan,C",M,0,,ADMK,35233,#b2d33c,70347
1980,Uthiramerur,Tamil Nadu,25,1,GEN,"Jagathrakshakan,S",M,0,,ADMK,43303,#b2d33c,88172
1980,Kancheepuram,Tamil Nadu,26,1,GEN,"Venkatasubramanian,P",M,0,,ADMK,46051,#b2d33c,95445
1980,Sriperumbudur,Tamil Nadu,27,1,SC,D.Yasodha,F,0,,INC,37370,#2ecc71,70553
1980,Poonamallee,Tamil Nadu,28,1,GEN,"Rajarathinam, D.",M,0,,DMK,38018,#c0392b,77860
1980,Thiruvallur,Tamil Nadu,29,1,GEN,"Pattabiraman,S",M,0,,ADMK,30121,#b2d33c,72595
1980,Tiruttani,Tamil Nadu,30,1,GEN,"Shanmugam, R",M,0,,ADMK,35845,#b2d33c,72270
1980,Pallipet,Tamil Nadu,31,1,GEN,"Narasimhan, P.M",M,0,,ADMK,26377,#b2d33c,75308
1980,Arakkonam,Tamil Nadu,32,1,SC,"Vijayasarathy, M",M,0,,ADMK,36314,#b2d33c,74355
1980,Sholingur,Tamil Nadu,33,1,GEN,"Gopal, C",M,0,,ADMK,35783,#b2d33c,72442
1980,Ranipet,Tamil Nadu,34,1,GEN,Durai Murugan,M,0,,DMK,44318,#c0392b,82529
1980,Arcot,Tamil Nadu,35,1,GEN,"Sethuraman, A M",M,0,,ADMK,35998,#b2d33c,73695
1980,Katpadi,Tamil Nadu,36,1,GEN,"Poongavanam, N. A",M,0,,CPI,31918,#ff5757,68676
1980,Gudiyattam,Tamil Nadu,37,1,GEN,"Sundaram, K.R",M,0,,CPM,30869,#ff5757,70365
1980,Pernambattu,Tamil Nadu,38,1,SC,"Moorthy, G",M,0,,ADMK,30048,#b2d33c,66323
1980,Vaniyambadi,Tamil Nadu,39,1,GEN,"Kulasekara Pandiyan, N",M,0,,ADMK,38049,#b2d33c,72424
1980,Natrampalli,Tamil Nadu,40,1,GEN,"Anbazhagan, T",M,0,,ADMK,42786,#b2d33c,85881
1980,Tiruppattur,Tamil Nadu,41,1,GEN,"Sundaram, B",M,0,,DMK,42786,#c0392b,78158
1980,Chengam,Tamil Nadu,42,1,SC,"Swamikannu, T",M,0,,ADMK,26823,#b2d33c,55816
1980,Thandarambattu,Tamil Nadu,43,1,GEN,"Venugopal, D",M,0,,DMK,46326,#c0392b,72540
1980,Tiruvannamalai,Tamil Nadu,44,1,GEN,"Narayanasamy, K",M,0,,INC,54437,#2ecc71,92609
1980,Kalasapakkam,Tamil Nadu,45,1,GEN,"Thiruvengadam, P.S",M,0,,DMK,44923,#c0392b,82443
1980,Polur,Tamil Nadu,46,1,GEN,"Balaraman, L",M,0,,INC,35456,#2ecc71,72475
1980,Anaicut,Tamil Nadu,47,1,GEN,"Viswanathan,G",M,0,,ADMK,35242,#b2d33c,66034
1980,Vellore,Tamil Nadu,48,1,GEN,"Devaraj, V.M",M,0,,DMK,43126,#c0392b,86803
1980,Arani,Tamil Nadu,49,1,GEN,"Shanmugam, A. C",M,0,,ADMK,42928,#b2d33c,84761
1980,Cheyyar,Tamil Nadu,50,1,GEN,Babu Janarthanan,M,0,,DMK,43341,#c0392b,78432
1980,Vandavasi,Tamil Nadu,51,1,SC,"Kuppusami, C",M,0,,ADMK,38501,#b2d33c,76678
1980,Peranamallur,Tamil Nadu,52,1,GEN,"Venkitesan, P. M",M,0,,ADMK,32645,#b2d33c,74043
1980,Melmalayanur,Tamil Nadu,53,1,GEN,"Chinnadurai, A",M,0,,ADMK,39572,#b2d33c,81027
1980,Gingee,Tamil Nadu,54,1,GEN,"Ramchandran, N",M,0,,DMK,41708,#c0392b,83558
1980,Tindivanam,Tamil Nadu,55,1,GEN,"Thangamani Gounder, K. M",M,0,,INC,29778,#2ecc71,70343
1980,Vanur,Tamil Nadu,56,1,SC,"Muthuvel, N",M,0,,DMK,38883,#c0392b,73512
1980,Kandamangalam,Tamil Nadu,57,1,SC,"Kannan, M",M,0,,ADMK,34368,#b2d33c,69450
1980,Villupuram,Tamil Nadu,58,1,GEN,"Palaniappan, K. P",M,0,,DMK,45952,#c0392b,88340
1980,Mugaiyur,Tamil Nadu,59,1,GEN,"Sundaramurthy, R",M,0,,INC,39490,#2ecc71,74269
1980,Thirunavalur,Tamil Nadu,60,1,GEN,"Subramanian, V",M,0,,DMK,36517,#c0392b,75627
1980,Ulundurpet,Tamil Nadu,61,1,SC,"Rangasamy, K",M,0,,DMK,40068,#c0392b,72385
1980,Nellikuppam,Tamil Nadu,62,1,GEN,"Krishnamoorthi, V",M,0,,DMK,40526,#c0392b,73455
1980,Cuddalore,Tamil Nadu,63,1,GEN,Babu Govindarajan,M,0,,DMK,40539,#c0392b,82646
1980,Panruti,Tamil Nadu,64,1,GEN,"Ramachandran, S",M,0,,ADMK,44557,#b2d33c,85891
1980,Kurinjipadi,Tamil Nadu,65,1,GEN,"Thangarasu, A",M,0,,ADMK,38349,#b2d33c,77231
1980,Bhuvanagiri,Tamil Nadu,66,1,GEN,"Swaminathan, V .V",M,0,,ADMK,41207,#b2d33c,83931
1980,Kattumannarkoil,Tamil Nadu,67,1,SC,"Ramalingam, E",M,0,,DMK,44012,#c0392b,74022
1980,Chidambaram,Tamil Nadu,68,1,GEN,"Ganapathy, K. R",M,0,,ADMK,41728,#b2d33c,80699
1980,Vridhachalam,Tamil Nadu,69,1,GEN,"Thiyagarajan, R",M,0,,INC,45382,#2ecc71,87510
1980,Mangalur,Tamil Nadu,70,1,SC,"Kaliamoorthy, P",M,0,,ADMK,40678,#b2d33c,83178
1980,Rishivandiyam,Tamil Nadu,71,1,GEN,"Sundaram, M",M,0,,INC,38238,#2ecc71,74810
1980,Kallakurichi,Tamil Nadu,72,1,GEN,"Sivaraman, S",M,0,,INC,39370,#2ecc71,75055
1980,Sankarapuram,Tamil Nadu,73,1,GEN,"Kalitheerthan, S",M,0,,ADMK,36352,#b2d33c,72831
1980,Hosur,Tamil Nadu,74,1,GEN,"Venkata Reddy, T",M,0,,INC,25855,#2ecc71,51913
1980,Thalli,Tamil Nadu,75,1,GEN,"Rajaram Naidu, D.R",M,0,,INC,25558,#2ecc71,61542
1980,Kaveripattinam,Tamil Nadu,76,1,GEN,"Samarasam, K",M,0,,ADMK,35434,#b2d33c,69296
1980,Krishnagiri,Tamil Nadu,77,1,GEN,"Chinnarasu, K. R",M,0,,ADMK,28020,#b2d33c,56327
1980,Bargur,Tamil Nadu,78,1,GEN,"Doraisamy, Bn.S",M,0,,ADMK,39893,#b2d33c,69665
1980,Harur,Tamil Nadu,79,1,SC,"Sabapathy, C.",M,0,,ADMK,40009,#b2d33c,69383
1980,Morappur,Tamil Nadu,80,1,GEN,"Kuppusamy, N.",M,0,,ADMK,43096,#b2d33c,75370
1980,Palacodu,Tamil Nadu,81,1,GEN,"Munusamy, M.B.",M,0,,ADMK,38999,#b2d33c,74487
1980,Dharmapuri,Tamil Nadu,82,1,GEN,"Aranganathan, S.",M,0,,ADMK,33977,#b2d33c,73671
1980,Pennagaram,Tamil Nadu,83,1,GEN,"Theertha Raman, P",M,0,,GKC,34590,#222,65591
1980,Mettur,Tamil Nadu,84,1,GEN,"Nachimuthu, K.P",M,0,,ADMK,48845,#b2d33c,83810
1980,Taramangalam,Tamil Nadu,85,1,GEN,"Semmalai, S",M,0,,IND,49597,#bdc3c7,82203
1980,Omalur,Tamil Nadu,86,1,GEN,"Sivaperuman, M",M,0,,ADMK,42399,#b2d33c,72846
1980,Yercaud,Tamil Nadu,87,1,ST,Thiruman,M,0,,ADMK,28869,#b2d33c,56218
1980,Salem-I,Tamil Nadu,88,1,GEN,"Krishnaraj, G",M,0,,ADMK,50976,#b2d33c,97010
1980,Salem-Ii,Tamil Nadu,89,1,GEN,"Arumugam, M",M,0,,ADMK,40975,#b2d33c,79450
1980,Veerapandi,Tamil Nadu,90,1,GEN,"Vijayalakshmi, P",F,0,,ADMK,51034,#b2d33c,88061
1980,Panamarathupatti,Tamil Nadu,91,1,GEN,"Rajaram, K",M,0,,ADMK,44218,#b2d33c,77238
1980,Attur,Tamil Nadu,92,1,GEN,"Palanimuthu, C",M,0,,INC,38416,#2ecc71,71886
1980,Talavasal,Tamil Nadu,93,1,SC,"Rajambal, T.",F,0,,INC,38217,#2ecc71,72935
1980,Rasipuram,Tamil Nadu,94,1,GEN,"Ramalingam, K. P",M,0,,ADMK,49779,#b2d33c,85463
1980,Senthamangalam,Tamil Nadu,95,1,ST,"Sivaprakasam, S.",M,0,,ADMK,37577,#b2d33c,69020
1980,Namakkal,Tamil Nadu,96,1,SC,Arunachalam R.,M,0,,ADMK,42850,#b2d33c,82757
1980,Kapilamalai,Tamil Nadu,97,1,GEN,Velappan C. V.,M,0,,ADMK,39224,#b2d33c,86948
1980,Tiruchengodu,Tamil Nadu,98,1,GEN,"Ponnaiyan, C.",M,0,,ADMK,69122,#b2d33c,124904
1980,Sankari,Tamil Nadu,99,1,SC,"Dhanapal, P.",M,0,,ADMK,45664,#b2d33c,80666
1980,Edappadi,Tamil Nadu,100,1,GEN,"Ganesan, I.",M,0,,ADMK,37978,#b2d33c,97554
1980,Mettuppalayam,Tamil Nadu,101,1,GEN,"Palanisamy, S.",M,0,,ADMK,48266,#b2d33c,81860
1980,Avanashi,Tamil Nadu,102,1,SC,"Arumugam, M.",M,0,,CPI,33294,#ff5757,61409
1980,Thondamuthur,Tamil Nadu,103,1,GEN,"Chinnaraj,",M,0,,ADMK,57822,#b2d33c,100495
1980,Singanallur,Tamil Nadu,104,1,GEN,"Kulasekar, A. D.",M,0,,DMK,44523,#c0392b,98582
1980,Coimbatore North,Tamil Nadu,105,1,GEN,"Aranganayagam, C.",M,0,,ADMK,38061,#b2d33c,78959
1980,Coimbatore South,Tamil Nadu,106,1,GEN,"Ramani, K.",M,0,,CPM,33666,#ff5757,74172
1980,Perur,Tamil Nadu,107,1,GEN,Kovaithambi,M,0,,ADMK,47308,#b2d33c,98486
1980,Kinathukkadavu,Tamil Nadu,108,1,GEN,"Kandasamy, K. V.",M,0,,ADMK,42822,#b2d33c,79915
1980,Pollachi,Tamil Nadu,109,1,GEN,"Rathinam, M. V.",M,0,,ADMK,52833,#b2d33c,93334
1980,Valparai,Tamil Nadu,110,1,SC,"Karuppiah, A. T.",M,0,,CPI,46406,#ff5757,81658
1980,Udumalpet,Tamil Nadu,111,1,GEN,"Kolandaivelu, P.",M,0,,ADMK,50570,#b2d33c,96619
1980,Dharapuram,Tamil Nadu,112,1,SC,"Periasamy, A.",M,0,,ADMK,43319,#b2d33c,77285
1980,Vellakoil,Tamil Nadu,113,1,GEN,"Ramasami, D.",M,0,,ADMK,56975,#b2d33c,90972
1980,Pongalur,Tamil Nadu,114,1,GEN,"Kandaswamy, P.",M,0,,ADMK,40116,#b2d33c,68370
1980,Palladam,Tamil Nadu,115,1,GEN,Paramasiva Gounder,M,0,,ADMK,40305,#b2d33c,83337
1980,Tiruppur,Tamil Nadu,116,1,GEN,"Manimaran, R.",M,0,,ADMK,63371,#b2d33c,111215
1980,Kangayam,Tamil Nadu,117,1,GEN,"Krishnaswamy, K. G.",M,0,,ADMK,45950,#b2d33c,81914
1980,Modakkurichi,Tamil Nadu,118,1,GEN,"Balakrishnan, S.",M,0,,ADMK,56049,#b2d33c,95526
1980,Perundurai,Tamil Nadu,119,1,GEN,"Nallapan, T. K.",M,0,,CPI,44210,#ff5757,80837
1980,Erode,Tamil Nadu,120,1,GEN,"Muthusamy, S.",M,0,,ADMK,62342,#b2d33c,110104
1980,Bhavani,Tamil Nadu,121,1,GEN,"Narayanan, P. G.",M,0,,ADMK,44152,#b2d33c,72517
1980,Andhiyur,Tamil Nadu,122,1,SC,"Guruswamy, P.",M,0,,ADMK,34498,#b2d33c,60462
1980,Gobichettipalayam,Tamil Nadu,123,1,GEN,"Sengottayan, K. A.",M,0,,ADMK,44703,#b2d33c,75278
1980,Bhavanisagar,Tamil Nadu,124,1,GEN,"Subramaniam, G. K.",M,0,,ADMK,38557,#b2d33c,79858
1980,Sathyamangalam,Tamil Nadu,125,1,GEN,"Rangasamy, R.",M,0,,ADMK,35096,#b2d33c,70132
1980,Coonoor,Tamil Nadu,126,1,SC,"Ranganathan, M.",M,0,,DMK,34424,#c0392b,60555
1980,Udhagamandalam,Tamil Nadu,127,1,GEN,"Kallan, K.",M,0,,INC,35528,#2ecc71,68560
1980,Gudalur,Tamil Nadu,128,1,GEN,"Hutchi, K.",M,0,,DMK,36780,#c0392b,62990
1980,Palani,Tamil Nadu,129,1,SC,"Palanivel, N.",M,0,,CPM,41874,#ff5757,78830
1980,Oddamchatram,Tamil Nadu,130,1,GEN,"Kuppuswamy, K.",M,0,,ADMK,35269,#b2d33c,77922
1980,Periyakulam,Tamil Nadu,131,1,GEN,"Gopalakrishnan, K.",M,0,,ADMK,43774,#b2d33c,81051
1980,Theni,Tamil Nadu,132,1,GEN,"Jeyaraman, V. R.",M,0,,ADMK,51534,#b2d33c,92949
1980,Bodinayakkanur,Tamil Nadu,133,1,GEN,"Subramanian, K. M. S.",M,0,,ADMK,50972,#b2d33c,85275
1980,Cumbum,Tamil Nadu,134,1,GEN,"Gopalan, R. T.",M,0,,ADMK,47577,#b2d33c,96696
1980,Andipatti,Tamil Nadu,135,1,GEN,"Rajendran, S. S.",M,0,,ADMK,44490,#b2d33c,74415
1980,Sedapatti,Tamil Nadu,136,1,GEN,"Muthiah, R.",M,0,,ADMK,42012,#b2d33c,70169
1980,Thirumangalam,Tamil Nadu,137,1,GEN,"Chitthan, N. S. V.",M,0,,INC,35181,#2ecc71,75766
1980,Usilampatti,Tamil Nadu,138,1,GEN,"Andi Thevar, S.",M,0,,FBL,33857,#222,71029
1980,Nilakkottai,Tamil Nadu,139,1,SC,"Ponnammal, A. S.",F,0,,IND,48892,#bdc3c7,79372
1980,Sholavandan,Tamil Nadu,140,1,GEN,"Chandrasekaran, A.",M,0,,INC,41720,#2ecc71,82975
1980,Thirupparankundram,Tamil Nadu,141,1,GEN,"Kalimuthu, K.",M,0,,ADMK,61247,#b2d33c,101180
1980,Madurai West,Tamil Nadu,142,1,GEN,"Ramachandran, M. G.",M,0,,ADMK,57019,#b2d33c,95646
1980,Madurai Central,Tamil Nadu,143,1,GEN,"Nedumaran, P.",M,0,,IND,45700,#bdc3c7,78617
1980,Madurai East,Tamil Nadu,144,1,GEN,"Sankariah, N.",M,0,,CPM,36862,#ff5757,74701
1980,Samayanallur,Tamil Nadu,145,1,SC,"Baluchamy, A.",M,0,,ADMK,50612,#b2d33c,94410
1980,Melur,Tamil Nadu,146,1,GEN,"Veeranambalam, K. V.",M,0,,INC,54003,#2ecc71,98912
1980,Natham,Tamil Nadu,147,1,GEN,"Andi Ambalam, M.",M,0,,INC,36859,#2ecc71,70261
1980,Dindigul,Tamil Nadu,148,1,GEN,"Varadarajan, N.",M,0,,IND,55195,#bdc3c7,100547
1980,Athoor,Tamil Nadu,149,1,GEN,"Vellaisamy, A.",M,0,,ADMK,55359,#b2d33c,95171
1980,Vedasandur,Tamil Nadu,150,1,GEN,"Balasubramanian, V. P.",M,0,,ADMK,58128,#b2d33c,90985
1980,Aravakurichi,Tamil Nadu,151,1,GEN,"Sennimalai Alias, Kandahsamy P. S.",M,0,,ADMK,45145,#b2d33c,87482
1980,Karur,Tamil Nadu,152,1,GEN,"Chinnasamy, M.",M,0,,ADMK,54331,#b2d33c,106981
1980,Krishnarajapuram,Tamil Nadu,153,1,SC,"Thangavelraj, P. M.",M,0,,INC,43623,#2ecc71,78847
1980,Marungapuri,Tamil Nadu,154,1,GEN,"Raj Kumar, M. A.",M,0,,ADMK,32021,#b2d33c,76282
1980,Kulithalai,Tamil Nadu,155,1,GEN,"Karuppaiah, R.",M,0,,CPI,44525,#ff5757,84072
1980,Thottiyam,Tamil Nadu,156,1,GEN,"Periasami, R.",M,0,,INC,37426,#2ecc71,87268
1980,Uppiliapuram,Tamil Nadu,157,1,ST,"Arengarajan, V.",M,0,,ADMK,43263,#b2d33c,87465
1980,Musiri,Tamil Nadu,158,1,GEN,"Rajamanickam, M. K.",M,0,,ADMK,53697,#b2d33c,102868
1980,Lalgudi,Tamil Nadu,159,1,GEN,Anbil Dharmalingam,M,0,,DMK,40899,#c0392b,99995
1980,Perambalur,Tamil Nadu,160,1,SC,"Raju, J. S.",M,0,,DMK,28680,#c0392b,69977
1980,Varahur,Tamil Nadu,161,1,SC,"Perumal, N.",M,0,,ADMK,39476,#b2d33c,74110
1980,Ariyalur,Tamil Nadu,162,1,GEN,"Arumugam, T.",M,0,,DMK,45980,#c0392b,87531
1980,Andimadam,Tamil Nadu,163,1,GEN,"Krishnamoorthy, S.",M,0,,ADMK,36120,#b2d33c,71532
1980,Jayankondam,Tamil Nadu,164,1,GEN,"Thangavelu, P.",M,0,,INC,39862,#2ecc71,87102
1980,Srirangam,Tamil Nadu,165,1,GEN,"Soundararajan, R.",M,0,,ADMK,49160,#b2d33c,91921
1980,Tiruchirapalli-I,Tamil Nadu,166,1,GEN,"Musiri Putthan, P.",M,0,,ADMK,35361,#b2d33c,71182
1980,Tiruchirapalli-Ii,Tamil Nadu,167,1,GEN,"Soundararajan, K.",M,0,,ADMK,43029,#b2d33c,77496
1980,Thiruverumbur,Tamil Nadu,168,1,GEN,"Gurusamy Alias Annadasan, N.",M,0,,ADMK,51012,#b2d33c,90703
1980,Sirkazhi,Tamil Nadu,169,1,SC,"Balasubramanian, K.",M,0,,ADMK,49334,#b2d33c,85388
1980,Poompuhar,Tamil Nadu,170,1,GEN,"Vijayabalan, N.",M,0,,ADMK,45292,#b2d33c,84879
1980,Mayuram,Tamil Nadu,171,1,GEN,"Kittappa, N.",M,0,,DMK,37671,#c0392b,77045
1980,Kuttalam,Tamil Nadu,172,1,GEN,"Rajamanickam, R.",M,0,,DMK,44254,#c0392b,82892
1980,Nannilam,Tamil Nadu,173,1,SC,"Kalaiarasan, A.",M,0,,ADMK,44829,#b2d33c,85013
1980,Thiruvarur,Tamil Nadu,174,1,SC,"Sellamuthu, M.",M,0,,CPM,45557,#ff5757,90786
1980,Nagapattinam,Tamil Nadu,175,1,GEN,"Umanath, R.",M,0,,CPM,44105,#ff5757,85843
1980,Vedaranyam,Tamil Nadu,176,1,GEN,"Manickam, M. S.",M,0,,ADMK,52311,#b2d33c,85955
1980,Thiruthuraipundi,Tamil Nadu,177,1,SC,"Uthirapathi, P.",M,0,,CPM,62051,#ff5757,101396
1980,Mannargudi,Tamil Nadu,178,1,GEN,"Ambikapathy, M.",M,0,,CPI,51818,#ff5757,91996
1980,Pattukkottai,Tamil Nadu,179,1,GEN,"Somasundaram, S. D.",M,0,,ADMK,52900,#b2d33c,96249
1980,Peravurani,Tamil Nadu,180,1,GEN,"Govendan, M. R.",M,0,,ADMK,56010,#b2d33c,95643
1980,Orathanadu,Tamil Nadu,181,1,GEN,"Veeraswamy, T.",M,0,,INC,47021,#2ecc71,93047
1980,Thiruvonam,Tamil Nadu,182,1,GEN,"Sivagnanam, N.",M,0,,INC,44748,#2ecc71,90663
1980,Thanjavur,Tamil Nadu,183,1,GEN,"Natarajan, S.",M,0,,DMK,40880,#c0392b,80781
1980,Thiruvaiyaru,Tamil Nadu,184,1,GEN,"Subramanian, M.",M,0,,ADMK,42636,#b2d33c,77322
1980,Papanasam,Tamil Nadu,185,1,GEN,"Rajaraman, S.",M,0,,INC,36101,#2ecc71,71766
1980,Valangiman,Tamil Nadu,186,1,SC,Gomathy,F,0,,ADMK,40667,#b2d33c,72479
1980,Kumbakonam,Tamil Nadu,187,1,GEN,"Pakeer Mohamed, E. S. M.",M,0,,INC,45038,#2ecc71,80453
1980,Thiruvidaimarudur,Tamil Nadu,188,1,GEN,"Ramalingam, S.",M,0,,DMK,46943,#c0392b,88054
1980,Thirumaiyam,Tamil Nadu,189,1,GEN,"Sundararaj, N.",M,0,,INC,39479,#2ecc71,86344
1980,Kolathur,Tamil Nadu,190,1,SC,"Marimuthu, T.",M,0,,ADMK,50810,#b2d33c,88754
1980,Pudukkottai,Tamil Nadu,191,1,GEN,Rajkumar Vijaya Regunatha Thondaiman,M,0,,INC,47660,#2ecc71,95877
1980,Alangudi,Tamil Nadu,192,1,GEN,"Thirumaran, P.",M,0,,ADMK,59206,#b2d33c,107011
1980,Aranthangi,Tamil Nadu,193,1,GEN,"Thirunavukkarasu, S.",M,0,,ADMK,50792,#b2d33c,102604
1980,Tirupathur,Tamil Nadu,194,1,GEN,"Valmigi, V.",M,0,,INC,34342,#2ecc71,81776
1980,Karaikudi,Tamil Nadu,195,1,GEN,"Chidambaram, C. T.",M,0,,DMK,46541,#c0392b,89886
