YEAR,AC_NAME,PARTY,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color,Total Candidates
1991,Thirubuvanai,ADMK,Pondicherry,14,1,SC,D. VISWANATHAN,M,,,7453,13384,#b2d33c,6
1991,Mannadipeth,INC,Pondicherry,15,1,GEN,N. RAJARAM,M,,,7771,14851,#2ecc71,5
1991,Ossudu,INC,Pondicherry,16,1,SC,N. MARIMUTHU,M,,,7293,11576,#2ecc71,4
1991,Villianur,INC,Pondicherry,17,1,GEN,P. ANANDABASKARAN,M,,,8190,15141,#2ecc71,12
1991,Ozhukarai,ADMK,Pondicherry,18,1,GEN,K. NATARAJAN,M,,,8566,15077,#b2d33c,12
1991,Thattanchavady,INC,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,12545,17996,#2ecc71,5
1991,Reddiarpalayam,CPI,Pondicherry,20,1,GEN,R. VISWANATHAN,M,,,13134,20522,#ff5757,5
1991,Lawspet,INC,Pondicherry,21,1,GEN,P. KANANN,M,,,13475,21906,#2ecc71,6
1991,Couchery,IND,Pondicherry,22,1,GEN,R. NALAMAHARAJAN,M,,,5051,13649,#bdc3c7,4
1991,Karaikal North,DMK,Pondicherry,23,1,GEN,A. M. H. NAZEEM,M,,,6809,11480,#c0392b,6
1991,Karaikal South,INC,Pondicherry,24,1,GEN,A. V. SUBRAMANIAN,M,,,6189,10130,#2ecc71,6
1991,Neravy-Grand Aldee,ADMK,Pondicherry,25,1,GEN,V. M. C. V. GANAPATHY,M,,,6384,12854,#b2d33c,7
1991,Tirunallar,DMK,Pondicherry,26,1,GEN,A. SOUNDARARENGAN,M,,,4401,10639,#c0392b,7
1991,Nedungadu,INC,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,5955,10779,#2ecc71,2
1991,Mahe,INC,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,5099,8143,#2ecc71,5
1991,Palloor,INC,Pondicherry,29,1,GEN,A. V. SREEDHARAN,M,,,4922,8340,#2ecc71,3
1991,Yanam,INC,Pondicherry,30,1,GEN,VELAGA RAJESWARA RAO,M,,,6331,11132,#2ecc71,6
1996,Muthialpet,ADMK,Pondicherry,1,1,GEN,S. ANANDAVELU,M,,,11009,19567,#b2d33c,10
1996,Cassicade,IND,Pondicherry,2,1,GEN,P. KANNAN,M,,,6501,10285,#bdc3c7,11
1996,Raj Bhavan,DMK,Pondicherry,3,1,GEN,S.P. SIVAKUMAR,M,,,2697,4607,#c0392b,9
1996,Bussy,INC,Pondicherry,4,1,GEN,C.M. ACHRAFF,M,,,2208,4773,#2ecc71,10
1996,Oupalam,TMC(M),Pondicherry,5,1,GEN,S. RATHINAM @ MANOHAR,M,,,6866,13519,#4747ff,17
1996,Orleampeth,DMK,Pondicherry,6,1,GEN,R. SIVA,M,,,8105,16488,#c0392b,12
1996,Nellithope,DMK,Pondicherry,7,1,GEN,R.V. JANAKIRAMAN,M,,,8803,16828,#c0392b,8
1996,Mudaliarpet,CPI,Pondicherry,8,1,GEN,M. MANJINI,M,,,11380,22902,#ff5757,11
1996,Ariankuppam,PMK,Pondicherry,9,1,GEN,S. RAMSINGH,M,,,7382,19496,#d35400,10
1996,Embalam,JD,Pondicherry,10,1,SC,R. RAJARAMAN,M,,,8311,13248,#222,11
1996,Nettapakkam,INC,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,7563,13785,#2ecc71,13
1996,Kuruvinatham,INC,Pondicherry,12,1,GEN,T. THIAGARAJAN,M,,,7209,14758,#2ecc71,6
1996,Bahour,TMC(M),Pondicherry,13,1,SC,M. KANDASAMY,M,,,7921,15246,#4747ff,4
1996,Thirubuvanai,ADMK,Pondicherry,14,1,SC,S. ARASI,F,,,5707,15391,#b2d33c,15
1996,Mannadipeth,TMC(M),Pondicherry,15,1,GEN,K. RAJASEGARAN,M,,,8113,15714,#4747ff,8
1996,Ossudu,TMC(M),Pondicherry,16,1,SC,V. NAGARATHINAM,M,,,7380,13722,#4747ff,12
1996,Villianur,TMC(M),Pondicherry,17,1,GEN,C. JAYAKUMAR,M,,,12205,18906,#4747ff,11
1996,Ozhukarai,ADMK,Pondicherry,18,1,GEN,K. NATARAJAN,M,,,7794,18965,#b2d33c,14
1996,Thattanchavady,INC,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,9989,23255,#2ecc71,8
1996,Reddiarpalayam,CPI,Pondicherry,20,1,GEN,R. VISWANATHAN,M,,,17206,26235,#ff5757,10
1996,Lawspet,DMK,Pondicherry,21,1,GEN,N. KESAVAN,M,,,16442,30227,#c0392b,13
1996,Couchery,INC,Pondicherry,22,1,GEN,R. NALAMAGARAJAN,M,,,7630,16054,#2ecc71,6
1996,Karaikal North,DMK,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,,,9474,13342,#c0392b,7
1996,Karaikal South,INC,Pondicherry,24,1,GEN,A.V. SUBRAMANIAN,M,,,6676,11615,#2ecc71,5
1996,Neravy-Grand Aldee,DMK,Pondicherry,25,1,GEN,V.M.C. SIVAKUMAR,M,,,7595,14212,#c0392b,5
1996,Tirunallar,INC,Pondicherry,26,1,GEN,R. KAMALAKANNAN,M,,,6063,12493,#2ecc71,3
1996,Nedungadu,DMK,Pondicherry,27,1,SC,A. MARIMUTHU,M,,,6899,12559,#c0392b,4
1996,Mahe,INC,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,4184,9180,#2ecc71,4
1996,Palloor,INC,Pondicherry,29,1,GEN,A.V. SREEDHARAN,M,,,4253,9367,#2ecc71,5
1996,Yanam,IND,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,,,8445,13554,#bdc3c7,8
2001,Muthialpet,ADMK,Pondicherry,1,1,GEN,KASILINGAM .A.,M,,,6857,18033,#b2d33c,7
2001,Cassicade,PMC,Pondicherry,2,1,GEN,LAKSHMINARAYANAN .K.,M,,,4875,9462,#222,4
2001,Raj Bhavan,DMK,Pondicherry,3,1,GEN,SIVAKUMAR .S.P.,M,,,2408,4167,#c0392b,5
2001,Bussy,DMK,Pondicherry,4,1,GEN,ANNIBAL KENNEDY,M,,,3087,4841,#c0392b,3
2001,Oupalam,ADMK,Pondicherry,5,1,GEN,ANBALAGAN .A.,M,,,8416,14207,#b2d33c,4
2001,Orleampeth,DMK,Pondicherry,6,1,GEN,SIVA .R.,M,,,7608,15399,#c0392b,5
2001,Nellithope,DMK,Pondicherry,7,1,GEN,R.V. JANAKIRAMAN,M,,,7780,15130,#c0392b,9
2001,Mudaliarpet,DMK,Pondicherry,8,1,GEN,DR. SUBRAMANIAN .M.A.S.,M,,,9119,22254,#c0392b,6
2001,Ariankuppam,IND,Pondicherry,9,1,GEN,JAYAMOORTHY .T.,M,,,9790,21645,#bdc3c7,8
2001,Embalam,INC,Pondicherry,10,1,SC,N. GANGADARAN,M,,,3723,14633,#2ecc71,11
2001,Nettapakkam,INC,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,5984,15161,#2ecc71,6
2001,Kuruvinatham,PMC,Pondicherry,12,1,GEN,R. RADHAKRISHNAN,M,,,8000,15815,#222,7
2001,Bahour,PMC,Pondicherry,13,1,SC,P. RAJAVELU,M,,,7696,15735,#222,6
2001,Thirubuvanai,INC,Pondicherry,14,1,SC,P. ANGALAN,M,,,4753,16617,#2ecc71,8
2001,Mannadipeth,ADMK,Pondicherry,15,1,GEN,D. RAMACHANDRAN,M,,,8939,16168,#b2d33c,4
2001,Ossudu,PMC,Pondicherry,16,1,SC,A. ELUMALAI,M,,,5364,15481,#222,12
2001,Villianur,TMC(M),Pondicherry,17,1,GEN,C. DJEACOUMAR,M,,,10335,20462,#4747ff,7
2001,Ozhukarai,TMC(M),Pondicherry,18,1,GEN,A. NAMASSIVAYAM,M,,,10164,22343,#4747ff,11
2001,Thattanchavady,INC,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,14323,24319,#2ecc71,5
2001,Reddiarpalayam,BJP,Pondicherry,20,1,GEN,A.M. KRISHNAMURTHY,M,,,11446,25522,#ff7f0e,7
2001,Lawspet,INC,Pondicherry,21,1,GEN,SHAJAHAN .M.O.H.F.,M,,,12929,33573,#2ecc71,9
2001,Couchery,INC,Pondicherry,22,1,GEN,R. NALAMAGARAJAN,M,,,7058,16225,#2ecc71,7
2001,Karaikal North,DMK,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,,,6273,13370,#c0392b,5
2001,Karaikal South,INC,Pondicherry,24,1,GEN,A.V. SUBRAMANIAN,M,,,6138,11943,#2ecc71,6
2001,Neravy-Grand Aldee,DMK,Pondicherry,25,1,GEN,V.M.C. SIVAKUMAR,M,,,6672,14209,#c0392b,4
2001,Tirunallar,INC,Pondicherry,26,1,GEN,R. KAMALAKKANNAN,M,,,5390,12832,#2ecc71,3
2001,Nedungadu,INC,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,5720,12612,#2ecc71,4
2001,Mahe,INC,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,5666,9464,#2ecc71,4
2001,Palloor,INC,Pondicherry,29,1,GEN,A.V. SREEDHARAN,M,,,4855,9861,#2ecc71,7
2001,Yanam,IND,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,,,8959,15624,#bdc3c7,9
2006,Muthialpet,DMK,Pondicherry,1,1,GEN,NANDHA T. SARAVANAN,M,36.0,GEN,11658,19916,#c0392b,9
2006,Cassicade,PMC,Pondicherry,2,1,GEN,K. LAKSHMINARAYANAN,M,45.0,GEN,4942,10076,#222,5
2006,Raj Bhavan,DMK,Pondicherry,3,1,GEN,S.P. SIVAKUMAR,M,47.0,GEN,2590,3920,#c0392b,6
2006,Bussy,PMC,Pondicherry,4,1,GEN,ANAND,M,42.0,GEN,2423,4477,#222,5
2006,Oupalam,ADMK,Pondicherry,5,1,GEN,"ANBALAGAN, A.",M,49.0,GEN,9200,15843,#b2d33c,9
2006,Orleampeth,DMK,Pondicherry,6,1,GEN,R. SIVA,M,39.0,GEN,8509,16154,#c0392b,8
2006,Nellithope,ADMK,Pondicherry,7,1,GEN,OM SAKTHI SEKAR @ S.,M,46.0,GEN,9933,19215,#b2d33c,8
2006,Mudaliarpet,DMK,Pondicherry,8,1,GEN,DR. M.A.S. SUBRAMANIAN,M,59.0,GEN,10783,28942,#c0392b,5
2006,Ariankuppam,PMK,Pondicherry,9,1,GEN,R.K.R. ANANTHARAMAN,M,33.0,GEN,13314,25867,#d35400,7
2006,Embalam,DMK,Pondicherry,10,1,SC,R. RAJARAMAN,M,46.0,SC,7208,17765,#c0392b,5
2006,Nettapakkam,INC,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,55.0,GEN,9166,17545,#2ecc71,4
2006,Kuruvinatham,INC,Pondicherry,12,1,GEN,R. RADHAKRISHNAN,M,34.0,GEN,13020,17428,#2ecc71,6
2006,Bahour,INC,Pondicherry,13,1,SC,M. KANDASAMY,M,40.0,SC,11164,18573,#2ecc71,7
2006,Thirubuvanai,INC,Pondicherry,14,1,SC,ANGALANE,M,37.0,SC,10534,21105,#2ecc71,7
2006,Mannadipeth,PMK,Pondicherry,15,1,GEN,P. ARULMURUGAN,M,30.0,GEN,8193,19308,#d35400,10
2006,Ossudu,IND,Pondicherry,16,1,SC,A. ELUMALAI,M,41.0,SC,6417,18555,#bdc3c7,10
2006,Villianur,IND,Pondicherry,17,1,GEN,J. NARAYANASAMY,M,55.0,GEN,11950,24202,#bdc3c7,9
2006,Ozhukarai,INC,Pondicherry,18,1,GEN,A. NAMASSIVAYAM,M,37.0,GEN,14072,29233,#2ecc71,12
2006,Thattanchavady,INC,Pondicherry,19,1,GEN,N. RANGASAMY,M,56.0,GEN,27024,29949,#2ecc71,6
2006,Reddiarpalayam,CPI,Pondicherry,20,1,GEN,R.VISWANATHAN,M,57.0,GEN,17314,34330,#ff5757,9
2006,Lawspet,INC,Pondicherry,21,1,GEN,M.O.H.F. SHAHJAHAN,M,42.0,GEN,17944,41668,#2ecc71,11
2006,Couchery,ADMK,Pondicherry,22,1,GEN,OMALINGAM.V,M,34.0,GEN,10116,20133,#b2d33c,9
2006,Karaikal North,DMK,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,44.0,GEN,5742,12703,#c0392b,8
2006,Karaikal South,PMC,Pondicherry,24,1,GEN,V.K.GANAPATHY,M,45.0,GEN,7970,14475,#222,7
2006,Neravy-Grand Aldee,DMK,Pondicherry,25,1,GEN,V.M.C. SIVAKKUMAR,M,56.0,GEN,4946,15748,#c0392b,6
2006,Tirunallar,MDMK,Pondicherry,26,1,GEN,P.R.SIVA,M,31.0,GEN,7237,14565,#9b59b6,5
2006,Nedungadu,IND,Pondicherry,27,1,SC,A.MARIMUTHU,M,64.0,SC,6143,14133,#bdc3c7,6
2006,Mahe,INC,Pondicherry,28,1,GEN,E. VALSARAJ,M,52.0,GEN,5647,10127,#2ecc71,4
2006,Palloor,INC,Pondicherry,29,1,GEN,A.V.SREEDHARAN,M,60.0,GEN,5987,11217,#2ecc71,4
2006,Yanam,INC,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,41.0,GEN,11763,18117,#2ecc71,11
2011,Mannadipet,AINRC,Pondicherry,1,1,GEN,T.P.R. SELVAM,M,39.0,GEN,12412,25045,#B78332,8
2011,Thirubuvanai,AINRC,Pondicherry,2,1,SC,P. ANGALANE,M,43.0,SC,13733,23269,#B78332,5
2011,Ossudu,AINRC,Pondicherry,3,1,SC,P. KARTHIKEYAN,M,35.0,SC,13327,22672,#B78332,7
2011,Mangalam,INC,Pondicherry,4,1,GEN,C. DJEACOUMAR,M,57.0,GEN,14052,26718,#2ecc71,9
2011,Villianur,INC,Pondicherry,5,1,GEN,A. NAMASSIVAYAM,M,41.0,GEN,13105,25188,#2ecc71,6
2011,Ozhukarai,AINRC,Pondicherry,6,1,GEN,N.G. PANNIR SELVAM,M,48.0,GEN,9071,24017,#B78332,9
2011,Kadirgamam,AINRC,Pondicherry,7,1,GEN,N. RANGASAMY,M,61.0,GEN,16323,23313,#B78332,4
2011,Indira Nagar,AINRC,Pondicherry,8,1,GEN,N. RANGASAMY,M,61.0,GEN,20685,24693,#B78332,2
2011,Thattanchavady,AINRC,Pondicherry,9,1,GEN,ASHOK ANAND,M,36.0,GEN,14597,21470,#B78332,7
2011,Kamaraj Nagar,INC,Pondicherry,10,1,GEN,V. VAITHILINGAM,M,60.0,GEN,12570,21303,#2ecc71,9
2011,Lawspet,AINRC,Pondicherry,11,1,GEN,M. VAITHIANATHAN,M,37.0,GEN,10189,19673,#B78332,7
2011,Kalapet,AINRC,Pondicherry,12,1,GEN,P.M.L. KALYANA SUNDARAM,M,33.0,GEN,14132,22637,#B78332,9
2011,Muthialpet,DMK,Pondicherry,13,1,GEN,NANDHA. T. SARAVANAN,M,40.0,GEN,10364,21671,#c0392b,6
2011,Raj Bhavan,INC,Pondicherry,14,1,GEN,K. LAKSHMINARAYANAN,M,51.0,GEN,11398,19133,#2ecc71,6
2011,Oupalam,ADMK,Pondicherry,15,1,GEN,A. ANBALAGAN,M,54.0,GEN,9536,22388,#b2d33c,9
2011,Orleampeth,AINRC,Pondicherry,16,1,GEN,G. NEHRU @ KUPPUSAMY,M,47.0,GEN,10986,19880,#B78332,8
2011,Nellithope,ADMK,Pondicherry,17,1,GEN,OMSAKTHI SEKAR,M,50.0,GEN,13301,22734,#b2d33c,7
2011,Mudaliarpet,ADMK,Pondicherry,18,1,GEN,A. BASKAR,M,40.0,GEN,17016,25340,#b2d33c,6
2011,Ariankuppam,AINRC,Pondicherry,19,1,GEN,V.SABAPATHY @,M,67.0,GEN,13381,27239,#B78332,6
2011,Manavely,ADMK,Pondicherry,20,1,GEN,P.PURUSHOTHAMAN,M,63.0,GEN,13979,24110,#b2d33c,4
2011,Embalam,AINRC,Pondicherry,21,1,SC,P. RAJAVELU,M,49.0,SC,12933,24893,#B78332,4
2011,Nettapakkam,ADMK,Pondicherry,22,1,SC,L. PERIYASAMY,M,52.0,SC,14686,24560,#b2d33c,7
2011,Bahour,AINRC,Pondicherry,23,1,GEN,T. THIAGARAJAN,M,59.0,GEN,12284,22994,#B78332,4
2011,Nedungadu,AINRC,Pondicherry,24,1,SC,M.CHANDHRAKASU,M,62.0,SC,12474,22658,#B78332,6
2011,Tirunallar,AINRC,Pondicherry,25,1,GEN,P.R. SIVA,M,35.0,GEN,11702,23050,#B78332,5
2011,Karaikal North,INC,Pondicherry,26,1,GEN,P.R.N. THIRUMURUGAN,M,38.0,GEN,12155,21827,#2ecc71,4
2011,Karaikal South,DMK,Pondicherry,27,1,GEN,A.M.H. NAZEEM,M,49.0,GEN,8377,21278,#c0392b,4
2011,Neravy T.R. Pattinam,IND,Pondicherry,28,1,GEN,V.M.C. SIVAKKUMAR,M,60.0,GEN,8860,22542,#bdc3c7,6
2011,Mahe,INC,Pondicherry,29,1,GEN,E.VALSARAJ,M,57.0,GEN,13297,21974,#2ecc71,3
2011,Yanam,INC,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,46.0,GEN,23985,29631,#2ecc71,10
