year,constituency,ST_NAME,AC_NO,rank,AC_TYPE,name,SEX,AGE,CATEGORY,votes,party,color,polled_votes
1974,Bussy,Pondicherry,4,1,GEN,"PAKKIAM, S.",M,,,1680,ADMK,#b2d33c,4354
1974,Oupalam,Pondicherry,5,1,GEN,"PARTHASARATHY, C. N.",M,,,3198,ADMK,#b2d33c,6828
1974,Orleampeth,Pondicherry,6,1,GEN,"MANIMARAN, N.",M,,,3833,ADMK,#b2d33c,7912
1974,Nellithope,Pondicherry,7,1,GEN,"KANNAN, R.",M,,,2495,NCO,#1F77B4,6606
1974,Modeliarpeth,Pondicherry,8,1,GEN,SABAPATHY ALIAS KOTHANDARAMAN,M,,,3889,NCO,#1F77B4,9031
1974,Arinkuppam,Pondicherry,9,1,GEN,"PURUSHOTHAMAN, P. C.",M,,,3364,INC,#2ecc71,9076
1974,Embalom,Pondicherry,10,1,SC,G. MURUGESAN,M,,,3140,INC,#2ecc71,6663
1974,Nettapakkam,Pondicherry,11,1,GEN,V. VENGATASUBBA REDDI,M,,,4072,INC,#2ecc71,7317
1974,Kuruvinatham,Pondicherry,12,1,GEN,VENGATASAMY,M,,,3445,ADMK,#b2d33c,7741
1974,Bahour,Pondicherry,13,1,SC,THANGAVEL CLAMANSO,M,,,2727,CPI,#ff5757,7034
1974,Thirubuvanai,Pondicherry,14,1,SC,A. GOPAL,M,,,2672,INC,#2ecc71,7644
1974,Mannadipath,Pondicherry,15,1,GEN,D. RAMACHANDIRA REDDIAR,M,,,3467,ADMK,#b2d33c,7537
1974,Ossudu,Pondicherry,16,1,SC,T. EZHUMALAI,M,,,3426,ADMK,#b2d33c,7163
1974,Villenour,Pondicherry,17,1,GEN,M. K. JEEVARATHINA ODAYAR,M,,,2812,NCO,#1F77B4,7601
1974,Orhukarai,Pondicherry,18,1,GEN,"VENUGOPAL ALIAS MANNATHAN, G.",M,,,2982,ADMK,#b2d33c,7560
1974,Thattanchavady,Pondicherry,19,1,GEN,"PETHAPERUMAL, V.",M,,,3468,NCO,#1F77B4,7402
1974,Reddiapalayam,Pondicherry,20,1,GEN,SUBBIAH V.,M,,,3345,CPI,#ff5757,7586
1974,Lawspet,Pondicherry,21,1,GEN,"FAROOK, M. O. H.",M,,,3461,DMK,#c0392b,8827
1974,Cotchery,Pondicherry,22,1,GEN,T. SUBBAIYA,M,,,3660,ADMK,#b2d33c,7949
1974,Karaikal,Pondicherry,23,1,GEN,K. KANDHI.,M,,,3964,ADMK,#b2d33c,9611
1974,Karaikal South,Pondicherry,24,1,GEN,S. RAMASAMY,M,,,3296,ADMK,#b2d33c,7043
1974,Neravy Grand Aldee,Pondicherry,25,1,GEN,V. M. C. VARADAPILLAI,M,,,5313,ADMK,#b2d33c,8871
1974,Tirunallar,Pondicherry,26,1,GEN,A. SOUNDARARENGAN,M,,,3742,DMK,#c0392b,7589
1974,Neduncadu,Pondicherry,27,1,SC,R. COUPOUSAMY,M,,,2934,INC,#2ecc71,7125
1974,Mahe,Pondicherry,28,1,GEN,KUNNUMMAL RAGHAVAN,M,,,1816,CPM,#ff5757,5498
1974,Paloor,Pondicherry,29,1,GEN,VANMERI NATAYI PURUSHOTHAMAN,M,,,1980,INC,#2ecc71,4781
1974,Yanam,Pondicherry,30,1,GEN,KAMICHETTY SRIPARASSOURAMA VARAPRASSADARAO,M,,,2284,IND,#bdc3c7,4331
1977,Muthialpet,Pondicherry,1,1,GEN,G. PALANI RAJA,M,,,4170,ADMK,#b2d33c,9769
1977,Cassicade,Pondicherry,2,1,GEN,ANSARI DURAISAMY,M,,,3551,JNP,#9A9E56,7553
1977,Raj Bhavan,Pondicherry,3,1,GEN,RAMAJAYAM D.,M,,,1411,JNP,#9A9E56,3996
1977,Bussy,Pondicherry,4,1,GEN,SUSAIRAJ S.,M,,,1289,ADMK,#b2d33c,4044
1977,Oupalam,Pondicherry,5,1,GEN,C. N. PATHASARATHY,M,,,2551,ADMK,#b2d33c,6953
1977,Orleampeth,Pondicherry,6,1,GEN,N. MANIMARAM MARIMUTHU,M,,,3779,ADMK,#b2d33c,8484
1977,Nellithope,Pondicherry,7,1,GEN,R. KANNAN,M,,,2757,JNP,#9A9E56,7217
1977,Modeliarpeth,Pondicherry,8,1,GEN,V. SABABADY KOTHANDRAMAN,M,,,3947,INC,#2ecc71,9470
1977,Ariankuppam,Pondicherry,9,1,GEN,P. SUBBARAYAN,M,,,3345,DMK,#c0392b,9595
1977,Embalom,Pondicherry,10,1,SC,SIVALOGANATHAN K.,M,,,2442,ADMK,#b2d33c,6682
1977,Nettapakkam,Pondicherry,11,1,GEN,SRVAPRAKASAM S.,M,,,3122,INC,#2ecc71,7481
1977,Kuruvinatham,Pondicherry,12,1,GEN,N. VENGADASAMY,M,,,3359,ADMK,#b2d33c,8424
1977,Bahour,Pondicherry,13,1,SC,P. UTHIRAVELU,M,,,3399,JNP,#9A9E56,7461
1977,Thirubuvanai,Pondicherry,14,1,SC,MANIYAM M.,M,,,3226,ADMK,#b2d33c,7263
1977,Mannadipeth,Pondicherry,15,1,GEN,RAMACHANDRAN D.,M,,,3824,ADMK,#b2d33c,8588
1977,Ossudu,Pondicherry,16,1,SC,THANGAVELU M.,M,,,2902,ADMK,#b2d33c,6916
1977,Villenour,Pondicherry,17,1,GEN,PAZHANINATHAN S.,M,,,2891,ADMK,#b2d33c,8259
1977,Ozhukarai,Pondicherry,18,1,GEN,G. PERUMAL RAJA,M,,,2477,DMK,#c0392b,7820
1977,Thattanchavady,Pondicherry,19,1,GEN,V. PETHAPERUMAL,M,,,4669,JNP,#9A9E56,8573
1977,Reddiarpalayam,Pondicherry,20,1,GEN,V. SUBBIAH,M,,,2775,CPI,#ff5757,7851
1977,Lawspet,Pondicherry,21,1,GEN,N. VARADHAN,M,,,4477,ADMK,#b2d33c,9380
1977,Cotchery,Pondicherry,22,1,GEN,T. SUBBIAH,M,,,3041,ADMK,#b2d33c,8037
1977,Karaikal,Pondicherry,23,1,GEN,K. KANDHI,M,,,3995,IND,#bdc3c7,9326
1977,Karaikal South,Pondicherry,24,1,GEN,S. RAMASSAMY,M,,,3424,ADMK,#b2d33c,7230
1977,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. VARADHAPILLAI,M,,,3314,JNP,#9A9E56,9028
1977,Tirunallar,Pondicherry,26,1,GEN,N.V. RAMALINGAM,M,,,2654,DMK,#c0392b,7793
1977,Neduncadu,Pondicherry,27,1,SC,P. SELVARAJ,M,,,2789,ADMK,#b2d33c,7124
1977,Mahe,Pondicherry,28,1,GEN,RAGHAVAN K.V.,M,,,2847,IND,#bdc3c7,5860
1977,Palloor,Pondicherry,29,1,GEN,CHANDRASEKRAN T.K.,M,,,2853,IND,#bdc3c7,5263
1977,Yanam,Pondicherry,30,1,GEN,KAMICHETTY SRI PARASSOURAMA VARAPRASSADA RAO,M,,,2047,JNP,#9A9E56,4258
1980,Muthialpet,Pondicherry,1,1,GEN,G. PALANIRAJA,M,,,7396,DMK,#c0392b,11609
1980,Cassicade,Pondicherry,2,1,GEN,V. KATHIRVELU,M,,,3948,INC,#2ecc71,7647
1980,Raj Bhavan,Pondicherry,3,1,GEN,L. JOSEPH MARIADASS,M,,,1880,DMK,#c0392b,4094
1980,Bussy,Pondicherry,4,1,GEN,C. M. ACHRAFF,M,,,2898,INC,#2ecc71,4178
1980,Oupalam,Pondicherry,5,1,GEN,SITHA VEDANAYAGAM,M,,,5419,DMK,#c0392b,7735
1980,Orleampeth,Pondicherry,6,1,GEN,NA. MANIMARAN ALIAS NA. MARIMUTHU,M,,,5721,DMK,#c0392b,9583
1980,Nellithope,Pondicherry,7,1,GEN,P. RAMALINGAM,M,,,4019,DMK,#c0392b,7470
1980,Modeliarpeth,Pondicherry,8,1,GEN,V. KOTHANDARAMAN ALIAS SABAPATHY,M,,,5258,INC,#2ecc71,10867
1980,Ariankuppam,Pondicherry,9,1,GEN,P. SUBBURAYAN,M,,,5900,DMK,#c0392b,10248
1980,Embalom,Pondicherry,10,1,SC,G. MURUGESAN,M,,,5033,INC,#2ecc71,7369
1980,Nettapakkam,Pondicherry,11,1,GEN,R. SUBBARAYA GOUNDER,M,,,4201,JNP,#9A9E56,8421
1980,Kuruvinatham,Pondicherry,12,1,GEN,M. A. SHANMUGAM,M,,,3738,DMK,#c0392b,8776
1980,Bahour,Pondicherry,13,1,SC,P. UTHIRAVELU,M,,,4154,JNP,#9A9E56,8082
1980,Thirubuvanai,Pondicherry,14,1,SC,P. CATTAVARAYANE,M,,,6001,INC,#2ecc71,8325
1980,Mannadipeth,Pondicherry,15,1,GEN,D. RAMACHANDRAN,M,,,5598,DMK,#c0392b,9164
1980,Ossudu,Pondicherry,16,1,SC,P. MURTHY,M,,,5122,DMK,#c0392b,7704
1980,Villenour,Pondicherry,17,1,GEN,M. VENUGOPAL,M,,,3810,DMK,#c0392b,8614
1980,Ozhukarai,Pondicherry,18,1,GEN,G. PERUMAL RAJA,M,,,5493,DMK,#c0392b,8325
1980,Thattanchavady,Pondicherry,19,1,GEN,V. PETHAPERUMAL,M,,,4824,JNP,#9A9E56,9875
1980,Reddiarpalayam,Pondicherry,20,1,GEN,RENUKA APPADURAI,F,,,5409,INC,#2ecc71,10305
1980,Lawspet,Pondicherry,21,1,GEN,M. O. H. FAROOK,M,,,8980,INC,#2ecc71,11413
1980,Cotchery,Pondicherry,22,1,GEN,G. PANJAVARNAM,M,,,4133,DMK,#c0392b,8278
1980,Karaikal,Pondicherry,23,1,GEN,V. M. SALIH MARICAR,M,,,4778,IND,#bdc3c7,8648
1980,Karaikal South,Pondicherry,24,1,GEN,S. SAVARIRAJAN,M,,,4867,INC,#2ecc71,7557
1980,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V. M. C. SIVAKUMAR,M,,,5315,DMK,#c0392b,9268
1980,Tirunallar,Pondicherry,26,1,GEN,N. V. RAMALINGAM,M,,,3573,DMK,#c0392b,8040
1980,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,4981,INC,#2ecc71,7636
1980,Mahe,Pondicherry,28,1,GEN,K. V. RAGHAVAN,M,,,2638,CPM,#ff5757,5476
1980,Palloor,Pondicherry,29,1,GEN,N. K. SACHINDRANATH,M,,,2567,INC,#2ecc71,5594
1980,Yanam,Pondicherry,30,1,GEN,KAMICHETTY SRI PARASSOURAMA VARAPRASSADA RAO,M,,,2433,IND,#bdc3c7,5024
1985,Muthialpet,Pondicherry,1,1,GEN,G. PALANIRAJA,M,,,7820,DMK,#c0392b,14500
1985,Cassicade,Pondicherry,2,1,GEN,P. KANNAN,M,,,5273,INC,#2ecc71,8402
1985,Raj Bhavan,Pondicherry,3,1,GEN,L. JOSEPH MARIADOSS,M,,,2419,INC,#2ecc71,4417
1985,Bussy,Pondicherry,4,1,GEN,C. M. ACHRAFF,M,,,2213,INC,#2ecc71,4162
1985,Oupalam,Pondicherry,5,1,GEN,P. K. LOGANATHAN,M,,,3898,ADMK,#b2d33c,9997
1985,Orleampeth,Pondicherry,6,1,GEN,M.A..S. SUBRAMANIAN,M,,,6635,ADMK,#b2d33c,11912
1985,Nellithope,Pondicherry,7,1,GEN,R.V.JANAKIRAMAN,M,,,5526,DMK,#c0392b,10672
1985,Modeliarpeth,Pondicherry,8,1,GEN,V. SABAPATHY KOTHANDARAMAN,M,,,6260,INC,#2ecc71,13302
1985,Ariankuppam,Pondicherry,9,1,GEN,P. PURUSHOTHAMAN,M,,,5505,ADMK,#b2d33c,12668
1985,Embalom,Pondicherry,10,1,SC,K. ANBALAGAN,M,,,4509,ADMK,#b2d33c,8836
1985,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,6946,INC,#2ecc71,9523
1985,Kuruvinatham,Pondicherry,12,1,GEN,R. RAMANSTHAN,M,,,4207,DMK,#c0392b,10344
1985,Bahour,Pondicherry,13,1,SC,P. UTHIRAVELU,M,,,4911,JNP,#9A9E56,10339
1985,Thirubuvanai,Pondicherry,14,1,SC,S. KOMALA,F,,,5745,DMK,#c0392b,10563
1985,Mannadipeth,Pondicherry,15,1,GEN,D. RAMACHANDRAN,M,,,6383,DMK,#c0392b,11301
1985,Ossudu,Pondicherry,16,1,SC,V. NAGARATHINAM,M,,,6176,INC,#2ecc71,8920
1985,Villenour,Pondicherry,17,1,GEN,R. SUBRAYA COUNDER,M,,,5696,INC,#2ecc71,10883
1985,Ozhukarai,Pondicherry,18,1,GEN,R. SOMASUNDARAM,M,,,5729,ADMK,#b2d33c,10653
1985,Thattanchavady,Pondicherry,19,1,GEN,V. PETHAPERUMAL,M,,,6228,JNP,#9A9E56,13944
1985,Reddiarpalayam,Pondicherry,20,1,GEN,V. BALAJI,M,,,7852,INC,#2ecc71,13878
1985,Lawspet,Pondicherry,21,1,GEN,M.O.H. FAROOK,M,,,8804,INC,#2ecc71,14586
1985,Cotchery,Pondicherry,22,1,GEN,N. VENGADASALAM,M,,,5774,INC,#2ecc71,10322
1985,Karaikal,Pondicherry,23,1,GEN,V. GOVINDARAJAN,M,,,4784,INC,#2ecc71,9656
1985,Karaikal South,Pondicherry,24,1,GEN,S. RAMASSAMY,M,,,3808,IND,#bdc3c7,8149
1985,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. VARADA PILLAI,M,,,5788,ADMK,#b2d33c,10826
1985,Tirunallar,Pondicherry,26,1,GEN,A. SONUDARARENGAN,M,,,4246,IND,#bdc3c7,9395
1985,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,5870,INC,#2ecc71,8683
1985,Mahe,Pondicherry,28,1,GEN,P.K. SATHYANANDAN,M,,,3695,INC,#2ecc71,6966
1985,Palloor,Pondicherry,29,1,GEN,A.V. SREEDHARAN,M,,,3766,INC,#2ecc71,6968
1985,Yanam,Pondicherry,30,1,GEN,KAMICHETTY SRI PARASSORAMA VARAPRASSADA RAO,M,,,2884,INC,#2ecc71,6957
1990,Muthialpet,Pondicherry,1,1,GEN,G. PALANIRAJA,M,,,10571,DMK,#c0392b,18965
1990,Cassicade,Pondicherry,2,1,GEN,P. KANNAN,M,,,6040,INC,#2ecc71,11500
1990,Raj Bhavan,Pondicherry,3,1,GEN,S. P. SIVAKUMAR,M,,,2528,DMK,#c0392b,5313
1990,Bussy,Pondicherry,4,1,GEN,C. M. ACHRAFF,M,,,2692,INC,#2ecc71,5573
1990,Oupalam,Pondicherry,5,1,GEN,N. NAGHAMUTHU,M,,,7378,DMK,#c0392b,13674
1990,Orleampeth,Pondicherry,6,1,GEN,N. MANIMARAN,M,,,8076,DMK,#c0392b,16003
1990,Nellithope,Pondicherry,7,1,GEN,R. V. JANKIRAMAN,M,,,6601,DMK,#c0392b,15875
1990,Modeliarpeth,Pondicherry,8,1,GEN,M. MANJINI,M,,,8905,CPI,#ff5757,19620
1990,Ariankuppam,Pondicherry,9,1,GEN,A. BAKTHKAVACHALAM,M,,,5950,JD,#222,17563
1990,Embalom,Pondicherry,10,1,SC,K. DEIVANAYAGAM,M,,,4669,JD,#222,12634
1990,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,7332,INC,#2ecc71,13250
1990,Kuruvinatham,Pondicherry,12,1,GEN,R. RAMANATHAN,M,,,6072,DMK,#c0392b,13802
1990,Bahour,Pondicherry,13,1,SC,P. RAJAVELU,M,,,8223,JD,#222,14229
1990,Thirubuvanai,Pondicherry,14,1,SC,D. VISWANATHAN,M,,,6743,ADMK,#b2d33c,14522
1990,Mannadipeth,Pondicherry,15,1,GEN,D. RAMACHANDIRAN,M,,,7802,DMK,#c0392b,15299
1990,Ossudu,Pondicherry,16,1,SC,N. MARIMUTHU,M,,,5242,INC,#2ecc71,12857
1990,Villenour,Pondicherry,17,1,GEN,P. ANANDA BASKARAN,M,,,8442,INC,#2ecc71,15546
1990,Ozhukarai,Pondicherry,18,1,GEN,M. RASAN ALIAS VAZHUMUNI,M,,,8749,DMK,#c0392b,16178
1990,Thattanchavady,Pondicherry,19,1,GEN,V. PETHAPERUMAL,M,,,9503,JD,#222,18522
1990,Reddiarpalayam,Pondicherry,20,1,GEN,R. VISWANATHAN,M,,,11153,CPI,#ff5757,21946
1990,Lawspet,Pondicherry,21,1,GEN,M. O. H. FAROOK,M,,,12637,INC,#2ecc71,23842
1990,Cotchery,Pondicherry,22,1,GEN,M. VAITHILINGAM,M,,,5189,INC,#2ecc71,14417
1990,Karaikal,Pondicherry,23,1,GEN,S. M. THAVASU,M,,,5394,INC,#2ecc71,12996
1990,Karaikal South,Pondicherry,24,1,GEN,S. RAMASSAMY,M,,,6012,ADMK,#b2d33c,10674
1990,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V. GANAPATHY,M,,,7102,ADMK,#b2d33c,13732
1990,Tirunallar,Pondicherry,26,1,GEN,R. KAMALAKKANNAN,M,,,4124,IND,#bdc3c7,11553
1990,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASSU,M,,,6174,INC,#2ecc71,11089
1990,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,5142,INC,#2ecc71,9174
1990,Palloor,Pondicherry,29,1,GEN,A. V. SREEDHARAN,M,,,5288,INC,#2ecc71,9048
1990,Yanam,Pondicherry,30,1,GEN,RAKSHA HARIKRISHNA,M,,,4632,DMK,#c0392b,10775
1991,Muthialpet,Pondicherry,1,1,GEN,M. BALASUBRAMANIAM,M,,,9175,ADMK,#b2d33c,17515
1991,Cassicade,Pondicherry,2,1,GEN,M. ELANGO,M,,,4927,JD,#222,9859
1991,Raj Bhavan,Pondicherry,3,1,GEN,A. GANDHIRAJ,M,,,2381,INC,#2ecc71,4914
1991,Bussy,Pondicherry,4,1,GEN,C. M.K ACHRAFF,M,,,3083,INC,#2ecc71,5243
1991,Oupalam,Pondicherry,5,1,GEN,U. C. ARUMUGAN,M,,,7352,ADMK,#b2d33c,12838
1991,Orleampeth,Pondicherry,6,1,GEN,K.PARASURAMAN,M,,,8697,ADMK,#b2d33c,14631
1991,Nellithope,Pondicherry,7,1,GEN,R. V. JANAKIRAMAN,M,,,7067,DMK,#c0392b,14407
1991,Modeliarpeth,Pondicherry,8,1,GEN,V. KOTHANDARAMAN ALIAS SABAPATHY,M,,,8230,IND,#bdc3c7,18109
1991,Ariankuppam,Pondicherry,9,1,GEN,P. SUBBURAYAN,M,,,5794,DMK,#c0392b,16279
1991,Embalom,Pondicherry,10,1,SC,K. PAKKIRI AMMAL,F,,,4171,INC,#2ecc71,11102
1991,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,8095,INC,#2ecc71,12240
1991,Kuruvinatham,Pondicherry,12,1,GEN,T. THIAGARAJAN,M,,,6765,INC,#2ecc71,13079
1991,Bahour,Pondicherry,13,1,SC,P. RAJAVELU,M,,,6377,IND,#bdc3c7,13114
1991,Thirubuvanai,Pondicherry,14,1,SC,D. VISWANATHAN,M,,,7453,ADMK,#b2d33c,13384
1991,Mannadipeth,Pondicherry,15,1,GEN,N. RAJARAM,M,,,7771,INC,#2ecc71,14851
1991,Ossudu,Pondicherry,16,1,SC,N. MARIMUTHU,M,,,7293,INC,#2ecc71,11576
1991,Villenour,Pondicherry,17,1,GEN,P. ANANDABASKARAN,M,,,8190,INC,#2ecc71,15141
1991,Ozhukarai,Pondicherry,18,1,GEN,K. NATARAJAN,M,,,8566,ADMK,#b2d33c,15077
1991,Thattanchavady,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,12545,INC,#2ecc71,17996
1991,Reddiarpalayam,Pondicherry,20,1,GEN,R. VISWANATHAN,M,,,13134,CPI,#ff5757,20522
1991,Lawspet,Pondicherry,21,1,GEN,P. KANANN,M,,,13475,INC,#2ecc71,21906
1991,Cotchery,Pondicherry,22,1,GEN,R. NALAMAHARAJAN,M,,,5051,IND,#bdc3c7,13649
1991,Karaikal,Pondicherry,23,1,GEN,A. M. H. NAZEEM,M,,,6809,DMK,#c0392b,11480
1991,Karaikal South,Pondicherry,24,1,GEN,A. V. SUBRAMANIAN,M,,,6189,INC,#2ecc71,10130
1991,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V. M. C. V. GANAPATHY,M,,,6384,ADMK,#b2d33c,12854
1991,Tirunallar,Pondicherry,26,1,GEN,A. SOUNDARARENGAN,M,,,4401,DMK,#c0392b,10639
