constituency_code,constitunecy_number,constituency,State_Short,state_code,Phase,Date,Nomination,Category,State
S20-16,16,JODHPUR,RJ,S20,4,29-04-2019,09-04-2019,GEN,RAJASTHAN
S20-17,17,BARMER,RJ,S20,4,29-04-2019,09-04-2019,GEN,RAJASTHAN
S20-18,18,JALORE,RJ,S20,4,29-04-2019,09-04-2019,GEN,RAJASTHAN
S20-19,19,UDAIPUR,RJ,S20,4,29-04-2019,09-04-2019,ST,RAJASTHAN
S20-20,20,BANSWARA,RJ,S20,4,29-04-2019,09-04-2019,ST,RAJASTHAN
S20-21,21,CHITTORGARH,RJ,S20,4,29-04-2019,09-04-2019,GEN,RAJASTHAN
S20-22,22,RAJSAMAND,RJ,S20,4,29-04-2019,09-04-2019,GEN,RAJASTHAN
S20-23,23,BHILWARA,RJ,S20,4,29-04-2019,09-04-2019,GEN,RAJASTHAN
S20-24,24,KOTA,RJ,S20,4,29-04-2019,09-04-2019,GEN,RAJASTHAN
S20-25,25,JHALAWAR-BARAN,RJ,S20,4,29-04-2019,09-04-2019,GEN,RAJASTHAN
S21-1,1,SIKKIM,SK,S21,1,11-04-2019,25-03-2019,GEN,SIKKIM
S22-17,17,ERODE,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-37,37,TENKASI,TN,S22,2,18-04-2019,26-03-2019,SC,TAMIL NADU
S22-38,38,TIRUNELVELI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-39,39,KANNIYAKUMARI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-20,20,COIMBATORE,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-28,28,MAYILADUTHURAI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-25,25,PERAMBALUR,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-22,22,DINDIGUL,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-7,7,ARAKKONAM,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-3,3,CHENNAI SOUTH,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-9,9,KRISHNAGIRI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-12,12,ARANI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-11,11,TIRUVANNAMALAI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-5,5,SRIPERUMBUDUR,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-8,8,VELLORE,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-6,6,KANCHEEPURAM,TN,S22,2,18-04-2019,26-03-2019,SC,TAMIL NADU
S22-14,14,KALLAKURICHI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-19,19,NILGIRIS,TN,S22,2,18-04-2019,26-03-2019,SC,TAMIL NADU
S22-27,27,CHIDAMBARAM,TN,S22,2,18-04-2019,26-03-2019,SC,TAMIL NADU
S22-2,2,CHENNAI NORTH,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-4,4,CHENNAI CENTRAL,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-36,36,THOOTHUKKUDI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-29,29,NAGAPATTINAM,TN,S22,2,18-04-2019,26-03-2019,SC,TAMIL NADU
S22-1,1,TIRUVALLUR,TN,S22,2,18-04-2019,26-03-2019,SC,TAMIL NADU
S22-13,13,VILUPPURAM,TN,S22,2,18-04-2019,26-03-2019,SC,TAMIL NADU
S22-26,26,CUDDALORE,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-31,31,SIVAGANGA,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-33,33,THENI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-35,35,RAMANATHAPURAM,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-16,16,NAMAKKAL,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-30,30,THANJAVUR,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-24,24,TIRUCHIRAPPALLI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-21,21,POLLACHI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-23,23,KARUR,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-10,10,DHARMAPURI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-32,32,MADURAI,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-34,34,VIRUDHUNAGAR,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-18,18,TIRUPPUR,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S22-15,15,SALEM,TN,S22,2,18-04-2019,26-03-2019,GEN,TAMIL NADU
S23-2,2,TRIPURA EAST,TR,S23,2,18-04-2019,26-03-2019,GEN,TRIPURA
S23-1,1,TRIPURA WEST,TR,S23,1,11-04-2019,25-03-2019,ST,TRIPURA
S24-1,1,SAHARANPUR,UP,S24,1,11-04-2019,25-03-2019,GEN,UTTAR PRADESH
S24-2,2,KAIRANA,UP,S24,1,11-04-2019,25-03-2019,GEN,UTTAR PRADESH
S24-3,3,MUZAFFARNAGAR,UP,S24,1,11-04-2019,25-03-2019,GEN,UTTAR PRADESH
S24-4,4,BIJNOR,UP,S24,1,11-04-2019,25-03-2019,GEN,UTTAR PRADESH
S24-5,5,NAGINA,UP,S24,2,18-04-2019,26-03-2019,SC,UTTAR PRADESH
S24-6,6,MORADABAD,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-7,7,RAMPUR,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-8,8,SAMBHAL,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-9,9,AMROHA,UP,S24,2,18-04-2019,26-03-2019,GEN,UTTAR PRADESH
S24-10,10,MEERUT,UP,S24,1,11-04-2019,25-03-2019,GEN,UTTAR PRADESH
S24-11,11,BAGHPAT,UP,S24,1,11-04-2019,25-03-2019,GEN,UTTAR PRADESH
S24-12,12,GHAZIABAD,UP,S24,1,11-04-2019,25-03-2019,GEN,UTTAR PRADESH
S24-13,13,GAUTAM BUDDHA NAGAR,UP,S24,1,11-04-2019,25-03-2019,GEN,UTTAR PRADESH
S24-14,14,BULANDSHAHR,UP,S24,2,18-04-2019,26-03-2019,SC,UTTAR PRADESH
S24-15,15,ALIGARH,UP,S24,2,18-04-2019,26-03-2019,GEN,UTTAR PRADESH
S24-16,16,HATHRAS,UP,S24,2,18-04-2019,26-03-2019,SC,UTTAR PRADESH
S24-17,17,MATHURA,UP,S24,2,18-04-2019,26-03-2019,GEN,UTTAR PRADESH
S24-18,18,AGRA,UP,S24,2,18-04-2019,26-03-2019,SC,UTTAR PRADESH
S24-19,19,FATEHPUR SIKRI,UP,S24,2,18-04-2019,26-03-2019,GEN,UTTAR PRADESH
S24-20,20,FIROZABAD,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-21,21,MAINPURI,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-22,22,ETAH,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-23,23,BADAUN,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-24,24,AONLA,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-25,25,BAREILLY,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-26,26,PILIBHIT,UP,S24,3,23-04-2019,04-04-2019,GEN,UTTAR PRADESH
S24-27,27,SHAHJAHANPUR,UP,S24,4,29-04-2019,09-04-2019,SC,UTTAR PRADESH
S24-28,28,KHERI,UP,S24,4,29-04-2019,09-04-2019,GEN,UTTAR PRADESH
S24-29,29,DHAURAHRA,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-30,30,SITAPUR,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-31,31,HARDOI,UP,S24,4,29-04-2019,09-04-2019,SC,UTTAR PRADESH
S24-32,32,MISRIKH,UP,S24,4,29-04-2019,09-04-2019,SC,UTTAR PRADESH
S24-33,33,UNNAO,UP,S24,4,29-04-2019,09-04-2019,GEN,UTTAR PRADESH
S24-34,34,MOHANLALGANJ,UP,S24,5,06-05-2019,18-04-2019,SC,UTTAR PRADESH
S24-35,35,LUCKNOW,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-36,36,RAE BARELI,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-37,37,AMETHI,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-38,38,SULTANPUR,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-39,39,PRATAPGARH,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-40,40,FARRUKHABAD,UP,S24,4,29-04-2019,09-04-2019,GEN,UTTAR PRADESH
S24-41,41,ETAWAH,UP,S24,4,29-04-2019,09-04-2019,SC,UTTAR PRADESH
S24-42,42,KANNAUJ,UP,S24,4,29-04-2019,09-04-2019,GEN,UTTAR PRADESH
S24-43,43,KANPUR,UP,S24,4,29-04-2019,09-04-2019,GEN,UTTAR PRADESH
S24-44,44,AKBARPUR,UP,S24,4,29-04-2019,09-04-2019,GEN,UTTAR PRADESH
S24-45,45,JALAUN,UP,S24,4,29-04-2019,09-04-2019,SC,UTTAR PRADESH
S24-46,46,JHANSI,UP,S24,4,29-04-2019,09-04-2019,GEN,UTTAR PRADESH
S24-47,47,HAMIRPUR,UP,S24,4,29-04-2019,09-04-2019,GEN,UTTAR PRADESH
S24-48,48,BANDA,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-49,49,FATEHPUR,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-50,50,KAUSHAMBI,UP,S24,5,06-05-2019,18-04-2019,SC,UTTAR PRADESH
S24-51,51,PHULPUR,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-52,52,ALLAHABAD,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-53,53,BARABANKI,UP,S24,5,06-05-2019,18-04-2019,SC,UTTAR PRADESH
S24-54,54,FAIZABAD,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-55,55,AMBEDKAR NAGAR,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-56,56,BAHRAICH,UP,S24,5,06-05-2019,18-04-2019,SC,UTTAR PRADESH
S24-57,57,KAISERGANJ,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-58,58,SHRAWASTI,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-59,59,GONDA,UP,S24,5,06-05-2019,18-04-2019,GEN,UTTAR PRADESH
S24-60,60,DOMARIYAGANJ,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-61,61,BASTI,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-62,62,SANT KABIR NAGAR,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-63,63,MAHARAJGANJ,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-64,64,GORAKHPUR,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-65,65,KUSHI NAGAR,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-66,66,DEORIA,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-67,67,BANSGAON,UP,S24,7,19-05-2019,19-05-2019,SC,UTTAR PRADESH
S24-68,68,LALGANJ,UP,S24,6,12-05-2019,23-04-2019,SC,UTTAR PRADESH
S24-69,69,AZAMGARH,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-70,70,GHOSI,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-71,71,SALEMPUR,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-72,72,BALLIA,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-73,73,JAUNPUR,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-74,74,MACHHLISHAHR,UP,S24,6,12-05-2019,23-04-2019,SC,UTTAR PRADESH
S24-75,75,GHAZIPUR,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-76,76,CHANDAULI,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-77,77,VARANASI,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-78,78,BHADOHI,UP,S24,6,12-05-2019,23-04-2019,GEN,UTTAR PRADESH
S24-79,79,MIRZAPUR,UP,S24,7,19-05-2019,19-05-2019,GEN,UTTAR PRADESH
S24-80,80,ROBERTSGANJ,UP,S24,7,19-05-2019,19-05-2019,SC,UTTAR PRADESH
S25-1,1,COOCHBEHAR,WB,S25,1,11-04-2019,25-03-2019,SC,WEST BENGAL
S25-2,2,ALIPURDUARS,WB,S25,1,11-04-2019,25-03-2019,ST,WEST BENGAL
S25-3,3,JALPAIGURI,WB,S25,2,18-04-2019,26-03-2019,SC,WEST BENGAL
S25-4,4,DARJEELING,WB,S25,2,18-04-2019,26-03-2019,GEN,WEST BENGAL
S25-5,5,RAIGANJ,WB,S25,2,18-04-2019,26-03-2019,GEN,WEST BENGAL
S25-6,6,BALURGHAT,WB,S25,3,23-04-2019,04-04-2019,GEN,WEST BENGAL
S25-7,7,MALDAHA UTTAR,WB,S25,3,23-04-2019,04-04-2019,GEN,WEST BENGAL
S25-8,8,MALDAHA DAKSHIN,WB,S25,3,23-04-2019,04-04-2019,GEN,WEST BENGAL
S25-9,9,JANGIPUR,WB,S25,3,23-04-2019,04-04-2019,GEN,WEST BENGAL
S25-10,10,BAHARAMPUR,WB,S25,4,29-04-2019,09-04-2019,GEN,WEST BENGAL
S25-11,11,MURSHIDABAD,WB,S25,3,23-04-2019,04-04-2019,GEN,WEST BENGAL
S25-12,12,KRISHNANAGAR,WB,S25,4,29-04-2019,09-04-2019,GEN,WEST BENGAL
S25-13,13,RANAGHAT,WB,S25,4,29-04-2019,09-04-2019,SC,WEST BENGAL
S25-14,14,BANGAON,WB,S25,5,06-05-2019,18-04-2019,GEN,WEST BENGAL
S25-15,15,BARRACKPUR,WB,S25,5,06-05-2019,18-04-2019,SC,WEST BENGAL
S25-16,16,DUM DUM,WB,S25,7,19-05-2019,19-05-2019,GEN,WEST BENGAL
S25-17,17,BARASAT,WB,S25,7,19-05-2019,19-05-2019,GEN,WEST BENGAL
S25-18,18,BASIRHAT,WB,S25,7,19-05-2019,19-05-2019,GEN,WEST BENGAL
S25-19,19,JAYNAGAR,WB,S25,7,19-05-2019,19-05-2019,SC,WEST BENGAL
S25-20,20,MATHURAPUR,WB,S25,7,19-05-2019,19-05-2019,SC,WEST BENGAL
S25-21,21,DIAMOND HARBOUR,WB,S25,7,19-05-2019,19-05-2019,GEN,WEST BENGAL
S25-22,22,JADAVPUR,WB,S25,7,19-05-2019,19-05-2019,GEN,WEST BENGAL
S25-23,23,KOLKATA DAKSHIN,WB,S25,7,19-05-2019,19-05-2019,GEN,WEST BENGAL
S25-24,24,KOLKATA UTTAR,WB,S25,7,19-05-2019,19-05-2019,GEN,WEST BENGAL
S25-25,25,HOWRAH,WB,S25,5,06-05-2019,18-04-2019,GEN,WEST BENGAL
S25-26,26,ULUBERIA,WB,S25,5,06-05-2019,18-04-2019,GEN,WEST BENGAL
S25-27,27,SREERAMPUR,WB,S25,5,06-05-2019,18-04-2019,GEN,WEST BENGAL
S25-28,28,HOOGHLY,WB,S25,5,06-05-2019,18-04-2019,GEN,WEST BENGAL
S25-29,29,ARAMBAG,WB,S25,5,06-05-2019,18-04-2019,SC,WEST BENGAL
S25-30,30,TAMLUK,WB,S25,6,12-05-2019,23-04-2019,GEN,WEST BENGAL
S25-31,31,KANTHI,WB,S25,6,12-05-2019,23-04-2019,GEN,WEST BENGAL
S25-32,32,GHATAL,WB,S25,6,12-05-2019,23-04-2019,GEN,WEST BENGAL
S25-33,33,JHARGRAM,WB,S25,6,12-05-2019,23-04-2019,ST,WEST BENGAL
S25-34,34,MEDINIPUR,WB,S25,6,12-05-2019,23-04-2019,GEN,WEST BENGAL
S25-35,35,PURULIA,WB,S25,6,12-05-2019,23-04-2019,GEN,WEST BENGAL
S25-36,36,BANKURA,WB,S25,6,12-05-2019,23-04-2019,GEN,WEST BENGAL
S25-37,37,BISHNUPUR,WB,S25,6,12-05-2019,23-04-2019,SC,WEST BENGAL
S25-38,38,BARDHAMAN PURBA,WB,S25,4,29-04-2019,09-04-2019,SC,WEST BENGAL
S25-39,39,BARDHAMAN-DURGAPUR,WB,S25,4,29-04-2019,09-04-2019,GEN,WEST BENGAL
S25-40,40,ASANSOL,WB,S25,4,29-04-2019,09-04-2019,GEN,WEST BENGAL
S25-41,41,BOLPUR,WB,S25,4,29-04-2019,09-04-2019,SC,WEST BENGAL
S25-42,42,BIRBHUM,WB,S25,4,29-04-2019,09-04-2019,GEN,WEST BENGAL
S26-3,3,JANJGIR-CHAMPA,CH,S26,3,23-04-2019,04-04-2019,SC,CHHATTISGARH
S26-8,8,RAIPUR,CH,S26,3,23-04-2019,04-04-2019,GEN,CHHATTISGARH
S26-1,1,SURGUJA,CH,S26,3,23-04-2019,04-04-2019,ST,CHHATTISGARH
S26-5,5,BILASPUR,CH,S26,3,23-04-2019,04-04-2019,GEN,CHHATTISGARH
S26-6,6,RAJNANDGAON,CH,S26,2,18-04-2019,26-03-2019,GEN,CHHATTISGARH
S26-7,7,DURG,CH,S26,3,23-04-2019,04-04-2019,GEN,CHHATTISGARH
S26-9,9,MAHASAMUND,CH,S26,2,18-04-2019,26-03-2019,GEN,CHHATTISGARH
S26-2,2,RAIGARH,CH,S26,3,23-04-2019,04-04-2019,ST,CHHATTISGARH
S26-11,11,KANKER,CH,S26,2,18-04-2019,26-03-2019,ST,CHHATTISGARH
S26-10,10,BASTAR,CH,S26,1,11-04-2019,25-03-2019,ST,CHHATTISGARH
S26-4,4,KORBA,CH,S26,3,23-04-2019,04-04-2019,GEN,CHHATTISGARH
S27-1,1,RAJMAHAL,JH,S27,7,19-05-2019,29-04-2019,ST,JHARKHAND
S27-2,2,DUMKA,JH,S27,7,19-05-2019,29-04-2019,ST,JHARKHAND
S27-3,3,GODDA,JH,S27,7,19-05-2019,29-04-2019,GEN,JHARKHAND
S27-4,4,CHATRA,JH,S27,4,29-04-2019,09-04-2019,GEN,JHARKHAND
S27-5,5,KODARMA,JH,S27,5,06-05-2019,18-04-2019,GEN,JHARKHAND
S27-6,6,GIRIDIH,JH,S27,6,12-05-2019,23-04-2019,GEN,JHARKHAND
S27-7,7,DHANBAD,JH,S27,6,12-05-2019,23-04-2019,GEN,JHARKHAND
S27-8,8,RANCHI,JH,S27,5,06-05-2019,18-04-2019,GEN,JHARKHAND
S27-9,9,JAMSHEDPUR,JH,S27,6,12-05-2019,23-04-2019,GEN,JHARKHAND
S27-10,10,SINGHBHUM,JH,S27,6,12-05-2019,23-04-2019,ST,JHARKHAND
S27-11,11,KHUNTI,JH,S27,5,06-05-2019,18-04-2019,ST,JHARKHAND
S27-12,12,LOHARDAGA,JH,S27,4,29-04-2019,09-04-2019,ST,JHARKHAND
S27-13,13,PALAMAU,JH,S27,4,29-04-2019,09-04-2019,SC,JHARKHAND
S27-14,14,HAZARIBAGH,JH,S27,5,06-05-2019,18-04-2019,GEN,JHARKHAND
S28-3,3,ALMORA,UK,S28,1,11-04-2019,25-03-2019,SC,UTTARAKHAND
S28-5,5,HARDWAR,UK,S28,1,11-04-2019,25-03-2019,GEN,UTTARAKHAND
S28-1,1,TEHRI GARHWAL,UK,S28,1,11-04-2019,25-03-2019,GEN,UTTARAKHAND
S28-2,2,GARHWAL,UK,S28,1,11-04-2019,25-03-2019,GEN,UTTARAKHAND
S28-4,4,NAINITAL-UDHAMSINGH NAGAR,UK,S28,1,11-04-2019,25-03-2019,GEN,UTTARAKHAND
U01-1,1,ANDAMAN AND NICOBAR ISLANDS,AN,U01,1,11-04-2019,25-03-2019,GEN,ANDAMAN AND NICOBAR ISLANDS
U02-1,1,CHANDIGARH,CG,U02,7,19-05-2019,29-04-2019,GEN,CHANDIGARH
U03-1,1,DADRA AND NAGAR HAVELI,DN,U03,3,23-04-2019,04-04-2019,ST,DADRA AND NAGAR HAVELI
U04-1,1,DAMAN AND DIU,DD,U04,3,23-04-2019,04-04-2019,GEN,DAMAN AND DIU
U05-6,6,WEST DELHI,DL,U05,6,12-05-2019,23-04-2019,GEN,NCT OF DELHI
U05-5,5,NORTH WEST DELHI,DL,U05,6,12-05-2019,23-04-2019,SC,NCT OF DELHI
U05-1,1,CHANDNI CHOWK,DL,U05,6,12-05-2019,23-04-2019,GEN,NCT OF DELHI
U05-2,2,NORTH EAST DELHI,DL,U05,6,12-05-2019,23-04-2019,GEN,NCT OF DELHI
U05-7,7,SOUTH DELHI,DL,U05,6,12-05-2019,23-04-2019,GEN,NCT OF DELHI
U05-3,3,EAST DELHI,DL,U05,6,12-05-2019,23-04-2019,GEN,NCT OF DELHI
U05-4,4,NEW DELHI,DL,U05,6,12-05-2019,23-04-2019,GEN,NCT OF DELHI
U06-1,1,LAKSHADWEEP,LD,U06,1,11-04-2019,25-03-2019,ST,LAKSHADWEEP
U07-1,1,PONDICHERRY,PY,U07,2,18-04-2019,26-03-2019,GEN,PUDUCHERRY
--01 class,0,NONE,JK,S09,,,,,JAMMU AND KASHMIR
