ISO,NAME,LON,LAT
mez,Menominee,-88.63948,44.97941
mfa,Pattani Malay,101.4103,6.38148
mfb,Lom,105.89719,-1.73288
mfc,Mba,25.14296,1.06885
mfd,Mendankwe-Nkwen,10.23068,6.00034
mfe,Morisyen,57.55174,-20.26134
mff,Naki,10.23776,6.62784
mfg,Mixifore,-14.38504,10.68222
mfh,Matal,14.04736,10.92842
mfi,Wandala,14.11681,11.09635
mfj,Mefele,13.82013,10.677
mfk,North Mofu,14.11165,10.68339
mfl,Putai,12.99521,10.83854
mfm,Marghi South,12.99521,10.83854
mfn,Cross River Mbembe,8.23592,6.16926
mfo,Mbe,8.82998,6.57067
mfp,Makassar Malay,119.40752,-5.16108
mfq,Moba,0.1327,10.75515
mfr,Marithiel,130.23685,-13.88184
mfs,Mexican Sign Language,-98.49999,19.74999
mft,Mokerang,147.42308,-2.01602
mfu,Mbwela,18.22432,-13.32675
mfv,Mandjak,-15.60103,12.37436
mfw,Mulaha,147.44999,-9.68333
mfx,Melo,36.81096,6.53916
men,Mende,-11.51285,7.76637
mfz,Mabaan,33.54035,9.81455
zng,Mang,103.14238,22.37722
mgb,Mararit,21.64082,14.08697
mgc,Morokodo,30.02285,5.5103
mgd,Moru,30.32873,5.1232
mge,Mango,16.90822,8.75884
mgf,Maklew,139.27339,-7.74424
mgg,Mpongmpong,14.86605,3.14015
mgi,Lijili,8.35562,8.52193
mgj,Abureni,6.50634,4.62301
mgk,Mawes,139.7523,-2.36944
mgl,Maleu-Kilenge,148.44535,-5.61613
mgm,Mambae,125.47531,-9.19552
mgn,Mbangi,22.06451,4.69967
mgo,Meta',9.87416,5.88942
mgp,Eastern Magar,83.91726,27.95814
mgq,Malila,33.33895,-9.16619
mgr,Mambwe-Lungu,31.10039,-9.16878
mgs,Manda,34.74238,-10.39915
mgt,Mongol,143.96513,-4.30038
mgu,Mailu,149.52086,-10.36574
mgv,Matengo,35.0056,-11.55404
mgw,Matumbi,39.04091,-8.53734
mgx,Omati,144.00492,-7.39808
mgy,Mbunga,36.5362,-8.19661
mgz,Mbugwe,35.81329,-3.75763
mha,Manda,83.67492,20.09622
mhb,Mahongwe,14.04725,0.64356
mhc,Mocho,-92.17341,15.45381
mhd,Mbugu,38.35191,-4.72863
mhe,Besisi,101.67565,2.717
mhf,Mamaa,146.57572,-6.35558
mhg,Margu,132.58697,-11.18231
mhh,Maskoy Pidgin,-61.901,-22.234
mhi,Ma'di,31.7335,3.35517
mad,Madura,112.96754,-7.98335
mhk,Mungaka,10.02943,5.89752
mhl,Mauwake,145.39391,-4.52416
mos,Mòoré,-1.11308,12.68095
mdr,Mandar,119.06802,-3.34717
mho,Mashi,22.55284,-16.53832
mhp,Balinese Malay,115.07496,-8.35714
mhq,Mandan,-102.37579,47.66312
mhs,Buru,126.63161,-3.43957
mht,Mandahuaca,-66.76249,1.73972
mhu,Digaro-Mishmi,95.88469,28.88343
mhv,Arakanese,93.74261,19.71212
mhw,Mbukushu,21.77723,-18.10857
mhx,Maru,98.34711,25.84682
mhy,Ma'anyan,115.09176,-2.1239
mhz,Mor,135.94966,-2.87055
mia,Miami,-81.06153,27.08433
mib,Atatláhuca Mixtec,-97.67753,17.07133
mic,Micmac,-63.29122,45.24186
mid,Mandaic,48.81284,31.34431
mie,Ocotepec Mixtec,-97.751,17.18234
mif,Mofu-Gudur,14.03144,10.56704
mig,San Miguel el Grande Mixtec,-97.54318,17.07765
mih,Chayuco Mixtec,-97.81145,16.31585
mii,Chigmecatitlán Mixtec,-98.10459,18.6303
mij,Abar,10.22674,6.5805
mik,Mikasuki,-80.90847,26.08142
mil,Peñoles Mixtec,-97.01013,17.06713
mim,Alacatlatzala Mixtec,-98.46738,17.49437
lkj,Remun,110.81987,1.26305
mio,Pinotepa Nacional Mixtec,-97.9966,16.3043
mip,Apasco-Apoala Mixtec,-97.06568,17.61425
miq,Mískito,-84.29305,14.60569
mir,Isthmus Mixe,-95.06806,16.94812
xtd,Diuxi-Tilantongo Mixtec,-97.38615,17.35959
mit,Southern Puebla Mixtec,-97.95722,18.21229
miu,Cacaloxtepec Mixtec,-97.76366,17.72476
miv,Mimi,20.89123,14.75283
miw,Akoye,145.66943,-7.66067
mix,Mixtepec Mixtec,-97.87907,17.33171
miy,Ayutla Mixtec,-98.9916,16.88332
miz,Coatzospan Mixtec,-96.65907,18.12087
mja,Mahei,100.0166,21.65584
mjc,San Juan Colorado Mixtec,-97.92788,16.39642
glv,Manx,-4.45437,54.26037
mje,Muskum,15.41126,11.5697
mnc,Manchu,126.55713,47.31225
mjg,Tu,102.11749,36.8177
mjh,Mwera,34.89592,-11.33042
mji,Kim Mun,108.97693,25.62135
mjj,Mawak,145.28314,-4.61817
mjk,Matukar,145.77862,-4.9078
mjl,Mandeali,77.04187,31.5425
mjm,Medebur,145.42468,-4.49918
mjn,Ma,146.3638,-5.73869
mjo,Malankuravan,77.09301,8.45063
mjp,Malapandaram,77.27197,8.59225
mjq,Malaryan,76.55856,10.44682
mjr,Malavedan,77.20382,8.85517
mal,Malayalam,75.94948,11.30368
mjt,Sauria Paharia,87.64317,24.81236
mju,Manna-Dora,83.1908,18.2775
mjv,Mannan,78.54741,19.56194
mjw,Karbi,93.04624,25.7317
mjx,Mahali,86.74451,22.1698
mjy,Mahican,-74.266,43.903
mjz,Majhi,86.15853,27.26363
mka,Mbre,-5.72944,8.20929
mkb,Mal Paharia,87.35068,24.08704
mkc,Siliput,142.39737,-3.60838
mke,Mawchi,73.99564,21.57236
mkf,Miya,9.71505,10.92343
mkg,Mak,107.72616,25.59464
mxz,Central Masela,129.86472,-8.15414
mki,Dhatki,70.07913,25.46426
mkd,Macedonian,21.74326,41.59591
mkk,Byep,13.46245,4.57276
mkl,Mokole,3.05998,11.04385
mkm,Moklen,98.31762,8.16761
mkn,Kupang Malay,123.62974,-10.25257
mko,Mingang Doso,11.29504,9.25942
mai,Maithili,86.42743,26.09041
mkq,Bay Miwok,-122.419,37.784
mkr,Malas,145.621,-4.76685
mks,Silacayoapan Mixtec,-98.11629,17.55407
mkt,Vamale,165.04003,-20.77083
mku,Konyanka Maninka,-8.48864,8.83628
mkv,Mafea,167.24091,-15.4316
mkw,Kituba,14.56481,-4.15654
mkx,Cinamiguin Manobo,124.72128,9.1793
mky,East Makian,127.42329,0.07337
mkz,Makasae,126.50732,-8.65843
mla,Malo,167.16031,-15.68351
mlb,Mbule,10.99244,4.50635
mlc,Cao Lan,105.74124,21.62421
mld,Malakhel,69.07194,33.07257
mle,Manambu,142.86216,-4.19082
mlf,Mal,101.26069,19.29768
mhj,Mogholi,62.28016,34.25039
mlh,Mape,147.6816,-6.59318
mly,Malay,102.6699,5.60794
mlj,Miltu,17.41261,10.23467
mlk,Malakote,39.79304,-0.66322
mll,Malua Bay,167.20834,-15.98133
mlm,Mulam,108.92802,24.81515
mln,Malango,160.11784,-9.61383
kmb,Mbundu,14.88926,-8.97835
mlp,Bargam,145.75577,-4.8723
mlq,Western Maninkakan,-12.65594,13.40021
mlr,Vame,14.21306,10.94813
mlt,Maltese,14.45082,35.8884
mli,Malimpung,119.75974,-3.6996
mlu,To'abaita,160.61905,-8.39233
mlv,Motlav,167.67252,-13.65347
mlw,Moloko,14.25209,10.79332
mlx,Malfaxal,167.50896,-16.54985
npn,Mondropolon,146.93094,-2.01359
mlz,Malaynon,121.91924,11.85639
mma,Mama,8.78601,8.8062
mmb,Momina,139.8208,-4.812
mmd,Maonan,108.0244,25.01686
mme,Mae,167.28753,-15.99143
mmf,Mundat,8.76875,9.15151
mmg,North Ambrym,168.13987,-16.17409
mmh,Mehináku,-53.52095,-12.53639
mmi,Musar,145.4131,-4.70258
mmj,Majhwar,83.61376,22.87916
mmk,Mukha-Dora,81.56633,17.44672
mml,Man Met,100.84153,22.07427
mmm,Maii,168.2106,-16.73876
mmn,Mamanwa,125.54843,9.44744
mmo,Mangga Buang,146.68468,-6.99891
mmp,Musan,141.4197,-4.05312
mmq,Musak,145.19695,-5.37407
mmr,Western Xiangxi Hmong,105.80888,23.03233
mms,Southern Mam,-91.72314,14.80343
mmt,Malalamai,146.64168,-5.77495
mmu,Mmaala,11.05987,4.52188
mmv,Miriti,-69.74316,0.58896
mmw,Emae,168.39906,-17.05196
mmx,Madak,151.96672,-3.34342
mmy,Migaama,18.9614,12.23667
mmz,Mabaale,20.87586,2.11942
mna,Mbula,148.04113,-5.66965
bxr,Russia Buriat,105.5637,50.85331
cmo,Central Mnong,107.66244,12.64745
mnd,Mondé,-61.25,-12.04991
mne,Naba,18.07767,12.78685
umb,Umbundu,14.41483,-12.47635
mng,Eastern Mnong,108.35351,12.39385
mnh,Mono,19.82638,4.57915
emk,Eastern Maninkakan,-9.67203,10.98828
mnj,Munji,70.94044,35.93207
mnk,Mandinka,-15.78509,12.62963
mnl,Tiale,166.84173,-15.23343
mnm,Mapena,149.49456,-9.77803
mnn,Southern Mnong,107.65424,12.06354
mkj,Mokilese,159.7759,6.65651
mnp,Min Bei Chinese,118.1571,27.24001
mnq,Minriq,102.04727,5.01108
mni,Meitei,93.96403,24.81867
mns,Mansi,61.34397,64.41179
mnt,Maykulan,140.48053,-20.43524
mnu,Mer,134.73064,-3.3828
mnv,Rennell-Belona,160.26505,-11.62375
mnw,Mon,97.89369,15.81271
mnx,Manikion,133.9497,-1.49611
mny,Manyawa,36.84587,-16.49625
mnz,Moni,136.88584,-3.72962
moa,Mwan,-5.94577,7.87533
mob,Moinba,92.1791,27.60548
moc,Mocoví,-60.41448,-28.09699
mod,Mobilian,-85.62914,31.19159
moe,Montagnais,-68.73765,49.05333
mof,Mohegan-Montauk-Narragansett,-72.17005,41.85806
mog,Mongondow,124.11368,0.64616
moh,Mohawk,-74.7127,45.0373
moi,Mboi,12.54499,9.86954
moj,Monzombo,18.45947,3.02916
mok,Morori,140.68788,-8.5692
mom,Monimbo,-85.17458,13.5343
lol,Mongo-Nkundu,20.42587,-1.54228
mnr,Mono,-119.34741,37.1935
moo,Monom,108.34752,14.59477
mop,Mopán Maya,-88.73116,16.54892
moq,Mor,132.84543,-2.85747
mor,Moro,30.21384,10.91939
xtn,Northern Tlaxiaco Mixtec,-97.8349,17.48058
mot,Barí,-73.16208,8.88071
mou,Mogum,18.60816,11.51991
mov,Mohave,-114.59926,34.88661
mow,Moi,16.45557,-1.72413
mox,Molima,150.61417,-9.57457
moy,Shekkacho,35.39224,7.27424
moz,Mukulu,18.18217,11.86437
mpa,Mpoto,34.71269,-11.13767
mpb,Mullukmulluk,130.61484,-13.29728
mpc,Mangarayi,133.80327,-14.79818
mpd,Machinere,-69.76828,-10.48043
mpe,Majang,35.02277,7.6843
mpf,Tajumulco Mam,-91.9136,15.15788
mpg,Marba,15.84438,9.50664
mph,Maung,133.18481,-11.83927
mpi,Mpade,14.53663,12.69277
mpj,Martu Wangka,121.9536,-24.31936
mpk,Mbara,15.53627,10.95854
mpl,Middle Watut,146.32061,-6.81404
mpm,Yosondúa Mixtec,-97.50179,16.90424
mpn,Mindiri,146.13772,-5.54613
mpo,Miu,149.55656,-5.88037
mpp,Migabac,147.71314,-6.33237
mpq,Matís,-70.20791,-4.3553
mpr,Vangunu,157.99717,-8.66826
mps,Dadibi,144.51071,-6.65765
mpt,Mian,141.52283,-4.70881
min,Minangkabau,100.06787,-0.01212
mpv,Munkip,146.74694,-6.46208
mpw,Mapidian,-60.373,2.476
mpx,Misima-Paneati,152.69631,-10.68215
mpy,Mapia,134.33572,0.91825
mpz,Mpi,100.20957,18.17175
mqa,Maba,128.4181,0.59011
mqb,Mbuko,14.16766,10.77883
mqc,Mangole,125.82233,-1.87941
mqd,Madang,114.0389,3.54443
mqe,Matepi,145.61732,-5.13857
mqf,Momuna,139.26022,-5.04431
mqg,Kota Bangun Kutai Malay,116.29736,-0.27049
mqh,Tlazoyaltepec Mixtec,-96.97827,17.00696
mqi,Mariri,134.87268,-6.15619
mqj,Mamasa,119.48351,-3.0811
mqk,Rajah Kabunsuwan Manobo,126.26598,8.2934
mql,Mbelime,0.95645,10.45322
mag,Magahi,85.33354,25.09149
mqn,Moronene,121.82364,-4.62361
mqo,Modole,127.7524,1.40199
mqp,Manipa,127.56521,-3.30342
mqq,Minokok,116.75851,5.43348
mqr,Mander,138.75136,-2.29479
mqs,West Makian,127.63028,0.45332
mqt,Mok,99.58207,18.91166
mqu,Mandari,31.23272,5.83656
mqv,Mosimo,145.6054,-4.95226
mqw,Murupi,145.60578,-5.0245
mqx,Mamuju,119.082,-2.50762
mqy,Manggarai,120.32889,-8.55748
mqz,Malasanga,147.05778,-5.9401
mra,Mlabri,101.03731,18.46712
mrb,Marino,168.11982,-14.9738
mrc,Maricopa,-111.74857,33.51232
mrd,Western Magar,83.51103,28.24623
mre,Marthas Vineyard Sign Language,-70.73891,43.77025
mrf,Elseng,140.41769,-3.00176
mrg,Miri,94.69,27.418
mrh,Mara Chin,92.97995,22.21834
mve,Marwari,71.56714,28.32418
mrj,Western Mari,46.40474,56.21256
mrk,Hmwaveke,164.76804,-20.92463
mrl,Mortlockese,151.61718,7.35087
mrm,Merlav,168.03873,-14.42135
mrn,Cheke Holo,159.62479,-8.27055
mro,Mru,92.44059,21.79724
mrp,Morouas,166.89055,-15.34978
mrq,North Marquesan,-140.10792,-8.89412
mrr,Maria,79.91438,19.78753
mrs,Maragus,167.3303,-16.06954
mar,Marathi,76.66649,17.93438
mru,Mono,14.22542,8.78372
mrv,Mangareva,-134.97034,-23.10953
mrw,Maranao,124.17548,7.79414
mrx,Maremgi,139.67311,-2.31915
mry,Karaga Mandaya,126.40932,7.50481
mrz,Marind,140.00939,-8.15651
mls,Masalit,22.4547,13.19482
msb,Masbatenyo,123.63579,12.21453
msc,Sankaran Maninka,-10.56905,10.09621
msd,Yucatec Maya Sign Language,-88.99999,20.49999
mse,Musey,15.44051,9.65042
msf,Mekwei,140.32614,-2.52264
msg,Moraid,131.96538,-1.04083
msh,Masikoro Malagasy,43.81556,-22.55821
msi,Sabah Malay,117.02407,4.64808
msj,Ma,26.99388,3.69351
msk,Mansaka,126.18146,6.79221
msl,Molof,140.55683,-3.41946
msm,Agusan Manobo,125.74174,8.62731
msn,Mosina,167.51587,-13.87462
mso,Mombum,138.77283,-8.27141
msp,Maritsaua,-53.96666,-11.58332
msq,Caac,164.57776,-20.41136
mak,Makasar,119.8381,-5.65551
mss,West Masela,129.83258,-8.1804
mst,Cataelano Mandaya,126.37271,7.77188
msu,Musom,146.93016,-6.53817
msv,Maslam,14.8197,12.22548
msw,Mansoanka,-15.17472,12.29283
msx,Moresada,144.98806,-4.57497
msy,Aruamu,144.84163,-4.28957
msz,Momare,147.79047,-6.3409
mta,Cotabato Manobo,124.23419,6.39417
mtb,Anyin Morofo,-4.64232,6.1627
mtc,Munit,145.54813,-5.24329
mtd,Mualang,111.07699,0.31083
mte,Mono,155.75964,-7.05102
mtf,Murik,144.16627,-3.86959
mtg,Una,140.09981,-4.69676
mth,Munggui,135.91781,-1.66773
mti,Maiwa,149.27394,-9.69836
mtj,Moskona,133.14488,-1.62201
mtk,Mbe',11.09062,6.25838
mtl,Montol,9.65014,9.01778
mtm,Mator,102.8561,53.43493
mtn,Matagalpa,-85.99999,13.03332
mto,Totontepec Mixe,-96.0179,17.21565
mtp,Wichí Lhamtés Nocten,-63.29069,-21.68317
mtq,Muong,105.1856,20.73738
mtr,Mewari,86.80726,26.41053
mts,Yora,-72.04089,-11.37039
mtt,Mota,167.68893,-13.81737
mtu,Tututepec Mixtec,-97.55969,16.15399
mtv,Asaro'o,146.50794,-5.68263
mtw,Magahat,122.76927,9.49196
mtx,Tidaá Mixtec,-97.33328,17.41416
mty,Nabi,142.32864,-3.52828
mtz,Tacanec,-92.07493,15.32543
mua,Mundang,14.54233,9.62131
mub,Mubi,19.59024,12.68932
muc,Mbu',10.25562,6.53792
mud,Mednyj Aleut,167.78194,54.66014
mue,Media Lengua,-78.53916,-1.04518
mug,Musgu,14.90282,10.81794
muh,Mündü,30.22842,4.24165
mui,Musi,103.94461,-2.93987
muj,Mabire,18.62822,11.69795
muk,Mugom,82.58276,29.56465
mzm,Mumuye,11.71545,8.90347
mum,Maiwala,150.33008,-10.32822
mnf,Mundani,9.91533,5.68073
muo,Nyong,10.24281,5.77254
mup,Malvi,75.56195,23.48797
muq,Eastern Xiangxi Hmong,109.75566,28.73185
mur,Murle,32.5272,6.61329
nty,Mantsi,105.40476,23.18287
mut,Western Muria,80.70059,20.2384
muu,Yaaku,37.10079,0.46863
muv,Muthuvan,76.73276,10.3524
muw,Mundari,85.09258,22.5517
mux,Mbo-Ung,144.08649,-5.8626
muy,Muyang,14.21246,10.86047
muz,Mursi,36.09715,5.69801
mva,Manam,145.03346,-4.07921
mvb,Mattole,-122.86327,40.43208
mvc,Central Mam,-91.91476,14.94239
mvd,Mamboru,119.54972,-9.42302
mvf,Peripheral Mongolian,111.67312,42.28129
mvg,Yucuañe Mixtec,-97.42845,17.28319
mvh,Mire,16.99325,9.69132
mvi,Miyako,125.36309,24.75642
mvj,Todos Santos Cuchumatán Mam,-91.5363,15.52355
mvk,Mekmek,143.75002,-4.47017
mvl,Mbara,136.641,-24.46
mvm,Muya,102.20549,29.82257
mvn,Minaveha,150.50133,-9.59922
mvo,Marovo,157.74689,-8.37943
mvp,Duri,119.87095,-3.37081
mvq,Moere,145.45828,-4.62246
mvr,Marau,135.79705,-1.66738
mvs,Massep,138.2942,-1.74679
mvt,Mpotovoro,167.23242,-15.8988
mvu,Marfa,20.78818,13.1568
mvv,Tagal Murut,116.20407,4.60671
mvw,Machinga,39.42681,-9.37101
mvx,Meoswar,134.37813,-2.07828
mvy,Indus Kohistani,73.0154,35.33886
mvz,Mesqan,38.33863,8.10617
mwa,Mwatebu,151.06551,-10.0271
mwb,Juwal,143.68068,-3.78596
mwc,Are,149.9994,-9.67147
mwd,Mudbura,132.32947,-16.76941
mwe,Mwera,38.87622,-9.75639
mwf,Murrinh-Patha,129.70152,-14.74852
mwg,Aiklep,149.57082,-6.23575
mwh,Mouk-Aria,149.15759,-5.71155
mwi,Labo,167.4417,-16.42914
mwj,Maligo,15.74211,-7.93095
mwk,Kita Maninkakan,-9.49151,13.1798
mwl,Miranda do Douro,-6.38371,41.5375
mwm,Sar,17.87848,8.50634
mwn,Nyamwanga,32.30324,-9.39976
mwo,Central Maewo,168.13475,-15.07844
mwp,Kala Lagaw Ya,142.19566,-10.67483
mwq,Mün Chin,94.39293,20.28901
rkm,Marka,-3.41602,12.01344
mws,Mwimbi-Muthambi,37.59391,-0.11968
mwt,Moken,98.38829,12.46438
mwu,Mittu,34.91838,4.92038
mwv,Mentawai,98.94011,-1.41092
mww,Hmong Daw,104.8952,26.99096
mwx,Mediak,37.87822,-8.52758
mwy,Mosiro,38.71851,-9.01961
mwz,Moingi,23.50345,1.20615
mxa,Northwest Oaxaca Mixtec,-98.05743,17.82871
mxb,Tezoatlán Mixtec,-97.90017,17.61552
mxc,Manyika,32.49752,-18.38818
mxd,Modang,116.5733,0.80793
mxe,Mele-Fila,168.27482,-17.68407
mxf,Malgbe,14.8031,12.49823
mxg,Mbangala,17.40859,-9.15592
mxh,Mvuba,29.66556,0.7398
mxi,Mozarabic,-1.79724,37.87627
mxj,Miju-Mishmi,96.62164,27.98237
mxk,Monumbo,144.95019,-4.2717
mxl,Maxi Gbe,2.1624,7.56896
mxm,Meramera,151.52804,-4.97468
mxn,Moi,131.5203,-0.96532
mxo,Mbowe,23.98192,-14.29407
mxp,Tlahuitoltepec Mixe,-96.11857,16.96335
mxq,Juquila Mixe,-95.84841,16.89123
mxr,Murik Kayan,114.4338,3.7519
mxs,Huitepec Mixtec,-97.12365,16.94758
mxt,Jamiltepec Mixtec,-97.84167,16.22794
mxu,Mada,14.11419,10.8806
mxv,Metlatónoc Mixtec,-98.35138,17.04796
mxw,Namo,141.82414,-9.12416
mxx,Mahou,-7.57109,8.3548
mxy,Southeastern Nochixtlán Mixtec,-97.01454,17.21219
mcu,Cameroon Mambila,11.41953,6.43829
myb,Mbay,17.63856,8.21138
myc,Mayeka,17.82247,-1.10038
myd,Maramba,143.73489,-4.23908
mye,Myene,9.50247,-1.48741
myf,Bambassi,34.65218,9.82554
myg,Manta,9.59489,6.0213
myh,Makah,-124.61639,48.32581
myi,Mina,74.59772,23.74249
myj,Mangayat,25.90236,8.38023
myk,Mamara Senoufo,-5.28245,12.48714
myl,Moma,120.00937,-1.4313
mym,Me'en,35.62555,6.63207
mnb,Muna,122.54076,-5.40419
myo,Anfillo,34.64701,8.568
myp,Pirahã,-61.81669,-6.77713
myq,Forest Maninka,-7.53151,9.49685
myr,Muniche,-76.28113,-5.80546
mys,Mesmes,37.57419,7.53825
myt,Sangab Mandaya,126.4086,7.39531
myu,Mundurukú,-57.69099,-8.41095
myv,Erzya,45.3901,52.85479
myw,Muyuw,152.73124,-9.195
myx,Masaba,34.28286,1.05906
myy,Macuna,-70.22465,-0.10752
myz,Classical Mandaic,49.5659,36.12027
mza,Santa María Zacatepec Mixtec,-97.94839,16.70025
mzb,Tumzabt,3.85035,32.50135
mzc,Madagascar Sign Language,46.87,-19.04
mzd,Malimba,9.67186,3.67696
mze,Morawa,148.67103,-10.13213
mzf,Aiku,142.46152,-3.51156
mzg,Monastic Sign Language,12.45197,41.90262
mzh,Wichí Lhamtés Güisnay,-62.17574,-23.16326
mzj,Manya,-9.62773,8.33059
mzk,Nigeria Mambila,11.31614,6.69736
mzl,Mazatlán Mixe,-95.28329,17.01564
mah,Marshallese,171.36596,7.12363
mzn,Mazanderani,52.30089,36.24096
mzo,Matipuhy,-53.39943,-12.0456
mzp,Movima,-65.63482,-13.81152
mzq,Mori Atas,121.03505,-2.2555
mzr,Marúbo,-72.40271,-6.60703
mzs,Macanese,114.11983,22.41813
mzt,Mintil,101.98601,4.59376
mzu,Inapang,144.89979,-4.67614
mzv,Manza,18.79353,6.51218
mzw,Deg,-1.93463,8.11489
mzx,Mawayana,-58.50461,1.98815
mzy,Mozambican Sign Language,34.613,-19.811
mzz,Maiadomu,150.75989,-9.47132
nab,Southern Nambikuára,-59.51871,-14.37074
nac,Narak,144.75421,-5.5591
nad,Nijadali,120.83057,-22.85576
nae,Naka'ela,128.51611,-2.85543
naf,Nabak,146.96615,-6.42709
nag,Naga Pidgin,93.44376,25.25077
ngu,Guerrero Nahuatl,-99.00233,17.85828
nhe,Eastern Huasteca Nahuatl,-97.90768,21.06392
naj,Nalu,-14.52877,10.9222
nak,Nakanai,150.88772,-5.59931
nal,Nalik,151.33183,-2.94411
nam,Nangikurrunggurr,131.23671,-14.26798
ngr,Nanggu,165.88665,-10.7441
nao,Naaba,87.34093,27.69255
npy,Napu,120.33786,-1.43707
naq,Nama,15.01542,-21.09522
nar,Iguta,8.81708,9.98505
nas,Naasioi,155.63218,-6.46022
nat,Hungworo,6.3024,10.32427
nhx,Isthmus-Mecayapan Nahuatl,-94.75472,18.2
nav,Navajo,-110.08218,36.21057
naw,Nawuri,0.04947,8.45116
nax,Nakwi,141.60058,-4.27412
nay,Narrinyeri,140.15755,-36.23007
naz,Coatepec Nahuatl,-99.71143,18.31999
nba,Nyemba,18.25152,-15.70896
nbb,Ndoe,8.69131,6.08134
nbc,Chang Naga,94.95357,26.43358
nbd,Ngbinda,23.56694,3.27251
nbe,Konyak Naga,95.05979,26.68233
nbf,Naxi,100.18172,27.45988
nbg,Nagarchal,75.85192,25.53987
nbh,Ngamo,11.21085,12.00476
nbi,Mao Naga,94.00354,25.38357
nbj,Ngarinman,130.65096,-15.46607
nbk,Nake,145.65515,-5.09087
jgb,Ngbee,27.65292,3.60447
nbm,Ngbaka Ma'bo,18.16575,3.98822
nbn,Kuri,134.09802,-2.80683
nbo,Nkukoli,8.28051,5.7562
nbp,Nnam,8.48975,6.31319
nbq,Nggem,139.01142,-3.62735
nbr,Numana-Nunku-Gbantu-Numbu,8.4657,9.16563
nbs,Namibian Sign Language,17.048,-22.6
nbt,Na,96.163,27.791
nbu,Rongmei Naga,93.78689,25.09804
nbv,Ngamambo,10.07795,5.87975
nbw,Southern Ngbandi,19.59387,2.5414
nbx,Ngura,143.21593,-29.24114
nby,Ningera,141.45416,-2.77145
nob,Bokmal Norwegian,8.886,61.112
nca,Iyo,146.09235,-5.84161
ncb,Central Nicobarese,93.39208,7.94812
ncc,Ponam,146.88714,-1.91705
ncd,Nachering,86.70007,27.4202
nce,Yale,141.5659,-3.79762
ncf,Notsi,151.66149,-3.0557
ncg,Nisga'a,-129.19163,55.19895
nch,Central Huasteca Nahuatl,-98.43561,21.09626
nci,Classical Nahuatl,-102.16666,24.09999
ncj,Northern Puebla Nahuatl,-97.98141,20.1356
nck,Nakara,134.32729,-12.07653
ncl,Michoacán Nahuatl,-103.36118,18.34119
ncm,Nambo,141.93052,-8.74501
ncn,Nauna,148.20067,-2.21213
nco,Sibe,155.41168,-6.43149
ncp,Ndaktup,10.99428,6.63304
ncr,Ncane,10.53117,6.50696
ncs,Nicaraguan Sign Language,-86.33987,12.2509
nct,Chothe Naga,94.24075,24.37218
ncu,Chumburung,-0.2755,8.15211
ncx,Central Puebla Nahuatl,-98.12635,18.75453
ncz,Natchez,-96.92637,34.64136
nda,Ndasa,13.26945,-2.98927
ndb,Kenswei Nsei,10.41196,6.01713
ndc,Ndau,33.91521,-20.28466
ndd,Nde-Nsele-Nta,8.49836,6.17426
ndg,Ndengereko,38.958,-7.54628
nde,Ndebele,28.57415,-19.8657
ndo,Ndonga,16.95918,-18.03018
ndh,Ndali,33.36659,-9.41196
ndi,Samba Leko,10.95727,7.87379
ndj,Ndamba,36.02706,-8.40485
ndk,Ndaka,27.96928,1.53341
ndl,Ndolo,19.40866,2.15101
ndm,Ndam,17.32598,9.79369
ndn,Ngundi,16.12504,1.63917
bvm,Bamunka,10.51269,6.00203
ndp,Ndo,30.82534,2.666
ndq,Ndombe,13.37097,-12.96548
ndr,Ndoola,10.49359,7.06379
njd,Ndonde Hamba,38.12529,-10.55838
ndt,Ndunga,21.57554,2.3886
ndu,Dugun,13.39664,8.38689
ndv,Ndut,-16.98112,14.92498
ndw,Ndobo,18.61512,1.32539
ndx,Nduga,138.41146,-4.34043
ndy,Lutos,19.65636,8.80125
ndz,Ndogo,27.55877,7.73028
nea,Eastern Ngad'a,121.12061,-8.82745
neb,Toura,-7.33105,7.76747
nec,Nedebang,124.19184,-8.28776
ned,Nde-Gbite,10.47,7.065
nee,Kumak,164.19283,-20.4035
nef,Nefamese,96.349,27.688
neg,Negidal,139.20575,52.96584
neh,Nyenkha,90.39465,27.37317
nej,Neko,146.30617,-5.60034
nek,Neku,165.57757,-21.6524
nbl,Ndebele,29.04805,-25.62721
nem,Nemi,164.79733,-20.67915
nen,Nengone,167.96426,-21.5305
neo,Ná-Meo,106.43476,22.41886
nep,Nepali,82.1326,29.00321
neq,North Central Mixe,-95.70318,17.17947
ner,Yahadian,132.09609,-1.94317
nes,Bhoti Kinnauri,78.5728,31.85031
net,Nete,143.0286,-5.02368
nev,Nyaheun,106.54295,15.10343
new,Newar,85.35152,27.72343
nex,Neme,141.84917,-8.44877
ney,Neyo,-6.08043,4.95048
nez,Nez Perce,-116.40787,46.30731
nfa,Dhao,122.65807,-10.80977
nfd,Ndun,8.51611,9.24767
nfg,Nyeng,8.49511,9.21977
nfk,Shakara,8.56205,9.17635
nfl,Ayiwo,166.21038,-10.23022
nfr,Nafaanra,-2.51001,8.00522
nfu,Mfumte,10.99428,6.63304
nga,Ngbaka,19.79434,3.45935
ngb,Northern Ngbandi,21.85251,3.56357
ngc,Ngombe,20.14148,1.45357
ngd,Ngando,17.64993,3.71666
nge,Ngemba,10.14691,5.97864
ngg,Ngbaka Manza,18.41189,5.30167
