ISO,NAME,LON,LAT
duf,Dumbea,166.53113,-22.09465
dug,Duruma,39.32203,-4.09629
duh,Dungra Bhil,73.187,22.306
dui,Dumun,146.08223,-5.55315
duj,Dhuwal,136.00811,-12.78254
duk,Duduela,145.64193,-5.43119
dul,Alabat Island Agta,122.0143,14.1217
gjn,Gonja,-0.72757,8.48801
dun,Dusun Deyah,115.57806,-1.95514
duo,Dupaninan Agta,122.18812,17.37477
dup,Duano',103.3602,1.56829
duq,Dusun Malang,115.39233,-0.85277
dur,Dii,13.98844,7.77412
dus,Dumi,86.75699,27.45849
efa,Efai,8.27625,4.60447
efe,Efe,29.29185,1.8798
efi,Efik,8.38121,4.89379
ega,Ega,-5.41732,5.56081
ego,Eggon,8.45686,8.71442
ehu,Ehueun,5.58213,7.48032
eip,Eipomek,140.04456,-4.33691
eit,Eitiep,142.55536,-3.51561
eiv,Askopan,155.30733,-6.22539
eja,Ejamat,-16.51307,12.288
eka,Ekajuk,8.55058,6.45731
eke,Ekit,7.89222,4.7645
ekg,Ekari,136.0176,-3.88974
eki,Eki,8.13613,5.1503
ekm,Elip,11.19304,4.45694
nld,Dutch,5.332,51.77029
duu,Drung,98.49449,28.00792
duv,Duvle,137.96449,-3.21832
duw,Dusun Witu,114.97946,-1.57408
dux,Duungooma,-5.85872,10.92344
duy,Dicamay Agta,121.60564,17.88464
duz,Duli,13.42323,9.11241
dwa,Diri,9.32363,11.17012
dww,Dawawa,149.99865,-10.16915
dya,Dyan,-3.59179,10.8342
dyb,Dyaberdyaber,122.52306,-17.18653
dyd,Dyugun,122.40831,-17.90595
dyg,Villa Viciosa Agta,120.63753,17.47098
dyi,Djimini Senoufo,-4.45627,8.36279
dyk,Land Dayak,109.98179,-0.04815
dyn,Dyangadi,152.6025,-30.84687
dyo,Jola-Fonyi,-16.20977,12.80851
dyu,Jula,-4.08665,10.77063
dyy,Dyaabugay,145.38835,-16.59598
dza,Duguza,10.21664,9.42456
dzd,Daza,10.48652,10.11845
jpr,Dzhidi,35.15602,31.76537
dzl,Dzalakha,91.37399,27.78546
dzn,Dzando,19.00221,2.24195
dzo,Dzongkha,89.75117,27.38056
ebg,Ebughu,8.01304,4.82544
ebo,Teke-Eboo,15.57351,-2.29619
ebr,Ebrié,-4.03188,5.36868
ebu,Embu,37.59334,-0.62822
ecs,Ecuadorian Sign Language,-79.16665,-1.24999
bin,Edo,5.70426,6.40701
eee,E,109.06274,24.72616
eko,Koti,39.76024,-16.48229
ekp,Ekpeye,6.53362,5.06715
ekr,Yace,8.84077,6.84259
eky,Eastern Kayah,98.921,20.907
ele,Elepi,143.93014,-3.7505
elh,El Hugeirat,28.59013,11.94803
eli,Nding,30.73055,10.27415
elk,Elkei,142.09265,-3.45544
tvl,Tuvaluan,178.69192,-7.4778
elm,Eleme,7.267,4.72964
elo,El Molo,36.76187,2.79312
elp,Elpaputih,128.263,-3.078
elu,Elu,147.10086,-1.99841
ema,Emai-Iuleha-Ora,5.84494,7.09089
emb,Embaloh,112.62997,1.3156
eme,Emerillon,-52.36986,3.23694
emg,Eastern Meohang,87.11336,27.51034
emi,Mussau-Emira,149.62397,-1.44105
eml,Emiliano-Romagnolo,10.97675,44.52629
emn,Eman,9.70562,6.22923
emo,Emok,-57.88921,-24.92015
emp,Northern Emberá,-78.09685,7.63322
ems,Pacific Gulf Yupik,-148.04281,60.42382
emu,Eastern Muria,80.88926,20.14222
emw,Emplawas,129.72112,-8.03209
ena,Apali,145.02281,-5.1727
enb,Endo,35.58662,1.15018
enc,En,106.1667,22.83859
end,Ende,121.55456,-8.70998
enf,Forest Enets,88.2121,69.98287
eng,English,-2.23831,53.27692
enh,Tundra Enets,83.7405,70.16258
eni,Enim,103.88548,-3.85835
enn,Engenni,6.37339,5.11931
eno,Enggano,102.24509,-5.38846
enq,Enga,143.68529,-5.45619
enr,Emumu,140.90347,-3.74242
enw,Enwan,8.20974,4.68739
env,Enwan,6.07393,7.15316
eot,Beti,-3.28627,5.26495
epi,Epie,6.3146,5.00894
erg,Sie,169.16608,-18.81812
erh,Eruwa,6.04818,5.18026
eri,Ogea,145.71017,-5.37766
erk,South Efate,168.37659,-17.70063
ero,Horpa,101.72,31.10258
err,Erre,132.86787,-12.28391
ers,Ersu,102.21339,29.28674
erw,Erokwanas,132.7048,-2.83746
ike,Eastern Canadian Inuktitut,-75.61387,62.17345
ikt,Western Canadian Inuktitut,-96.14797,64.34861
ese,Ese Ejja,-66.03656,-10.89674
kal,Greenlandic Inuktitut,-52.86402,69.37608
esh,Eshtehardi,50.36768,35.72672
esi,North Alaskan Inupiatun,-153.91532,70.78648
esk,Northwest Alaska Inupiatun,-161.80666,64.77955
esl,Egypt Sign Language,29.654,29.567
esm,Esuma,-3.05409,5.21504
esn,Salvadoran Sign Language,-89.59881,13.7024
eso,Estonian Sign Language,24.566,58.947
epo,Esperanto,2.81045,49.32733
esq,Esselen,-121.86656,36.54726
ess,Central Siberian Yupik,-170.27166,63.43083
est,Estonian,25.8136,58.72406
esu,Central Yupik,-161.48588,60.30616
etb,Etebi,7.97357,4.79059
eth,Ethiopian Sign Language,38.85339,8.9761
etn,Eton,168.54926,-17.73995
eto,Eton,11.39348,4.21045
etr,Edolo,142.65007,-6.11618
ets,Yekhee,6.44919,7.10204
etu,Ejagham,8.66317,5.46344
etz,Semimi,134.45355,-3.71553
eur,Europanto,4.348,50.847
eve,Even,130.91417,70.6687
evh,Uvbie,5.77303,5.44263
evn,Evenki,119.52452,48.47684
ewe,Éwé,0.63453,6.14219
ewo,Ewondo,11.63646,3.16141
ext,Extremaduran,-6.10179,39.19261
eya,Eyak,-144.76186,60.4232
eze,Uzekwe,8.31399,6.58841
faa,Fasu,143.28359,-6.62687
fab,Fa D'ambu,5.61879,-1.43033
fad,Wagi,145.72582,-5.17834
faf,Fagani,161.6618,-10.44791
fag,Finongan,146.62868,-6.33005
fah,Fali of Baissa,10.76837,7.38023
fai,Faiwol,141.65597,-5.4967
fak,Fang,10.319,6.54384
fal,South Fali,13.61642,9.51408
fam,Fam,10.50499,7.54277
fni,Fania,18.75001,10.29104
fng,Fanagalo,23.83326,-30.42065
fap,Palor,-16.95567,14.86283
far,Fataleka,160.86142,-8.59041
fqs,Fas,141.64043,-3.10868
faj,Faita,145.29785,-5.59947
fau,Fayu,136.86713,-3.14497
fax,Fala,-6.91452,40.16511
fay,Southwestern Fars,52.267,29.746
faz,Northwestern Fars,52.925,29.643
fcs,Quebec Sign Language,-74.87193,45.99654
fer,Feroge,25.7171,8.61612
fgr,Fongoro,22.56115,11.31789
fia,Nobiin,30.72549,21.15708
fie,Fyer,9.29503,9.49936
fil,Filipino,123.464,12.265
fin,Finnish,26.33121,64.22287
fip,Fipa,31.34415,-7.88963
fir,Firan,8.69095,9.65245
fit,Tornedalen Finnish,22.07959,67.67032
fiw,Fiwaga,143.64603,-6.66342
fiz,Izere,9.09741,9.93195
fij,Fijian,179.24208,-16.55711
fkv,Kven Finnish,29.54336,69.37724
fla,Kalispel-Pend D'oreille,-114.18987,47.58251
flh,Foau,139.21267,-3.04582
fli,Fali,13.40867,10.54189
fll,North Fali,13.65675,9.9249
flm,Falam Chin,93.80173,22.95499
fln,Flinders Island,144.25927,-14.18123
flr,Fuliiru,28.98646,-3.04022
fly,Tsotsitaal,27.49549,-25.8633
fmp,Fe'fe',10.14425,5.18158
fmu,Far Western Muria,80.47121,20.17542
fan,Fang,10.42397,1.58538
fon,Fon,2.17144,6.99754
fod,Foodo,1.40486,9.56489
foi,Foi,143.49539,-6.47258
fom,Foma,24.32023,0.88032
for,Fore,145.5065,-6.64473
fos,Siraya,120.31451,22.97767
fpe,Fernando Po Creole English,8.68929,3.53638
frp,Franco-Provençal,5.46856,45.92326
frc,Cajun French,-91.61325,29.68686
frd,Fordata,131.51054,-7.28902
gcr,Guianese Creole French,-52.73359,4.94804
fri,Western Frisian,5.86091,53.143
frk,Frankish,9.98388,52.89596
fur,Friulian,13.04927,46.14732
fra,French,1.71931,46.77921
frq,Forak,146.54121,-5.69079
frr,Northern Frisian,8.58489,54.64087
frs,Eastern Frisian,7.73549,52.97134
frt,Fortsenal,166.93136,-15.44841
zrs,Mairasi,134.07073,-3.4511
fse,Finnish Sign Language,25.06767,60.66099
fsl,French Sign Language,2.1383,48.77208
fss,Finnish-Swedish Sign Language,26.328,62.111
fub,Adamawa Fulfulde,12.82538,6.83331
fuc,Pulaar,-14.05428,13.65338
fud,East Futuna,-178.1315,-14.31169
fue,Borgu Fulfulde,3.03776,9.63334
fuf,Pular,-12.59126,11.48254
fuh,Western Niger Fulfulde,1.94971,13.92109
fui,Bagirmi Fulfulde,17.02445,11.16812
fuj,Ko,31.53992,10.73208
ffm,Maasina Fulfulde,-4.10264,14.91803
fum,Fum,11.10872,6.66524
fun,Fulniô,-37.14017,-9.02591
fuq,Central-Eastern Niger Fulfulde,8.43261,15.09071
fvr,Fur,24.71909,12.77313
fut,Futuna-Aniwa,170.21518,-19.53033
fuu,Furu,20.41995,4.43706
fuv,Nigerian Fulfulde,11.11882,10.99725
fuy,Fuyug,147.31162,-8.6371
fwa,Fwâi,164.9009,-20.68733
fwe,Fwe,24.43151,-17.72372
gqa,Ga'anda,12.6479,10.29554
gab,Gabri,16.62304,9.33955
gaa,Ga,-0.18598,5.65488
gad,Gaddang,121.17735,16.54683
gae,Guarequena,-66.53448,2.44659
gaf,Gende,145.17732,-5.67528
gag,Gagauz,28.72994,46.10561
gah,Alekano,145.38723,-6.03901
gai,Borei,144.71548,-4.08697
gaj,Gadsup,145.99716,-6.31631
gak,Gamkonora,127.50574,1.34308
gal,Galoli,125.95904,-8.61074
gam,Kandawo,144.96617,-5.73674
etx,Eten,8.61443,9.73073
gao,Gants,144.77058,-5.28113
gap,Gal,145.62324,-5.16351
gaq,Gata',82.98397,18.6076
gar,Galeya,150.83581,-9.54137
gas,Adiwasi Garasia,73.14262,24.07116
gat,Kenati,145.8806,-6.74765
gau,Mudhili Gadaba,83.378,18.276
gav,Gabutamon,146.62066,-5.8075
gaw,Nobonob,145.71224,-5.06952
gax,Borana-Arsi-Guji Oromo,39.57604,5.72825
gvp,Pará Gavião,-49.02173,-4.91161
gaz,West Central Oromo,36.73647,8.81391
bza,Bandi,-10.1684,7.73729
gbb,Kaytetye,133.60153,-21.58444
gbc,Garawa,137.72014,-17.4504
gbd,Karadjeri,122.33401,-18.6771
gbe,Niksek,142.45009,-4.82581
gbf,Gaikundi,143.13858,-4.01718
gbg,Gbanziri,20.21089,4.85841
gbh,Defi Gbe,2.68609,6.40718
gbi,Galela,128.44015,2.31461
gbj,Bodo Gadaba,82.77099,18.38575
gbk,Gaddi,76.57127,32.35998
gbl,Gamit,73.68388,21.06965
gbm,Garhwali,78.72009,30.50606
gbn,Mo'da,29.73546,6.1463
gbp,Gbaya-Bossangoa,17.64498,6.61896
gbq,Gbaya-Bozoum,16.46427,5.9879
gbr,Gbagyi,6.90495,9.29842
gbs,Gbesi Gbe,2.0269,6.55911
gbu,Gagadu,132.64324,-12.51761
gbv,Gbanu,17.38868,5.28183
gbx,Eastern Xwla Gbe,2.54987,6.37803
gby,Gbari,7.10757,8.46411
gbz,Zoroastrian Dari,54.44689,31.8161
gcc,Mali,152.21433,-4.71826
gcd,Ganggalida,139.42637,-17.54458
gce,Galice,-120.7501,45.39142
gcf,Guadeloupean Creole French,-61.67671,16.14081
gcl,Grenadian Creole English,-61.69894,12.0067
gcn,Gaina,148.59048,-9.14409
gct,Colonia Tovar German,-67.25787,10.48533
gda,Gade Lohar,78.21868,25.8583
gdb,Pottangi Ollar Gadaba,82.75859,18.5968
gdc,Gugu Badhun,144.46003,-18.49205
gdd,Gedaged,145.78079,-5.18175
gde,Gude,13.40591,10.35013
gdf,Guduf-Gava,13.78934,11.10568
gdg,Ga'dang,121.4552,17.22378
gdh,Gadjerawang,129.15553,-15.47863
gdi,Gundi,15.73342,3.45973
gdj,Gurdjar,141.14513,-17.16528
gdk,Gadang,16.997,10.42499
gdl,Dirasha,37.40259,5.60452
gdm,Laal,17.61425,10.00633
gdn,Umanakaina,149.65773,-9.89671
gdo,Ghodoberi,46.22524,42.74276
gdq,Mehri,51.58382,16.8235
gdr,Wipi,143.06403,-8.79741
gdu,Gudu,12.53591,10.12059
gdx,Godwari,72.846,24.885
gea,Geruma,9.78484,10.4775
geb,Kire,144.71096,-4.25927
gec,Gboloo Grebo,-7.66699,4.75405
ged,Gade,7.49869,8.71139
gez,Geez,42.19945,5.14596
geg,Gengle,11.95269,8.8956
geh,Hutterite German,-128.84329,55.96244
gei,Gebe,129.42435,-0.07877
gej,Gen,1.63969,6.26618
gek,Yiwom,9.78757,8.97395
gel,Kag-Fer-Jiir-Koor-Ror-Us-Zuksun,4.8387,11.53187
gen,Geman Deng,97.04437,28.47324
kat,Georgian,44.13649,41.64311
geq,Geme,20.66112,8.48359
gse,Ghanaian Sign Language,-0.30274,5.55225
gsg,German Sign Language,7.30478,50.81543
gsl,Gusilay,-16.50265,12.77612
gsm,Guatemalan Sign Language,-90.56666,14.50344
gsn,Gusan,146.67886,-6.28998
gsp,Wasembo,145.96858,-6.01318
gss,Greek Sign Language,23.37624,38.05355
gsw,Schwyzerdütsch,8.46419,47.05157
gta,Guató,-57.28974,-17.86961
gti,Gbati-ri,28.79113,2.98585
gua,Shiki,9.72769,10.52378
gub,Guajajára,-45.70815,-4.69461
guc,Wayuu,-72.24028,11.52576
gud,Yocoboué Dida,-5.12242,5.40126
gue,Gurinji,130.37933,-17.03293
guf,Gupapuyngu,135.33703,-12.2868
gug,Paraguayan Guarani,-57.08816,-25.60551
guh,Guahibo,-69.72268,5.24162
gui,Eastern Bolivian Guaraní,-62.98948,-20.11726
gvj,Guajá,-46.36829,-3.93574
guk,Gumuz,35.74467,11.08268
gul,Sea Island Creole English,-79.6036,33.66324
gum,Guambiano,-76.58197,2.55849
gun,Mbyá Guaraní,-46.96306,-23.90381
guo,Guayabero,-71.84405,2.8969
gup,Gunwinggu,133.35778,-12.33983
guq,Aché,-56.46968,-25.58653
gur,Farefare,-0.8471,10.78287
gus,Guinean Sign Language,-13.674,9.553
gut,Maléku Jaíka,-84.73181,10.74849
guu,Yanomamö,-65.01963,2.27146
guv,Gey,13.58095,9.37513
deu,Standard German,10.45276,47.45546
ges,Geser-Gorom,130.70133,-3.8016
gew,Gera,10.11999,10.4331
gex,Garre,44.68618,2.29633
gey,Enya,26.74965,-4.67337
gji,Geji,9.64965,10.34776
gfk,Patpatar,152.49294,-3.74711
gft,Gafat,39.56049,11.57637
gga,Gao,159.78866,-8.35163
ggb,Gbii,-8.9346,5.87021
ggd,Gugadj,141.16842,-17.83724
gge,Guragone,134.09501,-12.66855
ggg,Gurgula,68.565,25.737
ggh,Garreh-Ajuran,40.48176,3.15088
ggk,Kungarakany,130.881,-12.7
ggl,Ganglau,146.1305,-5.57945
ggn,Eastern Gurung,84.58145,28.4368
ggo,Southern Gondi,80.27811,20.10446
ggr,Aghu Tharnggalu,142.42646,-13.73495
ggu,Gagu,-5.51851,6.40859
gha,Ghadamès,10.01654,30.11683
ghc,Hiberno-Scottish Gaelic,-5.222,55.932
ghe,Southern Ghale,84.85113,28.10603
ghh,Northern Ghale,84.92899,28.23323
ghk,Geko Karen,96.5308,19.67411
ghl,Ghulfan,29.81219,11.64319
ghn,Ghanongga,156.55189,-8.02035
gho,Ghomara,-4.6696,34.79792
ghr,Ghera,68.368,25.383
ghs,Guhu-Samane,147.22844,-7.99922
ght,Kutang Ghale,84.92999,28.38076
gia,Kitja,127.39201,-17.57584
gib,Gibanawa,8.615,12.584
gic,Gail,26.895,-28.77
gid,Gidar,13.98246,9.92948
gig,Goaria,68.363,27.253
ggt,Gitua,147.48522,-6.0151
gim,Gimi,145.21416,-6.42097
gin,Hinukh,45.80638,42.45022
gip,Gimi,149.47823,-6.02464
gis,North Giziga,14.21903,10.6755
git,Gitxsan,-128.08043,55.09005
gix,Gilima,19.00912,4.5585
giy,Giyug,130.09204,-13.20007
giz,South Giziga,14.1931,10.28092
gjk,Kachi Koli,68.72128,25.34329
guj,Gujarati,71.40448,22.53507
gju,Gujari,74.44145,33.5142
gka,Guya,146.4531,-5.70374
gke,Ndai,14.28884,8.09039
gkn,Gokana,7.34457,4.61889
grc,Ancient Greek,21.91293,39.8155
gkp,Guinea Kpelle,-8.98843,7.93196
dhg,Dhangu,135.75214,-11.94927
gil,Kiribati,-157.37626,1.8812
glc,Bon Gula,19.57745,10.65773
gld,Nanai,136.79144,49.00478
gly,Gule,33.69291,11.83364
gli,Guliguli,157.56369,-8.10266
glh,Northwest Pashayi,69.99362,35.16781
gle,Irish Gaelic,-7.68971,52.00883
glj,Gula Iro,19.5359,10.26705
glk,Gilaki,49.83588,37.13437
glg,Galician,-8.00703,42.77012
glo,Galambu,10.25422,10.12581
glr,Glaro-Twabo,-7.5239,5.46797
gla,Scottish Gaelic,-5.24366,56.75735
glu,Gula,19.21821,10.30493
glw,Glavda,13.86562,11.19519
giw,White Gelao,105.07021,23.01962
giq,Green Gelao,104.69783,22.5632
gio,Gelao,106.2352,26.15447
gir,Red Gelao,104.99252,23.18677
gma,Gambera,126.27131,-14.29546
gmb,Gula'alaa,161.02303,-8.74742
gmd,Mághdì,11.02325,9.2888
gmo,Gamo-Gofa-Dawro,37.13808,6.57645
gmu,Gumalu,145.61809,-5.22189
gmx,Magoma,33.98255,-9.23498
gna,Kaansa,-3.70994,10.16752
gnb,Gangte,93.89714,24.61832
gnc,Guanche,-3.7038,40.43854
gnd,Zulgo-Gemzek,14.05779,10.82696
gng,Ngangam,0.59724,10.06018
gnh,Lere,8.93337,10.47891
gni,Gooniyandi,126.351,-18.40733
gnk,//Gana,22.20026,-21.85547
gnl,Gangulu,149.41605,-22.76366
gnm,Ginuman,149.69988,-10.02977
gnn,Gumatj,136.83042,-12.25254
gnq,Gana,116.14474,5.57583
gnr,Gureng Gureng,151.17468,-25.3893
gnt,Guntai,141.25339,-8.80806
gnu,Gnau,142.1959,-3.59093
gnw,Western Bolivian Guaraní,-64.16621,-20.28192
gnz,Ganzi,19.347,6.544
goa,Guro,-6.31154,7.34954
gob,Playero,-71.00362,6.90948
goc,Gorakor,146.5794,-6.85564
god,Godié,-5.82696,5.3944
goe,Gongduk,91.16861,27.06603
got,Gothic,29.97861,46.9304
gog,Gogo,35.48066,-6.35951
ggw,Gogodala,142.8741,-8.08527
goi,Gobasi,142.20124,-6.48678
goj,Gowlan,77.2647,21.50959
gok,Gowli,77.37332,21.77263
gol,Gola,-10.62816,6.6138
gom,Goanese Konkani,74.20979,15.27325
gno,Northern Gondi,81.38421,18.16323
goo,Gone Dau,178.59889,-16.58861
gop,Yeretuar,134.65553,-3.01713
goq,Gorap,128.26063,2.13058
byh,Bujhyal,84.50684,28.00836
gos,Gronings,6.698,53.28422
cme,Cerma,-4.85222,10.22769
gou,Gavar,13.81878,10.56029
gow,Gorowa,35.79962,-4.23575
gox,Gobu,19.24763,4.90261
goy,Goundo,16.25498,9.46683
goz,Gozarkhani,50.69871,36.41331
gpa,Gupa-Abawa,6.69128,8.21291
gpn,Taiap,144.50616,-4.05047
gqi,Guiqiong,102.12754,30.48028
gqr,Gor,17.0713,8.0841
gra,Rajput Garasia,73.24716,24.54507
gbo,Northern Grebo,-8.1409,5.17103
gvm,Gurmana,6.79456,10.14865
grd,Guruntum-Mbaaru,10.16204,9.87332
xst,Silt'e,38.14491,7.77004
grg,Madi,146.4068,-5.63017
grh,Gbiri-Niragu,8.43157,10.39233
gri,Ghari,159.91736,-9.4791
grj,Southern Grebo,-7.73164,4.50239
ell,Greek,23.32509,37.46921
gor,Gorontalo,122.28765,0.62689
grm,Kota Marudu Talantang,116.85329,6.48554
pdt,Plautdietsch,-107.88438,54.2871
gro,Groma,88.91044,27.5577
grq,Gorovu,144.59021,-4.52947
grr,Taznatit,0.01992,29.11067
grs,Gresi,140.2794,-2.72229
grt,Garo,90.5011,25.62377
gru,Kistane,38.47633,8.33561
grv,Central Grebo,-7.88667,4.88038
grw,Gweda,150.42133,-10.21731
grx,Guriaso,141.59654,-3.5718
gry,Barclayville Grebo,-8.09378,4.67843
grz,Guramalum,152.93332,-4.26666
gsc,Gascon,-0.0777,43.76965
guw,Gun,2.62055,6.51257
gux,Gourmanchéma,1.00775,12.07232
guz,Gusii,34.76751,-0.78872
gva,Guana,-58.06545,-21.98031
gvc,Guanano,-69.49946,1.09898
gve,Duwet,146.84068,-6.45752
gvf,Golin,144.8505,-6.2249
gvl,Gulay,17.31512,9.06629
gvn,Kuku-Yalanji,145.18837,-16.00359
gvo,Gavião do Jiparaná,-61.67521,-10.7235
gvr,Western Gurung,84.31816,28.22054
gvs,Gumawana,150.7623,-9.28497
gvy,Guyani,137.661,-34.739
gwa,Mbato,-3.70421,5.34421
gwb,Gwa,9.11434,10.30688
gwc,Kalami,72.57384,35.53033
gwd,Gawwada,37.2737,5.37869
gwe,Gweno,37.68273,-3.68407
gwf,Gowro,73.12333,35.12434
gwg,Moo,11.20399,9.44081
gwj,/Gwi,21.94314,-22.27083
gwn,Gwandara,7.49931,9.20464
gwr,Gwere,33.82265,1.11392
gwt,Gawar-Bati,71.49753,35.0979
gwu,Guwamu,148.86722,-27.82887
gww,Kwini,126.56181,-14.25155
gwx,Gua,0.16932,6.52106
gxx,Wè Southern,-7.63427,6.50013
gya,Northwest Gbaya,15.23844,6.1024
gyb,Garus,145.68321,-4.9222
gyd,Kayardild,139.48903,-17.06954
gye,Gyem,9.23923,10.41095
gyf,Gungabula,148.60445,-25.68965
gyg,Gbayi,21.97066,5.57378
gyi,Gyele,10.34709,2.82272
gym,Ngäbere,-81.88204,8.68387
gyn,Guyanese Creole English,-58.01247,6.59108
gay,Gayo,97.34556,4.3733
gyr,Guarayu,-61.69335,-15.82467
gyy,Gunya,145.86184,-27.06423
gza,Ganza,35.13733,10.29907
gzi,Gazi,49.45528,34.03574
gzn,Gane,127.97604,-0.42618
haa,Han,-141.29456,64.87146
hab,Hanoi Sign Language,105.8339,21.02446
hac,Gurani,44.4956,36.83768
had,Hatam,134.03715,-1.13531
hae,Eastern Oromo,41.43953,8.67428
haf,Haiphong Sign Language,106.68927,20.8537
hag,Hanga,-1.57833,9.33929
hah,Hahon,154.80129,-5.59031
hdn,Northern Haida,-132.08441,53.97409
haj,Hajong,89.88731,25.52006
hak,Hakka Chinese,114.99321,24.58243
hal,Halang,107.57379,14.60822
ham,Hewa,142.55148,-5.03635
han,Hangaza,30.70739,-2.52347
hao,Hakö,154.59388,-5.06832
hap,Hupla,139.16433,-4.36349
haq,Ha,30.48943,-3.77873
har,Harari,42.13324,9.30485
has,Haisla,-128.60159,53.96401
hat,Haitian Creole French,-73.04597,18.32514
hsf,Southeastern Huastec,-98.08473,21.46145
hav,Havu,28.86235,-1.99975
hwc,Hawai'i Creole English,-155.43698,19.62875
hax,Southern Haida,-132.00834,53.26164
hay,Haya,31.4846,-1.70878
haz,Hazaragi,66.94109,34.35039
hba,Hamba,24.22995,-2.49047
hbo,Ancient Hebrew,35.17248,31.77607
heb,Hebrew,35.01788,31.10565
hbu,Habu,125.96468,-8.76565
hca,Andaman Creole Hindi,92.738,11.676
hch,Huichol,-104.06228,21.95399
hds,Honduras Sign Language,-87.224,14.622
hdy,Hadiyya,37.75771,7.57377
hea,Northern Qiandong Hmong,108.16223,26.63375
hbn,Heiban,30.52819,11.29079
hed,Herdé,14.92668,9.14343
heg,Helong,123.37692,-10.26465
heh,Hehe,35.72547,-7.71572
hei,Heiltsuk,-127.22139,51.70454
hem,Hemba,27.59128,-7.77459
her,Herero,19.19169,-20.69872
hgm,Hai//om,17.02985,-19.76371
hgw,Haigwai,150.25556,-10.27409
hhr,Kerak,-16.68566,12.36518
hia,Lamang,13.7362,11.02429
hib,Hibito,-77.69999,-6.58333
hid,Hidatsa,-102.52777,47.75341
hif,Fijian Hindustani,177.77228,-17.81477
hig,Kamwe,13.51362,10.64603
hih,Pamosu,145.28827,-4.69874
hii,Hinduri,77.144,31.016
hij,Hijuk,10.90806,4.39641
hik,Seit-Kaitetu,128.06828,-3.6111
hil,Hiligaynon,122.97428,10.40179
hnd,Southern Hindko,72.17018,33.21215
hio,Tsoa,25.84771,-22.81806
hir,Himarimã,-64.70047,-6.25217
htu,Hitu,128.18639,-3.57478
hiw,Hiw,166.55592,-13.13907
hix,Hixkaryána,-58.80153,-0.16265
hka,Kahe,37.57586,-3.51412
hke,Hunde,28.93083,-1.46762
hla,Halia,154.66185,-5.26603
hlb,Halbi,81.37417,20.30812
hld,Halang Doan,108.20014,15.03123
hlt,Nga La,94.958,24.429
hma,Southern Mashan Hmong,106.30772,25.33586
hmb,Songhay,0.22932,14.34761
hmc,Central Huishui Hmong,106.71949,26.041
hmd,Northeastern Dian Hmong,104.06038,27.86819
hme,Eastern Huishui Hmong,106.83166,25.9942
hmf,Hmong Don,104.58933,21.52109
hmg,Southwestern Guiyang Hmong,106.00333,26.18029
hmh,Southwestern Huishui Hmong,106.56133,26.04357
hmj,Chonganjiang Hmong,107.82312,26.85419
hml,Luopohe Hmong,107.158,26.81833
hmm,Central Mashan Hmong,106.39604,25.60046
hmi,Northern Huishui Hmong,107.10232,26.32588
hmp,Northern Mashan Hmong,106.53044,25.77231
hmq,Eastern Qiandong Hmong,109.04627,26.49663
hmr,Hmar,93.54971,24.75338
hms,Southern Qiandong Hmong,108.53274,25.6618
hmt,Hamtai,146.22672,-7.54975
hmu,Hamap,124.52187,-8.26749
hmv,Hmong Dô,104.18156,22.79616
hmw,Western Mashan Hmong,106.12205,25.65179
hmy,Southern Guiyang Hmong,106.48084,26.39021
hmz,Hmong Shua,105.08171,23.22649
hna,Mina,13.84054,10.38053
hin,Hindi,79.78701,23.13376
hne,Chhattisgarhi,82.04833,20.36015
hun,Hungarian,19.50894,46.12207
hnh,//Ani,22.90878,-19.09658
hni,Hani,102.78667,22.98235
hnn,Hanunoo,121.2212,12.41589
hno,Northern Hindko,73.3844,34.32024
hns,Caribbean Hindustani,-55.652,5.885
hnu,Hung,104.75588,18.71569
hoa,Hoava,157.59496,-8.19679
hob,Mari,145.82807,-5.97399
hoc,Ho,85.78569,22.2824
hod,Holma,13.19949,9.96843
hoe,Horom,8.98482,9.05742
hoh,Hobyót,52.95819,17.24559
hoi,Holikachuk,-159.83143,62.72662
hoj,Harauti,75.83659,24.85464
hol,Holu,17.63483,-8.30943
hom,Homa,28.00387,4.97912
hoo,Holoholo,28.32738,-5.37545
hop,Hopi,-110.53483,35.76526
hor,Horo,18.378,9.239
hos,Ho Chi Minh City Sign Language,106.68073,10.78646
hot,Hote,146.86873,-7.07708
hov,Hovongan,113.89708,0.9841
how,Honi,101.8863,23.20739
hoy,Holiya,79.91637,21.52593
hoz,Hozo,34.60448,9.38875
hpo,Hpon,97.11423,24.46064
hps,Hawaii Pidgin Sign Language,-158.00179,21.63107
hra,Hrangkhol,93.54098,23.82421
hre,Hre,108.69418,14.63082
hrk,Haruku,128.47559,-3.57029
hro,Haroi,108.99547,13.22009
hrr,Horuru,129.38675,-3.12875
hrt,Hertevin,42.51921,37.37301
hru,Hruso,92.63,27.27
hrz,Harzani,48.28478,38.43411
hsh,Hungarian Sign Language,19.264,47.122
hsl,Hausa Sign Language,7.168,8.486
hsn,Xiang Chinese,111.47112,27.66847
hss,Harsusi,56.15619,19.6511
hti,Hoti,130.16796,-3.0083
hto,Minica Huitoto,-73.61014,-0.53252
hts,Hadza,35.04583,-3.83115
hau,Hausa,7.18939,11.91098
hub,Huambisa,-77.97965,-3.99109
huc,‡Hua,24.69828,-23.93447
ivb,Ibatan,121.90888,18.93984
ivv,Ivatan,121.97521,20.38479
iwk,I-Wak,120.78633,16.30448
