party,constituency,year,age,category,color,electors,name,polled_votes,rank,sex,state,votes
INC,Ludhiana,1967,,,#019733,519908,D. Singh,362471,1,M,Punjab,132660
INC,Patiala,1967,,,#019733,460603,M. Kaur,315610,1,F,Punjab,189825
INC,Phillaur,1967,,,#019733,481616,S. Ram,329026,1,M,Punjab,136046
INC,Ropar,1967,,,#019733,475396,B. Singh,335930,1,M,Punjab,127986
ADS,Sangrur,1967,,,#999,472029,N. Kaur,318791,1,F,Punjab,174371
INC,Tarn Taran,1967,,,#019733,542288,G.S. Dhillon,344631,1,M,Punjab,161050
INC,Ajmer,1967,,,#019733,489607,V. N> Bhargava,300251,1,M,Rajasthan,145823
INC,Alwar,1967,,,#019733,513318,B. Nath,299728,1,M,Rajasthan,108117
INC,Banswara,1967,,,#019733,490355,Hirji,334038,1,M,Rajasthan,173577
INC,Barmer,1967,,,#019733,526696,A. Nahta,216740,1,M,Rajasthan,118410
IND,Bharatpur,1967,,,#95b3d7,495788,B. Singh,344086,1,M,Rajasthan,210966
INC,Bhilwara,1967,,,#019733,522342,R. Chandra,247991,1,M,Rajasthan,135466
IND,Bikaner,1967,,,#95b3d7,551193,K. Singh,303703,1,M,Rajasthan,215636
INC,Chittorgarh,1967,,,#019733,505661,O. L. Bohra,255765,1,M,Rajasthan,117821
SWA,Dausa,1967,,,#999,550250,R. C. Ganpat,298647,1,M,Rajasthan,148239
INC,Ganganagar,1967,,,#019733,543522,P. Lal,317791,1,M,Rajasthan,117966
INC,Hindaun,1967,,,#019733,549718,J. Prasad,295041,1,M,Rajasthan,140538
SWA,Jaipur,1967,,,#999,538899,G. Devi,307619,1,F,Rajasthan,196892
SWA,Jalore,1967,,,#999,536296,D. Patodia,237070,1,M,Rajasthan,117468
BJS,Jhalawar,1967,,,#999,473659,B. Singh,228069,1,M,Rajasthan,143882
SWA,Jhun Jhunu,1967,,,#999,549787,R. K. Birla,355248,1,M,Rajasthan,150596
INC,Jodhpur,1967,,,#019733,545070,N. K. Sanghi,319667,1,M,Rajasthan,152016
BJS,Kota,1967,,,#999,513800,Onkarlal,276633,1,M,Rajasthan,151258
SWA,Nagaur,1967,,,#999,573723,N. Kumar,351074,1,M,Rajasthan,167326
SWA,Pali,1967,,,#999,541982,S. K. Tapuriah,299148,1,M,Rajasthan,147509
SWA,Sawai Madhopur,1967,,,#999,543899,M. Lal,266269,1,M,Rajasthan,163843
BJS,Sikar,1967,,,#999,607264,S. Saboo,364648,1,M,Rajasthan,130945
SWA,Tonk,1967,,,#999,484116,J. Lal,295695,1,M,Rajasthan,145032
INC,Udaipur,1967,,,#019733,529320,Dhuleshwar,299498,1,M,Rajasthan,182502
INC,Tripura East,1967,,,#019733,305672,S. M. M. K. B. K. D .Bahadur,220650,1,M,Tripura,129618
INC,Tripura West,1967,,,#019733,296292,J. K. Choudhury,218108,1,M,Tripura,125965
INC,Agra,1967,,,#019733,481694,S.A. Singh,283820,1,M,Uttar Pradesh,95828
RPI,Akbarpur,1967,,,#999,496721,R. J. Ram,270279,1,M,Uttar Pradesh,99198
IND,Aligarh,1967,,,#95b3d7,514626,S.K. Shastri,278403,1,M,Uttar Pradesh,77284
INC,Allahabad,1967,,,#019733,470006,H. Krishna,231820,1,M,Uttar Pradesh,114131
INC,Almora,1967,,,#019733,455152,J. B. Singh,126850,1,M,Uttar Pradesh,59388
INC,Amethi,1967,,,#019733,505259,V. D. Bajpai,176560,1,M,Uttar Pradesh,63231
CPI,Amroha,1967,,,#DE0000,488603,I. Sambhali,273066,1,M,Uttar Pradesh,70306
INC,Aonla,1967,,,#019733,513149,S. Shyam,266072,1,F,Uttar Pradesh,84151
INC,Azamgarh,1967,,,#019733,495837,C. Jeet,237908,1,M,Uttar Pradesh,88690
IND,Baghpat,1967,,,#95b3d7,511368,R.S. Shastri,308102,1,M,Uttar Pradesh,154518
BJS,Bahraich,1967,,,#999,486826,K. K. Nayar,211024,1,M,Uttar Pradesh,100203
INC,Ballia,1967,,,#019733,504162,C. Prasad,242605,1,M,Uttar Pradesh,64643
BJS,Balrampur,1967,,,#999,534711,A. Behari,282161,1,M,Uttar Pradesh,142446
CPI,Banda,1967,,,#DE0000,513136,Jageshwar,231287,1,M,Uttar Pradesh,66042
SSP,Bansgaon,1967,,,#999,493512,Molahu,217561,1,M,Uttar Pradesh,89770
SSP,Bara Banki,1967,,,#999,541714,R. S. Yadav,285759,1,M,Uttar Pradesh,118233
BJS,Bareilly,1967,,,#999,467013,B. B. Lal,269283,1,M,Uttar Pradesh,112698
INC,Basti,1967,,,#019733,490438,S. Narain,228113,1,M,Uttar Pradesh,88637
INC,Bijnor,1967,,,#019733,485212,S. R. Nand,300782,1,M,Uttar Pradesh,103874
INC,Bilhaur,1967,,,#019733,493276,S. Rohtagi,258357,1,F,Uttar Pradesh,81936
BJS,Budaun,1967,,,#999,509445,O. Singh,290825,1,M,Uttar Pradesh,110341
INC,Bulandshahr,1967,,,#019733,498160,S.P. Singh,296685,1,M,Uttar Pradesh,91351
INC,Chail,1967,,,#019733,498035,M. Din,201075,1,M,Uttar Pradesh,85916
SSP,Chandauli,1967,,,#999,481980,Nihal,266035,1,M,Uttar Pradesh,84409
IND,Dehra Dun,1967,,,#95b3d7,465613,K.Y. Singh,303933,1,M,Uttar Pradesh,151465
INC,Deoria,1967,,,#019733,512391,B. Rai,260421,1,M,Uttar Pradesh,106557
BJS,Domariaganj,1967,,,#999,495854,N. S. Sharma,279114,1,M,Uttar Pradesh,128569
INC,Etah,1967,,,#019733,482836,Rohanlal,272420,1,M,Uttar Pradesh,102847
SSP,Etawah,1967,,,#999,482147,A. Singh,264886,1,M,Uttar Pradesh,106857
INC,Faizabad,1967,,,#019733,440689,R. K. Sinha,223275,1,M,Uttar Pradesh,83532
INC,Farrukhabad,1967,,,#019733,517331,A.C. Singh,279780,1,M,Uttar Pradesh,99835
INC,Fatehpur,1967,,,#019733,535616,S.B. Singh,248460,1,M,Uttar Pradesh,101649
SSP,Firozabad,1967,,,#999,500659,S.C. Lal,236939,1,M,Uttar Pradesh,83638
INC,Garhwal,1967,,,#019733,421277,B. Darshan,163664,1,M,Uttar Pradesh,89060
INC,Ghatampur,1967,,,#019733,509217,T. Ram,284882,1,M,Uttar Pradesh,98771
CPI,Ghazipur,1967,,,#DE0000,498188,S. Pandey,263266,1,M,Uttar Pradesh,94266
CPI,Ghosi,1967,,,#DE0000,501984,J. Bahadur,278070,1,M,Uttar Pradesh,68850
INC,Gonda,1967,,,#019733,462900,S. Kripalani,231524,1,F,Uttar Pradesh,104904
IND,Gorakhpur,1967,,,#95b3d7,434485,D. V. Nath,253135,1,M,Uttar Pradesh,121490
BJS,Hamirpur,1967,,,#999,480478,S.B. Ji,255667,1,M,Uttar Pradesh,138382
IND,Hapur,1967,,,#95b3d7,514929,P.V. Shastri,339663,1,M,Uttar Pradesh,149943
INC,Hardoi,1967,,,#019733,506407,K. Lal,256766,1,M,Uttar Pradesh,81126
INC,Hathras,1967,,,#019733,523727,"N, Deo",270068,1,M,Uttar Pradesh,87947
INC,Jalaun,1967,,,#019733,500897,C.R. Sewak,316599,1,M,Uttar Pradesh,124040
INC,Jaunpur,1967,,,#019733,515153,R. Deo,270052,1,M,Uttar Pradesh,162644
INC,Jhansi,1967,,,#019733,500450,S. Nayar,254274,1,M,Uttar Pradesh,103073
SSP,Kairana,1967,,,#999,513381,G.A. Khan,289163,1,M,Uttar Pradesh,76415
BJS,Kaiserganj,1967,,,#999,492785,S. Nayar,225841,1,F,Uttar Pradesh,116371
SSP,Kannauj,1967,,,#999,537550,R.M. Lohia,283423,1,M,Uttar Pradesh,93578
IND,Kanpur,1967,,,#95b3d7,464670,S.M. Banerji,240823,1,M,Uttar Pradesh,77882
INC,Kasganj,1967,,,#019733,522973,M.A. Khan,291913,1,M,Uttar Pradesh,93928
BJS,Khalilabad,1967,,,#999,506466,R. Singh,275756,1,M,Uttar Pradesh,124489
INC,Kheri,1967,,,#019733,509557,B. Verma,228773,1,M,Uttar Pradesh,77369
PSP,Khurja,1967,,,#999,505893,R. Charan,267211,1,M,Uttar Pradesh,86416
INC,Lalganj,1967,,,#019733,507852,R. Dhan,238207,1,M,Uttar Pradesh,96084
IND,Lucknow,1967,,,#95b3d7,458070,A. N. Mulla,253175,1,M,Uttar Pradesh,92535
INC,Machhlishahr,1967,,,#019733,503271,Mageshwar,240152,1,M,Uttar Pradesh,111377
INC,Maharajganj,1967,,,#019733,463161,M. Prasad,236414,1,M,Uttar Pradesh,94864
INC,Mainpuri,1967,,,#019733,498845,M. Singh,283663,1,M,Uttar Pradesh,74952
IND,Mathura,1967,,,#95b3d7,512124,G.S.S.A.B. Singh,303146,1,M,Uttar Pradesh,172785
SSP,Meerut,1967,,,#999,488752,M.S. Bharti,297463,1,M,Uttar Pradesh,146172
BJS,Mirzapur,1967,,,#999,507113,V. Narain,290977,1,M,Uttar Pradesh,111512
INC,Misrikh,1967,,,#019733,521651,S. Prasad,234094,1,M,Uttar Pradesh,70476
INC,Mohanlalganj,1967,,,#019733,467551,G. Devi,218305,1,F,Uttar Pradesh,90283
BJS,Moradabad,1967,,,#999,467589,O. P. T. Pursharthi,258239,1,M,Uttar Pradesh,78497
CPI,Muzaffarnagar,1967,,,#DE0000,490868,L.A. Khan,297481,1,M,Uttar Pradesh,74755
INC,Nainital,1967,,,#019733,438131,K. C. Pant,229490,1,M,Uttar Pradesh,91048
INC,Padrauna,1967,,,#019733,505919,K. N. Pandey,250009,1,M,Uttar Pradesh,102527
INC,Phulpur,1967,,,#019733,483204,V. L. Pandit,222397,1,F,Uttar Pradesh,95306
PSP,Pilibhit,1967,,,#999,499546,M. Swaroop,251169,1,M,Uttar Pradesh,70927
INC,Pratapgarh,1967,,,#019733,484834,R. D. Singh,215031,1,M,Uttar Pradesh,102825
INC,Rae Bareli,1967,,,#019733,479640,I. N. Gandhi,260203,1,F,Uttar Pradesh,143602
SWA,Rampur,1967,,,#999,499114,N. S. Z. A. Khan,322046,1,M,Uttar Pradesh,168447
INC,Ramsanehighat,1967,,,#019733,490633,B. Kureel,217404,1,M,Uttar Pradesh,89685
INC,Robertsganj,1967,,,#019733,500334,R. Swarup,235039,1,M,Uttar Pradesh,108240
INC,Saharanpur,1967,,,#019733,506832,S. Lal,308279,1,M,Uttar Pradesh,120891
INC,Saidpur,1967,,,#019733,516279,S. Nath,256798,1,M,Uttar Pradesh,79201
INC,Salempur,1967,,,#019733,515742,V. Pandey,263003,1,M,Uttar Pradesh,86702
BJS,Shahabad,1967,,,#999,510622,J. B. Singh,251547,1,M,Uttar Pradesh,83811
INC,Shahjahanpur,1967,,,#019733,515295,P. K. Khanna,239546,1,M,Uttar Pradesh,40031
BJS,Sitapur,1967,,,#999,509509,S. Nand,260561,1,M,Uttar Pradesh,102742
INC,Sultanpur,1967,,,#019733,527773,G. Sahai,223807,1,M,Uttar Pradesh,125453
INC,Tehri Garhwal,1967,,,#019733,462166,M. M. Shah,162096,1,M,Uttar Pradesh,75781
INC,Unnao,1967,,,#019733,516659,K. Dev,238001,1,M,Uttar Pradesh,93820
CPM,Varanasi,1967,,,#DE0000,495870,S. N. Singh,281745,1,M,Uttar Pradesh,105784
CPI,Alipurduars,1967,,,#DE0000,565727,I. Gupta,375470,1,M,West Bengal,121694
FBL,Arambagh,1967,,,#999,487962,A. Bose,335426,1,M,West Bengal,208724
SSP,Asansol,1967,,,#999,443945,D. Sen,244739,1,M,West Bengal,99276
CPM,Ausgram,1967,,,#DE0000,525272,B. Das,296950,1,M,West Bengal,152904
INC,Balurghat,1967,,,#019733,455601,J.N.Pramanik,282516,1,M,West Bengal,130379
CPI,Bankura,1967,,,#DE0000,520725,J. M. Biswas,259170,1,M,West Bengal,120590
CPI,Barasat,1967,,,#DE0000,493226,R. N. Sen,352320,1,M,West Bengal,143883
CPM,Barrackpore,1967,,,#DE0000,598939,M. Ismail,414329,1,M,West Bengal,162231
BAC,Basirhat,1967,,,#999,496679,H. Kabir,339343,1,M,West Bengal,240491
IND,Berhampore,1967,,,#95b3d7,518033,T. Chaudhuri,315591,1,M,West Bengal,155789
INC,Birbhum,1967,,,#019733,466332,S. K. Saha,230785,1,M,West Bengal,83696
INC,Bolpur,1967,,,#019733,483643,A. K. Chanda,249890,1,M,West Bengal,131761
IND,Burdwan,1967,,,#95b3d7,494561,N. C. Chatterjee,278894,1,M,West Bengal,143015
CPI,Calcutta North East,1967,,,#DE0000,549928,H. Mukherjee,345250,1,M,West Bengal,130600
INC,Calcutta North West,1967,,,#019733,591674,A. K. Sen,338740,1,M,West Bengal,154664
CPM,Calcutta South,1967,,,#DE0000,506688,G. Ghosh,309428,1,M,West Bengal,155574
PSP,Contai,1967,,,#999,512594,G. Samar,354309,1,M,West Bengal,165472
FBL,Cooch Behar,1967,,,#999,508364,B. K. D. Chowdhury,325537,1,M,West Bengal,167971
IND,Darjeeling,1967,,,#95b3d7,442750,M. Basu,248199,1,F,West Bengal,97476
CPM,Diamond Harbour,1967,,,#DE0000,531464,J. Basu,383972,1,M,West Bengal,196176
INC,Ghatal,1967,,,#019733,475725,G. Parimal,333179,1,M,West Bengal,138572
CPM,Hooghly,1967,,,#DE0000,545246,B. K. Modak,386888,1,M,West Bengal,198229
INC,Howrah,1967,,,#019733,572727,K. K. Chatterjee,378270,1,M,West Bengal,176469
INC,Jalpaiguri,1967,,,#019733,447882,B. N. Katham,276216,1,M,West Bengal,121613
INC,Jangipur,1967,,,#019733,519789,H. L. Haque,282760,1,M,West Bengal,130927
BAC,Jhargram,1967,,,#999,497007,A. K. Kisku.,275032,1,M,West Bengal,160399
IND,Joynagar,1967,,,#95b3d7,525872,C. Roy,358439,1,M,West Bengal,157545
INC,Katwa,1967,,,#019733,485894,D. Sen,323692,1,M,West Bengal,161274
IND,Krishnanagar,1967,,,#95b3d7,464751,H. Chattopadhyay,326856,1,M,West Bengal,155309
INC,Malda,1967,,,#019733,453070,U. Roy,295333,1,F,West Bengal,123105
CPI,Mathurapur,1967,,,#DE0000,546374,K. Haldar,403600,1,M,West Bengal,185300
BAC,Midnapore,1967,,,#999,476288,S. N. Maity,327531,1,M,West Bengal,185407
IND,Murshidabad,1967,,,#95b3d7,480134,S. Badrudduja,292619,1,M,West Bengal,141402
BAC,Nabadwip,1967,,,#999,503900,P. R. Thakur.,351830,1,M,West Bengal,215463
IND,Purulia,1967,,,#95b3d7,514651,B. Mahato,266623,1,M,West Bengal,120189
INC,Raiganj,1967,,,#019733,487220,C. K. Bhattacharyya,262413,1,M,West Bengal,70743
INC,Serampore,1967,,,#019733,506446,B. Ghosh,361133,1,M,West Bengal,160662
BAC,Tamluk,1967,,,#999,515415,S. C. Samanta,406922,1,M,West Bengal,278623
INC,Uluberia,1967,,,#019733,516638,J. K. Mondal,370582,1,M,West Bengal,143787
INC,Vishnupur,1967,,,#019733,520033,P. Mondal,301325,1,M,West Bengal,148024
INC,Andaman & Nicobar Islands,1971,,,#019733,63122,K .R. Ganesh,44525,1,M,Andaman & Nicobar Islands,27373
INC,Adilabad,1971,,,#019733,514876,P. Ganga Reddy,288014,1,M,Andhra Pradesh,151482
INC,Amalapuram,1971,,,#019733,562612,B. S. Murthy,366997,1,M,Andhra Pradesh,301405
INC,Anakapalli,1971,,,#019733,555995,S. R. A. S. Appaluanidu,311610,1,M,Andhra Pradesh,215209
INC,Anantapur,1971,,,#019733,548876,Antony Reddi Ponnapati,320204,1,M,Andhra Pradesh,200701
INC,Bhadrachalam,1971,,,#019733,501947,B. Radhabai Ananda Rao,197066,1,M,Andhra Pradesh,115367
INC,Bobbili,1971,,,#019733,509133,Karri Narayana Rao,263917,1,M,Andhra Pradesh,223043
INC,Chittoor,1971,,,#019733,541516,P. Narasimha Reddy,361365,1,M,Andhra Pradesh,245052
CPI,Cuddapah,1971,,,#DE0000,577026,Yieswara Reddy,333068,1,M,Andhra Pradesh,200713
INC,Eluru,1971,,,#019733,565759,Kommareddi Suryanarayana,355815,1,M,Andhra Pradesh,235933
INC,Gudivada,1971,,,#019733,581062,Ankinedu Maganti,393804,1,M,Andhra Pradesh,279225
INC,Guntur,1971,,,#019733,629787,Kotha Raghuramaiah,416439,1,M,Andhra Pradesh,260086
INC,Hindupur,1971,,,#019733,530692,P. Bayapa Reddy,284476,1,M,Andhra Pradesh,198127
TPS,Hyderabad,1971,,,#999,491227,G. S. Melkote,235624,1,M,Andhra Pradesh,134941
INC,Kakinada,1971,,,#019733,566461,M. S. Sanjeevi Rao,357923,1,M,Andhra Pradesh,313060
TPS,Karimnagar,1971,,,#999,548849,M. Satyanarayan Rao,253987,1,M,Andhra Pradesh,119869
INC,Kavali,1971,,,#019733,596790,Puli Venkata Reddy,328563,1,M,Andhra Pradesh,196492
INC,Khammam,1971,,,#019733,544329,T. Lakshmi Kantamma,373103,1,M,Andhra Pradesh,137830
INC,Kurnool,1971,,,#019733,540978,Kodanda Rami Reddy,310626,1,M,Andhra Pradesh,270697
INC,Machilipatnam,1971,,,#019733,548112,Meduri Nageswarrao,369425,1,M,Andhra Pradesh,278514
TPS,Mahabubnagar,1971,,,#999,560682,J. Rameshwar Rao,264624,1,M,Andhra Pradesh,127949
TPS,Medak,1971,,,#999,536747,Mallikarjun,260974,1,M,Andhra Pradesh,152975
CPM,Miryalguda,1971,,,#DE0000,532803,Bhimreddy Narsimha Reddy,331199,1,M,Andhra Pradesh,115199
TPS,Nagarkurnool,1971,,,#999,522004,M. Bheeshmadev,265064,1,M,Andhra Pradesh,149781
TPS,Nalgonda,1971,,,#999,544193,Kancherla Ram Krishna Reddy,314400,1,M,Andhra Pradesh,111704
INC,Nandyal,1971,,,#019733,589874,Rendekanti Venkata Subbaiah,341077,1,M,Andhra Pradesh,225740
INC,Narasapur,1971,,,#019733,610909,M. T. Raju,393058,1,M,Andhra Pradesh,285356
INC,Narasaraopet,1971,,,#019733,631608,Maddi Sudarsanam,365920,1,M,Andhra Pradesh,237264
INC,Nellore,1971,,,#019733,596687,Doddav Arapukamakshiah,356071,1,M,Andhra Pradesh,235658
INC,Nizamabad,1971,,,#019733,556666,Ram Gopal Reddy M.,300276,1,M,Andhra Pradesh,155323
INC,Ongole,1971,,,#019733,598524,P. Ankineedu Prasada Rao,401483,1,M,Andhra Pradesh,284597
INC,Parvathipuram,1971,,,#019733,517345,Biddika Satyannarayana,258699,1,M,Andhra Pradesh,190975
TPS,Peddapalli,1971,,,#999,528948,V. Tulasiram,248372,1,M,Andhra Pradesh,165054
INC,Rajahmundry,1971,,,#019733,575708,S. B. P. Pattabhi Ramarao,387240,1,M,Andhra Pradesh,250124
INC,Rajampet,1971,,,#019733,549202,Parthasarathi Pothuraju,333833,1,M,Andhra Pradesh,243603
TPS,Secunderabad,1971,,,#999,513349,M. M. Hashim,216812,1,M,Andhra Pradesh,98620
TPS,Siddipet,1971,,,#999,510097,G. Venkat Swamy,260358,1,M,Andhra Pradesh,169436
INC,Srikakulam,1971,,,#019733,509486,Rajagopalarao Bodepalli,335617,1,M,Andhra Pradesh,233171
INC,Tirupati,1971,,,#019733,576646,Balakrishnaiah Thamburu,308015,1,M,Andhra Pradesh,231262
INC,Vijayawada,1971,,,#019733,566683,K. L. Rao,360503,1,M,Andhra Pradesh,251917
IND,Visakhapatnam,1971,,,#95b3d7,560021,P. V. G. Raju,320085,1,M,Andhra Pradesh,184464
TPS,Warangal,1971,,,#999,553696,S. B. Giri,327677,1,M,Andhra Pradesh,182258
AHL,Autonomous Dists,1971,,,#999,418700,G. G. Swell,177140,1,M,Assam,90772
INC,Barpeta,1971,,,#019733,467766,Fakhruddin Ali Ahmed,289618,1,M,Assam,210662
INC,Cachar,1971,,,#019733,495827,Jyotsna Chanda,199438,1,M,Assam,100798
INC,Dhubri,1971,,,#019733,434342,Moinul Haque Chowdhury,260763,1,M,Assam,180226
INC,Dibrugarh,1971,,,#019733,422229,Robindra Nath Kakoty,197306,1,M,Assam,115921
INC,Gauhati,1971,,,#019733,429982,Dinesh Chandra Goswami,221191,1,M,Assam,140483
INC,Jorhat,1971,,,#019733,425987,Tarun Gogoi,186023,1,M,Assam,102820
INC,Kaliabor,1971,,,#019733,430809,Bedabrata Barua,195099,1,M,Assam,128268
INC,Karimganj,1971,,,#019733,497720,Nihar Ranjan Laskar,203558,1,M,Assam,149328
INC,Kokrajhar,1971,,,#019733,469738,Dharanidhar Basumatary,258998,1,M,Assam,150987
INC,Lakhimpur,1971,,,#019733,444779,Biswanarayan Shastri,208553,1,M,Assam,89070
INC,Mangaldoi,1971,,,#019733,470149,Dharani Dhar Das,181544,1,M,Assam,90058
INC,Nowgong,1971,,,#019733,432645,Liladhar Kotoki,227522,1,M,Assam,132209
INC,Tezpur,1971,,,#019733,427600,Kamala Prasad Agarwala,219787,1,M,Assam,133673
INC,Araria,1971,,,#019733,527567,Tul Mohan Ram,201554,1,M,Bihar,134162
NCO,Aurangabad,1971,,,#999,609643,Satyendra Narayan Sinha,353902,1,M,Bihar,216647
INC,Bagaha,1971,,,#019733,544044,Bhola Raut,196690,1,M,Bihar,139634
INC,Banka,1971,,,#019733,559147,Shiv Chandika Prasad,268529,1,M,Bihar,80017
INC,Barh,1971,,,#019733,635516,Dharamvir Singh,383527,1,M,Bihar,184484
NCO,Begusarai,1971,,,#999,628724,Shyamnandan Mishra,350598,1,M,Bihar,134836
INC,Bettiah,1971,,,#019733,549914,Kamal Nath Tiwari,200763,1,M,Bihar,145965
INC,Bhagalpur,1971,,,#019733,606019,Bhagwat Jha Azad,313210,1,M,Bihar,146881
INC,Bikramganj,1971,,,#019733,631135,Sheo Pujan Singh,338893,1,M,Bihar,188414
INC,Buxar,1971,,,#019733,605435,Anant Prasad Sharma,286063,1,M,Bihar,112541
INC,Chapra,1971,,,#019733,624439,Ram Shekhar Prasad Singh,306889,1,M,Bihar,129134
INC,Chatra,1971,,,#019733,546816,Shankar Dyal Singh,156765,1,M,Bihar,67786
INC,Darbhanga,1971,,,#019733,670870,Vinoda Nand Jha,379320,1,M,Bihar,130263
INC,Dhanbad,1971,,,#019733,570192,Ram Narain Sharma,231189,1,M,Bihar,107308
INC,Dumka,1971,,,#019733,525852,Satya Charan Besra,160670,1,M,Bihar,56888
BJS,Gaya,1971,,,#999,539404,Ishwar Choudhary,247558,1,M,Bihar,111038
INC,Giridih,1971,,,#019733,530962,Chapalendu Bhattacharyya,175164,1,M,Bihar,67046
INC,Godda,1971,,,#019733,551225,Jagdish N. Mandal,192169,1,M,Bihar,91549
INC,Gopalganj,1971,,,#019733,562299,Dwarika Nath Tiwary,310197,1,M,Bihar,191101
NCO,Hajipur,1971,,,#999,622672,Digvijay Narain Singh,398371,1,M,Bihar,142771
INC,Hazaribagh,1971,,,#019733,575155,Damodar Pandey,173136,1,M,Bihar,56831
CPI,Jahanabad,1971,,,#DE0000,608878,Chandra Shekhar Sinha,388073,1,M,Bihar,163733
CPI,Jainagar,1971,,,#DE0000,626757,Bhogendra Jha,340491,1,M,Bihar,119333
INC,Jamshedpur,1971,,,#019733,602867,Sardar Swaran Singh,174641,1,M,Bihar,48073
CPI,Jamui,1971,,,#DE0000,654630,Bhola Manjhi,333686,1,M,Bihar,162266
BJS,Katihar,1971,,,#999,563718,Gyaneshwar Prasad Yadav,275063,1,M,Bihar,96422
CPI,Kesaria,1971,,,#DE0000,586266,Kamla Mishra Madhukar,243666,1,M,Bihar,127338
SSP,Khagaria,1971,,,#999,633193,Shivshankar Prasad Yadav,346362,1,M,Bihar,73594
IND,Khunti,1971,,,#95b3d7,491621,Nirel Enem Horo,165380,1,M,Bihar,50489
INC,Kishanganj,1971,,,#019733,513860,Jamilur Rahman,209499,1,M,Bihar,122619
INC,Lohardaga,1971,,,#019733,503999,Kartik Oraon,190411,1,M,Bihar,102376
INC,Madhepura,1971,,,#019733,597248,Rajendra Prasad Yadav,316462,1,M,Bihar,146232
INC,Madhubani,1971,,,#019733,595485,Jagannath Mishra,354091,1,M,Bihar,196735
SSP,Maharajganj,1971,,,#999,603066,Ramdeo Singh,292007,1,M,Bihar,98386
INC,Monghyr,1971,,,#019733,592073,Deonandan Prasad Yadav,381100,1,M,Bihar,150482
INC,Motihari,1971,,,#019733,540484,Bibhuti Mishra,228806,1,M,Bihar,155863
INC,Muzaffarpur,1971,,,#019733,608535,Nawal Kishore Sinha,405050,1,M,Bihar,245007
INC,Nalanda,1971,,,#019733,631607,Sedheshwar Prasad,385637,1,M,Bihar,223398
INC,Nawada,1971,,,#019733,634509,Sukhdeo Prasad Verma,393906,1,M,Bihar,152569
INC,Palamu,1971,,,#019733,552932,Kamla Kumari,166533,1,M,Bihar,85371
CPI,Patna,1971,,,#DE0000,670979,Ramavatar Shastri,378108,1,M,Bihar,191911
INC,Pupri,1971,,,#019733,632544,Hari Kishore Singh,406683,1,M,Bihar,219521
INC,Purnea,1971,,,#019733,551113,Mohammad Tahir,205478,1,M,Bihar,56977
INC,Rajmahal,1971,,,#019733,490794,Iswar Marandi,124991,1,M,Bihar,55958
INC,Ranchi,1971,,,#019733,546790,Prashant Kumar Ghosh,183503,1,M,Bihar,79497
INC,Rosera,1971,,,#019733,577300,Ram Bhagat Paswan,242429,1,M,Bihar,103429
INC,Saharsa,1971,,,#019733,602165,Chiranjib Jha,320563,1,M,Bihar,156166
INC,Samastipur,1971,,,#019733,619551,Yamuna Prasad Mandal,339464,1,M,Bihar,166827
INC,Sasaram,1971,,,#019733,612265,Jag Jiwan Ram,314291,1,M,Bihar,210353
INC,Shahabad,1971,,,#019733,602036,Bali Ram Bhagat,355988,1,M,Bihar,193396
JKP,Singhbhum,1971,,,#999,511040,Moran Singh Purty,80919,1,M,Bihar,32935
INC,Sitamarhi,1971,,,#019733,631884,Nagendra Prasad Yadav,420977,1,M,Bihar,217416
INC,Siwan,1971,,,#019733,612732,Mohamad Yusuf,306005,1,M,Bihar,159794
INC,Chandigarh,1971,,,#019733,116685,Amar Nath Vidyalankar,72302,1,M,Chandigarh,48335
INC,Dadra & Nagar Haveli,1971,,,#019733,33012,Ramubhai Ravjibhai Patel,21658,1,M,Dadra & Nagar Haveli,8484
UGS,Marmagoa,1971,,,#999,226313,Sequeira Erasmo De Jesus Jack,116473,1,M,Goa,58401
INC,Panaji,1971,,,#019733,208855,Kakodkar Purshottam,119432,1,M,Goa,57627
INC,Ahmedabad,1971,,,#019733,496387,Indulal Kanaiyalal Yagnik,336157,1,M,Gujarat,193834
INC,Amreli,1971,,,#019733,477113,Jivraj Narayan Mehta,222996,1,M,Gujarat,124893
NCO,Anand,1971,,,#999,491986,Pravinsinhji Natvarsinhji Solanki,302516,1,M,Gujarat,168586
INC,Banaskantha,1971,,,#019733,471796,Popatlal M. Joshi,220560,1,M,Gujarat,116352
NCO,Baroda,1971,,,#999,482587,Fatesinhrao Pratap Sinhrao,269744,1,M,Gujarat,169382
NCO,Bhavnagar,1971,,,#999,501185,Prasanwvadan Manilal Mehta,209706,1,M,Gujarat,102173
INC,Broach,1971,,,#019733,485094,T. S. Mansinhji Bhasahes,288419,1,M,Gujarat,159217
NCO,Bulsar,1971,,,#999,495109,Nanubhai Nichhabhai Patel,243137,1,M,Gujarat,144694
INC,Dabhoi,1971,,,#019733,478771,Prabhudas Khushalbhai Patel,302526,1,M,Gujarat,163779
SWA,Dhandhuka,1971,,,#999,458464,H. M. Patel,237511,1,M,Gujarat,94127
NCO,Dohad,1971,,,#999,449130,Bhaljibhai Ravjibhai Parmar,163462,1,M,Gujarat,95186
NCO,Gandhinagar,1971,,,#999,559956,Somchandbhai Manubhai Solanki,292810,1,M,Gujarat,139417
SWA,Godhra,1971,,,#999,452598,Piloo Homi Mody,194897,1,M,Gujarat,104396
