pc,votes,year,state,party,name,sex,age,category,electors,rank,color,polled_votes
KARAKAT,6974,2014,Bihar,Independent,BHAIRAW DAYAL SINGH,,,,,9,#95b3d7,789927
KARAKAT,6938,2014,Bihar,Aam Aadmi Party,GHULAM KUNDANAM,,,,,10,#999,789927
KARAKAT,5459,2014,Bihar,Independent,RAM DAYAL SINGH,,,,,11,#95b3d7,789927
KARAKAT,4795,2014,Bihar,Akhil Bharatiya Jan Sangh,RAJANI DUBEY,,,,,12,#999,789927
KARAKAT,4002,2014,Bihar,Janvadi Party(Socialist),VEENA BHARTI,,,,,13,#999,789927
KARAKAT,2813,2014,Bihar,Independent,MD. DILBAS ANSARI,,,,,14,#95b3d7,789927
KARAKAT,2359,2014,Bihar,Bahujan Mukti Party,DINESH KUMAR,,,,,15,#999,789927
KARAKAT,2048,2014,Bihar,Independent,IMRAN ALI,,,,,16,#95b3d7,789927
JAHANABAD,322647,2014,Bihar,Rashtriya Lok Samta Party,DR. ARUN KUMAR,,,,,1,#999,811516
JAHANABAD,280307,2014,Bihar,Rashtriya Janata Dal,SURENDRA PRASAD YADAV,,,,,2,#999,811516
JAHANABAD,100851,2014,Bihar,Janata Dal  (United),ANIL KUMAR SHARMA,,,,,3,#8064a2,811516
JAHANABAD,34365,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),RAMADHAR SINGH,,,,,4,#DE0000,811516
JAHANABAD,10625,2014,Bihar,Independent,NITYANAND SINGH,,,,,5,#95b3d7,811516
JAHANABAD,10580,2014,Bihar,Bahujan Samaj Party,RAVINDRA SINGH,,,,,6,#77968E,811516
JAHANABAD,10352,2014,Bihar,None of the Above,None of the Above,,,,,7,#999,811516
JAHANABAD,8874,2014,Bihar,Independent,MANJAY KUMAR,,,,,8,#95b3d7,811516
JAHANABAD,7757,2014,Bihar,Independent,ARJUN THAKUR,,,,,9,#95b3d7,811516
JAHANABAD,6041,2014,Bihar,All India Trinamool Congress,MD. ISTIYAK,,,,,10,#0C6965,811516
JAHANABAD,4202,2014,Bihar,Independent,SUDAY YADAV,,,,,11,#95b3d7,811516
JAHANABAD,3711,2014,Bihar,Aam Aadmi Party,CHANDRA BHUSHAN SHARMA,,,,,12,#999,811516
JAHANABAD,3521,2014,Bihar,Jharkhand Mukti Morcha,RAHUL RANJAN,,,,,13,#999,811516
JAHANABAD,2826,2014,Bihar,Krantikari Vikas Dal,MANJU DEVI,,,,,14,#999,811516
JAHANABAD,2721,2014,Bihar,Bahujan Mukti Party,PARSHURAM VIND,,,,,15,#999,811516
JAHANABAD,2136,2014,Bihar,Shivsena,NARENDRA KUMAR,,,,,16,#F05A00,811516
AURANGABAD,520902,2014,Maharashtra,Shivsena,CHANDRAKANT BHAURAO KHAIRE,,,,,1,#F05A00,1769207
AURANGABAD,358902,2014,Maharashtra,Indian National Congress,PATIL NITIN SURESH,,,,,2,#019733,1769207
AURANGABAD,307941,2014,Bihar,Bharatiya Janata Party,SUSHIL KUMAR SINGH,,,,,3,#FB7B0D,1769207
AURANGABAD,241594,2014,Bihar,Indian National Congress,NIKHIL KUMAR,,,,,4,#019733,1769207
AURANGABAD,136137,2014,Bihar,Janata Dal  (United),BAGI KUMAR VERMA,,,,,5,#8064a2,1769207
AURANGABAD,37419,2014,Maharashtra,Bahujan Samaj Party,JEVRIKAR INDRAKUMAR DNYANOBA,,,,,6,#77968E,1769207
AURANGABAD,27833,2014,Bihar,Bahujan Samaj Party,SANTOSH KUMAR,,,,,7,#77968E,1769207
AURANGABAD,17454,2014,Bihar,None of the Above,None of the Above,,,,,8,#999,1769207
AURANGABAD,11974,2014,Maharashtra,Aam Aadmi Party,SUBHASH KALYANRAO LOMTE,,,,,9,#999,1769207
AURANGABAD,9255,2014,Bihar,Bahujan Mukti Party,UPENDRA NATH,,,,,10,#999,1769207
AURANGABAD,8678,2014,Bihar,Independent,SOMARU PASWAN,,,,,11,#95b3d7,1769207
AURANGABAD,7195,2014,Bihar,Independent,RAMJI SINGH,,,,,12,#95b3d7,1769207
AURANGABAD,6703,2014,Bihar,Aam Aadmi Party,RAGINI LATA SINGH,,,,,13,#999,1769207
AURANGABAD,6372,2014,Maharashtra,None of the Above,None of the Above,,,,,14,#999,1769207
AURANGABAD,6135,2014,Maharashtra,Independent,TRIBHUVAN MADHUKAR PADMAKAR,,,,,15,#95b3d7,1769207
AURANGABAD,6121,2014,Bihar,Independent,BIJEET KUMAR,,,,,16,#95b3d7,1769207
AURANGABAD,5901,2014,Maharashtra,Independent,DANDGE NANASAHEB DAMODHAR,,,,,17,#95b3d7,1769207
AURANGABAD,5726,2014,Bihar,Independent,RAKESH SHARMA,,,,,18,#95b3d7,1769207
AURANGABAD,4608,2014,Bihar,Shoshit Samaj Dal,USHA SHARAN,,,,,19,#999,1769207
AURANGABAD,3775,2014,Maharashtra,Bahujan Mukti Party,ABDUL KHUDUS ABDUL SAMAD SHAIKH,,,,,20,#999,1769207
AURANGABAD,3696,2014,Bihar,Independent,DURGA THAKUR,,,,,21,#95b3d7,1769207
AURANGABAD,3333,2014,Bihar,Samajwadi Party,RITA DEVI,,,,,22,#B15928,1769207
AURANGABAD,2922,2014,Maharashtra,Independent,NADEEM RANA,,,,,23,#95b3d7,1769207
AURANGABAD,2885,2014,Maharashtra,Welfare Party Of India,SAYYAD SHAFIYODDIN VAHIYODDIN,,,,,24,#999,1769207
AURANGABAD,2646,2014,Maharashtra,Samajwadi Party,GAYAKE SADASHIV AMBADAS,,,,,25,#B15928,1769207
AURANGABAD,2520,2014,Maharashtra,Independent,PHULARE SURESH ASARAM,,,,,26,#95b3d7,1769207
AURANGABAD,2123,2014,Maharashtra,Independent,KAILAS CHANDRABHAN THENGDE,,,,,27,#95b3d7,1769207
AURANGABAD,2019,2014,Maharashtra,Independent,ANKUSH MUNJAJI TUPSAMUNDRE,,,,,28,#95b3d7,1769207
AURANGABAD,1795,2014,Maharashtra,Independent,BANSODE UDHAV GOVARDHAN,,,,,29,#95b3d7,1769207
AURANGABAD,1581,2014,Maharashtra,Independent,SHAIK SAYYAD SHAIK MAHMOOD,,,,,30,#95b3d7,1769207
AURANGABAD,1572,2014,Maharashtra,Independent,AHAMAD AZIZ AHAMAD MATEEN,,,,,31,#95b3d7,1769207
AURANGABAD,1530,2014,Maharashtra,Independent,JAGDIP VISHWANATH SHINDE,,,,,32,#95b3d7,1769207
AURANGABAD,1306,2014,Maharashtra,Independent,NANDARKAR VISHAL UDDHAV,,,,,33,#95b3d7,1769207
AURANGABAD,1238,2014,Maharashtra,Independent,RAJU BABURAO DOLE,,,,,34,#95b3d7,1769207
AURANGABAD,1201,2014,Maharashtra,Gareeb Aadmi Party,MOHMMAD KISMATWALA KASIM KISMATWALA,,,,,35,#999,1769207
AURANGABAD,1038,2014,Maharashtra,Ambedkar National Congress,JADHAV PUSHPA SHANTILAL,,,,,36,#999,1769207
AURANGABAD,978,2014,Maharashtra,Independent,DR. FEROZ KHAN MURTUZA KHAN,,,,,37,#95b3d7,1769207
AURANGABAD,934,2014,Maharashtra,Independent,BHANUDAS RAMDAS SARODE,,,,,38,#95b3d7,1769207
AURANGABAD,893,2014,Maharashtra,Prabuddha Republican Party,BANSWAL MANNALAL PREMCHAND,,,,,39,#999,1769207
AURANGABAD,880,2014,Maharashtra,Independent,BALASAHEB ASARAM SARATE,,,,,40,#95b3d7,1769207
AURANGABAD,878,2014,Maharashtra,Independent,JAWAHARLAL LAXMAN BHAGURE,,,,,41,#95b3d7,1769207
AURANGABAD,614,2014,Maharashtra,Independent,BALASAHEB VITTHAL AWARE,,,,,42,#95b3d7,1769207
GAYA (SC),326230,2014,Bihar,Bharatiya Janata Party,HARI MANJHI,,,,,1,#FB7B0D,809378
GAYA (SC),210726,2014,Bihar,Rashtriya Janata Dal,RAMJI MANJHI,,,,,2,#999,809378
GAYA (SC),131828,2014,Bihar,Janata Dal  (United),JITAN RAM MANJHI,,,,,3,#8064a2,809378
GAYA (SC),36863,2014,Bihar,Jharkhand Mukti Morcha,ASHOK KUMAR,,,,,4,#999,809378
GAYA (SC),19651,2014,Bihar,Independent,DR. DEV KUMAR CHOUDHARY,,,,,5,#95b3d7,809378
GAYA (SC),19030,2014,Bihar,None of the Above,None of the Above,,,,,6,#999,809378
GAYA (SC),16028,2014,Bihar,Bahujan Samaj Party,SHIV KUMAR KANT,,,,,7,#77968E,809378
GAYA (SC),9004,2014,Bihar,All India Trinamool Congress,KAPIL CHOUDHARY,,,,,8,#0C6965,809378
GAYA (SC),7624,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),NIRANJAN KUMAR,,,,,9,#DE0000,809378
GAYA (SC),7549,2014,Bihar,Rashtriya Ahinsa Manch,BHUNESWAR DAS,,,,,10,#999,809378
GAYA (SC),7312,2014,Bihar,Aam Aadmi Party,DHANANJAY KISHORE,,,,,11,#999,809378
GAYA (SC),6065,2014,Bihar,Samajwadi Party,MAMTA KUMARI,,,,,12,#B15928,809378
GAYA (SC),5924,2014,Bihar,Bharat Bhrashtachar Mitao Party,SHIV SHANKAR KUMAR,,,,,13,#999,809378
GAYA (SC),5544,2014,Bihar,Bahujan Mukti Party,INDRA DEO CHOUDHARY,,,,,14,#999,809378
NAWADA,390248,2014,Bihar,Bharatiya Janata Party,GIRIRAJ SINGH,,,,,1,#FB7B0D,884441
NAWADA,250091,2014,Bihar,Rashtriya Janata Dal,RAJ BALLABH PRASAD,,,,,2,#999,884441
NAWADA,168217,2014,Bihar,Janata Dal  (United),KAUSHAL YADAV,,,,,3,#8064a2,884441
NAWADA,12072,2014,Bihar,Independent,SAFDAR ISMAIL,,,,,4,#95b3d7,884441
NAWADA,7997,2014,Bihar,Bahujan Samaj Party,SOHAIL ANWER,,,,,5,#77968E,884441
NAWADA,7489,2014,Bihar,None of the Above,None of the Above,,,,,6,#999,884441
NAWADA,7324,2014,Bihar,Independent,SHULOCHANA DEVI,,,,,7,#95b3d7,884441
NAWADA,6736,2014,Bihar,Independent,SATISH KUMAR,,,,,8,#95b3d7,884441
NAWADA,6443,2014,Bihar,Independent,MANISH KUMAR,,,,,9,#95b3d7,884441
NAWADA,4057,2014,Bihar,Aam Aadmi Party,RAJENDRA SINGH,,,,,10,#999,884441
NAWADA,3743,2014,Bihar,Independent,ADITYA NARAYAN,,,,,11,#95b3d7,884441
NAWADA,3612,2014,Bihar,Samajwadi Party,SURENDRA RAJBANSHI,,,,,12,#B15928,884441
NAWADA,3568,2014,Bihar,Independent,AZAD GEETA PRASAD SHARMA,,,,,13,#95b3d7,884441
NAWADA,3291,2014,Bihar,Moolniwasi Samaj Party,VIJAY RAM,,,,,14,#999,884441
NAWADA,3138,2014,Bihar,All India Trinamool Congress,MOHAMMAD JAHID HUSAIN,,,,,15,#0C6965,884441
NAWADA,2596,2014,Bihar,Rajnaitik Vikalp Party,ASHOK KUMAR,,,,,16,#999,884441
NAWADA,2169,2014,Bihar,Shoshit Samaj Dal,UMAKANT RAHI,,,,,17,#999,884441
NAWADA,1650,2014,Bihar,Bharatiya Ekta Dal,PRAMENDRA KUMAR YADAV,,,,,18,#999,884441
JAMUI (SC),285354,2014,Bihar,Lok Jan Shakti Party,CHIRAG KUMAR PASWAN,,,,,1,#999,775639
JAMUI (SC),199407,2014,Bihar,Rashtriya Janata Dal,SUDHANSU SHEKHAR BHASKAR,,,,,2,#999,775639
JAMUI (SC),198599,2014,Bihar,Janata Dal  (United),UDAY NARAIN CHOUDHARY,,,,,3,#8064a2,775639
JAMUI (SC),19517,2014,Bihar,None of the Above,None of the Above,,,,,4,#999,775639
JAMUI (SC),15008,2014,Bihar,Bahujan Samaj Party,BRAHMDEV ANAND PASWAN,,,,,5,#77968E,775639
JAMUI (SC),10748,2014,Bihar,Jharkhand Mukti Morcha,UPENDRA RAVIDAS,,,,,6,#999,775639
JAMUI (SC),10452,2014,Bihar,Independent,SUBHASH PASWAN,,,,,7,#95b3d7,775639
JAMUI (SC),8360,2014,Bihar,Independent,MANOJ KUMAR MANJHI,,,,,8,#95b3d7,775639
JAMUI (SC),7635,2014,Bihar,Independent,DILIP KUMAR,,,,,9,#95b3d7,775639
JAMUI (SC),7159,2014,Bihar,Aam Aadmi Party,VINOD KUMAR DAS,,,,,10,#999,775639
JAMUI (SC),7147,2014,Bihar,Shivsena,VISHUN CHOUDHARY,,,,,11,#F05A00,775639
JAMUI (SC),6253,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),JAY PRAKASH DAS,,,,,12,#DE0000,775639
NORTH GOA,237903,2014,Goa,Bharatiya Janata Party,SHRIPAD YESSO NAIK,,,,,1,#FB7B0D,406631
NORTH GOA,132304,2014,Goa,Indian National Congress,RAVI NAIK,,,,,2,#019733,406631
NORTH GOA,15857,2014,Goa,Aam Aadmi Party,DR.DATTARAM DESAI,,,,,3,#999,406631
NORTH GOA,5770,2014,Goa,None of the Above,None of the Above,,,,,4,#999,406631
NORTH GOA,5640,2014,Goa,Communist Party of India,ADV. SUHAS NAIK,,,,,5,#DE0000,406631
NORTH GOA,4128,2014,Goa,Independent,DAYANAND G. NARVEKAR,,,,,6,#95b3d7,406631
NORTH GOA,3216,2014,Goa,Samajwadi Janata Party (Rashtriya),RAJU DSOUZA,,,,,7,#999,406631
NORTH GOA,1813,2014,Goa,Independent,MITTU MUJAVAR,,,,,8,#95b3d7,406631
SOUTH GOA,198776,2014,Goa,Bharatiya Janata Party,ADV. NARENDRA KESHAV SAWAIKAR,,,,,1,#FB7B0D,410369
SOUTH GOA,166446,2014,Goa,Indian National Congress,ALEIXO REGINALDO LOURENCO,,,,,2,#019733,410369
SOUTH GOA,11941,2014,Goa,All India Trinamool Congress,CHURCHILL ALEMAO,,,,,3,#0C6965,410369
SOUTH GOA,11246,2014,Goa,Aam Aadmi Party,SWATI S. KERKAR,,,,,4,#999,410369
SOUTH GOA,7152,2014,Goa,Independent,GOVIND SHEPU GAUDE,,,,,5,#95b3d7,410369
SOUTH GOA,4437,2014,Goa,Communist Party of India,ADV. RAJU MANGESHKAR,,,,,6,#DE0000,410369
SOUTH GOA,4333,2014,Goa,None of the Above,None of the Above,,,,,7,#999,410369
SOUTH GOA,2586,2014,Goa,Independent,SHALOM MATHEW FRANCISCO SARDINHA,,,,,8,#95b3d7,410369
SOUTH GOA,790,2014,Goa,Independent,VENUS HABIB,,,,,9,#95b3d7,410369
SOUTH GOA,783,2014,Goa,Goa Su-Raj Party,SAVIO OLIVER RODRIGUES,,,,,10,#999,410369
SOUTH GOA,683,2014,Goa,Independent,BALKRISHNA SALGAONKAR,,,,,11,#95b3d7,410369
SOUTH GOA,666,2014,Goa,Bahujan Mukti Party,CLIFFTON DE SOUZA,,,,,12,#999,410369
SOUTH GOA,530,2014,Goa,Goemcarancho Otrec Astro,ADV.JAWAHAR LEONARDO DIAS,,,,,13,#999,410369
KACHCHH,562855,2014,Gujarat,Bharatiya Janata Party,CHAVDA VINOD LAKHAMASHI,,,,,1,#FB7B0D,946240
KACHCHH,308373,2014,Gujarat,Indian National Congress,DR.DINESH PARMAR,,,,,2,#019733,946240
KACHCHH,21230,2014,Gujarat,Bahujan Samaj Party,KAMALBHAI MATANG,,,,,3,#77968E,946240
KACHCHH,21106,2014,Gujarat,Bahujan Mukti Party,HIRJI PUNJABHAI SIJU,,,,,4,#999,946240
KACHCHH,16879,2014,Gujarat,None of the Above,None of the Above,,,,,5,#999,946240
KACHCHH,15797,2014,Gujarat,Aam Aadmi Party,DANICHA GOVINDBHAI PUNAMCHAND,,,,,6,#999,946240
BANASKANTHA,507856,2014,Gujarat,Bharatiya Janata Party,CHAUDHARY HARIBHAI PARTHIBHAI,,,,,1,#FB7B0D,886634
BANASKANTHA,305522,2014,Gujarat,Indian National Congress,PATEL JOITABHAI KASNABHAI,,,,,2,#019733,886634
BANASKANTHA,17397,2014,Gujarat,None of the Above,None of the Above,,,,,3,#999,886634
BANASKANTHA,11175,2014,Gujarat,Bahujan Samaj Party,MAHANT PARSOTAMGIRI TURANTGIRI,,,,,4,#77968E,886634
BANASKANTHA,10897,2014,Gujarat,Independent,BABAJI THAKOR,,,,,5,#95b3d7,886634
BANASKANTHA,7207,2014,Gujarat,Independent,SOLANKI SAYBABHAI NANABHAI,,,,,6,#95b3d7,886634
BANASKANTHA,6571,2014,Gujarat,Aam Aadmi Party,SANJAYKUMAR SOMNATHBHAI RAVAL,,,,,7,#999,886634
BANASKANTHA,5388,2014,Gujarat,Independent,SOLANKI DINESHKUMAR ALJIBHAI,,,,,8,#95b3d7,886634
BANASKANTHA,3302,2014,Gujarat,Independent,MAHENDRABHAI KESARABHAI BUMBADIA,,,,,9,#95b3d7,886634
BANASKANTHA,2535,2014,Gujarat,Independent,SHRIMALI ASHOKBHAI BALCHNDBHAI,,,,,10,#95b3d7,886634
BANASKANTHA,2118,2014,Gujarat,Independent,DABHI NAVAJIBHAI MADHABHAI,,,,,11,#95b3d7,886634
BANASKANTHA,2064,2014,Gujarat,Independent,MADHU NIRUPABEN NATVARLAL,,,,,12,#95b3d7,886634
BANASKANTHA,2007,2014,Gujarat,Samajwadi Party,CHOUDHARY ADAMBHAI NASIRBHAI,,,,,13,#B15928,886634
BANASKANTHA,1770,2014,Gujarat,Independent,THAKOR BHUPATAJI RAVAJI,,,,,14,#95b3d7,886634
BANASKANTHA,825,2014,Gujarat,Independent,GAMAR VADHABHAI RADHABHAI,,,,,15,#95b3d7,886634
PATAN,518538,2014,Gujarat,Bharatiya Janata Party,LILADHARBHAI KHODAJI VAGHELA,,,,,1,#FB7B0D,955799
PATAN,379819,2014,Gujarat,Indian National Congress,RATHOD BHAVSINHBHAI DAHYABHAI,,,,,2,#019733,955799
PATAN,12061,2014,Gujarat,None of the Above,None of the Above,,,,,3,#999,955799
PATAN,9900,2014,Gujarat,Bahujan Samaj Party,PARMAR MAGANBHAI AMARABHAI,,,,,4,#77968E,955799
PATAN,7492,2014,Gujarat,Independent,VAGHDA JIVABHAI DEVABHAI,,,,,5,#95b3d7,955799
PATAN,6188,2014,Gujarat,Janata Dal  (United),GOVINDJI OKHAJI THAKOR,,,,,6,#8064a2,955799
PATAN,5629,2014,Gujarat,Independent,MOLAPIYA ABDULKUDUS ABDULMAJID,,,,,7,#95b3d7,955799
PATAN,2760,2014,Gujarat,Bahujan Mukti Party,JAKASIJI JOGAJI THAKOR,,,,,8,#999,955799
PATAN,2550,2014,Gujarat,Independent,BHORANIYA SOYABBHAI HASAMBHAI,,,,,9,#95b3d7,955799
PATAN,2539,2014,Gujarat,Independent,CHHAGANBHAI NARANBHAI PRAJAPATI,,,,,10,#95b3d7,955799
PATAN,1978,2014,Gujarat,Independent,JAGRALA  IMRAN MAHEMUD,,,,,11,#95b3d7,955799
PATAN,1843,2014,Gujarat,Samajwadi Party,BABUBHAI KARSHANBHAI RABARI,,,,,12,#B15928,955799
PATAN,1840,2014,Gujarat,Independent,IMRANKHAN MAHMADKHAN NAGORI,,,,,13,#95b3d7,955799
PATAN,1752,2014,Gujarat,Independent,DESAI ISHWARBHAI MAHADEVBHAI,,,,,14,#95b3d7,955799
PATAN,910,2014,Gujarat,Republican Party of India Ektavadi,PARMAR BHAICHANDBHAI SOMABHAI,,,,,15,#999,955799
MAHESANA,580250,2014,Gujarat,Bharatiya Janata Party,PATEL JAYSHREEBEN KANUBHAI,,,,,1,#FB7B0D,1004258
MAHESANA,371359,2014,Gujarat,Indian National Congress,PATEL JIVABHAI AMBALAL,,,,,2,#019733,1004258
MAHESANA,11615,2014,Gujarat,None of the Above,None of the Above,,,,,3,#999,1004258
MAHESANA,9766,2014,Gujarat,Bahujan Samaj Party,THAKOR KEVALJI NATHAJI,,,,,4,#77968E,1004258
MAHESANA,6139,2014,Gujarat,Independent,MAHMAD AZAM HAIDERKHAN PATHAN,,,,,5,#95b3d7,1004258
MAHESANA,5982,2014,Gujarat,Independent,PRAJAPATI VITTHALBHAI VIRDAS,,,,,6,#95b3d7,1004258
MAHESANA,4825,2014,Gujarat,Bharatiya National Janta Dal,GIRISHJI JENAJI DABHI,,,,,7,#999,1004258
MAHESANA,3731,2014,Gujarat,Aam Aadmi Party,SMT VANDANABEN DINESHKUMAR PATEL,,,,,8,#999,1004258
MAHESANA,2427,2014,Gujarat,Independent,THAKOR SAMARATJI BALVANTSINH,,,,,9,#95b3d7,1004258
MAHESANA,1804,2014,Gujarat,Independent,THAKOR BABUJI DHANAJI,,,,,10,#95b3d7,1004258
MAHESANA,1653,2014,Gujarat,Independent,THAKOR BALDEVJI MAGANJI,,,,,11,#95b3d7,1004258
MAHESANA,1340,2014,Gujarat,Samajwadi Party,ZALA INDRAJITSINH MAHENDRASINH,,,,,12,#B15928,1004258
MAHESANA,1251,2014,Gujarat,Bahujan Mukti Party,THAKOR MANSANGJI PUNJAJI,,,,,13,#999,1004258
MAHESANA,1084,2014,Gujarat,Vishva Hindustani Sangathan,CHAUDHARY DINESHBHAI SALUBHAI,,,,,14,#999,1004258
MAHESANA,1032,2014,Gujarat,Hindustan Janta Party,PATEL DILIPBHAI SOMABHAI,,,,,15,#999,1004258
SABARKANTHA,552205,2014,Gujarat,Bharatiya Janata Party,RATHOD DIPSINH SHANKARSINH,,,,,1,#FB7B0D,1094002
SABARKANTHA,467750,2014,Gujarat,Indian National Congress,SHANKERSINH VAGHELA BAPU,,,,,2,#019733,1094002
SABARKANTHA,22334,2014,Gujarat,None of the Above,None of the Above,,,,,3,#999,1094002
SABARKANTHA,16665,2014,Gujarat,Bahujan Samaj Party,BHAMBHI CHANDUBHAI MULCHANDBHAI,,,,,4,#77968E,1094002
SABARKANTHA,9795,2014,Gujarat,Independent,SOLANKI CHHAGANBHAI KEVALABHAI,,,,,5,#95b3d7,1094002
SABARKANTHA,9046,2014,Gujarat,Bharatiya National Janta Dal,PATEL BHOGILAL HARIBHAI,,,,,6,#999,1094002
SABARKANTHA,6816,2014,Gujarat,Independent,VELANI SHANTILAL KARAMSHI,,,,,7,#95b3d7,1094002
SABARKANTHA,3527,2014,Gujarat,Independent,BALUSINGH SOMANSINGH NARVE,,,,,8,#95b3d7,1094002
SABARKANTHA,2314,2014,Gujarat,Samajwadi Party,SHEKH ARIF KHAN,,,,,9,#B15928,1094002
SABARKANTHA,1876,2014,Gujarat,Independent,PATEL PURUSOTTAMBHAI AMBALAL,,,,,10,#95b3d7,1094002
SABARKANTHA,1674,2014,Gujarat,Independent,PATEL ISHWARBHAI SAKRAJI,,,,,11,#95b3d7,1094002
GANDHINAGAR,773539,2014,Gujarat,Bharatiya Janata Party,L.K.ADVANI,,,,,1,#FB7B0D,1135495
GANDHINAGAR,290418,2014,Gujarat,Indian National Congress,KIRITBHAI ISHVARBHAI PATEL,,,,,2,#019733,1135495
GANDHINAGAR,19966,2014,Gujarat,Aam Aadmi Party,RITURAJ MEHTA,,,,,3,#999,1135495
GANDHINAGAR,12777,2014,Gujarat,None of the Above,None of the Above,,,,,4,#999,1135495
GANDHINAGAR,9767,2014,Gujarat,Independent,RAHUL CHIMANBHAI MEHTA,,,,,5,#95b3d7,1135495
GANDHINAGAR,6705,2014,Gujarat,Independent,VAGHELA KISHORSINH MAHOBATSINH,,,,,6,#95b3d7,1135495
GANDHINAGAR,6068,2014,Gujarat,Bahujan Samaj Party,NIRANJAN GHOSH,,,,,7,#77968E,1135495
GANDHINAGAR,3767,2014,Gujarat,Independent,M. K. SHAH,,,,,8,#95b3d7,1135495
GANDHINAGAR,3177,2014,Gujarat,Independent,RAJ PRAJAPATI,,,,,9,#95b3d7,1135495
GANDHINAGAR,1639,2014,Gujarat,Bahujan Mukti Party,AJMALBHAI RAMABHAI VANIYA,,,,,10,#999,1135495
GANDHINAGAR,1474,2014,Gujarat,Independent,BRAHMBHATT SANJAYBHAI AMARKUMAR,,,,,11,#95b3d7,1135495
GANDHINAGAR,984,2014,Gujarat,Independent,BIRJUSINH MOTISINH KSHATRIYA,,,,,12,#95b3d7,1135495
GANDHINAGAR,924,2014,Gujarat,Independent,PAGI GANPATBHAI MAVJIBHAI,,,,,13,#95b3d7,1135495
GANDHINAGAR,809,2014,Gujarat,Vishva Hindustani Sangathan,THAKOR RAVAJI JUHAJI,,,,,14,#999,1135495
GANDHINAGAR,793,2014,Gujarat,Independent,DESAI KHODABHAI LALJIBHAI,,,,,15,#95b3d7,1135495
GANDHINAGAR,684,2014,Gujarat,Independent,DIPIKABEN SUTARIYA,,,,,16,#95b3d7,1135495
GANDHINAGAR,683,2014,Gujarat,Loktantrik Rashrtavadi Party,MANOJ J. NAYAK,,,,,17,#999,1135495
GANDHINAGAR,668,2014,Gujarat,Independent,THAKOR CHANDRASINH JAVANSINH,,,,,18,#95b3d7,1135495
GANDHINAGAR,653,2014,Gujarat,National Youth Party,PATEL PIYUSHKUMAR DASHRATHLAL,,,,,19,#999,1135495
AHMEDABAD EAST,633582,2014,Gujarat,Bharatiya Janata Party,PARESH RAWAL,,,,,1,#FB7B0D,985525
AHMEDABAD EAST,306949,2014,Gujarat,Indian National Congress,PATEL HIMMATSINGH PRAHLADSINGH,,,,,2,#019733,985525
AHMEDABAD EAST,14358,2014,Gujarat,None of the Above,None of the Above,,,,,3,#999,985525
AHMEDABAD EAST,11349,2014,Gujarat,Aam Aadmi Party,DINESH VAGHELA,,,,,4,#999,985525
AHMEDABAD EAST,6023,2014,Gujarat,Bahujan Samaj Party,ROHIT RAJUBHAI VIRJIBHAI ALIAS MANOJBHAI SONTARIYA,,,,,5,#77968E,985525
AHMEDABAD EAST,4046,2014,Gujarat,Independent,ROSHAN PRIYAVADAN SHAH,,,,,6,#95b3d7,985525
AHMEDABAD EAST,2299,2014,Gujarat,Independent,DASHRATHBHAI M. DEVDA,,,,,7,#95b3d7,985525
AHMEDABAD EAST,1201,2014,Gujarat,Independent,ANILKUMAR SHARMA,,,,,8,#95b3d7,985525
AHMEDABAD EAST,1094,2014,Gujarat,Independent,ATIKBHAI MEV,,,,,9,#95b3d7,985525
AHMEDABAD EAST,987,2014,Gujarat,Vishva Hindustani Sangathan,ADITYA RAVAL,,,,,10,#999,985525
AHMEDABAD EAST,895,2014,Gujarat,Akhil Bharatiya Congress Dal (Ambedkar),KHALIFA SAMSUDDIN NASIRUDDIN (JUGNU),,,,,11,#999,985525
AHMEDABAD EAST,782,2014,Gujarat,Bahujan Suraksha Dal,NARANBHAI T. SENGAL (DR.N.T.SENGAL),,,,,12,#999,985525
AHMEDABAD EAST,704,2014,Gujarat,Hindusthan Nirman Dal,VIJAYKUMAR M. VADHEL,,,,,13,#999,985525
AHMEDABAD EAST,698,2014,Gujarat,Prajatantra Aadhar Party,BUDDHPRIYA JASVANT SOMABHAI,,,,,14,#999,985525
AHMEDABAD EAST,558,2014,Gujarat,Janata Dal  (United),DUTT AAKASH - ADVOCATE,,,,,15,#8064a2,985525
AHMEDABAD WEST,617104,2014,Gujarat,Bharatiya Janata Party,DR. KIRIT P SOLANKI,,,,,1,#FB7B0D,964609
AHMEDABAD WEST,296793,2014,Gujarat,Indian National Congress,ISHWARBAHI DHANABHAI MAKWANA,,,,,2,#019733,964609
AHMEDABAD WEST,17332,2014,Gujarat,Aam Aadmi Party,J J MEVADA,,,,,3,#999,964609
AHMEDABAD WEST,16571,2014,Gujarat,None of the Above,None of the Above,,,,,4,#999,964609
AHMEDABAD WEST,6205,2014,Gujarat,Bahujan Samaj Party,CHAVDA MANSUKHBHAI NAGARBHAI,,,,,5,#77968E,964609
AHMEDABAD WEST,2837,2014,Gujarat,Independent,SOLANKI VITTHALBHAI MAGANBHAI,,,,,6,#95b3d7,964609
AHMEDABAD WEST,2564,2014,Gujarat,Bahujan Mukti Party,DR J G PARMAR,,,,,7,#999,964609
