age,category,color,electors,name,party,pc,polled_votes,rank,sex,state,votes,year
,,#019733,387950,LOKANATH MISRA,INC,PURI,155622,1,,ORISSA,85945,1951
,,#019733,393599,T. SANGANA,INC,RAYAGADA PHULBANI,0,1,,ORISSA,0,1951
,,#999,390596,NATABAR PANDEY,GP,SAMBALPUR,128485,1,,ORISSA,70622,1951
,,#019733,389204,SIBNARAYAN SINGH,INC,SUNDARGARH,179734,1,,ORISSA,74062,1951
,,#999,713275,HUKAM SINGH,SAD,KAPURTHALA BHATINDA,863273,1,,PATIALA AND EAST PUNJAB STATES UNION,210067,1951
,,#019733,333436,HIRA SINGH,INC,MOHINDERGARH,180559,1,,PATIALA AND EAST PUNJAB STATES UNION,57290,1951
,,#019733,367485,RAM PARTAP,INC,PATIALA,219562,1,,PATIALA AND EAST PUNJAB STATES UNION,103552,1951
,,#95b3d7,349335,RANJIT SINGH,IND,SANGRUR,211718,1,,PATIALA AND EAST PUNJAB STATES UNION,70569,1951
,,#019733,365025,TEK CHAND,INC,AMBALA SIMLA,200028,1,,PUNJAB,98249,1951
,,#019733,360735,GURMUKH SINGH MUSAFFAR,INC,AMRITSAR,180439,1,,PUNJAB,86382,1951
,,#019733,360933,ATMA SINGH,INC,FAZILKA SIRSA,214413,1,,PUNJAB,75412,1951
,,#999,764171,LAL SINGH,SAD,FEROZEPORE LUDHIANA,811732,1,,PUNJAB,157908,1951
,,#019733,353804,TEJA SINGH,INC,GURDASPUR,182413,1,,PUNJAB,86052,1951
,,#019733,381963,THAKAR DAS,INC,GURGAON,251946,1,,PUNJAB,113269,1951
,,#019733,370693,ACHINT RAM,INC,HISSAR,188389,1,,PUNJAB,66266,1951
,,#019733,775828,DIWAN CHAND,INC,HOSHIARPUR,799356,1,,PUNJAB,198585,1951
,,#019733,359274,AMAR NATH,INC,JALANDHAR,199468,1,,PUNJAB,100103,1951
,,#019733,382413,GHAMANDI LAL,INC,JHAJJAR REWARI,246224,1,,PUNJAB,102435,1951
,,#019733,338943,HEM RAJ,INC,KANGRA,159053,1,,PUNJAB,102669,1951
,,#019733,765032,SUBHADRA JOSHI,INC,KARNAL,842918,1,,PUNJAB,203588,1951
,,#019733,398321,BALDEV SINGH,INC,NAWAN SHAHR,250375,1,,PUNJAB,116109,1951
,,#019733,363546,RANBIR SINGH,INC,ROHTAK,253188,1,,PUNJAB,108148,1951
,,#019733,377664,SURJIT SINGH,INC,TARN TARAN,212396,1,,PUNJAB,78207,1951
,,#019733,382999,SOBHA RAM,INC,ALWAR,199856,1,,RAJASTHAN,112121,1951
,,#019733,396575,BHIKHA BHAI,INC,BANSWARA DUNGARPUR,117265,1,,RAJASTHAN,80064,1951
,,#95b3d7,369470,BHAWANI SINGH,IND,BARMER JALORE,128092,1,,RAJASTHAN,81546,1951
,,#95b3d7,748347,GIRRAJ SHARAN SINGH,IND,BHARATPUR SAWAIMADHOPUR,687306,1,,RAJASTHAN,196391,1951
,,#999,419186,HARI RAM,RRP,BHILWARA,108838,1,,RAJASTHAN,51562,1951
,,#95b3d7,397481,MAHARAJA KARNI SINGH,IND,BIKANER CHURU,187557,1,,RAJASTHAN,117926,1951
,,#999,405205,UMASHANKER,BJS,CHITTOOR,112548,1,,RAJASTHAN,52460,1951
,,#019733,758860,PANNA LAL,INC,GANGANAGAR JHUNJHUNU,662222,1,,RAJASTHAN,154079,1951
,,#019733,397855,DAULAT MAL,INC,JAIPUR,119094,1,,RAJASTHAN,49773,1951
,,#019733,382763,RAM KARAN JOSHI,INC,JAIPUR SAWAIMADHOPUR,122770,1,,RAJASTHAN,66197,1951
,,#95b3d7,402871,HANWANT SINGH,IND,JODHPUR,177850,1,,RAJASTHAN,139833,1951
,,#999,411738,CHANDRA SEN,RRP,KOTAB BUNDI,93005,1,,RAJASTHAN,41715,1951
,,#019733,361030,NEMICHAND KASILWAL,INC,KOTAH JHALAWAR,94936,1,,RAJASTHAN,38518,1951
,,#95b3d7,383209,GAJADHAR,IND,NAGAUR PALI,200411,1,,RAJASTHAN,94105,1951
,,#999,323013,NAND LAL,RRP,SIKAR,134158,1,,RAJASTHAN,52980,1951
,,#95b3d7,380210,AJIT SINGH,IND,SIROHI PALI,159335,1,,RAJASTHAN,99925,1951
,,#019733,387328,PANNA LAL KAUSHIK,INC,TONK,129770,1,,RAJASTHAN,60980,1951
,,#019733,368279,BALWANT SINGH,INC,UDAIPUR,91944,1,,RAJASTHAN,37331,1951
,,#019733,310380,MEHTA BALWANTRAI GOPALJI,INC,GOHILWAD,124240,1,,SAURASHTRA,80256,1951
,,#019733,288399,SHAH CHIMANLAL CHAKUBHAI,INC,GOHILWAD SORATH,163639,1,,SAURASHTRA,118239,1951
,,#019733,295369,MAJOR GEN. M. S. HIMATSINHJI,INC,HALAR,0,1,,SAURASHTRA,0,1951
,,#019733,312441,JOSHI JETHALAL HARIKRISHNA,INC,MADHYA SAURASHTRA,139962,1,,SAURASHTRA,86003,1951
,,#019733,316584,NATHIWANI NARENDRA,INC,SORATH,170901,1,,SAURASHTRA,123581,1951
,,#019733,315707,PARIKH RASIKLAL UMEDCHAND,INC,ZALAWAD,163963,1,,SAURASHTRA,98033,1951
,,#95b3d7,349268,P. T. PUNNOSE,IND,ALAPPUZHA,275409,1,,TRAVANCORE COCHIN,158430,1951
,,#95b3d7,351642,V. PARAMESWARAN NAIR,IND,CHIRAYINKIL,233287,1,,TRAVANCORE COCHIN,94771,1951
,,#019733,348264,K. T. ACHYUTHAN,INC,CRANGANNUR,239313,1,,TRAVANCORE COCHIN,93216,1951
,,#019733,355060,A. M. THOMAS,INC,ERNAKULAM,247832,1,,TRAVANCORE COCHIN,103834,1951
,,#019733,354046,C. P. MATHEW,INC,KOTTAYAM,284961,1,,TRAVANCORE COCHIN,170654,1951
,,#019733,355235,P. T. CHACKO,INC,MEENACHIL,267829,1,,TRAVANCORE COCHIN,130245,1951
,,#999,343195,A. NESAMONY,TTC,NAGERCOIL,227904,1,,TRAVANCORE COCHIN,115893,1951
,,#999,705598,SREEKANTAN NAIR,RSP,QUILON CUM MAVELIKARA,1028391,1,,TRAVANCORE COCHIN,220312,1951
,,#019733,352821,MATHEN C. P.,INC,THIRUVALLA,257600,1,,TRAVANCORE COCHIN,153823,1951
,,#95b3d7,356512,ANNIE MASCARENE,IND,THIRUVANANTHAPURAM,255044,1,,TRAVANCORE COCHIN,116617,1951
,,#019733,338603,IYYUNNI CHALAKKA,INC,TRICHUR,172906,1,,TRAVANCORE COCHIN,70300,1951
,,#DE0000,179607,DASARATHA DEB,CPI,TRIPURA EAST,79520,1,,TRIPURA,42866,1951
,,#DE0000,150199,BIRENDRA CHANDRA DUTT,CPI,TRIPURA WEST,77851,1,,TRIPURA,53592,1951
,,#019733,376255,RAGHUBIR SINGH,INC,AGRA DISTRICT (EAST),156403,1,,UTTAR PRADESH,70154,1951
,,#019733,374135,ACHAL SINGH SETH,INC,AGRA DISTRICT (WEST),177414,1,,UTTAR PRADESH,102181,1951
,,#019733,772202,NARDEO JI,INC,ALIGARH DISTRICT,744815,1,,UTTAR PRADESH,206335,1951
,,#019733,749750,JAWAHAR LAL NEHRU,INC,ALLAHABAD DISTT (EAST) CUM JAUNPUR DISTT (WEST),603022,1,,UTTAR PRADESH,233571,1951
,,#019733,363930,SRI PRAKASA,INC,ALLAHABAD DISTT (WEST),129771,1,,UTTAR PRADESH,68708,1951
,,#019733,373707,DEVI DATT,INC,ALMORA DISTRICT (NORTH EAST),100667,1,,UTTAR PRADESH,54964,1951
,,#019733,383060,ALGU RAI SHASTRI,INC,AZAMGARH DISTRICT (EAST) CUM BALLIA DISTRICT (WEST),153266,1,,UTTAR PRADESH,47559,1951
,,#019733,760755,VISHWA NATH,INC,AZAMGARH DISTRICT (WEST),555502,1,,UTTAR PRADESH,112449,1951
,,#019733,343647,RAFI AHMAD KIDWAI,INC,BAHRAICH DISTRICT (EAST),96028,1,,UTTAR PRADESH,47624,1951
,,#019733,368993,JOGENDRA SINGH,INC,BAHRAICH DISTRICT (WEST),142131,1,,UTTAR PRADESH,60298,1951
,,#95b3d7,368287,MURLI MANOHAR,IND,BALLIA DISTRICT (EAST),126480,1,,UTTAR PRADESH,47393,1951
,,#019733,359514,RAGHUNATH SINGH,INC,BANARAS DISTRICT (CENTRAL),162478,1,,UTTAR PRADESH,78763,1951
,,#019733,372480,TRIBHUAN NARAIN SINGH,INC,BANARAS DISTRICT (EAST),153123,1,,UTTAR PRADESH,65446,1951
,,#019733,780133,SHIVE DAYAL,INC,BANDA DISTRICT CUM FATEHPUR DISTRICT,356961,1,,UTTAR PRADESH,87353,1951
,,#019733,379600,SATISH CHANDRA,INC,BAREILLY DISTRICT (SOUTH),138758,1,,UTTAR PRADESH,66740,1951
,,#019733,374224,UDAI SHANKER DUBEY,INC,BASTI DISTRICT (NORTH),172752,1,,UTTAR PRADESH,128312,1951
,,#019733,730319,RAM SHANKER LAL,INC,BASTI DISTT CENTRAL (EAST) CUM GORAKHPUR DISTT (WEST),498251,1,,UTTAR PRADESH,193733,1951
,,#019733,381477,NEMI SARAN,INC,BIJNOR DISTRICT (SOUTH),190669,1,,UTTAR PRADESH,75018,1951
,,#019733,354848,BADAN SING,INC,BUDAUN DISTRICT (WEST),131103,1,,UTTAR PRADESH,71074,1951
,,#019733,770017,BALMIKI KANHAIYA LAL,INC,BULANDSHAHR DISTRICT,696063,1,,UTTAR PRADESH,223717,1951
,,#019733,373627,MAHAVIR TYAGI,INC,DEHRA DUN DISTT CUM BIJNOR DISTT (NORTH WEST) CUM SAHARANPUR DISTRICT (WEST),191655,1,,UTTAR PRADESH,122141,1951
,,#B15928,360505,RAM JI,SP,DEORIA DISTRICT (EAST),127752,1,,UTTAR PRADESH,62133,1951
,,#019733,356039,SARAYU,INC,DEORIA DISTRICT (SOUTH),119616,1,,UTTAR PRADESH,53530,1951
,,#019733,369077,BISHWA NATH,INC,DEORIA DISTRICT (WEST),114804,1,,UTTAR PRADESH,63325,1951
,,#019733,352544,RAGHUBIR SAHAI,INC,ETAH DISCTICT NORTH EAST CUM BUDAUN DISTT (EAST),153239,1,,UTTAR PRADESH,63147,1951
,,#019733,365009,ROHAN LAL CHATURVEDI,INC,ETAH DISTRICT (CENTRAL),168730,1,,UTTAR PRADESH,68367,1951
,,#019733,361599,DIGAMBER SINGH,INC,ETAH DISTT (WEST) CUM MAINPURI DISTT (WEST) CUM MATHURA DISTRICT (EAST),185634,1,,UTTAR PRADESH,104536,1951
,,#019733,718760,PANNA LAL,INC,FAIZABAD DISTT (NORTH WEST),526515,1,,UTTAR PRADESH,130002,1951
,,#019733,407275,MOOL CHAND DUBE,INC,FARRUKHABAD DISTRICT (NORTH),167836,1,,UTTAR PRADESH,86024,1951
,,#019733,347009,BHAKTADARSHAN,INC,GARHWAL DISTT (EAST) CUM MORADABAD DISTT (NORTH EAST),96529,1,,UTTAR PRADESH,65994,1951
,,#95b3d7,373418,MAHARANI SAHIBA KAMLENDU MATI SHAH,IND,GARHWAL DISTT (WEST) CUM TEHRI GARHWAL DISTT CUM BIJNOR DISTT (NORTH),135092,1,,UTTAR PRADESH,68811,1951
,,#019733,392667,HAR PRASAD,INC,GHAZIPUR DISTRICT (WEST),169758,1,,UTTAR PRADESH,52809,1951
,,#B15928,360946,RAM NAGINA,SP,GHAZIPUR DISTT (EAST) CUM BALLIA DISTRICT SOUTH (WEST),117115,1,,UTTAR PRADESH,44195,1951
,,#019733,337344,KESHO DEO MALVIYA,INC,GONDA DISTRICT (EAST) CUM BASTI DISTRICT (WEST),117305,1,,UTTAR PRADESH,68516,1951
,,#019733,364459,CHOWDHARI HYDER HUSAIN,INC,GONDA DISTRICT (NORTH),164274,1,,UTTAR PRADESH,82217,1951
,,#999,380009,NAYAR SHAKUNTALA,HMS,GONDA DISTRICT (WEST),131240,1,,UTTAR PRADESH,66330,1951
,,#019733,388724,DASRATH PD. DIVEDI,INC,GORAKHPUR DISTRICT (CENTRAL),144643,1,,UTTAR PRADESH,108898,1951
,,#019733,369306,HARI SHANKER PRASAD,INC,GORAKHPUR DISTRICT (NORTH),120382,1,,UTTAR PRADESH,67341,1951
,,#019733,342796,SINHASAN SINGH,INC,GORAKHPUR DISTRICT (SOUTH),104695,1,,UTTAR PRADESH,57450,1951
,,#019733,336458,MANNU LAL DUVEDI,INC,HAMIRPUR DISTRICT,128684,1,,UTTAR PRADESH,42118,1951
,,#019733,754683,BASHIR HUSAIN ZAIDI,INC,HARDOI DISTT (NORTH WEST) CUM FARRUKHABAD DISTT (EAST) CUM SHAHJANPUR DISTT (SOUTH),532687,1,,UTTAR PRADESH,111883,1951
,,#019733,753180,LOTAN RAM,INC,JALAUN DISTT CUM ETAWAH DISTT (WEST) CUM JHANSI DISTT (NORTH),584312,1,,UTTAR PRADESH,151820,1951
,,#019733,709849,BIRBAL SINGH,INC,JAUNPUR DISTRICT (EAST),563586,1,,UTTAR PRADESH,177285,1951
,,#019733,359042,DHULEKAR RAGHUNATH,INC,JHANSI DISTRICT (SOUTH),135532,1,,UTTAR PRADESH,83714,1951
,,#019733,395486,HARI HAR NATH SHASTRI,INC,KANPUR DISTRICT CENTRAL,136821,1,,UTTAR PRADESH,88812,1951
,,#019733,376278,BAL KRISHNA SHARMA,INC,KANPUR DISTRICT SOUTH CUM ETAWAH DISTRICT,160257,1,,UTTAR PRADESH,78355,1951
,,#019733,365691,V. N. TIWARI,INC,KANPUR DISTT NORTH CUM FARRUKHABAD DISTT SOUTH,166635,1,,UTTAR PRADESH,83859,1951
,,#019733,353447,VIJAI LAXMI PANDIT,INC,LUCKNOW DISTRICT CENTRAL,148569,1,,UTTAR PRADESH,102764,1951
,,#019733,730269,GANGA DEVI,INC,LUCKNOW DISTT CUM BARA BANKI DISTT,498095,1,,UTTAR PRADESH,123427,1951
,,#019733,340120,BADSHAH GUPTA,INC,MAINPURI DISTRICT (EAST),139345,1,,UTTAR PRADESH,61736,1951
,,#019733,376706,KRISHNA CHANDRA,INC,MATHURA DISTRICT (WEST),182335,1,,UTTAR PRADESH,71235,1951
,,#019733,394599,SHAH NAWAZ KHAN,INC,MEERUT DISTRICT (NORTH EAST),209089,1,,UTTAR PRADESH,125288,1951
,,#019733,374338,KRISHNA CHANDRA SHARMA,INC,MEERUT DISTRICT (SOUTH),185764,1,,UTTAR PRADESH,117256,1951
,,#019733,357437,KHUSHI RAM SHARMA,INC,MEERUT DISTRICT (WEST),205243,1,,UTTAR PRADESH,124601,1951
,,#019733,720697,RUP NARAIN,INC,MIRZAPUR DISTRICT CUM BANARAS DISTRICT (WEST),517177,1,,UTTAR PRADESH,135831,1951
,,#019733,387330,HIFZUL REHMAN,INC,MORADABAD DISTRICT,163085,1,,UTTAR PRADESH,97863,1951
,,#019733,367788,RAM SARAN,INC,MORADABAD DISTRICT (WEST),156871,1,,UTTAR PRADESH,74644,1951
,,#019733,375540,TRIPATHI HIRA BALLABH,INC,MUZAFFARNAGAR DISTRICT (SOUTH),199562,1,,UTTAR PRADESH,103994,1951
,,#019733,341976,C. D. PANDE,INC,NAINI TAL DISTT CUM ALMORA DISTT (SOUTH WEST) CUM BAREILLY DISTT (NORTH),129142,1,,UTTAR PRADESH,74314,1951
,,#019733,328961,MUKUND LAL AGARWALA,INC,PILIBHIT DISTT CUM BAREILLY DISTT (EAST),128991,1,,UTTAR PRADESH,55612,1951
,,#019733,362654,MUNISHWAR DUTT UPADHYAYA,INC,PRATAPGARH DISTT (EAST),122001,1,,UTTAR PRADESH,77668,1951
,,#019733,696634,FEROZE GANDHI,INC,PRATAPGARH DISTT (WEST) CUM RAE BARELI DISTT (EAST),481131,1,,UTTAR PRADESH,158569,1951
,,#019733,376635,ABUL KALAM AZAD,INC,RAMPUR DISTRICT CUM BAREILLY DISTRICT (WEST),181607,1,,UTTAR PRADESH,108180,1951
,,#019733,717483,SUNDER LAL,INC,SAHARANPUR DISTT (WEST) CUM MUZAFFER NAGAR DISTT (NORTH),711289,1,,UTTAR PRADESH,253220,1951
,,#019733,800993,RAMESHWAR PRASAD NEVATIA,INC,SHAJAHANPUR DISTT (NORTH) CUM KHERI DISTT (EAST),479588,1,,UTTAR PRADESH,126252,1951
,,#019733,772283,PRAGI LAL,INC,SITAPUR DISTT CUM KHERI DISTT (WEST),531924,1,,UTTAR PRADESH,134275,1951
,,#019733,362718,B. V. KESKAR,INC,SULTANPUR DISTRICT (SOUTH),136044,1,,UTTAR PRADESH,74242,1951
,,#019733,377670,M. A. KAZMI,INC,SULTANPUR DISTT (NORTH) CUM FAIZABAD DISTT (SOUTH WEST),112311,1,,UTTAR PRADESH,46091,1951
,,#019733,744918,VISHAMABHER DAYA L,INC,UNNAO DISTRICT CUM RAE BARELI DISTT (WEST) CUM HARDOI DISTRICT (SOUTH EAST),504827,1,,UTTAR PRADESH,168081,1951
,,#019733,587455,RAM SAHAI TIWARI,INC,CHHATARPUR DATIA TIKAMGARH,347010,1,,VINDHYA PRADESH,82104,1951
,,#019733,284152,RAJBHAN SINGH,INC,REWA,97630,1,,VINDHYA PRADESH,26549,1951
,,#019733,293454,UPADHIYA S. D.,INC,SATNA,101641,1,,VINDHYA PRADESH,48800,1951
,,#B15928,595865,BHAGWAN DUTTA SHASTRI,SP,SHAHDOL SIDHI,159557,1,,VINDHYA PRADESH,62033,1951
,,#019733,719632,JAGANNATH KOLEY,INC,BANKURA,565367,1,,WEST BENGAL,108885,1951
,,#019733,365287,DAS RAMANANDA,INC,BARRACKPORE,159207,1,,WEST BENGAL,81585,1951
,,#DE0000,762830,CHAKRAVARTTY RENU,CPI,BASIRHAT,626043,1,,WEST BENGAL,172182,1951
,,#999,371621,TRIDIB CHAUDHURI,RSP,BERHAMPORE,178873,1,,WEST BENGAL,82579,1951
,,#019733,761831,ANIL KUMAR CHANDA,INC,BIRBHUM,503410,1,,WEST BENGAL,116734,1951
,,#019733,722434,ATULLA GHOSE,INC,BURDWAN,512219,1,,WEST BENGAL,119987,1951
,,#DE0000,375515,HIRENDRA NATH MUKHERJEE,CPI,CALCUTTA NORTH EAST,143132,1,,WEST BENGAL,71970,1951
,,#999,382636,MEGHNATH SHAH,RSP,CALCUTTA NORTH WEST,139731,1,,WEST BENGAL,74124,1951
,,#999,381486,SYAMA PROSAD MOOKERJEE,BJS,CALCUTTA SOUTH EAST,144614,1,,WEST BENGAL,65026,1951
,,#019733,380061,ASHIM KRISHNA DUTT,INC,CALCUTTA SOUTH WEST,144065,1,,WEST BENGAL,73634,1951
,,#019733,375591,"DASS, BASANTA KUMAR",INC,CONTAI,210471,1,,WEST BENGAL,79809,1951
,,#DE0000,730094,BASU KAMAL,CPI,DIAMOND HARBOUR,680143,1,,WEST BENGAL,120982,1951
,,#DE0000,361187,CHOWDHURY NIKUNJA BEHARI,CPI,GHATAL,180379,1,,WEST BENGAL,73435,1951
,,#999,385944,N. C. CHATTERJEE,HMS,HOOGHLY,198385,1,,WEST BENGAL,71798,1951
,,#019733,378918,SANTOSH KUMAR DUTTA,INC,HOWRAH,178071,1,,WEST BENGAL,60929,1951
,,#019733,377219,JONAB ABDUS SATTAR,INC,KALNA KATWA,185672,1,,WEST BENGAL,72682,1951
,,#019733,354919,SURENDRA MOHAN GHOSE,INC,MALDA,145601,1,,WEST BENGAL,81666,1951
,,#999,742739,BANDOPADHYAYA DURGA CHARAN,BJS,MIDNAPORE JHARGRAM,569207,1,,WEST BENGAL,151494,1951
,,#019733,380477,MUHAMMED KHUDA BUKHSH,INC,MURSHIDABAD,186684,1,,WEST BENGAL,124892,1951
,,#019733,381812,LAKSHMI KANTA MAITRA,INC,NABADWIP,159025,1,,WEST BENGAL,91464,1951
,,#019733,931845,UPENDRA NATH BARMAN,INC,NORTH BENGAL,862056,1,,WEST BENGAL,177618,1951
,,#019733,371454,ARUN CHANDRA GUHA,INC,SANTIPUR,160938,1,,WEST BENGAL,80439,1951
,,#DE0000,381914,TUSAR KANTI CHATTOPADHYAYA,CPI,SERAMPORE,190924,1,,WEST BENGAL,77734,1951
,,#019733,375461,"SAMANTA, SATISH CHANDRA",INC,TAMLUK,255379,1,,WEST BENGAL,101109,1951
,,#019733,382085,SATYABAN ROY,INC,ULUBERIA,184939,1,,WEST BENGAL,76719,1951
,,#019733,365483,SUSIL RANJAN CHATTOPADHYAY,INC,WEST DINAJPUR,149398,1,,WEST BENGAL,88815,1951
,,#019733,365889,K. ASHANNA,INC,ADILABAD,176662,1,,ANDHRA PRADESH,91287,1957
,,#019733,393171,PENDEKANTI VENKATA SUBBAIAH,INC,ADONI,117937,1,,ANDHRA PRADESH,83295,1957
,,#DE0000,423056,T. NAGI REDDY,CPI,ANANTAPUR,194554,1,,ANDHRA PRADESH,98976,1957
,,#019733,873993,M. ANANTHASAYANAM AYYANGAR,INC,CHITTOOR,244210,1,,ANDHRA PRADESH,154817,1957
,,#019733,456005,V. RAMI REDDY,INC,CUDDAPAH,197562,1,,ANDHRA PRADESH,101909,1957
,,#019733,418227,KUMARI MOTHEY VEDA KUMARI,INC,ELURU,225340,1,,ANDHRA PRADESH,115280,1957
,,#019733,820319,MISSULA SURYANARAYANA MURTHY,INC,GOLUGONDA,493010,1,,ANDHRA PRADESH,84780,1957
,,#019733,458205,DUGGIRALA BALARAMA KRISHNAIAH,INC,GUDIVADA,284126,1,,ANDHRA PRADESH,155873,1957
,,#019733,505891,K. RAGHURAMAYYA,INC,GUNTUR,267579,1,,ANDHRA PRADESH,158160,1957
,,#019733,401230,K.V. RAMAKRISHNA REDDY,INC,HINDUPUR,109671,1,,ANDHRA PRADESH,66560,1957
,,#019733,283749,VINAYAK RAO,INC,HYDERABAD,116614,1,,ANDHRA PRADESH,77153,1957
,,#019733,903182,B.S. MURTHY,INC,KAKINADA,745933,1,,ANDHRA PRADESH,204319,1957
,,#019733,748201,M.R. KRISHNA,INC,KARIMNAGAR,732963,1,,ANDHRA PRADESH,158820,1957
,,#999,376471,VITTAL RAO,PDF,KHAMMAM,240837,1,,ANDHRA PRADESH,106627,1957
,,#019733,422547,OSMAN ALI KHAN,INC,KURNOOL,103268,1,,ANDHRA PRADESH,81621,1957
,,#019733,372879,E. MADHUSUDHAN RAO,INC,MAHABUBABAD,200672,1,,ANDHRA PRADESH,103964,1957
,,#019733,769063,J. RAMESHWAR RAO,INC,MAHABUBNAGAR,646819,1,,ANDHRA PRADESH,189093,1957
,,#019733,438204,CHEGIREDDI BALI REDDY,INC,MARKAPUR,170026,1,,ANDHRA PRADESH,90883,1957
,,#019733,438973,MANDALI VENKATA KRISHNA RAO,INC,MASULIPATNAM,258626,1,,ANDHRA PRADESH,123242,1957
,,#019733,378686,P. HANMANTH RAO,INC,MEDAK,189121,1,,ANDHRA PRADESH,106511,1957
,,#999,795291,D. VENKATESWAR RAO,PDF,NALGONDA,859439,1,,ANDHRA PRADESH,241512,1957
,,#DE0000,457723,UDDARAJU RAMAM,CPI,NARASAPUR,260037,1,,ANDHRA PRADESH,134119,1957
,,#019733,879574,B. ANJANAPPA,INC,NELLORE,621871,1,,ANDHRA PRADESH,220121,1957
,,#019733,402088,HARISH CHANDRA HEDA,INC,NIZAMABAD,183763,1,,ANDHRA PRADESH,110646,1957
,,#019733,477593,RONDA NARAPA REDDY,INC,ONGOLE,248545,1,,ANDHRA PRADESH,136582,1957
,,#019733,827104,B. SATYANARAYANA,INC,PARVATHIPURAM,494403,1,,ANDHRA PRADESH,126792,1957
,,#019733,430056,D. SATYANARAYANA RAJU,INC,RAJAHMUNDRY,0,1,,ANDHRA PRADESH,0,1957
,,#95b3d7,417694,S. HUSSAIN SHAH,IND,RAJAMPET,0,1,,ANDHRA PRADESH,0,1957
,,#019733,417694,T.N. VISWANATH REDDY,INC,RAJAMPET,0,1,,ANDHRA PRADESH,0,1957
,,#019733,341797,AHMED MOHIUDDIN,INC,SECUNDERABAD,147258,1,,ANDHRA PRADESH,98203,1957
,,#019733,416861,BODDEPALLI RAJAGOPALA RAO,INC,SRIKAKULAM,153238,1,,ANDHRA PRADESH,84797,1957
,,#019733,460055,N.G. RANGA,INC,TENALI,271205,1,,ANDHRA PRADESH,149811,1957
,,#019733,393492,SANGAM LAKSHMI BAI,INC,VICARABAD,0,1,,ANDHRA PRADESH,0,1957
,,#019733,406776,KOMARRAJU ACHAMAMBA,INC,VIJAYAWADA,239762,1,,ANDHRA PRADESH,116861,1957
,,#95b3d7,371425,PUSAPATI VIJAYARAMA GAJAPATHI RAJU,IND,VISAKHAPATNAM,136779,1,,ANDHRA PRADESH,88563,1957
,,#019733,343246,SADAT ALI KHAN,INC,WARANGAL,199543,1,,ANDHRA PRADESH,107249,1957
,,#95b3d7,393735,"HYNNIEWTA, HOOVER",IND,AUTONOMOUS DISTS,117177,1,,ASSAM,58428,1957
,,#019733,729793,TEWARI DWARIKA NATH,INC,CACHAR,393379,1,,ASSAM,219704,1957
,,#019733,309968,"BHAGAVATI, BIJOY CHANDRA",INC,DARRANG,0,1,,ASSAM,0,1957
,,#999,369328,ALI AMJAD,PSP,DHUBRI,174713,1,,ASSAM,101303,1957
,,#019733,346534,"HAZARIKA, JOGENDRA NATH",INC,DIBRUGARH,137398,1,,ASSAM,95238,1957
,,#999,420761,"BARUA, HEM",PSP,GAUHATI,240121,1,,ASSAM,143497,1957
,,#019733,783396,"DEBI, RANI MANJULA",INC,GOALPARA,696041,1,,ASSAM,183974,1957
,,#019733,373626,AHMED MOFIDA,INC,JORHAT,176442,1,,ASSAM,80028,1957
,,#019733,392935,"KATAKI, LILADHAR",INC,NOWGONG,192740,1,,ASSAM,119002,1957
,,#019733,375283,"BORUA, PROFULLA CHANDRA",INC,SIBSAGAR,164601,1,,ASSAM,92374,1957
,,#019733,355668,SATYENDRA NARAIN SINGH,INC,AURANGABAD,141292,1,,BIHAR,89389,1957
,,#019733,300750,BIBHUTI MISHRA,INC,BAGAHA,101822,1,,BIHAR,56380,1957
,,#019733,389809,SHAKUNTALA DEVI,INC,BANKA,154018,1,,BIHAR,78857,1957
,,#019733,356840,TARKESHWARI DEVI,INC,BARH,167987,1,,BIHAR,78929,1957
,,#019733,402037,MATHURA PRASAD MISHRA,INC,BEGUSARAI,217368,1,,BIHAR,113294,1957
,,#019733,405868,BANARSHI PRASAD JHUNJHUNWALA,INC,BHAGALPUR,180611,1,,BIHAR,93315,1957
,,#95b3d7,366736,KAMAL SINGH,IND,BUXAR,171694,1,,BIHAR,75441,1957
,,#019733,679590,BIPIN BEHARI VERMA,INC,CHAMPARAN,484364,1,,BIHAR,187843,1957
,,#999,389668,RAJENDRA SINGH,PSP,CHAPRA,166322,1,,BIHAR,75994,1957
,,#999,341923,VIJAYA RAJE,CNSPJP,CHATRA,127716,1,,BIHAR,84234,1957
,,#019733,798390,SHREE NARAYAN DASS,INC,DARBHANGA,323395,1,,BIHAR,157710,1957
,,#019733,420606,PRABHAT CHANRA BOSE,INC,DHANBAD,139548,1,,BIHAR,67095,1957
,,#999,750384,SURESH CHANDRA CHUDHURY,JHP,DUMKA,582379,1,,BIHAR,148888,1957
,,#019733,297223,BRAJSHWAR PRASAD,INC,GAYA,121012,1,,BIHAR,57927,1957
,,#999,327591,QUAZI S. A. MATIN,CNSPJP,GIRIDIH,126018,1,,BIHAR,64602,1957
,,#019733,368473,DR. SYED MAHMUD,INC,GOPALGANJ,134227,1,,BIHAR,83520,1957
,,#019733,785053,RAJESHWAR PATEL,INC,HAJIPUR,707039,1,,BIHAR,163476,1957
,,#999,340558,LALITA RAJYA LAKSHMI,CNSPJP,HAZARIBAGH,115905,1,,BIHAR,78486,1957
,,#019733,419604,SHYAM NANDAN MISHRA,INC,JAINAGAR,178811,1,,BIHAR,88936,1957
,,#019733,399840,M.K. GHOSH,INC,JAMSHEDPUR,160822,1,,BIHAR,57063,1957
