age,category,color,electors,name,party,pc,polled_votes,rank,sex,state,votes,year
,,#019733,613519,KONDAJJI BASAPPA,INC,DAVANGERE,412243,1,M,KARNATAKA,244200,1977
,,#019733,535385,MAHISHI SAROJINI BINDURAO,INC,DHARWAD NORTH,356826,1,F,KARNATAKA,205627,1977
,,#019733,575791,MOHSIN F. H.,INC,DHARWAD SOUTH,394314,1,M,KARNATAKA,239210,1977
,,#019733,629721,SIDRAM REDDI,INC,GULBARGA,310522,1,M,KARNATAKA,188381,1977
,,#999,619773,S. NANJESHA GOWDA,BLD,HASSAN,417601,1,M,KARNATAKA,207560,1977
,,#019733,673583,M. V. CHANDRASEKHARA MURTHY,INC,KANAKAPURA,407458,1,M,KARNATAKA,192111,1977
,,#019733,583855,KADAM BALSU PURSU,INC,KANARA,378956,1,M,KARNATAKA,195974,1977
,,#019733,594814,G. Y. KRISHNAN,INC,KOLAR,351490,1,M,KARNATAKA,196290,1977
,,#019733,613378,SIDRAMESHWARA SWAMY BASAYYA,INC,KOPPAL,328481,1,M,KARNATAKA,223451,1977
,,#019733,604439,K. CHICKALINGAIAH,INC,MANDYA,414039,1,M,KARNATAKA,200360,1977
,,#019733,555815,JANARDHANA POOJARI,INC,MANGALORE,388588,1,M,KARNATAKA,233458,1977
,,#019733,596468,H. D. TULSIDAS,INC,MYSORE,364491,1,M,KARNATAKA,195657,1977
,,#019733,599904,RAJSHEKHAR MALLAPPA,INC,RAICHUR,288042,1,M,KARNATAKA,212232,1977
,,#019733,559699,A. R. BADARINARAYAN,INC,SHIMOGA,397294,1,M,KARNATAKA,236065,1977
,,#019733,603974,K. LAKKAPPA,INC,TUMKUR,411216,1,M,KARNATAKA,237086,1977
,,#019733,527780,T. A. PAI,INC,UDUPI,365359,1,M,KARNATAKA,224788,1977
,,#DE0000,525154,P. K. KODIYAN,CPI,ADOOR,421827,1,M,KERALA,227939,1977
,,#019733,579976,V. M. SUDHEERAN,INC,ALAPPUZHA,476886,1,M,KERALA,270451,1977
,,#019733,611107,K. P. UNNIKRISHNAN,INC,BADAGARA,498854,1,M,KERALA,253462,1977
,,#019733,559054,V. A. SEYID MUHAMMAD,INC,CALICUT,448422,1,M,KERALA,231063,1977
,,#019733,564054,VAYALAR RAVI,INC,CHIRAYINKIL,415581,1,M,KERALA,238253,1977
,,#019733,582804,HENRY AUSTIN,INC,ERNAKULAM,457169,1,M,KERALA,227896,1977
,,#019733,578434,C. M. STEPHEN,INC,IDUKKI,415813,1,M,KERALA,228035,1977
,,#DE0000,553360,C. K. CHANDRAPPAN,CPI,KANNUR,447288,1,M,KERALA,225328,1977
,,#019733,578474,RAMACHANDRAN KADANNAPPALLY,INC,KASARAGOD,449568,1,M,KERALA,227305,1977
,,#999,582742,N. SREEKANTAN NAIR,RSP,KOLLAM,447542,1,M,KERALA,272378,1977
,,#999,575946,SKARIAH THOMAS,KEC,KOTTAYAM,456096,1,M,KERALA,242387,1977
,,#999,569228,EBRAHIM SULAIMAN SAIT,MUL,MANJERI,431269,1,M,KERALA,264235,1977
,,#019733,569041,B. K. NAIR,INC,MAVELIKARA,444236,1,M,KERALA,238169,1977
,,#019733,562082,A. C. GEORGE,INC,MUKUNDAPURAM,463849,1,M,KERALA,225095,1977
,,#999,560833,GEORGE J. MATHEW,KEC,MUVATTUPUZHA,453754,1,M,KERALA,249287,1977
,,#019733,574543,K. KUNHAMBU,INC,OTTAPALAM,429103,1,M,KERALA,232412,1977
,,#019733,589253,A. SUNNASAHIB,INC,PALAKKAD,417678,1,M,KERALA,207604,1977
,,#999,573502,G. M. BANATWALA,MUL,PONNANI,421436,1,M,KERALA,269491,1977
,,#DE0000,621533,M. N. GOVINDAN NAIR,CPI,THIRUVANANTHAPURAM,433598,1,M,KERALA,244277,1977
,,#DE0000,549781,K. A. RAJAN,CPI,THRISSUR,426204,1,M,KERALA,221815,1977
,,#019733,19471,MUHAMMED SAYEED PADANNATHA,INC,LAKSHADWEEP,16386,1,M,LAKSHADWEEP,9600,1977
,,#999,546723,KACHARU LAL HEMRAJ JAIN,RPK,BALAGHAT,285743,1,M,MADHYA PRADESH,153980,1977
,,#999,495505,DRIGPAL SHAH KESHRI SHAH,BLD,BASTAR,188889,1,M,MADHYA PRADESH,101007,1977
,,#999,504032,SUBHASH CHANDRA AHUJA,BLD,BETUL,220301,1,M,MADHYA PRADESH,108660,1977
,,#999,649212,RAGHUBIR SINGH MACHHAND,BLD,BHIND,330856,1,M,MADHYA PRADESH,241267,1977
,,#999,616993,ARIF BEG,BLD,BHOPAL,364683,1,M,MADHYA PRADESH,231023,1977
,,#999,546085,NIRANJAN PRASAD KESHARWANI,BLD,BILASPUR,287251,1,M,MADHYA PRADESH,150039,1977
,,#019733,514364,GARGISHANKAR RAMKRISHNA MISHRA,INC,CHHINDWARA,226943,1,M,MADHYA PRADESH,99396,1977
,,#999,624578,NARENDRA SINGH YADVENDRA SINGH,BLD,DAMOH,345483,1,M,MADHYA PRADESH,247451,1977
,,#999,542947,BHARAT SINGH GULAB SINGH,BLD,DHAR,294846,1,M,MADHYA PRADESH,170110,1977
,,#999,602735,MOHAN BHAIYA,BLD,DURG,336251,1,M,MADHYA PRADESH,177922,1977
,,#95b3d7,634123,MADHAV RAO SCINDIA,IND,GUNA,320304,1,M,MADHYA PRADESH,184513,1977
,,#999,587078,NARAYAN KRISHNA SHEJWALKER,BLD,GWALIOR,326353,1,M,MADHYA PRADESH,219838,1977
,,#999,561979,KAMATH HARI VISHNU,BLD,HOSHANGABAD,309021,1,M,MADHYA PRADESH,208596,1977
,,#999,560665,KALYAN JAIN,BLD,INDORE,351754,1,M,MADHYA PRADESH,174278,1977
,,#999,587198,SHARAD YADAV,BLD,JABALPUR,329112,1,M,MADHYA PRADESH,194516,1977
,,#999,581342,MADAN BHAIYA,BLD,JANJGIR,246832,1,M,MADHYA PRADESH,118665,1977
,,#999,518465,BHAGIRATH BHAWAR,BLD,JHABUA,246428,1,M,MADHYA PRADESH,154550,1977
,,#999,546877,AGHANSINGH,BLD,KANKER,254553,1,M,MADHYA PRADESH,151392,1977
,,#999,666008,LAXMI NARAIN NAYAK,BLD,KHAJURAHO,327497,1,M,MADHYA PRADESH,244641,1977
,,#999,524670,PARMANAND THAKURDAS GOVINDJIWALA,BLD,KHANDWA,310039,1,M,MADHYA PRADESH,182031,1977
,,#999,537398,RAMESHWAR PATIDAR,BLD,KHARGONE,320937,1,M,MADHYA PRADESH,163834,1977
,,#999,567454,BRIJLAL VERMA,BLD,MAHASAMUND,303809,1,M,MADHYA PRADESH,182054,1977
,,#999,497295,SHYAMLAL DHURVE,BLD,MANDLA,180493,1,M,MADHYA PRADESH,126646,1977
,,#999,598330,LAXMINARAYAN PANDEY,BLD,MANDSAUR,395041,1,M,MADHYA PRADESH,199688,1977
,,#999,588278,CHHABIRAM ARGAL,BLD,MORENA,270434,1,M,MADHYA PRADESH,172959,1977
,,#999,534616,NARHARI PRASAD SUKHDEO SAI,BLD,RAIGARH,248362,1,M,MADHYA PRADESH,116574,1977
,,#999,519086,PURUSHOTTAM LAL KAUSHIK,BLD,RAIPUR,306240,1,M,MADHYA PRADESH,186296,1977
,,#999,577412,PANDIT VASHANT KUMAR RAM KRISHNA,BLD,RAJGARH,306943,1,M,MADHYA PRADESH,226578,1977
,,#999,539946,MADAN TIWARY,BLD,RAJNANDGAON,275740,1,M,MADHYA PRADESH,178476,1977
,,#999,659111,YAMMUNA PRASAD,BLD,REWA,366930,1,M,MADHYA PRADESH,176634,1977
,,#999,539534,NARMADA PRASAD RAI,BLD,SAGAR,285921,1,M,MADHYA PRADESH,173922,1977
,,#999,628243,GOVIND RAM MIRI,BLD,SARANGARH,219884,1,M,MADHYA PRADESH,116030,1977
,,#999,549984,LARANG SAI,BLD,SARGUJA,231721,1,M,MADHYA PRADESH,165952,1977
,,#999,593300,SUKHENDRA SINGH,BLD,SATNA,350724,1,M,MADHYA PRADESH,249938,1977
,,#999,552085,NIRMAL CHANDRA JAIN,BLD,SEONI,269944,1,M,MADHYA PRADESH,157123,1977
,,#999,580106,DALPAT SINGH PARASTE,BLD,SHAHDOL,232745,1,M,MADHYA PRADESH,164652,1977
,,#999,580748,PHOOL CHAND VERMA,BLD,SHAJAPUR,398729,1,M,MADHYA PRADESH,238787,1977
,,#999,590957,SURYA NARAYAN SINGH,BLD,SIDHI,253659,1,M,MADHYA PRADESH,141968,1977
,,#999,550046,HUKUMCHAND KACHHAWAY,BLD,UJJAIN,355021,1,M,MADHYA PRADESH,202276,1977
,,#999,587424,RAGHAVJI,BLD,VIDISHA,335979,1,M,MADHYA PRADESH,218276,1977
,,#019733,575389,SHINDE ANNASAHEB PANDURANG,INC,AHMEDNAGAR,324234,1,M,MAHARASHTRA,179550,1977
,,#019733,589719,SATHE VASANTRAO PURUSHOTTAM,INC,AKOLA,376008,1,M,MAHARASHTRA,208468,1977
,,#019733,581266,BONDE NANA MAHADEO,INC,AMRAVATI,361716,1,M,MAHARASHTRA,259062,1977
,,#999,656996,BAPU KALDATE,BLD,AURANGABAD,356003,1,M,MAHARASHTRA,201021,1977
,,#999,632214,SAMBHAJIRAO KAKADE,BLD,BARAMATI,375596,1,M,MAHARASHTRA,203148,1977
,,#DE0000,698692,BURANDE GANGADHAR APPA,CPM,BEED,343097,1,M,MAHARASHTRA,197497,1977
,,#999,607535,MANKAR LAXMANRAO BISANJI,BLD,BHANDARA,392601,1,M,MAHARASHTRA,211106,1977
,,#999,659985,GORE MRINAL KESHAV,BLD,BOMBAY NORTH,415009,1,F,MAHARASHTRA,278246,1977
,,#DE0000,677049,AHILYA P. RANGNEKAR,CPM,BOMBAY NORTH CENTRAL,395292,1,F,MAHARASHTRA,228123,1977
,,#999,697754,SUBRAMANIAM SWAMY,BLD,BOMBAY NORTH EAST,424980,1,M,MAHARASHTRA,260699,1977
,,#999,643901,RAM JETHMALANI,BLD,BOMBAY NORTH WEST,403409,1,M,MAHARASHTRA,246446,1977
,,#999,685196,RAJADA RATANSINGH GOKULDAS,BLD,BOMBAY SOUTH,399772,1,M,MAHARASHTRA,226893,1977
,,#999,655937,KAMBLE BAPU CHANDRASEN,BLD,BOMBAY SOUTH CENTRAL,381534,1,M,MAHARASHTRA,194786,1977
,,#999,580389,GAWAI DAULAT GUNAJI,RPK,BULDHANA,342151,1,M,MAHARASHTRA,183460,1977
,,#999,594026,RAJE VISHVESHVARRAO,BLD,CHANDRAPUR,376285,1,M,MAHARASHTRA,209974,1977
,,#019733,631759,THAKUR KRISHNARAO DAGOJI,INC,CHIMUR,436071,1,M,MAHARASHTRA,234902,1977
,,#DE0000,629624,KOM LAHANU SHIDAVA,CPM,DAHANU,298410,1,M,MAHARASHTRA,175538,1977
,,#019733,552925,PATIL VIJAYKUMAR NAVAL,INC,DHULE,314507,1,M,MAHARASHTRA,178735,1977
,,#999,597821,PATIL SONUSING DHANSING,BLD,ERANDOL,351546,1,M,MAHARASHTRA,182680,1977
,,#999,596387,PATIL CHANDRAKANT RAMKRISHNA,BLD,HINGOLI,310357,1,M,MAHARASHTRA,144991,1977
,,#019733,575336,MANE RAJARAM ALIAS BALASAHEB SHANKARRAO,INC,ICHALKARANJI,389254,1,M,MAHARASHTRA,211309,1977
,,#999,589742,BOROLE YASHWANT MANSARAM,BLD,JALGAON,350583,1,M,MAHARASHTRA,170451,1977
,,#999,615197,PUNDALIK HARI DANVE,BLD,JALNA,313082,1,M,MAHARASHTRA,168828,1977
,,#019733,629569,CHAVAN PREMLABAI DAJISAHEB,INC,KARAD,328375,1,F,MAHARASHTRA,243305,1977
,,#019733,553342,ANNASAHEB MAGAR,INC,KHED,296368,1,M,MAHARASHTRA,157947,1977
,,#999,587580,DINKAR BALU PATIL,PWP,KOLABA,345605,1,M,MAHARASHTRA,199463,1977
,,#999,551595,DESAI DAJIBA BALWANTRAO,PWP,KOLHAPUR,374098,1,M,MAHARASHTRA,186077,1977
,,#019733,510732,VIKHE EKNATHRAO VITHALRAO,INC,KOPARGAON,270656,1,M,MAHARASHTRA,181013,1977
,,#999,605229,PATIL UDDHAVRAO SAHEBRRAO,PWP,LATUR,352276,1,M,MAHARASHTRA,178815,1977
,,#999,553698,MAHALE HARI SHANKAR,BLD,MALEGAON,278478,1,M,MAHARASHTRA,144555,1977
,,#019733,608981,AWARI GEV MANCHARSHA,INC,NAGPUR,386119,1,M,MAHARASHTRA,172010,1977
,,#999,649735,DHONDGE KESHAVRAO SHANKARRAO,PWP,NANDED,373652,1,M,MAHARASHTRA,253736,1977
,,#019733,520515,NAIK SURUPSINGH HARIYA,INC,NANDURBAR,306458,1,M,MAHARASHTRA,186949,1977
,,#999,611491,HANDE VITHALRAO GANPATRAO,BLD,NASHIK,326346,1,M,MAHARASHTRA,164258,1977
,,#019733,566631,SHRANGARE TUKARAM SADASHIV,INC,OSMANABAD,273382,1,M,MAHARASHTRA,162934,1977
,,#019733,618058,THORAT SANDIPAN BHAGWAN,INC,PANDHARPUR,308966,1,M,MAHARASHTRA,203709,1977
,,#999,574877,DESHMUKH SHESHRAO APPARAO,PWP,PARBHANI,298503,1,M,MAHARASHTRA,139651,1977
,,#999,606601,MOHAN DHARIA,BLD,PUNE,376666,1,M,MAHARASHTRA,209922,1977
,,#999,536761,MADHU DANDAVATE,BLD,RAJAPUR,325328,1,M,MAHARASHTRA,220855,1977
,,#019733,580036,BARVE JATIRAMJI CHAITRAMJI,INC,RAMTEK,364363,1,M,MAHARASHTRA,196977,1977
,,#999,548334,PARULEKAR BAPUSAHEB,BLD,RATNAGIRI,320708,1,M,MAHARASHTRA,173004,1977
,,#019733,569335,GOTKHINDE GANAPATRAO TUKARAM,INC,SANGLI,327956,1,M,MAHARASHTRA,192125,1977
,,#019733,580157,CHAVAN YASHVANTRAO BALWANTRAO,INC,SATARA,341138,1,M,MAHARASHTRA,260562,1977
,,#019733,525311,DAMANI SURAJRATAN FATEHCHAND,INC,SHOLAPUR,332805,1,M,MAHARASHTRA,183424,1977
,,#999,722136,MHALGI RAMCHANDRA KASHINATH,BLD,THANE,390497,1,M,MAHARASHTRA,230502,1977
,,#019733,608615,GODE SANTOSHRAO VYANKATRAO,INC,WARDHA,415164,1,M,MAHARASHTRA,219442,1977
,,#019733,537856,NAIK VASANTRAO PHULSING,INC,WASHIM,355499,1,M,MAHARASHTRA,213339,1977
,,#019733,574977,JAWADE SHRIDHARRAO NATTHOBAJI,INC,YEOTMAL,390446,1,M,MAHARASHTRA,192228,1977
,,#019733,407918,N. TOMBI SINGH,INC,INNER MANIPUR,247793,1,M,MANIPUR,105740,1977
,,#019733,380305,YANGMASO SHAIZA,INC,OUTER MANIPUR,217548,1,M,MANIPUR,105111,1977
,,#95b3d7,341910,HOPING STONE LYNGDOH,IND,SHILLONG,184146,1,M,MEGHALAYA,55732,1977
,,#019733,188416,PURNA A. SANGMA,INC,TURA,69900,1,M,MEGHALAYA,40288,1977
,,#95b3d7,204480,R. ROTHUAMA,IND,MIZORAM,100725,1,M,MIZORAM,53350,1977
,,#999,473257,RANO M. SHAIZA,UDF,NAGALAND,241154,1,F,NAGALAND,124627,1977
,,#999,313714,SIKANDER BAKHT,BLD,CHANDNI CHOWK,258457,1,M,NCT OF DELHI,185850,1977
,,#999,309550,KANWAR LAL GUPTA,BLD,DELHI SADAR,217730,1,M,NCT OF DELHI,144243,1977
,,#999,511716,KISHORE LAL,BLD,EAST DELHI,354078,1,M,NCT OF DELHI,240594,1977
,,#999,315305,SHIV NARAIN SARSONIA,BLD,KAROL BAGH,215533,1,M,NCT OF DELHI,138691,1977
,,#999,270702,ATAL BIHARI VAJPAYEE,BLD,NEW DELHI,176744,1,M,NCT OF DELHI,125936,1977
,,#999,443858,BRAHM PERKASH,BLD,OUTER DELHI,311941,1,M,NCT OF DELHI,206028,1977
,,#999,382219,VIJAY KUMAR MALHOTRA,BLD,SOUTH DELHI,263512,1,M,NCT OF DELHI,183947,1977
,,#019733,658693,RAMA CHANDRA RATH,INC,ASKA,291261,1,M,ORISSA,121721,1977
,,#999,615737,SAMARENDRA KUNDU,BLD,BALASORE,341260,1,M,ORISSA,190219,1977
,,#019733,607072,JAGANNATH RAO R.,INC,BERHAMPORE,206039,1,M,ORISSA,119132,1977
,,#999,614684,BAIRAGI JENA,BLD,BHADRAK,326377,1,M,ORISSA,198977,1977
,,#DE0000,609164,SIVAJI PATNAIK,CPM,BHUBANESWAR,238229,1,M,ORISSA,106960,1977
,,#999,572122,AINTHU SAHOO,BLD,BOLANGIR,220482,1,M,ORISSA,139103,1977
,,#999,623921,SARAT KUMAR KAR,BLD,CUTTACK,320631,1,M,ORISSA,176445,1977
,,#999,611756,PABITRA MOHAN PRADHAN,BLD,DEOGARH,247615,1,M,ORISSA,117057,1977
,,#999,590280,DEBENDRA SATPATHY,BLD,DHENKANAL,252278,1,M,ORISSA,143008,1977
,,#999,654214,PRADYUMNA KISHORE BAL,BLD,JAGATSINGHPUR,399021,1,M,ORISSA,228620,1977
,,#999,611181,RAMA CHANDRA MALLICK,BLD,JAJPUR,308095,1,M,ORISSA,171191,1977
,,#95b3d7,542033,PRATAP KESHARI DEO,IND,KALAHANDI,182371,1,M,ORISSA,117816,1977
,,#999,629067,BIJAYANANDA PATTANAYAK,BLD,KENDRAPARA,387360,1,M,ORISSA,265868,1977
,,#999,561230,GOVINDA MUNDA,BLD,KEONJHAR,188346,1,M,ORISSA,113790,1977
,,#019733,581428,GIRIDHAR GOMANGO,INC,KORAPUT,142559,1,M,ORISSA,78494,1977
,,#999,557848,CHANDRA MOHAN SINHA,BLD,MAYURBHANJ,206813,1,M,ORISSA,99074,1977
,,#019733,522394,KHAGAPATI PRADHANI,INC,NOWRANGPUR,133361,1,M,ORISSA,68196,1977
,,#999,633850,SRIBATCHA DIGAL,BLD,PHULBANI,201099,1,M,ORISSA,97359,1977
,,#999,624267,PADMACHARAN SAMANTASINHAR,BLD,PURI,289063,1,M,ORISSA,179802,1977
,,#999,660200,GANANATH PRADHAN,BLD,SAMBALPUR,296208,1,M,ORISSA,176221,1977
,,#999,564294,DEBANANDA AMAT,BLD,SUNDARGARH,215326,1,M,ORISSA,114640,1977
,,#999,298192,ARAVINDA BALA PAJANOR,ADK,PUDUCHERRY,216244,1,M,PUDUCHERRY,115302,1977
,,#999,674907,BALDEV PARKASH,BLD,AMRITSAR,476813,1,M,PUNJAB,238020,1977
,,#999,607613,DHANNA SINGH,SAD,BHATINDA,425144,1,M,PUNJAB,262864,1977
,,#999,646094,PARKASH SINGH,SAD,FARIDKOT,477547,1,M,PUNJAB,282713,1977
,,#999,631895,MOHINDER SINGH SAYANWALA,SAD,FEROZEPUR,204817,1,M,PUNJAB,179894,1977
,,#999,563497,YAGYA DATT,BLD,GURDASPUR,402451,1,M,PUNJAB,204802,1977
,,#999,626330,BALBIR SINGH,BLD,HOSHIARPUR,417651,1,M,PUNJAB,258731,1977
,,#999,592262,IQBAL SINGH DHILLON,SAD,JALANDHAR,420954,1,M,PUNJAB,261558,1977
,,#999,665954,JAGDEV SINGH TALWANDI,SAD,LUDHIANA,494149,1,M,PUNJAB,296119,1977
,,#999,606187,GURCHARAN SING TOHRA,SAD,PATIALA,452576,1,M,PUNJAB,265111,1977
,,#DE0000,649304,BHAGAT RAM,CPM,PHILLAUR,453578,1,M,PUNJAB,276973,1977
,,#999,637090,BASANT SINGH,SAD,ROPAR,482007,1,M,PUNJAB,276418,1977
,,#999,622238,SURJIT SINGH,SAD,SANGRUR,451391,1,M,PUNJAB,291371,1977
,,#999,640514,MOHAN SINGH TUR,SAD,TARN TARAN,452233,1,M,PUNJAB,257283,1977
,,#999,577838,SRIKARAN SHARDA,BLD,AJMER,336410,1,M,RAJASTHAN,212284,1977
,,#999,570990,RAMJI LAL YADAV,BLD,ALWAR,312957,1,M,RAJASTHAN,234151,1977
,,#999,537126,HEERA BHAI,BLD,BANSWARA,328543,1,M,RAJASTHAN,198354,1977
,,#999,638287,TAN SINGH,BLD,BARMER,298869,1,M,RAJASTHAN,191574,1977
,,#999,595518,SHYAM SUNDER LAL,BLD,BAYANA,333979,1,M,RAJASTHAN,213862,1977
,,#999,571485,RAM KISHAN,BLD,BHARATPUR,363883,1,M,RAJASTHAN,256887,1977
,,#999,636244,ROOPLAL SOMANI,BLD,BHILWARA,352112,1,M,RAJASTHAN,227649,1977
,,#999,675406,HARI RAM MAKKASAR,BLD,BIKANER,359159,1,M,RAJASTHAN,219436,1977
,,#999,601379,SHYAM SUNDER,BLD,CHITTORGARH,320414,1,M,RAJASTHAN,229048,1977
,,#999,621315,DAULAT RAM,BLD,CHURU,370895,1,M,RAJASTHAN,259592,1977
,,#999,622623,NATHU SINGH,BLD,DAUSA,328656,1,M,RAJASTHAN,236345,1977
,,#999,604428,BEGA RAM,BLD,GANGANAGAR,363247,1,M,RAJASTHAN,204812,1977
,,#999,610124,SATISH CHANDER,BLD,JAIPUR,351569,1,M,RAJASTHAN,249367,1977
,,#999,648497,HUKAM RAM,BLD,JALORE,280596,1,M,RAJASTHAN,168299,1977
,,#999,549344,CHATURBHUJ,BLD,JHALAWAR,328023,1,M,RAJASTHAN,229820,1977
,,#999,681587,KANHAIYA LAL,BLD,JHUN JHUNU,361578,1,M,RAJASTHAN,233734,1977
,,#999,610912,RANCHHORDAS GATTANI,BLD,JODHPUR,342863,1,M,RAJASTHAN,174431,1977
,,#999,549045,KRISHNA KUMAR GOYAL,BLD,KOTA,345885,1,M,RAJASTHAN,241835,1977
,,#019733,639881,NATHU RAM,INC,NAGAUR,364609,1,M,RAJASTHAN,189290,1977
,,#999,608370,AMRIT NEHATA,BLD,PALI,319896,1,M,RAJASTHAN,197790,1977
,,#999,537118,IALIYA,BLD,SALUMBER,262367,1,M,RAJASTHAN,180432,1977
,,#999,628738,MEETHA LAL,BLD,SAWAI MADHOPUR,302440,1,M,RAJASTHAN,214125,1977
,,#999,675153,JAGDISH PRASAD MATHUR,BLD,SIKAR,387962,1,M,RAJASTHAN,256672,1977
,,#999,605402,RAM KANWAR,BLD,TONK,329469,1,M,RAJASTHAN,240810,1977
,,#999,643622,BHANU KUMAR SHASTRI,BLD,UDAIPUR,358045,1,M,RAJASTHAN,240181,1977
,,#019733,124023,CHATRA BAHADUR CHHETRI,INC,SIKKIM,0,1,M,SIKKIM,0,1977
,,#019733,667308,ALAGESAN O.V.,INC,ARAKKONAM,465330,1,M,TAMIL NADU,243818,1977
,,#999,630334,MOHANARANGAM R.,ADK,CHENGALPATTU,450270,1,M,TAMIL NADU,236818,1977
,,#999,663634,MURUGESAN A.,ADK,CHIDAMBARAM,447578,1,M,TAMIL NADU,278406,1977
,,#DE0000,743258,PARVATHI KRISHNAN,CPI,COIMBATORE,513670,1,F,TAMIL NADU,267424,1977
,,#019733,644882,BHUVARAHAN G.,INC,CUDDALORE,414561,1,M,TAMIL NADU,231128,1977
,,#019733,631245,RAMAMURTHY K.,INC,DHARMAPURI,398163,1,M,TAMIL NADU,239908,1977
,,#999,721154,MAYA THEVAR K.,ADK,DINDIGUL,475417,1,M,TAMIL NADU,283341,1977
,,#019733,648924,RAMASWAMY K.S.,INC,GOBICHETTIPALAYAM,435501,1,M,TAMIL NADU,255120,1977
,,#019733,732872,GOPAL K.,INC,KARUR,506396,1,M,TAMIL NADU,315259,1977
,,#999,583179,PERIASAMY P.V.,ADK,KRISHNAGIRI,339698,1,M,TAMIL NADU,222979,1977
,,#999,860316,RAMACHANDRAN P.,NCO,MADRAS CENTRAL,459054,1,M,TAMIL NADU,259437,1977
,,#800000,852627,ASAI THAMBI A.V.P.,DMK,MADRAS NORTH,462301,1,M,TAMIL NADU,250852,1977
,,#019733,818878,VENKATARAMAN R.,INC,MADRAS SOUTH,474577,1,M,TAMIL NADU,241033,1977
,,#019733,761202,SWAMINATHAN R.V.,INC,MADURAI,481771,1,M,TAMIL NADU,299309,1977
,,#019733,647843,KUDANTHAI RAMALINGAM N.,INC,MAYILADUTHURAI,486569,1,M,TAMIL NADU,272202,1977
,,#DE0000,663463,MURUGAIYAN S.G.,CPI,NAGAPATTINAM,516028,1,M,TAMIL NADU,278419,1977
,,#999,646525,KUMARI ANANTHAN,NCO,NAGERCOIL,430815,1,M,TAMIL NADU,244526,1977
,,#999,695566,RAMALINGAM P.S.,ADK,NILGIRIS,432887,1,M,TAMIL NADU,241777,1977
,,#019733,738018,SUBRAMANIAM C.,INC,PALANI,490804,1,M,TAMIL NADU,351897,1977
,,#999,672075,ASOKARAJ A.,ADK,PERAMBALUR,475137,1,M,TAMIL NADU,326046,1977
,,#999,693319,RAMASAMY S.,ADK,PERIYAKULAM,471059,1,M,TAMIL NADU,328100,1977
,,#999,670445,RAJU K.A.,ADK,POLLACHI,402246,1,M,TAMIL NADU,259388,1977
,,#999,700248,ELANCHEZHIAN V.S.,ADK,PUDUKKOTTAI,524130,1,M,TAMIL NADU,342120,1977
,,#999,693920,ANBALAGAN P.,ADK,RAMANATHAPURAM,440104,1,M,TAMIL NADU,297612,1977
,,#019733,716448,DEVARAJAN B.,INC,RASIPURAM,441779,1,M,TAMIL NADU,275212,1977
,,#999,677947,KANNAN P.,ADK,SALEM,432869,1,M,TAMIL NADU,254138,1977
,,#999,710297,P.THIAGARAJAN,ADK,SIVAGANGA,475465,1,M,TAMIL NADU,338999,1977
,,#019733,722380,V. JAYALAKSHMI,INC,SIVAKASI,498015,1,F,TAMIL NADU,271568,1977
,,#999,695900,JAGANATHAN S.,ADK,SRIPERUMBUDUR,451365,1,M,TAMIL NADU,239632,1977
,,#019733,673825,ARUNACHALAM M.,INC,TENKASI,440655,1,M,TAMIL NADU,305069,1977
,,#999,633005,SOMASUNDARAM S.D.,ADK,THANJAVUR,480375,1,M,TAMIL NADU,289059,1977
,,#019733,649592,LAKSHMINARAYANAN M.R.,INC,TINDIVANAM,433198,1,M,TAMIL NADU,233155,1977
,,#019733,712718,KOSALARAM K.T.,INC,TIRUCHENDUR,445853,1,M,TAMIL NADU,272338,1977
,,#999,826331,KOLANTHAIVELU R.,ADK,TIRUCHENGODE,509784,1,M,TAMIL NADU,303738,1977
,,#DE0000,712644,M. KALYANASUNDARAM,CPI,TIRUCHIRAPPALLI,484085,1,M,TAMIL NADU,276390,1977
,,#999,672649,ARUNACHALAM V.,ADK,TIRUNELVELI,436223,1,M,TAMIL NADU,304562,1977
,,#800000,656520,VISWANATHAN C.N.,DMK,TIRUPPATTUR,428433,1,M,TAMIL NADU,257322,1977
,,#999,685987,VENUGOPAL GOUNDER,ADK,VANDAVASI,458738,1,M,TAMIL NADU,267930,1977
,,#999,659939,DHANDAYUTHAPANI V.,NCO,VELLORE,449004,1,M,TAMIL NADU,220994,1977
,,#019733,435113,KIRIT BIKRAM KISHORE DEB BARMA,INC,TRIPURA EAST,281066,1,M,TRIPURA,133907,1977
,,#999,430943,SACHINDRALAL SINGHA,BLD,TRIPURA WEST,307124,1,M,TRIPURA,104858,1977
,,#999,566094,SHAMBHU NATH CHATURVEDI,BLD,AGRA,366034,1,M,UTTAR PRADESH,257472,1977
,,#999,626897,MANGAL DEO VISHARAD,BLD,AKBARPUR,360231,1,M,UTTAR PRADESH,281082,1977
,,#999,620338,NAWAB SINGH CHAUHAN,BLD,ALIGARH,396356,1,M,UTTAR PRADESH,280811,1977
,,#999,625143,JANESHWAR MISHRA,BLD,ALLAHABAD,330419,1,M,UTTAR PRADESH,190697,1977
,,#999,571452,MURLI MANOHAR JOSHI,BLD,ALMORA,241192,1,M,UTTAR PRADESH,153409,1977
,,#999,623256,RAVINDRA PRATAP SINGH,BLD,AMETHI,291732,1,M,UTTAR PRADESH,176410,1977
,,#999,575748,CHANDRAPAL SINGH,BLD,AMROHA,353108,1,M,UTTAR PRADESH,209895,1977
