pc,year,state,party,name,sex,age,category,votes,electors,rank,color,polled_votes
Vaishali,2014,Bihar,Janata Dal  (United),VIJAY KUMAR SAHNI,,,,145182,,,,925937
Vaishali,2014,Bihar,Independent,ANU SHUKLA,,,,104229,,,,925937
Vaishali,2014,Bihar,Bahujan Samaj Party,SHANKAR MAHTO,,,,23677,,,,925937
Vaishali,2014,Bihar,Independent,DR. MOHAMMAD NABI HASSAN,,,,22455,,,,925937
Vaishali,2014,Bihar,Independent,BALENDRA SINGH,,,,15178,,,,925937
Vaishali,2014,Bihar,Independent,JITENDRA PRASAD,,,,12369,,,,925937
Vaishali,2014,Bihar,Independent,RANJEET KUMAR JHA,,,,11540,,,,925937
Vaishali,2014,Bihar,Rashtriya Samanta Dal,MD.HASIB,,,,11075,,,,925937
Vaishali,2014,Bihar,Independent,MOHAMMAD UMAR ANSARI,,,,8254,,,,925937
Vaishali,2014,Bihar,Aam Aadmi Party,RAAJ MANGAL PRASAD,,,,7768,,,,925937
Vaishali,2014,Bihar,Independent,RAM PUKAR RAI,,,,7182,,,,925937
Vaishali,2014,Bihar,Lokpriya Samaj Party,VINOD PANDIT,,,,6430,,,,925937
Vaishali,2014,Bihar,Rashtriya Krantikari Samajwadi Party,MUKESH RAM,,,,5497,,,,925937
Vaishali,2014,Bihar,Independent,RAMESHWAR SAH,,,,5483,,,,925937
Vaishali,2014,Bihar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),INDRADEO ROY,,,,5218,,,,925937
Vaishali,2014,Bihar,Bahujan Mukti Party,PARMESHWAR RAM,,,,4000,,,,925937
Vaishali,2014,Bihar,VANCHITSAMAJ INSAAF PARTY,MD. NAUSHAD,,,,3866,,,,925937
Vaishali,2014,Bihar,Bajjikanchal Vikas Party,JAYNARAYAN SAH,,,,3191,,,,925937
Vaishali,2014,Bihar,Independent,SANDHYA DEVI,,,,2983,,,,925937
Vaishali,2014,Bihar,Independent,LALJI KUMAR RAKESH,,,,2667,,,,925937
Vaishali,2014,Bihar,None of the Above,None of the Above,,,,6060,,,,925937
Gopalganj (SC),2014,Bihar,Bharatiya Janata Party,JANAK RAM,,,,478773,,,,903583
Gopalganj (SC),2014,Bihar,Indian National Congress,DR. JYOTI BHARTI,,,,191837,,,,903583
Gopalganj (SC),2014,Bihar,Janata Dal  (United),ANIL KUMAR,,,,100419,,,,903583
Gopalganj (SC),2014,Bihar,Bahujan Samaj Party,CHANDRADIP RAM,,,,16751,,,,903583
Gopalganj (SC),2014,Bihar,Bharatiya Ekta Dal,SURENDRA RAM,,,,16680,,,,903583
Gopalganj (SC),2014,Bihar,Independent,RAM KUMAR MANJHI,,,,14162,,,,903583
Gopalganj (SC),2014,Bihar,Independent,DINANATH MANJHI,,,,13983,,,,903583
Gopalganj (SC),2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),JITENDRA MANJHI,,,,12423,,,,903583
Gopalganj (SC),2014,Bihar,Independent,SATEYNDRA BAITHA,,,,9509,,,,903583
Gopalganj (SC),2014,Bihar,Independent,MUDRIKA BAITHA,,,,8491,,,,903583
Gopalganj (SC),2014,Bihar,Rashtriya Jan-Jagram Morcha,RAMASHANKAR RAM,,,,7147,,,,903583
Gopalganj (SC),2014,Bihar,Bahujan Mukti Party,JALESHWAR NATH RAM,,,,6264,,,,903583
Gopalganj (SC),2014,Bihar,Rashtriya Bahujan Congress Party,SURENDRA PASWAN,,,,4717,,,,903583
Gopalganj (SC),2014,Bihar,Samajwadi Party,SUNITA KUMAR,,,,4586,,,,903583
Gopalganj (SC),2014,Bihar,None of the Above,None of the Above,,,,17841,,,,903583
Siwan,2014,Bihar,Bharatiya Janata Party,OM PRAKASH YADAV,,,,372670,,,,884021
Siwan,2014,Bihar,Rashtriya Janata Dal,HENA SHAHAB,,,,258823,,,,884021
Siwan,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),AMAR NATH YADAV,,,,81006,,,,884021
Siwan,2014,Bihar,Janata Dal  (United),MANOJ KUMAR SINGH,,,,79239,,,,884021
Siwan,2014,Bihar,Bahujan Samaj Party,GANESH RAM,,,,14584,,,,884021
Siwan,2014,Bihar,Bharatiya Ekta Dal,RAM BINAY RAY,,,,11757,,,,884021
Siwan,2014,Bihar,Aam Aadmi Party,SATYA PRAKASH PANDEY,,,,10542,,,,884021
Siwan,2014,Bihar,Gondvana Gantantra Party,KHALIL MIYA,,,,9580,,,,884021
Siwan,2014,Bihar,Bharat Vikas Morcha,RANJAN KUMAR,,,,8851,,,,884021
Siwan,2014,Bihar,Bahujan Mukti Party,PARMESHWAR  MANJHI,,,,5683,,,,884021
Siwan,2014,Bihar,Swatantra Samaj Party,PARAMANAND GOND,,,,4016,,,,884021
Siwan,2014,Bihar,Jai Prakash Janata Dal,NARAD PNDIT,,,,3250,,,,884021
Siwan,2014,Bihar,Loktantrik Janata Party (Secular),NAGENDRA TIWARI,,,,2611,,,,884021
Siwan,2014,Bihar,None of the Above,None of the Above,,,,21409,,,,884021
Maharajganj,2014,Bihar,Bharatiya Janata Party,"JANARDAN SINGH ""SIGRIWAL""",,,,320753,,,,1902732
Maharajganj,2014,Bihar,Rashtriya Janata Dal,PRABHU NATH SINGH,,,,282338,,,,1902732
Maharajganj,2014,Bihar,Janata Dal  (United),MANORANJAN SINGH,,,,149483,,,,1902732
Maharajganj,2014,Bihar,Independent,BRINDA PATHAK,,,,17186,,,,1902732
Maharajganj,2014,Bihar,Independent,UMASHANKAR TIWARI,,,,11599,,,,1902732
Maharajganj,2014,Bihar,Bahujan Samaj Party,NAGENDRA PRASAD,,,,11189,,,,1902732
Maharajganj,2014,Bihar,Independent,DR. GOPAL PRASAD,,,,10602,,,,1902732
Maharajganj,2014,Bihar,Independent,SHIV NATH MAHTO,,,,8874,,,,1902732
Maharajganj,2014,Bihar,Aam Aadmi Party,RINA RANI,,,,6430,,,,1902732
Maharajganj,2014,Bihar,Bahujan Mukti Party,BYAS MANJHI,,,,4796,,,,1902732
Maharajganj,2014,Bihar,None of the Above,None of the Above,,,,23404,,,,1902732
Saran,2014,Bihar,Bharatiya Janata Party,RAJIV PRATAP RUDY,,,,355120,,,,863254
Saran,2014,Bihar,Rashtriya Janata Dal,RABRI DEVI,,,,314172,,,,863254
Saran,2014,Bihar,Janata Dal  (United),SALEEM PERWEZ,,,,107008,,,,863254
Saran,2014,Bihar,Bahujan Samaj Party,BAL MUKUND CHAUHAN,,,,15500,,,,863254
Saran,2014,Bihar,Independent,LALAN PRASAD,,,,14687,,,,863254
Saran,2014,Bihar,Independent,LALU RAI,,,,9957,,,,863254
Saran,2014,Bihar,Bharatiya Ekta Dal,RAJESH KUMAR,,,,9748,,,,863254
Saran,2014,Bihar,Bihar Janta Party,CHANDAN KUMAR ALIAS CHANDAN GUPTA,,,,6765,,,,863254
Saran,2014,Bihar,Aam Aadmi Party,PARMATMA SINGH,,,,5099,,,,863254
Saran,2014,Bihar,Jai Maha Bharath Party,RANJAN KUMAR,,,,3217,,,,863254
Saran,2014,Bihar,Bahujan Mukti Party,NIRAJ RAM,,,,2818,,,,863254
Saran,2014,Bihar,None of the Above,None of the Above,,,,19163,,,,863254
Hajipur (SC),2014,Bihar,Lok Jan Shakti Party,RAMVILAS PASWAN,,,,455652,,,,904753
Hajipur (SC),2014,Bihar,Indian National Congress,SANJEEV PRASAD TONI,,,,230152,,,,904753
Hajipur (SC),2014,Bihar,Janata Dal  (United),RAM SUNDAR DAS,,,,95790,,,,904753
Hajipur (SC),2014,Bihar,Independent,VIPHIYA DEVI,,,,24399,,,,904753
Hajipur (SC),2014,Bihar,Independent,DINA NATH RAM,,,,21045,,,,904753
Hajipur (SC),2014,Bihar,Bahujan Samaj Party,DHANESHWAR RAM,,,,12688,,,,904753
Hajipur (SC),2014,Bihar,Bharatiya Momin Front,UJJAWAL KANT HUNKAR,,,,8957,,,,904753
Hajipur (SC),2014,Bihar,Independent,UPENDER RAM,,,,8896,,,,904753
Hajipur (SC),2014,Bihar,Independent,SURESH PASWAN,,,,7544,,,,904753
Hajipur (SC),2014,Bihar,Aam Aadmi Party,RAJ KR. PASWAN,,,,6344,,,,904753
Hajipur (SC),2014,Bihar,Samajwadi Party,VIRCHANDRA PASWAN,,,,4185,,,,904753
Hajipur (SC),2014,Bihar,Bahujan Mukti Party,RINA RAGNI,,,,3882,,,,904753
Hajipur (SC),2014,Bihar,Bajjikanchal Vikas Party,RANDHIR KUMAR RAM,,,,3711,,,,904753
Hajipur (SC),2014,Bihar,All India Forward Bloc,SATYA NARAYAN PASWAN,,,,3216,,,,904753
Hajipur (SC),2014,Bihar,Samajwadi Janata Party (Rashtriya),VIDHAN CHANDRA RANA,,,,3198,,,,904753
Hajipur (SC),2014,Bihar,None of the Above,None of the Above,,,,15094,,,,904753
Ujiarpur,2014,Bihar,Bharatiya Janata Party,NITYANAND RAI,,,,317352,,,,858920
Ujiarpur,2014,Bihar,Rashtriya Janata Dal,ALOK KUMAR MEHTA,,,,256883,,,,858920
Ujiarpur,2014,Bihar,Janata Dal  (United),ASHWAMEDH DEVI,,,,119669,,,,858920
Ujiarpur,2014,Bihar,Communist Party of India  (Marxist),RAM DEO VERMA,,,,53044,,,,858920
Ujiarpur,2014,Bihar,Bahujan Samaj Party,DHARMENDRA SAHANI,,,,15198,,,,858920
Ujiarpur,2014,Bihar,Janta Dal Rashtravadi,SHIVANI UMANI,,,,12520,,,,858920
Ujiarpur,2014,Bihar,Shivsena,JITENDRA KUMAR RAI,,,,11990,,,,858920
Ujiarpur,2014,Bihar,Aam Aadmi Party,SURESH CHAUDHARI,,,,8917,,,,858920
Ujiarpur,2014,Bihar,Proutist Sarva Samaj,VINDESHWARI SAHNI,,,,7969,,,,858920
Ujiarpur,2014,Bihar,Jharkhand Mukti Morcha,MITHILESH KUMAR JHA,,,,7810,,,,858920
Ujiarpur,2014,Bihar,Bahujan Mukti Party,MADHURI,,,,7661,,,,858920
Ujiarpur,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),PHOOL BABU SINGH,,,,6967,,,,858920
Ujiarpur,2014,Bihar,Rashtriya Lok Samta Party,KISHOR KUMAR,,,,5669,,,,858920
Ujiarpur,2014,Bihar,Rashtriya Krantikari Samajwadi Party,AMRENDRA KUMAR YADAV,,,,5631,,,,858920
Ujiarpur,2014,Bihar,Independent,ARJUN KUMAR SAH,,,,4201,,,,858920
Ujiarpur,2014,Bihar,Jai Prakash Janata Dal,PREM LATA DEVI,,,,3152,,,,858920
Ujiarpur,2014,Bihar,Independent,MINTU PASWAN,,,,3098,,,,858920
Ujiarpur,2014,Bihar,Naya Daur Party,MD. TAHIR ARAMAN,,,,2536,,,,858920
Ujiarpur,2014,Bihar,Mahamukti Dal,PRITHIVINATH PRASAD,,,,2482,,,,858920
Ujiarpur,2014,Bihar,None of the Above,None of the Above,,,,6171,,,,858920
Samastipur (SC),2014,Bihar,Lok Jan Shakti Party,RAM CHANDRA PASWAN,,,,270401,,,,863199
Samastipur (SC),2014,Bihar,Indian National Congress,DR. ASHOK KUMAR,,,,263529,,,,863199
Samastipur (SC),2014,Bihar,Janata Dal  (United),MAHESHWAR HAZARI,,,,200124,,,,863199
Samastipur (SC),2014,Bihar,Janta Dal Rashtravadi,BALESHWAR PASWAN,,,,15837,,,,863199
Samastipur (SC),2014,Bihar,Independent,MITHILESH KUMAR RAJAK,,,,13504,,,,863199
Samastipur (SC),2014,Bihar,Bahujan Samaj Party,RAM CHANDRA RAM,,,,12813,,,,863199
Samastipur (SC),2014,Bihar,Rashtriya Krantikari Samajwadi Party,SHATRUDHAN KUMAR PASWAN,,,,12322,,,,863199
Samastipur (SC),2014,Bihar,Rajnaitik Vikalp Party,VIJAY KUMAR RAM,,,,11813,,,,863199
Samastipur (SC),2014,Bihar,Aam Aadmi Party,GANESH KUMAR,,,,9954,,,,863199
Samastipur (SC),2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),LAL BAHADUR SADA,,,,9665,,,,863199
Samastipur (SC),2014,Bihar,Samajwadi Janata Party (Rashtriya),AMIT KUMAR,,,,7423,,,,863199
Samastipur (SC),2014,Bihar,Bahujan Mukti Party,ASHOK PASWAN,,,,6603,,,,863199
Samastipur (SC),2014,Bihar,None of the Above,None of the Above,,,,29211,,,,863199
Begusarai,2014,Bihar,Bharatiya Janata Party,BHOLA SINGH,,,,428227,,,,1077855
Begusarai,2014,Bihar,Rashtriya Janata Dal,MD. TANVEER HASSAN,,,,369892,,,,1077855
Begusarai,2014,Bihar,Communist Party of India,RAJENDRA PRASAD SINGH,,,,192639,,,,1077855
Begusarai,2014,Bihar,Independent,VAIJ NATH PASWAN,,,,12143,,,,1077855
Begusarai,2014,Bihar,Independent,SUSHIL KUMAR,,,,11144,,,,1077855
Begusarai,2014,Bihar,Bahujan Samaj Party,RAM PADARATH YADAV,,,,9014,,,,1077855
Begusarai,2014,Bihar,Aam Aadmi Party,SUNIL KUMAR,,,,8639,,,,1077855
Begusarai,2014,Bihar,Bahujan Mukti Party,PINKI DEVI,,,,4858,,,,1077855
Begusarai,2014,Bihar,Independent,RAJENDRA YADAV,,,,4605,,,,1077855
Begusarai,2014,Bihar,Independent,MOHAMMAD JAVED,,,,3405,,,,1077855
Begusarai,2014,Bihar,Bharatiya Bahujan Congress,HARI KANT PRASAD,,,,3344,,,,1077855
Begusarai,2014,Bihar,Independent,PANKAJ PASWAN,,,,3323,,,,1077855
Begusarai,2014,Bihar,None of the Above,None of the Above,,,,26622,,,,1077855
Khagaria,2014,Bihar,Lok Jan Shakti Party,CHOUDHARY MAHBOOB ALI KAISER,,,,313806,,,,896231
Khagaria,2014,Bihar,Rashtriya Janata Dal,KRISHNA KUMARI YADAV,,,,237803,,,,896231
Khagaria,2014,Bihar,Janata Dal  (United),DINESH CHANDRA YADAV,,,,220316,,,,896231
Khagaria,2014,Bihar,Communist Party of India  (Marxist),JAGDISH CHANDRA VASU,,,,24490,,,,896231
Khagaria,2014,Bihar,Independent,UMESH CHANDRA BHARTI,,,,14926,,,,896231
Khagaria,2014,Bihar,Aam Aadmi Party,DR. SWAMI VIVEKANAND,,,,14491,,,,896231
Khagaria,2014,Bihar,Independent,SATISH PRASAD SINGH,,,,13888,,,,896231
Khagaria,2014,Bihar,Samajwadi Janata Party (Rashtriya),MAKKHAN SAH,,,,6651,,,,896231
Khagaria,2014,Bihar,Bahujan Samaj Party,RAJESH KUMAR,,,,6480,,,,896231
Khagaria,2014,Bihar,Lok Dal,RAJEEV RANJAN,,,,5722,,,,896231
Khagaria,2014,Bihar,Rashtriya Naujawan Dal,BRAHAMDEO MUKHIA,,,,5215,,,,896231
Khagaria,2014,Bihar,Sarvajan Kalyan Loktantrik Party,GANESH MUKHIYA NISHAD,,,,4522,,,,896231
Khagaria,2014,Bihar,Proutist Sarva Samaj,TEJ BAHADUR SINGH,,,,4053,,,,896231
Khagaria,2014,Bihar,None of the Above,None of the Above,,,,23868,,,,896231
Bhagalpur,2014,Bihar,Rashtriya Janata Dal,SHAILESH KUMAR URPH BULO MANDAL,,,,367623,,,,974016
Bhagalpur,2014,Bihar,Bharatiya Janata Party,SYED SHAHNAWAZ HUSSAIN,,,,358138,,,,974016
Bhagalpur,2014,Bihar,Janata Dal  (United),ABU QAISER,,,,132256,,,,974016
Bhagalpur,2014,Bihar,Independent,RAMJEE MANDAL,,,,18937,,,,974016
Bhagalpur,2014,Bihar,Independent,INDRADEO KUMAR SINGH,,,,12710,,,,974016
Bhagalpur,2014,Bihar,Bahujan Samaj Party,NAUSHABA KHANAM,,,,11265,,,,974016
Bhagalpur,2014,Bihar,Independent,MAHADEO KUMAR,,,,9295,,,,974016
Bhagalpur,2014,Bihar,Bharat Vikas Morcha,KUMKUM SINGH,,,,8025,,,,974016
Bhagalpur,2014,Bihar,Independent,SIKANDAR TANTI,,,,7122,,,,974016
Bhagalpur,2014,Bihar,Aam Aadmi Party,PROF. YOGENDRA MAHTO,,,,5830,,,,974016
Bhagalpur,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),RINKI KUMARI,,,,5778,,,,974016
Bhagalpur,2014,Bihar,Independent,RANJAN KUMAR,,,,5165,,,,974016
Bhagalpur,2014,Bihar,Independent,ANAND KUMAR JAIN,,,,4734,,,,974016
Bhagalpur,2014,Bihar,Independent,SUMAN KUMAR,,,,3444,,,,974016
Bhagalpur,2014,Bihar,National Tiger Party,GAURAV KUMAR GHOSH,,,,3251,,,,974016
Bhagalpur,2014,Bihar,Bahujan Mukti Party,NISHI KANT MANDAL,,,,3147,,,,974016
Bhagalpur,2014,Bihar,Sankhyanupati Bhagidari Party,VIREN DAS,,,,3005,,,,974016
Bhagalpur,2014,Bihar,Samajwadi Party,PUROSOTTAM CHOUBEY,,,,2416,,,,974016
Bhagalpur,2014,Bihar,None of the Above,None of the Above,,,,11875,,,,974016
Banka,2014,Bihar,Rashtriya Janata Dal,JAI PRAKASH NARAYAN YADAV,,,,285150,,,,899353
Banka,2014,Bihar,Bharatiya Janata Party,PUTUL KUMARI,,,,275006,,,,899353
Banka,2014,Bihar,Communist Party of India,SANJAY KUMAR -I,,,,220708,,,,899353
Banka,2014,Bihar,Independent,NARESH KUMAR PRIYADARSHI,,,,30814,,,,899353
Banka,2014,Bihar,Independent,ALIMUDDIN ANSARI,,,,12871,,,,899353
Banka,2014,Bihar,Independent,INDRARAJ SINGH SAINI,,,,11520,,,,899353
Banka,2014,Bihar,Independent,SARGUN SAH,,,,11056,,,,899353
Banka,2014,Bihar,Bahujan Samaj Party,SANJAY KUMAR-II,,,,10558,,,,899353
Banka,2014,Bihar,Aam Aadmi Party,NIRAJ KUMAR,,,,6058,,,,899353
Banka,2014,Bihar,Independent,AKHIL BHARTIYA SHARMA,,,,4721,,,,899353
Banka,2014,Bihar,All India Trinamool Congress,SUBODH NARAYAN JHA,,,,4412,,,,899353
Banka,2014,Bihar,Rajnaitik Vikalp Party,VIJAY BHARTI,,,,4317,,,,899353
Banka,2014,Bihar,National Loktantrik Party,MITHLESH KUMAR SINGH,,,,2977,,,,899353
Banka,2014,Bihar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),DEEPAK KUMAR,,,,2481,,,,899353
Banka,2014,Bihar,Bhartiya Ekta Manch Party,MUKESH KUMAR SINHA,,,,2405,,,,899353
Banka,2014,Bihar,Bharatiya Momin Front,MAHBOOB ALAM ANSARI,,,,2280,,,,899353
Banka,2014,Bihar,Bahujan Mukti Party,UMAKANT YADAV,,,,2266,,,,899353
Banka,2014,Bihar,None of the Above,None of the Above,,,,9753,,,,899353
Munger,2014,Bihar,Lok Jan Shakti Party,VEENA DEVI,,,,352911,,,,914350
Munger,2014,Bihar,Janata Dal  (United),RAJIV RANJAN SINGH ALIAS LALAN SINGH,,,,243827,,,,914350
Munger,2014,Bihar,Rashtriya Janata Dal,PRAGATI MEHTA,,,,182971,,,,914350
Munger,2014,Bihar,Shivsena,ASHOK KUMAR SINGH,,,,50469,,,,914350
Munger,2014,Bihar,Bahujan Samaj Party,KAMLESHWARI MANDAL,,,,11225,,,,914350
Munger,2014,Bihar,Independent,UCHIT KUMAR,,,,11122,,,,914350
Munger,2014,Bihar,Independent,MUZAFFAR FAKHRUDDIN,,,,10264,,,,914350
Munger,2014,Bihar,Independent,SHARWAN KUMAR ANAND,,,,8112,,,,914350
Munger,2014,Bihar,Aam Aadmi Party,SANDEEP,,,,7481,,,,914350
Munger,2014,Bihar,Samajwadi Party,RAM BADAN RAI,,,,6769,,,,914350
Munger,2014,Bihar,Sankhyanupati Bhagidari Party,SURYODAY PASWAN,,,,5113,,,,914350
Munger,2014,Bihar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),PRAMOD KUMAR,,,,4710,,,,914350
Munger,2014,Bihar,Bahujan Mukti Party,SHANKAR PRASAD,,,,3956,,,,914350
Munger,2014,Bihar,None of the Above,None of the Above,,,,15420,,,,914350
Nalanda,2014,Bihar,Janata Dal  (United),KAUSHLENDRA KUMAR,,,,321982,,,,921761
Nalanda,2014,Bihar,Lok Jan Shakti Party,SATYA NAND SHARMA,,,,312355,,,,921761
Nalanda,2014,Bihar,Indian National Congress,ASHISH RANJAN SINHA,,,,127270,,,,921761
Nalanda,2014,Bihar,Bahujan Samaj Party,SANJAY KUMAR,,,,23595,,,,921761
Nalanda,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),SHASHI YADAV,,,,19477,,,,921761
Nalanda,2014,Bihar,Aam Aadmi Party,PARNAV PRAKASH,,,,18224,,,,921761
Nalanda,2014,Bihar,Ati Picchara party,SHAILESH KUMAR,,,,15370,,,,921761
Nalanda,2014,Bihar,Republican Party of India (A),RAKESH RANJAN SINHA,,,,13381,,,,921761
Nalanda,2014,Bihar,Janvadi Party(Socialist),DHIRENDRA KUMAR,,,,8757,,,,921761
Nalanda,2014,Bihar,Independent,KAUSHAL KUMAR KAUSHALENDRA SINHA ALIAS BHARAT MANAS,,,,7472,,,,921761
Nalanda,2014,Bihar,Bahujan Mukti Party,LALLU RAM,,,,6788,,,,921761
Nalanda,2014,Bihar,Independent,AWADH KUMAR,,,,6346,,,,921761
Nalanda,2014,Bihar,Independent,MUNNA PRASAD,,,,6048,,,,921761
Nalanda,2014,Bihar,All India Trinamool Congress,NAYEB ALI,,,,4613,,,,921761
Nalanda,2014,Bihar,Bharatiya Inqalab Party,YOGENDRA PRASAD,,,,4600,,,,921761
Nalanda,2014,Bihar,Bharat Bhrashtachar Mitao Party,MAHESH PASWAN,,,,4236,,,,921761
Nalanda,2014,Bihar,Independent,NARESH PRASAD SINGH,,,,3620,,,,921761
Nalanda,2014,Bihar,Sankhyanupati Bhagidari Party,PRAMOD KUMAR NIRALA,,,,2779,,,,921761
Nalanda,2014,Bihar,Independent,VISHWAJIT KUMAR,,,,2604,,,,921761
Nalanda,2014,Bihar,Rajnaitik Vikalp Party,NIRAJ SHARMA,,,,2342,,,,921761
Nalanda,2014,Bihar,Independent,LATA SINHA,,,,2237,,,,921761
Nalanda,2014,Bihar,Krantikari Vikas Dal,BHOLA SAO,,,,2213,,,,921761
Nalanda,2014,Bihar,None of the Above,None of the Above,,,,5452,,,,921761
Patna Sahib,2014,Bihar,Bharatiya Janata Party,SHATRUGHANA SINHA,,,,485905,,,,882262
Patna Sahib,2014,Bihar,Indian National Congress,KUNAL SINGH,,,,220100,,,,882262
Patna Sahib,2014,Bihar,Janata Dal  (United),DR.GOPAL PRASAD SINHA,,,,91024,,,,882262
Patna Sahib,2014,Bihar,Aam Aadmi Party,PARVEEN AMANULLAH,,,,16381,,,,882262
Patna Sahib,2014,Bihar,Samajwadi Party,UMESH KUMAR,,,,10836,,,,882262
Patna Sahib,2014,Bihar,Bahujan Samaj Party,GANESH SAW,,,,9691,,,,882262
Patna Sahib,2014,Bihar,Independent,GANGA VISHNU PRASAD,,,,8834,,,,882262
Patna Sahib,2014,Bihar,Independent,NAND KISHORE SINGH,,,,6057,,,,882262
Patna Sahib,2014,Bihar,Samajwadi Janata Party (Rashtriya),SHREEKANT LABH,,,,3178,,,,882262
Patna Sahib,2014,Bihar,Bahujan Mukti Party,CHANDRA BHUSHAN PRASAD CHANDRAVANSHI,,,,3015,,,,882262
Patna Sahib,2014,Bihar,Independent,KUMAR RAJIV,,,,2914,,,,882262
Patna Sahib,2014,Bihar,Bharatiya Jan Kranti Dal (Democratic),DR. RAKESH DUTTA MISHRA,,,,2687,,,,882262
Patna Sahib,2014,Bihar,Krantikari Vikas Dal,LAL BAHADUR SINGH PATEL,,,,2502,,,,882262
Patna Sahib,2014,Bihar,Independent,ANIL KUMAR,,,,2478,,,,882262
Patna Sahib,2014,Bihar,Sankhyanupati Bhagidari Party,GAJENDRA KUMAR,,,,2166,,,,882262
Patna Sahib,2014,Bihar,Loktantrik Janata Party (Secular),PARWEZ AHMAD,,,,1856,,,,882262
Patna Sahib,2014,Bihar,Janta Dal Rashtravadi,JAUHAR AZAD,,,,1834,,,,882262
Patna Sahib,2014,Bihar,Independent,SHYAM NANDAN PRASAD,,,,1834,,,,882262
Patna Sahib,2014,Bihar,Independent,VIJAY KUMAR SAHNI,,,,1243,,,,882262
Patna Sahib,2014,Bihar,None of the Above,None of the Above,,,,7727,,,,882262
Pataliputra,2014,Bihar,Bharatiya Janata Party,RAM KRIPAL YADAV,,,,383262,,,,978649
Pataliputra,2014,Bihar,Rashtriya Janata Dal,MISHA BHARTI,,,,342940,,,,978649
Pataliputra,2014,Bihar,Janata Dal  (United),RANJAN PRASAD YADAV,,,,97228,,,,978649
Pataliputra,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),RAMESHWAR PRASAD,,,,51623,,,,978649
Pataliputra,2014,Bihar,Bahujan Samaj Party,RAJ KUMAR RAM,,,,17188,,,,978649
Pataliputra,2014,Bihar,Independent,DURGESH NANDAN SINGH ALIAS DURGESH NANDAN,,,,16645,,,,978649
Pataliputra,2014,Bihar,Bharatiya Ekta Dal,SHATRUDHAN SAW,,,,8184,,,,978649
Pataliputra,2014,Bihar,Independent,NIRAJ KUMAR,,,,8084,,,,978649
Pataliputra,2014,Bihar,Samajwadi Janata Party (Rashtriya),SUNIL KUMAR,,,,6269,,,,978649
Pataliputra,2014,Bihar,Bharatiya Jan Kranti Dal (Democratic),ABINASH KUMAR,,,,5854,,,,978649
Pataliputra,2014,Bihar,Aam Aadmi Party,KUNDAN PRASAD SINGH,,,,5637,,,,978649
Pataliputra,2014,Bihar,Independent,KUMAR INDRA BHUSHAN,,,,5412,,,,978649
Pataliputra,2014,Bihar,Independent,JAI PRAKASH YADAV,,,,4804,,,,978649
Pataliputra,2014,Bihar,Independent,SUNIL KUMAR SINGH,,,,4555,,,,978649
Pataliputra,2014,Bihar,Bharat Vikas Morcha,NAGENDRA KUMAR,,,,4302,,,,978649
Pataliputra,2014,Bihar,Sankhyanupati Bhagidari Party,MUKUL KUMAR SHARMA,,,,3015,,,,978649
Pataliputra,2014,Bihar,Independent,PANCHAM LAL,,,,2520,,,,978649
Pataliputra,2014,Bihar,Republican Party of India (A),DEO KUMAR VERMA,,,,2484,,,,978649
Pataliputra,2014,Bihar,Bahujan Mukti Party,CHANDRA DEV PRASAD,,,,2268,,,,978649
Pataliputra,2014,Bihar,Independent,MINENDRA KUMAR SINGH,,,,1697,,,,978649
Pataliputra,2014,Bihar,None of the Above,None of the Above,,,,4678,,,,978649
Arrah,2014,Bihar,Bharatiya Janata Party,RAJ KUMAR SINGH,,,,391074,,,,893213
Arrah,2014,Bihar,Rashtriya Janata Dal,SRIBHAGWAN SINGH KUSHWAHA,,,,255204,,,,893213
Arrah,2014,Bihar,Communist Party of India  (Marxist-Leninist)  (Liberation),RAJU YADAV,,,,98805,,,,893213
Arrah,2014,Bihar,Janata Dal  (United),MEENA SINGH,,,,75962,,,,893213
Arrah,2014,Bihar,Akhil Bharatiya Jan Sangh,BHARAT BHUSHAN PANDEY,,,,10950,,,,893213
Arrah,2014,Bihar,Bahujan Samaj Party,RAMESH CHANDRA BADAL,,,,7637,,,,893213
Arrah,2014,Bihar,Aam Aadmi Party,DR. SURENDRA KUMAR PRASAD,,,,7518,,,,893213
Arrah,2014,Bihar,Independent,ASHOK RAM,,,,7305,,,,893213
Arrah,2014,Bihar,Bahujan Mukti Party,BAIJNATH YADAV,,,,6886,,,,893213
Arrah,2014,Bihar,Independent,GOPAL SINGH,,,,5879,,,,893213
Arrah,2014,Bihar,Hindustan Vikas Dal,SHAMBHU PRASAD SHARMA,,,,5680,,,,893213
Arrah,2014,Bihar,Independent,SHANKAR DAYAL PASWAN,,,,5610,,,,893213
Arrah,2014,Bihar,None of the Above,None of the Above,,,,14703,,,,893213
