pc,year,state,party,name,sex,age,category,votes,electors,rank,color,polled_votes
KANKER,2014,Chhattisgarh,None of the Above,None of the Above,,,,31917,,,,1016943
Rajmahal,2014,Jharkhand,Jharkhand Mukti Morcha,VIJAY KUMAR HANSDAK,,,,379507,,,,951563
Rajmahal,2014,Jharkhand,Bharatiya Janata Party,HEMLAL MURMU,,,,338170,,,,951563
Rajmahal,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),DR. ANIL MURMU,,,,97374,,,,951563
Rajmahal,2014,Jharkhand,Communist Party of India  (Marxist),JYOTIN SOREN,,,,58034,,,,951563
Rajmahal,2014,Jharkhand,Indian Union Muslim League,KRISHNA SINGH,,,,16354,,,,951563
Rajmahal,2014,Jharkhand,Rashtriya Krantikari Samajwadi Party,BARNARD HEMBROM,,,,8686,,,,951563
Rajmahal,2014,Jharkhand,Independent,DR. SURAE SOREN,,,,7906,,,,951563
Rajmahal,2014,Jharkhand,Independent,TALA HANSDA,,,,7661,,,,951563
Rajmahal,2014,Jharkhand,AJSU Party,ARJUN PRASAD SINGH,,,,6761,,,,951563
Rajmahal,2014,Jharkhand,Independent,SUNIRAM HEMBROM,,,,6460,,,,951563
Rajmahal,2014,Jharkhand,Bahujan Samaj Party,ARUN MARANDI,,,,4775,,,,951563
Rajmahal,2014,Jharkhand,None of the Above,None of the Above,,,,19875,,,,951563
Dumka,2014,Jharkhand,Jharkhand Mukti Morcha,SHIBU SOREN,,,,335815,,,,903060
Dumka,2014,Jharkhand,Bharatiya Janata Party,SUNIL SOREN,,,,296785,,,,903060
Dumka,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),BABU LAL MARANDI,,,,158122,,,,903060
Dumka,2014,Jharkhand,Communist Party of India,CHHAYA KOLE,,,,26442,,,,903060
Dumka,2014,Jharkhand,Independent,SHRILAL KISKU,,,,10347,,,,903060
Dumka,2014,Jharkhand,Independent,PULIS HEMRAM,,,,10283,,,,903060
Dumka,2014,Jharkhand,Independent,BAGHRAI SOREN,,,,9436,,,,903060
Dumka,2014,Jharkhand,Bahujan Samaj Party,SOKOL HANSDA,,,,9059,,,,903060
Dumka,2014,Jharkhand,All India Trinamool Congress,BABULAL SOREN,,,,6284,,,,903060
Dumka,2014,Jharkhand,Communist Party of India  (Marxist-Leninist)  (Liberation),BITIYA MANJHI,,,,5813,,,,903060
Dumka,2014,Jharkhand,Independent,JOSHIL MURMU,,,,4567,,,,903060
Dumka,2014,Jharkhand,Jharkhand Disom Party,STEPHAN BESRA,,,,4310,,,,903060
Dumka,2014,Jharkhand,Aam Aadmi Party,SAHADEO SOREN,,,,3739,,,,903060
Dumka,2014,Jharkhand,Independent,UMANATH KOLE,,,,3733,,,,903060
Dumka,2014,Jharkhand,None of the Above,None of the Above,,,,18325,,,,903060
Godda,2014,Jharkhand,Bharatiya Janata Party,NISHIKANT DUBEY,,,,380500,,,,1049442
Godda,2014,Jharkhand,Indian National Congress,FURKAN ANSARI,,,,319818,,,,1049442
Godda,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),PRADIP YADAV,,,,193506,,,,1049442
Godda,2014,Jharkhand,All India Trinamool Congress,DAMODAR SINGH,,,,28246,,,,1049442
Godda,2014,Jharkhand,Independent,SUNIL KUMAR GUPTA,,,,22349,,,,1049442
Godda,2014,Jharkhand,Bahujan Samaj Party,MANRAJ,,,,20871,,,,1049442
Godda,2014,Jharkhand,Janata Dal  (United),RAJVARDHAN AZAD,,,,14034,,,,1049442
Godda,2014,Jharkhand,AJSU Party,SUBODH PRASAD,,,,10998,,,,1049442
Godda,2014,Jharkhand,Independent,NIRANJAN PRASAD YADAV,,,,9059,,,,1049442
Godda,2014,Jharkhand,Independent,MANOJ KUMAR RAY,,,,7447,,,,1049442
Godda,2014,Jharkhand,Independent,NAVIN CHANDRA JHA,,,,7278,,,,1049442
Godda,2014,Jharkhand,Samata Party,MD. NOOR HASSAN,,,,5132,,,,1049442
Godda,2014,Jharkhand,Aam Aadmi Party,JAI SHANKAR JHA,,,,5080,,,,1049442
Godda,2014,Jharkhand,Bahujan Mukti Party,MD. JENUL,,,,4466,,,,1049442
Godda,2014,Jharkhand,Communist Party of India  (Marxist-Leninist)  (Liberation),GITA MANDAL,,,,4344,,,,1049442
Godda,2014,Jharkhand,Jharkhand Vikas Dal,MAHENDRA MURMU,,,,3904,,,,1049442
Godda,2014,Jharkhand,None of the Above,None of the Above,,,,12410,,,,1049442
Chatra,2014,Jharkhand,Bharatiya Janata Party,SUNIL KUMAR SINGH,,,,295862,,,,712971
Chatra,2014,Jharkhand,Indian National Congress,DHIRAJ PRASAD SAHU,,,,117836,,,,712971
Chatra,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),NILAM DEVI,,,,104176,,,,712971
Chatra,2014,Jharkhand,AJSU Party,NAGMANI,,,,35674,,,,712971
Chatra,2014,Jharkhand,Samajwadi Party,KESHWAR YADAV,,,,29754,,,,712971
Chatra,2014,Jharkhand,Communist Party of India,BANWARI SAW,,,,21261,,,,712971
Chatra,2014,Jharkhand,Aam Aadmi Party,SIMA CHANDRAVANSI,,,,17980,,,,712971
Chatra,2014,Jharkhand,Bahujan Samaj Party,HAJI JAINUL ABEDIN,,,,14929,,,,712971
Chatra,2014,Jharkhand,Rashtriya Deshaj Party,RAJ KUMAR PAHAN,,,,10771,,,,712971
Chatra,2014,Jharkhand,Communist Party of India  (Marxist-Leninist)  (Liberation),RAMNARESH SINGH,,,,8341,,,,712971
Chatra,2014,Jharkhand,All India Trinamool Congress,NAUSHAD ALAM,,,,7841,,,,712971
Chatra,2014,Jharkhand,Jharkhand Party,BALWANT KUMAR,,,,6845,,,,712971
Chatra,2014,Jharkhand,Independent,SUDHANSHU SUMAN,,,,5843,,,,712971
Chatra,2014,Jharkhand,Janata Dal  (United),MAHESH SINGH YADAV,,,,5783,,,,712971
Chatra,2014,Jharkhand,Akhil Bharat Hindu Mahasabha,SAGAR RAM,,,,5743,,,,712971
Chatra,2014,Jharkhand,Socialist Party (India),CHANDRADEO THAKUR,,,,4725,,,,712971
Chatra,2014,Jharkhand,Rashtriya Jankranti Morcha,MISTAR ALAM ASRAFEE,,,,4647,,,,712971
Chatra,2014,Jharkhand,Independent,ANIL KUMAR ORAON,,,,4209,,,,712971
Chatra,2014,Jharkhand,Independent,ASHISH BHUSHAN PATHAK,,,,2944,,,,712971
Chatra,2014,Jharkhand,Independent,ROBIN SINGH,,,,2016,,,,712971
Chatra,2014,Jharkhand,None of the Above,None of the Above,,,,5791,,,,712971
Kodarma,2014,Jharkhand,Bharatiya Janata Party,RAVINDRA KR. RAY,,,,365410,,,,1024906
Kodarma,2014,Jharkhand,Communist Party of India  (Marxist-Leninist)  (Liberation),RAJKUMAR YADAV,,,,266756,,,,1024906
Kodarma,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),PRANAV KUMAR VERMA,,,,160638,,,,1024906
Kodarma,2014,Jharkhand,Indian National Congress,TILAKDHARI PD SINGH,,,,60330,,,,1024906
Kodarma,2014,Jharkhand,AJSU Party,NAJRUL HASSAN HASHMI,,,,25522,,,,1024906
Kodarma,2014,Jharkhand,Independent,KANCHAN KUMARI,,,,20669,,,,1024906
Kodarma,2014,Jharkhand,Janata Dal  (United),KRISHNA SINGH,,,,18727,,,,1024906
Kodarma,2014,Jharkhand,All India Trinamool Congress,MANJU KUMARI,,,,12785,,,,1024906
Kodarma,2014,Jharkhand,Bahujan Samaj Party,BISHESHWAR PRASAD,,,,12459,,,,1024906
Kodarma,2014,Jharkhand,Aam Aadmi Party,VIJAY KUMAR CHOURASIYA,,,,11880,,,,1024906
Kodarma,2014,Jharkhand,Independent,SHIVANATH SAV,,,,11117,,,,1024906
Kodarma,2014,Jharkhand,Samajwadi Party,JAIDEO CHAUDHARY,,,,7838,,,,1024906
Kodarma,2014,Jharkhand,All India Forward Bloc,RAGHUNANDAN PRASAD VISHWAKARMA,,,,6992,,,,1024906
Kodarma,2014,Jharkhand,Jharkhand Vikas Dal,DR. SURAJ MANDAL,,,,6966,,,,1024906
Kodarma,2014,Jharkhand,Independent,RAMESHWAR PRASAD YADAV,,,,6334,,,,1024906
Kodarma,2014,Jharkhand,Bahujan Mukti Party,MAHENDRA RAVIDAS,,,,6141,,,,1024906
Kodarma,2014,Jharkhand,Independent,PHALJIT MAHTO,,,,5996,,,,1024906
Kodarma,2014,Jharkhand,Akhil Bharatiya Jan Sangh,YOGENDRA RAM,,,,4516,,,,1024906
Kodarma,2014,Jharkhand,National Loktantrik Party,MD. JALIL ANSARI,,,,4245,,,,1024906
Kodarma,2014,Jharkhand,Independent,MANOJ KUMAR,,,,2873,,,,1024906
Kodarma,2014,Jharkhand,None of the Above,None of the Above,,,,6712,,,,1024906
Giridih,2014,Jharkhand,Bharatiya Janata Party,RAVINDRA KUMAR PANDEY,,,,391913,,,,969997
Giridih,2014,Jharkhand,Jharkhand Mukti Morcha,JAGARNATH MAHTO,,,,351600,,,,969997
Giridih,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),SABA AHMAD,,,,57380,,,,969997
Giridih,2014,Jharkhand,AJSU Party,UMESH CHANDRA MEHTA,,,,55531,,,,969997
Giridih,2014,Jharkhand,Janata Dal  (United),JALESHWAR MAHATO,,,,40010,,,,969997
Giridih,2014,Jharkhand,Independent,SANJEEV KUMAR MAHATO,,,,13132,,,,969997
Giridih,2014,Jharkhand,All India Trinamool Congress,ASHUTOSH VERMA,,,,11355,,,,969997
Giridih,2014,Jharkhand,Aam Aadmi Party,GURJEET SINGH,,,,7071,,,,969997
Giridih,2014,Jharkhand,Independent,DILIP KR RAJAK,,,,6406,,,,969997
Giridih,2014,Jharkhand,Bahujan Samaj Party,KARTIK MAHTO,,,,6341,,,,969997
Giridih,2014,Jharkhand,Bahujan Mukti Party,SOHRAB SHAH,,,,5072,,,,969997
Giridih,2014,Jharkhand,Jharkhand Disom Party,BIDESHI MAHTO,,,,4325,,,,969997
Giridih,2014,Jharkhand,Independent,SHIVA MAHTO,,,,3660,,,,969997
Giridih,2014,Jharkhand,Independent,SAJJADUR RAB HASAMI,,,,3512,,,,969997
Giridih,2014,Jharkhand,All India Forward Bloc,SANJEEV KUMAR SINHA,,,,2988,,,,969997
Giridih,2014,Jharkhand,Samajwadi Party,JEETENDRA KUMAR,,,,2825,,,,969997
Giridih,2014,Jharkhand,Socialist Party (Lohia),MRINAL KANTI DEV,,,,1997,,,,969997
Giridih,2014,Jharkhand,None of the Above,None of the Above,,,,4879,,,,969997
Dhanbad,2014,Jharkhand,Bharatiya Janata Party,PASHUPATI NATH SINGH,,,,543491,,,,1143902
Dhanbad,2014,Jharkhand,Indian National Congress,AJAY KUMAR DUBEY,,,,250537,,,,1143902
Dhanbad,2014,Jharkhand,Marxist Co-Ordination,ANAND MAHATO,,,,110185,,,,1143902
Dhanbad,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),SAMARESH SINGH,,,,90926,,,,1143902
Dhanbad,2014,Jharkhand,All India Trinamool Congress,CHANDRA SHEKHAR DUBEY,,,,29937,,,,1143902
Dhanbad,2014,Jharkhand,AJSU Party,HEMLATA S. MOHAN,,,,21277,,,,1143902
Dhanbad,2014,Jharkhand,Independent,DR. KRISHNA CHANDRA SINGHRAJ,,,,13200,,,,1143902
Dhanbad,2014,Jharkhand,Aam Aadmi Party,RAMA KANT VERMA,,,,8948,,,,1143902
Dhanbad,2014,Jharkhand,Jharkhand Party,HIRALAL SANKHWAR,,,,8580,,,,1143902
Dhanbad,2014,Jharkhand,Bahujan Samaj Party,MADAN MOHAN RAM,,,,8455,,,,1143902
Dhanbad,2014,Jharkhand,Independent,GANPAT MAHTO,,,,5441,,,,1143902
Dhanbad,2014,Jharkhand,Bahujan Mukti Party,KISHOR KUMAR MURMU,,,,4531,,,,1143902
Dhanbad,2014,Jharkhand,Samajwadi Party,AKLU RAM MAHTO,,,,4169,,,,1143902
Dhanbad,2014,Jharkhand,Independent,RITU RANI SINGH,,,,3814,,,,1143902
Dhanbad,2014,Jharkhand,Amra Bangalee,MANTOSH KUMAR MANDAL,,,,3413,,,,1143902
Dhanbad,2014,Jharkhand,Jharkhand Disom Party,AHMAD HUSSAIN ANSARI,,,,3120,,,,1143902
Dhanbad,2014,Jharkhand,All India Minorities Front,MD. ZUBAIR,,,,3094,,,,1143902
Dhanbad,2014,Jharkhand,Independent,GAUTAM KUMAR MAHATO,,,,3000,,,,1143902
Dhanbad,2014,Jharkhand,All India Forward Bloc,JAYANT PANDEY,,,,2518,,,,1143902
Dhanbad,2014,Jharkhand,Independent,SUMAN BANERJEE,,,,2104,,,,1143902
Dhanbad,2014,Jharkhand,Independent,RAMESH BHARATI,,,,2052,,,,1143902
Dhanbad,2014,Jharkhand,Independent,MANILAL MAHTO,,,,1888,,,,1143902
Dhanbad,2014,Jharkhand,Independent,VIJAY KANT MISHRA,,,,1537,,,,1143902
Dhanbad,2014,Jharkhand,Independent,RANBIR SINGH,,,,1516,,,,1143902
Dhanbad,2014,Jharkhand,Independent,MUNSHI HEMBRAM,,,,1486,,,,1143902
Dhanbad,2014,Jharkhand,Independent,BINOD SINGH,,,,1457,,,,1143902
Dhanbad,2014,Jharkhand,Independent,PARSHURAM PASWAN,,,,1359,,,,1143902
Dhanbad,2014,Jharkhand,Independent,PREM PRAKASH PASWAN,,,,1226,,,,1143902
Dhanbad,2014,Jharkhand,Independent,TARCH MURMU,,,,1190,,,,1143902
Dhanbad,2014,Jharkhand,Independent,RAMESH KUMAR RAY,,,,965,,,,1143902
Dhanbad,2014,Jharkhand,Independent,PAWAN MAHATO,,,,811,,,,1143902
Dhanbad,2014,Jharkhand,None of the Above,None of the Above,,,,7675,,,,1143902
Ranchi,2014,Jharkhand,Bharatiya Janata Party,RAM TAHAL CHOUDHARY,,,,448729,,,,1049783
Ranchi,2014,Jharkhand,Indian National Congress,SUBODH KANT SAHAY,,,,249426,,,,1049783
Ranchi,2014,Jharkhand,AJSU Party,SUDESH KUMAR MAHTO,,,,142560,,,,1049783
Ranchi,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),AMITABH CHOUDHARY,,,,67712,,,,1049783
Ranchi,2014,Jharkhand,All India Trinamool Congress,BANDHU TIRKEY,,,,46126,,,,1049783
Ranchi,2014,Jharkhand,Communist Party of India (Marxist-Leninist) Red Star,VIKAS CHANDRA SHARMA,,,,14898,,,,1049783
Ranchi,2014,Jharkhand,Communist Party of India  (Marxist),RAJENDRA SINGH MUNDA,,,,10178,,,,1049783
Ranchi,2014,Jharkhand,Aam Aadmi Party,AMANULLAH,,,,8497,,,,1049783
Ranchi,2014,Jharkhand,Independent,KAFILUR RAHMAN,,,,4696,,,,1049783
Ranchi,2014,Jharkhand,Manav Mukti Morcha,"YUGESHWAR MARAR ""DEEN""",,,,4409,,,,1049783
Ranchi,2014,Jharkhand,Jharkhand Party  (Naren),MAN SINGH MARDI,,,,4240,,,,1049783
Ranchi,2014,Jharkhand,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),RAM LAL MAHTO,,,,4190,,,,1049783
Ranchi,2014,Jharkhand,Jharkhand Disom Party,SURESH TOPPO,,,,4085,,,,1049783
Ranchi,2014,Jharkhand,Communist Party of India  (Marxist-Leninist)  (Liberation),BAHADUR  URAON,,,,3877,,,,1049783
Ranchi,2014,Jharkhand,Bahujan Mukti Party,RANJIT MAHTO,,,,3823,,,,1049783
Ranchi,2014,Jharkhand,Akhil Bhartiya Jharkhand Party,LAL JOTINDRA DEV,,,,3411,,,,1049783
Ranchi,2014,Jharkhand,Independent,BALRAM KUMAR BEDIA,,,,2889,,,,1049783
Ranchi,2014,Jharkhand,Bahujan Samaj Party,DURGA MUNDA,,,,2502,,,,1049783
Ranchi,2014,Jharkhand,Independent,SAJIYA HAIDAR,,,,2195,,,,1049783
Ranchi,2014,Jharkhand,Samata Party,BISHESHWAR MAHTO,,,,2130,,,,1049783
Ranchi,2014,Jharkhand,Independent,ARSAD AYUB,,,,2083,,,,1049783
Ranchi,2014,Jharkhand,Independent,AMIT KUMAR SINGH,,,,1987,,,,1049783
Ranchi,2014,Jharkhand,Independent,CHINTAMANI MAHTO,,,,1605,,,,1049783
Ranchi,2014,Jharkhand,Independent,THADDEUS LAKRA,,,,1504,,,,1049783
Ranchi,2014,Jharkhand,Independent,BIRENDRA KUMAR JAISWAL,,,,1366,,,,1049783
Ranchi,2014,Jharkhand,Independent,RAMPODO MAHTO,,,,1296,,,,1049783
Ranchi,2014,Jharkhand,Independent,ANJANI PANDEY,,,,1250,,,,1049783
Ranchi,2014,Jharkhand,Independent,ABUL HASAN,,,,1219,,,,1049783
Ranchi,2014,Jharkhand,None of the Above,None of the Above,,,,6900,,,,1049783
Jamshedpur,2014,Jharkhand,Bharatiya Janata Party,BIDYUT BARAN MAHATO,,,,464153,,,,1049140
Jamshedpur,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),AJAY KUMAR,,,,364277,,,,1049140
Jamshedpur,2014,Jharkhand,Jharkhand Mukti Morcha,NIROOP MAHANTY,,,,138109,,,,1049140
Jamshedpur,2014,Jharkhand,Amra Bangalee,ANGAD MAHATO,,,,12632,,,,1049140
Jamshedpur,2014,Jharkhand,Aam Aadmi Party,KUMAR CHANDRA MARDI,,,,7145,,,,1049140
Jamshedpur,2014,Jharkhand,Independent,OM PRAKASH ANAND,,,,5655,,,,1049140
Jamshedpur,2014,Jharkhand,Independent,MOBIN KHAN,,,,5406,,,,1049140
Jamshedpur,2014,Jharkhand,Rashtriya Deshaj Party,JOSAI MARDI,,,,5378,,,,1049140
Jamshedpur,2014,Jharkhand,Independent,DINESH MAHATO,,,,5300,,,,1049140
Jamshedpur,2014,Jharkhand,Jharkhand Party  (Naren),SEKH AKHIRUDDIN,,,,4822,,,,1049140
Jamshedpur,2014,Jharkhand,Bahujan Samaj Party,DAMAN CHANDRA BHAKAT,,,,4606,,,,1049140
Jamshedpur,2014,Jharkhand,Independent,HARI ORAWN,,,,4485,,,,1049140
Jamshedpur,2014,Jharkhand,Independent,UPENDRA KARMAKAR,,,,4429,,,,1049140
Jamshedpur,2014,Jharkhand,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SITA RAM TUDU,,,,3700,,,,1049140
Jamshedpur,2014,Jharkhand,Samajwadi Party,D.G.RAJA,,,,3414,,,,1049140
Jamshedpur,2014,Jharkhand,None of the Above,None of the Above,,,,15629,,,,1049140
Singhbhum,2014,Jharkhand,Bharatiya Janata Party,LAXMAN GILUWA,,,,303131,,,,795286
Singhbhum,2014,Jharkhand,Jai Bharat Samanta Party,GEETA KORA,,,,215607,,,,795286
Singhbhum,2014,Jharkhand,Indian National Congress,CHITRASEN SINKU,,,,111796,,,,795286
Singhbhum,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),DASHRATH GAGRAI,,,,35681,,,,795286
Singhbhum,2014,Jharkhand,Jharkhand Disom Party,SALKHAN MURMU,,,,25547,,,,795286
Singhbhum,2014,Jharkhand,All India Forward Bloc,JOHN MIRAN MUNDA,,,,16952,,,,795286
Singhbhum,2014,Jharkhand,Independent,SNEHLATA JOJO,,,,12877,,,,795286
Singhbhum,2014,Jharkhand,Jharkhand Party,RAJENDRA PURTY,,,,11507,,,,795286
Singhbhum,2014,Jharkhand,Bahujan Samaj Party,MANOHAR SINKU,,,,9303,,,,795286
Singhbhum,2014,Jharkhand,Independent,RUPSINGH HEMBROM,,,,8895,,,,795286
Singhbhum,2014,Jharkhand,Rashtriya Deshaj Party,NAVEEN MURMU,,,,8607,,,,795286
Singhbhum,2014,Jharkhand,Bahujan Mukti Party,BUDHRAM LAGURI,,,,8346,,,,795286
Singhbhum,2014,Jharkhand,None of the Above,None of the Above,,,,27037,,,,795286
Khunti,2014,Jharkhand,Bharatiya Janata Party,KARIA MUNDA,,,,269185,,,,736955
Khunti,2014,Jharkhand,Jharkhand Party,ANOSH EKKA,,,,176937,,,,736955
Khunti,2014,Jharkhand,Indian National Congress,KALI CHARAN MUNDA,,,,147017,,,,736955
Khunti,2014,Jharkhand,AJSU Party,NEIL TIRKEY,,,,27158,,,,736955
Khunti,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),BASANT KUMAR LONGA,,,,24514,,,,736955
Khunti,2014,Jharkhand,Rashtriya Deshaj Party,MAHADEV RAVINATH PAHAN,,,,13566,,,,736955
Khunti,2014,Jharkhand,Aam Aadmi Party,DAYAMANI BARLA,,,,11822,,,,736955
Khunti,2014,Jharkhand,Independent,JAITUN TUTI,,,,11364,,,,736955
Khunti,2014,Jharkhand,Independent,JITENDRA MANKI  ALIAS JITENDRA PRASAD MANKI,,,,6596,,,,736955
Khunti,2014,Jharkhand,Bahujan Samaj Party,SUBODH PURTY,,,,6407,,,,736955
Khunti,2014,Jharkhand,Independent,KALYAN NAG,,,,4958,,,,736955
Khunti,2014,Jharkhand,Akhil Bhartiya Jharkhand Party,BUDAY MUNDA,,,,4841,,,,736955
Khunti,2014,Jharkhand,Samajwadi Party,NITIMA BODRA BARI,,,,4425,,,,736955
Khunti,2014,Jharkhand,Independent,ASRITA TUTI,,,,4349,,,,736955
Khunti,2014,Jharkhand,None of the Above,None of the Above,,,,23816,,,,736955
Lohardaga,2014,Jharkhand,Bharatiya Janata Party,SUDARSHAN BHAGAT,,,,226666,,,,651460
Lohardaga,2014,Jharkhand,Indian National Congress,RAMESHWAR ORAON,,,,220177,,,,651460
Lohardaga,2014,Jharkhand,All India Trinamool Congress,CHAMRA LINDA,,,,118355,,,,651460
Lohardaga,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),BIRENDRA BHAGAT,,,,26109,,,,651460
Lohardaga,2014,Jharkhand,Communist Party of India  (Marxist-Leninist)  (Liberation),LAL SAY KUMAR BHAGAT,,,,13252,,,,651460
Lohardaga,2014,Jharkhand,Bahujan Samaj Party,JAYRAM INDWAR,,,,11794,,,,651460
Lohardaga,2014,Jharkhand,Independent,MAHENDRA  ORAON,,,,6436,,,,651460
Lohardaga,2014,Jharkhand,Independent,RANJIT ORAON,,,,6037,,,,651460
Lohardaga,2014,Jharkhand,Independent,NAWAL KISHOR SINGH,,,,5870,,,,651460
Lohardaga,2014,Jharkhand,None of the Above,None of the Above,,,,16764,,,,651460
Palamau,2014,Jharkhand,Bharatiya Janata Party,VISHNU DAYAL RAM,,,,476513,,,,977323
Palamau,2014,Jharkhand,Rashtriya Janata Dal,MANOJ KUMAR,,,,212571,,,,977323
Palamau,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),GHURAN RAM,,,,156832,,,,977323
Palamau,2014,Jharkhand,All India Trinamool Congress,KAMESHWAR BAITHA,,,,37043,,,,977323
Palamau,2014,Jharkhand,Bahujan Samaj Party,RAMPATI RANJAN,,,,20481,,,,977323
Palamau,2014,Jharkhand,Independent,SHYAM LAL RAM,,,,9592,,,,977323
Palamau,2014,Jharkhand,Independent,RAVINDRA KUMAR RAVI,,,,9145,,,,977323
Palamau,2014,Jharkhand,Communist Party of India  (Marxist-Leninist)  (Liberation),SHUSHMA MEHTA,,,,8386,,,,977323
Palamau,2014,Jharkhand,Janata Dal  (United),JORAWAR RAM,,,,7538,,,,977323
Palamau,2014,Jharkhand,Independent,VINOD RAM,,,,5879,,,,977323
Palamau,2014,Jharkhand,Independent,ASHOK  RAM,,,,5648,,,,977323
Palamau,2014,Jharkhand,Samajwadi Party,RAM BADAN RAM,,,,4976,,,,977323
Palamau,2014,Jharkhand,Bahujan Mukti Party,LALDEO RAM,,,,4432,,,,977323
Palamau,2014,Jharkhand,None of the Above,None of the Above,,,,18287,,,,977323
Hazaribagh,2014,Jharkhand,Bharatiya Janata Party,JAYANT SINHA,,,,406931,,,,967152
Hazaribagh,2014,Jharkhand,Indian National Congress,SAURABH NARAIN SINGH,,,,247803,,,,967152
Hazaribagh,2014,Jharkhand,AJSU Party,LOKNATH MAHTO,,,,156186,,,,967152
Hazaribagh,2014,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),ARUN KUMAR MISHRA,,,,30408,,,,967152
Hazaribagh,2014,Jharkhand,Communist Party of India,BHUVNESHWAR PRASAD MEHTA,,,,30326,,,,967152
Hazaribagh,2014,Jharkhand,Independent,BADRI GOPE,,,,14555,,,,967152
Hazaribagh,2014,Jharkhand,Communist Party of India  (Marxist-Leninist)  (Liberation),JAVED ISLAM,,,,8453,,,,967152
Hazaribagh,2014,Jharkhand,All India Trinamool Congress,AJIT KUMAR SINGH,,,,8360,,,,967152
Hazaribagh,2014,Jharkhand,Bahujan Samaj Party,TETRI @ SHEELA DEVI,,,,8159,,,,967152
Hazaribagh,2014,Jharkhand,Independent,PRAYAG PRASAD,,,,8085,,,,967152
Hazaribagh,2014,Jharkhand,Aam Aadmi Party,MITHILESH KUMAR DANGI,,,,7140,,,,967152
Hazaribagh,2014,Jharkhand,Independent,BALDEO GANJHU,,,,5152,,,,967152
Hazaribagh,2014,Jharkhand,Independent,DR. DHIRENDRA KUMAR RAJ,,,,4481,,,,967152
Hazaribagh,2014,Jharkhand,All India Forward Bloc,RAMESHWAR RAM KUSHWAHA,,,,4423,,,,967152
Hazaribagh,2014,Jharkhand,Independent,MAHENDRA KISHOR MEHTA,,,,3752,,,,967152
Hazaribagh,2014,Jharkhand,Independent,YASHPAL YADAV,,,,3540,,,,967152
Hazaribagh,2014,Jharkhand,Independent,RAMAVTAR MAHTO,,,,3365,,,,967152
Hazaribagh,2014,Jharkhand,Indian Union Muslim League,MO. SHANUL HAQUE,,,,3189,,,,967152
Hazaribagh,2014,Jharkhand,Pragatisheel Magahi Samaj,PRAMOD KUMAR MAHTHA,,,,3076,,,,967152
Hazaribagh,2014,Jharkhand,Bahujan Mukti Party,ABDUL RAHIM,,,,2941,,,,967152
Hazaribagh,2014,Jharkhand,None of the Above,None of the Above,,,,6827,,,,967152
Tehri Garhwal,2014,Uttarakhand,Bharatiya Janata Party,MALA RAJYA LAXMI SHAH,,,,446733,,,,776214
Tehri Garhwal,2014,Uttarakhand,Indian National Congress,SAKET BAHUGUNA,,,,254230,,,,776214
Tehri Garhwal,2014,Uttarakhand,Aam Aadmi Party,ANOOP NAUTIYAL,,,,24043,,,,776214
Tehri Garhwal,2014,Uttarakhand,Bahujan Samaj Party,SHISHPAL SINGH,,,,11538,,,,776214
Tehri Garhwal,2014,Uttarakhand,Independent,SOHAN PAL SINGH,,,,6672,,,,776214
Tehri Garhwal,2014,Uttarakhand,Communist Party of India  (Marxist),SHIV PRASAD DEOLI,,,,6577,,,,776214
Tehri Garhwal,2014,Uttarakhand,Independent,GAURAV PUNDIR,,,,2302,,,,776214
Tehri Garhwal,2014,Uttarakhand,Independent,PREM SINGH YADAV,,,,2007,,,,776214
Tehri Garhwal,2014,Uttarakhand,Rashtriya Lok Dal,JAPINDER SINGH,,,,1958,,,,776214
Tehri Garhwal,2014,Uttarakhand,Independent,RAJU MAURYA,,,,1935,,,,776214
Tehri Garhwal,2014,Uttarakhand,Rashtriya Uttarakhand Party,NAVNEET SINGH GOSAIN,,,,1629,,,,776214
Tehri Garhwal,2014,Uttarakhand,Independent,JAI PRAKASH UPADHYAY,,,,1619,,,,776214
Tehri Garhwal,2014,Uttarakhand,Independent,BARHM DEV JHA,,,,1554,,,,776214
Tehri Garhwal,2014,Uttarakhand,Peace Party,HAJI MOHD. YOUSUF,,,,900,,,,776214
Tehri Garhwal,2014,Uttarakhand,Naya Daur Party,SATENDRA SHARMA,,,,878,,,,776214
Tehri Garhwal,2014,Uttarakhand,Bharatiya Mool Niwasi Samaj Party,JAUHARI LAL SUMAN(MUNI),,,,877,,,,776214
