#,AC_NAME,AC_NO,Deposit Threshold,EVM Votes,Migrant Votes,Migrant Votes ,NAME,O.S.N.,party_code,Polled_Votes,Postal Votes,Rank,ST_CD,ST_NAME,State-code,VOTES,Vote %,YEAR,color_code,PARTY,polled_votes,vote_percent
6,Machilipatnam,11,0,6355,0,0,GUDIVAKA RAMANJANEYULU,2,Bharatiya Janata Party,1241605,107,6,S01,Andhra Pradesh,S01,6462,0.520455378,2019,#ff7f0e,BJP,1241605,0.52
5,Machilipatnam,11,0,12207,0,0,GOLLU KRISHNA,3,Indian National Congress,1241605,77,5,S01,Andhra Pradesh,S01,12284,0.989364572,2019,#3498DB,INC,1241605,0.99
1,Machilipatnam,11,1,566178,0,0,BALASHOWRY VALLABHANENI,4,Yuvajana Sramika Rythu Congress Party,1241605,5258,1,S01,Andhra Pradesh,S01,571436,46.02397703,2019,#08406F,YSRCP,1241605,46.02
8,Machilipatnam,11,0,3620,0,0,PERAM SIVA NAGESWARA RAO,5,Republican Party of India (A),1241605,2,8,S01,Andhra Pradesh,S01,3622,0.291719186,2019,#363636,RPI(A),1241605,0.29
3,Machilipatnam,11,0,112416,0,0,BANDREDDI RAMAKRISHNA,6,Janasena Party,1241605,876,3,S01,Andhra Pradesh,S01,113292,9.12464109,2019,#D22215,JP,1241605,9.12
9,Machilipatnam,11,0,1016,0,0,YARLAGADDA RAMA MOHANA RAO,7,Bahujan Maha Party,1241605,1,9,S01,Andhra Pradesh,S01,1017,0.081910108,2019,#363636,BMP,1241605,0.08
12,Machilipatnam,11,0,824,0,0,VALLURU VENKATESWARA RAO,8,Pyramid Party of India,1241605,2,12,S01,Andhra Pradesh,S01,826,0.066526794,2019,#363636,PPI,1241605,0.07
11,Machilipatnam,11,0,846,0,0,GANDHI DHANEKULA,9,Independent,1241605,0,11,S01,Andhra Pradesh,S01,846,0.068137612,2019,#CEB58C,IND,1241605,0.07
13,Machilipatnam,11,0,771,0,0,NADAKUDITI NAGA GAYATHRI,10,Independent,1241605,2,13,S01,Andhra Pradesh,S01,773,0.062258126,2019,#CEB58C,IND,1241605,0.06
10,Machilipatnam,11,0,895,0,0,GUDIVAKA VENKATA NAGA BASAVA RAO,11,Independent,1241605,1,10,S01,Andhra Pradesh,S01,896,0.072164658,2019,#CEB58C,IND,1241605,0.07
7,Machilipatnam,11,0,4766,0,0,VIJAYA LAKSHMI CHALAPAKA,12,Independent,1241605,13,7,S01,Andhra Pradesh,S01,4779,0.384905022,2019,#CEB58C,IND,1241605,0.38
4,Machilipatnam,11,0,14043,0,0,NOTA,13,None of the Above,1241605,34,4,S01,Andhra Pradesh,S01,14077,1.133774429,2019,#DDD1CA,NOTA,1241605,1.13
4,Vijayawada,12,0,18411,0,0,KILARU DILEEP,1,Bharatiya Janata Party,1277711,93,4,S01,Andhra Pradesh,S01,18504,1.448214815,2019,#ff7f0e,BJP,1277711,1.45
1,Vijayawada,12,1,573929,0,0,KESINENI SRINIVAS (NANI),2,Telugu Desam,1277711,1569,1,S01,Andhra Pradesh,S01,575498,45.04132781,2019,#AB9005,TDP,1277711,45.04
5,Vijayawada,12,0,16204,0,0,NARAHARISETTY. NARASIMHARAO.,3,Indian National Congress,1277711,57,5,S01,Andhra Pradesh,S01,16261,1.272666511,2019,#3498DB,INC,1277711,1.27
2,Vijayawada,12,1,564174,0,0,POTLURI.V.PRASAD ( P V P ),4,Yuvajana Sramika Rythu Congress Party,1277711,2598,2,S01,Andhra Pradesh,S01,566772,44.35838777,2019,#08406F,YSRCP,1277711,44.36
7,Vijayawada,12,0,2457,0,0,ANDUKURI VIJAYA BHASKAR,5,India Praja Bandhu Party,1277711,0,7,S01,Andhra Pradesh,S01,2457,0.192297006,2019,#363636,IPBP,1277711,0.19
15,Vijayawada,12,0,433,0,0,DATLA LURDU MARY,6,Mundadugu Praja Party,1277711,1,15,S01,Andhra Pradesh,S01,434,0.033966993,2019,#363636,MPP,1277711,0.03
14,Vijayawada,12,0,480,0,0,PADALA SIVA PRASAD,7,Navarang Congress Party,1277711,0,14,S01,Andhra Pradesh,S01,480,0.037567181,2019,,,1277711,0.04
3,Vijayawada,12,0,81416,0,0,Muttamsetty Prasad babu,8,Janasena Party,1277711,234,3,S01,Andhra Pradesh,S01,81650,6.390333964,2019,#D22215,JP,1277711,6.39
13,Vijayawada,12,0,683,0,0,SEKHAR,9,Pyramid Party of India,1277711,2,13,S01,Andhra Pradesh,S01,685,0.053611497,2019,#363636,PPI,1277711,0.05
16,Vijayawada,12,0,412,0,0,Sk. Riyaz,10,Indian Union Muslim League,1277711,0,16,S01,Andhra Pradesh,S01,412,0.032245163,2019,#014BC6,IUML,1277711,0.03
10,Vijayawada,12,0,1049,0,0,ANIL KUMAR MADDINENI,11,Independent,1277711,0,10,S01,Andhra Pradesh,S01,1049,0.082099943,2019,#CEB58C,IND,1277711,0.08
12,Vijayawada,12,0,687,0,0,DHANEKULA GANDHI,12,Independent,1277711,1,12,S01,Andhra Pradesh,S01,688,0.053846292,2019,#CEB58C,IND,1277711,0.05
11,Vijayawada,12,0,951,0,0,NANDINI NALLAGHATLA,13,Independent,1277711,2,11,S01,Andhra Pradesh,S01,953,0.074586507,2019,#CEB58C,IND,1277711,0.07
8,Vijayawada,12,0,1739,0,0,BOLISETTY HARI BABU,14,Independent,1277711,0,8,S01,Andhra Pradesh,S01,1739,0.136102765,2019,#CEB58C,IND,1277711,0.14
9,Vijayawada,12,0,1218,0,0,MOHAMMAD ISHAQ,15,Independent,1277711,0,9,S01,Andhra Pradesh,S01,1218,0.095326721,2019,#CEB58C,IND,1277711,0.1
6,Vijayawada,12,0,8889,0,0,NOTA,16,None of the Above,1277711,22,6,S01,Andhra Pradesh,S01,8911,0.697419056,2019,#DDD1CA,NOTA,1277711,0.7
1,Guntur,13,1,586292,0,0,Jayadev Galla,1,Telugu Desam,1351474,1626,1,S01,Andhra Pradesh,S01,587918,43.50198376,2019,#AB9005,TDP,1351474,43.5
5,Guntur,13,0,11667,0,0,Jayaprakash Narayana Valluru,2,Bharatiya Janata Party,1351474,174,5,S01,Andhra Pradesh,S01,11841,0.87615448,2019,#ff7f0e,BJP,1351474,0.88
2,Guntur,13,1,580840,0,0,Modugula Venugopala Reddy,3,Yuvajana Sramika Rythu Congress Party,1351474,2873,2,S01,Andhra Pradesh,S01,583713,43.190842,2019,#08406F,YSRCP,1351474,43.19
4,Guntur,13,0,14124,0,0,Shaik Mastanvali,4,Indian National Congress,1351474,81,4,S01,Andhra Pradesh,S01,14205,1.051074604,2019,#3498DB,INC,1351474,1.05
14,Guntur,13,0,808,0,0,Araveti Hazarath Rao,5,Pyramid Party of India,1351474,2,14,S01,Andhra Pradesh,S01,810,0.05993456,2019,#363636,PPI,1351474,0.06
19,Guntur,13,0,447,0,0,Ullagi David Jayakumar,6,Hardam Manavtawadi Rashtriya Dal,1351474,0,19,S01,Andhra Pradesh,S01,447,0.033074998,2019,,,1351474,0.03
20,Guntur,13,0,437,0,0,Jeldi Raja Mohan,7,All India Praja Party,1351474,0,20,S01,Andhra Pradesh,S01,437,0.032335065,2019,,,1351474,0.03
13,Guntur,13,0,920,0,0,Nagaraju Ekula,8,Republican Party of India (A),1351474,0,13,S01,Andhra Pradesh,S01,920,0.068073822,2019,#363636,RPI(A),1351474,0.07
3,Guntur,13,0,128746,0,0,Bonaboyina Srinivasa Rao,9,Janasena Party,1351474,459,3,S01,Andhra Pradesh,S01,129205,9.560302307,2019,#D22215,JP,1351474,9.56
7,Guntur,13,0,3212,0,0,Mannava Hariprasad,10,Communist Party of India (Marxist-Leninist) Red Star,1351474,4,7,S01,Andhra Pradesh,S01,3216,0.237962403,2019,#363636,CPI(M)(L),1351474,0.24
11,Guntur,13,0,1744,0,0,Ramarao Simhadri,11,Praja Shanthi Party,1351474,2,11,S01,Andhra Pradesh,S01,1746,0.129192275,2019,#363636,PRSP,1351474,0.13
15,Guntur,13,0,639,0,0,Jacob Vidyasagar Nakka,12,Viduthalai Chiruthaigal Katchi,1351474,2,15,S01,Andhra Pradesh,S01,641,0.047429695,2019,#9C5ABD,VCK,1351474,0.05
12,Guntur,13,0,1015,0,0,Sarabandi Raju Sikhinam,13,Indian Labour Party (Ambedkar Phule),1351474,2,12,S01,Andhra Pradesh,S01,1017,0.07525117,2019,,,1351474,0.08
18,Guntur,13,0,560,0,0,Shaik Jaleel,14,Navarang Congress Party,1351474,3,18,S01,Andhra Pradesh,S01,563,0.041658219,2019,,,1351474,0.04
17,Guntur,13,0,628,0,0,Samudrala Chinna Kotaiah,15,National Dalitha Dhal Party,1351474,0,17,S01,Andhra Pradesh,S01,628,0.046467783,2019,,,1351474,0.05
9,Guntur,13,0,2676,0,0,Umar Basha Shaik,16,Independent,1351474,0,9,S01,Andhra Pradesh,S01,2676,0.198006029,2019,#CEB58C,IND,1351474,0.2
8,Guntur,13,0,2907,0,0,Dasari Kiran Babu,17,Independent,1351474,2,8,S01,Andhra Pradesh,S01,2909,0.215246464,2019,#CEB58C,IND,1351474,0.22
16,Guntur,13,0,629,0,0,Doppalapudi Veera Das,18,Independent,1351474,0,16,S01,Andhra Pradesh,S01,629,0.046541776,2019,#CEB58C,IND,1351474,0.05
10,Guntur,13,0,1947,0,0,Yanamadala Venkata Suresh,19,Independent,1351474,0,10,S01,Andhra Pradesh,S01,1947,0.144064925,2019,#CEB58C,IND,1351474,0.14
6,Guntur,13,0,5972,0,0,NOTA,20,None of the Above,1351474,34,6,S01,Andhra Pradesh,S01,6006,0.444403666,2019,#DDD1CA,NOTA,1351474,0.44
4,Narasaraopet,14,0,15237,0,0,KANNA LAKSHMI NARAYANA,1,Bharatiya Janata Party,1437675,231,4,S01,Andhra Pradesh,S01,15468,1.075903803,2019,#ff7f0e,BJP,1437675,1.08
6,Narasaraopet,14,0,10976,0,0,PAKKALA SURIBABU,2,Indian National Congress,1437675,56,6,S01,Andhra Pradesh,S01,11032,0.767350062,2019,#3498DB,INC,1437675,0.77
2,Narasaraopet,14,1,588900,0,0,RAYAPATI SAMBASIVARAO,3,Telugu Desam,1437675,2211,2,S01,Andhra Pradesh,S01,591111,41.11575982,2019,#AB9005,TDP,1437675,41.12
1,Narasaraopet,14,1,740041,0,0,LAVU SRI KRISHNA DEVARAYALU,4,Yuvajana Sramika Rythu Congress Party,1437675,5048,1,S01,Andhra Pradesh,S01,745089,51.82596901,2019,#08406F,YSRCP,1437675,51.83
7,Narasaraopet,14,0,2892,0,0,ALLU VENKATAREDDY,5,Pyramid Party of India,1437675,4,7,S01,Andhra Pradesh,S01,2896,0.201436347,2019,#363636,PPI,1437675,0.2
10,Narasaraopet,14,0,1065,0,0,KANAKAM SRINIVASARAO,6,National Nava Kranthi Party,1437675,4,10,S01,Andhra Pradesh,S01,1069,0.074356165,2019,,,1437675,0.07
3,Narasaraopet,14,0,50518,0,0,NAYUB KAMAL SHAIK,7,Janasena Party,1437675,295,3,S01,Andhra Pradesh,S01,50813,3.534387118,2019,#D22215,JP,1437675,3.53
13,Narasaraopet,14,0,423,0,0,SURABHI DEVASAHAYAM,8,Indian Union Muslim League,1437675,0,13,S01,Andhra Pradesh,S01,423,0.029422505,2019,#014BC6,IUML,1437675,0.03
14,Narasaraopet,14,0,365,0,0,KANTE SAYANNA,9,Independent,1437675,1,14,S01,Andhra Pradesh,S01,366,0.02545777,2019,#CEB58C,IND,1437675,0.03
12,Narasaraopet,14,0,623,0,0,GADDALA VENU,10,Independent,1437675,3,12,S01,Andhra Pradesh,S01,626,0.043542525,2019,#CEB58C,IND,1437675,0.04
8,Narasaraopet,14,0,2683,0,0,DURGAMPUDI RAMIREDDY,11,Independent,1437675,1,8,S01,Andhra Pradesh,S01,2684,0.186690316,2019,#CEB58C,IND,1437675,0.19
11,Narasaraopet,14,0,999,0,0,PARIMI NARASIMHA RAO,12,Independent,1437675,2,11,S01,Andhra Pradesh,S01,1001,0.069626306,2019,#CEB58C,IND,1437675,0.07
9,Narasaraopet,14,0,1394,0,0,REDDYBOINA PRASANNA KUMAR,13,Independent,1437675,1,9,S01,Andhra Pradesh,S01,1395,0.097031666,2019,#CEB58C,IND,1437675,0.1
5,Narasaraopet,14,0,13664,0,0,NOTA,14,None of the Above,1437675,38,5,S01,Andhra Pradesh,S01,13702,0.953066583,2019,#DDD1CA,NOTA,1437675,0.95
6,Bapatla,15,0,9842,0,0,CHALLAGALI KISHORE KUMAR,1,Bharatiya Janata Party,1266492,509,6,S01,Andhra Pradesh,S01,10351,0.817296911,2019,#ff7f0e,BJP,1266492,0.82
3,Bapatla,15,0,42262,0,0,K. DEVANAND,2,Bahujan Samaj Party,1266492,318,3,S01,Andhra Pradesh,S01,42580,3.362042555,2019,#22409A,BSP,1266492,3.36
1,Bapatla,15,1,592250,0,0,NANDIGAM SURESH,3,Yuvajana Sramika Rythu Congress Party,1266492,6007,1,S01,Andhra Pradesh,S01,598257,47.23732957,2019,#08406F,YSRCP,1266492,47.24
2,Bapatla,15,1,577403,0,0,MALYADRI SRIRAM,4,Telugu Desam,1266492,4789,2,S01,Andhra Pradesh,S01,582192,45.96886518,2019,#AB9005,TDP,1266492,45.97
5,Bapatla,15,0,12941,0,0,J.D. SEELAM,5,Indian National Congress,1266492,214,5,S01,Andhra Pradesh,S01,13155,1.038695862,2019,#3498DB,INC,1266492,1.04
9,Bapatla,15,0,877,0,0,KUMAR KATTEPOGU,6,Pyramid Party of India,1266492,8,9,S01,Andhra Pradesh,S01,885,0.069878057,2019,#363636,PPI,1266492,0.07
12,Bapatla,15,0,521,0,0,GADDE HARI BABU,7,Navodayam Party,1266492,9,12,S01,Andhra Pradesh,S01,530,0.041847876,2019,,,1266492,0.04
13,Bapatla,15,0,463,0,0,CHINA NAGESWARA RAO SADHU,8,Mundadugu Praja Party,1266492,3,13,S01,Andhra Pradesh,S01,466,0.036794547,2019,#363636,MPP,1266492,0.04
14,Bapatla,15,0,368,0,0,THUMATI RAVI,9,All Peoples Party,1266492,2,14,S01,Andhra Pradesh,S01,370,0.029214555,2019,,,1266492,0.03
11,Bapatla,15,0,600,0,0,NUTHAKKI RAMA RAO,10,All India Praja Party,1266492,6,11,S01,Andhra Pradesh,S01,606,0.047848703,2019,,,1266492,0.05
10,Bapatla,15,0,651,0,0,GELLA NAGAMALLI,11,Independent,1266492,4,10,S01,Andhra Pradesh,S01,655,0.051717658,2019,#CEB58C,IND,1266492,0.05
8,Bapatla,15,0,1271,0,0,GOLLA BABURAO,12,Independent,1266492,5,8,S01,Andhra Pradesh,S01,1276,0.100750735,2019,#CEB58C,IND,1266492,0.1
7,Bapatla,15,0,1943,0,0,BUSSA NAGARAJU,13,Independent,1266492,8,7,S01,Andhra Pradesh,S01,1951,0.154047558,2019,#CEB58C,IND,1266492,0.15
4,Bapatla,15,0,13178,0,0,NOTA,14,None of the Above,1266492,40,4,S01,Andhra Pradesh,S01,13218,1.043670232,2019,#DDD1CA,NOTA,1266492,1.04
5,Ongole,16,0,7587,0,0,THOGANTI SREENIVASULU,1,Bharatiya Janata Party,1342368,642,5,S01,Andhra Pradesh,S01,8229,0.613021169,2019,#ff7f0e,BJP,1342368,0.61
1,Ongole,16,1,729344,0,0,MAGUNTA SREENIVASULU REDDY,2,Yuvajana Sramika Rythu Congress Party,1342368,9858,1,S01,Andhra Pradesh,S01,739202,55.0670159,2019,#08406F,YSRCP,1342368,55.07
2,Ongole,16,1,516287,0,0,SIDDA RAGHAVA RAO,3,Telugu Desam,1342368,8064,2,S01,Andhra Pradesh,S01,524351,39.0616433,2019,#AB9005,TDP,1342368,39.06
6,Ongole,16,0,8001,0,0,DR SIRIVELLA PRASAD,4,Indian National Congress,1342368,138,6,S01,Andhra Pradesh,S01,8139,0.606316599,2019,#3498DB,INC,1342368,0.61
12,Ongole,16,0,805,0,0,KONDA PRAVEEN KUMAR,5,Navodayam Party,1342368,6,12,S01,Andhra Pradesh,S01,811,0.060415624,2019,,,1342368,0.06
3,Ongole,16,0,29054,0,0,BELLAMKONDA SAIBABU,6,Janasena Party,1342368,325,3,S01,Andhra Pradesh,S01,29379,2.18859508,2019,#D22215,JP,1342368,2.19
7,Ongole,16,0,3253,0,0,MARAM SRINIVASA REDDY,7,Praja Shanthi Party,1342368,5,7,S01,Andhra Pradesh,S01,3258,0.242705428,2019,#363636,PRSP,1342368,0.24
11,Ongole,16,0,1068,0,0,VENKATESAN BABURAO,8,India Praja Bandhu Party,1342368,5,11,S01,Andhra Pradesh,S01,1073,0.079933371,2019,#363636,IPBP,1342368,0.08
14,Ongole,16,0,564,0,0,KAVURI VENU BABU NAIDU,9,Independent,1342368,1,14,S01,Andhra Pradesh,S01,565,0.0420898,2019,#CEB58C,IND,1342368,0.04
13,Ongole,16,0,671,0,0,BILLA CHENNAIAH,10,Independent,1342368,2,13,S01,Andhra Pradesh,S01,673,0.050135283,2019,#CEB58C,IND,1342368,0.05
10,Ongole,16,0,1160,0,0,MADHU YATTAPU,11,Independent,1342368,0,10,S01,Andhra Pradesh,S01,1160,0.086414456,2019,#CEB58C,IND,1342368,0.09
9,Ongole,16,0,1451,0,0,MOHAN AYYAPPA,12,Independent,1342368,0,9,S01,Andhra Pradesh,S01,1451,0.108092565,2019,#CEB58C,IND,1342368,0.11
8,Ongole,16,0,3208,0,0,VENKATESH VEPURI,13,Independent,1342368,4,8,S01,Andhra Pradesh,S01,3212,0.239278648,2019,#CEB58C,IND,1342368,0.24
4,Ongole,16,0,20843,0,0,NOTA,14,None of the Above,1342368,22,4,S01,Andhra Pradesh,S01,20865,1.554342773,2019,#DDD1CA,NOTA,1342368,1.55
6,Nandyal,17,0,8794,0,0,ADINARAYANA INTY,1,Bharatiya Janata Party,1299093,272,6,S01,Andhra Pradesh,S01,9066,0.697871515,2019,#ff7f0e,BJP,1299093,0.7
4,Nandyal,17,0,14313,0,0,JANGITE LAKSHMI NARASIMHA YADAV,2,Indian National Congress,1299093,107,4,S01,Andhra Pradesh,S01,14420,1.110005211,2019,#3498DB,INC,1299093,1.11
1,Nandyal,17,1,715024,0,0,POCHA . BRAHMANANDA REDDY,3,Yuvajana Sramika Rythu Congress Party,1299093,5864,1,S01,Andhra Pradesh,S01,720888,55.49163917,2019,#08406F,YSRCP,1299093,55.49
2,Nandyal,17,1,466869,0,0,MANDRA SIVANANDA REDDY,4,Telugu Desam,1299093,3900,2,S01,Andhra Pradesh,S01,470769,36.23828317,2019,#AB9005,TDP,1299093,36.24
10,Nandyal,17,0,3981,0,0,D. P. JAMAL BASHA.,5,Anna YSR Congress Party,1299093,108,10,S01,Andhra Pradesh,S01,4089,0.314758066,2019,#363636,AYSRCP,1299093,0.31
16,Nandyal,17,0,931,0,0,PULA. NAGAMADDILETY,6,Ambedkar National Congress,1299093,6,16,S01,Andhra Pradesh,S01,937,0.072127246,2019,#363636,ANC,1299093,0.07
21,Nandyal,17,0,645,0,0,D. MAHAMMAD RAFI .,7,B. C. United Front,1299093,4,21,S01,Andhra Pradesh,S01,649,0.049957932,2019,,,1299093,0.05
19,Nandyal,17,0,667,0,0,RUDDIREDDY RADHAKRISHNA,8,All India Forward Bloc,1299093,6,19,S01,Andhra Pradesh,S01,673,0.051805375,2019,#363636,AIFB,1299093,0.05
3,Nandyal,17,0,38568,0,0,S.P.Y. REDDY,9,Janasena Party,1299093,303,3,S01,Andhra Pradesh,S01,38871,2.992164533,2019,#D22215,JP,1299093,2.99
17,Nandyal,17,0,842,0,0,S. A. INDUMATHI,10,Independent,1299093,5,17,S01,Andhra Pradesh,S01,847,0.065199335,2019,#CEB58C,IND,1299093,0.07
20,Nandyal,17,0,667,0,0,ELLURI. BHUPAL.,11,Independent,1299093,1,20,S01,Andhra Pradesh,S01,668,0.051420491,2019,#CEB58C,IND,1299093,0.05
18,Nandyal,17,0,765,0,0,K.P. KAMBAGIRISWAMY.,12,Independent,1299093,2,18,S01,Andhra Pradesh,S01,767,0.059041193,2019,#CEB58C,IND,1299093,0.06
9,Nandyal,17,0,4542,0,0,JESTADI SUDHAKAR,13,Independent,1299093,0,9,S01,Andhra Pradesh,S01,4542,0.349628549,2019,#CEB58C,IND,1299093,0.35
11,Nandyal,17,0,3103,0,0,I.V. PAKKIR REDDY,14,Independent,1299093,0,11,S01,Andhra Pradesh,S01,3103,0.238858958,2019,#CEB58C,IND,1299093,0.24
7,Nandyal,17,0,6099,0,0,POLURU GURUVAIAH.,15,Independent,1299093,0,7,S01,Andhra Pradesh,S01,6099,0.4694814,2019,#CEB58C,IND,1299093,0.47
8,Nandyal,17,0,4848,0,0,BHUMA KISHOR REDDY,16,Independent,1299093,4,8,S01,Andhra Pradesh,S01,4852,0.373491351,2019,#CEB58C,IND,1299093,0.37
12,Nandyal,17,0,2543,0,0,B.C. RAMANATHA REDDY,17,Independent,1299093,0,12,S01,Andhra Pradesh,S01,2543,0.195751959,2019,#CEB58C,IND,1299093,0.2
15,Nandyal,17,0,1428,0,0,Dr. LAKSHMI KANTHA REDDY CHITLA,18,Independent,1299093,1,15,S01,Andhra Pradesh,S01,1429,0.109999823,2019,#CEB58C,IND,1299093,0.11
13,Nandyal,17,0,2380,0,0,VANGALA PARAMESWARA REDDY.,19,Independent,1299093,2,13,S01,Andhra Pradesh,S01,2382,0.183358697,2019,#CEB58C,IND,1299093,0.18
14,Nandyal,17,0,1708,0,0,C. SURENDRA NATH REDDY,20,Independent,1299093,0,14,S01,Andhra Pradesh,S01,1708,0.131476345,2019,#CEB58C,IND,1299093,0.13
5,Nandyal,17,0,9759,0,0,NOTA,21,None of the Above,1299093,32,5,S01,Andhra Pradesh,S01,9791,0.753679683,2019,#DDD1CA,NOTA,1299093,0.75
3,Kurnool,18,0,36169,0,0,AHMED ALI KHAN,1,Indian National Congress,1182011,89,3,S01,Andhra Pradesh,S01,36258,3.067484144,2019,#3498DB,INC,1182011,3.07
2,Kurnool,18,1,450341,0,0,KOTLA JAYA SURYA PRAKASH REDDY,2,Telugu Desam,1182011,3324,2,S01,Andhra Pradesh,S01,453665,38.38077649,2019,#AB9005,TDP,1182011,38.38
4,Kurnool,18,0,24089,0,0,Dr. PARTHASARATHI VALMIKI,3,Bharatiya Janata Party,1182011,241,4,S01,Andhra Pradesh,S01,24330,2.058356479,2019,#ff7f0e,BJP,1182011,2.06
5,Kurnool,18,0,18818,0,0,K. PRABHAKARA REDDY,4,Communist Party of India  (Marxist),1182011,101,5,S01,Andhra Pradesh,S01,18919,1.600577321,2019,#F27A67,CPI(M),1182011,1.6
1,Kurnool,18,1,600190,0,0,AYUSHMAN DOCTOR SANJEEV KUMAR,5,Yuvajana Sramika Rythu Congress Party,1182011,2364,1,S01,Andhra Pradesh,S01,602554,50.97702136,2019,#08406F,YSRCP,1182011,50.98
8,Kurnool,18,0,7261,0,0,ABDUL WARIS,6,SOCIAL DEMOCRATIC PARTY OF INDIA,1182011,4,8,S01,Andhra Pradesh,S01,7265,0.61463049,2019,#363636,SDPI,1182011,0.61
16,Kurnool,18,0,1223,0,0,KASULA RAJASEKHAR,7,Pyramid Party of India,1182011,3,16,S01,Andhra Pradesh,S01,1226,0.103721539,2019,#363636,PPI,1182011,0.1
10,Kurnool,18,0,3264,0,0,DANDU SESHU YADAV,8,Samajwadi Party,1182011,2,10,S01,Andhra Pradesh,S01,3266,0.276308765,2019,#0E6D37,SP,1182011,0.28
15,Kurnool,18,0,1283,0,0,M. NAGANNA,9,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1182011,2,15,S01,Andhra Pradesh,S01,1285,0.108713032,2019,#363636,SUCI,1182011,0.11
17,Kurnool,18,0,1220,0,0,S.MD. SHAFATH,10,Rayalaseema Rashtra Samithi,1182011,1,17,S01,Andhra Pradesh,S01,1221,0.103298531,2019,,,1182011,0.1
12,Kurnool,18,0,2095,0,0,G Sanjeeva Kumar,11,Samajwadi Forward Bloc,1182011,2,12,S01,Andhra Pradesh,S01,2097,0.177409516,2019,#363636,SFB,1182011,0.18
14,Kurnool,18,0,1489,0,0,HATCHOLI THOMAS,12,Independent,1182011,7,14,S01,Andhra Pradesh,S01,1496,0.126563966,2019,#CEB58C,IND,1182011,0.13
13,Kurnool,18,0,1696,0,0,DEVARAPOGU MADDILETY,13,Independent,1182011,1,13,S01,Andhra Pradesh,S01,1697,0.143568884,2019,#CEB58C,IND,1182011,0.14
11,Kurnool,18,0,2741,0,0,BALIJA. SHIVA KUMAR,14,Independent,1182011,0,11,S01,Andhra Pradesh,S01,2741,0.231892935,2019,#CEB58C,IND,1182011,0.23
6,Kurnool,18,0,9771,0,0,T. BEECHUPALLY,15,Independent,1182011,0,6,S01,Andhra Pradesh,S01,9771,0.826642053,2019,#CEB58C,IND,1182011,0.83
9,Kurnool,18,0,6548,0,0,P.V. SRIHARI,16,Independent,1182011,3,9,S01,Andhra Pradesh,S01,6551,0.554224961,2019,#CEB58C,IND,1182011,0.55
7,Kurnool,18,0,7643,0,0,NOTA,17,None of the Above,1182011,26,7,S01,Andhra Pradesh,S01,7669,0.648809529,2019,#DDD1CA,NOTA,1182011,0.65
4,Anantapur,19,0,20192,0,0,D.JAGADEESH,1,Communist Party of India,1342306,102,4,S01,Andhra Pradesh,S01,20294,1.511875832,2019,#F27A67,CPI,1342306,1.51
1,Anantapur,19,1,690901,0,0,TALARI RANGAIAH,2,Yuvajana Sramika Rythu Congress Party,1342306,4307,1,S01,Andhra Pradesh,S01,695208,51.7920653,2019,#08406F,YSRCP,1342306,51.79
2,Anantapur,19,1,550597,0,0,J.C. PAVAN REDDY,3,Telugu Desam,1342306,3183,2,S01,Andhra Pradesh,S01,553780,41.25586863,2019,#AB9005,TDP,1342306,41.26
3,Anantapur,19,0,29994,0,0,K.RAJIV REDDY,4,Indian National Congress,1342306,85,3,S01,Andhra Pradesh,S01,30079,2.240845232,2019,#3498DB,INC,1342306,2.24
6,Anantapur,19,0,7440,0,0,HAMSA DEVINENI,5,Bharatiya Janata Party,1342306,164,6,S01,Andhra Pradesh,S01,7604,0.56648782,2019,#ff7f0e,BJP,1342306,0.57
15,Anantapur,19,0,728,0,0,GADIDAMA RANGANAYAKULU,6,Vishwa Jana Party,1342306,0,15,S01,Andhra Pradesh,S01,728,0.054235025,2019,,,1342306,0.05
12,Anantapur,19,0,1219,0,0,P.RADHA KRISHNA,7,Radical Democrats,1342306,1,12,S01,Andhra Pradesh,S01,1220,0.090888367,2019,,,1342306,0.09
14,Anantapur,19,0,890,0,0,G. LALITHA,8,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1342306,9,14,S01,Andhra Pradesh,S01,899,0.066974296,2019,#363636,SUCI,1342306,0.07
13,Anantapur,19,0,1043,0,0,M.VENKATESULU,9,Pyramid Party of India,1342306,5,13,S01,Andhra Pradesh,S01,1048,0.078074597,2019,#363636,PPI,1342306,0.08
7,Anantapur,19,0,4398,0,0,S.V.P. YADAV,10,Independent,1342306,0,7,S01,Andhra Pradesh,S01,4398,0.327645112,2019,#CEB58C,IND,1342306,0.33
8,Anantapur,19,0,3580,0,0,P. RANGAIAH,11,Independent,1342306,8,8,S01,Andhra Pradesh,S01,3588,0.267301197,2019,#CEB58C,IND,1342306,0.27
11,Anantapur,19,0,1688,0,0,L. RANGAIAH,12,Independent,1342306,3,11,S01,Andhra Pradesh,S01,1691,0.125977236,2019,#CEB58C,IND,1342306,0.13
10,Anantapur,19,0,2063,0,0,VADDE KASINATH,13,Independent,1342306,3,10,S01,Andhra Pradesh,S01,2066,0.153914234,2019,#CEB58C,IND,1342306,0.15
9,Anantapur,19,0,3236,0,0,SOMANATH DESHMUKH,14,Independent,1342306,1,9,S01,Andhra Pradesh,S01,3237,0.241152166,2019,#CEB58C,IND,1342306,0.24
