PARTY,YEAR,AC_NAME,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color
BSP,1996,Kuruvinatham,Pondicherry,12,4,GEN,M. SHANMUGAM,M,,,89,14758,#222
IND,1996,Kuruvinatham,Pondicherry,12,5,GEN,M. MUTHUNARAYANAN,M,,,83,14758,#bdc3c7
JP,1996,Kuruvinatham,Pondicherry,12,6,GEN,C. MANI,M,,,50,14758,#222
TMC(M),1996,Bahour,Pondicherry,13,1,SC,M. KANDASAMY,M,,,7921,15246,#4747ff
INC,1996,Bahour,Pondicherry,13,2,SC,P. RAJAVELU,M,,,7221,15246,#2ecc71
IND,1996,Bahour,Pondicherry,13,3,SC,N. JAYARAMAN,M,,,81,15246,#bdc3c7
IND,1996,Bahour,Pondicherry,13,4,SC,V. BALARAMAN,M,,,23,15246,#bdc3c7
ADMK,1996,Thirubuvanai,Pondicherry,14,1,SC,S. ARASI,F,,,5707,15391,#b2d33c
DMK,1996,Thirubuvanai,Pondicherry,14,2,SC,K. JAYARAJ,M,,,5586,15391,#c0392b
CPM,1996,Thirubuvanai,Pondicherry,14,3,SC,L. KALIVARADAN,M,,,2921,15391,#ff5757
IND,1996,Thirubuvanai,Pondicherry,14,4,SC,S. KOMALA,F,,,456,15391,#bdc3c7
BSP,1996,Thirubuvanai,Pondicherry,14,5,SC,M. KUPPUSAMY,M,,,119,15391,#222
IND,1996,Thirubuvanai,Pondicherry,14,6,SC,M. KRISHNAMURTHY,M,,,113,15391,#bdc3c7
IND,1996,Thirubuvanai,Pondicherry,14,7,SC,S. DEIVASIGAMANI,M,,,99,15391,#bdc3c7
IND,1996,Thirubuvanai,Pondicherry,14,8,SC,M. RANGASAMY,M,,,96,15391,#bdc3c7
IND,1996,Thirubuvanai,Pondicherry,14,9,SC,D. ANGALAN,M,,,87,15391,#bdc3c7
BJP,1996,Thirubuvanai,Pondicherry,14,10,SC,S. P. VEERAPPAN,M,,,65,15391,#ff7f0e
IND,1996,Thirubuvanai,Pondicherry,14,11,SC,K. SEGAR,M,,,58,15391,#bdc3c7
IND,1996,Thirubuvanai,Pondicherry,14,12,SC,K. DEVANATHAN @ EGANATHAN,M,,,35,15391,#bdc3c7
IND,1996,Thirubuvanai,Pondicherry,14,13,SC,K. NAVAPPAN,M,,,29,15391,#bdc3c7
IND,1996,Thirubuvanai,Pondicherry,14,14,SC,N. VEERAPPAN,M,,,13,15391,#bdc3c7
IND,1996,Thirubuvanai,Pondicherry,14,15,SC,M. SIVAKUMAR,M,,,7,15391,#bdc3c7
TMC(M),1996,Mannadipeth,Pondicherry,15,1,GEN,K. RAJASEGARAN,M,,,8113,15714,#4747ff
INC,1996,Mannadipeth,Pondicherry,15,2,GEN,N. RAJARAM,M,,,6866,15714,#2ecc71
IND,1996,Mannadipeth,Pondicherry,15,3,GEN,R. GOVINDARAJAN,M,,,335,15714,#bdc3c7
BJP,1996,Mannadipeth,Pondicherry,15,4,GEN,N. MURUGAIYAN,M,,,175,15714,#ff7f0e
IND,1996,Mannadipeth,Pondicherry,15,5,GEN,S. PERUMAL,M,,,131,15714,#bdc3c7
IND,1996,Mannadipeth,Pondicherry,15,6,GEN,T. ARUNACHALAM @ ANNA,M,,,43,15714,#bdc3c7
IND,1996,Mannadipeth,Pondicherry,15,7,GEN,V. KOTHANDARAMAN,M,,,31,15714,#bdc3c7
IND,1996,Mannadipeth,Pondicherry,15,8,GEN,R. ARCHUNAN,M,,,20,15714,#bdc3c7
TMC(M),1996,Ossudu,Pondicherry,16,1,SC,V. NAGARATHINAM,M,,,7380,13722,#4747ff
INC,1996,Ossudu,Pondicherry,16,2,SC,N. MARIMUTHU,M,,,5232,13722,#2ecc71
IND,1996,Ossudu,Pondicherry,16,3,SC,I. ELUMALAI,M,,,226,13722,#bdc3c7
IND,1996,Ossudu,Pondicherry,16,4,SC,P. MURUGAN,M,,,192,13722,#bdc3c7
IND,1996,Ossudu,Pondicherry,16,5,SC,T. ARULSELVI,F,,,185,13722,#bdc3c7
IND,1996,Ossudu,Pondicherry,16,6,SC,S. IYYANAR,M,,,117,13722,#bdc3c7
BSP,1996,Ossudu,Pondicherry,16,7,SC,P. SUNDAR RAJAN,M,,,115,13722,#222
PMK,1996,Ossudu,Pondicherry,16,8,SC,M. P. DATCHINAMURTHY,M,,,114,13722,#d35400
IND,1996,Ossudu,Pondicherry,16,9,SC,G. NARAYANASAMY,M,,,81,13722,#bdc3c7
IND,1996,Ossudu,Pondicherry,16,10,SC,S. BALARAMAN,M,,,45,13722,#bdc3c7
IND,1996,Ossudu,Pondicherry,16,11,SC,N. ARIKRISHNAN,M,,,30,13722,#bdc3c7
IND,1996,Ossudu,Pondicherry,16,12,SC,R. VENKATCHALAM,M,,,5,13722,#bdc3c7
TMC(M),1996,Villenour,Pondicherry,17,1,GEN,C. JAYAKUMAR,M,,,12205,18906,#4747ff
INC,1996,Villenour,Pondicherry,17,2,GEN,P. ANANDBASKARAN,M,,,6509,18906,#2ecc71
IND,1996,Villenour,Pondicherry,17,3,GEN,K. KANDAPPAN,M,,,40,18906,#bdc3c7
IND,1996,Villenour,Pondicherry,17,4,GEN,P. SUGUMARAN @ JAYAKUMAR,M,,,30,18906,#bdc3c7
IND,1996,Villenour,Pondicherry,17,5,GEN,M.V. RAGUPATHY,M,,,21,18906,#bdc3c7
IND,1996,Villenour,Pondicherry,17,5,GEN,G. SIVAGAMY,F,,,21,18906,#bdc3c7
IND,1996,Villenour,Pondicherry,17,5,GEN,S. STANLEY ALLWIN,M,,,21,18906,#bdc3c7
IND,1996,Villenour,Pondicherry,17,8,GEN,B. NATARAJAN,M,,,18,18906,#bdc3c7
IND,1996,Villenour,Pondicherry,17,9,GEN,S. ARIKRISHNAN,M,,,15,18906,#bdc3c7
IND,1996,Villenour,Pondicherry,17,10,GEN,M.K. PALANI,M,,,14,18906,#bdc3c7
IND,1996,Villenour,Pondicherry,17,11,GEN,J. SARAVANAN,M,,,12,18906,#bdc3c7
ADMK,1996,Ozhukarai,Pondicherry,18,1,GEN,K. NATARAJAN,M,,,7794,18965,#b2d33c
DMK,1996,Ozhukarai,Pondicherry,18,2,GEN,R.R. SOMASUNDARAM,M,,,6252,18965,#c0392b
MDMK,1996,Ozhukarai,Pondicherry,18,3,GEN,A. NAMASIVAYAM,M,,,4301,18965,#9b59b6
IND,1996,Ozhukarai,Pondicherry,18,4,GEN,A. JAYA,M,,,274,18965,#bdc3c7
BSP,1996,Ozhukarai,Pondicherry,18,5,GEN,A. MOHAMADOU IBRAHIM,M,,,116,18965,#222
IND,1996,Ozhukarai,Pondicherry,18,6,GEN,G. ADHIMOOLAM,M,,,97,18965,#bdc3c7
IND,1996,Ozhukarai,Pondicherry,18,7,GEN,M.A. AKBAR,M,,,50,18965,#bdc3c7
IND,1996,Ozhukarai,Pondicherry,18,8,GEN,U. MURUGESAN,M,,,27,18965,#bdc3c7
IND,1996,Ozhukarai,Pondicherry,18,9,GEN,G.R. MUNUSAMY,M,,,18,18965,#bdc3c7
IND,1996,Ozhukarai,Pondicherry,18,10,GEN,D. PRABAGARAN,M,,,17,18965,#bdc3c7
IND,1996,Ozhukarai,Pondicherry,18,11,GEN,V. DEVADASSU,M,,,7,18965,#bdc3c7
IND,1996,Ozhukarai,Pondicherry,18,12,GEN,T. MANICKAVASAGAN,M,,,6,18965,#bdc3c7
IND,1996,Ozhukarai,Pondicherry,18,13,GEN,T.G. RADHAKRISHNAN,M,,,3,18965,#bdc3c7
IND,1996,Ozhukarai,Pondicherry,18,13,GEN,K. OLAGANATHAN,M,,,3,18965,#bdc3c7
INC,1996,Thattanchavady,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,9989,23255,#2ecc71
JD,1996,Thattanchavady,Pondicherry,19,2,GEN,V. PETHAPERUMAL,M,,,7699,23255,#222
DMK,1996,Thattanchavady,Pondicherry,19,3,GEN,V. RATHINAVELU,M,,,5223,23255,#c0392b
IND,1996,Thattanchavady,Pondicherry,19,4,GEN,K. RAJASEKARAN,M,,,112,23255,#bdc3c7
IND,1996,Thattanchavady,Pondicherry,19,5,GEN,R. MANOGARAN,M,,,110,23255,#bdc3c7
IND,1996,Thattanchavady,Pondicherry,19,6,GEN,N. AJEVAR,M,,,53,23255,#bdc3c7
IND,1996,Thattanchavady,Pondicherry,19,7,GEN,R. SUNDARABABU,M,,,52,23255,#bdc3c7
IND,1996,Thattanchavady,Pondicherry,19,8,GEN,A. VELU COUNDER,M,,,17,23255,#bdc3c7
CPI,1996,Reddiarpalayam,Pondicherry,20,1,GEN,R. VISWANATHAN,M,,,17206,26235,#ff5757
ADMK,1996,Reddiarpalayam,Pondicherry,20,2,GEN,"NA, MANIMARAN",M,,,5966,26235,#b2d33c
BJP,1996,Reddiarpalayam,Pondicherry,20,3,GEN,A.M. KRISHNAMOORTHY,M,,,1294,26235,#ff7f0e
MGRK,1996,Reddiarpalayam,Pondicherry,20,4,GEN,N.T. SAMPATHKUMAR,M,,,1028,26235,#222
AIIC(T),1996,Reddiarpalayam,Pondicherry,20,5,GEN,K. VENKATACHALAM,M,,,326,26235,#222
JP,1996,Reddiarpalayam,Pondicherry,20,6,GEN,D. UMASUDAN,M,,,231,26235,#222
IND,1996,Reddiarpalayam,Pondicherry,20,7,GEN,D. RAGAVAN,M,,,78,26235,#bdc3c7
IND,1996,Reddiarpalayam,Pondicherry,20,8,GEN,E. SAMMANTHAM,M,,,61,26235,#bdc3c7
IND,1996,Reddiarpalayam,Pondicherry,20,9,GEN,E. GEORGE,M,,,25,26235,#bdc3c7
IND,1996,Reddiarpalayam,Pondicherry,20,10,GEN,K. ERANYAN @ ETHIRAJ,M,,,20,26235,#bdc3c7
DMK,1996,Lawspet,Pondicherry,21,1,GEN,N. KESAVAN,M,,,16442,30227,#c0392b
INC,1996,Lawspet,Pondicherry,21,2,GEN,M.O.H.F. SHAJAHAN,M,,,10211,30227,#2ecc71
CPM,1996,Lawspet,Pondicherry,21,3,GEN,SANKARAN,M,,,2596,30227,#ff5757
BJP,1996,Lawspet,Pondicherry,21,4,GEN,L. KARUNAKARAN,M,,,359,30227,#ff7f0e
IND,1996,Lawspet,Pondicherry,21,5,GEN,V. JANAKIRAMAN,M,,,220,30227,#bdc3c7
IND,1996,Lawspet,Pondicherry,21,6,GEN,S. ANANDAN @ LOGANATHAN,M,,,138,30227,#bdc3c7
JP,1996,Lawspet,Pondicherry,21,7,GEN,P. CHITRADEVI,F,,,93,30227,#222
IND,1996,Lawspet,Pondicherry,21,8,GEN,E. CHANDRASEGARAN,M,,,57,30227,#bdc3c7
IND,1996,Lawspet,Pondicherry,21,9,GEN,JEGAN @ JAGADEESAN,M,,,36,30227,#bdc3c7
IND,1996,Lawspet,Pondicherry,21,10,GEN,R. SANKAR,M,,,27,30227,#bdc3c7
IND,1996,Lawspet,Pondicherry,21,11,GEN,K. JAYARAMAN,M,,,24,30227,#bdc3c7
IND,1996,Lawspet,Pondicherry,21,12,GEN,B. DHANDAPANI,M,,,12,30227,#bdc3c7
IND,1996,Lawspet,Pondicherry,21,12,GEN,N. RAMACHANDRAN,M,,,12,30227,#bdc3c7
INC,1996,Cotchery,Pondicherry,22,1,GEN,R. NALAMAGARAJAN,M,,,7630,16054,#2ecc71
IND,1996,Cotchery,Pondicherry,22,2,GEN,G. PANJAVARNAM,M,,,5968,16054,#bdc3c7
DMK,1996,Cotchery,Pondicherry,22,3,GEN,S. SHANMUGAM,M,,,2319,16054,#c0392b
IND,1996,Cotchery,Pondicherry,22,4,GEN,SARADAME @ RAJESWARY,F,,,57,16054,#bdc3c7
PMK,1996,Cotchery,Pondicherry,22,5,GEN,P. MUTHUKRISHNAN,M,,,50,16054,#d35400
BSP,1996,Cotchery,Pondicherry,22,6,GEN,POOVAM K. ELANGOVAN,M,,,30,16054,#222
DMK,1996,Karaikal,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,,,9474,13342,#c0392b
ADMK,1996,Karaikal,Pondicherry,23,2,GEN,H.M. ABDUL KADER,M,,,2946,13342,#b2d33c
IND,1996,Karaikal,Pondicherry,23,3,GEN,M.G. DESIGAN,M,,,476,13342,#bdc3c7
BJP,1996,Karaikal,Pondicherry,23,4,GEN,THIYAGA. THIRUNVUKKARASU,M,,,273,13342,#ff7f0e
MDMK,1996,Karaikal,Pondicherry,23,5,GEN,L. JANARTHANAN,M,,,111,13342,#9b59b6
IND,1996,Karaikal,Pondicherry,23,6,GEN,T. ARULDASS,M,,,40,13342,#bdc3c7
IND,1996,Karaikal,Pondicherry,23,7,GEN,K. VIJAYALACHUMY,F,,,22,13342,#bdc3c7
INC,1996,Karaikal South,Pondicherry,24,1,GEN,A.V. SUBRAMANIAN,M,,,6676,11615,#2ecc71
DMK,1996,Karaikal South,Pondicherry,24,2,GEN,S. SAVARIRAJAN,M,,,4717,11615,#c0392b
BJP,1996,Karaikal South,Pondicherry,24,3,GEN,KALPAKAM GANESAN,F,,,106,11615,#ff7f0e
JD,1996,Karaikal South,Pondicherry,24,4,GEN,A.M. ISMAIL,M,,,103,11615,#222
IND,1996,Karaikal South,Pondicherry,24,5,GEN,O. THETHIRUSAMY,M,,,13,11615,#bdc3c7
DMK,1996,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. SIVAKUMAR,M,,,7595,14212,#c0392b
IND,1996,Neravy-Grand Aldee,Pondicherry,25,2,GEN,S.T.P. DIRAVIDAMANI,M,,,4385,14212,#bdc3c7
ADMK,1996,Neravy-Grand Aldee,Pondicherry,25,3,GEN,A.M.K. BALU,M,,,2159,14212,#b2d33c
IND,1996,Neravy-Grand Aldee,Pondicherry,25,4,GEN,A. SULTAL AREEF,M,,,59,14212,#bdc3c7
IND,1996,Neravy-Grand Aldee,Pondicherry,25,5,GEN,MURUGAIYAN @ KALAIMANI,M,,,14,14212,#bdc3c7
INC,1996,Tirunallar,Pondicherry,26,1,GEN,R. KAMALAKANNAN,M,,,6063,12493,#2ecc71
DMK,1996,Tirunallar,Pondicherry,26,2,GEN,A. SOUNDARENGAN,M,,,4938,12493,#c0392b
PMK,1996,Tirunallar,Pondicherry,26,3,GEN,S. AMBALAVANAN,M,,,1492,12493,#d35400
DMK,1996,Neduncadu,Pondicherry,27,1,SC,A. MARIMUTHU,M,,,6899,12559,#c0392b
INC,1996,Neduncadu,Pondicherry,27,2,SC,M. CHANDIRAKASU,M,,,5116,12559,#2ecc71
CPM,1996,Neduncadu,Pondicherry,27,3,SC,M. KALIAPERUMAL,M,,,479,12559,#ff5757
IND,1996,Neduncadu,Pondicherry,27,4,SC,S. RAJENDIRAN,M,,,65,12559,#bdc3c7
INC,1996,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,4184,9180,#2ecc71
IND,1996,Mahe,Pondicherry,28,2,GEN,MANOLY MUHAMMAD,M,,,3915,9180,#bdc3c7
BJP,1996,Mahe,Pondicherry,28,3,GEN,V.P. KRISHNARAJ,M,,,1047,9180,#ff7f0e
IND,1996,Mahe,Pondicherry,28,4,GEN,K.K. MUSTHAFA,M,,,34,9180,#bdc3c7
INC,1996,Palloor,Pondicherry,29,1,GEN,A.V. SREEDHARAN,M,,,4253,9367,#2ecc71
JD,1996,Palloor,Pondicherry,29,2,GEN,PANANGATIL KHADER,M,,,2929,9367,#222
IND,1996,Palloor,Pondicherry,29,3,GEN,P.K. SATHYANANDAN,M,,,1131,9367,#bdc3c7
BJP,1996,Palloor,Pondicherry,29,4,GEN,C.P. GANESHAN,M,,,1029,9367,#ff7f0e
IND,1996,Palloor,Pondicherry,29,5,GEN,K.P. MOOSA HAJI,M,,,25,9367,#bdc3c7
IND,1996,Yanam,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,,,8445,13554,#bdc3c7
INC,1996,Yanam,Pondicherry,30,2,GEN,VELAGA RAJESWARA RAO,M,,,3602,13554,#2ecc71
IND,1996,Yanam,Pondicherry,30,3,GEN,KAMICHETTY VENUGOPALARAONAIDU,M,,,1347,13554,#bdc3c7
IND,1996,Yanam,Pondicherry,30,4,GEN,KOTNALA PRABHAKARA RAO,M,,,58,13554,#bdc3c7
IND,1996,Yanam,Pondicherry,30,5,GEN,KAPAGANTY MURALI,M,,,36,13554,#bdc3c7
IND,1996,Yanam,Pondicherry,30,6,GEN,ELIPE RAJ KUMAR,M,,,33,13554,#bdc3c7
IND,1996,Yanam,Pondicherry,30,7,GEN,YERRA SUBRAHMANYESWARA RAO,F,,,21,13554,#bdc3c7
IND,1996,Yanam,Pondicherry,30,8,GEN,MALLADI UDHAYA LAKSHMI,M,,,12,13554,#bdc3c7
ADMK,2001,Muthialpet,Pondicherry,1,1,GEN,KASILINGAM .A.,M,,,6857,18033,#b2d33c
DMK,2001,Muthialpet,Pondicherry,1,2,GEN,RAJA CHANDRASEKARAN,M,,,4947,18033,#c0392b
INC,2001,Muthialpet,Pondicherry,1,3,GEN,PALANIRAJA .G.,M,,,3645,18033,#2ecc71
MDMK,2001,Muthialpet,Pondicherry,1,4,GEN,SATHISH KUMAR .R.K.,M,,,2195,18033,#9b59b6
IND,2001,Muthialpet,Pondicherry,1,5,GEN,VINAYAGAMOORTHY ALIAS VINAYAGAM,M,,,163,18033,#bdc3c7
IND,2001,Muthialpet,Pondicherry,1,6,GEN,KUPPAN .E.,M,,,136,18033,#bdc3c7
CPI(ML)(L),2001,Muthialpet,Pondicherry,1,7,GEN,ARUL .S.,M,,,90,18033,#222
PMC,2001,Cassicade,Pondicherry,2,1,GEN,LAKSHMINARAYANAN .K.,M,,,4875,9462,#222
PMK,2001,Cassicade,Pondicherry,2,2,GEN,MALAR MANNAN .R.,M,,,3097,9462,#d35400
TMC(M),2001,Cassicade,Pondicherry,2,3,GEN,BALAJI .V.,M,,,1360,9462,#4747ff
IND,2001,Cassicade,Pondicherry,2,4,GEN,MURALI .D.,M,,,130,9462,#bdc3c7
DMK,2001,Raj Bhavan,Pondicherry,3,1,GEN,SIVAKUMAR .S.P.,M,,,2408,4167,#c0392b
INC,2001,Raj Bhavan,Pondicherry,3,2,GEN,GANDHIRAJ .A.,M,,,1308,4167,#2ecc71
ADMK,2001,Raj Bhavan,Pondicherry,3,3,GEN,PANDURANGAN .M.,M,,,340,4167,#b2d33c
IND,2001,Raj Bhavan,Pondicherry,3,4,GEN,RAMALINGAM .T.,M,,,66,4167,#bdc3c7
MDMK,2001,Raj Bhavan,Pondicherry,3,5,GEN,BALASUBRAMANIAN .R.,M,,,45,4167,#9b59b6
DMK,2001,Bussy,Pondicherry,4,1,GEN,ANNIBAL KENNEDY,M,,,3087,4841,#c0392b
ADMK,2001,Bussy,Pondicherry,4,2,GEN,BABU ANSARDEEN .S.,M,,,904,4841,#b2d33c
CPI,2001,Bussy,Pondicherry,4,3,GEN,ABDUL RACHIDE .A.,M,,,850,4841,#ff5757
ADMK,2001,Oupalam,Pondicherry,5,1,GEN,ANBALAGAN .A.,M,,,8416,14207,#b2d33c
PMC,2001,Oupalam,Pondicherry,5,2,GEN,PANDIAN .P.,M,,,5044,14207,#222
TMC(M),2001,Oupalam,Pondicherry,5,3,GEN,NAGHAMUTHU .N.,M,,,655,14207,#4747ff
LJNSP,2001,Oupalam,Pondicherry,5,4,GEN,ANGAPPIN ALIAS ROUSSEAU ANGAPPIN .C,M,,,92,14207,#222
DMK,2001,Orleampeth,Pondicherry,6,1,GEN,SIVA .R.,M,,,7608,15399,#c0392b
ADMK,2001,Orleampeth,Pondicherry,6,2,GEN,CHEZHIAN .G.,M,,,4223,15399,#b2d33c
INC,2001,Orleampeth,Pondicherry,6,3,GEN,PANDOURANGAME .C.,M,,,3313,15399,#2ecc71
IND,2001,Orleampeth,Pondicherry,6,4,GEN,DAYALARAJAN .B.,M,,,154,15399,#bdc3c7
MDMK,2001,Orleampeth,Pondicherry,6,5,GEN,ABDUL MAJEED .J.,M,,,101,15399,#9b59b6
DMK,2001,Nellithope,Pondicherry,7,1,GEN,R.V. JANAKIRAMAN,M,,,7780,15130,#c0392b
ADMK,2001,Nellithope,Pondicherry,7,2,GEN,DR. J. NANNAN,M,,,5839,15130,#b2d33c
INC,2001,Nellithope,Pondicherry,7,3,GEN,E. PUVIARASU,M,,,1057,15130,#2ecc71
MDMK,2001,Nellithope,Pondicherry,7,4,GEN,VEDHA VENUGOPAL,M,,,156,15130,#9b59b6
IND,2001,Nellithope,Pondicherry,7,5,GEN,G. SELVARAJ,M,,,130,15130,#bdc3c7
IND,2001,Nellithope,Pondicherry,7,6,GEN,K. PERUMAL,M,,,89,15130,#bdc3c7
IND,2001,Nellithope,Pondicherry,7,7,GEN,V.M.D. GANESAN,M,,,38,15130,#bdc3c7
IND,2001,Nellithope,Pondicherry,7,8,GEN,A. ALEXANDER,M,,,33,15130,#bdc3c7
IND,2001,Nellithope,Pondicherry,7,9,GEN,P. ANNADURAI,M,,,8,15130,#bdc3c7
DMK,2001,Modeliarpeth,Pondicherry,8,1,GEN,DR. SUBRAMANIAN .M.A.S.,M,,,9119,22254,#c0392b
INC,2001,Modeliarpeth,Pondicherry,8,2,GEN,SABAPATHY ALIAS KOTHANDARAMAN .V.,M,,,7616,22254,#2ecc71
IND,2001,Modeliarpeth,Pondicherry,8,3,GEN,LOGALATCHAGAN .G.,M,,,2647,22254,#bdc3c7
ADMK,2001,Modeliarpeth,Pondicherry,8,4,GEN,RAVINDRAN .A.,M,,,2369,22254,#b2d33c
MDMK,2001,Modeliarpeth,Pondicherry,8,5,GEN,MUTHU .S.,M,,,334,22254,#9b59b6
RJD,2001,Modeliarpeth,Pondicherry,8,6,GEN,SANJEEVI .T.,M,,,169,22254,#222
IND,2001,Ariankuppam,Pondicherry,9,1,GEN,JAYAMOORTHY .T.,M,,,9790,21645,#bdc3c7
PMK,2001,Ariankuppam,Pondicherry,9,2,GEN,ANANTHARAMAN .K.R.,M,,,5628,21645,#d35400
DMK,2001,Ariankuppam,Pondicherry,9,3,GEN,ILANGOVAN .S.,M,,,3371,21645,#c0392b
INC,2001,Ariankuppam,Pondicherry,9,4,GEN,VINAYAGAMOURTHY .K.,M,,,1794,21645,#2ecc71
MDMK,2001,Ariankuppam,Pondicherry,9,5,GEN,SADAGOPAN .T.,M,,,327,21645,#9b59b6
IND,2001,Ariankuppam,Pondicherry,9,6,GEN,COUMARAVELOU .A.S.,M,,,267,21645,#bdc3c7
IND,2001,Ariankuppam,Pondicherry,9,7,GEN,JAYAMURTHY .R.,M,,,260,21645,#bdc3c7
CPM,2001,Ariankuppam,Pondicherry,9,8,GEN,DURAI ARUMUGAM,M,,,208,21645,#ff5757
INC,2001,Embalom,Pondicherry,10,1,SC,N. GANGADARAN,M,,,3723,14633,#2ecc71
DMK,2001,Embalom,Pondicherry,10,2,SC,S. PALANIVELU,M,,,3087,14633,#c0392b
IND,2001,Embalom,Pondicherry,10,3,SC,L. PERIYASAMY,M,,,2780,14633,#bdc3c7
IND,2001,Embalom,Pondicherry,10,4,SC,R. RAJARAMAN,M,,,1852,14633,#bdc3c7
ADMK,2001,Embalom,Pondicherry,10,5,SC,M. NAGAMANY,M,,,1301,14633,#b2d33c
MDMK,2001,Embalom,Pondicherry,10,6,SC,P. MUTHUKRISHNAN,M,,,630,14633,#9b59b6
IND,2001,Embalom,Pondicherry,10,7,SC,D. JANAKIRAMAN,M,,,621,14633,#bdc3c7
PB,2001,Embalom,Pondicherry,10,8,SC,K. SIVALOGANATHANE,M,,,282,14633,#222
LJNSP,2001,Embalom,Pondicherry,10,9,SC,S. PARKUNAN,M,,,142,14633,#222
CPI(ML)(L),2001,Embalom,Pondicherry,10,10,SC,R. SELVAKUMAR,M,,,135,14633,#222
IND,2001,Embalom,Pondicherry,10,11,SC,S. CANDAVELOU,M,,,80,14633,#bdc3c7
INC,2001,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,5984,15161,#2ecc71
PMK,2001,Nettapakkam,Pondicherry,11,2,GEN,K. DHANRAJU,M,,,4771,15161,#d35400
PMC,2001,Nettapakkam,Pondicherry,11,3,GEN,V. MUTHUNARAYANAN,M,,,3722,15161,#222
IND,2001,Nettapakkam,Pondicherry,11,4,GEN,S. DHANABOOPATHY,M,,,471,15161,#bdc3c7
IND,2001,Nettapakkam,Pondicherry,11,5,GEN,K. DHAKSHANAMOORTHY,M,,,118,15161,#bdc3c7
IND,2001,Nettapakkam,Pondicherry,11,6,GEN,D. KANDASAMY,M,,,95,15161,#bdc3c7
PMC,2001,Kuruvinatham,Pondicherry,12,1,GEN,R. RADHAKRISHNAN,M,,,8000,15815,#222
INC,2001,Kuruvinatham,Pondicherry,12,2,GEN,T. THIAGARAJAN,M,,,5979,15815,#2ecc71
PMK,2001,Kuruvinatham,Pondicherry,12,3,GEN,T. VIKKIRAMAN,M,,,1308,15815,#d35400
IND,2001,Kuruvinatham,Pondicherry,12,4,GEN,G. RAJASEGAR,M,,,233,15815,#bdc3c7
JP,2001,Kuruvinatham,Pondicherry,12,5,GEN,SOOLAIMANI .C.,M,,,125,15815,#222
IND,2001,Kuruvinatham,Pondicherry,12,6,GEN,S. SUNDARAMOORTHY,M,,,111,15815,#bdc3c7
IND,2001,Kuruvinatham,Pondicherry,12,7,GEN,D. BALAKRISHNAN,M,,,59,15815,#bdc3c7
PMC,2001,Bahour,Pondicherry,13,1,SC,P. RAJAVELU,M,,,7696,15735,#222
TMC(M),2001,Bahour,Pondicherry,13,2,SC,M. KANDASAMY,M,,,5063,15735,#4747ff
PMK,2001,Bahour,Pondicherry,13,3,SC,K. DEIVANAYAGAM,M,,,2490,15735,#d35400
IND,2001,Bahour,Pondicherry,13,4,SC,M. RAJAVELU,M,,,381,15735,#bdc3c7
LJNSP,2001,Bahour,Pondicherry,13,5,SC,BALA PALANI,M,,,69,15735,#222
RPI,2001,Bahour,Pondicherry,13,6,SC,S. GNANAMOORTHY,M,,,36,15735,#222
INC,2001,Thirubuvanai,Pondicherry,14,1,SC,P. ANGALAN,M,,,4753,16617,#2ecc71
IND,2001,Thirubuvanai,Pondicherry,14,2,SC,DURAI ARIVUDAINAMBI,M,,,3949,16617,#bdc3c7
DMK,2001,Thirubuvanai,Pondicherry,14,3,SC,D. ANGALAN,M,,,3466,16617,#c0392b
CPM,2001,Thirubuvanai,Pondicherry,14,4,SC,L. KALIVARDHAN,M,,,2311,16617,#ff5757
ADMK,2001,Thirubuvanai,Pondicherry,14,5,SC,S. ARASI,F,,,1177,16617,#b2d33c
IND,2001,Thirubuvanai,Pondicherry,14,6,SC,D. VISWANATHAN,M,,,716,16617,#bdc3c7
IND,2001,Thirubuvanai,Pondicherry,14,7,SC,S. KOMALA,F,,,133,16617,#bdc3c7
LJNSP,2001,Thirubuvanai,Pondicherry,14,8,SC,K. SIVASACTY,F,,,112,16617,#222
ADMK,2001,Mannadipeth,Pondicherry,15,1,GEN,D. RAMACHANDRAN,M,,,8939,16168,#b2d33c
INC,2001,Mannadipeth,Pondicherry,15,2,GEN,N. RAJARAM,M,,,4237,16168,#2ecc71
PMC,2001,Mannadipeth,Pondicherry,15,3,GEN,S. SRINIVASAN,M,,,2689,16168,#222
IND,2001,Mannadipeth,Pondicherry,15,4,GEN,C. NEELAKANDAN,M,,,303,16168,#bdc3c7
PMC,2001,Ossudu,Pondicherry,16,1,SC,A. ELUMALAI,M,,,5364,15481,#222
PMK,2001,Ossudu,Pondicherry,16,2,SC,S. BALARAMAN,M,,,5200,15481,#d35400
TMC(M),2001,Ossudu,Pondicherry,16,3,SC,P. SUNDHARARAJU,M,,,4072,15481,#4747ff
IND,2001,Ossudu,Pondicherry,16,4,SC,N. MARIMUTHU,M,,,200,15481,#bdc3c7
MDMK,2001,Ossudu,Pondicherry,16,5,SC,M. DAYALAN,M,,,196,15481,#9b59b6
