AC_NAME,PARTY,YEAR,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color,District
Jayankondam,IND,2011,Tamil Nadu,150,5,GEN,VADIVEL V,M,35,SC,1698,179981,#bdc3c7,Ariyalur
Jayankondam,BSP,2011,Tamil Nadu,150,6,GEN,GNANASEKARAN N,M,28,SC,1255,179981,#222,Ariyalur
Jayankondam,IND,2011,Tamil Nadu,150,7,GEN,GANESAN P,M,48,GEN,989,179981,#bdc3c7,Ariyalur
Jayankondam,IND,2011,Tamil Nadu,150,8,GEN,CHAKKARAVARTHI C,M,44,SC,948,179981,#bdc3c7,Ariyalur
Jayankondam,IND,2011,Tamil Nadu,150,9,GEN,MALLIKA T,F,42,ST,916,179981,#bdc3c7,Ariyalur
Jayankondam,RJD,2011,Tamil Nadu,150,10,GEN,ASAITHAMBI P,M,59,GEN,289,179981,#222,Ariyalur
Tittakudi,DMDK,2011,Tamil Nadu,151,1,SC,K.TAMIL AZHAGAN,M,43,SC,61897,139261,#f1c40f,Cuddalore
Tittakudi,VCK,2011,Tamil Nadu,151,2,SC,M.SINTHANAISELVAN,M,45,SC,49255,139261,#222,Cuddalore
Tittakudi,IND,2011,Tamil Nadu,151,3,SC,P.PALANIAMMAL,F,43,SC,8577,139261,#bdc3c7,Cuddalore
Tittakudi,IND,2011,Tamil Nadu,151,4,SC,C.ULAGANATHAN,M,32,SC,5637,139261,#bdc3c7,Cuddalore
Tittakudi,JMM,2011,Tamil Nadu,151,5,SC,T.ELANGOVAN,M,52,SC,4312,139261,#222,Cuddalore
Tittakudi,IJK,2011,Tamil Nadu,151,6,SC,J.KALAIYARASAN,M,29,SC,3486,139261,#222,Cuddalore
Tittakudi,IND,2011,Tamil Nadu,151,7,SC,K.MUTHUKUMARAN,M,53,SC,2131,139261,#bdc3c7,Cuddalore
Tittakudi,IND,2011,Tamil Nadu,151,8,SC,A.SUMAN,M,31,SC,1885,139261,#bdc3c7,Cuddalore
Tittakudi,BSP,2011,Tamil Nadu,151,9,SC,M.THANGAMANI,M,43,SC,1245,139261,#222,Cuddalore
Tittakudi,IND,2011,Tamil Nadu,151,10,SC,V.DHANASEKAR,M,41,SC,836,139261,#bdc3c7,Cuddalore
Vridhachalam,DMDK,2011,Tamil Nadu,152,1,GEN,V. MUTHUKUMAR,M,33,GEN,72902,158288,#f1c40f,Cuddalore
Vridhachalam,INC,2011,Tamil Nadu,152,2,GEN,T. NEETHIRAJAN,M,37,GEN,59261,158288,#2ecc71,Cuddalore
Vridhachalam,IJK,2011,Tamil Nadu,152,3,GEN,R. KRISHNAMOORTHY,M,46,GEN,11214,158288,#222,Cuddalore
Vridhachalam,IND,2011,Tamil Nadu,152,4,GEN,K. RAJENDIRAN,M,46,ST,5640,158288,#bdc3c7,Cuddalore
Vridhachalam,IND,2011,Tamil Nadu,152,5,GEN,S. SANTHANAMOORTHI,M,46,GEN,2907,158288,#bdc3c7,Cuddalore
Vridhachalam,BJP,2011,Tamil Nadu,152,6,GEN,A. PAZHAMALAI,M,57,GEN,2614,158288,#ff7f0e,Cuddalore
Vridhachalam,BSP,2011,Tamil Nadu,152,7,GEN,K. ARUTSELVAN,M,39,SC,1437,158288,#222,Cuddalore
Vridhachalam,IND,2011,Tamil Nadu,152,8,GEN,A. SULOCHANA AYYASAMY,F,60,SC,1216,158288,#bdc3c7,Cuddalore
Vridhachalam,IND,2011,Tamil Nadu,152,9,GEN,R. ARUNKUMAR,M,27,GEN,1097,158288,#bdc3c7,Cuddalore
Neyveli,ADMK,2011,Tamil Nadu,153,1,GEN,M.P.S.SIVASUBRAMANIYAN,M,47,GEN,69549,137357,#b2d33c,Cuddalore
Neyveli,PMK,2011,Tamil Nadu,153,2,GEN,T.VELMURUGAN,M,40,GEN,61431,137357,#d35400,Cuddalore
Neyveli,BJP,2011,Tamil Nadu,153,3,GEN,M.KARPAGAM,F,42,GEN,1406,137357,#ff7f0e,Cuddalore
Neyveli,IND,2011,Tamil Nadu,153,4,GEN,S.PANDIAN,M,46,SC,1273,137357,#bdc3c7,Cuddalore
Neyveli,LSP,2011,Tamil Nadu,153,5,GEN,P.LILY,F,32,GEN,1232,137357,#222,Cuddalore
Neyveli,IJK,2011,Tamil Nadu,153,6,GEN,P.KUMAR,M,42,GEN,971,137357,#222,Cuddalore
Neyveli,LJP,2011,Tamil Nadu,153,7,GEN,S.ELANGOVAN,M,32,SC,576,137357,#222,Cuddalore
Neyveli,SUCI,2011,Tamil Nadu,153,8,GEN,P.CHANDRA,F,50,GEN,478,137357,#222,Cuddalore
Neyveli,IND,2011,Tamil Nadu,153,9,GEN,V.K.KUMARAGURU,M,37,GEN,441,137357,#bdc3c7,Cuddalore
Panruti,DMDK,2011,Tamil Nadu,154,1,GEN,P.SIVAKOLUNTHU,M,46,GEN,82187,161443,#f1c40f,Cuddalore
Panruti,DMK,2011,Tamil Nadu,154,2,GEN,SABA.RAJENDRAN,M,49,GEN,71471,161443,#c0392b,Cuddalore
Panruti,IJK,2011,Tamil Nadu,154,3,GEN,R.SANKAR,M,52,GEN,1570,161443,#222,Cuddalore
Panruti,PB,2011,Tamil Nadu,154,4,GEN,M.DEIVEEGADAS,M,30,SC,1155,161443,#222,Cuddalore
Panruti,BJP,2011,Tamil Nadu,154,5,GEN,R.M.SELVAKUMAR,M,49,GEN,1064,161443,#ff7f0e,Cuddalore
Panruti,IND,2011,Tamil Nadu,154,6,GEN,N.S.VELMURUGAN,M,38,SC,943,161443,#bdc3c7,Cuddalore
Panruti,BSP,2011,Tamil Nadu,154,7,GEN,K.K.IYAPPAN,M,40,SC,859,161443,#222,Cuddalore
Panruti,IND,2011,Tamil Nadu,154,8,GEN,K.KUPPUSAMY,M,69,GEN,761,161443,#bdc3c7,Cuddalore
Panruti,IND,2011,Tamil Nadu,154,9,GEN,D.GANGADHARAN,M,56,SC,711,161443,#bdc3c7,Cuddalore
Panruti,IND,2011,Tamil Nadu,154,10,GEN,T.KUMAR,M,25,GEN,458,161443,#bdc3c7,Cuddalore
Panruti,IND,2011,Tamil Nadu,154,11,GEN,G.K.VENKATESAN,M,41,GEN,264,161443,#bdc3c7,Cuddalore
Cuddalore,ADMK,2011,Tamil Nadu,155,1,GEN,M.C. SAMPATH,M,52,GEN,85953,141930,#b2d33c,Cuddalore
Cuddalore,DMK,2011,Tamil Nadu,155,2,GEN,E.PUGAZHENDI,M,55,GEN,52275,141930,#c0392b,Cuddalore
Cuddalore,BJP,2011,Tamil Nadu,155,3,GEN,R. GUNASEKARAN,M,36,SC,1579,141930,#ff7f0e,Cuddalore
Cuddalore,IND,2011,Tamil Nadu,155,4,GEN,S.V. RAJAN,M,39,GEN,892,141930,#bdc3c7,Cuddalore
Cuddalore,LSP,2011,Tamil Nadu,155,5,GEN,T.E.CHITHRAKALA,F,42,GEN,774,141930,#222,Cuddalore
Cuddalore,IND,2011,Tamil Nadu,155,6,GEN,S. SAKTHIDASAN,M,25,GEN,457,141930,#bdc3c7,Cuddalore
Kurinjipadi,ADMK,2011,Tamil Nadu,156,1,GEN,R.RAJENDRAN,M,50,GEN,88345,156694,#b2d33c,Cuddalore
Kurinjipadi,DMK,2011,Tamil Nadu,156,2,GEN,M.R.K.PANNEERSELVAM,M,53,GEN,64497,156694,#c0392b,Cuddalore
Kurinjipadi,IND,2011,Tamil Nadu,156,3,GEN,R.PANNEERSELVAM,M,53,GEN,1863,156694,#bdc3c7,Cuddalore
Kurinjipadi,BJP,2011,Tamil Nadu,156,4,GEN,A.S.VAIRAKANNU,M,46,GEN,1123,156694,#ff7f0e,Cuddalore
Kurinjipadi,BSP,2011,Tamil Nadu,156,5,GEN,T.S.PREMALATHA,F,39,SC,866,156694,#222,Cuddalore
Bhuvanagiri,ADMK,2011,Tamil Nadu,157,1,GEN,SELVI.R,F,44,GEN,87413,170265,#b2d33c,Cuddalore
Bhuvanagiri,PMK,2011,Tamil Nadu,157,2,GEN,T.ARIVUSELVAN,M,37,GEN,74296,170265,#d35400,Cuddalore
Bhuvanagiri,IND,2011,Tamil Nadu,157,3,GEN,K. MURUGAVEL,M,43,GEN,2511,170265,#bdc3c7,Cuddalore
Bhuvanagiri,JMM,2011,Tamil Nadu,157,4,GEN,A. MUTHU,M,48,GEN,1475,170265,#222,Cuddalore
Bhuvanagiri,LJP,2011,Tamil Nadu,157,5,GEN,R.KAMALAKANNAN,M,33,GEN,1189,170265,#222,Cuddalore
Bhuvanagiri,BSP,2011,Tamil Nadu,157,6,GEN,N. SAMY,M,46,SC,1031,170265,#222,Cuddalore
Bhuvanagiri,IND,2011,Tamil Nadu,157,7,GEN,P. PANNEERSELVAM,M,40,GEN,603,170265,#bdc3c7,Cuddalore
Bhuvanagiri,IND,2011,Tamil Nadu,157,8,GEN,P.SOUNDARARAJAN,M,34,GEN,584,170265,#bdc3c7,Cuddalore
Bhuvanagiri,IND,2011,Tamil Nadu,157,9,GEN,A. MANI,M,56,GEN,349,170265,#bdc3c7,Cuddalore
Bhuvanagiri,JD(U),2011,Tamil Nadu,157,10,GEN,G. THIRUVARASAMOORTHY,M,62,GEN,243,170265,#222,Cuddalore
Bhuvanagiri,IND,2011,Tamil Nadu,157,11,GEN,K. DHANARASU,M,35,GEN,233,170265,#bdc3c7,Cuddalore
Bhuvanagiri,PB,2011,Tamil Nadu,157,12,GEN,M. PALANIVEL,M,40,SC,179,170265,#222,Cuddalore
Bhuvanagiri,IND,2011,Tamil Nadu,157,13,GEN,E. GANESAN,M,51,GEN,159,170265,#bdc3c7,Cuddalore
Chidambaram,CPM,2011,Tamil Nadu,158,1,GEN,K.BALAKRISHNAN,M,59,GEN,72054,149166,#ff5757,Cuddalore
Chidambaram,DMK,2011,Tamil Nadu,158,2,GEN,SRIDHAR VANDAIYAR,M,55,GEN,69175,149166,#c0392b,Cuddalore
Chidambaram,BJP,2011,Tamil Nadu,158,3,GEN,V.KANNAN,M,62,GEN,4034,149166,#ff7f0e,Cuddalore
Chidambaram,LJP,2011,Tamil Nadu,158,4,GEN,R. PANNEER,M,43,SC,1010,149166,#222,Cuddalore
Chidambaram,IND,2011,Tamil Nadu,158,5,GEN,C.VINOBA,M,40,SC,933,149166,#bdc3c7,Cuddalore
Chidambaram,IND,2011,Tamil Nadu,158,6,GEN,S.SANKAR,M,45,GEN,591,149166,#bdc3c7,Cuddalore
Chidambaram,IND,2011,Tamil Nadu,158,7,GEN,A.ARULPRAKASAM,M,37,GEN,478,149166,#bdc3c7,Cuddalore
Chidambaram,IND,2011,Tamil Nadu,158,8,GEN,K.SATHYAMOORTHY,M,56,GEN,459,149166,#bdc3c7,Cuddalore
Chidambaram,BSP,2011,Tamil Nadu,158,9,GEN,K.CHELLAIAH,M,63,SC,432,149166,#222,Cuddalore
Kattumannarkoil,ADMK,2011,Tamil Nadu,159,1,SC,N.MURUGUMARAN,M,39,SC,83665,144773,#b2d33c,Cuddalore
Kattumannarkoil,VCK,2011,Tamil Nadu,159,2,SC,D.RAVIKUMAR,M,50,SC,51940,144773,#222,Cuddalore
Kattumannarkoil,IND,2011,Tamil Nadu,159,3,SC,L.E.NANDHAKUMAR,M,43,SC,2330,144773,#bdc3c7,Cuddalore
Kattumannarkoil,PB,2011,Tamil Nadu,159,4,SC,P.K.BAKKIYARAJ,M,27,SC,1969,144773,#222,Cuddalore
Kattumannarkoil,IND,2011,Tamil Nadu,159,5,SC,M.MURUGANANDAM,M,34,SC,1665,144773,#bdc3c7,Cuddalore
Kattumannarkoil,BSP,2011,Tamil Nadu,159,6,SC,K.BHARATHIDASAN,M,43,SC,1246,144773,#222,Cuddalore
Kattumannarkoil,IND,2011,Tamil Nadu,159,7,SC,P.AZHAHIRI,M,33,SC,1012,144773,#bdc3c7,Cuddalore
Kattumannarkoil,IJK,2011,Tamil Nadu,159,8,SC,B.MOHANAMBAL,F,41,SC,946,144773,#222,Cuddalore
Sirkazhi,ADMK,2011,Tamil Nadu,160,1,SC,SAKTHI . M,F,36,SC,83881,153561,#b2d33c,Nagapattinam
Sirkazhi,VCK,2011,Tamil Nadu,160,2,SC,DURAIRAJAN .P,M,55,SC,56502,153561,#222,Nagapattinam
Sirkazhi,IND,2011,Tamil Nadu,160,3,SC,KALAIVANI . P,F,34,SC,4018,153561,#bdc3c7,Nagapattinam
Sirkazhi,IND,2011,Tamil Nadu,160,4,SC,KANIVANNAN .M,M,51,SC,3779,153561,#bdc3c7,Nagapattinam
Sirkazhi,IND,2011,Tamil Nadu,160,5,SC,KUMARARAJA . S,M,36,SC,1721,153561,#bdc3c7,Nagapattinam
Sirkazhi,BSP,2011,Tamil Nadu,160,6,SC,KRISHNARAJ. M,M,28,SC,1331,153561,#222,Nagapattinam
Sirkazhi,IND,2011,Tamil Nadu,160,7,SC,MAYAVAN .A,M,27,SC,1030,153561,#bdc3c7,Nagapattinam
Sirkazhi,IND,2011,Tamil Nadu,160,8,SC,GOPINATH .B,M,27,SC,698,153561,#bdc3c7,Nagapattinam
Sirkazhi,IND,2011,Tamil Nadu,160,9,SC,KARPAGAVALLI .S,F,31,SC,601,153561,#bdc3c7,Nagapattinam
Mayuram,DMDK,2011,Tamil Nadu,161,1,GEN,R.ARULSELVAN,M,44,GEN,63326,141847,#f1c40f,Nagapattinam
Mayuram,INC,2011,Tamil Nadu,161,2,GEN,S.RAJAKUMAR,M,43,GEN,60309,141847,#2ecc71,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,3,GEN,B. MANIMARAN,M,31,SC,6023,141847,#bdc3c7,Nagapattinam
Mayuram,BJP,2011,Tamil Nadu,161,4,GEN,G.SETHURAMAN,M,56,GEN,4202,141847,#ff7f0e,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,5,GEN,S.MATHIYAZHAGAN,M,46,GEN,1678,141847,#bdc3c7,Nagapattinam
Mayuram,IJK,2011,Tamil Nadu,161,6,GEN,S.K.JAYARAMAN,M,46,GEN,1002,141847,#222,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,7,GEN,T.MURUGAN,M,31,GEN,963,141847,#bdc3c7,Nagapattinam
Mayuram,BSP,2011,Tamil Nadu,161,8,GEN,M.MAITHILI,F,32,SC,790,141847,#222,Nagapattinam
Mayuram,RJD,2011,Tamil Nadu,161,9,GEN,R. THIRUGANAM,M,45,GEN,712,141847,#222,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,10,GEN,M.RAJARAMAN,M,47,GEN,555,141847,#bdc3c7,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,11,GEN,A. ABDUL JALEEL,M,50,GEN,528,141847,#bdc3c7,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,12,GEN,J.VASUDEVAN,M,45,GEN,523,141847,#bdc3c7,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,13,GEN,R. THILLAI NATARAJAN,M,32,GEN,431,141847,#bdc3c7,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,14,GEN,G.S.BHARATHIDASAN,M,31,GEN,304,141847,#bdc3c7,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,15,GEN,T. TIMOTHY,M,48,GEN,263,141847,#bdc3c7,Nagapattinam
Mayuram,IND,2011,Tamil Nadu,161,16,GEN,M. KUMAR,M,51,GEN,238,141847,#bdc3c7,Nagapattinam
Poompuhar,ADMK,2011,Tamil Nadu,162,1,GEN,PAVUNRAJ.S,M,55,GEN,85839,169457,#b2d33c,Nagapattinam
Poompuhar,PMK,2011,Tamil Nadu,162,2,GEN,AGORAM.K,M,43,GEN,74466,169457,#d35400,Nagapattinam
Poompuhar,SDPI,2011,Tamil Nadu,162,3,GEN,MOHAMED THARIK .M .Y,M,37,GEN,2984,169457,#222,Nagapattinam
Poompuhar,BJP,2011,Tamil Nadu,162,4,GEN,BALASUBRAMANIAN.R,M,36,GEN,2091,169457,#ff7f0e,Nagapattinam
Poompuhar,IND,2011,Tamil Nadu,162,5,GEN,DHAKSHINAMOORTHY.M,M,40,SC,1326,169457,#bdc3c7,Nagapattinam
Poompuhar,IJK,2011,Tamil Nadu,162,6,GEN,RAMAKRISHNAN.S,M,55,GEN,1237,169457,#222,Nagapattinam
Poompuhar,BSP,2011,Tamil Nadu,162,7,GEN,ILANCHEZHIAN.T,M,36,GEN,763,169457,#222,Nagapattinam
Poompuhar,AIJMK,2011,Tamil Nadu,162,8,GEN,NANMARAN. T,M,30,SC,751,169457,#222,Nagapattinam
Nagapattinam,ADMK,2011,Tamil Nadu,163,1,GEN,K A JAYAPAL,M,56,GEN,61870,120690,#b2d33c,Nagapattinam
Nagapattinam,DMK,2011,Tamil Nadu,163,2,GEN,MOHAMED SHEIK DAWOOD,M,62,GEN,56127,120690,#c0392b,Nagapattinam
Nagapattinam,BJP,2011,Tamil Nadu,163,3,GEN,M MURUGANANTHAM,M,37,GEN,1972,120690,#ff7f0e,Nagapattinam
Nagapattinam,BSP,2011,Tamil Nadu,163,4,GEN,JAGABAR SATHICK.A,M,33,GEN,721,120690,#222,Nagapattinam
Kilvelur,CPM,2011,Tamil Nadu,164,1,SC,MAHALINGAM P,M,55,SC,59402,121254,#ff5757,Nagapattinam
Kilvelur,DMK,2011,Tamil Nadu,164,2,SC,MATHIVANAN U,M,52,SC,58678,121254,#c0392b,Nagapattinam
Kilvelur,IND,2011,Tamil Nadu,164,3,SC,DEVAKI G,F,26,SC,1487,121254,#bdc3c7,Nagapattinam
Kilvelur,BSP,2011,Tamil Nadu,164,4,SC,SHAJAHAN J,M,31,SC,743,121254,#222,Nagapattinam
Kilvelur,IND,2011,Tamil Nadu,164,5,SC,SELVARASU T,M,39,SC,605,121254,#bdc3c7,Nagapattinam
Kilvelur,IND,2011,Tamil Nadu,164,6,SC,SADASIVAM K,M,55,SC,339,121254,#bdc3c7,Nagapattinam
Vedaranyam,ADMK,2011,Tamil Nadu,165,1,GEN,N.V.KAMARAJ,M,48,GEN,53799,130708,#b2d33c,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,2,GEN,S.K.VEDARATHINAM,M,53,GEN,42871,130708,#bdc3c7,Nagapattinam
Vedaranyam,PMK,2011,Tamil Nadu,165,3,GEN,R.CHINNATHURAI,M,61,GEN,22925,130708,#d35400,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,4,GEN,K.JEGAN,M,28,GEN,2270,130708,#bdc3c7,Nagapattinam
Vedaranyam,JMM,2011,Tamil Nadu,165,5,GEN,G.SHANMUGAVEL,M,36,GEN,2041,130708,#222,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,6,GEN,M.RANI,F,48,GEN,1991,130708,#bdc3c7,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,7,GEN,D.RAMSINGH,M,42,GEN,1826,130708,#bdc3c7,Nagapattinam
Vedaranyam,BJP,2011,Tamil Nadu,165,8,GEN,S.KARTHIKEYAN,M,49,GEN,1260,130708,#ff7f0e,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,9,GEN,T.V.R.VEERAMANI,M,45,GEN,838,130708,#bdc3c7,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,10,GEN,DR.P.SUBRAMANIAN,M,73,GEN,257,130708,#bdc3c7,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,11,GEN,R.RAMAMURTHY,M,55,GEN,246,130708,#bdc3c7,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,12,GEN,V.SUBRAMANIAN,M,60,GEN,227,130708,#bdc3c7,Nagapattinam
Vedaranyam,IND,2011,Tamil Nadu,165,13,GEN,V.CHANDRAMOHAN,M,30,GEN,157,130708,#bdc3c7,Nagapattinam
Thiruthuraipoondi,CPI,2011,Tamil Nadu,166,1,SC,K.ULAGANATHAN,M,56,SC,83399,156294,#ff5757,Thiruvarur
Thiruthuraipoondi,INC,2011,Tamil Nadu,166,2,SC,P.SELVADURAI,M,53,SC,61112,156294,#2ecc71,Thiruvarur
Thiruthuraipoondi,BJP,2011,Tamil Nadu,166,3,SC,P.SIVASHANMUGAM,M,33,SC,3025,156294,#ff7f0e,Thiruvarur
Thiruthuraipoondi,IND,2011,Tamil Nadu,166,4,SC,S.RAJKUMAR,M,30,SC,1981,156294,#bdc3c7,Thiruvarur
Thiruthuraipoondi,LSP,2011,Tamil Nadu,166,5,SC,S.SARAVANAN,M,31,SC,1857,156294,#222,Thiruvarur
Thiruthuraipoondi,IND,2011,Tamil Nadu,166,6,SC,C.SINGAPERUMAL,M,38,SC,1726,156294,#bdc3c7,Thiruvarur
Thiruthuraipoondi,BSP,2011,Tamil Nadu,166,7,SC,THAI.KANDASAMY,M,40,SC,1070,156294,#222,Thiruvarur
Thiruthuraipoondi,IND,2011,Tamil Nadu,166,8,SC,U.RAMACHANDRAN,M,32,SC,898,156294,#bdc3c7,Thiruvarur
Thiruthuraipoondi,IND,2011,Tamil Nadu,166,9,SC,K.KARUNANITHI,M,49,SC,715,156294,#bdc3c7,Thiruvarur
Thiruthuraipoondi,MMKA,2011,Tamil Nadu,166,10,SC,R.DEVADOSS,M,51,SC,511,156294,#222,Thiruvarur
Mannargudi,DMK,2011,Tamil Nadu,167,1,GEN,"RAJAA, T.R.B.",M,34,GEN,81320,166186,#c0392b,Thiruvarur
Mannargudi,ADMK,2011,Tamil Nadu,167,2,GEN,"RAJAMANICKAM,SIVA.",M,65,GEN,77338,166186,#b2d33c,Thiruvarur
Mannargudi,IND,2011,Tamil Nadu,167,3,GEN,"JAYACHANDRAN,M.",M,41,GEN,1863,166186,#bdc3c7,Thiruvarur
Mannargudi,BJP,2011,Tamil Nadu,167,4,GEN,"VASUDEVAN,P",M,58,GEN,1435,166186,#ff7f0e,Thiruvarur
Mannargudi,IND,2011,Tamil Nadu,167,5,GEN,"VETRIVEL, K.",M,43,GEN,924,166186,#bdc3c7,Thiruvarur
Mannargudi,BSP,2011,Tamil Nadu,167,6,GEN,"ANBUDHAS,D.",M,28,SC,795,166186,#222,Thiruvarur
Mannargudi,IND,2011,Tamil Nadu,167,7,GEN,"VENKATACHALAM,L.",M,58,GEN,747,166186,#bdc3c7,Thiruvarur
Mannargudi,IND,2011,Tamil Nadu,167,8,GEN,"ABDUL SAMAD, A.P.A.",M,57,GEN,540,166186,#bdc3c7,Thiruvarur
Mannargudi,IND,2011,Tamil Nadu,167,9,GEN,"LAKSHMI, M.",F,33,GEN,468,166186,#bdc3c7,Thiruvarur
Mannargudi,IJK,2011,Tamil Nadu,167,10,GEN,"AROKIYASAMY,K.",M,44,GEN,335,166186,#222,Thiruvarur
Mannargudi,IND,2011,Tamil Nadu,167,11,GEN,"PICHAIKKANNU,R.",M,61,GEN,184,166186,#bdc3c7,Thiruvarur
Mannargudi,IND,2011,Tamil Nadu,167,12,GEN,"RAJA, K.S.",M,49,GEN,137,166186,#bdc3c7,Thiruvarur
Mannargudi,IND,2011,Tamil Nadu,167,13,GEN,"RASA,S.",M,39,SC,100,166186,#bdc3c7,Thiruvarur
Thiruvarur,DMK,2011,Tamil Nadu,168,1,GEN,M. KARUNANIDHI,M,87,GEN,109014,173159,#c0392b,Thiruvarur
Thiruvarur,ADMK,2011,Tamil Nadu,168,2,GEN,RAJENDRAN. M,M,58,GEN,58765,173159,#b2d33c,Thiruvarur
Thiruvarur,IND,2011,Tamil Nadu,168,3,GEN,SRIRAMACHANDRAN PN,M,30,GEN,1741,173159,#bdc3c7,Thiruvarur
Thiruvarur,BJP,2011,Tamil Nadu,168,4,GEN,PINGALAN R,M,33,GEN,1263,173159,#ff7f0e,Thiruvarur
Thiruvarur,IND,2011,Tamil Nadu,168,5,GEN,MUTHARASAN. S,M,27,GEN,737,173159,#bdc3c7,Thiruvarur
Thiruvarur,IJK,2011,Tamil Nadu,168,6,GEN,RAMESHKUMAR . R,M,26,GEN,357,173159,#222,Thiruvarur
Thiruvarur,IND,2011,Tamil Nadu,168,7,GEN,RAMASAMI @ TRAFFIC,M,78,GEN,351,173159,#bdc3c7,Thiruvarur
Thiruvarur,MSK,2011,Tamil Nadu,168,8,GEN,SIVA ELANGO,M,33,GEN,281,173159,#222,Thiruvarur
Thiruvarur,IND,2011,Tamil Nadu,168,9,GEN,THOOTHAISELVAM. M,M,41,GEN,255,173159,#bdc3c7,Thiruvarur
Thiruvarur,BSP,2011,Tamil Nadu,168,10,GEN,JAYARAMAN. T,M,62,SC,189,173159,#222,Thiruvarur
Thiruvarur,IND,2011,Tamil Nadu,168,11,GEN,ANBAZHAGAN T,M,31,GEN,111,173159,#bdc3c7,Thiruvarur
Thiruvarur,IND,2011,Tamil Nadu,168,12,GEN,ANANDARAJ. S,M,34,GEN,95,173159,#bdc3c7,Thiruvarur
Nannilam,ADMK,2011,Tamil Nadu,169,1,GEN,KAMARAJ.R,M,50,GEN,92071,180684,#b2d33c,Thiruvarur
Nannilam,DMK,2011,Tamil Nadu,169,2,GEN,ELANGOVAN.R,M,45,GEN,81667,180684,#c0392b,Thiruvarur
Nannilam,IJK,2011,Tamil Nadu,169,3,GEN,GANESAN.G,M,34,GEN,2835,180684,#222,Thiruvarur
Nannilam,BSP,2011,Tamil Nadu,169,4,GEN,IMMANUVEL .T,M,34,GEN,1247,180684,#222,Thiruvarur
Nannilam,IND,2011,Tamil Nadu,169,5,GEN,PANASAIARANGAN.K.N,M,48,GEN,1211,180684,#bdc3c7,Thiruvarur
Nannilam,IND,2011,Tamil Nadu,169,6,GEN,SEKAR .A,M,50,SC,647,180684,#bdc3c7,Thiruvarur
Nannilam,IND,2011,Tamil Nadu,169,7,GEN,SUBRAMANIAN.G,M,43,GEN,587,180684,#bdc3c7,Thiruvarur
Nannilam,IND,2011,Tamil Nadu,169,8,GEN,SIVAKUMAR.V,M,32,GEN,419,180684,#bdc3c7,Thiruvarur
Thiruvidaimarudur,DMK,2011,Tamil Nadu,170,1,SC,CHEZHIAAN.GOVI,M,44,SC,77175,160392,#c0392b,Thanjavur
Thiruvidaimarudur,ADMK,2011,Tamil Nadu,170,2,SC,PANDIYARAJAN.T,M,36,SC,76781,160392,#b2d33c,Thanjavur
Thiruvidaimarudur,IND,2011,Tamil Nadu,170,3,SC,KUDANTHAI ARASAN,M,37,SC,1646,160392,#bdc3c7,Thanjavur
Thiruvidaimarudur,IND,2011,Tamil Nadu,170,4,SC,RAVI CHANDRAN.S,M,41,SC,1253,160392,#bdc3c7,Thanjavur
Thiruvidaimarudur,BSP,2011,Tamil Nadu,170,5,SC,RAJAVELU.K,M,54,SC,902,160392,#222,Thanjavur
Thiruvidaimarudur,IND,2011,Tamil Nadu,170,6,SC,ELANGOVAN.A,M,39,SC,819,160392,#bdc3c7,Thanjavur
Thiruvidaimarudur,IJK,2011,Tamil Nadu,170,7,SC,RAJASEKAR.J,M,31,SC,693,160392,#222,Thanjavur
Thiruvidaimarudur,IND,2011,Tamil Nadu,170,8,SC,SUBASH CHANDRA BOSE.T,M,27,SC,619,160392,#bdc3c7,Thanjavur
Thiruvidaimarudur,CPI(ML)(L),2011,Tamil Nadu,170,9,SC,ILANGOVAN.S,M,44,SC,333,160392,#222,Thanjavur
Thiruvidaimarudur,IND,2011,Tamil Nadu,170,10,SC,ILAIYARAJA.V,M,28,SC,171,160392,#bdc3c7,Thanjavur
Kumbakonam,DMK,2011,Tamil Nadu,171,1,GEN,ANBALAGAN.G,M,61,GEN,78642,161408,#c0392b,Thanjavur
Kumbakonam,ADMK,2011,Tamil Nadu,171,2,GEN,ERAMANATHAN.RAMA,M,46,GEN,77370,161408,#b2d33c,Thanjavur
Kumbakonam,BJP,2011,Tamil Nadu,171,3,GEN,ANNAMALAI.PL,M,45,GEN,1606,161408,#ff7f0e,Thanjavur
