AC_NAME,PARTY,YEAR,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color,District
Ottapidaram,DMK,1989,Tamil Nadu,211,1,SC,M. MUTHIAH,M,0,,25467,80353,#c0392b,Thoothukkudi
Ottapidaram,INC,1989,Tamil Nadu,211,2,SC,O.S. VELUCHAMI,M,0,,23724,80353,#2ecc71,Thoothukkudi
Ottapidaram,ADK(JL),1989,Tamil Nadu,211,3,SC,V. GOPALAKRISHNAN,M,0,,18507,80353,#222,Thoothukkudi
Ottapidaram,IND,1989,Tamil Nadu,211,4,SC,S. JOHNPANDIAN,M,0,,9556,80353,#bdc3c7,Thoothukkudi
Ottapidaram,IND,1989,Tamil Nadu,211,5,SC,THANGATHAI,F,0,,1639,80353,#bdc3c7,Thoothukkudi
Ottapidaram,IFT,1989,Tamil Nadu,211,6,SC,E. SUDALAIMUTHU,M,0,,648,80353,#222,Thoothukkudi
Ottapidaram,IND,1989,Tamil Nadu,211,7,SC,K.A. THANGAVEL,M,0,,578,80353,#bdc3c7,Thoothukkudi
Ottapidaram,IND,1989,Tamil Nadu,211,8,SC,N. ARUMUGAM,M,0,,234,80353,#bdc3c7,Thoothukkudi
Kovilpatti,CPI,1989,Tamil Nadu,212,1,GEN,"ALAGARSOMY, S.",M,0,,35008,99069,#ff5757,Thoothukkudi
Kovilpatti,DMK,1989,Tamil Nadu,212,2,GEN,"RADHAKRISHNAN, S.",M,0,,31724,99069,#c0392b,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,3,GEN,"PALPANDIAN, A.",M,0,,13981,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,4,GEN,"DHARMAR, S.",M,0,,6462,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,5,GEN,"IYYADURAI, M.S.",M,0,,4759,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,6,GEN,"ANANDASAMY, V.",M,0,,3263,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IFT,1989,Tamil Nadu,212,7,GEN,"RAMASAMY, R.P.",M,0,,2742,99069,#222,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,8,GEN,"RANJITKUMAR, R.",M,0,,240,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,9,GEN,"MARIAPPAN, A.",M,0,,229,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,10,GEN,AYYADURAI M.,M,0,,128,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,11,GEN,"SOLAIAPPAN, S.",M,0,,116,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,11,GEN,"GURUSAMY NAICKER, R.",M,0,,116,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,13,GEN,"LINGASAMY, R.",M,0,,104,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,14,GEN,"SIVASUBRAMANIAM, S.",M,0,,77,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,15,GEN,"JOSEPH, C.",M,0,,70,99069,#bdc3c7,Thoothukkudi
Kovilpatti,IND,1989,Tamil Nadu,212,16,GEN,"SELVARAJ, T.",M,0,,50,99069,#bdc3c7,Thoothukkudi
Sankarankovil,DMK,1989,Tamil Nadu,213,1,SC,"THANGAVELU, S.",M,0,,46886,106581,#c0392b,Tirunelveli
Sankarankovil,ADK(JL),1989,Tamil Nadu,213,2,SC,"MARUTHA KARUPPAN, K.",M,0,,24897,106581,#222,Tirunelveli
Sankarankovil,INC,1989,Tamil Nadu,213,3,SC,"ANANDARAJ, S.",M,0,,24628,106581,#2ecc71,Tirunelveli
Sankarankovil,ADK(JR),1989,Tamil Nadu,213,4,SC,"SANKARALINGAM, S.",M,0,,6846,106581,#222,Tirunelveli
Sankarankovil,IND,1989,Tamil Nadu,213,5,SC,"RAJARAM, S.",M,0,,2045,106581,#bdc3c7,Tirunelveli
Sankarankovil,IND,1989,Tamil Nadu,213,6,SC,"SUBRAMANIAN, P.T.K.",M,0,,537,106581,#bdc3c7,Tirunelveli
Sankarankovil,IND,1989,Tamil Nadu,213,7,SC,"PETCHIAPPAN, S.",M,0,,371,106581,#bdc3c7,Tirunelveli
Sankarankovil,IND,1989,Tamil Nadu,213,8,SC,"KARUPPASAMY, V.",M,0,,304,106581,#bdc3c7,Tirunelveli
Sankarankovil,IND,1989,Tamil Nadu,213,9,SC,"JOHN PANDIAN, S.",M,0,,67,106581,#bdc3c7,Tirunelveli
Vasudevanallur,INC,1989,Tamil Nadu,214,1,SC,"ESWARAN, R.",M,0,,30805,95816,#2ecc71,Tirunelveli
Vasudevanallur,CPM,1989,Tamil Nadu,214,2,SC,"KRISHNAN, R.",M,0,,30394,95816,#ff5757,Tirunelveli
Vasudevanallur,CPI,1989,Tamil Nadu,214,3,SC,"KANAGASABAI, S.",M,0,,17325,95816,#ff5757,Tirunelveli
Vasudevanallur,ADK(JR),1989,Tamil Nadu,214,4,SC,"RENGASAY, T.",M,0,,17043,95816,#222,Tirunelveli
Vasudevanallur,IND,1989,Tamil Nadu,214,5,SC,"SABAPATHY, K.S.",M,0,,249,95816,#bdc3c7,Tirunelveli
Kadayanallur,DMK,1989,Tamil Nadu,215,1,GEN,SAMSUDIN ALIAS KATHIRAVAN,M,0,,37531,102230,#c0392b,Tirunelveli
Kadayanallur,INC,1989,Tamil Nadu,215,2,GEN,AYYADURAI ALIAS SUBRAMANIAN S.R.,M,0,,30652,102230,#2ecc71,Tirunelveli
Kadayanallur,ADK(JL),1989,Tamil Nadu,215,3,GEN,ANAIKUTTI PANDIAN S.P.,M,0,,19019,102230,#222,Tirunelveli
Kadayanallur,ADK(JR),1989,Tamil Nadu,215,4,GEN,ABDUL RAZAAK M.M.A.,M,0,,12908,102230,#222,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,5,GEN,MARIMUTU M.P.P.,M,0,,598,102230,#bdc3c7,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,6,GEN,ALAGUMUTHU THEVAR K.,M,0,,331,102230,#bdc3c7,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,7,GEN,"KANNAN, M.",M,0,,264,102230,#bdc3c7,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,8,GEN,"SAMPATH, R.",M,0,,229,102230,#bdc3c7,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,9,GEN,THIRUMALAIVEL S.K.,M,0,,217,102230,#bdc3c7,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,10,GEN,SHAHUL HAMEED M.S.,M,0,,184,102230,#bdc3c7,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,11,GEN,"RAJAIAH, A.",M,0,,118,102230,#bdc3c7,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,12,GEN,SANKARANARAYANAN,M,0,,97,102230,#bdc3c7,Tirunelveli
Kadayanallur,IND,1989,Tamil Nadu,215,13,GEN,ESAKKIA PILLAI ALIAS DURAI PILLAI M.S.,M,0,,82,102230,#bdc3c7,Tirunelveli
Tenkasi,INC,1989,Tamil Nadu,216,1,GEN,"PETER ALPHONSE, S.",M,0,,39643,109248,#2ecc71,Tirunelveli
Tenkasi,DMK,1989,Tamil Nadu,216,2,GEN,"PANDIVALAVAN, V.",M,0,,33049,109248,#c0392b,Tirunelveli
Tenkasi,ADK(JL),1989,Tamil Nadu,216,3,GEN,GANI A.M.,M,0,,20578,109248,#222,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,4,GEN,VENKATARAMANA T.S.R,M,0,,12860,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,5,GEN,"SAMUDRAM, S.",M,0,,1221,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,6,GEN,CHELLAPPA P.,M,0,,427,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,7,GEN,"KALANDHER, E.",M,0,,304,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,8,GEN,"SUBBIAH, S.",M,0,,253,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,9,GEN,"ARUNACHALAPANDIAN, S.",M,0,,233,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,10,GEN,"PARAMASIVAN, K.",M,0,,231,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,11,GEN,THANKAPPAN K.,M,0,,177,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,12,GEN,BALASUBRA'ANIAN D.A.,M,0,,173,109248,#bdc3c7,Tirunelveli
Tenkasi,IND,1989,Tamil Nadu,216,13,GEN,NAINAR M.,M,0,,99,109248,#bdc3c7,Tirunelveli
Alangulam,INC,1989,Tamil Nadu,217,1,GEN,RAMASUBBBU S.S.,M,0,,31314,109598,#2ecc71,Tirunelveli
Alangulam,DMK,1989,Tamil Nadu,217,2,GEN,MURUGIAH M.P.,M,0,,30832,109598,#c0392b,Tirunelveli
Alangulam,ADK(JL),1989,Tamil Nadu,217,3,GEN,KARUPPASAMY PANDIAN V.,M,0,,23964,109598,#222,Tirunelveli
Alangulam,ADK(JR),1989,Tamil Nadu,217,4,GEN,ARUNACHALAM ALADI ARUNA V.,M,0,,20867,109598,#222,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,5,GEN,"RAYAPPAN, M.",M,0,,414,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,6,GEN,"KARAUPASAMY, R.",M,0,,397,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,7,GEN,RAMIAH (THALAPATHY) M.,M,0,,335,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,8,GEN,"KANNIAH, M.",M,0,,309,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,9,GEN,NACHIAR M,F,0,,296,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,10,GEN,SUBBIAH NADAR M.,M,0,,238,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,11,GEN,ANTONY S.,M,0,,233,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,12,GEN,SUDALAYANDI NADAR P.P.,M,0,,184,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,13,GEN,"RAMAKRISHAN, M.",M,0,,127,109598,#bdc3c7,Tirunelveli
Alangulam,IND,1989,Tamil Nadu,217,14,GEN,"KAMARAJ, R.",M,0,,88,109598,#bdc3c7,Tirunelveli
Tirunelveli,DMK,1989,Tamil Nadu,218,1,GEN,"SUBRAMANIAN, A.L.",M,0,,37991,106862,#c0392b,Tirunelveli
Tirunelveli,INC,1989,Tamil Nadu,218,2,GEN,NELLAI KANNAN N.S.S.,M,0,,28470,106862,#2ecc71,Tirunelveli
Tirunelveli,ADK(JR),1989,Tamil Nadu,218,3,GEN,"MASANA MOORTHY, V.",M,0,,25332,106862,#222,Tirunelveli
Tirunelveli,ADK(JL),1989,Tamil Nadu,218,4,GEN,"MUTHUSAMY, K.",M,0,,12201,106862,#222,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,5,GEN,"GASPAR RAJA, G.",M,0,,1513,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,6,GEN,"ESAKKI PANDIAN, P.",M,0,,253,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,7,GEN,"YUSUF, A.",M,0,,171,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,8,GEN,"ARUMUGADAS, P.",M,0,,168,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,9,GEN,"MURUGAN, M.",M,0,,158,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,10,GEN,"KAJA NAWAZ, A.",M,0,,154,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,11,GEN,"SUBRAMANIAN, T.S.",M,0,,142,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,12,GEN,"MOHAMED ABDUL MALIK, V.A",M,0,,115,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,13,GEN,"SUBBIAH ACHARI, A.",M,0,,82,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,14,GEN,"THANGARAJ, T.",M,0,,71,106862,#bdc3c7,Tirunelveli
Tirunelveli,IND,1989,Tamil Nadu,218,15,GEN,"VIJAYAN, I",M,0,,41,106862,#bdc3c7,Tirunelveli
Palayamkottai,DMK,1989,Tamil Nadu,219,1,GEN,"GURUNATHAN, S.",M,0,,34046,98943,#c0392b,Tirunelveli
Palayamkottai,MUL,1989,Tamil Nadu,219,2,GEN,"KHAJA MOHIDEEN, S.A.",M,0,,31615,98943,#222,Tirunelveli
Palayamkottai,ADK(JR),1989,Tamil Nadu,219,3,GEN,RAJASELVAM,M,0,,16738,98943,#222,Tirunelveli
Palayamkottai,ADK(JL),1989,Tamil Nadu,219,4,GEN,"KARUPPIAH, A.",M,0,,13321,98943,#222,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,5,GEN,GASPAR RAJA G.,M,0,,802,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,6,GEN,"RADHAKRISHNAN, P.",M,0,,369,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,7,GEN,"THANGAVEL, A.",M,0,,303,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,8,GEN,"HUSSAIN, M.S.",M,0,,299,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,9,GEN,"ATHIRAJ, E.",M,0,,158,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,10,GEN,"SUTHARSON, J.",M,0,,157,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,11,GEN,"KAJA MOHIDEEN, S.A.",M,0,,144,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,12,GEN,"THOMAS, F.",M,0,,128,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,13,GEN,"KAJA MOHDEEN T,M,.S",M,0,,121,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,14,GEN,"VIJAYAN, I.",M,0,,115,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,15,GEN,"KAJA MOHIDEEN, P.M.",M,0,,106,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,16,GEN,"SUBRAMANIAN, A.",M,0,,96,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,17,GEN,"KAJA MOHIDEEN, M.",M,0,,84,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,18,GEN,CADER MOHIDEEN M.M,M,0,,83,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,19,GEN,"KAMARAJ, R.",M,0,,65,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,20,GEN,STEPHEN RAJ M.,M,0,,64,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,21,GEN,"JAYASINGH, V.",M,0,,50,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,22,GEN,"SELVINKUMAR, D.",M,0,,49,98943,#bdc3c7,Tirunelveli
Palayamkottai,IND,1989,Tamil Nadu,219,23,GEN,"KRISHNAN, N.",M,0,,30,98943,#bdc3c7,Tirunelveli
Cheranmahadevi,ADK(JR),1989,Tamil Nadu,220,1,GEN,"PANDIAN, P.N.",M,0,,26113,96494,#222,
Cheranmahadevi,DMK,1989,Tamil Nadu,220,2,GEN,"AVUDAIAPPAN, R.",M,0,,25413,96494,#c0392b,
Cheranmahadevi,INC,1989,Tamil Nadu,220,3,GEN,"VELDURAI, P.",M,0,,23270,96494,#2ecc71,
Cheranmahadevi,ADK(JL),1989,Tamil Nadu,220,4,GEN,AMARNATH PRAPAHAR RAM SAIT T.P.S.H.,M,0,,20409,96494,#222,
Cheranmahadevi,IND,1989,Tamil Nadu,220,5,GEN,"RAJENDRAN, P.",M,0,,295,96494,#bdc3c7,
Cheranmahadevi,IND,1989,Tamil Nadu,220,6,GEN,"MURUGESAN, C.",M,0,,273,96494,#bdc3c7,
Cheranmahadevi,IND,1989,Tamil Nadu,220,7,GEN,"MOHAMED MATHAR, M.",M,0,,191,96494,#bdc3c7,
Cheranmahadevi,IND,1989,Tamil Nadu,220,8,GEN,"SUDALAIMUTHU, S.",M,0,,179,96494,#bdc3c7,
Cheranmahadevi,IND,1989,Tamil Nadu,220,9,GEN,"CHANDRAN, A.",M,0,,176,96494,#bdc3c7,
Cheranmahadevi,IND,1989,Tamil Nadu,220,10,GEN,"PANDARAM, A.",M,0,,175,96494,#bdc3c7,
Ambasamudram,INC,1989,Tamil Nadu,221,1,GEN,"RAVI ARUNAN, K.",M,0,,31337,91721,#2ecc71,Tirunelveli
Ambasamudram,ADK(JL),1989,Tamil Nadu,221,2,GEN,"MURUGIAH, PANDIAN, R.",M,0,,27234,91721,#222,Tirunelveli
Ambasamudram,CPM,1989,Tamil Nadu,221,3,GEN,"PANDIAN, M.",M,0,,23354,91721,#ff5757,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,4,GEN,"DURAI, R.S.K.",M,0,,5762,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,5,GEN,"PARAMASIVAN, N.",M,0,,1237,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,6,GEN,"GANAPATHY, R.",M,0,,636,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,7,GEN,"RAMASAMY, A.",M,0,,315,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,8,GEN,"SHANMUGA THEVER, K.P.",M,0,,267,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,9,GEN,"GOPALKRISHNAN, E.",M,0,,256,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,10,GEN,"SANKARAN, S.",M,0,,234,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,11,GEN,"RAMASWAMY, A.M",M,0,,232,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,12,GEN,"JAGANNATHAN, K.M",M,0,,216,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,13,GEN,"SUBHIAH, S.R.",M,0,,187,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,14,GEN,"ARUMUGAM, N.",M,0,,146,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,15,GEN,MOHAMED YUSUFF V.K.M.,M,0,,110,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,16,GEN,"BOHER JOSEPH, D.",M,0,,105,91721,#bdc3c7,Tirunelveli
Ambasamudram,IND,1989,Tamil Nadu,221,17,GEN,"SEKAR, A.",M,0,,93,91721,#bdc3c7,Tirunelveli
Nanguneri,DMK,1989,Tamil Nadu,222,1,GEN,"ACHIYUR, M. MANI",M,0,,30222,94837,#c0392b,Tirunelveli
Nanguneri,INC,1989,Tamil Nadu,222,2,GEN,P. SIRONMANI,M,0,,28729,94837,#2ecc71,Tirunelveli
Nanguneri,ADK(JL),1989,Tamil Nadu,222,3,GEN,A.S.A. KARUNAGARAN,M,0,,19576,94837,#222,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,4,GEN,D. SELVIN KUMAR,M,0,,8566,94837,#bdc3c7,Tirunelveli
Nanguneri,ADK(JR),1989,Tamil Nadu,222,5,GEN,Y.S.M. YUSUF,M,0,,6408,94837,#222,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,6,GEN,P. NALAVAN,M,0,,237,94837,#bdc3c7,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,7,GEN,P. GNANAMANI,M,0,,231,94837,#bdc3c7,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,8,GEN,E. NAMBIRAJAN,M,0,,189,94837,#bdc3c7,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,9,GEN,V. MANIPANDIAN,M,0,,159,94837,#bdc3c7,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,10,GEN,M. NAVAJEEVAN PANNAIAR,M,0,,133,94837,#bdc3c7,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,11,GEN,C. KALIYANA SUNDARAM,M,0,,126,94837,#bdc3c7,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,12,GEN,R. MUTHIAN,M,0,,113,94837,#bdc3c7,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,13,GEN,C. JAYARAJ,M,0,,75,94837,#bdc3c7,Tirunelveli
Nanguneri,IND,1989,Tamil Nadu,222,14,GEN,P. JAYARAJ,M,0,,73,94837,#bdc3c7,Tirunelveli
Radhapuram,INC,1989,Tamil Nadu,223,1,GEN,RAMANI NALLATHAMBI,F,0,,29432,91424,#2ecc71,Tirunelveli
Radhapuram,DMK,1989,Tamil Nadu,223,2,GEN,"KARTHESAN, V.",M,0,,24930,91424,#c0392b,Tirunelveli
Radhapuram,IND,1989,Tamil Nadu,223,3,GEN,SOUNTMARA PANDIAN N.,M,0,,23995,91424,#bdc3c7,Tirunelveli
Radhapuram,ADK(JR),1989,Tamil Nadu,223,4,GEN,"THANGARAJ, D.",M,0,,7980,91424,#222,Tirunelveli
Radhapuram,BJP,1989,Tamil Nadu,223,5,GEN,JEYARAJ S.,M,0,,4068,91424,#ff7f0e,Tirunelveli
Radhapuram,IND,1989,Tamil Nadu,223,6,GEN,"MURUGAN, S.",M,0,,225,91424,#bdc3c7,Tirunelveli
Radhapuram,IND,1989,Tamil Nadu,223,7,GEN,PAPPA SARAVANAPERUMAL,M,0,,187,91424,#bdc3c7,Tirunelveli
Radhapuram,IND,1989,Tamil Nadu,223,8,GEN,"VIGNESWARAN, G.",M,0,,152,91424,#bdc3c7,Tirunelveli
Radhapuram,IND,1989,Tamil Nadu,223,9,GEN,"DIRAVIAM, K.",M,0,,147,91424,#bdc3c7,Tirunelveli
Radhapuram,IND,1989,Tamil Nadu,223,10,GEN,"JUSTIN, T.",M,0,,135,91424,#bdc3c7,Tirunelveli
Radhapuram,IND,1989,Tamil Nadu,223,11,GEN,"JEGANATHAN, M.",M,0,,110,91424,#bdc3c7,Tirunelveli
Radhapuram,IND,1989,Tamil Nadu,223,12,GEN,PULUDAYAR THEVAR S.,M,0,,63,91424,#bdc3c7,Tirunelveli
Sattangulam,INC,1989,Tamil Nadu,224,1,GEN,KUMARI ANATHAN,M,0,,24913,86968,#2ecc71,
Sattangulam,DMK,1989,Tamil Nadu,224,2,GEN,DURAI RAJ P.,M,0,,23717,86968,#c0392b,
Sattangulam,ADK(JR),1989,Tamil Nadu,224,3,GEN,"SUBRAMANIA ATHITHAN, S.R.",M,0,,20127,86968,#222,
Sattangulam,IND,1989,Tamil Nadu,224,4,GEN,"JAYASINGH, D.G.",M,0,,13569,86968,#bdc3c7,
Sattangulam,BJP,1989,Tamil Nadu,224,5,GEN,"ARASURAJA, T.",M,0,,2891,86968,#ff7f0e,
Sattangulam,IND,1989,Tamil Nadu,224,6,GEN,"AELVARAJ, N.",M,0,,1063,86968,#bdc3c7,
Sattangulam,IFT,1989,Tamil Nadu,224,7,GEN,BALASUBRAMANIAN A.V.K,M,0,,217,86968,#222,
Sattangulam,IND,1989,Tamil Nadu,224,8,GEN,"PANDARAM, T.",M,0,,122,86968,#bdc3c7,
Sattangulam,IND,1989,Tamil Nadu,224,9,GEN,"SHANMUGAM, V.",M,0,,81,86968,#bdc3c7,
Sattangulam,IND,1989,Tamil Nadu,224,10,GEN,"SURIAMUTHU, S.",M,0,,77,86968,#bdc3c7,
Sattangulam,IND,1989,Tamil Nadu,224,11,GEN,"RATNAM, T.",M,0,,52,86968,#bdc3c7,
Sattangulam,IND,1989,Tamil Nadu,224,12,GEN,"JAYAKUMAR, D.",M,0,,51,86968,#bdc3c7,
Sattangulam,IND,1989,Tamil Nadu,224,13,GEN,"THANGARAJ, R.",M,0,,46,86968,#bdc3c7,
Sattangulam,IND,1989,Tamil Nadu,224,14,GEN,"GNANARAJ, A",M,0,,42,86968,#bdc3c7,
Tiruchendur,DMK,1989,Tamil Nadu,225,1,GEN,"KANDASAMY, K.P.",M,0,,42084,99070,#c0392b,Thoothukkudi
Tiruchendur,INC,1989,Tamil Nadu,225,2,GEN,"SHUNMUGASUNDARAM KASIMARI, K.",M,0,,24903,99070,#2ecc71,Thoothukkudi
Tiruchendur,ADK(JL),1989,Tamil Nadu,225,3,GEN,"CHELLADURAI, A.",M,0,,21095,99070,#222,Thoothukkudi
Tiruchendur,ADK(JR),1989,Tamil Nadu,225,4,GEN,KAYAL MOULANA ALIAS MOULANA,M,0,,7808,99070,#222,Thoothukkudi
Tiruchendur,BJP,1989,Tamil Nadu,225,5,GEN,"JEYAKUMAR, V.P.",M,0,,1815,99070,#ff7f0e,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,6,GEN,"THANGIAH, S.",M,0,,457,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,7,GEN,KASI C.P.,M,0,,260,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,8,GEN,"KANI, A.",M,0,,162,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,9,GEN,"NATARAJA IYYER, S.",M,0,,109,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,10,GEN,"NOBLE, P.",M,0,,89,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IFT,1989,Tamil Nadu,225,11,GEN,"THANGANADAR, P.S.",M,0,,72,99070,#222,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,12,GEN,"ATHINARAYANAN, R.S.",M,0,,60,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,13,GEN,"MURUGAN, R.",M,0,,54,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,14,GEN,"POORNADOSS, D.",M,0,,36,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,15,GEN,"ARUMUGAHANI, R.",M,0,,26,99070,#bdc3c7,Thoothukkudi
Tiruchendur,IND,1989,Tamil Nadu,225,16,GEN,"INBAKARAN, S.",M,0,,20,99070,#bdc3c7,Thoothukkudi
