AC_NAME,AC_NO,AC_TYPE,AGE,CATEGORY,NAME,PARTY,SEX,ST_NAME,VOTES,YEAR,polled_votes,rank
North Wynad,14,ST,,,A. CHAPPAN,IND,M,Kerala,1800,1970,48504,4
North Wynad,14,ST,,,K. V. KOLU,IND,M,Kerala,1229,1970,48504,5
Badagara,15,GEN,,,M. KRISHNAN,ISP,M,Kerala,31716,1970,61123,1
Badagara,15,GEN,,,P. RAGHAVANNAIR,INC,M,Kerala,29407,1970,61123,2
Nadapuram,16,GEN,,,M. KUMARAN MASTER,CPI,M,Kerala,34761,1970,67841,1
Nadapuram,16,GEN,,,E. V. KUMARAN,CPM,M,Kerala,30559,1970,67841,2
Nadapuram,16,GEN,,,C. K. NANU,IND,M,Kerala,1313,1970,67841,3
Nadapuram,16,GEN,,,P. K. KRISHNAN,IND,M,Kerala,1208,1970,67841,4
Meppayur,17,GEN,,,A. V. ABDURAHIMAN,MUL,M,Kerala,30759,1970,62785,1
Meppayur,17,GEN,,,M. K. KELU,CPM,M,Kerala,28408,1970,62785,2
Meppayur,17,GEN,,,C. H. KUNHI KRISHNAKURUP,NCO,M,Kerala,3618,1970,62785,3
Quilandy,18,GEN,,,E. NARAYANAN NAIR,INC,M,Kerala,37023,1970,70409,1
Quilandy,18,GEN,,,P. K. APPAJAIR,ISP,M,Kerala,33386,1970,70409,2
Perambra,19,GEN,,,K.G. ADYOSI,INC,M,Kerala,35383,1970,68426,1
Perambra,19,GEN,,,V. V. DAKSHINAMORTHY,CPM,M,Kerala,31304,1970,68426,2
Perambra,19,GEN,,,T. O. SEBASTIAN,KEC,M,Kerala,1739,1970,68426,3
Balusseri,20,GEN,,,A. C. SHANAMKHADAS,INC,M,Kerala,30896,1970,64509,1
Balusseri,20,GEN,,,P. K. SANKARANKUTTY,SOP,M,Kerala,29699,1970,64509,2
Balusseri,20,GEN,,,M. S. RAMACHANDRAN,IND,M,Kerala,3914,1970,64509,3
Kunnamangalam,21,GEN,,,P. V. S. M. POOKOYA THANGAL,MUL,M,Kerala,35599,1970,61424,1
Kunnamangalam,21,GEN,,,KUTTY KRISHAN NAIRIR,ISP,M,Kerala,23945,1970,61424,2
Kunnamangalam,21,GEN,,,B. P. MOIDEEN,IND,M,Kerala,1296,1970,61424,3
Kunnamangalam,21,GEN,,,P. K. SEYDU,IND,M,Kerala,584,1970,61424,4
Kalpetta,22,GEN,,,P. CYRIAC JOHN,INC,M,Kerala,29950,1970,54839,1
Kalpetta,22,GEN,,,K. K. ABOO,SOP,M,Kerala,19509,1970,54839,2
Kalpetta,22,GEN,,,T. A. MATHEW,KEC,M,Kerala,5380,1970,54839,3
South Wynad,23,ST,,,K. RAGHAVAN MASTER,INC,M,Kerala,28337,1970,48414,1
South Wynad,23,ST,,,M. RAMUNNI,SOP,M,Kerala,16123,1970,48414,2
South Wynad,23,ST,,,ATUVAYI RAMAN,NCO,M,Kerala,3954,1970,48414,3
Calicut I,24,GEN,,,P. V. SANKANA NARAYANAN,INC,M,Kerala,30416,1970,65038,1
Calicut I,24,GEN,,,THAY T. SANKARAN,IND,M,Kerala,26619,1970,65038,2
Calicut I,24,GEN,,,M. KAMALAM,NCO,M,Kerala,8003,1970,65038,3
Calicut I I,25,GEN,,,KALPALLY MADHAVA MENON,IND,M,Kerala,29946,1970,59578,1
Calicut I I,25,GEN,,,P. M. ABOOBACKAR,MUL,M,Kerala,26803,1970,59578,2
Calicut I I,25,GEN,,,P. S. GIREESH,IND,M,Kerala,2829,1970,59578,3
Beypore,26,GEN,,,K. CHATHUNNI MASTER,CPM,M,Kerala,30260,1970,67732,1
Beypore,26,GEN,,,P. K. UMMAR KHAN,MUL,M,Kerala,27945,1970,67732,2
Beypore,26,GEN,,,K. C. SANKARAN,BJS,M,Kerala,7154,1970,67732,3
Beypore,26,GEN,,,N. V. KUNHAN NAIR,IND,M,Kerala,2373,1970,67732,4
Tirurangadi,27,GEN,,,K. AVUKADARKUTTY NAHA,MUL,M,Kerala,32608,1970,64830,1
Tirurangadi,27,GEN,,,KUNHALIKUTTY ALIAS,IND,M,Kerala,31893,1970,64830,2
Tirurangadi,27,GEN,,,SAIDALAVI,IND,M,Kerala,329,1970,64830,3
Tanur,28,GEN,,,SAYED UMMER BHAFAKI,MUL,M,Kerala,35960,1970,49773,1
Tanur,28,GEN,,,U.K. DAMODARAN,IND,M,Kerala,13813,1970,49773,2
Tirur,29,GEN,,,K. M. KUTTY,MUL,M,Kerala,28634,1970,56525,1
Tirur,29,GEN,,,R. MUHAMMED,IND,M,Kerala,24842,1970,56525,2
Tirur,29,GEN,,,P. GOVINDAKUTTY,IND,M,Kerala,3049,1970,56525,3
Mankada,30,GEN,,,M. MOIDEEN KUTTY,MUL,M,Kerala,30779,1970,55217,1
Mankada,30,GEN,,,PALOLI MAHAMMED KUTTY,CPM,M,Kerala,24438,1970,55217,2
Kondotiy,31,GEN,,,C H MD KOYA HAJI,MUL,M,Kerala,40208,1970,65613,1
Kondotiy,31,GEN,,,MOOSA HAJI,IND,M,Kerala,22612,1970,65613,2
Kondotiy,31,GEN,,,T. K. IMBICHIKOYA,IND,M,Kerala,2793,1970,65613,3
Malappuram,32,GEN,,,U. A. BEERAN,MUL,M,Kerala,39682,1970,62061,1
Malappuram,32,GEN,,,V. T. N. KUTTY NAIR,IND,M,Kerala,22379,1970,62061,2
Manjeri,33,SC,,,K. P. RAMAN,MUL,M,Kerala,23882,1970,42188,1
Manjeri,33,SC,,,O. KOWAN,ISP,M,Kerala,17190,1970,42188,2
Manjeri,33,SC,,,K. P. CHELLI,IND,M,Kerala,1116,1970,42188,3
Nilambur,34,GEN,,,M. P. GANGADHARAN,INC,M,Kerala,26798,1970,52467,1
Nilambur,34,GEN,,,P. V. KUNHIKANNAN,CPM,M,Kerala,23987,1970,52467,2
Nilambur,34,GEN,,,ANTONY VETTIKKADU,KEC,M,Kerala,1682,1970,52467,3
Perintalmanna,35,GEN,,,K. S. THANGAL,MUL,M,Kerala,28436,1970,52301,1
Perintalmanna,35,GEN,,,E. K. IMBICHI BAVA,CPM,M,Kerala,23865,1970,52301,2
Ponnani,36,GEN,,,HAJEE M. V. HYDROS,IND,M,Kerala,31329,1970,62140,1
Ponnani,36,GEN,,,V. P. CHERUKOYATHANGAL,MUL,M,Kerala,27207,1970,62140,2
Ponnani,36,GEN,,,T. P. VINODINI AMMA,IND,M,Kerala,3604,1970,62140,3
Trithala,37,SC,,,V. EACHARAN,IND,M,Kerala,25822,1970,53172,1
Trithala,37,SC,,,E. T. KUNHAN,CPM,M,Kerala,24690,1970,53172,2
Trithala,37,SC,,,P. K. AMBIKA,IND,M,Kerala,2660,1970,53172,3
Kuttippuram,38,GEN,,,CHAKKERI AHAMMED KUTTY,MUL,M,Kerala,30081,1970,53951,1
Kuttippuram,38,GEN,,,M. HABEEBURAHIMAN,IND,M,Kerala,23870,1970,53951,2
Pattambi,39,GEN,,,E. M. S. NAMBUDRIPAD,CPM,M,Kerala,27851,1970,54561,1
Pattambi,39,GEN,,,E. R. GOPALON,CPI,M,Kerala,24419,1970,54561,2
Pattambi,39,GEN,,,K. GORINDANKUTTY,NCO,M,Kerala,2291,1970,54561,3
Ottapalam,40,GEN,,,P. P. KRISHNAN,CPM,M,Kerala,22056,1970,45408,1
Ottapalam,40,GEN,,,LEELA DAMODARA MENON,INC,M,Kerala,19817,1970,45408,2
Ottapalam,40,GEN,,,K. P. MENON,IND,M,Kerala,3535,1970,45408,3
Sreekrishnapuram,41,GEN,,,C. GOVINDA PANICKER,CPM,M,Kerala,21647,1970,40761,1
Sreekrishnapuram,41,GEN,,,K. SUKUMARAN UNNI,INC,M,Kerala,19114,1970,40761,2
Mannarghat,42,GEN,,,JOHN MANFORAN,CPM,M,Kerala,23633,1970,48105,1
Mannarghat,42,GEN,,,KRISHNAN,CPI,M,Kerala,19802,1970,48105,2
Mannarghat,42,GEN,,,NECHULLI BALAN,NCO,M,Kerala,3254,1970,48105,3
Mannarghat,42,GEN,,,P. A. SANKARAN,IND,M,Kerala,1416,1970,48105,4
Palghat,43,GEN,,,R. KRISHNAN,CPM,M,Kerala,23113,1970,57068,1
Palghat,43,GEN,,,A. CHANDRAN NAIR,IND,M,Kerala,17653,1970,57068,2
Palghat,43,GEN,,,O RA AGOPAL,BJS,M,Kerala,15646,1970,57068,3
Palghat,43,GEN,,,M. P. NARAYANA MENON,IND,M,Kerala,656,1970,57068,4
Malampuzha,44,GEN,,,V. KRISHNADAS,CPM,M,Kerala,38358,1970,56863,1
Malampuzha,44,GEN,,,C. M. UNDARAM,IND,M,Kerala,18505,1970,56863,2
Chittur,45,GEN,,,K. A. SIVAAMA BHARRATHY,SOP,M,Kerala,24579,1970,56470,1
Chittur,45,GEN,,,SUNNA SAHIB,NCO,M,Kerala,13152,1970,56470,2
Chittur,45,GEN,,,S. ARUMUGHOM,IND,M,Kerala,10666,1970,56470,3
Chittur,45,GEN,,,W. THIRUMALAISWAMY,IND,M,Kerala,8073,1970,56470,4
Kollengode,46,GEN,,,C. VASUDEVA MENON,CPM,M,Kerala,29826,1970,54014,1
Kollengode,46,GEN,,,K. A. CHANDRAN,NCO,M,Kerala,16357,1970,54014,2
Kollengode,46,GEN,,,K. P. GANGA DHARAN,IND,M,Kerala,4475,1970,54014,3
Kollengode,46,GEN,,,P. KOCHAPPAN,IND,M,Kerala,3356,1970,54014,4
Alathur,47,GEN,,,R. KRISHNAN,CPM,M,Kerala,34193,1970,55411,1
Alathur,47,GEN,,,P. M. ADULRAHIMAN,IND,M,Kerala,17735,1970,55411,2
Alathur,47,GEN,,,AVARAN,NCO,M,Kerala,3483,1970,55411,3
Kuzhalmannam,48,SC,,,P. KUNHAN,CPM,M,Kerala,31784,1970,52508,1
Kuzhalmannam,48,SC,,,K. CHANDRASEKHARASASTRY,RSP,M,Kerala,16230,1970,52508,2
Kuzhalmannam,48,SC,,,C. AYYAPPAN,NCO,M,Kerala,3237,1970,52508,3
Kuzhalmannam,48,SC,,,N. KANDAN,IND,M,Kerala,1257,1970,52508,4
Chelakara,49,SC,,,K. K. BALAKRISHAN,INC,M,Kerala,25270,1970,51500,1
Chelakara,49,SC,,,K. S. SANKARAN,CPM,M,Kerala,22964,1970,51500,2
Chelakara,49,SC,,,M. K. KUNJUMON,NCO,M,Kerala,3266,1970,51500,3
Wadakkancherry,50,GEN,,,A. S. N. NAMBISAN,CPM,M,Kerala,27066,1970,57525,1
Wadakkancherry,50,GEN,,,N. K. SESHAN,PSP,M,Kerala,25067,1970,57525,2
Wadakkancherry,50,GEN,,,THOMAS,NCO,M,Kerala,4595,1970,57525,3
Wadakkancherry,50,GEN,,,VELAYUDHAN,IND,M,Kerala,797,1970,57525,4
Kunnamkulam,51,GEN,,,T. K. KRISHNAN,CPM,M,Kerala,31767,1970,64007,1
Kunnamkulam,51,GEN,,,K. P. VISHWANATHAN,INC,M,Kerala,27439,1970,64007,2
Kunnamkulam,51,GEN,,,K. V. K. PANICKER,NCO,M,Kerala,4801,1970,64007,3
Manalur,52,GEN,,,N. I. DEVASSYKUTTY,INC,M,Kerala,37463,1970,63455,1
Manalur,52,GEN,,,A. V. ARYAN,CPM,M,Kerala,25992,1970,63455,2
Trichur,53,GEN,,,JOSEPH MUNDASSERY,IND,M,Kerala,25695,1970,60915,1
Trichur,53,GEN,,,P. A. ANTONY,INC,M,Kerala,23965,1970,60915,2
Trichur,53,GEN,,,C. C. GEORGE,NCO,M,Kerala,10331,1970,60915,3
Trichur,53,GEN,,,K. A. THOMAS,IND,M,Kerala,717,1970,60915,4
Trichur,53,GEN,,,M .K. RAGHAVAN,IND,M,Kerala,207,1970,60915,5
Ollur,54,GEN,,,R. R. FRANCIS,INC,M,Kerala,31845,1970,64185,1
Ollur,54,GEN,,,M. A. KARTHIKEYAN,CPM,M,Kerala,29406,1970,64185,2
Ollur,54,GEN,,,JOHN MENACHERY,IND,M,Kerala,1762,1970,64185,3
Ollur,54,GEN,,,A. T. MAMY,IND,M,Kerala,569,1970,64185,4
Ollur,54,GEN,,,V. G. RAMAKRISHNAN,IND,M,Kerala,316,1970,64185,5
Ollur,54,GEN,,,T. O. LONAPPAN,IND,M,Kerala,287,1970,64185,6
Irinjalakuda,55,GEN,,,C. S. GANGADHARAN,KSP,M,Kerala,25543,1970,56805,1
Irinjalakuda,55,GEN,,,C. K. RAJAN,CPI,M,Kerala,17729,1970,56805,2
Irinjalakuda,55,GEN,,,M. P. KOCHIDEVASSY,NCO,M,Kerala,12237,1970,56805,3
Irinjalakuda,55,GEN,,,P. V. VAREED,IND,M,Kerala,775,1970,56805,4
Irinjalakuda,55,GEN,,,K. V. BELAYUDHAN,IND,M,Kerala,521,1970,56805,5
Kodakara,56,GEN,,,C. ACHUTHA MENON,CPI,M,Kerala,23926,1970,53327,1
Kodakara,56,GEN,,,N. V. SREEDHARAN,SOP,M,Kerala,20775,1970,53327,2
Kodakara,56,GEN,,,T. P. SEETHARAMAN,NCO,M,Kerala,7360,1970,53327,3
Kodakara,56,GEN,,,T. R. KUTHY MENON,IND,M,Kerala,718,1970,53327,4
Kodakara,56,GEN,,,K. V. K. WARRIR,IND,M,Kerala,548,1970,53327,5
Chalakudy,57,GEN,,,P. P. GEORGE,INC,M,Kerala,32223,1970,58392,1
Chalakudy,57,GEN,,,T. L. JOSEPH,IND,M,Kerala,22794,1970,58392,2
Chalakudy,57,GEN,,,P. J. KUNJUVAREED,IND,M,Kerala,2523,1970,58392,3
Chalakudy,57,GEN,,,K. K. NAIR,IND,M,Kerala,500,1970,58392,4
Chalakudy,57,GEN,,,M. A. RAPPAI,IND,M,Kerala,352,1970,58392,5
Mala,58,GEN,,,K. KARUNAKARAN,INC,M,Kerala,30364,1970,51342,1
Mala,58,GEN,,,VARGHESE MECHERY,IND,M,Kerala,19311,1970,51342,2
Mala,58,GEN,,,A. D. JOSEPH,KEC,M,Kerala,1667,1970,51342,3
Guruyayur,59,GEN,,,V. VADAKKAN,IND,M,Kerala,26036,1970,55699,1
Guruyayur,59,GEN,,,B. V. SEETHI THANGAL,MUL,M,Kerala,20987,1970,55699,2
Guruyayur,59,GEN,,,T. RAMAKRISHNAN,NCO,M,Kerala,7788,1970,55699,3
Guruyayur,59,GEN,,,C. A. VASO,IND,M,Kerala,888,1970,55699,4
Nattika,60,GEN,,,V. K. GOPINATHAN,SOP,M,Kerala,28080,1970,62170,1
Nattika,60,GEN,,,K. S. NAIR,CPI,M,Kerala,26352,1970,62170,2
Nattika,60,GEN,,,M. A. CHAKRAPANI,BJS,M,Kerala,7272,1970,62170,3
Nattika,60,GEN,,,P. C. RAMAN,IND,M,Kerala,466,1970,62170,4
Cranganore,61,GEN,,,E. GOPALAKRISHNA MENON,CPI,M,Kerala,24819,1970,54943,1
Cranganore,61,GEN,,,P. V. ABDUL KHADER,IND,M,Kerala,24287,1970,54943,2
Cranganore,61,GEN,,,P. K. M. HABEEB,IND,M,Kerala,3245,1970,54943,3
Cranganore,61,GEN,,,A. NARAYANAN,IND,M,Kerala,1536,1970,54943,4
Cranganore,61,GEN,,,M. VELAYUDHAN,ISP,M,Kerala,751,1970,54943,5
Cranganore,61,GEN,,,P. K. VIDYASAGARAN,IND,M,Kerala,305,1970,54943,6
Ankamali,62,GEN,,,A. P. KURIAN,CPM,M,Kerala,26626,1970,59599,1
Ankamali,62,GEN,,,G. AREEKAL,INC,M,Kerala,25320,1970,59599,2
Ankamali,62,GEN,,,E .T. AUGUSTIN,KEC,M,Kerala,7653,1970,59599,3
Vadakkekara,63,GEN,,,BALAUANDAN,CPM,M,Kerala,32541,1970,63427,1
Vadakkekara,63,GEN,,,K. A. BALAN,CPI,M,Kerala,29750,1970,63427,2
Vadakkekara,63,GEN,,,K. HASSAN GANI,KEC,M,Kerala,666,1970,63427,3
Vadakkekara,63,GEN,,,K. K. RAMAN,IND,M,Kerala,470,1970,63427,4
Parur,64,GEN,,,K. T. GEORGE,INC,M,Kerala,28104,1970,58062,1
Parur,64,GEN,,,P. GANGADHARAN,CPM,M,Kerala,26155,1970,58062,2
Parur,64,GEN,,,K. V. NARAYANAN NAIR,IND,M,Kerala,3803,1970,58062,3
Narakal,65,GEN,,,M. K. RAGHAVAN,INC,M,Kerala,27973,1970,58751,1
Narakal,65,GEN,,,A. S. PURUSHOTHAMAN,CPM,M,Kerala,27237,1970,58751,2
Narakal,65,GEN,,,C. K. VASU,NCO,M,Kerala,3541,1970,58751,3
Mattancherry,66,GEN,,,K. J. HERSEHAL,IND,M,Kerala,38580,1970,56040,1
Mattancherry,66,GEN,,,M. P. MOHAMED JAFFARKHAN,MUL,M,Kerala,17460,1970,56040,2
Palluruthy,67,GEN,,,B. WELLINGDAN,IND,M,Kerala,33449,1970,61229,1
Palluruthy,67,GEN,,,M. A. SAROJINI,PSP,M,Kerala,24934,1970,61229,2
Palluruthy,67,GEN,,,X. J. KOLLACHERRY,NCO,M,Kerala,2607,1970,61229,3
Palluruthy,67,GEN,,,J. MATHEW,IND,M,Kerala,239,1970,61229,4
Thrippunithura,68,GEN,,,PAUL P MANI,INC,M,Kerala,30466,1970,62548,1
Thrippunithura,68,GEN,,,T. K. RAMAKRISHAN,CPM,M,Kerala,30106,1970,62548,2
Thrippunithura,68,GEN,,,P. K. NARAYANAN,IND,M,Kerala,1816,1970,62548,3
Thrippunithura,68,GEN,,,CHATHURUTHY,IND,M,Kerala,160,1970,62548,4
Ernakulam,69,GEN,,,A. L. JACOB,INC,M,Kerala,27159,1970,55043,1
Ernakulam,69,GEN,,,M. M. LAWRENCE,CPM,M,Kerala,22117,1970,55043,2
Ernakulam,69,GEN,,,K. J. A. OUSEPH,IND,M,Kerala,5175,1970,55043,3
Ernakulam,69,GEN,,,PAUL KATTIHARA,IND,M,Kerala,320,1970,55043,4
Ernakulam,69,GEN,,,C. N. KRISHNAN,IND,M,Kerala,272,1970,55043,5
Alwaye,70,GEN,,,A. A. KOCHUNNY,INC,M,Kerala,30179,1970,61210,1
Alwaye,70,GEN,,,M. K. A. HAMEED,IND,M,Kerala,28055,1970,61210,2
Alwaye,70,GEN,,,A. A. ABDUL RAHIMAN,IND,M,Kerala,2976,1970,61210,3
Perumbavoor,71,GEN,,,P. I. POULOSE,INC,M,Kerala,28682,1970,56771,1
Perumbavoor,71,GEN,,,P. K/ GOPALAN NAIR,CPM,M,Kerala,24241,1970,56771,2
Perumbavoor,71,GEN,,,NARAYANAPILLAI,IND,M,Kerala,2989,1970,56771,3
Perumbavoor,71,GEN,,,K. A> KRISHNANKUTTY,IND,M,Kerala,859,1970,56771,4
Kunnathunad,72,SC,,,T. A. PARAMAN,RSP,M,Kerala,29940,1970,60290,1
Kunnathunad,72,SC,,,M. K. KRISHNAN,CPM,M,Kerala,26063,1970,60290,2
Kunnathunad,72,SC,,,P. P. KARIDAS,BJS,M,Kerala,2821,1970,60290,3
Kunnathunad,72,SC,,,P. K. GOPALAN MASTER,IND,M,Kerala,1466,1970,60290,4
Kothamangalam,73,GEN,,,M. I. MANKOSE,IND,M,Kerala,22930,1970,59228,1
Kothamangalam,73,GEN,,,T. M. MEETHIAN,CPM,M,Kerala,21603,1970,59228,2
Kothamangalam,73,GEN,,,K. MATHEW,IND,M,Kerala,14695,1970,59228,3
Muvattupuzha,74,GEN,,,PENNAMMA JACOB,IND,M,Kerala,20651,1970,55290,1
Muvattupuzha,74,GEN,,,P. V. ABRAHAM,CPI,M,Kerala,18527,1970,55290,2
Muvattupuzha,74,GEN,,,K. C. PAILY,NCO,M,Kerala,14717,1970,55290,3
Muvattupuzha,74,GEN,,,C. P. MATHAI,IND,M,Kerala,715,1970,55290,4
Muvattupuzha,74,GEN,,,P. K. SREEDHARAN,IND,M,Kerala,680,1970,55290,5
Thodupuzha,75,GEN,,,P. J. JOSEPH,KEC,M,Kerala,19750,1970,50098,1
Thodupuzha,75,GEN,,,U. K. CHACKO,IND,M,Kerala,18115,1970,50098,2
Thodupuzha,75,GEN,,,K. M. BRAHAM,INC,M,Kerala,12233,1970,50098,3
Karimannyor,76,GEN,,,A. C. CHACKO,KEC,M,Kerala,17689,1970,47776,1
Karimannyor,76,GEN,,,G. P. KRISHNAPILLAI,RSP,M,Kerala,13077,1970,47776,2
Karimannyor,76,GEN,,,P. U. DEVASSIA,IND,M,Kerala,12221,1970,47776,3
Karimannyor,76,GEN,,,M. M. THOMAS,IND,M,Kerala,3646,1970,47776,4
Karimannyor,76,GEN,,,M. S. KORITHALAM,IND,M,Kerala,1143,1970,47776,5
Devicolam,77,SC,,,G. VARADAN,CPM,M,Kerala,14838,1970,41463,1
Devicolam,77,SC,,,N. GANAPATHY,INC,M,Kerala,11949,1970,41463,2
Devicolam,77,SC,,,M. PALANIVEL,NCO,M,Kerala,9490,1970,41463,3
Devicolam,77,SC,,,G. VAIKUNDAM,IND,M,Kerala,5186,1970,41463,4
Udumbanchola,78,GEN,,,SEBASTIAN THOMAS,KEC,M,Kerala,24917,1970,67921,1
Udumbanchola,78,GEN,,,V. M. VIKRAMAN,CPM,M,Kerala,19296,1970,67921,2
Udumbanchola,78,GEN,,,K. T. JACOB,CPI,M,Kerala,18718,1970,67921,3
Udumbanchola,78,GEN,,,NARIYAMPARA BHASI,IND,M,Kerala,2323,1970,67921,4
Udumbanchola,78,GEN,,,V. D. JOHN,IND,M,Kerala,1951,1970,67921,5
Udumbanchola,78,GEN,,,MOOKKAPPAN,IND,M,Kerala,567,1970,67921,6
Udumbanchola,78,GEN,,,G. VISWANATHAN NAIR,IND,M,Kerala,149,1970,67921,7
Peermade,79,SC,,,K. I. RAJAN,CPM,M,Kerala,13896,1970,46481,1
Peermade,79,SC,,,CHOLLAMUTHU THANGAMUTHU,CPI,M,Kerala,13013,1970,46481,2
Peermade,79,SC,,,S. RAMAIAH,NCO,M,Kerala,11129,1970,46481,3
Peermade,79,SC,,,SUNDRAM MURUGANDY,IND,M,Kerala,8443,1970,46481,4
Kanjirappally,80,GEN,,,KURIAN K. V.,KEC,M,Kerala,22307,1970,54585,1
Kanjirappally,80,GEN,,,RAMACHANDRAN M. G.,CPM,M,Kerala,20700,1970,54585,2
Kanjirappally,80,GEN,,,KHAN K. H.,MUL,M,Kerala,8985,1970,54585,3
Kanjirappally,80,GEN,,,MADHAVAN M. K.,IND,M,Kerala,2054,1970,54585,4
Kanjirappally,80,GEN,,,GOVINDAN KUTTY P.,IND,M,Kerala,539,1970,54585,5
Vazhoor,81,GEN,,,K. NARAYANA KURUP,KEC,M,Kerala,20353,1970,45740,1
Vazhoor,81,GEN,,,M. O. JOSEPH,IND,M,Kerala,12157,1970,45740,2
Vazhoor,81,GEN,,,PURUSHOTHAMAN PILLAI,CPM,M,Kerala,11053,1970,45740,3
Vazhoor,81,GEN,,,VATTAPPARA STEPHEN,IND,M,Kerala,1242,1970,45740,4
Vazhoor,81,GEN,,,SREEDHARAN NARAYANAN,IND,M,Kerala,471,1970,45740,5
Vazhoor,81,GEN,,,T. J. JOHN,IND,M,Kerala,371,1970,45740,6
Vazhoor,81,GEN,,,SREENIVASAN,IND,M,Kerala,93,1970,45740,7
Changanacherry,82,GEN,,,K. L CHACKO,KEC,M,Kerala,22709,1970,57002,1
Changanacherry,82,GEN,,,K. P. RAJAGOPALAN NAIR,IND,M,Kerala,18892,1970,57002,2
Changanacherry,82,GEN,,,K. G. N. NAMBNOOTHIRIPAD,CPI,M,Kerala,13241,1970,57002,3
Changanacherry,82,GEN,,,R. AYYAVU ACHARY,IND,M,Kerala,1208,1970,57002,4
Changanacherry,82,GEN,,,E. M. JOHN,IND,M,Kerala,479,1970,57002,5
Changanacherry,82,GEN,,,P. K. JOSEPH,IND,M,Kerala,473,1970,57002,6
Puthupally,83,GEN,,,OOMMEN CHANDY,IND,M,Kerala,29784,1970,54599,1
Puthupally,83,GEN,,,E. M. GEORGE,CPM,M,Kerala,22496,1970,54599,2
Puthupally,83,GEN,,,T. A. AYYAPPAN,IND,M,Kerala,1254,1970,54599,3
Puthupally,83,GEN,,,K. I. ABRAHAMISAC,IND,M,Kerala,412,1970,54599,4
Puthupally,83,GEN,,,GOPALAKRISHNAN NAIR,IND,M,Kerala,377,1970,54599,5
Puthupally,83,GEN,,,P. C. CHERIAN,NCO,M,Kerala,276,1970,54599,6
Kottayam,84,GEN,,,M. THOMAS,CPM,M,Kerala,26147,1970,52494,1
Kottayam,84,GEN,,,K. GEORGE THOMAS,NCO,M,Kerala,14190,1970,52494,2
Kottayam,84,GEN,,,T. K. GOPALAKRISHNA PANICKER,INC,M,Kerala,11422,1970,52494,3
Kottayam,84,GEN,,,T. K. KOCHOLA KUMAR,IND,M,Kerala,512,1970,52494,4
Kottayam,84,GEN,,,SUBHADRAMMA SUKUMARAN,IND,M,Kerala,223,1970,52494,5
Ettumandor,85,GEN,,,P. B. R. PILLAI,SOP,M,Kerala,23171,1970,56504,1
Ettumandor,85,GEN,,,M. M. JOSEPH,KEC,M,Kerala,18130,1970,56504,2
Ettumandor,85,GEN,,,GEORGE JOSEPH PODIPARA,INC,M,Kerala,14424,1970,56504,3
Ettumandor,85,GEN,,,PAUL AUGUSTY,IND,M,Kerala,779,1970,56504,4
Akalakunnam,86,GEN,,,J. A. CHACKO,KEC,M,Kerala,24500,1970,44058,1
Akalakunnam,86,GEN,,,A. M. SOMANADHAN,IND,M,Kerala,14040,1970,44058,2
Akalakunnam,86,GEN,,,T. K. KURUVILA,RSP,M,Kerala,5518,1970,44058,3
Poonjar,87,GEN,,,K. M. GEORGE,KEC,M,Kerala,26181,1970,47879,1
Poonjar,87,GEN,,,V. T. THOMAS,IND,M,Kerala,14042,1970,47879,2
Poonjar,87,GEN,,,MUSTAFFA KAMAL,CPM,M,Kerala,6771,1970,47879,3
Poonjar,87,GEN,,,A. K. KUMARAN ACHARI,IND,M,Kerala,885,1970,47879,4
Palai,88,GEN,,,K. M. MANI,KEC,M,Kerala,23350,1970,56469,1
Palai,88,GEN,,,M. M. JACOB,INC,M,Kerala,22986,1970,56469,2
Palai,88,GEN,,,T. P. ULAHANNAN,IND,M,Kerala,9092,1970,56469,3
Palai,88,GEN,,,KUTTAPPAN,IND,M,Kerala,1041,1970,56469,4
Kaduthuruthy,89,GEN,,,O. LUKOSE,KEC,M,Kerala,22927,1970,55307,1
Kaduthuruthy,89,GEN,,,K. K. JOSEPH,CPM,M,Kerala,20555,1970,55307,2
Kaduthuruthy,89,GEN,,,M. C. ABRAHAM,INC,M,Kerala,11825,1970,55307,3
Vaikom,90,GEN,,,P. S. SRINIVASAN,CPI,M,Kerala,25491,1970,61488,1
Vaikom,90,GEN,,,K. VISWANATHAN,IND,M,Kerala,25028,1970,61488,2
Vaikom,90,GEN,,,M. A. ITHRAN,INC,M,Kerala,10969,1970,61488,3
Aroor,91,GEN,,,K. R. GOURI,CPM,M,Kerala,34095,1970,65204,1
Aroor,91,GEN,,,C. G. SADASIVAN,CPI,M,Kerala,28868,1970,65204,2
Aroor,91,GEN,,,NATARAJAN VAIDYAN,BJS,M,Kerala,897,1970,65204,3
Aroor,91,GEN,,,C. K. KRISHNAPAN,IND,M,Kerala,526,1970,65204,4
Aroor,91,GEN,,,KUTHIATODU BHASI,IND,M,Kerala,470,1970,65204,5
Aroor,91,GEN,,,K. N. BHASKARAN PILLAI,IND,M,Kerala,348,1970,65204,6
Sherthala,92,GEN,,,A. K. ANTONY,INC,M,Kerala,28419,1970,58274,1
Sherthala,92,GEN,,,N. P. THANDAR,CPM,M,Kerala,28059,1970,58274,2
Sherthala,92,GEN,,,MALAYIL JOHN,KEC,M,Kerala,1796,1970,58274,3
Mararikulam,93,GEN,,,S. DAMODARAN,CPM,M,Kerala,37753,1970,68099,1
