AC_NAME,AC_NO,AC_TYPE,AGE,CATEGORY,NAME,PARTY,SEX,ST_NAME,VOTES,YEAR,polled_votes,rank
Thrithala,43,SC,,,E. SANKARAN,CPM,M,Kerala,46187,1991,94351,1
Thrithala,43,SC,,,K.P. RAMAN MASTER,MUL,M,Kerala,40602,1991,94351,2
Thrithala,43,SC,,,C.T. VASU,BJP,M,Kerala,6661,1991,94351,3
Thrithala,43,SC,,,K.P. NARAYANAN,BSP,M,Kerala,901,1991,94351,4
Pattambi,44,GEN,,,K.E. ESMAIL,CPI,M,Kerala,43351,1991,89315,1
Pattambi,44,GEN,,,LEELA DAMODARA MEMON,INC,F,Kerala,39681,1991,89315,2
Pattambi,44,GEN,,,C.P. RAMACHANDRAN MASTER,BJP,M,Kerala,5505,1991,89315,3
Pattambi,44,GEN,,,M. VISWANATHAN,BSP,M,Kerala,230,1991,89315,4
Pattambi,44,GEN,,,N.S. SANKARAN,IND,M,Kerala,219,1991,89315,5
Pattambi,44,GEN,,,KOMATH SAKKEER HUSSAIN,IND,M,Kerala,168,1991,89315,6
Pattambi,44,GEN,,,MOHAMMED KUTTY PARAMBIL,IND,M,Kerala,161,1991,89315,7
Ottapalam,45,GEN,,,V.C. KABEER MASTER,ICS(SCS),M,Kerala,42771,1991,87173,1
Ottapalam,45,GEN,,,K. SANKARANARAYANAN,INC,M,Kerala,38501,1991,87173,2
Ottapalam,45,GEN,,,C. JINACHANDRAN,BJP,M,Kerala,5027,1991,87173,3
Ottapalam,45,GEN,,,THIRHALA RAJAN,BSP,M,Kerala,546,1991,87173,4
Ottapalam,45,GEN,,,M. SANKARJI,IND,M,Kerala,328,1991,87173,5
Sreekrishnapuram,46,GEN,,,P. BALAN,INC,M,Kerala,51864,1991,106515,1
Sreekrishnapuram,46,GEN,,,E.M. SREEDHARAN,CPM,M,Kerala,50166,1991,106515,2
Sreekrishnapuram,46,GEN,,,O.P.V. NAMBOODIRIPAD,BJP,M,Kerala,4485,1991,106515,3
Mannarkkad,47,GEN,,,KALLADI MOHAMMED,MUL,M,Kerala,53884,1991,107281,1
Mannarkkad,47,GEN,,,P. KUMARAN,CPI,M,Kerala,49414,1991,107281,2
Mannarkkad,47,GEN,,,A. SUKUMARAN MASTER,BJP,M,Kerala,3643,1991,107281,3
Mannarkkad,47,GEN,,,U.K. ABDULLA KUTTY,IND,M,Kerala,178,1991,107281,4
Mannarkkad,47,GEN,,,P.P. HAMSA,IND,M,Kerala,162,1991,107281,5
Malampuzha,48,GEN,,,T. SIVADASA MENON,CPM,M,Kerala,50361,1991,91015,1
Malampuzha,48,GEN,,,V. KRISHNADAS,CPM(K),M,Kerala,32370,1991,91015,2
Malampuzha,48,GEN,,,T. CHANDRASEKHARAN,BJP,M,Kerala,7675,1991,91015,3
Malampuzha,48,GEN,,,KUMARAN Y.M.,IND,M,Kerala,370,1991,91015,4
Malampuzha,48,GEN,,,SATHESSAN,IND,M,Kerala,239,1991,91015,5
Palghat,49,GEN,,,C.M. SUNDARAM,INC,M,Kerala,41432,1991,91895,1
Palghat,49,GEN,,,M.S. GOPALAKIRSHNAN,CPM,M,Kerala,37925,1991,91895,2
Palghat,49,GEN,,,T.M.P. IYER,BJP,M,Kerala,10648,1991,91895,3
Palghat,49,GEN,,,A.K. PONNAN,IND,M,Kerala,846,1991,91895,4
Palghat,49,GEN,,,S.V. IYER,IND,M,Kerala,414,1991,91895,5
Palghat,49,GEN,,,M. SIVANARAYANAN,IND,M,Kerala,278,1991,91895,6
Palghat,49,GEN,,,K. APPUKUTTAN,IND,M,Kerala,193,1991,91895,7
Palghat,49,GEN,,,P.P. MENON,IND,M,Kerala,159,1991,91895,8
Chittur,50,GEN,,,K. KRISHNANKUTTY,JD,M,Kerala,47281,1991,94396,1
Chittur,50,GEN,,,K.A. CHANDRAN,INC,M,Kerala,44170,1991,94396,2
Chittur,50,GEN,,,A.C. SURENDRANATHAN,BJP,M,Kerala,2226,1991,94396,3
Chittur,50,GEN,,,KRISHNAKUTTY,IND,M,Kerala,426,1991,94396,4
Chittur,50,GEN,,,K. DHANDAPANI,IND,M,Kerala,293,1991,94396,5
Kollengode,51,GEN,,,T. CHATHU,CPM,M,Kerala,47058,1991,97160,1
Kollengode,51,GEN,,,"A, RAMASWAMY",INC,M,Kerala,45853,1991,97160,2
Kollengode,51,GEN,,,"A, RAMAKRISHNAN MASTER",BJP,M,Kerala,4048,1991,97160,3
Kollengode,51,GEN,,,C.P. CHANDRASEKHARAN,IND,M,Kerala,201,1991,97160,4
Coyalmannam,52,SC,,,M. NARYANNAN,CPM,M,Kerala,50315,1991,96131,1
Coyalmannam,52,SC,,,M. AYYAPPAN MASTER,INC,M,Kerala,42597,1991,96131,2
Coyalmannam,52,SC,,,M. LAKSHMANAN,BJP,M,Kerala,3219,1991,96131,3
Alathur,53,GEN,,,A.V. GOPINATHAN,INC,M,Kerala,49512,1991,101324,1
Alathur,53,GEN,,,V. SUKUMARAN MASTER,CPM,M,Kerala,49174,1991,101324,2
Alathur,53,GEN,,,N. BHAGYALAKSHMI,BJP,F,Kerala,2009,1991,101324,3
Alathur,53,GEN,,,C. BHASKARAN,IND,M,Kerala,328,1991,101324,4
Alathur,53,GEN,,,P.C. SIVASANKANAR NAIR,IND,M,Kerala,233,1991,101324,5
Alathur,53,GEN,,,P.H. HASSAN,IND,M,Kerala,68,1991,101324,6
Chelakara,54,SC,,,M.P. THAMI,INC,M,Kerala,47790,1991,95163,1
Chelakara,54,SC,,,C. KUTTAPPAN,CPM,M,Kerala,43429,1991,95163,2
Chelakara,54,SC,,,C. VELAYUDHAN,BJP,M,Kerala,3944,1991,95163,3
Wadakkancherry,55,GEN,,,K.S. NARAYANAN NAMBOODIRI,INC,M,Kerala,51414,1991,101570,1
Wadakkancherry,55,GEN,,,K. MOHANDAS,KEC,M,Kerala,43773,1991,101570,2
Wadakkancherry,55,GEN,,,GNANAMBIKA,BJP,F,Kerala,5035,1991,101570,3
Wadakkancherry,55,GEN,,,SUNNY P.M.,IND,M,Kerala,827,1991,101570,4
Wadakkancherry,55,GEN,,,RAJAN K. KURRIAN,IND,M,Kerala,521,1991,101570,5
Kunnamkulam,56,GEN,,,T.V. CHANDRAMOHAN,INC,M,Kerala,53099,1991,109122,1
Kunnamkulam,56,GEN,,,K.P. ARAVINDHAKSHAN,CPM,M,Kerala,50344,1991,109122,2
Kunnamkulam,56,GEN,,,SUDHODHANAN NELLIKKAL,BJP,M,Kerala,5005,1991,109122,3
Kunnamkulam,56,GEN,,,V.V. THAMPI,IND,M,Kerala,389,1991,109122,4
Kunnamkulam,56,GEN,,,K.R. SIVADASAN,BSP,M,Kerala,285,1991,109122,5
Cherpu,57,GEN,,,V.V. RAGHAVAN,CPI,M,Kerala,50767,1991,101488,1
Cherpu,57,GEN,,,M.K. ABDUL SALAM,INC,M,Kerala,46309,1991,101488,2
Cherpu,57,GEN,,,K.K. UNNIKRISHNAN,BJP,M,Kerala,4012,1991,101488,3
Cherpu,57,GEN,,,BHARATHAN THAMPURAN,IND,M,Kerala,238,1991,101488,4
Cherpu,57,GEN,,,M.S. CHANDRAPRAKASH,IND,M,Kerala,162,1991,101488,5
Trichur,58,GEN,,,THERAMBIL RAMAKRISHNAN,INC,M,Kerala,53190,1991,103422,1
Trichur,58,GEN,,,E.K. MENON,CPM,M,Kerala,45899,1991,103422,2
Trichur,58,GEN,,,V.K. RAMDAS MEMON,BJP,M,Kerala,4068,1991,103422,3
Trichur,58,GEN,,,UNNIKRISHNAN K.K.,IND,M,Kerala,151,1991,103422,4
Trichur,58,GEN,,,K. VIJAYAN VIYYUR,IND,M,Kerala,114,1991,103422,5
Ollur,59,GEN,,,P.P. GEORGE,INC,M,Kerala,57910,1991,115187,1
Ollur,59,GEN,,,A.M. PARAMAN,CPI,M,Kerala,52669,1991,115187,2
Ollur,59,GEN,,,M.K. DHARMARAJAN,BJP,M,Kerala,4138,1991,115187,3
Ollur,59,GEN,,,M.S. MENON,IND,M,Kerala,266,1991,115187,4
Ollur,59,GEN,,,V.K. YESODHARAN,IND,M,Kerala,204,1991,115187,5
Kodakara,60,GEN,,,K.P. VISWANATHAN,INC,M,Kerala,49971,1991,105689,1
Kodakara,60,GEN,,,P.R. RAJAN,CPM,M,Kerala,48360,1991,105689,2
Kodakara,60,GEN,,,N.K. SURENDRAN,BJP,M,Kerala,6668,1991,105689,3
Kodakara,60,GEN,,,JOSEPH KODAKARA,IND,M,Kerala,475,1991,105689,4
Kodakara,60,GEN,,,M.A. KUMARAN,IND,M,Kerala,215,1991,105689,5
Chalakudi,61,GEN,,,ROSAMMA CHACKO,INC,F,Kerala,49482,1991,96762,1
Chalakudi,61,GEN,,,JOSE PAINADATH,JD,M,Kerala,42742,1991,96762,2
Chalakudi,61,GEN,,,M.N. RAJU,BJP,M,Kerala,3569,1991,96762,3
Chalakudi,61,GEN,,,A.R. SEKARAN,IND,M,Kerala,707,1991,96762,4
Chalakudi,61,GEN,,,LAZER PADINJEKARA,IND,M,Kerala,262,1991,96762,5
Mala,62,GEN,,,K. KARUNAKARAN,INC,M,Kerala,50966,1991,103205,1
Mala,62,GEN,,,V.K. RAJAN,CPI,M,Kerala,48492,1991,103205,2
Mala,62,GEN,,,V.K. NARAYANAN,BJP,M,Kerala,3050,1991,103205,3
Mala,62,GEN,,,A.K. MOHAMMED,IND,M,Kerala,392,1991,103205,4
Mala,62,GEN,,,JOSE THOTTATHIL,IND,M,Kerala,157,1991,103205,5
Mala,62,GEN,,,K.M. RAMAKRISHNAN,IND,M,Kerala,148,1991,103205,6
Irinjalakuda,63,GEN,,,LONAPPAN NAMBADAN,IND,M,Kerala,53351,1991,102596,1
Irinjalakuda,63,GEN,,,A.L. SEBASTIAN,KCM,M,Kerala,43927,1991,102596,2
Irinjalakuda,63,GEN,,,K.C. VENUMASTER,BJP,M,Kerala,4971,1991,102596,3
Irinjalakuda,63,GEN,,,P.R. JAYANTHI,IND,F,Kerala,347,1991,102596,4
Manalur,64,GEN,,,V.M. SUDHEERAN,INC,M,Kerala,45930,1991,92522,1
Manalur,64,GEN,,,K.F. DAVIS,CPM,M,Kerala,40414,1991,92522,2
Manalur,64,GEN,,,P.P. BALAKRISHNAN,BJP,M,Kerala,5655,1991,92522,3
Manalur,64,GEN,,,PANAKKAL NARYANANA UPPARAN,IND,M,Kerala,296,1991,92522,4
Manalur,64,GEN,,,JOSE MANNUMMEL,IND,M,Kerala,227,1991,92522,5
Guruvayoor,65,GEN,,,P.M. ABUBACKER,MUL,M,Kerala,40496,1991,85368,1
Guruvayoor,65,GEN,,,K.K. KAMMU,IND,M,Kerala,34820,1991,85368,2
Guruvayoor,65,GEN,,,P.S. RAJAN MASTER,BJP,M,Kerala,8779,1991,85368,3
Guruvayoor,65,GEN,,,ABDUL MAJEED,IND,M,Kerala,526,1991,85368,4
Guruvayoor,65,GEN,,,P.A. VINOJ,IND,M,Kerala,294,1991,85368,5
Guruvayoor,65,GEN,,,HARIDAS PANANTHARA,BSP,M,Kerala,260,1991,85368,6
Guruvayoor,65,GEN,,,K. PRAKASH,IND,M,Kerala,193,1991,85368,7
Nattika,66,GEN,,,KRISHNAN KANIYAMPARABIL,CPI,M,Kerala,44762,1991,93614,1
Nattika,66,GEN,,,RAGHVAN POZHAKADAVIL,INC,M,Kerala,43596,1991,93614,2
Nattika,66,GEN,,,K.P. HARIHARAN,BJP,M,Kerala,5256,1991,93614,3
Kodungallur,67,GEN,,,MEENAKSHY THAMPAN,CPI,F,Kerala,53542,1991,104250,1
Kodungallur,67,GEN,,,T.A. AHAMMED KABEER,MUL,M,Kerala,42353,1991,104250,2
Kodungallur,67,GEN,,,K.V. APPUKUTTAN,BJP,M,Kerala,7909,1991,104250,3
Kodungallur,67,GEN,,,N.K. PADMAKUMAR,IND,M,Kerala,446,1991,104250,4
Ankamali,68,GEN,,,P.J. JOY,INC,M,Kerala,60441,1991,121055,1
Ankamali,68,GEN,,,M.V. MANI,KEC,M,Kerala,52843,1991,121055,2
Ankamali,68,GEN,,,C. RAGHUNANDANAN,BJP,M,Kerala,4526,1991,121055,3
Ankamali,68,GEN,,,P.K. SASI,BSP,M,Kerala,1471,1991,121055,4
Ankamali,68,GEN,,,BABU V. MUNDADAN,IND,M,Kerala,997,1991,121055,5
Ankamali,68,GEN,,,P.K. KUNJIKUTTAN,DPI,M,Kerala,263,1991,121055,6
Ankamali,68,GEN,,,THOPPIL RAJAPPAN,IND,M,Kerala,260,1991,121055,7
Ankamali,68,GEN,,,V.J. MATHEW,IND,M,Kerala,254,1991,121055,8
Vadakkekara,69,GEN,,,S. SARMA,CPM,M,Kerala,52897,1991,109053,1
Vadakkekara,69,GEN,,,M.I. SHANAVAS,INC,M,Kerala,52100,1991,109053,2
Vadakkekara,69,GEN,,,G. KALADHARAN,BJP,M,Kerala,3655,1991,109053,3
Vadakkekara,69,GEN,,,P.T. DEVASSYKKUTTY,JP,M,Kerala,401,1991,109053,4
Parur,70,GEN,,,P.RAJU,CPI,M,Kerala,43551,1991,90245,1
Parur,70,GEN,,,KARTHAV,IND,M,Kerala,40719,1991,90245,2
Parur,70,GEN,,,MOHANKUMAR,BJP,M,Kerala,4209,1991,90245,3
Parur,70,GEN,,,N.K. SUBHRAMANIAN,IND,M,Kerala,566,1991,90245,4
Parur,70,GEN,,,P.A. NAIMATHULLA,IND,M,Kerala,373,1991,90245,5
Parur,70,GEN,,,CHANDRAMOHANAN NAIR,IND,M,Kerala,237,1991,90245,6
Parur,70,GEN,,,VALATH SALIM,IND,M,Kerala,219,1991,90245,7
Parur,70,GEN,,,V. RAVINDRANATHA MENON,IND,M,Kerala,193,1991,90245,8
Parur,70,GEN,,,T.M. POULOSE,IND,M,Kerala,178,1991,90245,9
Narakal,71,SC,,,K. KUNJAMBU,INC,M,Kerala,49102,1991,97963,1
Narakal,71,SC,,,V.K. BABU,ICS(SCS),M,Kerala,45555,1991,97963,2
Narakal,71,SC,,,N.M. VIJAYAN,BJP,M,Kerala,2829,1991,97963,3
Narakal,71,SC,,,CHAKKARAKULAM KUMAR,BSP,M,Kerala,477,1991,97963,4
Ernakulam,72,GEN,,,GEORGE EDEN,INC,M,Kerala,54263,1991,103999,1
Ernakulam,72,GEN,,,EVEREST CHAMMANY,IND,M,Kerala,43441,1991,103999,2
Ernakulam,72,GEN,,,SANTHARAM V.,BJP,M,Kerala,5268,1991,103999,3
Ernakulam,72,GEN,,,RAJIV KESAVAN,JP,M,Kerala,740,1991,103999,4
Ernakulam,72,GEN,,,KALOOR JOSEPH,IND,M,Kerala,287,1991,103999,5
Mattancherry,73,GEN,,,M.J. ZAKARIA,MUL,M,Kerala,33736,1991,64801,1
Mattancherry,73,GEN,,,JERSON KALAPPURAKKAL,IND,M,Kerala,24796,1991,64801,2
Mattancherry,73,GEN,,,K.V. SADANANDA PRASHU,BJP,M,Kerala,5214,1991,64801,3
Mattancherry,73,GEN,,,P.M. HARRIS,JP,M,Kerala,1055,1991,64801,4
Palluruthy,74,GEN,,,DOMINIC PRESENTATION,INC,M,Kerala,60001,1991,115429,1
Palluruthy,74,GEN,,,T.P. PEETHABARAN MASTER,ICS(SCS),M,Kerala,52527,1991,115429,2
Palluruthy,74,GEN,,,P.P. CHANDRA MOHAN,BJP,M,Kerala,2901,1991,115429,3
Thrippunithura,75,GEN,,,K. BABU,INC,M,Kerala,63887,1991,127751,1
Thrippunithura,75,GEN,,,M.M. LAWRANCE,CPM,M,Kerala,58941,1991,127751,2
Thrippunithura,75,GEN,,,RADHA PURUSHOTHAMAN,BJP,F,Kerala,3951,1991,127751,3
Thrippunithura,75,GEN,,,K.O. LORANCE,IND,M,Kerala,455,1991,127751,4
Thrippunithura,75,GEN,,,K. RAGHAVAN,BSP,M,Kerala,259,1991,127751,5
Thrippunithura,75,GEN,,,TOMY VARGHESE,IND,M,Kerala,134,1991,127751,6
Thrippunithura,75,GEN,,,T.T. VELAYUDHAN,IND,M,Kerala,124,1991,127751,7
Alwaye,76,GEN,,,K. MOHAMED ALI,INC,M,Kerala,64837,1991,130232,1
Alwaye,76,GEN,,,T.O. KHATHIR PILLAI,CPM,M,Kerala,56266,1991,130232,2
Alwaye,76,GEN,,,G. NARAYAN PILLAI,BJP,M,Kerala,8293,1991,130232,3
Alwaye,76,GEN,,,V.A> HAMSA KADUNGALOOR,IND,M,Kerala,356,1991,130232,4
Alwaye,76,GEN,,,K.A. MOHAMED KUNJU AUKKAR PILLAI,IND,M,Kerala,288,1991,130232,5
Alwaye,76,GEN,,,P.R. SHAMJI,IND,M,Kerala,192,1991,130232,6
Perumbavoor,77,GEN,,,P.P. THANKACHAN,INC,M,Kerala,52494,1991,108052,1
Perumbavoor,77,GEN,,,ALUMKAL DEVASSY,JD,M,Kerala,49183,1991,108052,2
Perumbavoor,77,GEN,,,P.M. VELAYUDHAN,BJP,M,Kerala,5507,1991,108052,3
Perumbavoor,77,GEN,,,ETTUMANOOR GOPALAN,BSP,M,Kerala,557,1991,108052,4
Perumbavoor,77,GEN,,,AIMURI RADHAKRISHNAN,IND,M,Kerala,311,1991,108052,5
Kunnathunad,78,GEN,,,T.H. MUSTHAFA,INC,M,Kerala,56094,1991,112551,1
Kunnathunad,78,GEN,,,RUKHIYA BEEVI ALI,IND,F,Kerala,48626,1991,112551,2
Kunnathunad,78,GEN,,,P.S. GOPINATH,BJP,M,Kerala,4936,1991,112551,3
Kunnathunad,78,GEN,,,A.C. THANKAPPAN,IND,M,Kerala,789,1991,112551,4
Kunnathunad,78,GEN,,,YACOBE PAILY,IND,M,Kerala,698,1991,112551,5
Kunnathunad,78,GEN,,,K.T. AYYAPPANKUTY,BSP,M,Kerala,382,1991,112551,6
Kunnathunad,78,GEN,,,K.P. ANILKUMAR,IND,M,Kerala,274,1991,112551,7
Kunnathunad,78,GEN,,,AYYAPPAN THEVAN,IND,M,Kerala,272,1991,112551,8
Kunnathunad,78,GEN,,,LILLY DOMINIC,IND,F,Kerala,184,1991,112551,9
Kunnathunad,78,GEN,,,V.I. MOHAMMADALI VARAPPOTH,IND,M,Kerala,161,1991,112551,10
Kunnathunad,78,GEN,,,MATHEW JOHN KACHAPPILLY,IND,M,Kerala,135,1991,112551,11
Piravom,79,GEN,,,T.M. JACOB,KCM,M,Kerala,53751,1991,107773,1
Piravom,79,GEN,,,GOPI KOTTAMURICKAL,CPM,M,Kerala,50804,1991,107773,2
Piravom,79,GEN,,,M.N. MADHU,BJP,M,Kerala,1781,1991,107773,3
Piravom,79,GEN,,,CHAKKAPPAN ULAHANNAN,IND,M,Kerala,787,1991,107773,4
Piravom,79,GEN,,,SKARIA MATHAI,IND,M,Kerala,395,1991,107773,5
Piravom,79,GEN,,,MAMMAN VARGHESE,IND,M,Kerala,188,1991,107773,6
Piravom,79,GEN,,,U.K. LAKSHMANAN,IND,M,Kerala,67,1991,107773,7
Muvattupuzha,80,GEN,,,JOHNY NELLOOR,KCM,M,Kerala,51783,1991,104423,1
Muvattupuzha,80,GEN,,,A.V. ISSAC,IND,M,Kerala,48004,1991,104423,2
Muvattupuzha,80,GEN,,,T.S. RAVINDRANATH,BJP,M,Kerala,3278,1991,104423,3
Muvattupuzha,80,GEN,,,CHHITTOOR SOMAN,IND,M,Kerala,377,1991,104423,4
Muvattupuzha,80,GEN,,,C.V. ISSAC,IND,M,Kerala,364,1991,104423,5
Muvattupuzha,80,GEN,,,P.S. AYYAPPAN NAIR ISSAC,UCPI,M,Kerala,262,1991,104423,6
Muvattupuzha,80,GEN,,,ISSAC,IND,M,Kerala,242,1991,104423,7
Muvattupuzha,80,GEN,,,GEORGE VARKEY,IND,M,Kerala,59,1991,104423,8
Muvattupuzha,80,GEN,,,RAMANKUTTY THANIKKUNNEL,IND,M,Kerala,54,1991,104423,9
Kothamangalam,81,GEN,,,V.J. FAULOSE,INC,M,Kerala,51862,1991,105480,1
Kothamangalam,81,GEN,,,T.M. PAILY,IND,M,Kerala,44490,1991,105480,2
Kothamangalam,81,GEN,,,THOMAS THAKKEKKARA,BJP,M,Kerala,4274,1991,105480,3
Kothamangalam,81,GEN,,,ABDUL KHADER MAKKAR,IND,M,Kerala,3279,1991,105480,4
Kothamangalam,81,GEN,,,BABY DEVASSLA,IND,M,Kerala,921,1991,105480,5
Kothamangalam,81,GEN,,,VAZAHKULAM BHASY,BSP,M,Kerala,277,1991,105480,6
Kothamangalam,81,GEN,,,K.M. MUHAMMED,UCPI,M,Kerala,233,1991,105480,7
Kothamangalam,81,GEN,,,KARUNAKARAN VELAYUDHAN,IND,M,Kerala,144,1991,105480,8
Thodupuzha,82,GEN,,,P.T. THOMAS,INC,M,Kerala,55666,1991,115816,1
Thodupuzha,82,GEN,,,P.C. JOSEPH,KEC,M,Kerala,54574,1991,115816,2
Thodupuzha,82,GEN,,,P.S. SIDHARDHAN,BJP,M,Kerala,4856,1991,115816,3
Thodupuzha,82,GEN,,,ABRAHAM KURIAKOSE,IND,M,Kerala,523,1991,115816,4
Thodupuzha,82,GEN,,,JOB THOMAS,IND,M,Kerala,103,1991,115816,5
Thodupuzha,82,GEN,,,JOHN PERUMBANANI,IND,M,Kerala,94,1991,115816,6
Devicolam,83,SC,,,K. MONI ALIAS A.K. MONI,INC,M,Kerala,51801,1991,98262,1
Devicolam,83,SC,,,S. SUNDRAMANICKAM,CPM,M,Kerala,44859,1991,98262,2
Devicolam,83,SC,,,L. MUNIYANDI,BSP,M,Kerala,1167,1991,98262,3
Devicolam,83,SC,,,T.K. VELUSWAMY,IND,M,Kerala,258,1991,98262,4
Devicolam,83,SC,,,P.K. GOPI,IND,M,Kerala,177,1991,98262,5
Idukki,84,GEN,,,MATHEW STEPHEN,KCM,M,Kerala,52559,1991,105713,1
Idukki,84,GEN,,,JOHNY POOMATTOM,KEC,M,Kerala,48881,1991,105713,2
Idukki,84,GEN,,,JAMES VACHA,BJP,M,Kerala,3040,1991,105713,3
Idukki,84,GEN,,,PERUMPARA VARKEY,BSP,M,Kerala,832,1991,105713,4
Idukki,84,GEN,,,JAMES,IND,M,Kerala,249,1991,105713,5
Idukki,84,GEN,,,MATHEW MATHEW,IND,M,Kerala,152,1991,105713,6
Udumbanchola,85,GEN,,,E.M. AUGUSTHY,INC,M,Kerala,59843,1991,121731,1
Udumbanchola,85,GEN,,,M. JINADEVAN,CPM,M,Kerala,56469,1991,121731,2
Udumbanchola,85,GEN,,,V.R. PADMAKUMARY,BJP,F,Kerala,3672,1991,121731,3
Udumbanchola,85,GEN,,,RAJARATHINAM VASU,BSP,M,Kerala,854,1991,121731,4
Udumbanchola,85,GEN,,,CHACKO DEVASSIA,JP,M,Kerala,338,1991,121731,5
Udumbanchola,85,GEN,,,VARGHESE ISSAC,IND,M,Kerala,212,1991,121731,6
Udumbanchola,85,GEN,,,E.C. AUGUSTHY,IND,M,Kerala,181,1991,121731,7
Udumbanchola,85,GEN,,,KANCHIYAR PEETHAMBARAN,IND,M,Kerala,120,1991,121731,8
Udumbanchola,85,GEN,,,M.C. VARGHESE,IND,M,Kerala,42,1991,121731,9
Peermade,86,GEN,,,K.K. THOMAS,INC,M,Kerala,46868,1991,91913,1
Peermade,86,GEN,,,C.A. KURIAN,CPI,M,Kerala,41827,1991,91913,2
Peermade,86,GEN,,,P.V. LALU,BJP,M,Kerala,2131,1991,91913,3
Peermade,86,GEN,,,K.K. KOCHIKKA,BSP,M,Kerala,931,1991,91913,4
Peermade,86,GEN,,,M.T. THOMAS,IND,M,Kerala,93,1991,91913,5
Peermade,86,GEN,,,ANTONY,IND,M,Kerala,63,1991,91913,6
Kanjirappally,87,GEN,,,GEOGE J. MATHEW,INC,M,Kerala,45973,1991,100673,1
Kanjirappally,87,GEN,,,K.J. THOMAS,CPM,M,Kerala,44815,1991,100673,2
Kanjirappally,87,GEN,,,T. JAYACHANDRALAL,BJP,M,Kerala,2975,1991,100673,3
Kanjirappally,87,GEN,,,SIDDIQUE KASSIM,IND,M,Kerala,2187,1991,100673,4
Kanjirappally,87,GEN,,,P.N. RAVEENDRAKUMAR,BSP,M,Kerala,2001,1991,100673,5
Kanjirappally,87,GEN,,,SIMON JOSEPH,IND,M,Kerala,979,1991,100673,6
Kanjirappally,87,GEN,,,GEORGE MATHEW,IND,M,Kerala,467,1991,100673,7
Kanjirappally,87,GEN,,,K. THOMAS,IND,M,Kerala,383,1991,100673,8
Kanjirappally,87,GEN,,,KASHEER HASSAN,IND,M,Kerala,241,1991,100673,9
Kanjirappally,87,GEN,,,S.D. THURAVATHUKAL,IND,M,Kerala,180,1991,100673,10
Kanjirappally,87,GEN,,,P.D. DOMINIC,IND,M,Kerala,173,1991,100673,11
Kanjirappally,87,GEN,,,SAJEEV GOPALAN,IND,M,Kerala,109,1991,100673,12
Kanjirappally,87,GEN,,,SREEDHAR KOCHURAMAN,IND,M,Kerala,80,1991,100673,13
Kanjirappally,87,GEN,,,BASHEET RAGAMALIKA,IND,M,Kerala,67,1991,100673,14
Kanjirappally,87,GEN,,,GOVINDANKUTTY PADMANABHAN,IND,M,Kerala,43,1991,100673,15
Vazhoor,88,GEN,,,K. NARAYANA KARUP,KCM,M,Kerala,43354,1991,89014,1
Vazhoor,88,GEN,,,KANAM RAJENDRAN,CPI,M,Kerala,40804,1991,89014,2
Vazhoor,88,GEN,,,MADHUSOODANA KURUP,BJP,M,Kerala,3485,1991,89014,3
Vazhoor,88,GEN,,,ROY PARACKAL,BSP,M,Kerala,1221,1991,89014,4
Vazhoor,88,GEN,,,P.V. RAJAPPAN NAIR,IND,M,Kerala,101,1991,89014,5
Vazhoor,88,GEN,,,VIJAYAKUMARAN NAIR RAGHAVAN,IND,M,Kerala,49,1991,89014,6
Changanacherry,89,GEN,,,C.F. THOMAS,KCM,M,Kerala,53742,1991,100536,1
Changanacherry,89,GEN,,,M.T. JOSEPH,CPM,M,Kerala,41965,1991,100536,2
Changanacherry,89,GEN,,,CHANDRAKUMARI,BJP,F,Kerala,3670,1991,100536,3
Changanacherry,89,GEN,,,T.K. RAJU,BSP,M,Kerala,727,1991,100536,4
Changanacherry,89,GEN,,,MATHEW VARGHESE,IND,M,Kerala,432,1991,100536,5
Kottayam,90,GEN,,,T.K. RAMAKRISHNAN,CPM,M,Kerala,54182,1991,109616,1
Kottayam,90,GEN,,,CHERIAN PHILIP,INC,M,Kerala,51500,1991,109616,2
Kottayam,90,GEN,,,P.J. THOMAS,BJP,M,Kerala,2586,1991,109616,3
Kottayam,90,GEN,,,K.J. RAJU,BSP,M,Kerala,848,1991,109616,4
Kottayam,90,GEN,,,T.A. RAHIM,IND,M,Kerala,258,1991,109616,5
Kottayam,90,GEN,,,KUTHIRAVATTOM SASI,IND,M,Kerala,195,1991,109616,6
Kottayam,90,GEN,,,SOBHANAKUMARI RAHDAKRISHNAN,IND,F,Kerala,47,1991,109616,7
Ettumanoor,91,GEN,,,THOMAS CHAZIHIKADAN,KCM,M,Kerala,49233,1991,99560,1
Ettumanoor,91,GEN,,,VAIKOM VISWAN,CPM,M,Kerala,48347,1991,99560,2
Ettumanoor,91,GEN,,,U.N. THAMPI,IND,M,Kerala,438,1991,99560,3
Ettumanoor,91,GEN,,,ASOKAN KAREEMADOM,BSP,M,Kerala,309,1991,99560,4
Ettumanoor,91,GEN,,,E.T. KURIAN,IND,M,Kerala,210,1991,99560,5
Ettumanoor,91,GEN,,,SASI KUZHIKKADAN,IND,M,Kerala,189,1991,99560,6
Ettumanoor,91,GEN,,,BABY JOHN,DPI,M,Kerala,188,1991,99560,7
Ettumanoor,91,GEN,,,JOSEPH ALLOO.R,IND,M,Kerala,128,1991,99560,8
Ettumanoor,91,GEN,,,THULASEEDHARAN PILLAI RAMAKRISHAN,IND,M,Kerala,104,1991,99560,9
