#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
1,Mekliganj,1,Adhikary Paresh,AIFB,72040,2011,147357,48.89
2,Mekliganj,1,Jayanta Kumar Ray,INC,39408,2011,147357,26.74
3,Mekliganj,1,Sunil Chandra Ray,IND,23540,2011,147357,15.97
4,Mekliganj,1,Subhash Barman,BJP,3713,2011,147357,2.52
5,Mekliganj,1,Jyotish Roy,BSP,3359,2011,147357,2.28
6,Mekliganj,1,Pramila Roy,SUCI,2593,2011,147357,1.76
7,Mekliganj,1,Purnendu Roy,IND,1474,2011,147357,1
8,Mekliganj,1,Ratan Barman,AMB,1230,2011,147357,0.83
1,Mathabhanga,2,Binay Krishna Barman,AITC,78249,2011,168434,46.46
2,Mathabhanga,2,Ananta Roy,CPM,72925,2011,168434,43.3
3,Mathabhanga,2,Sushil Barman,BJP,11308,2011,168434,6.71
4,Mathabhanga,2,Mantu Barman,IND,2919,2011,168434,1.73
5,Mathabhanga,2,Tilak Chand Barman,BSP,1954,2011,168434,1.16
6,Mathabhanga,2,Hare Krishna Sarkar,RPI,1079,2011,168434,0.64
1,Cooch Behar Uttar,3,Nagendra Nath Roy,AIFB,84825,2011,188032,45.11
2,Cooch Behar Uttar,3,Prasenjit Barman,AITC,82628,2011,188032,43.94
3,Cooch Behar Uttar,3,Malati Rava(Ray),BJP,12608,2011,188032,6.71
4,Cooch Behar Uttar,3,Nirmal Kumar Roy,IND,4745,2011,188032,2.52
5,Cooch Behar Uttar,3,Ratan Barman,IND,1883,2011,188032,1
6,Cooch Behar Uttar,3,Kulen Das,IND,1343,2011,188032,0.71
1,Cooch Behar Dakshin,4,Akshay Thakur,AIFB,72028,2011,153115,47.04
2,Cooch Behar Dakshin,4,Abdul Jalil Ahmed,AITC,69165,2011,153115,45.17
3,Cooch Behar Dakshin,4,Gayetri Kar,BJP,6419,2011,153115,4.19
4,Cooch Behar Dakshin,4,Sanat Sen,IND,2207,2011,153115,1.44
5,Cooch Behar Dakshin,4,Shyamal Chandra Barman,IND,1277,2011,153115,0.83
6,Cooch Behar Dakshin,4,Prahlad Chandra Datta,IND,745,2011,153115,0.49
7,Cooch Behar Dakshin,4,Krishna Kanta Barman,IND,685,2011,153115,0.45
8,Cooch Behar Dakshin,4,Chanchal Sarkar,PDCI,589,2011,153115,0.38
1,Sitalkuchi,5,Hiten Barman,AITC,84651,2011,191453,44.22
2,Sitalkuchi,5,Biswanath Pramanik,CPM,84394,2011,191453,44.08
3,Sitalkuchi,5,Bhabendra Nath Barman,BJP,8829,2011,191453,4.61
4,Sitalkuchi,5,Subal Barman,JMM,6000,2011,191453,3.13
5,Sitalkuchi,5,Dwijendra Nath Barman,IND,3547,2011,191453,1.85
6,Sitalkuchi,5,Goutam Barman,BSP,2369,2011,191453,1.24
7,Sitalkuchi,5,Subodh Barman,AMB,1663,2011,191453,0.87
1,Sitai,6,Keshab Ch. Ray,INC,79791,2011,170962,46.67
2,Sitai,6,Dipak Kumar Roy,AIFB,78214,2011,170962,45.75
3,Sitai,6,Brojo Gobinda Barman,BJP,5185,2011,170962,3.03
4,Sitai,6,Bhajan Biswas,IND,2904,2011,170962,1.7
5,Sitai,6,Anil Chandra Barman Roy,SUCI,2035,2011,170962,1.19
6,Sitai,6,Goutam Barman,IND,1613,2011,170962,0.94
7,Sitai,6,Tapas Barman,IND,1220,2011,170962,0.71
1,Dinhata,7,Udayan Guha,AIFB,93050,2011,184184,50.52
2,Dinhata,7,Dr. Md. Fazle Haque,IND,63024,2011,184184,34.22
3,Dinhata,7,Amiya Kumar Sarkar,NCP,13093,2011,184184,7.11
4,Dinhata,7,Niranjan Barman,BSP,4135,2011,184184,2.25
5,Dinhata,7,Sudhangshu Kumar Roy,BJP,3964,2011,184184,2.15
6,Dinhata,7,Chayan Roy,IND,2610,2011,184184,1.42
7,Dinhata,7,Mayamana Khatun,IPFB,1903,2011,184184,1.03
8,Dinhata,7,Goutam Barman,IND,1753,2011,184184,0.95
9,Dinhata,7,Narayan Barman,JD(U),652,2011,184184,0.35
1,Natabari,8,Rabindra Nath Ghosh,AITC,81951,2011,172296,47.56
2,Natabari,8,Tamser Ali,CPM,74386,2011,172296,43.17
3,Natabari,8,Utpal Deb,BJP,9923,2011,172296,5.76
4,Natabari,8,Siddik Uddin Bepari,IND,2972,2011,172296,1.72
5,Natabari,8,Girindra Nath Barman,RPI,1867,2011,172296,1.08
6,Natabari,8,Prodyut Kumar Dey,IND,1197,2011,172296,0.69
1,Tufanganj,9,Arghya Roy Pradhan,AITC,73721,2011,163760,45.02
2,Tufanganj,9,Dhananjoy Rava,CPM,67539,2011,163760,41.24
3,Tufanganj,9,Bimal Kumar Sarkar,BJP,17220,2011,163760,10.52
4,Tufanganj,9,Siben Barman,IND,2817,2011,163760,1.72
5,Tufanganj,9,Ganesh Dakua,IND,2463,2011,163760,1.5
1,Kumargram,10,Dasrath Tirkey,RSP,71545,2011,175181,40.84
2,Kumargram,10,Joachim Baxla,AITC,58964,2011,175181,33.66
3,Kumargram,10,Vinay Kumar Minj,JMM,18784,2011,175181,10.72
4,Kumargram,10,Hopna Soren,BJP,12488,2011,175181,7.13
5,Kumargram,10,Hira Charan Narjinari,IND,4687,2011,175181,2.68
6,Kumargram,10,Sanjib Kumar Narjinari,IND,2960,2011,175181,1.69
7,Kumargram,10,Eliash Narjinary,BSP,2782,2011,175181,1.59
8,Kumargram,10,Khulu Saren,IND,1751,2011,175181,1
9,Kumargram,10,Sushila Lakra,RADP,1220,2011,175181,0.7
1,Kalchini,11,Wilson Champramary,IND,46455,2011,154569,30.05
2,Kalchini,11,Binay Bhusan Kerketta,RSP,39210,2011,154569,25.37
3,Kalchini,11,Sandip Ekka,JMM,36285,2011,154569,23.47
4,Kalchini,11,Paban Kumar Lakra,AITC,27662,2011,154569,17.9
5,Kalchini,11,Nabin Prakash Kerketta,RADP,2861,2011,154569,1.85
6,Kalchini,11,Bagrai Marandi,BSP,2096,2011,154569,1.36
1,Alipurduars,12,Debaprasad Roy (Mithu),INC,79605,2011,172969,46.02
2,Alipurduars,12,Kshiti Goswami,RSP,72822,2011,172969,42.1
3,Alipurduars,12,Manik Chandra Saha,BJP,8238,2011,172969,4.76
4,Alipurduars,12,Santosh Kumar Balo,IND,3072,2011,172969,1.78
5,Alipurduars,12,Manohar Bhagat,JMM,1864,2011,172969,1.08
6,Alipurduars,12,Abhijit Roy,SUCI,1508,2011,172969,0.87
7,Alipurduars,12,Chanchal Kumar Das,CPI(ML)(L),1438,2011,172969,0.83
8,Alipurduars,12,Parimal Roy,IND,1396,2011,172969,0.81
9,Alipurduars,12,Sanjit Das,IND,1301,2011,172969,0.75
10,Alipurduars,12,Mantu Barman,BSP,1195,2011,172969,0.69
11,Alipurduars,12,Bishwanath Gop,RADP,530,2011,172969,0.31
1,Falakata,13,Anil Adhikari,AITC,77821,2011,164026,47.44
2,Falakata,13,Rabindra Nath Barman,CPM,69775,2011,164026,42.54
3,Falakata,13,Hemanta Kumar Ray,BJP,9848,2011,164026,6
4,Falakata,13,Paritosh Ch. Roy,IND,3691,2011,164026,2.25
5,Falakata,13,Ashok Kumar Roybir,SWJP,2891,2011,164026,1.76
1,Madarihat,14,Kumari Kujur,RSP,42539,2011,133213,31.93
2,Madarihat,14,Manoj Tigga,BJP,34630,2011,133213,26
3,Madarihat,14,Atul Suba,INC,26027,2011,133213,19.54
4,Madarihat,14,Jerome Lakra,JMM,22541,2011,133213,16.92
5,Madarihat,14,Ramesh Oraon,IND,4923,2011,133213,3.7
6,Madarihat,14,Samir Beck,RADP,2553,2011,133213,1.92
1,Dhupguri,15,Mamata Roy,CPM,73644,2011,174285,42.25
2,Dhupguri,15,Mina Barman,AITC,69406,2011,174285,39.82
3,Dhupguri,15,Amar Chan Sarkar,BJP,18559,2011,174285,10.65
4,Dhupguri,15,Mitali Roy,IND,7021,2011,174285,4.03
5,Dhupguri,15,Rai Charan Siddhya,BSP,3578,2011,174285,2.05
6,Dhupguri,15,Subhas Chandra Roy,SWJP,2077,2011,174285,1.19
1,Maynaguri,16,Ananta Deb Adhikari,RSP,84887,2011,174276,48.71
2,Maynaguri,16,Juthika Roy Basunia,AITC,68611,2011,174276,39.37
3,Maynaguri,16,Bibhash Chandra Paul,BJP,6309,2011,174276,3.62
4,Maynaguri,16,Bharani Roy,IND,5100,2011,174276,2.93
5,Maynaguri,16,Dinesh Sinha,IND,4892,2011,174276,2.81
6,Maynaguri,16,Haripada Roy Lashkar,CPI(ML)(L),2259,2011,174276,1.3
7,Maynaguri,16,Santi Kumar Sarkar,BSP,2218,2011,174276,1.27
1,Jalpaiguri,17,Sukhbilas Barma,INC,86273,2011,177363,48.64
2,Jalpaiguri,17,Gobinda Chandra Roy,AIFB,75222,2011,177363,42.41
3,Jalpaiguri,17,Sisir Kanti Mondal,BJP,6108,2011,177363,3.44
4,Jalpaiguri,17,Jiban Krishna Majumder,BSP,3213,2011,177363,1.81
5,Jalpaiguri,17,Laxmi Kanta Roy,IND,2773,2011,177363,1.56
6,Jalpaiguri,17,Haribhakta Sardar,SUCI,1930,2011,177363,1.09
7,Jalpaiguri,17,Mahadeb Chandra Das,AMB,1844,2011,177363,1.04
1,Rajganj,18,Khageswar Roy,AITC,74546,2011,159838,46.64
2,Rajganj,18,Amulya Kumar Roy,CPM,67526,2011,159838,42.25
3,Rajganj,18,Supen Roy,BJP,8038,2011,159838,5.03
4,Rajganj,18,Paresh Chandra Roy,JMM,7104,2011,159838,4.44
5,Rajganj,18,Santi Kishor Barari,BSP,2624,2011,159838,1.64
1,Dabgram-Phulbari,19,Goutam Deb,AITC,84649,2011,175296,48.29
2,Dabgram-Phulbari,19,Dilip Singh,CPM,73413,2011,175296,41.88
3,Dabgram-Phulbari,19,Dulal Kanti Das,BJP,10623,2011,175296,6.06
4,Dabgram-Phulbari,19,Subash Biswas,IND,2347,2011,175296,1.34
5,Dabgram-Phulbari,19,Sanjiban Sarkar,BSP,1423,2011,175296,0.81
6,Dabgram-Phulbari,19,Nitu Jai,IND,1173,2011,175296,0.67
7,Dabgram-Phulbari,19,Shambhu Nath Roy,IPFB,926,2011,175296,0.53
8,Dabgram-Phulbari,19,Bapan Ghosh,AMB,742,2011,175296,0.42
1,Mal,20,Bulu Chik Baraik,CPM,62037,2011,156320,39.69
2,Mal,20,Hiraman Oraon,INC,57821,2011,156320,36.99
3,Mal,20,Ganga Beck,JMM,21756,2011,156320,13.92
4,Mal,20,Shibani Oraon,IND,5724,2011,156320,3.66
5,Mal,20,Baliram Ekka,BJP,5006,2011,156320,3.2
6,Mal,20,Anjali Malo,BSP,3976,2011,156320,2.54
1,Nagrakata,21,Joseph Munda,INC,46537,2011,153753,30.27
2,Nagrakata,21,Sukhmoith (Piting) Oraon,CPM,45774,2011,153753,29.77
3,Nagrakata,21,William Minj,JMM,40664,2011,153753,26.45
4,Nagrakata,21,Rajesh Lakra,IND,20778,2011,153753,13.51
1,Kalimpong,22,Dr. Harka Bahadur,GJM,109102,2011,124885,87.36
2,Kalimpong,22,Prakash Dahal,GNLF,7427,2011,124885,5.95
3,Kalimpong,22,Shanti Kumar Sharma,INC,3399,2011,124885,2.72
4,Kalimpong,22,Bikram Chhetri,CPI,3105,2011,124885,2.49
5,Kalimpong,22,Tribhuwan Rai,ABGL,1852,2011,124885,1.48
1,Darjeeling,23,Trilok Kumar Dewan,GJM,120532,2011,153523,78.51
2,Darjeeling,23,Bim Subba,GNLF,13977,2011,153523,9.1
3,Darjeeling,23,Bharati Tamang,ABGL,11198,2011,153523,7.29
4,Darjeeling,23,K.B. Wattar,CPM,5353,2011,153523,3.49
5,Darjeeling,23,Nahakul Chandra,INC,2463,2011,153523,1.6
1,Kurseong,24,Rohit Sharma,GJM,114297,2011,154449,74
2,Kurseong,24,Pemu Chhetri,GNLF,21201,2011,154449,13.73
3,Kurseong,24,Bhupendra Lepcha,IND,5963,2011,154449,3.86
4,Kurseong,24,Shiva Kumar Pradhan,ABGL,4463,2011,154449,2.89
5,Kurseong,24,Chhabi Chandra Rai,INC,4272,2011,154449,2.77
6,Kurseong,24,Deepa Chhetri,CPM,4253,2011,154449,2.75
1,Matigara-Naxalbari,25,Sankar Malakar,INC,74334,2011,164483,45.19
2,Matigara-Naxalbari,25,Jharen Roy,CPM,67501,2011,164483,41.04
3,Matigara-Naxalbari,25,Sri Atul Chandra Roy,KPP,11906,2011,164483,7.24
4,Matigara-Naxalbari,25,Asim Sarkar,BJP,7351,2011,164483,4.47
5,Matigara-Naxalbari,25,Dipu Haldar,IND,3391,2011,164483,2.06
1,Siliguri,26,Rudra Nath,AITC,72019,2011,149800,48.08
2,Siliguri,26,Asok Narayan,CPM,67013,2011,149800,44.73
3,Siliguri,26,Arun Prasad Sarker,BJP,6069,2011,149800,4.05
4,Siliguri,26,Hardwar Singh,IND,1310,2011,149800,0.87
5,Siliguri,26,Shankar Das,BSP,1054,2011,149800,0.7
6,Siliguri,26,Hiralal Paswan,LJP,1028,2011,149800,0.69
7,Siliguri,26,Khushiranjan Mandal,AMB,804,2011,149800,0.54
8,Siliguri,26,Adhir Singha,JD(U),503,2011,149800,0.34
1,Phansidewa,27,Sunil Chandra Tirkey,INC,61388,2011,144271,42.55
2,Phansidewa,27,Chhotan Kisku,CPM,59151,2011,144271,41
3,Phansidewa,27,Junas Kerketta,RADP,7536,2011,144271,5.22
4,Phansidewa,27,Dila Saibo,BJP,5734,2011,144271,3.97
5,Phansidewa,27,Helarius Ekka,IND,4114,2011,144271,2.85
6,Phansidewa,27,Kandra Murmu,CPI(ML)(L),2138,2011,144271,1.48
7,Phansidewa,27,Sudhir Tirki,IND,1896,2011,144271,1.31
8,Phansidewa,27,Ram Ganesh Baraik,IND,1286,2011,144271,0.89
9,Phansidewa,27,Bhola Tirki,SUCI,1028,2011,144271,0.71
1,Chopra,28,Hamidul Rahaman,IND,64289,2011,144084,44.62
2,Chopra,28,Anwarul Haque,CPM,57719,2011,144084,40.06
3,Chopra,28,Sekh Jalaluddin,AITC,6944,2011,144084,4.82
4,Chopra,28,Ashim Chandra Barman,BJP,5793,2011,144084,4.02
5,Chopra,28,Ruhi Das Uraon,IND,5377,2011,144084,3.73
6,Chopra,28,Safiya Khatun,IND,2178,2011,144084,1.51
7,Chopra,28,Joydeb Biswas,BSP,1784,2011,144084,1.24
1,Islampur,29,Abdul Karim Chowdhary,AITC,49326,2011,118907,41.48
2,Islampur,29,Sayeda Farhat Afroz,CPM,38054,2011,118907,32
3,Islampur,29,Kanaia Lal Agarwal,IND,20870,2011,118907,17.55
4,Islampur,29,Nepal Dutta,BJP,5772,2011,118907,4.85
5,Islampur,29,Md. Nadeem Akhter,IND,2941,2011,118907,2.47
6,Islampur,29,Umar Ali,BSP,1944,2011,118907,1.63
1,Goalpokhar,30,Md. Ghulam Rabbani,INC,61313,2011,124995,49.05
2,Goalpokhar,30,Safiur Rahaman,AIFB,47900,2011,124995,38.32
3,Goalpokhar,30,Shaukat Ali,BJP,6956,2011,124995,5.57
4,Goalpokhar,30,Kamaruzzama,BSP,4592,2011,124995,3.67
5,Goalpokhar,30,Dulal Rajbanshi,SUCI,2264,2011,124995,1.81
6,Goalpokhar,30,Niva Sarkar (Das),IND,1970,2011,124995,1.58
1,Chakulia,31,Ali Imran Ramz,AIFB,65265,2011,125198,52.13
2,Chakulia,31,Serajul Islam,INC,44852,2011,125198,35.82
3,Chakulia,31,Goutam Chandra Paul,BSP,5287,2011,125198,4.22
4,Chakulia,31,Kalipada Ghosh,BJP,4052,2011,125198,3.24
5,Chakulia,31,Durga Hemram,JDP,3081,2011,125198,2.46
6,Chakulia,31,Raj Kumar Jain,IND,2661,2011,125198,2.13
1,Karandighi,32,Gokul Roy,AIFB,57023,2011,150100,37.99
2,Karandighi,32,Subhas Goswami,INC,51245,2011,150100,34.14
3,Karandighi,32,Md Hafijul Iqbal(Bhola),IND,24272,2011,150100,16.17
4,Karandighi,32,Nirod Bandhu Biswas,BSP,4355,2011,150100,2.9
5,Karandighi,32,Arshad Alam,BJP,4020,2011,150100,2.68
6,Karandighi,32,Bablu Soren,IND,2437,2011,150100,1.62
7,Karandighi,32,Mukter Ahamed,SUCI,2232,2011,150100,1.49
8,Karandighi,32,Hem Ranjan Mandal,JD(U),1605,2011,150100,1.07
9,Karandighi,32,Benoy Kumar Das,IND,1124,2011,150100,0.75
10,Karandighi,32,Dinesh Chandra Singha,IND,972,2011,150100,0.65
11,Karandighi,32,Purna Chandra Singha,IND,815,2011,150100,0.54
1,Hemtabad,33,Khagendra Nath Sinha,CPM,71553,2011,157239,45.51
2,Hemtabad,33,Shekhar Chandra Roy,AITC,35849,2011,157239,22.8
3,Hemtabad,33,Chittaranjan Roy,IND,30923,2011,157239,19.67
4,Hemtabad,33,Bhanu Ram Barman,BJP,8708,2011,157239,5.54
5,Hemtabad,33,Mamata (Bala) Adhikary,IND,4292,2011,157239,2.73
6,Hemtabad,33,Mohanta Barman,RPI(A),2300,2011,157239,1.46
7,Hemtabad,33,Pabitra Kumar Biswas,BSP,2118,2011,157239,1.35
8,Hemtabad,33,Uttam Barman,IND,1496,2011,157239,0.95
1,Kaliaganj,34,Pramatha Nath Ray,INC,84873,2011,178324,47.59
2,Kaliaganj,34,Nani Gopal Roy,CPM,77583,2011,178324,43.51
3,Kaliaganj,34,Bhupati Roy,BJP,6563,2011,178324,3.68
4,Kaliaganj,34,Hriday Chandra Sarkar,IND,3302,2011,178324,1.85
5,Kaliaganj,34,Basudeb Debsharma,BSP,1471,2011,178324,0.82
6,Kaliaganj,34,Himangshu Ray,IND,1251,2011,178324,0.7
7,Kaliaganj,34,Jagadish Rajbhar,CPI(ML)(L),894,2011,178324,0.5
8,Kaliaganj,34,Sunil Barman,IND,817,2011,178324,0.46
9,Kaliaganj,34,Kanu Roy,IND,684,2011,178324,0.38
10,Kaliaganj,34,Sushila Barman,IND,486,2011,178324,0.27
11,Kaliaganj,34,Rabindra Nath Barman,IND,400,2011,178324,0.22
1,Raiganj,35,Mohit Sengupta,INC,62864,2011,126506,49.69
2,Raiganj,35,Kiranmay Nanda,SP,57455,2011,126506,45.42
3,Raiganj,35,Sachindra Nath Das,BJP,3053,2011,126506,2.41
4,Raiganj,35,Manjit Mondal,IND,1064,2011,126506,0.84
5,Raiganj,35,Sanatan Dutta,SUCI,750,2011,126506,0.59
6,Raiganj,35,Swapan Kumar Das,BSP,734,2011,126506,0.58
7,Raiganj,35,Anindya Ganguly,IPFB,586,2011,126506,0.46
1,Itahar,36,Amal Acharjee,AITC,61707,2011,140402,43.95
2,Itahar,36,Srikumar Mukherjee,CPI,54655,2011,140402,38.93
3,Itahar,36,Md Rabbul Boksh,IND,16803,2011,140402,11.97
4,Itahar,36,Suman Kr Acharjee,BJP,2794,2011,140402,1.99
5,Itahar,36,Manik Chandra Sarkar,IND,2222,2011,140402,1.58
6,Itahar,36,Hopna Murmu,JDP,889,2011,140402,0.63
7,Itahar,36,Abdur Razzaque,IPFB,679,2011,140402,0.48
8,Itahar,36,Suleman Hafiji,CPI(ML)(L),653,2011,140402,0.47
1,Kushmandi,37,Narmada Chandra Roy,RSP,66368,2011,139952,47.42
2,Kushmandi,37,Parthasarathi Sarkar,INC,62725,2011,139952,44.82
3,Kushmandi,37,Ranjit Kumar Roy,BJP,5286,2011,139952,3.78
4,Kushmandi,37,Raghunath Sarkar,IND,2306,2011,139952,1.65
5,Kushmandi,37,Prasanta Mandal,BSP,1295,2011,139952,0.93
6,Kushmandi,37,Subesh Sarkar,CPI(ML)(L),1057,2011,139952,0.76
7,Kushmandi,37,Gouranga Barman,IND,915,2011,139952,0.65
1,Kumarganj,38,Begam Mahamuda,AITC,62212,2011,132550,46.93
2,Kumarganj,38,Khatun Mafuja,CPM,57994,2011,132550,43.75
3,Kumarganj,38,Sanjib Chandra Roy,BJP,6592,2011,132550,4.97
4,Kumarganj,38,Abdullah Shaikh,PDCI,2247,2011,132550,1.7
5,Kumarganj,38,Khajer Mondal,IND,2209,2011,132550,1.67
6,Kumarganj,38,Ranendra Nath Mali,BSP,1296,2011,132550,0.98
1,Balurghat,39,Chakraborty Shankar,AITC,67495,2011,124366,54.27
2,Balurghat,39,Biswanath Choudhury,RSP,49204,2011,124366,39.56
3,Balurghat,39,Ranjan Kumar Mondal,BJP,4378,2011,124366,3.52
4,Balurghat,39,Keshab Ray,IND,1862,2011,124366,1.5
5,Balurghat,39,Nripendra Nath Hansda,BSP,1427,2011,124366,1.15
1,Tapan,40,Bachchu Hansda,AITC,72643,2011,140753,51.61
2,Tapan,40,Khara Soren,RSP,53986,2011,140753,38.36
3,Tapan,40,Colombas Tirkey,BJP,6518,2011,140753,4.63
4,Tapan,40,Nitai Kisku,BSP,1931,2011,140753,1.37
5,Tapan,40,Bajal Soren,JMM,1686,2011,140753,1.2
6,Tapan,40,Sobindra Nath Mahato,IND,1670,2011,140753,1.19
7,Tapan,40,Ukil Kujur,IND,1238,2011,140753,0.88
8,Tapan,40,Rayman Kisku,CPI(ML)(L),1081,2011,140753,0.77
1,Gangarampur,41,Satyendra Nath Roy,AITC,65666,2011,143219,45.85
2,Gangarampur,41,Nandalal Hazra,CPM,64998,2011,143219,45.38
3,Gangarampur,41,Dipankar Roy,BJP,4432,2011,143219,3.09
4,Gangarampur,41,Akshay Sarkar,IND,2127,2011,143219,1.49
5,Gangarampur,41,Shreepada Barman,IND,1915,2011,143219,1.34
6,Gangarampur,41,Uttam Kumar Barman,BSP,1267,2011,143219,0.88
7,Gangarampur,41,Susen Chandra Barman,IND,1121,2011,143219,0.78
8,Gangarampur,41,Bhuimali Sukla,IND,858,2011,143219,0.6
9,Gangarampur,41,Kanak Sarkar,IND,835,2011,143219,0.58
1,Harirampur,42,Biplab Mitra,AITC,65099,2011,137219,47.44
2,Harirampur,42,Narayan Biswas,CPM,58032,2011,137219,42.29
3,Harirampur,42,Phani Bhushan Mahato,BJP,7039,2011,137219,5.13
4,Harirampur,42,Kamal Hemram,BSP,1877,2011,137219,1.37
5,Harirampur,42,Sahajahan Badsha,IND,1660,2011,137219,1.21
6,Harirampur,42,Bratasubhra Saha,IND,1364,2011,137219,0.99
7,Harirampur,42,Santosh Sarkar,IND,1078,2011,137219,0.79
8,Harirampur,42,Samu Soren,IND,1070,2011,137219,0.78
1,Habibpur,43,Khagen Murmu,CPM,59286,2011,157662,37.6
2,Habibpur,43,Mohan Tudu,AITC,57028,2011,157662,36.17
3,Habibpur,43,Krishna Chandra Munda,BJP,31638,2011,157662,20.07
4,Habibpur,43,Amin Tudu,IND,6244,2011,157662,3.96
5,Habibpur,43,Jageswar Hembram,BSP,3466,2011,157662,2.2
1,Gazole,44,Sushil Chandra Ray,INC,74654,2011,161941,46.1
2,Gazole,44,Gobinda Mandal,CPM,69070,2011,161941,42.65
3,Gazole,44,Prafulla Chandra,BJP,8514,2011,161941,5.26
4,Gazole,44,Pradip Kumar Sarkar,IND,2592,2011,161941,1.6
5,Gazole,44,Gautam Sarkar,SUCI,2186,2011,161941,1.35
6,Gazole,44,Kamal Chandra Sarkar,BSP,1921,2011,161941,1.19
7,Gazole,44,Manabendra Roy,CPI(ML)(L),1695,2011,161941,1.05
8,Gazole,44,Partha Biswas,IND,1309,2011,161941,0.81
1,Chanchal,45,Asif Mehbub,INC,68586,2011,140852,48.69
2,Chanchal,45,Anjuman Ara Begam,CPM,54399,2011,140852,38.62
3,Chanchal,45,Sital Prasad,BJP,11002,2011,140852,7.81
4,Chanchal,45,Jayanta Kumar Sinha,IND,2867,2011,140852,2.04
5,Chanchal,45,Abdul Khaleque,IND,2405,2011,140852,1.71
6,Chanchal,45,Dally Choudhury Roy,BSP,1593,2011,140852,1.13
1,Harischandrapur,46,Tajmul Hossain,AIFB,62019,2011,134263,46.19
2,Harischandrapur,46,Alam Mostaque,INC,59578,2011,134263,44.37
3,Harischandrapur,46,Rina Saha,BJP,6033,2011,134263,4.49
4,Harischandrapur,46,Efrajul Haque,BSP,3876,2011,134263,2.89
5,Harischandrapur,46,Monowara Begam,IND,1815,2011,134263,1.35
6,Harischandrapur,46,Gouri Sankar Kedia,IND,942,2011,134263,0.7
1,Malatipur,47,Abdur Rahim Boxi,RSP,54794,2011,126136,43.44
2,Malatipur,47,Al-Beruni,IND,48093,2011,126136,38.13
3,Malatipur,47,Gautam Chakraborty,AITC,15674,2011,126136,12.43
4,Malatipur,47,Harendra Nath Paul,BJP,4070,2011,126136,3.23
5,Malatipur,47,Tahida Khatun,BSP,1853,2011,126136,1.47
6,Malatipur,47,Abdul Khaleque,IND,1652,2011,126136,1.31
1,Ratua,48,Samar Mukherjee,INC,74936,2011,155014,48.34
2,Ratua,48,Sailen Sarkar,CPM,68075,2011,155014,43.92
3,Ratua,48,Imdadul Hoque,IND,5068,2011,155014,3.27
4,Ratua,48,Dilip Agarwalla,BJP,3457,2011,155014,2.23
5,Ratua,48,Ashoke Kumar Saha,IND,1856,2011,155014,1.2
6,Ratua,48,Ataur,IND,1622,2011,155014,1.05
1,Manickchak,49,Sabitri Mitra,AITC,64641,2011,139930,46.2
2,Manickchak,49,Ratna Bhattacharya,CPM,58424,2011,139930,41.75
3,Manickchak,49,Dipankar Panday,BJP,8003,2011,139930,5.72
4,Manickchak,49,Lutpha Khatun,IPFB,5194,2011,139930,3.71
5,Manickchak,49,Chanchala Karmakar,BSP,3668,2011,139930,2.62
1,Maldaha,50,Bhupendra Nath Halder,INC,68155,2011,146409,46.55
2,Maldaha,50,Rahul Ranjan Das,CPM,57400,2011,146409,39.21
3,Maldaha,50,Kusum Roy,BJP,13180,2011,146409,9
4,Maldaha,50,Niren Rajbanshi,IND,3066,2011,146409,2.09
5,Maldaha,50,Debashis Sarkar,IND,2352,2011,146409,1.61
6,Maldaha,50,Haridas Karmakar,BSP,2256,2011,146409,1.54
1,Englishbazar,51,Krishnendu Narayan,INC,89421,2011,172662,51.79
2,Englishbazar,51,Samar Roy,CPM,67592,2011,172662,39.15
3,Englishbazar,51,Gobinda Chandra Mandal,BJP,10116,2011,172662,5.86
4,Englishbazar,51,Satish Rajbanshi,IND,2527,2011,172662,1.46
5,Englishbazar,51,Uma Das,IND,1535,2011,172662,0.89
6,Englishbazar,51,Nitish Kumar Mandal,BSP,1471,2011,172662,0.85
1,Mothabari,52,Sabina Yeasmin,INC,47466,2011,107599,44.11
2,Mothabari,52,Naimuddin Sheikh,CPM,41446,2011,107599,38.52
3,Mothabari,52,Shehnaz Quadery,IND,8505,2011,107599,7.9
4,Mothabari,52,Nandan Kumar Ghosh,BJP,6340,2011,107599,5.89
5,Mothabari,52,Md. Faruque Hossain,PBRML,1738,2011,107599,1.62
6,Mothabari,52,Firoz Akhtar,BSP,1070,2011,107599,0.99
7,Mothabari,52,Rajab Ali,CPI(ML)(L),1034,2011,107599,0.96
1,Sujapur,53,Abu Nasar Khan,INC,70640,2011,133914,52.75
2,Sujapur,53,Hazi Ketabuddin,CPM,53279,2011,133914,39.79
3,Sujapur,53,Md. Ezaruddin,MUL,4788,2011,133914,3.58
4,Sujapur,53,Tutul Saha,BJP,3429,2011,133914,2.56
5,Sujapur,53,Abdur Rouf Ansari,BSP,1778,2011,133914,1.33
1,Baishnab Nagar,54,Isha Khan Choudhury,INC,62589,2011,145489,43.02
2,Baishnab Nagar,54,Biswanath Ghosh,CPM,57566,2011,145489,39.57
3,Baishnab Nagar,54,Swadhin Kumar Sarkar,BJP,20483,2011,145489,14.08
4,Baishnab Nagar,54,Manirul,IND,3436,2011,145489,2.36
5,Baishnab Nagar,54,Manjur Alahi Munshi,JD(U),1415,2011,145489,0.97
1,Farakka,55,Mainul Haque,INC,52780,2011,136127,38.77
