#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
2,Mahmara,105,SURUJ DEHINGIA,INC,34711,2016,103228,33.63
3,Mahmara,105,HIRANYA KUMAR KONWAR,AGP,9316,2016,103228,9.02
4,Mahmara,105,HEMEN PEGU,IND,2194,2016,103228,2.13
6,Mahmara,105,BALDEV TELI,BVM,1178,2016,103228,1.14
7,Mahmara,105,PRASUN RAJKONWAR,IND,1140,2016,103228,1.1
8,Mahmara,105,SUNIT KUMAR MAHANTA,JCP,872,2016,103228,0.84
9,Mahmara,105,RAJEN GOGOI,NCP,812,2016,103228,0.79
10,Mahmara,105,KALI BORUAH,LDP,744,2016,103228,0.72
11,Mahmara,105,DIBYA BURAGOHAIN GOGOI,IND,731,2016,103228,0.71
12,Mahmara,105,NITYANANDA GOGOI,RCPIRB,448,2016,103228,0.43
13,Mahmara,105,GIRISH PHUKON,RJP,251,2016,103228,0.24
5,Mahmara,105,None of the Above,NOTA,1795,2016,103228,1.74
1,Sonari,106,TOPON KUMAR GOGOI,BJP,73327,2016,131346,55.83
2,Sonari,106,SARAT BARKATAKY,INC,49210,2016,131346,37.47
4,Sonari,106,RATAN HEMROM,IND,1579,2016,131346,1.2
5,Sonari,106,ANUP BHOWMIK,JDU,1330,2016,131346,1.01
6,Sonari,106,BISHNU KOYA,BVM,1254,2016,131346,0.95
7,Sonari,106,RAYMOND KUJUR,JCP,770,2016,131346,0.59
8,Sonari,106,MONIL BOKALIAL,LDP,732,2016,131346,0.56
3,Sonari,106,None of the Above,NOTA,3144,2016,131346,2.39
1,Thowra,107,KUSHAL DOWARI,BJP,41560,2016,85836,48.42
2,Thowra,107,SUSHANTA BORGOHAIN,INC,40334,2016,85836,46.99
3,Thowra,107,KUSHAL BORGOHAIN,CPI,2066,2016,85836,2.41
4,Thowra,107,None of the Above,NOTA,1876,2016,85836,2.19
1,Sibsagar,108,PRANAB KUMAR GOGOI,INC,48584,2016,113331,42.87
2,Sibsagar,108,SURABHI RAJKONWAR,BJP,48042,2016,113331,42.39
3,Sibsagar,108,ASHINI KUMAR CHETIA,IND,10188,2016,113331,8.99
4,Sibsagar,108,JITEN BORPATRA GOHAIN,CPI,2174,2016,113331,1.92
5,Sibsagar,108,JAYANTA RAJKONWAR,IND,1506,2016,113331,1.33
7,Sibsagar,108,ANWAR HUSSAIN,IND,722,2016,113331,0.64
8,Sibsagar,108,DILSHAD HUSSAIN AHMED,AIUDF,663,2016,113331,0.59
9,Sibsagar,108,DR. GUNIN BASUMATARI,LDP,559,2016,113331,0.49
6,Sibsagar,108,None of the Above,NOTA,893,2016,113331,0.79
1,Bihpuria,109,DEBANANDA HAZARIKA,BJP,66563,2016,109694,60.68
2,Bihpuria,109,BHUPEN KUMAR BORAH,INC,40376,2016,109694,36.81
4,Bihpuria,109,PREMADHAR BORAH,IND,754,2016,109694,0.69
5,Bihpuria,109,SUNDER DEURI,RSC,693,2016,109694,0.63
6,Bihpuria,109,GARGI DEORI,IND,474,2016,109694,0.43
3,Bihpuria,109,None of the Above,NOTA,834,2016,109694,0.76
1,Naoboicha,110,MAMUN IMDADUL HAQUE CHAWDHURY,AIUDF,56003,2016,162236,34.52
2,Naoboicha,110,RAO GAJENDRA SINGH,BJP,54770,2016,162236,33.76
3,Naoboicha,110,SANJAY RAJ SUBBA,INC,33862,2016,162236,20.87
4,Naoboicha,110,JAYANTA KHAUND,AGP,8070,2016,162236,4.97
5,Naoboicha,110,SIMANTA BORUAH,IND,2787,2016,162236,1.72
6,Naoboicha,110,PAWAN MAJHI SAUTAL,IND,2481,2016,162236,1.53
8,Naoboicha,110,SAHEBA AHMED,IND,827,2016,162236,0.51
9,Naoboicha,110,ANUPAM CHUTIA,SUC,737,2016,162236,0.45
10,Naoboicha,110,DR. DEBABRAT GOGOI,IND,640,2016,162236,0.39
11,Naoboicha,110,SOFIQUL ISLAM,IND,512,2016,162236,0.32
12,Naoboicha,110,DILWAR HUSSAIN,IND,371,2016,162236,0.23
7,Naoboicha,110,None of the Above,NOTA,1176,2016,162236,0.72
1,Lakhimpur,111,UTPAL DUTTA,AGP,45917,2016,135518,33.88
2,Lakhimpur,111,JOY PRAKASH DAS,INC,41762,2016,135518,30.82
3,Lakhimpur,111,GHANA BURAGOHAIN,IND,23493,2016,135518,17.34
4,Lakhimpur,111,MAHIM HAZARIKA,IND,11272,2016,135518,8.32
5,Lakhimpur,111,UDAY SHANKAR HAZARIKA,IND,4750,2016,135518,3.51
6.5,Lakhimpur,111,DIPAK CHETIA,AIUDF,1313,2016,135518,0.97
6.5,Lakhimpur,111,ARUP KALITA,CPI,1313,2016,135518,0.97
8,Lakhimpur,111,MINAKHI GOHAIN BARUAH,IND,1092,2016,135518,0.81
10,Lakhimpur,111,HIRA GOGOI,IND,861,2016,135518,0.64
11,Lakhimpur,111,FAZLUR RAHMAN,IND,730,2016,135518,0.54
12,Lakhimpur,111,DILIP DUTTA,IND,662,2016,135518,0.49
13,Lakhimpur,111,NANDA KISHORE MAHESWARI,IND,640,2016,135518,0.47
14,Lakhimpur,111,MAHIM KONWAR,IND,481,2016,135518,0.35
15,Lakhimpur,111,BIRINCHI PEGU,SUC,344,2016,135518,0.25
9,Lakhimpur,111,None of the Above,NOTA,888,2016,135518,0.66
1,Dhakuakhana,112,NABA KUMAR DOLEY,BJP,81556,2016,147072,55.45
2,Dhakuakhana,112,BHARAT CHANDRA NARAH,INC,57014,2016,147072,38.77
3,Dhakuakhana,112,LAKHI NATH SONOWAL,CPM,2270,2016,147072,1.54
4,Dhakuakhana,112,DILIP KUMAR CHOWDHURY,IND,2032,2016,147072,1.38
5,Dhakuakhana,112,BHUMI RANJAN DOLEY,IND,1855,2016,147072,1.26
7,Dhakuakhana,112,DR RAJENDRA NATH PEGU,LDP,812,2016,147072,0.55
8,Dhakuakhana,112,JUTIKA DOLEY,SUC,422,2016,147072,0.29
6,Dhakuakhana,112,None of the Above,NOTA,1111,2016,147072,0.76
1,Dhemaji,113,PRADAN BARUAH,BJP,69592,2016,170160,40.9
2,Dhemaji,113,SUMITRA DOLEY PATIR,INC,50471,2016,170160,29.66
3,Dhemaji,113,PARAMANANDA CHAYENGIA,IND,21874,2016,170160,12.85
4,Dhemaji,113,SAILEN SONOWAL,IND,16548,2016,170160,9.72
5,Dhemaji,113,GANDHESWAR BORAH,CPM,3830,2016,170160,2.25
6,Dhemaji,113,KIRANBAN DEORI,LDP,2456,2016,170160,1.44
7,Dhemaji,113,RAJKUMAR DOLEY,IND,2173,2016,170160,1.28
9,Dhemaji,113,DURGESWAR PATIR,LJSP,1275,2016,170160,0.75
10,Dhemaji,113,HEM KANTA MIRI,SUC,524,2016,170160,0.31
8,Dhemaji,113,None of the Above,NOTA,1417,2016,170160,0.83
1,Jonai,114,BHUBON PEGU,IND,88441,2016,206216,42.89
2,Jonai,114,ASWINI PAIT,BJP,39148,2016,206216,18.98
3,Jonai,114,SATHO BASUMATARY,IND,33265,2016,206216,16.13
4,Jonai,114,SUSHIL PEGU,INC,30890,2016,206216,14.98
5,Jonai,114,LENINDRA KUMAR DOLEY,IND,5625,2016,206216,2.73
6,Jonai,114,HITESH DEORI,IND,2290,2016,206216,1.11
7,Jonai,114,BHUPEN NARAH,IND,2120,2016,206216,1.03
9,Jonai,114,JANKI KUMAR PEGU,IND,1519,2016,206216,0.74
10,Jonai,114,NAREN SONOWAL,IND,1068,2016,206216,0.52
8,Jonai,114,None of the Above,NOTA,1850,2016,206216,0.9
1,Moran,115,CHAKRADHAR GOGOI,BJP,54571,2016,100811,54.13
2,Moran,115,PABAN SINGH GHATOWAR,INC,38340,2016,100811,38.03
3,Moran,115,ASHOK KUMAR URANG,IND,2322,2016,100811,2.3
5,Moran,115,HIRANYA BORUAH,CPI,1650,2016,100811,1.64
6,Moran,115,SUNIL RAJKONWAR,IND,1464,2016,100811,1.45
7,Moran,115,RUBUL BURAGOHAIN,IND,791,2016,100811,0.78
4,Moran,115,None of the Above,NOTA,1673,2016,100811,1.66
1,Dibrugarh,116,PRASANTA PHUKAN,BJP,63985,2016,104861,61.02
2,Dibrugarh,116,CHANDRA KANTA BARUA,INC,36611,2016,104861,34.91
4,Dibrugarh,116,DIGANTA PHUKAN,CPI,1086,2016,104861,1.04
5,Dibrugarh,116,BIPUL CHANDRA DAS,IND,748,2016,104861,0.71
6,Dibrugarh,116,AVINASH SINGH,IND,503,2016,104861,0.48
7,Dibrugarh,116,JUGEN KACHARI,IND,501,2016,104861,0.48
8,Dibrugarh,116,PADMESWAR PHUKAN,IND,311,2016,104861,0.3
3,Dibrugarh,116,None of the Above,NOTA,1116,2016,104861,1.06
1,Lahowal,117,RITUPARNA BARUAH,BJP,59013,2016,109577,53.86
2,Lahowal,117,PRITHIBI MAJHI,INC,39414,2016,109577,35.97
4,Lahowal,117,RAJESH RAJPUT,CPI,3022,2016,109577,2.76
5,Lahowal,117,RANJIT KONWAR,IND,1753,2016,109577,1.6
6,Lahowal,117,SOMBHULAL SABOR,IND,1568,2016,109577,1.43
7,Lahowal,117,PRIYA NATH GOGOI,IND,911,2016,109577,0.83
8,Lahowal,117,BOGA KUMAR NAG,JCP,857,2016,109577,0.78
3,Lahowal,117,None of the Above,NOTA,3039,2016,109577,2.77
1,Duliajan,118,TERASH GOWALLA,BJP,58450,2016,114313,51.13
2,Duliajan,118,DHRUBA JYOTI GOGOI,INC,41364,2016,114313,36.18
3,Duliajan,118,AMIYA GOGOI,IND,4376,2016,114313,3.83
5,Duliajan,118,RAMESH CHANDRA PHUKAN,IND,1816,2016,114313,1.59
6,Duliajan,118,HIRANYA SONOWAL (RAJU),IND,1144,2016,114313,1
7,Duliajan,118,ANJALI SENAPATI,JCP,1037,2016,114313,0.91
8,Duliajan,118,JATIN KONWAR,IND,825,2016,114313,0.72
9,Duliajan,118,SUNIL TANTI,CPML,710,2016,114313,0.62
10,Duliajan,118,PROBIN KUMAR HAZARIKA,IND,651,2016,114313,0.57
11,Duliajan,118,ISAK KARKARIA,IND,637,2016,114313,0.56
12,Duliajan,118,JHUMA DEB NATH,SHI,542,2016,114313,0.47
4,Duliajan,118,None of the Above,NOTA,2761,2016,114313,2.42
1,Tingkhong,119,BIMAL BORAH,BJP,57072,2016,104500,54.61
2,Tingkhong,119,ATUWA MUNDA,INC,38734,2016,104500,37.07
3,Tingkhong,119,ANUP PHUKON,IND,2935,2016,104500,2.81
5,Tingkhong,119,MIRA TANTI,CPML,1299,2016,104500,1.24
6,Tingkhong,119,DILIP BHARALI,IND,1235,2016,104500,1.18
7,Tingkhong,119,ELIASH SICHAN,JDP,1150,2016,104500,1.1
4,Tingkhong,119,None of the Above,NOTA,2075,2016,104500,1.99
1,Naharkatia,120,NAREN SONOWAL (BOTALI),AGP,46051,2016,98504,46.75
2,Naharkatia,120,PRANATEE PHUKAN,INC,42520,2016,98504,43.17
3,Naharkatia,120,SURESH CH. DEKA,CPM,4026,2016,98504,4.09
4,Naharkatia,120,MOHAN NAG,IND,2708,2016,98504,2.75
6,Naharkatia,120,MAHENDRA DHADUMIYA,IND,783,2016,98504,0.79
7,Naharkatia,120,SADANANDA DAS,JCP,697,2016,98504,0.71
5,Naharkatia,120,None of the Above,NOTA,1719,2016,98504,1.75
1,Chabua ,121,BINOD HAZARIKA,BJP,69351,2016,116043,59.76
2,Chabua ,121,RAJU SAHU,INC,38597,2016,116043,33.26
4,Chabua ,121,DEBNATH MAJHI,CPML,2516,2016,116043,2.17
5,Chabua ,121,RABIN CHANDRA KACHARI,IND,1315,2016,116043,1.13
6,Chabua ,121,UTPAL KAKOTI,IND,1252,2016,116043,1.08
3,Chabua ,121,None of the Above,NOTA,3012,2016,116043,2.6
1,Tinsukia,122,SANJOY KISHAN,BJP,70937,2016,115843,61.24
2,Tinsukia,122,RAJENDRA PRASAD SINGH,INC,35868,2016,115843,30.96
3,Tinsukia,122,LAKHYAJYOTI BORUAH,IND,4056,2016,115843,3.5
5,Tinsukia,122,CINTU BARUAH,NCP,1020,2016,115843,0.88
6,Tinsukia,122,ANANTA JYOTI BHATTACHARJEE,JCP,773,2016,115843,0.67
7,Tinsukia,122,RAM DARSHAN SINGH,IND,667,2016,115843,0.58
8,Tinsukia,122,RAM NARAYAN SINGH,SHI,536,2016,115843,0.46
4,Tinsukia,122,None of the Above,NOTA,1986,2016,115843,1.71
1,Digboi,123,SUREN PHUKAN,BJP,49167,2016,95525,51.47
2,Digboi,123,GAUTAM DHANOWAR,INC,34874,2016,95525,36.51
3,Digboi,123,PRANAB CHETIA,IND,4841,2016,95525,5.07
5,Digboi,123,IMRAN SIDDIQUE,IND,1166,2016,95525,1.22
6,Digboi,123,BISWANATH SARMA BORDOLOI,IND,977,2016,95525,1.02
7,Digboi,123,NOGEN DHEKIAL PHUKAN,NCP,923,2016,95525,0.97
8,Digboi,123,BHABAKANTA CHUTIA,IND,743,2016,95525,0.78
9,Digboi,123,CHANDAN BAGH,IND,588,2016,95525,0.62
4,Digboi,123,None of the Above,NOTA,2246,2016,95525,2.35
1,Margherita,124,BHASKAR SHARMA,BJP,76365,2016,136740,55.85
2,Margherita,124,PRADYUT BORDOLOI,INC,53621,2016,136740,39.21
4,Margherita,124,NIDAN PURTY,IND,1332,2016,136740,0.97
5,Margherita,124,BISHWANATH SINGHA,IND,1306,2016,136740,0.96
6,Margherita,124,UMESH BORA,IND,1289,2016,136740,0.94
7,Margherita,124,PURNA CHETRI,IND,690,2016,136740,0.5
3,Margherita,124,None of the Above,NOTA,2137,2016,136740,1.56
1,Doom Dooma,125,DURGA BHUMIJ,INC,46938,2016,103392,45.4
2,Doom Dooma,125,DILIP MORAN,BJP,46156,2016,103392,44.64
4,Doom Dooma,125,HRISHIKESH BARUAH,IND,1481,2016,103392,1.43
5,Doom Dooma,125,MONOJ KUMAR SAWASHI,JCP,1443,2016,103392,1.4
6,Doom Dooma,125,RAJESH KARMAKAR,IND,1441,2016,103392,1.39
7,Doom Dooma,125,SARFARAZ ALAM,IND,846,2016,103392,0.82
8,Doom Dooma,125,ISAB HUSSAIN,IND,642,2016,103392,0.62
9,Doom Dooma,125,RANJIT SINGH GORH,IND,571,2016,103392,0.55
10,Doom Dooma,125,BHABA KANTA CHUTIA,IND,557,2016,103392,0.54
3,Doom Dooma,125,None of the Above,NOTA,3317,2016,103392,3.21
1,Sadiya,126,BOLIN CHETIA,BJP,38845,2016,120848,32.14
2,Sadiya,126,BIRINCHI NEOG,INC,32279,2016,120848,26.71
3,Sadiya,126,LAKHIN CHANDRA CHETIA,IND,22005,2016,120848,18.21
4,Sadiya,126,DINDAYAL VERMA,IND,12481,2016,120848,10.33
5,Sadiya,126,TIKENDRA THAPA,IND,5047,2016,120848,4.18
6,Sadiya,126,DRONA CHARINGIA PHUKAN,CPM,2310,2016,120848,1.91
8,Sadiya,126,BISWANATH BARUAH,IND,1430,2016,120848,1.18
9,Sadiya,126,SHRIKUMAR DOHUTIA,IND,1264,2016,120848,1.05
10,Sadiya,126,ANUP PRATIM BORBARUAH,NCP,846,2016,120848,0.7
11,Sadiya,126,BULBUL GOWALA,IND,783,2016,120848,0.65
12,Sadiya,126,RAMEN BORGOHAIN,IND,758,2016,120848,0.63
13,Sadiya,126,LALIT DEORI,IND,756,2016,120848,0.63
7,Sadiya,126,None of the Above,NOTA,2044,2016,120848,1.69
