party,state,constituency,poll_date,name,age,gender,education,category,assets,criminal_cases,color,party_name
INC,Uttar Pradesh,Ghosi,12-05-2014,rashtrakunwarsingh,47,Male,Graduate,GEN,11109907,2,#019733,Indian National Congress
IND,Tamil Nadu,Salem,24-04-2014,arumugamm,73,Male,10th,GEN,11075983,0,,Independent
SP,Karnataka,Chamarajanagar,17-04-2014,guruswamyb,69,Male,Graduate Professional,GEN,11061200,0,#B15928,Samajwadi Party
JDU,Gujarat,Dahod,30-04-2014,kalararamsingbhainanjibhai,42,Male,12th,GEN,11051107,0,#8064a2,Janata Dal  (United)
INC,Andhra Pradesh,Rajampet,07-05-2014,annayyagarisaiprathap,69,Male,12th,GEN,11011974,0,#019733,Indian National Congress
INC,Andhra Pradesh,Machilipatnam,07-05-2014,sistlaramesh,51,Male,Graduate Professional,GEN,11000000,0,#019733,Indian National Congress
IND,Karnataka,Bidar,17-04-2014,machendar,50,Male,Post Graduate,GEN,11000000,0,,Independent
BJP,West Bengal,Baharampur,12-05-2014,debesadhikari,70,Male,Post Graduate,GEN,10987886,0,#FB7B0D,Bharatiya Janata Party
AAP,Jharkhand,Dumka,24-04-2014,sahadeosoren,64,Male,Post Graduate,GEN,10977580,0,,Aam Aadmi Party
RJD,Bihar,Begusarai,30-04-2014,mdtanveerhasan,54,Male,Doctorate,GEN,10956399,1,,Rashtriya Janata Dal
AIADMK,Tamil Nadu,Nilgiris,24-04-2014,gopalakrishnan-c,52,Male,Post Graduate,GEN,10941189,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
IND,Maharashtra,Ramtek,10-04-2014,rahulsheshraojimeshram,39,Male,12th,GEN,10938968,0,,Independent
AAP,Daman Diu,Daman Diu,30-04-2014,kessurgoan,45,Male,10th,GEN,10910623,0,,Aam Aadmi Party
AIUDF,West Bengal,Balurghat,24-04-2014,abdussadeksarkar,36,Male,Graduate Professional,GEN,10907085,2,,All India United Democratic Front
INC,Uttar Pradesh,Bahraich,07-05-2014,comandokamalkishor,62,Male,Graduate,GEN,10862277,1,#019733,Indian National Congress
BJP,Rajasthan,Ganganagar,17-04-2014,nihalchand,43,Male,Graduate,GEN,10861172,0,#FB7B0D,Bharatiya Janata Party
IND,Bihar,Katihar,24-04-2014,sanjaysingh,44,Male,Post Graduate,GEN,10830016,0,,Independent
IND,Uttar Pradesh,Kairana,10-04-2014,krishanpal,48,Male,Literate,GEN,10804500,0,,Independent
BJP,Uttar Pradesh,Muzaffarnagar,10-04-2014,drsanjeevkumarbalyan,41,Male,Doctorate,GEN,10794222,1,#FB7B0D,Bharatiya Janata Party
AAP,Orissa,Berhampur,10-04-2014,dhanadakantamishra,67,Male,Doctorate,GEN,10787163,0,,Aam Aadmi Party
CPIM,West Bengal,Maldaha Dakshin,24-04-2014,abulhasnatkhan,67,Male,Post Graduate,GEN,10785663,0,#DE0000,Communist Party of India  (Marxist)
BJP,Jharkhand,Ranchi,17-04-2014,ramtahalchoudhary,72,Male,10th,GEN,10743950,0,#FB7B0D,Bharatiya Janata Party
AAP,Tamil Nadu,Dindigul,24-04-2014,elanchezhians,36,Male,Graduate Professional,GEN,10729709,0,,Aam Aadmi Party
AAP,Rajasthan,Chittorgarh,17-04-2014,drnarendrakumargupta,60,Male,Graduate Professional,GEN,10723839,0,,Aam Aadmi Party
SP,Chhattisgarh,Rajnandgaon,17-04-2014,lodhiseemakaushik,43,Female,8th,GEN,10720000,0,#B15928,Samajwadi Party
CPIM,West Bengal,Jalpaiguri,17-04-2014,mahendrakumarroy,58,Male,Graduate,GEN,10695976,0,#DE0000,Communist Party of India  (Marxist)
BJP,Orissa,Jajpur,17-04-2014,amiyakantamallick,58,Male,10th,GEN,10680000,0,#FB7B0D,Bharatiya Janata Party
BJP,Manipur,Outer Manipur,09-04-2014,gangmumeikamei,73,Male,Post Graduate,GEN,10656364,0,#FB7B0D,Bharatiya Janata Party
CPI,Rajasthan,Chittorgarh,17-04-2014,radhadevi,54,Female,Post Graduate,GEN,10625129,0,#DE0000,Communist Party of India
AITC,West Bengal,Jaynagar,12-05-2014,pratimamondal,48,Female,Post Graduate,GEN,10614252,0,#0C6965,All India Trinamool Congress
REVOLUTIONARY SOCIALIST PARTY,West Bengal,Alipurduars,17-04-2014,manohartirkey,61,Male,10th,GEN,10594756,0,,Revolutionary Socialist Party
JDS,Karnataka,Raichur,17-04-2014,dbnayak,62,Male,Graduate,GEN,10591888,1,#8064a2,Janata Dal  (Secular)
BJP,Haryana,Rohtak,10-04-2014,omprakashdhankhad,52,Male,Post Graduate,GEN,10587916,1,#FB7B0D,Bharatiya Janata Party
AAP,Gujarat,Amreli,30-04-2014,sukhadiaynathabhaivallabhabhai,39,Male,5th,GEN,10587475,2,,Aam Aadmi Party
BJP,Bihar,Gopalganj,12-05-2014,janakram,42,Male,Post Graduate,GEN,10582664,2,#FB7B0D,Bharatiya Janata Party
IND,Maharashtra,Hingoli,17-04-2014,ghunnarprakashvitthalrao,55,Male,12th,GEN,10572325,0,,Independent
BJP,Jharkhand,Kodarma,10-04-2014,ravindrakumarray,50,Male,Doctorate,GEN,10564046,0,#FB7B0D,Bharatiya Janata Party
IND,Rajasthan,Jhunjhunu,17-04-2014,praveenkumar,32,Male,Post Graduate,GEN,10556850,0,,Independent
AAP,Meghalaya,Shillong,09-04-2014,armeringtonkharshiing,62,Male,Not Given,GEN,10547837,0,,Aam Aadmi Party
SP,Tamil Nadu,Mayiladuthurai,24-04-2014,irulappanv,63,Male,Post Graduate,GEN,10526000,0,#B15928,Samajwadi Party
IND,Maharashtra,Jalna,24-04-2014,mjavedawahab,29,Male,12th,GEN,10510000,0,,Independent
AAP,West Bengal,Raiganj,24-04-2014,pasarulalam,50,Male,Post Graduate,GEN,10495835,0,,Aam Aadmi Party
CPI,Jharkhand,Hazaribagh,17-04-2014,bhuneshwarprasadmehta,68,Male,12th,GEN,10483915,1,#DE0000,Communist Party of India
BJP,Gujarat,Panchmahal,30-04-2014,chauhanprabhatsinhpratapsinh,72,Male,10th,GEN,10464000,3,#FB7B0D,Bharatiya Janata Party
SHS,Bihar,Muzaffarpur,07-05-2014,ashokkumarjha,48,Male,10th,GEN,10460864,0,#F05A00,Shivsena
BJP,Uttar Pradesh,Dhaurahra,30-04-2014,rekha,32,Female,10th,GEN,10435468,0,#FB7B0D,Bharatiya Janata Party
SP,Uttar Pradesh,Etawah,24-04-2014,premdas,54,Male,Graduate,GEN,10427522,1,#B15928,Samajwadi Party
LJP,Bihar,Jamui,10-04-2014,chiragkumarpaswan,32,Male,12th,GEN,10414470,0,,Lok Jan Shakti Party
JDS,Kerala,Kottayam,10-04-2014,mathewtthomas,52,Male,Graduate Professional,GEN,10379737,4,#8064a2,Janata Dal  (Secular)
TRS,Andhra Pradesh,Adilabad,30-04-2014,godamnagesh,49,Male,Post Graduate,GEN,10378857,0,,Telangana Rashtra Samithi
INC,Tamil Nadu,Tiruvannamalai,24-04-2014,subramaniyana,55,Male,Graduate Professional,GEN,10376045,0,#019733,Indian National Congress
BJP,Kerala,Ponnani,10-04-2014,knarayananmaster,49,Male,12th,GEN,10368303,1,#FB7B0D,Bharatiya Janata Party
JDU,Bihar,Madhubani,30-04-2014,professorgulamgaus,52,Male,Post Graduate,GEN,10324645,1,#8064a2,Janata Dal  (United)
SP,Assam,Jorhat,07-04-2014,guninbasumatari,62,Male,Graduate Professional,GEN,10322068,0,#B15928,Samajwadi Party
IND,Andhra Pradesh,Eluru,07-05-2014,korukondavijayalakshmipandit,50,Female,12th,GEN,10318671,0,,Independent
AAP,Rajasthan,Udaipur,17-04-2014,velaram,64,Male,Doctorate,GEN,10272231,1,,Aam Aadmi Party
AITC,West Bengal,Kolkata Dakshin,12-05-2014,subratabakshi,64,Male,Graduate Professional,GEN,10265428,0,#0C6965,All India Trinamool Congress
IND,Chhattisgarh,Korba,24-04-2014,fattesinghshyam,55,Male,Illiterate,GEN,10250700,0,,Independent
INC,Andhra Pradesh,Anantapur,07-05-2014,panilchowdary,46,Male,Graduate,GEN,10240000,0,#019733,Indian National Congress
IND,Uttar Pradesh,Meerut,10-04-2014,sunildutt,38,Male,12th,GEN,10218400,0,,Independent
BJP,Bihar,Gaya,10-04-2014,harimanjhi,51,Male,8th,GEN,10184120,1,#FB7B0D,Bharatiya Janata Party
BJP,Himachal Pradesh,Mandi,07-05-2014,ramswaroopsharma,55,Male,10th,GEN,10178871,0,#FB7B0D,Bharatiya Janata Party
BJP,Orissa,Bhubaneswar,17-04-2014,prithivirajharichandan,46,Male,Post Graduate,GEN,10162181,1,#FB7B0D,Bharatiya Janata Party
BJP,Madhya Pradesh,Rewa,10-04-2014,janardanmishra,58,Male,Graduate Professional,GEN,10156568,0,#FB7B0D,Bharatiya Janata Party
AITC,Manipur,Outer Manipur,09-04-2014,kimgangte,51,Female,Post Graduate,GEN,10150000,0,#0C6965,All India Trinamool Congress
INC,Orissa,Bhadrak,17-04-2014,sangramkesharijena,36,Male,Post Graduate,GEN,10108428,5,#019733,Indian National Congress
IND,Maharashtra,Nandurbar,24-04-2014,advsobjidevalyagavit,60,Male,Graduate Professional,GEN,10100000,0,,Independent
IND,Chhattisgarh,Bilaspur,24-04-2014,jaitramkhande,50,Male,5th,GEN,10058052,0,,Independent
INC,West Bengal,Bardhaman Purba,30-04-2014,chandanamajhi,50,Female,Graduate,GEN,10055920,0,#019733,Indian National Congress
IND,Uttar Pradesh,Maharajganj,12-05-2014,tejpratap,49,Male,10th,GEN,10046000,0,,Independent
AITC,West Bengal,Howrah,30-04-2014,prasunbanerjee,59,Male,Graduate,GEN,10041098,0,#0C6965,All India Trinamool Congress
REVOLUTIONARY SOCIALIST PARTY,West Bengal,Baharampur,12-05-2014,pramothesmukherjee,68,Male,Post Graduate,GEN,10039899,0,,Revolutionary Socialist Party
AAP,Bihar,Ujiarpur,07-05-2014,sureshchoudhary,71,Male,Post Graduate,GEN,10027072,0,,Aam Aadmi Party
IND,Kerala,Wayanad,10-04-2014,abrahambenhur,64,Male,Post Graduate,GEN,9999242,0,,Independent
AAP,Uttar Pradesh,Mainpuri,24-04-2014,babahardevsingh,66,Male,Doctorate,GEN,9994500,0,,Aam Aadmi Party
IND,Rajasthan,Rajsamand,17-04-2014,sanjaychoudhary,45,Male,Graduate,GEN,9990000,0,,Independent
CPIM,Uttar Pradesh,Moradabad,17-04-2014,nafisuddin,80,Male,8th,GEN,9951294,0,#DE0000,Communist Party of India  (Marxist)
IND,Karnataka,Dharwad,17-04-2014,shreekantkabadi,52,Male,Graduate,GEN,9950010,0,,Independent
JDS,Karnataka,Bagalkot,17-04-2014,hunashyalravi,50,Male,Graduate,GEN,9950000,0,#8064a2,Janata Dal  (Secular)
TRS,Andhra Pradesh,Hyderabad,30-04-2014,rashidshareef,53,Male,8th,GEN,9901000,0,,Telangana Rashtra Samithi
INC,West Bengal,Barrackpur,12-05-2014,samrattopadar,38,Male,Post Graduate,GEN,9896131,0,#019733,Indian National Congress
AAP,Bihar,Khagaria,30-04-2014,drswamivivekanand,50,Male,Doctorate,GEN,9890017,2,,Aam Aadmi Party
IND,Chandigarh,Chandigarh,10-04-2014,ajaysingla,38,Male,10th,GEN,9877806,2,,Independent
SP,Uttar Pradesh,Bansgaon,12-05-2014,gorakhprasad,56,Male,Graduate Professional,GEN,9844522,1,#B15928,Samajwadi Party
JDU,Bihar,Jamui,10-04-2014,udaynarainchoudhary,61,Male,Graduate,GEN,9827813,0,#8064a2,Janata Dal  (United)
AIADMK,Tamil Nadu,Thoothukkudi,24-04-2014,jeyasinghthiyagarajnatterjeej,60,Male,Post Graduate,GEN,9822294,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
INC,Tamil Nadu,Vellore,24-04-2014,vijayelanchezian-j,32,Male,Graduate Professional,GEN,9800356,0,#019733,Indian National Congress
AITC,West Bengal,Basirhat,12-05-2014,idrisali,64,Male,Graduate Professional,GEN,9800277,9,#0C6965,All India Trinamool Congress
AAP,Goa,North Goa,12-04-2014,dattaramdesai,61,Male,Post Graduate,GEN,9795686,0,,Aam Aadmi Party
IND,Uttar Pradesh,Aligarh,10-04-2014,natthilalsharma,58,Male,Graduate,GEN,9794000,0,,Independent
INC,West Bengal,Maldaha Uttar,24-04-2014,mausamnoor,34,Female,Graduate Professional,GEN,9778222,0,#019733,Indian National Congress
IND,Gujarat,Valsad,30-04-2014,budhabhairanchhodbhaipatel,53,Male,10th,GEN,9773500,0,,Independent
AITC,Maharashtra,Chandrapur,10-04-2014,pankajkumarsharma,40,Male,Graduate,GEN,9757822,0,#0C6965,All India Trinamool Congress
BJP,Kerala,Idukki,10-04-2014,sabuvarghese,51,Male,Graduate Professional,GEN,9755000,0,#FB7B0D,Bharatiya Janata Party
IND,Uttar Pradesh,Mirzapur,12-05-2014,adeshtyagi,45,Male,Graduate,GEN,9715000,0,,Independent
IND,Rajasthan,Kota,17-04-2014,mohanlalmahawar,74,Male,12th,GEN,9702000,0,,Independent
AITC,West Bengal,Bangaon,12-05-2014,kapilkrishnathakur,73,Male,Graduate,GEN,9667890,0,#0C6965,All India Trinamool Congress
INC,West Bengal,Tamluk,12-05-2014,skanwarali,67,Male,Post Graduate,GEN,9665943,0,#019733,Indian National Congress
LJP,Bihar,Hajipur,07-05-2014,ramvilaspaswan,67,Male,Post Graduate,GEN,9642023,2,,Lok Jan Shakti Party
INC,Madhya Pradesh,Mandla,10-04-2014,omkarsinghmarkam,37,Male,Post Graduate,GEN,9618675,0,#019733,Indian National Congress
AAP,Gujarat,Dahod,30-04-2014,muniakamalsinhchhaganbhai,66,Male,Post Graduate,GEN,9612321,0,,Aam Aadmi Party
BJP,Madhya Pradesh,Dhar,24-04-2014,savitrithakur,35,Female,10th,GEN,9606464,0,#FB7B0D,Bharatiya Janata Party
AAP,Uttarakhand,Almora,07-05-2014,harishchandraarya,44,Male,12th,GEN,9535000,0,,Aam Aadmi Party
AAP,Maharashtra,Hingoli,17-04-2014,principaldrvithalnamdeoraokadam,59,Male,Doctorate,GEN,9525025,0,,Aam Aadmi Party
SP,Maharashtra,Parbhani,17-04-2014,advajaysitaramkarandepatil,40,Male,Post Graduate,GEN,9510000,0,#B15928,Samajwadi Party
IND,Punjab,Sangrur,30-04-2014,harinderkumar,52,Male,8th,GEN,9508574,0,,Independent
AITC,Bihar,Jahanabad,17-04-2014,mdistiyak,49,Male,Graduate Professional,GEN,9481904,2,#0C6965,All India Trinamool Congress
AAP,Karnataka,Belgaum,17-04-2014,muttappachannasangappaangadi,39,Male,12th,GEN,9470924,0,,Aam Aadmi Party
INC,Himachal Pradesh,Shimla,07-05-2014,mohanlalbrakta,48,Male,Graduate Professional,GEN,9452159,0,#019733,Indian National Congress
BJP,Gujarat,Kheda,30-04-2014,chauhandevusinhjesingbhai,49,Male,12th,GEN,9426376,0,#FB7B0D,Bharatiya Janata Party
AAP,Uttar Pradesh,Meerut,10-04-2014,drhimanshusingh,43,Male,Graduate Professional,GEN,9408585,3,,Aam Aadmi Party
AITC,West Bengal,Jalpaiguri,17-04-2014,bijoychandrabarman,57,Male,Post Graduate,GEN,9396430,0,#0C6965,All India Trinamool Congress
INC,Uttar Pradesh,Faizabad,07-05-2014,nirmalkhatri,63,Male,Doctorate,GEN,9364711,0,#019733,Indian National Congress
SP,Maharashtra,Hingoli,17-04-2014,shaikhnayeemshaikhlal,48,Male,12th,GEN,9355936,0,#B15928,Samajwadi Party
INC,Gujarat,Ahmedabad West,30-04-2014,makwanaishwarbahidhanabhai,64,Male,Graduate,GEN,9355477,1,#019733,Indian National Congress
IND,Maharashtra,Parbhani,17-04-2014,ramraodhansingrathodsirnirankari,63,Male,Post Graduate,GEN,9330000,0,,Independent
AAP,Maharashtra,Gadchiroli-Chimur,10-04-2014,drgajberameshkumarbaburaoji,61,Male,Post Graduate,GEN,9315000,0,,Aam Aadmi Party
BJP,Tamil Nadu,Sivaganga,24-04-2014,hraja,56,Male,Graduate Professional,GEN,9313714,0,#FB7B0D,Bharatiya Janata Party
BJP,Kerala,Kozhikode,10-04-2014,padmanabhanck,65,Male,10th,GEN,9306000,0,#FB7B0D,Bharatiya Janata Party
IND,Bihar,Sasaram,10-04-2014,surendraram,39,Male,5th,GEN,9289000,0,,Independent
BJP,Andhra Pradesh,Warangal,30-04-2014,parameshwarramagalla,55,Male,Graduate Professional,GEN,9280000,5,#FB7B0D,Bharatiya Janata Party
INC,Gujarat,Valsad,30-04-2014,kishanbhaivestabhaipatel,48,Male,12th,GEN,9272641,2,#019733,Indian National Congress
RASHTRIYA LOK SAMTA PARTY,Bihar,Sitamarhi,07-05-2014,ramkumarsharma,50,Male,Post Graduate,GEN,9265000,0,,Rashtriya Lok Samta Party
AAP,Karnataka,Bijapur,17-04-2014,shridharnarayankar,34,Male,Others,GEN,9261841,0,,Aam Aadmi Party
INC,Kerala,Vadakara,10-04-2014,mullappallyramachandran,67,Male,Post Graduate,GEN,9225000,0,#019733,Indian National Congress
AIADMK,Tamil Nadu,Vellore,24-04-2014,senguttuvan-b,57,Male,Post Graduate,GEN,9197355,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
SP,Uttar Pradesh,Salempur,12-05-2014,haribanshsahaikushwaha,78,Male,Post Graduate,GEN,9164110,0,#B15928,Samajwadi Party
IUML,Uttar Pradesh,Firozabad,24-04-2014,rahatafroz,52,Male,10th,GEN,9063214,0,,Indian Union Muslim League
BJP,Jharkhand,Lohardaga,10-04-2014,sudarshanbhagat,45,Male,Graduate,GEN,9031009,0,#FB7B0D,Bharatiya Janata Party
IND,Orissa,Sambalpur,10-04-2014,mdalihussain,42,Male,12th,GEN,9030000,0,,Independent
IND,Madhya Pradesh,Damoh,17-04-2014,anantlalbasor,67,Male,10th,GEN,9014000,0,,Independent
INC,Jharkhand,Singhbhum,17-04-2014,chitrasensinku,63,Male,12th,GEN,8992000,0,#019733,Indian National Congress
INC,West Bengal,Jadavpur,12-05-2014,samiraich,58,Male,Others,GEN,8963371,0,#019733,Indian National Congress
AAP,Haryana,Bhiwani-Mahendragarh,10-04-2014,lalitkumar,39,Male,Graduate Professional,GEN,8922356,0,,Aam Aadmi Party
JDU,Bihar,Ujiarpur,07-05-2014,ashwamedhdevi,51,Female,5th,GEN,8916714,0,#8064a2,Janata Dal  (United)
AITC,West Bengal,Purulia,07-05-2014,mrigankamahato,51,Male,Graduate Professional,GEN,8895210,0,#0C6965,All India Trinamool Congress
INC,Uttar Pradesh,Akbarpur,24-04-2014,rajarampal,53,Male,Graduate Professional,GEN,8888279,1,#019733,Indian National Congress
AAP,Uttar Pradesh,Faizabad,07-05-2014,mayuritiwari,35,Female,Post Graduate,GEN,8887812,0,,Aam Aadmi Party
CPI,Punjab,Sangrur,30-04-2014,sukhdevramsharma,60,Male,10th,GEN,8886669,0,#DE0000,Communist Party of India
IND,Tamil Nadu,Karur,24-04-2014,manickavasagam-a,53,Male,Graduate,GEN,8874100,0,,Independent
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Nalgonda,30-04-2014,gunnamnagireddy,64,Male,Graduate,GEN,8861773,0,,Yuvajana Sramika Rythu Congress Party
BJP,Madhya Pradesh,Guna,17-04-2014,jaibhansinghpawaiya,58,Male,Others,GEN,8860522,1,#FB7B0D,Bharatiya Janata Party
AAP,Dadra Nagar Haveli,Dadra Nagar Haveli,30-04-2014,chhotubhaibabubhaipatel,49,Male,10th,GEN,8847442,0,,Aam Aadmi Party
INC,Rajasthan,Barmer,17-04-2014,harishchaudhary,43,Male,Post Graduate,GEN,8822577,0,#019733,Indian National Congress
AITC,Arunachal Pradesh,Arunachal West,09-04-2014,gumjumhaider,36,Male,Graduate,GEN,8808016,0,#0C6965,All India Trinamool Congress
BJP,Uttar Pradesh,Meerut,10-04-2014,rajendraagarwal,64,Male,Post Graduate,GEN,8803517,2,#FB7B0D,Bharatiya Janata Party
BJD,Orissa,Koraput,10-04-2014,jhinahikaka,39,Male,Graduate,GEN,8800000,0,#000000,Biju Janata Dal
BJP,Karnataka,Dakshina Kannada,17-04-2014,nalinkumarkatil,48,Male,10th,GEN,8789001,1,#FB7B0D,Bharatiya Janata Party
AAP,Tamil Nadu,Thoothukkudi,24-04-2014,mpushparayan,46,Male,Literate,GEN,8775806,380,,Aam Aadmi Party
BJP,Madhya Pradesh,Tikamgarh,17-04-2014,drvirendrakumar,60,Male,Doctorate,GEN,8764635,0,#FB7B0D,Bharatiya Janata Party
CPIM,West Bengal,Jhargram,07-05-2014,drpulinbiharibaske,46,Male,Graduate Professional,GEN,8749410,0,#DE0000,Communist Party of India  (Marxist)
AAP,Assam,Gauhati,24-04-2014,pranjalbordoloy,43,Male,Graduate,GEN,8726568,0,,Aam Aadmi Party
INC,Uttar Pradesh,Varanasi,12-05-2014,ajayrai,42,Male,Graduate,GEN,8721893,9,#019733,Indian National Congress
AIUDF,West Bengal,Raiganj,24-04-2014,zameerulhasan,64,Male,Graduate,GEN,8696996,0,,All India United Democratic Front
BJP,Orissa,Sambalpur,10-04-2014,sureshpujari,53,Male,Post Graduate,GEN,8684372,0,#FB7B0D,Bharatiya Janata Party
BJP,Chhattisgarh,Bilaspur,24-04-2014,lakhanlalsausokalyanlalsahu,43,Male,Post Graduate,GEN,8661133,0,#FB7B0D,Bharatiya Janata Party
SHS,Andhra Pradesh,Malkajgiri,30-04-2014,muraritn,40,Male,Graduate,GEN,8647342,0,#F05A00,Shivsena
BJP,Uttar Pradesh,Machhlishahr,12-05-2014,ramcharitranishad,46,Male,12th,GEN,8641278,0,#FB7B0D,Bharatiya Janata Party
IND,Andhra Pradesh,Karimnagar,30-04-2014,kandemprabhakar,45,Male,Graduate,GEN,8600000,0,,Independent
CPI,Madhya Pradesh,Bhopal,17-04-2014,shailendrakumarshaili,53,Male,Post Graduate,GEN,8582000,0,#DE0000,Communist Party of India
AAP,Karnataka,Bellary,17-04-2014,malagishivakumargiriyappa,32,Male,Post Graduate,GEN,8580500,0,,Aam Aadmi Party
AITC,West Bengal,Maldaha Dakshin,24-04-2014,mdmoazzemhossain,57,Male,Post Graduate,GEN,8580219,0,#0C6965,All India Trinamool Congress
CPIM,Rajasthan,Churu,17-04-2014,indrasinghjat,60,Male,Post Graduate,GEN,8543953,0,#DE0000,Communist Party of India  (Marxist)
IND,Uttar Pradesh,Unnao,30-04-2014,rameshwar,57,Male,Literate,GEN,8524929,0,,Independent
AAP,Uttar Pradesh,Etah,24-04-2014,hanshrajsingh,0,Male,8th,GEN,8515861,0,,Aam Aadmi Party
IND,Gujarat,Bharuch,30-04-2014,sindhimayyudeenumarbhai,54,Male,10th,GEN,8501000,0,,Independent
IND,Tamil Nadu,Cuddalore,24-04-2014,tsivagnanasambandan,59,Male,Post Graduate,GEN,8496700,0,,Independent
CPI,Tamil Nadu,Thoothukkudi,24-04-2014,mohanraja,51,Male,Graduate Professional,GEN,8475249,2,#DE0000,Communist Party of India
CPI,Gujarat,Bardoli,30-04-2014,ravalibenshankarbhaichaudhari,55,Female,10th,GEN,8475030,0,#DE0000,Communist Party of India
CPI,Bihar,Begusarai,30-04-2014,rajendraprasadsingh,68,Male,Graduate,GEN,8437962,5,#DE0000,Communist Party of India
JDU,Uttar Pradesh,Deoria,12-05-2014,vedprakashmall,41,Male,Not Given,GEN,8427012,0,#8064a2,Janata Dal  (United)
CPIM,Tamil Nadu,Kanniyakumari,24-04-2014,bellarminav,59,Male,Post Graduate,GEN,8419973,1,#DE0000,Communist Party of India  (Marxist)
AAP,Tripura,Tripura East,12-04-2014,srikarnabijoyjamatia,39,Male,10th,GEN,8410000,0,,Aam Aadmi Party
IND,Jharkhand,Kodarma,10-04-2014,manojkumar,38,Male,Post Graduate,GEN,8410000,0,,Independent
AAP,Gujarat,Surendranagar,30-04-2014,jethabhaimanjibhaipatel,58,Male,5th,GEN,8406405,0,,Aam Aadmi Party
CPI,Punjab,Patiala,30-04-2014,nirmalsinghdhaliwal,65,Male,Graduate Professional,GEN,8403786,0,#DE0000,Communist Party of India
IND,Maharashtra,Mumbai North West,24-04-2014,nitinhkhare,34,Male,Graduate Professional,GEN,8395927,0,,Independent
IND,Uttarakhand,Garhwal,07-05-2014,renuagarwal,36,Female,Post Graduate,GEN,8387844,0,,Independent
IND,West Bengal,Ranaghat,12-05-2014,subhaschandrasarkar,66,Male,Graduate,GEN,8377300,0,,Independent
SHS,Bihar,Darbhanga,30-04-2014,kedarkumarkeshav,46,Male,Post Graduate,GEN,8366241,0,#F05A00,Shivsena
IND,West Bengal,Diamond Harbour,12-05-2014,aloksen,43,Male,12th,GEN,8363380,0,,Independent
RJD,Jharkhand,Palamau,10-04-2014,manojkumar,41,Male,Graduate,GEN,8357000,1,,Rashtriya Janata Dal
IND,Tamil Nadu,Theni,24-04-2014,mamallanthakanagamuthu,34,Male,Doctorate,GEN,8341084,0,,Independent
AAP,Andhra Pradesh,Nalgonda,30-04-2014,tejavathbellaiahnaik,42,Male,Graduate Professional,GEN,8320000,0,,Aam Aadmi Party
CPIM,West Bengal,Arambag,30-04-2014,saktimohanmalik,54,Male,Post Graduate,GEN,8292881,1,#DE0000,Communist Party of India  (Marxist)
BJP,Orissa,Nabarangpur,10-04-2014,parsurammajhi,53,Male,Graduate,GEN,8274821,0,#FB7B0D,Bharatiya Janata Party
AAP,Jharkhand,Hazaribagh,17-04-2014,mithaleshkumarmahto,40,Male,Doctorate,GEN,8251000,1,,Aam Aadmi Party
BJP,West Bengal,Jaynagar,12-05-2014,krishnapadamajumder,62,Male,Post Graduate,GEN,8249242,0,#FB7B0D,Bharatiya Janata Party
CPIM,Jharkhand,Ranchi,17-04-2014,rajendrasinghmunda,78,Male,10th,GEN,8243730,0,#DE0000,Communist Party of India  (Marxist)
IND,Andhra Pradesh,Peddapalle,30-04-2014,gaddalavinaykumar,56,Male,8th,GEN,8237500,0,,Independent
SP,Uttar Pradesh,Kheri,17-04-2014,raviprakashverma,54,Male,Graduate Professional,GEN,8213389,1,#B15928,Samajwadi Party
SP,Tamil Nadu,Karur,24-04-2014,murugesan-m,62,Male,Graduate,GEN,8190000,0,#B15928,Samajwadi Party
AITC,West Bengal,Ranaghat,12-05-2014,tapasmandal,42,Male,Doctorate,GEN,8169115,0,#0C6965,All India Trinamool Congress
IND,Tamil Nadu,Perambalur,24-04-2014,abdulrahman-r,41,Male,10th,GEN,8165500,0,,Independent
INLD,Haryana,Sirsa,10-04-2014,charanjeetsingh,43,Male,10th,GEN,8146887,0,,Indian National Lok Dal
IND,Gujarat,Mahesana,30-04-2014,thakorbaldevjimaganji,57,Male,5th,GEN,8124000,0,,Independent
IND,Puducherry,Pondicherry,24-04-2014,mramadass,64,Male,Doctorate,GEN,8094600,0,,Independent
BJP,Jharkhand,Singhbhum,17-04-2014,laxmangiluwa,52,Male,12th,GEN,8094301,4,#FB7B0D,Bharatiya Janata Party
