party,constituency,state,poll_date,name,age,gender,education,category,assets,criminal_cases,color,sub_name,constituency_name,party_name
IND,Hardwar,Uttarakhand,07-05-2014,Dd Sharma,66,Male,12th,GEN,4113784,0,,ddsharma,Hardwar,Independent
IND,Salem,Tamil Nadu,24-04-2014,M Ahamed Shahjahan,45,Male,Post Graduate,GEN,4100000,0,,mahamedshahjahan,Salem,Independent
CPI,Parbhani,Maharashtra,17-04-2014,Comrade Rajan Kshirsagar,47,Male,Graduate,GEN,4099277,7,#DE0000,comraderajankshirsagar,Parbhani,Communist Party of India
IND,Anandpur Sahib,Punjab,30-04-2014,Gurmeet Singh,69,Male,8th,GEN,4097703,0,,gurmeetsingh,Anandpur Sahib,Independent
CPI,Banda,Uttar Pradesh,30-04-2014,Ramchandra Saras,52,Male,Graduate,GEN,4090000,0,#DE0000,ramchandrasaras,Banda,Communist Party of India
SP,Anand,Gujarat,30-04-2014,Mahida Mahendrasinh Sahebsinh,42,Male,12th,GEN,4085000,0,#B15928,mahidamahendrasinhsahebsinh,Anand,Samajwadi Party
CPIM,Hingoli,Maharashtra,17-04-2014,Dbnaik,47,Male,Graduate,GEN,4071000,1,#DE0000,dbnaik,Hingoli,Communist Party of India  (Marxist)
INC,Khunti,Jharkhand,17-04-2014,Kalicharan Munda,52,Male,12th,GEN,4069525,0,#019733,kalicharanmunda,Khunti,Indian National Congress
IND,Bangalore South,Karnataka,17-04-2014,B R Govindaiah,64,Male,12th,GEN,4067500,0,,brgovindaiah,Bangalore South,Independent
IND,Hazaribagh,Jharkhand,17-04-2014,Prayag Prasad,49,Male,Literate,GEN,4063000,0,,prayagprasad,Hazaribagh,Independent
IND,Gwalior,Madhya Pradesh,17-04-2014,Deepak Kumar Bansal Rangwale Prerak,49,Male,Graduate,GEN,4059104,0,,deepakkumarbansalrangwaleprerak,Gwalior,Independent
IND,Guna,Madhya Pradesh,17-04-2014,Narayanrao Gupchup,62,Male,8th,GEN,4055500,0,,narayanraogupchup,Guna,Independent
BJP,Banswara,Rajasthan,17-04-2014,Manshankar Ninama,58,Male,8th,GEN,4040285,0,#FB7B0D,manshankarninama,Banswara,Bharatiya Janata Party
AAP,Tonk-Sawai Madhopur,Rajasthan,24-04-2014,Mukesh,41,Male,Post Graduate,GEN,4035502,0,,mukesh,Tonk-Sawai Madhopur,Aam Aadmi Party
IND,Barasat,West Bengal,12-05-2014,Kalyan Basak,37,Male,12th,GEN,4026359,1,,kalyanbasak,Barasat,Independent
CPI,Ghosi,Uttar Pradesh,12-05-2014,Atul Kumar Singh Anjan,59,Male,Graduate Professional,GEN,4026121,0,#DE0000,atulkumarsinghanjan,Ghosi,Communist Party of India
IND,Hathras,Uttar Pradesh,24-04-2014,Niranjan Singh,67,Male,10th,GEN,4023000,0,,niranjansingh,Hathras,Independent
IND,Vellore,Tamil Nadu,24-04-2014,Gangadaran -k,70,Male,Not Given,GEN,4009373,0,,gangadaran-k,Vellore,Independent
INC,Latur,Maharashtra,17-04-2014,Bansode Dattatray Gunderao,68,Male,Post Graduate,GEN,4006396,0,#019733,bansodedattatraygunderao,Latur,Indian National Congress
IND,Haveri,Karnataka,17-04-2014,Rudresh Ramanna Hadagali,51,Male,Graduate,GEN,4006360,0,,rudreshramannahadagali,Haveri,Independent
IND,Khammam,Andhra Pradesh,30-04-2014,Marikanti Vasudasu,69,Male,12th,GEN,4000000,0,,marikantivasudasu,Khammam,Independent
IND,Anandpur Sahib,Punjab,30-04-2014,Harcharan Singh,69,Male,Graduate,GEN,4000000,0,,harcharansingh,Anandpur Sahib,Independent
IND,Rohtak,Haryana,10-04-2014,Satpal,44,Male,10th,GEN,3998000,0,,satpal,Rohtak,Independent
JMM,Mayurbhanj,Orissa,17-04-2014,Debashis Marndi,37,Male,Doctorate,GEN,3993858,0,,debashismarndi,Mayurbhanj,Jharkhand Mukti Morcha
IND,Krishnagiri,Tamil Nadu,24-04-2014,Pattabiramac,41,Male,12th,GEN,3993522,0,,pattabiramac,Krishnagiri,Independent
IND,Sabarkantha,Gujarat,30-04-2014,Patel Purushottambhai Ambalal,58,Male,10th,GEN,3990000,0,,patelpurushottambhaiambalal,Sabarkantha,Independent
IND,Aonla,Uttar Pradesh,17-04-2014,Arshadurraza Khan,25,Male,Post Graduate,GEN,3973500,0,,arshadurrazakhan,Aonla,Independent
IND,Gurgaon,Haryana,10-04-2014,Rajeev Yadav,38,Male,Post Graduate,GEN,3963909,0,,rajeevyadav,Gurgaon,Independent
SP,Yavatmal-Washim,Maharashtra,10-04-2014,Ahmad Parvez Iqbal Ahmad Nur Mohammad,44,Male,Graduate,GEN,3957500,1,#B15928,ahmadparveziqbalahmadnurmohammad,Yavatmal-Washim,Samajwadi Party
IND,Hardoi,Uttar Pradesh,24-04-2014,Sarvesh,37,Male,10th,GEN,3956424,0,,sarvesh,Hardoi,Independent
AITC,Azamgarh,Uttar Pradesh,12-05-2014,Madan,46,Male,10th,GEN,3955000,0,#0C6965,madan,Azamgarh,All India Trinamool Congress
IND,Theni,Tamil Nadu,24-04-2014,Karuppiah -r,43,Male,Literate,GEN,3946522,0,,karuppiah-r,Theni,Independent
IND,Korba,Chhattisgarh,24-04-2014,Shambhu Sharma,70,Male,Graduate Professional,GEN,3898542,0,,shambhusharma,Korba,Independent
CPI,Bhiwandi,Maharashtra,24-04-2014,Patil Madhukar Vitthal,61,Male,5th,GEN,3897131,0,#DE0000,patilmadhukarvitthal,Bhiwandi,Communist Party of India
NCP,Dadra Nagar Haveli,Dadra Nagar Haveli,30-04-2014,Janiabhai C Khulat,58,Male,8th,GEN,3873077,0,,janiabhaickhulat,Dadar & Nagar Haveli,Nationalist Congress Party
IND,Sivaganga,Tamil Nadu,24-04-2014,Msaravanan,39,Male,12th,GEN,3870000,0,,msaravanan,Sivaganga,Independent
IND,Mumbai North East,Maharashtra,24-04-2014,Khan Shamim Banu,42,Female,5th,GEN,3869918,0,,khanshamimbanu,Mumbai North East,Independent
IND,Banka,Bihar,24-04-2014,Naresh Kumar Priyadarshi,38,Male,Graduate,GEN,3863500,0,,nareshkumarpriyadarshi,Banka,Independent
IND,Chennai North,Tamil Nadu,24-04-2014,Marimuthu P,57,Male,5th,GEN,3861000,0,,marimuthup,Chennai North,Independent
IND,Jalandhar,Punjab,30-04-2014,Manjeet Kaur Wo Sukhdev Singh,37,Female,5th,GEN,3857563,0,,manjeetkaurwosukhdevsingh,Jalandhar,Independent
AAP,Ganganagar,Rajasthan,17-04-2014,Dr Balkrishan Bawari,55,Male,Graduate Professional,GEN,3855000,0,,drbalkrishanbawari,Ganganagar,Aam Aadmi Party
IND,Bangalore North,Karnataka,17-04-2014,Sunilvj,38,Male,10th,GEN,3845084,0,,sunilvj,Bangalore North,Independent
IND,Mandya,Karnataka,17-04-2014,Bhanuprakashkl,33,Male,Post Graduate,GEN,3828500,0,,bhanuprakashkl,Mandya,Independent
AAP,Sirsa,Haryana,10-04-2014,Poonam Chand,58,Male,12th,GEN,3825442,0,,poonamchand,Sirsa,Aam Aadmi Party
INC,Inner Manipur,Manipur,17-04-2014,Dr Thokchom Meinya,69,Male,Doctorate,GEN,3825200,0,#019733,drthokchommeinya,Inner Manipur,Indian National Congress
AAP,Jamshedpur,Jharkhand,17-04-2014,Kumar Chandra Mardi,65,Male,8th,GEN,3820000,2,,kumarchandramardi,Jamshedpur,Aam Aadmi Party
IND,Baramulla,Jammu Kashmir,07-05-2014,Nisar Ahmad Ahanger,34,Male,10th,GEN,3813600,0,,nisarahmadahanger,Baramulla,Independent
IND,Chidambaram,Tamil Nadu,24-04-2014,Rajkumar -s,38,Male,12th,GEN,3811500,0,,rajkumar-s,Chidambaram,Independent
IND,Nagpur,Maharashtra,10-04-2014,Baburao Damaduji Meshram,65,Male,12th,GEN,3810000,0,,baburaodamadujimeshram,Nagpur,Independent
INC,Karimnagar,Andhra Pradesh,30-04-2014,Ponnam Prabhakar,47,Male,Post Graduate,GEN,3806747,1,#019733,ponnamprabhakar,Karimnagar,Indian National Congress
IND,Banda,Uttar Pradesh,30-04-2014,Narendra Kumar Shrivastava,64,Male,10th,GEN,3803936,0,,narendrakumarshrivastava,Banda,Independent
AITC,Godda,Jharkhand,24-04-2014,Damodar Singh,46,Male,12th,GEN,3802143,0,#0C6965,damodarsingh,Godda,All India Trinamool Congress
AAP,Solapur,Maharashtra,17-04-2014,Lalit Babar,58,Male,Graduate,GEN,3798836,0,,lalitbabar,Solapur,Aam Aadmi Party
IND,Madurai,Tamil Nadu,24-04-2014,Mgopalakrishnan,38,Male,10th,GEN,3798200,6,,mgopalakrishnan,Madurai,Independent
IND,Ahmednagar,Maharashtra,17-04-2014,Deshmukh Vikas Nanasaheb,38,Male,12th,GEN,3796964,0,,deshmukhvikasnanasaheb,Ahmadnagar,Independent
IND,Varanasi,Uttar Pradesh,12-05-2014,Mahendra Mishra,57,Male,12th,GEN,3788275,0,,mahendramishra,Varanasi,Independent
IND,New Delhi,National Capital Territory Of Delhi,10-04-2014,Lukman Khan,52,Male,5th,GEN,3786699,2,,lukmankhan,New Delhi,Independent
AAP,Kachchh,Gujarat,30-04-2014,Danicha Govindbhai Punamchand,46,Male,Graduate Professional,GEN,3777000,0,,danichagovindbhaipunamchand,Kachchh,Aam Aadmi Party
IND,Shrawasti,Uttar Pradesh,07-05-2014,Ram Adhar,66,Male,12th,GEN,3772459,0,,ramadhar,Shrawasti,Independent
BJP,Jangipur,West Bengal,24-04-2014,Samrat Ghosh,29,Male,Graduate Professional,GEN,3771352,0,#FB7B0D,samratghosh,Jangipur,Bharatiya Janata Party
IND,Hassan,Karnataka,17-04-2014,Sn Mallappa,50,Male,12th,GEN,3765750,0,,snmallappa,Hassan,Independent
INC,Attingal,Kerala,10-04-2014,Advbindhu Krishna,41,Female,Post Graduate,GEN,3764729,2,#019733,advbindhukrishna,Attingal,Indian National Congress
AAP,Shirdi,Maharashtra,17-04-2014,Nitin Navnath Udmale,35,Male,Graduate,GEN,3756000,0,,nitinnavnathudmale,Shirdi,Aam Aadmi Party
IND,Ambala,Haryana,10-04-2014,Phool Chand,57,Male,8th,GEN,3750000,0,,phoolchand,Ambala,Independent
AAP,Ponnani,Kerala,10-04-2014,Shylock Pv,36,Male,Graduate,GEN,3748638,1,,shylockpv,Ponnani,Aam Aadmi Party
IND,Raipur,Chhattisgarh,24-04-2014,Kranti Kumar Chandrakar,35,Male,Graduate Professional,GEN,3748061,0,,krantikumarchandrakar,Raipur,Independent
IND,Ratnagiri Sindhudurg,Maharashtra,17-04-2014,Arun Harishchandra Manjrekar,59,Male,10th,GEN,3745087,0,,arunharishchandramanjrekar,Ratnagiri - Sindhudurg,Independent
IND,Madurai,Tamil Nadu,24-04-2014,Pramasubramanian,38,Male,10th,GEN,3742169,0,,pramasubramanian,Madurai,Independent
IND,Ramtek,Maharashtra,10-04-2014,Gurudas Uddhav Bawane,38,Male,12th,GEN,3742000,0,,gurudasuddhavbawane,Ramtek,Independent
AAP,Warangal,Andhra Pradesh,30-04-2014,Chintha Swamy,44,Male,Graduate,GEN,3730000,0,,chinthaswamy,Warangal,Aam Aadmi Party
IND,Gandhinagar,Gujarat,30-04-2014,Thakor Chandrasinh Javansinh,50,Male,8th,GEN,3726000,0,,thakorchandrasinhjavansinh,Gandhinagar,Independent
IND,Ernakulam,Kerala,10-04-2014,N J Pious,46,Male,Graduate,GEN,3722750,0,,njpious,Ernakulam,Independent
IND,Chennai North,Tamil Nadu,24-04-2014,Charavanan Mp,53,Male,Graduate,GEN,3716798,0,,charavananmp,Chennai North,Independent
IND,Tiruvannamalai,Tamil Nadu,24-04-2014,Senthil S,33,Male,Others,GEN,3714000,0,,senthils,Tiruvannamalai,Independent
IND,Chennai North,Tamil Nadu,24-04-2014,Mohamed Majasuddin,34,Male,8th,GEN,3709219,0,,mohamedmajasuddin,Chennai North,Independent
AAP,Kodarma,Jharkhand,10-04-2014,Vijay Kumar Chourasiya,42,Male,Graduate,GEN,3704548,1,,vijaykumarchourasiya,Kodarma,Aam Aadmi Party
IND,Indore,Madhya Pradesh,24-04-2014,Ramchand Vasaini,57,Male,10th,GEN,3703000,0,,ramchandvasaini,Indore,Independent
SP,Bhandara-Gondiya,Maharashtra,10-04-2014,Thakare Rameshwar Rameshwar Sundarlal,59,Male,10th,GEN,3700102,0,#B15928,thakarerameshwarrameshwarsundarlal,Bhandara - Gondiya,Samajwadi Party
AIADMK,Tiruvannamalai,Tamil Nadu,24-04-2014,Vanaroja R,55,Female,Post Graduate,GEN,3700000,0,#9DBC2A,vanarojar,Tiruvannamalai,All India Anna Dravida Munnetra Kazhagam
IND,Karnal,Haryana,10-04-2014,Savitri,42,Male,Illiterate,GEN,3700000,0,,savitri,Karnal,Independent
BJP,Sant Kabir Nagar,Uttar Pradesh,07-05-2014,Sharad Tripathi,42,Male,Post Graduate,GEN,3697671,0,#FB7B0D,sharadtripathi,Sant Kabir Nagar,Bharatiya Janata Party
CPI,Wayanad,Kerala,10-04-2014,Sathyan Mokeri,60,Male,Graduate,GEN,3697322,2,#DE0000,sathyanmokeri,Wayanad,Communist Party of India
IND,Dakshina Kannada,Karnataka,17-04-2014,Subramanya Gowda K,42,Male,10th,GEN,3695467,0,,subramanyagowdak,Dakshina Kannada,Independent
IND,Nagpur,Maharashtra,10-04-2014,Kavita Vinod Kumar Tibdiwal Agrawal,38,Female,Post Graduate,GEN,3694650,0,,kavitavinodkumartibdiwalagrawal,Nagpur,Independent
BJP,Robertsganj,Uttar Pradesh,12-05-2014,Chhote Lal,41,Male,5th,GEN,3687361,0,#FB7B0D,chhotelal,Robertsganj,Bharatiya Janata Party
BJP,Bolpur,West Bengal,30-04-2014,Kamini Mohan Sarkar,66,Male,Graduate,GEN,3675833,0,#FB7B0D,kaminimohansarkar,Bolpur,Bharatiya Janata Party
IND,Yavatmal-Washim,Maharashtra,10-04-2014,Patil Upendra Babarao,40,Male,Graduate Professional,GEN,3675000,0,,patilupendrababarao,Yavatmal-Washim,Independent
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Secunderabad,Andhra Pradesh,30-04-2014,Syed Sajid Ali,44,Male,Graduate Professional,GEN,3671549,1,,syedsajidali,Secundrabad,Yuvajana Sramika Rythu Congress Party
IND,Machhlishahr,Uttar Pradesh,12-05-2014,Omprakash Alias Ambedkar,46,Male,Post Graduate,GEN,3660000,0,,omprakashaliasambedkar,Machhlishahr,Independent
INC,Machhlishahr,Uttar Pradesh,12-05-2014,Tufani Nishad,42,Male,10th,GEN,3658000,0,#019733,tufaninishad,Machhlishahr,Indian National Congress
IND,Rajkot,Gujarat,30-04-2014,Vinodbhai Pragjibhai Nagani,43,Male,Graduate,GEN,3657966,1,,vinodbhaipragjibhainagani,Rajkot,Independent
AAP,Dhenkanal,Orissa,17-04-2014,Jimuta Prasad Mishra,43,Male,Post Graduate,GEN,3657868,0,,jimutaprasadmishra,Dhenkanal,Aam Aadmi Party
AAP,Korba,Chhattisgarh,24-04-2014,Amar Nath Pandey,48,Male,Graduate Professional,GEN,3656000,2,,amarnathpandey,Korba,Aam Aadmi Party
IND,Tirunelveli,Tamil Nadu,24-04-2014,Elizabethd,58,Female,8th,GEN,3646910,0,,elizabethd,Tirunelveli,Independent
IND,Nanded,Maharashtra,17-04-2014,Pathan Jafar Ali Kha Md Ali Kha,72,Male,12th,GEN,3642000,0,,pathanjafaralikhamdalikha,Nanded,Independent
IND,Bhagalpur,Bihar,24-04-2014,Ramji Mandal,47,Male,10th,GEN,3631000,0,,ramjimandal,Bhagalpur,Independent
BJD,Mayurbhanj,Orissa,17-04-2014,Rama Chandra Hansdah,39,Male,Graduate,GEN,3630888,0,#000000,ramachandrahansdah,Mayurbhanj,Biju Janata Dal
IND,Chennai South,Tamil Nadu,24-04-2014,Kuppalgdevadoss,61,Male,8th,GEN,3630000,0,,kuppalgdevadoss,Chennai South,Independent
AAP,Guna,Madhya Pradesh,17-04-2014,Shailendra Singh Kushwah,40,Male,Graduate,GEN,3626314,0,,shailendrasinghkushwah,Guna,Aam Aadmi Party
IND,Belgaum,Karnataka,17-04-2014,Rajmahendra Sakharam Gaonkar,56,Male,Post Graduate,GEN,3620123,0,,rajmahendrasakharamgaonkar,Belgaum,Independent
CPIM,Tehri Garhwal,Uttarakhand,07-05-2014,Shiv Prasad Deoli,61,Male,Graduate,GEN,3614705,0,#DE0000,shivprasaddeoli,Tehri Garhwal,Communist Party of India  (Marxist)
SHS,Jalandhar,Punjab,30-04-2014,Subhash Goria,40,Male,10th,GEN,3611885,0,#F05A00,subhashgoria,Jalandhar,Shivsena
IND,Surguja,Chhattisgarh,24-04-2014,Kumait Ram Sandil,69,Male,Post Graduate,GEN,3610829,0,,kumaitramsandil,Sarguja,Independent
IND,Araria,Bihar,24-04-2014,Syed Alamdar Hussain,38,Male,12th,GEN,3610000,0,,syedalamdarhussain,Araria,Independent
IND,Kokrajhar,Assam,24-04-2014,Sabda Ram Rabha,45,Male,Graduate Professional,GEN,3607000,0,,sabdaramrabha,Kokrajhar,Independent
IND,Sultanpur,Uttar Pradesh,07-05-2014,Varun Gandhi,30,Male,Graduate,GEN,3605200,0,,varungandhi,Sultanpur,Independent
INC,Bastar,Chhattisgarh,10-04-2014,Deepak Karma,36,Male,Graduate,GEN,3601587,0,#019733,deepakkarma,Bastar,Indian National Congress
IND,Gauhati,Assam,24-04-2014,Pradip Kalita,45,Male,12th,GEN,3600000,0,,pradipkalita,Gauhati,Independent
IND,Kaliabor,Assam,07-04-2014,Binod Gogoi,43,Male,Graduate,GEN,3600000,0,,binodgogoi,Kaliabor,Independent
AAP,Rajkot,Gujarat,30-04-2014,Ankur Amrutkumar Dhameliya,30,Male,12th,GEN,3592268,0,,ankuramrutkumardhameliya,Rajkot,Aam Aadmi Party
IND,Belgaum,Karnataka,17-04-2014,Santosh Manjunath Shetraikar,35,Male,10th,GEN,3592220,0,,santoshmanjunathshetraikar,Belgaum,Independent
IND,Etah,Uttar Pradesh,24-04-2014,Rakesh Gandhi,47,Male,Graduate,GEN,3578000,0,,rakeshgandhi,Etah,Independent
INC,Nilgiris,Tamil Nadu,24-04-2014,Gandhi -p,54,Male,Graduate,GEN,3575000,0,#019733,gandhi-p,Nilgiris,Indian National Congress
IND,Yavatmal-Washim,Maharashtra,10-04-2014,Shyamkumar Bapurao Lokhande,46,Male,Graduate,GEN,3564000,0,,shyamkumarbapuraolokhande,Yavatmal-Washim,Independent
IND,Hisar,Haryana,10-04-2014,Balwan Singh,49,Male,12th,GEN,3560500,0,,balwansingh,Hisar,Independent
IND,Ganganagar,Rajasthan,17-04-2014,Kumbha Ram,68,Male,12th,GEN,3550978,1,,kumbharam,Ganganagar,Independent
AITC,Alipurduars,West Bengal,17-04-2014,Dasrath Tirkey,47,Male,Graduate,GEN,3550353,0,#0C6965,dasrathtirkey,Alipurduars,All India Trinamool Congress
CPIM,Ranaghat,West Bengal,12-05-2014,Archana Biswas,43,Female,Graduate,GEN,3550053,12,#DE0000,archanabiswas,Ranaghat,Communist Party of India  (Marxist)
SP,Vidisha,Madhya Pradesh,24-04-2014,Manoj Kumar Yadav,33,Male,Post Graduate,GEN,3545837,0,#B15928,manojkumaryadav,Vidisha,Samajwadi Party
IND,Bangalore South,Karnataka,17-04-2014,G Venkatesh Bhovi,53,Male,10th,GEN,3532000,0,,gvenkateshbhovi,Bangalore South,Independent
IND,Chatra,Jharkhand,10-04-2014,Ashish Bhushan Pathak,31,Male,Post Graduate,GEN,3530500,0,,ashishbhushanpathak,Chatra,Independent
IND,Jahanabad,Bihar,17-04-2014,Mananjay Kumar,31,Male,Graduate,GEN,3527000,0,,mananjaykumar,Jahanabad,Independent
IND,Thiruvananthapuram,Kerala,10-04-2014,Benet Babu Benjamin,49,Male,10th,GEN,3503683,0,,benetbabubenjamin,Thiruvananthapuram,Independent
IND,Hatkanangle,Maharashtra,17-04-2014,Patil S R Tatya,78,Male,Graduate Professional,GEN,3500000,0,,patilsrtatya,Hatkanangle,Independent
IND,Madhepura,Bihar,30-04-2014,Rajo Sah,34,Male,Literate,GEN,3490200,0,,rajosah,Madhepura,Independent
IND,Chatra,Jharkhand,10-04-2014,Anil Kumar Oraon,45,Male,10th,GEN,3490000,0,,anilkumaroraon,Chatra,Independent
BJD,Aska,Orissa,10-04-2014,Ladu Kishore Swain,66,Male,Graduate,GEN,3488390,0,#000000,ladukishoreswain,Aska,Biju Janata Dal
IND,Ernakulam,Kerala,10-04-2014,Radhakrishnan P T,45,Male,Graduate Professional,GEN,3488000,0,,radhakrishnanpt,Ernakulam,Independent
IND,Chitradurga,Karnataka,17-04-2014,T Dayananda,34,Male,5th,GEN,3483000,0,,tdayananda,Chitradurga,Independent
IND,Mumbai North Central,Maharashtra,24-04-2014,Chawan Suryakant Gangaram,48,Male,8th,GEN,3482557,0,,chawansuryakantgangaram,Mumbai North Central,Independent
IND,Nanded,Maharashtra,17-04-2014,Feroz Khan Gazi,49,Male,12th,GEN,3482000,0,,ferozkhangazi,Nanded,Independent
IND,Nagaur,Rajasthan,17-04-2014,Mularam,59,Male,Literate,GEN,3470000,0,,mularam,Nagaur,Independent
IND,Indore,Madhya Pradesh,24-04-2014,Ghanshyam Chandel,50,Male,Graduate,GEN,3465000,0,,ghanshyamchandel,Indore,Independent
IND,Khagaria,Bihar,30-04-2014,Satish Prasad Singh,41,Male,Graduate,GEN,3462200,1,,satishprasadsingh,Khagaria,Independent
AAP,Gwalior,Madhya Pradesh,17-04-2014,Neelam Agrwal,38,Female,12th,GEN,3461200,0,,neelamagrwal,Gwalior,Aam Aadmi Party
SP,Chatra,Jharkhand,10-04-2014,Keshwar Yadav,50,Male,5th,GEN,3450487,16,#B15928,keshwaryadav,Chatra,Samajwadi Party
IND,Porbandar,Gujarat,30-04-2014,Dhirajlal Bhurabhai Aghera,51,Male,10th,GEN,3450000,0,,dhirajlalbhurabhaiaghera,Porbandar,Independent
IND,Amravati,Maharashtra,10-04-2014,Ashatai Abhyankar Amravati,56,Female,Graduate,GEN,3450000,0,,ashataiabhyankaramravati,Amravati,Independent
IND,Hathras,Uttar Pradesh,24-04-2014,Omprkash,0,Male,8th,GEN,3440000,0,,omprkash,Hathras,Independent
AAP,Haveri,Karnataka,17-04-2014,Hasan Ali Sirquazi,61,Male,Post Graduate,GEN,3439291,0,,hasanalisirquazi,Haveri,Aam Aadmi Party
IND,Beed,Maharashtra,17-04-2014,Dr Owhal Jitendra Mahadev,30,Male,Graduate Professional,GEN,3438256,0,,drowhaljitendramahadev,Beed,Independent
CPI,Ghatal,West Bengal,12-05-2014,Santosh Rana,66,Male,Graduate,GEN,3432124,0,#DE0000,santoshrana,Ghatal,Communist Party of India
JMM,Jahanabad,Bihar,17-04-2014,Rahul Ranjan,27,Male,Graduate,GEN,3431000,0,,rahulranjan,Jahanabad,Jharkhand Mukti Morcha
IND,Sidhi,Madhya Pradesh,10-04-2014,Bhagawati Charan Pandeyneelu,36,Male,Graduate,GEN,3425500,0,,bhagawaticharanpandeyneelu,Sidhi,Independent
IND,Baramati,Maharashtra,17-04-2014,Suresh Baburao Veer,67,Male,10th,GEN,3425000,0,,sureshbaburaoveer,Baramati,Independent
IND,Kanniyakumari,Tamil Nadu,24-04-2014,Vasantha Kumar L,55,Male,10th,GEN,3423600,0,,vasanthakumarl,Kanniyakumari,Independent
IND,Dindigul,Tamil Nadu,24-04-2014,Chandramohan P,60,Male,10th,GEN,3422000,0,,chandramohanp,Dindigul,Independent
IND,Chennai North,Tamil Nadu,24-04-2014,Giriraj D,46,Male,5th,GEN,3415000,0,,girirajd,Chennai North,Independent
IND,Saharanpur,Uttar Pradesh,10-04-2014,Hansraj Saini,43,Male,Graduate Professional,GEN,3411840,0,,hansrajsaini,Saharanpur,Independent
IND,Nalanda,Bihar,17-04-2014,Vishwajit Kumar,25,Male,12th,GEN,3409263,0,,vishwajitkumar,Nalanda,Independent
IND,Sangrur,Punjab,30-04-2014,Manoj Kumar,36,Male,Graduate Professional,GEN,3406000,0,,manojkumar,Sangrur,Independent
IND,Chandrapur,Maharashtra,10-04-2014,Atul Ashok Munginwar,33,Male,12th,GEN,3400000,1,,atulashokmunginwar,Chandrapur,Independent
IND,Khunti,Jharkhand,17-04-2014,Asrita Tuti,52,Female,Post Graduate,GEN,3398931,0,,asritatuti,Khunti,Independent
IND,Darjeeling,West Bengal,17-04-2014,Rabindra Roy Basunia,59,Male,Post Graduate,GEN,3398828,0,,rabindraroybasunia,Darjeeling,Independent
IND,Mumbai South,Maharashtra,24-04-2014,Abdul Latif Abdul Kadir Shaikh,50,Male,8th,GEN,3393500,3,,abdullatifabdulkadirshaikh,Mumbai   South,Independent
IND,Farrukhabad,Uttar Pradesh,24-04-2014,Kishan Pal Singh,54,Male,8th,GEN,3393000,0,,kishanpalsingh,Farrukhabad,Independent
IND,Kheda,Gujarat,30-04-2014,Parikh Viral Hasmukhbhai,39,Male,12th,GEN,3386800,9,,parikhviralhasmukhbhai,Kheda,Independent
SP,Nawada,Bihar,10-04-2014,Surendra Rajvanshi,35,Male,Graduate,GEN,3385189,0,#B15928,surendrarajvanshi,Nawada,Samajwadi Party
IND,Bhiwani-Mahendragarh,Haryana,10-04-2014,Vedparkash Bhartiya,36,Male,10th,GEN,3378000,0,,vedparkashbhartiya,Bhiwani-Mahendragarh,Independent
IND,Mainpuri,Uttar Pradesh,24-04-2014,Mukesh Kumar Shakya,46,Male,Graduate,GEN,3377738,0,,mukeshkumarshakya,Mainpuri,Independent
IND,Durg,Chhattisgarh,24-04-2014,Jinendra Ghritlahare,40,Male,12th,GEN,3376000,0,,jinendraghritlahare,Durg,Independent
AAP,Kaiserganj,Uttar Pradesh,07-05-2014,Rizwan Ahmad,28,Male,Others,GEN,3369357,0,,rizwanahmad,Kaiserganj,Aam Aadmi Party
IND,Khandwa,Madhya Pradesh,24-04-2014,Nand Lal Singh Chouhan,57,Male,10th,GEN,3366500,0,,nandlalsinghchouhan,Khandwa,Independent
CPI,Mavelikkara,Kerala,10-04-2014,Chengara Surendran,46,Male,Graduate,GEN,3363470,1,#DE0000,chengarasurendran,Mavelikkara,Communist Party of India
IND,Yavatmal-Washim,Maharashtra,10-04-2014,Chavan Vinod Narayan,59,Male,10th,GEN,3361500,0,,chavanvinodnarayan,Yavatmal-Washim,Independent
BJP,Kaliabor,Assam,07-04-2014,Mrinal Kumar Saikia,46,Male,Post Graduate,GEN,3360000,0,#FB7B0D,mrinalkumarsaikia,Kaliabor,Bharatiya Janata Party
IND,Tiruchirappalli,Tamil Nadu,24-04-2014,Veeramalaia,42,Male,12th,GEN,3356000,0,,veeramalaia,Tiruchirappalli,Independent
IND,Fatehpur,Uttar Pradesh,30-04-2014,Ranjana Kakkar,55,Female,Post Graduate,GEN,3354000,0,,ranjanakakkar,Fatehpur,Independent
AAP,Kolhapur,Maharashtra,17-04-2014,Narayan Gundu Powar,41,Male,12th,GEN,3352800,6,,narayangundupowar,Kolhapur,Aam Aadmi Party
IND,Uttara Kannada,Karnataka,17-04-2014,Sadanand Deshbhandari,64,Male,Graduate,GEN,3348114,0,,sadananddeshbhandari,Uttara Kannada,Independent
IND,Kolkata Uttar,West Bengal,12-05-2014,Debajyoti Sengupta,55,Male,Graduate,GEN,3343932,0,,debajyotisengupta,Kolkata Uttar,Independent
IND,Durg,Chhattisgarh,24-04-2014,Diwakar Bairagi,50,Male,Post Graduate,GEN,3340000,1,,diwakarbairagi,Durg,Independent
IND,Amritsar,Punjab,30-04-2014,Bhagwant Singh,54,Male,10th,GEN,3333000,0,,bhagwantsingh,Amritsar,Independent
IND,Korba,Chhattisgarh,24-04-2014,Pratap Bhanu,45,Male,12th,GEN,3330217,0,,pratapbhanu,Korba,Independent
