state,constituency,poll_date,name,party,age,gender,education,category,assets,criminal_cases,color
Rajasthan,Tonk-sawai Madhopur,24-04-2014,Bajarang Lal,RASHTRIYA AHINSA MANCH,52,Male,10th,GEN,120000,0,
Tamil Nadu,Ramanathapuram,24-04-2014,Palpandi C,IND,47,Male,Graduate,GEN,120000,1,
Karnataka,Koppal,17-04-2014,Govindhareddy Pacharalli,IND,37,Male,Graduate,GEN,120000,0,
Haryana,Ambala,10-04-2014,Bhupinder Kumar,IND,47,Male,10th,GEN,120000,0,
Uttar Pradesh,Kairana,10-04-2014,Sunita,JDU,27,Female,Graduate,GEN,120000,0,#8064a2
Madhya Pradesh,Gwalior,17-04-2014,Sunil Gopal,SUCIC,41,Male,Graduate Professional,GEN,119963,0,
Uttar Pradesh,Amethi,07-05-2014,Gangesh Kumar Gupta,IND,32,Male,Post Graduate,GEN,119919,0,
Maharashtra,Buldhana,10-04-2014,Adv Ravindra Dnyandeo Bhojane,AAMBEDAKARITE PARTY OF INDIA,38,Male,Graduate Professional,GEN,119757,0,
Bihar,Begusarai,30-04-2014,Baijnath Paswan,IND,37,Male,Graduate,GEN,119000,0,
Rajasthan,Jalore,17-04-2014,Chhaganaram Bhalaram,BAHUJAN MUKTI PARTY,51,Male,8th,GEN,118668,0,
Tamil Nadu,Madurai,24-04-2014,Tramasamy,IND,57,Male,5th,GEN,118530,0,
Kerala,Alappuzha,10-04-2014,Thulaseedharan Pallickal,SDPI,45,Male,12th,GEN,118200,2,
Bihar,Jhanjharpur,30-04-2014,Akthaar Ali,JAI PRAKASH JANATA DAL,44,Male,Graduate,GEN,116600,0,
Tamil Nadu,Chidambaram,24-04-2014,Senthamizhselvi,IND,51,Female,5th,GEN,116422,0,
Tamil Nadu,Chennai Central,24-04-2014,B Ambeth Venkatesh,IND,53,Male,Illiterate,GEN,116000,0,
Tamil Nadu,Chennai Central,24-04-2014,T Ravikumar,IND,51,Male,8th,GEN,116000,0,
Andhra Pradesh,Rajampet,07-05-2014,S Narendra Babu,MAHAJANA SOCIALIST PARTY,31,Male,12th,GEN,115700,0,
Karnataka,Chitradurga,17-04-2014,Ganesha,IND,53,Male,Not Given,GEN,115500,0,
West Bengal,Alipurduars,17-04-2014,Birendra Bara Oraon,BJP,31,Male,Graduate,GEN,115340,0,#FB7B0D
Karnataka,Belgaum,17-04-2014,Santosh Manohar Bavadekar,IND,34,Male,Graduate,GEN,115082,1,
Uttar Pradesh,Mirzapur,12-05-2014,Hinchh Lal,IND,53,Male,Graduate,GEN,115000,0,
Gujarat,Gandhinagar,30-04-2014,Kshatriya Birjusinh Motisinh,IND,33,Male,12th,GEN,115000,0,
Maharashtra,Jalgaon,24-04-2014,Sauasha Sahebrao Patil,MAHARASHTRA PARIVARTAN SENA T,38,Female,12th,GEN,115000,0,
Rajasthan,Jalore,17-04-2014,Narayan Lal,IND,28,Male,8th,GEN,115000,0,
Chhattisgarh,Durg,24-04-2014,Baldau Prasad Sahu,IND,46,Male,8th,GEN,114412,0,
Assam,Dhubri,24-04-2014,Ali Hussain,IND,36,Male,Graduate,GEN,114136,0,
Uttar Pradesh,Mohanlalganj,30-04-2014,Mahendra Kumar,AWAMI SAMTA PARTY,44,Male,12th,GEN,114000,0,
Tamil Nadu,Thanjavur,24-04-2014,Rajkumarr,IND,32,Male,Post Graduate,GEN,114000,0,
Maharashtra,Mumbai South,24-04-2014,Desai Rajendra Daulat,IND,53,Male,8th,GEN,113800,0,
Maharashtra,Pune,17-04-2014,Dinesh Pandurang Pawar,IND,40,Male,10th,GEN,113500,0,
Bihar,Katihar,24-04-2014,Md Tariq Anwar,IND,28,Male,12th,GEN,113000,0,
Rajasthan,Tonk-sawai Madhopur,24-04-2014,Hari Ram,IND,29,Male,Graduate,GEN,112200,0,
Tamil Nadu,Arani,24-04-2014,Kmoorthy,IND,38,Male,12th,GEN,112000,1,
Karnataka,Kolar,17-04-2014,Vsrinivasa,IND,34,Male,12th,GEN,112000,0,
Kerala,Wayanad,10-04-2014,Satheesh Chandran,AITC,53,Male,Literate,GEN,112000,0,#0C6965
Uttar Pradesh,Ambedkar Nagar,07-05-2014,Suresh Kumar,MOULIK ADHIKAR PARTY,30,Male,Graduate,GEN,111117,0,
Karnataka,Udupi Chikmagalur,17-04-2014,C J Jagannath,CPIML RED STAR,35,Male,5th,GEN,111000,0,
Maharashtra,Bhandara-gondiya,10-04-2014,Ishwar Lahanu Nandagawali,IND,46,Male,10th,GEN,111000,0,
Bihar,Purnia,24-04-2014,Md Akhtar Ali,IND,32,Male,Literate,GEN,110551,0,
Uttar Pradesh,Unnao,30-04-2014,Mohammad Amir Khan,IND,58,Male,8th,GEN,110500,0,
Bihar,Muzaffarpur,07-05-2014,Md Anwarul Haque,IND,41,Male,8th,GEN,110000,1,
Tamil Nadu,Mayiladuthurai,24-04-2014,Munusamyv,IND,53,Male,5th,GEN,110000,0,
Karnataka,Kolar,17-04-2014,Vinayaka Prasadhn,IND,30,Male,12th,GEN,110000,0,
Maharashtra,Pune,17-04-2014,Ashapak Shaikh,IND,47,Male,8th,GEN,110000,1,
Maharashtra,Shirdi,17-04-2014,Pawar Vijay Banderao,THE LOK PARTY OF INDIA,39,Male,10th,GEN,110000,0,
Rajasthan,Ajmer,17-04-2014,Ramlal,AKHIL BHARTIYA AAMJAN PARTY,50,Male,8th,GEN,110000,0,
Kerala,Pathanamthitta,10-04-2014,Lalitha Malayalappuzha,IND,42,Female,10th,GEN,110000,0,
National Capital Territory Of Delhi,Chandni Chowk,10-04-2014,Tariq Mirza,RPIA,29,Male,8th,GEN,110000,0,
Uttar Pradesh,Machhlishahr,12-05-2014,Raj Alias Virendra Kumar Sonkar,AAP,26,Male,Not Given,GEN,110000,0,
Andhra Pradesh,Hyderabad,30-04-2014,Syed Abdul Gaffer,IND,56,Male,12th,GEN,109250,0,
Maharashtra,Dhule,24-04-2014,Sayyad Salim Sayyad Alim,IND,44,Male,12th,GEN,109000,0,
Maharashtra,Beed,17-04-2014,Shaikh Shafiq Shabbir,IND,51,Male,10th,GEN,109000,1,
Uttar Pradesh,Basti,07-05-2014,Arun Kumar,IND,39,Male,Graduate Professional,GEN,108703,0,
Maharashtra,Latur,17-04-2014,Rajkumar Bhimrao Chandanshive,IND,48,Male,8th,GEN,108500,0,
Madhya Pradesh,Bhopal,17-04-2014,Mahant Gopal Das Baba Shahab,IND,66,Male,Literate,GEN,108000,0,
Punjab,Ludhiana,30-04-2014,Mohd Naseem Ansari,NEW ALL INDIA CONGRESS PARTY,46,Male,12th,GEN,107600,0,
Gujarat,Amreli,30-04-2014,Jadav Mustakbhai Rehmanbhai,IND,50,Male,Literate,GEN,107000,0,
Madhya Pradesh,Ratlam,24-04-2014,Henary,AAP,32,Male,Graduate,GEN,107000,0,
Bihar,Purnia,24-04-2014,Sanjay Singh,IND,35,Male,10th,GEN,106700,0,
Assam,Tezpur,07-04-2014,Lakshi Kanta Kurmi,CPIMLL,36,Male,8th,GEN,106200,0,
Andhra Pradesh,Srikakulam,07-05-2014,Tota Tejeswara Rao,IND,36,Male,Graduate Professional,GEN,106000,0,
Uttar Pradesh,Allahabad,07-05-2014,Brijesh Kumar,IND,28,Male,Graduate,GEN,106000,0,
Haryana,Sirsa,10-04-2014,Sanjiv Bhojraj,VANCHITSAMAJ INSAAF PARTY,26,Male,10th,GEN,106000,1,
Uttar Pradesh,Robertsganj,12-05-2014,Raj Kumar,SHOSHIT SANDESH PARTY,35,Male,8th,GEN,105000,0,
Bihar,Hajipur,07-05-2014,Ujjawal Kant Hunkar,BHARATIYA MOMIN FRONT,49,Male,Graduate,GEN,105000,0,
Uttar Pradesh,Allahabad,07-05-2014,Sanjay Robinson,NAITIK PARTY,39,Male,12th,GEN,105000,0,
Gujarat,Banaskantha,30-04-2014,Yadav Parsotamgiri,BSP,43,Male,8th,GEN,105000,1,#77968E
Uttar Pradesh,Jalaun,30-04-2014,Manoj Kumar,BHARATIYA REPUBLICAN PAKSHA,38,Male,8th,GEN,105000,0,
Tamil Nadu,Madurai,24-04-2014,Bharathi Kannamma,IND,53, -,Graduate,GEN,105000,0,
Uttarakhand,Hardwar,07-05-2014,Pervez Aqil,ALL INDIA MINORITIES FRONT,42,Male,Graduate,GEN,104992,0,
Uttar Pradesh,Bijnor,10-04-2014,Parvez Aqil,ALL INDIA MINORITIES FRONT,42,Male,Graduate,GEN,104992,0,
Kerala,Thrissur,10-04-2014,Sufeera K P,SDPI,37,Female,8th,GEN,104500,1,
Gujarat,Rajkot,30-04-2014,Rohitbhai Mohanbhai Sagathiya,BAHUJAN MUKTI PARTY,31,Male,Post Graduate,GEN,104000,0,
Maharashtra,Nagpur,10-04-2014,Somkuvar Vijay Sitaram,IND,46,Male,Not Given,GEN,104000,0,
Chhattisgarh,Surguja,24-04-2014,Dubraj Singh Markam,IND,0,Male,12th,GEN,103540,0,
West Bengal,Coochbehar,17-04-2014,Girindra Nath Barman,BSP,71,Male,10th,GEN,103000,0,#77968E
Bihar,Begusarai,30-04-2014,Pankaj Paswan,IND,29,Male,Post Graduate,GEN,102895,0,
West Bengal,Jadavpur,12-05-2014,Ashok Kumar Shaw,IND,38,Male,12th,GEN,102611,0,
Gujarat,Navsari,30-04-2014,Saiyed Mehmood Ahmed,IND,56,Male,10th,GEN,102000,0,
Tamil Nadu,Thanjavur,24-04-2014,Murugananthamm,BJP,39,Male,10th,GEN,102000,20,#FB7B0D
Karnataka,Bidar,17-04-2014,Siddaramappa,IND,51,Male,10th,GEN,102000,0,
Maharashtra,Beed,17-04-2014,Rahul Prabhakar Kamble,AMBEDKARITE PARTY OF INDIA,28,Male,Graduate Professional,GEN,102000,0,
Kerala,Kasaragod,10-04-2014,Abbas Mothalappara,AITC,56,Male,10th,GEN,102000,0,#0C6965
Kerala,Mavelikkara,10-04-2014,Jyothish Perumpulickal,SDPI,40,Male,12th,GEN,101500,0,
Uttar Pradesh,Jaunpur,12-05-2014,Yogish Chandra Dubey,IND,43,Male,Post Graduate,GEN,101000,0,
Andhra Pradesh,Warangal,30-04-2014,Jannu Mahendar,IND,33,Male,Post Graduate,GEN,101000,0,
Punjab,Gurdaspur,30-04-2014,Varinder Singh,CPI,27,Male,Graduate Professional,GEN,101000,0,#DE0000
Maharashtra,Nashik,24-04-2014,Fasale Baban Namdev,IND,29,Male,10th,GEN,101000,0,
Tamil Nadu,Madurai,24-04-2014,Gkannan,IND,36,Male,Graduate,GEN,101000,0,
Tamil Nadu,Madurai,24-04-2014,Kthangapandi,IND,48,Male,Illiterate,GEN,101000,0,
Karnataka,Bangalore Central,17-04-2014,Bhovi Rama Cbk,IND,38,Male,8th,GEN,101000,0,
Karnataka,Chikkodi,17-04-2014,Machindra Kadapure,BSP,44,Male,Illiterate,GEN,101000,0,#77968E
Uttar Pradesh,Nagina,17-04-2014,Shamsher,IND,47,Male,8th,GEN,101000,0,
Madhya Pradesh,Mandsour,24-04-2014,Meenakshi Pande,IND,34,Female,8th,GEN,100548,0,
Chhattisgarh,Bilaspur,24-04-2014,Ganesh Yadav,GGP,30,Male,10th,GEN,100500,0,
Madhya Pradesh,Sagar,17-04-2014,Kashiram Patel,GGP,45,Male,Graduate,GEN,100500,0,
Kerala,Pathanamthitta,10-04-2014,Peelipose,IND,72,Male,8th,GEN,100205,0,
Uttar Pradesh,Varanasi,12-05-2014,Satish Shankar Jayaswal,IND,32,Male,12th,GEN,100000,0,
Andhra Pradesh,Ongole,07-05-2014,Vemula Krishna Rao,BSP,34,Male,Graduate Professional,GEN,100000,0,#77968E
Andhra Pradesh,Rajahmundry,07-05-2014,Annamdevula Dharma Rao,IND,62,Male,Illiterate,GEN,100000,0,
Uttar Pradesh,Ambedkar Nagar,07-05-2014,Surendra Kumar,ADARSH RASHTRIYA VIKAS PARTY,39,Male,Not Given,GEN,100000,0,
Andhra Pradesh,Bhongir,30-04-2014,Arvapally Ambati,BSP,34,Male,10th,GEN,100000,0,#77968E
Andhra Pradesh,Nizamabad,30-04-2014,Bagwan B,IND,49,Male,Not Given,GEN,100000,0,
Gujarat,Amreli,30-04-2014,Dhimecha Nareshbhai Nanjibhai,IND,42,Male,5th,GEN,100000,1,
Punjab,Bathinda,30-04-2014,Sushil Kumar Jindal,IND,31,Male,10th,GEN,100000,0,
Punjab,Faridkot,30-04-2014,Gobind Singh,RPIA,34,Male,8th,GEN,100000,0,
Punjab,Fatehgarh Sahib,30-04-2014,Lachhman Singh So Sgulzar Singh,IND,56,Male,5th,GEN,100000,0,
Uttar Pradesh,Misrikh,30-04-2014,Rajesh Kumar So Parmeshwar Deen,BHARATIYA REPUBLICAN PAKSHA,26,Male,Graduate,GEN,100000,1,
Uttar Pradesh,Mohanlalganj,30-04-2014,Santosh Kumar Dharkar,INDIAN NATIONAL LEAGUE,31,Male,Graduate Professional,GEN,100000,0,
West Bengal,Bolpur,30-04-2014,Samiran Das,BSP,35,Male,10th,GEN,100000,0,#77968E
Maharashtra,Jalgaon,24-04-2014,Satish Bhaskar Patil Nandgaon Bk -talerandol,IND,28,Male,Not Given,GEN,100000,0,
Maharashtra,Jalgaon,24-04-2014,Satish Bhaskar Patil Varkhedi -talerandol,IND,30,Male,5th,GEN,100000,0,
Maharashtra,Thane,24-04-2014,Rathod Babusingh Vasram,MAHARASHTRA PARIVARTAN SENA T,35,Male,Not Given,GEN,100000,0,
Tamil Nadu,Arakkonam,24-04-2014,Harikrishnan -p,IND,28,Male,Not Given,GEN,100000,0,
Tamil Nadu,Arakkonam,24-04-2014,Shettu -s,IND,70,Male,Post Graduate,GEN,100000,0,
Tamil Nadu,Chennai Central,24-04-2014,M Mohamed Rasik,IND,29,Male,Graduate,GEN,100000,0,
Tamil Nadu,Chennai North,24-04-2014,Ravi Pariyanar D,IND,37,Male,10th,GEN,100000,0,
Tamil Nadu,Coimbatore,24-04-2014,Radhakrishnan -r,IND,54,Male,5th,GEN,100000,0,
Jharkhand,Khunti,17-04-2014,Jaitun Tuti,IND,29,Male,10th,GEN,100000,0,
Karnataka,Chitradurga,17-04-2014,Tbhavana,IND,36,Male,10th,GEN,100000,0,
Karnataka,Kolar,17-04-2014,Bvvenkatagiriyappa,IND,64,Male,Graduate,GEN,100000,0,
Madhya Pradesh,Bhopal,17-04-2014,Prabhawati Shakya Khot,IND,54,Female,12th,GEN,100000,0,
Maharashtra,Hingoli,17-04-2014,Naikwade Digambar Gunaji,IND,60,Male,5th,GEN,100000,0,
Maharashtra,Nanded,17-04-2014,Ramchandra Gangaram Bharande,IND,37,Male,Post Graduate,GEN,100000,0,
Rajasthan,Ajmer,17-04-2014,Krishna Kumar Dadhich,IND,27,Male,Graduate,GEN,100000,0,
Kerala,Thiruvananthapuram,10-04-2014,Jain Wilson,IND,54,Male,Graduate,GEN,100000,0,
Orissa,Nabarangpur,10-04-2014,Gopal Pujari,AAMA ODISHA PARTY,52,Male,10th,GEN,100000,1,
Andhra Pradesh,Kakinada,07-05-2014,Chaganti Suryanarayana Murty,IND,49,Male,10th,GEN,99344,0,
Maharashtra,Solapur,17-04-2014,Vikram Uttam Kasabe,IND,38,Male,Post Graduate,GEN,99228,0,
West Bengal,Bishnupur,07-05-2014,Tarani Roy,IND,62,Male,Illiterate,GEN,99000,0,
Uttar Pradesh,Bahraich,07-05-2014,Vinod Kumar,BAHUJAN MUKTI PARTY,31,Male,Post Graduate,GEN,98000,0,
Gujarat,Bardoli,30-04-2014,Rameshbhai Bhikhabhai Rathod,IND,49,Male,Literate,GEN,98000,0,
Punjab,Ludhiana,30-04-2014,Kishan Kumar Sharma,JKNPP,38,Male,8th,GEN,98000,0,
Chhattisgarh,Surguja,24-04-2014,Surendra Lal Singh,CPIM,34,Male,Post Graduate,GEN,97692,0,#DE0000
Gujarat,Kheda,30-04-2014,Pathan Amanullakha Sitabkha,IND,0,Male,10th,GEN,97000,0,
Tamil Nadu,Tiruppur,24-04-2014,Rsathyabama,IND,49,Female,Post Graduate,GEN,97000,0,
Karnataka,Dharwad,17-04-2014,Shakil Dodawad,IND,31,Male,5th,GEN,97000,0,
Tamil Nadu,Theni,24-04-2014,Voltaire -mj,SUCIC,46,Male,Post Graduate,GEN,96887,0,
Uttar Pradesh,Faizabad,07-05-2014,Ram Janam,MOULIK ADHIKAR PARTY,44,Male,10th,GEN,96780,0,
Assam,Mangaldoi,24-04-2014,Swarnalata Chaliha,SUCIC,38,Female,Post Graduate,GEN,96500,0,
Madhya Pradesh,Ratlam,24-04-2014,Kailash Vasuniya,BAHUJAN MUKTI PARTY,36,Male,Graduate,GEN,96342,0,
Bihar,Muzaffarpur,07-05-2014,Raghvendra Pratap Singh,RAJNAITIK VIKALP PARTY,25,Male,Literate,GEN,96000,0,
Tamil Nadu,Sriperumbudur,24-04-2014,Sampath K Thiru,IND,43,Male,Graduate,GEN,95596,0,
Madhya Pradesh,Hoshangabad,10-04-2014,Devendra Kumar Urf Gudda Bhaiyya,IND,38,Male,10th,GEN,95509,0,
Maharashtra,Dindori,24-04-2014,Ajit Bhika Pawar,IND,30,Male,Graduate,GEN,95500,0,
Tamil Nadu,Sriperumbudur,24-04-2014,Madhavaraj -kv Thiru,IND,47,Male,12th,GEN,95307,1,
Andhra Pradesh,Bapatla,07-05-2014,Ratnababu Mamidi,IND,29,Male,Post Graduate,GEN,95240,0,
Uttar Pradesh,Ballia,12-05-2014,Mannu,NAITIK PARTY,42,Male,12th,GEN,95000,0,
Uttar Pradesh,Chandauli,12-05-2014,Gulavas,IND,39,Female,Literate,GEN,95000,0,
Punjab,Khadoor Sahib,30-04-2014,Balwant Singh Sultanpuri,BAHUJAN SAMAJ PARTY AMBEDKAR,0,Male,8th,GEN,95000,0,
Maharashtra,Pune,17-04-2014,Sanjay Laxman Padwal,BHARTIYA NAVJAWAN SENA PAKSHA,46,Male,10th,GEN,95000,0,
Uttar Pradesh,Rampur,17-04-2014,Naved Mian,IND,43,Male,Not Given,GEN,95000,0,
Bihar,Katihar,24-04-2014,Ashok Kumar,IND,44,Male,12th,GEN,94891,0,
Assam,Lakhimpur,07-04-2014,David Horo,IND,36,Male,10th,GEN,94000,0,
Uttar Pradesh,Badaun,17-04-2014,Reena,RASHTRIYA SAMANTA DAL,28,Female,Post Graduate,GEN,93856,0,
West Bengal,Jangipur,24-04-2014,Abhijit Sarkar,IND,39,Male,5th,GEN,92600,0,
Jharkhand,Dhanbad,24-04-2014,Jayant Pandey,AIFB,41,Male,Post Graduate,GEN,92500,0,
Uttar Pradesh,Dhaurahra,30-04-2014,Ram Bali,CPIML RED STAR,48,Male,10th,GEN,92484,0,
Tamil Nadu,Tiruppur,24-04-2014,Skdineshkumar,IND,28,Male,10th,GEN,92000,0,
Kerala,Pathanamthitta,10-04-2014,Pushpangathan,IND,55,Male,10th,GEN,92000,0,
Uttar Pradesh,Pilibhit,17-04-2014,Arman Khan,IND,41,Male,Graduate Professional,GEN,91775,0,
Punjab,Bathinda,30-04-2014,Makhan Lal,BAHUJAN SAMAJ PARTY AMBEDKAR,43,Male,8th,GEN,91000,0,
Punjab,Hoshiarpur,30-04-2014,Anu Kumar,IND,28,Male,12th,GEN,91000,1,
Punjab,Hoshiarpur,30-04-2014,Pawan Kumar,IND,30,Male,10th,GEN,91000,0,
Maharashtra,Shirur,17-04-2014,Umesh Arjun Kanchan,IND,33,Male,8th,GEN,91000,0,
Karnataka,Tumkur,17-04-2014,Kvsrinivas Kalkere,IND,38,Male,Graduate,GEN,90600,0,
Uttar Pradesh,Sitapur,30-04-2014,Sant Kumar,CPIML RED STAR,39,Male,Literate,GEN,90500,0,
Uttar Pradesh,Azamgarh,12-05-2014,Prakash Chandra,SANATAN SANSKRITI RAKSHA DAL,34,Male,10th,GEN,90300,0,
Andhra Pradesh,Nizamabad,30-04-2014,Sagar Suddala,BAHUJAN MUKTI PARTY,32,Male,Graduate,GEN,90000,0,
Uttar Pradesh,Hamirpur,30-04-2014,Anil Kumar,AMBEDKAR SAMAJ PARTY,35,Male,10th,GEN,90000,0,
Tamil Nadu,Sriperumbudur,24-04-2014,Sridhar-mthiru,IND,41,Male,10th,GEN,90000,0,
Karnataka,Bangalore South,17-04-2014,Prabhu,IND,44,Male,Literate,GEN,90000,0,
Maharashtra,Osmanabad,17-04-2014,Kshirsagar Vijay Maruti,IND,32,Male,Post Graduate,GEN,90000,0,
Uttar Pradesh,Shahjahanpur,17-04-2014,Rakesh,IND,32,Male,Not Given,GEN,90000,0,
Kerala,Ernakulam,10-04-2014,Kishore,IND,38,Male,10th,GEN,90000,0,
West Bengal,Howrah,30-04-2014,Sajal Kumar Das,IND,34,Male,12th,GEN,89469,0,
Maharashtra,Pune,17-04-2014,Nana Kshirsagar,BHARIPA BAHUJAN MAHASANGH,57,Male,Post Graduate,GEN,88792,0,
Bihar,Patna Sahib,17-04-2014,Parwez Ahmad,LOKTANTRIK JANATA PARTY SECULAR,46,Male,Graduate,GEN,88692,0,
West Bengal,Alipurduars,17-04-2014,Ishabela Kujur,RASHTRIYA JANADHIKAR SURAKSHA PARTY,30,Female,Graduate,GEN,88500,0,
Uttar Pradesh,Varanasi,12-05-2014,Manoj Kumar Chaube,IND,35,Male,Post Graduate,GEN,88304,1,
Rajasthan,Sikar,17-04-2014,Vimal,JAI MAHA BHARATH PARTY,34,Male,Graduate Professional,GEN,88000,0,
Maharashtra,Maval,17-04-2014,Jagtap Laxman Murlidhar,IND,34,Male,8th,GEN,87461,0,
Tamil Nadu,Nilgiris,24-04-2014,Gunasekaran -k,RPIA,28,Male,12th,GEN,87000,0,
Uttar Pradesh,Allahabad,07-05-2014,Parmanand,IND,51,Male,5th,GEN,86000,0,
Maharashtra,Nanded,17-04-2014,Hanumante Vijay Chandrao,IND,40,Male,8th,GEN,86000,0,
Uttar Pradesh,Pratapgarh,07-05-2014,Nirmala Devi,BHARTIYA VANCHITSAMAJ PARTY,48,Female,8th,GEN,85378,0,
Uttar Pradesh,Sultanpur,07-05-2014,Shiv Shankar,MOST BACKWARD CLASSES OF INDIA,31,Male,Graduate,GEN,85158,0,
Uttar Pradesh,Deoria,12-05-2014,Awadh Kishor Nigam,ADARSH RASHTRIYA VIKAS PARTY,33,Male,Graduate,GEN,85000,0,
Maharashtra,Jalgaon,24-04-2014,Abrar Beg Sarvar Beg Mirza,REPUBLICAN PARTY OF INDIA,28,Male,8th,GEN,85000,0,
Karnataka,Bangalore Central,17-04-2014,Suraiya Zaithoon,IND,38,Male,Others,GEN,85000,1,
Maharashtra,Yavatmal-washim,10-04-2014,Gurnule Ramesh Vithoba,IND,57,Male,8th,GEN,85000,0,
Karnataka,Bangalore Central,17-04-2014,Ramanuj Singh,IND,50,Male,Graduate Professional,GEN,84383,0,
Tamil Nadu,Tirunelveli,24-04-2014,Saravananp,IND,34,Male,12th,GEN,83586,0,
National Capital Territory Of Delhi,East Delhi,10-04-2014,Rajesh,AMBEDKAR NATIONAL CONGRESS,45,Male,Graduate,GEN,83220,0,
Gujarat,Surat,30-04-2014,Sandis Mavjibhai Laxmanbhai,IND,73,Male,10th,GEN,81575,0,
Tamil Nadu,Perambalur,24-04-2014,Velayutham -c,IND,53,Male,5th,GEN,81000,0,
Andhra Pradesh,Tirupati,07-05-2014,Degala Surya Narayana,PYRAMID PARTY OF INDIA,39,Male,Others,GEN,80000,0,
Uttar Pradesh,Allahabad,07-05-2014,Hira Lal,IND,53,Male,Post Graduate,GEN,80000,0,
Andhra Pradesh,Mahabubabad,30-04-2014,Payam Chandhar Rao Chinna Chandhranna,IND,53,Male,Literate,GEN,80000,1,
Gujarat,Bhavnagar,30-04-2014,Vegad Nathabhai Vegadbhai Pragnachakshu Umedvar,IND,43,Male,12th,GEN,80000,0,
Gujarat,Kheda,30-04-2014,Pandav Bhailalbhai Kalubhai,BSP,30,Male,10th,GEN,80000,0,#77968E
Punjab,Amritsar,30-04-2014,Buta Singh,BAHUJAN SAMAJ PARTY AMBEDKAR,0,Male,Literate,GEN,80000,0,
Tamil Nadu,Coimbatore,24-04-2014,Kittusamy -p,IND,53,Male,5th,GEN,80000,0,
Tamil Nadu,Coimbatore,24-04-2014,Mohanraj -k,IND,47,Male,8th,GEN,80000,0,
Karnataka,Bangalore Central,17-04-2014,Kmurthy,IND,51,Male,10th,GEN,80000,0,
Karnataka,Dharwad,17-04-2014,Imamsab Toragal,IND,50,Male,10th,GEN,80000,0,
Maharashtra,Osmanabad,17-04-2014,Shaikh Mubarak Mainoddin,IND,32,Male,5th,GEN,80000,0,
Uttar Pradesh,Salempur,12-05-2014,Ram Kripal,IND,33,Male,Graduate,GEN,79412,0,
Maharashtra,Dhule,24-04-2014,Mo Ismile Jumman,IND,53,Male,5th,GEN,79000,1,
National Capital Territory Of Delhi,New Delhi,10-04-2014,Narendra Singh Rawat,IND,43,Male,12th,GEN,79000,0,
Maharashtra,Mumbai South Central,24-04-2014,Vaishali Surendra Borde,IND,30,Female,Graduate Professional,GEN,78806,0,
Maharashtra,Maval,17-04-2014,Vaishali Surendra Borde,IND,30,Female,Graduate Professional,GEN,78806,0,
West Bengal,Kolkata Uttar,12-05-2014,Rathindra Nath Roy,IND,47,Male,10th,GEN,78440,0,
Jharkhand,Dhanbad,24-04-2014,Parshuram Paswan,IND,39,Male,Graduate Professional,GEN,77400,0,
Uttar Pradesh,Shahjahanpur,17-04-2014,Sunita Sujata Nagpal,PEACE PARTY,25,Female,Graduate,GEN,77086,0,
Andhra Pradesh,Ongole,07-05-2014,Mattegunta Kiran Dasaranna,IND,32,Male,Post Graduate,GEN,77079,0,
Uttar Pradesh,Lalganj,12-05-2014,Avadhesh,IND,48,Male,12th,GEN,77000,0,
Madhya Pradesh,Guna,17-04-2014,Anwar Khan,IND,47,Male,10th,GEN,77000,0,
Haryana,Sirsa,10-04-2014,Hansraj Hansa,JAN MORCHA,42,Male,12th,GEN,77000,0,
Maharashtra,Bhandara-gondiya,10-04-2014,Jitendra Aadkuji Raut,AKHIL BHARTIYA MANAVTA PAKSH,36,Male,Graduate,GEN,76820,1,
Gujarat,Surendranagar,30-04-2014,Sapara Vipulbhai Rameshbhai,IND,28,Male,10th,GEN,76500,0,
Madhya Pradesh,Satna,10-04-2014,Keshav,IND,48,Male,Post Graduate,GEN,76250,0,
West Bengal,Ghatal,12-05-2014,Gopal Mondal,IND,30,Male,Graduate,GEN,76000,0,
Punjab,Jalandhar,30-04-2014,Ajay Kumar Bhagat,IND,42,Male,12th,GEN,76000,0,
Karnataka,Bidar,17-04-2014,Ismail Zabi Ullah,IND,0,Male,Graduate,GEN,76000,0,
Karnataka,Davanagere,17-04-2014,Ss Subhan Khan,IND,46,Male,Post Graduate,GEN,76000,0,
Uttar Pradesh,Ghazipur,12-05-2014,Omkar Chauhan,JANVADI PARTYSOCIALIST,40,Male,Post Graduate,GEN,75762,0,
Orissa,Mayurbhanj,17-04-2014,Chhabi Mahali,AAP,26,Female,Others,GEN,75674,0,
Haryana,Faridabad,10-04-2014,Kusum Kumari,ALL INDIA PEOPLES FRONT,28,Male,Post Graduate,GEN,75167,0,
Rajasthan,Jaipur,17-04-2014,Anil Kumar Sharma,JAGO PARTY,30,Male,Graduate,GEN,75100,0,
Andhra Pradesh,Vijayawada,07-05-2014,Ramachandra Prasad Koneru,IND,42,Male,5th,GEN,75000,0,
West Bengal,Bankura,07-05-2014,Prabir Banerjee,JHARKHAND ANUSHILAN PARTY,41,Male,Graduate,GEN,75000,0,
Bihar,Jhanjharpur,30-04-2014,Janak Roy,IND,71,Male,Literate,GEN,75000,0,
Gujarat,Junagadh,30-04-2014,Kadari Ibrahim Saiyad Husen,SP,58,Male,5th,GEN,75000,0,#B15928
Gujarat,Kheda,30-04-2014,Malek Sabirhusen Ismaelbhai,IND,0,Male,8th,GEN,75000,0,
