AC_NO,AC_NAME,NAME,#,ST_CD,ST_NAME,VOTES,YEAR,polled_votes,vote_percent,PARTY,a_constituency,District,p_constituency,Male_voters,Female_voters,Other_voters,Region
54,Raichur ,Dr. Shivaraj Patil,1,S10,Karnataka,69655,2023,145243,47.96,BJP,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Masood Ali,12,S10,Karnataka,336,2023,145243,0.23,BRP,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Mahadeva,18,S10,Karnataka,116,2023,145243,0.08,CCP,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Ramanna,19,S10,Karnataka,109,2023,145243,0.08,KRS,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Raman Gowda Yeganuru,7,S10,Karnataka,587,2023,145243,0.4,KRPP,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Veeresh N.S,16,S10,Karnataka,165,2023,145243,0.11,SUCI,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Syed Ishaq Hussain,5,S10,Karnataka,632,2023,145243,0.44,SDPI,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Iffath Siddiqui,11,S10,Karnataka,387,2023,145243,0.27,IND,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Indramma,17,S10,Karnataka,119,2023,145243,0.08,IND,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Eresh,15,S10,Karnataka,181,2023,145243,0.12,IND,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Earesh Kumar,13,S10,Karnataka,334,2023,145243,0.23,IND,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Dr. Basavaraj Kalasa,10,S10,Karnataka,549,2023,145243,0.38,IND,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Mujeebuddin,4,S10,Karnataka,1327,2023,145243,0.91,IND,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,Syed Rasheed Pasha,14,S10,Karnataka,291,2023,145243,0.2,IND,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
54,Raichur ,NOTA,6,S10,Karnataka,588,2023,145243,0.4,NOTA,Raichur,Raichur,Raichur,114351,113810,125,Hyderabad Karnataka
55,Manvi ,A Bhagavantaray,2,S10,Karnataka,59203,2023,157730,37.53,BJP,Manvi,Raichur,Raichur,119572,125029,74,Hyderabad Karnataka
55,Manvi ,Mudakappa Nayak,7,S10,Karnataka,686,2023,157730,0.43,BSP,Manvi,Raichur,Raichur,119572,125029,74,Hyderabad Karnataka
55,Manvi ,Raja Venkatappa Nayak,3,S10,Karnataka,25990,2023,157730,16.48,JDS,Manvi,Raichur,Raichur,119572,125029,74,Hyderabad Karnataka
55,Manvi ,Raja Shamsunder Nayak,4,S10,Karnataka,2932,2023,157730,1.86,AAP,Manvi,Raichur,Raichur,119572,125029,74,Hyderabad Karnataka
55,Manvi ,G Hampayya Nayak,1,S10,Karnataka,66922,2023,157730,42.43,INC,Manvi,Raichur,Raichur,119572,125029,74,Hyderabad Karnataka
55,Manvi ,Basavaprabhu,6,S10,Karnataka,742,2023,157730,0.47,KRS,Manvi,Raichur,Raichur,119572,125029,74,Hyderabad Karnataka
55,Manvi ,NOTA,5,S10,Karnataka,1255,2023,157730,0.8,NOTA,Manvi,Raichur,Raichur,119572,125029,74,Hyderabad Karnataka
56,Devadurga ,Karemma,1,S10,Karnataka,99544,2023,175406,56.75,JDS,Devadurga,Raichur,Raichur,112113,115704,29,Hyderabad Karnataka
56,Devadurga ,Narasannagouda Hosamani,6,S10,Karnataka,1130,2023,175406,0.64,BSP,Devadurga,Raichur,Raichur,112113,115704,29,Hyderabad Karnataka
56,Devadurga ,Shivanagouda,2,S10,Karnataka,65288,2023,175406,37.22,BJP,Devadurga,Raichur,Raichur,112113,115704,29,Hyderabad Karnataka
56,Devadurga ,A.Shridevi,3,S10,Karnataka,3909,2023,175406,2.23,INC,Devadurga,Raichur,Raichur,112113,115704,29,Hyderabad Karnataka
56,Devadurga ,Roopa,4,S10,Karnataka,2784,2023,175406,1.59,IND,Devadurga,Raichur,Raichur,112113,115704,29,Hyderabad Karnataka
56,Devadurga ,NOTA,5,S10,Karnataka,2751,2023,175406,1.57,NOTA,Devadurga,Raichur,Raichur,112113,115704,29,Hyderabad Karnataka
57,Lingsugur ,ANILKUMAR D.JANAPPA HIRENAGANOOR,6,S10,Karnataka,1193,2023,174238,0.68,BSP,Lingsugur,Raichur,Raichur,120143,120831,10,Hyderabad Karnataka
57,Lingsugur ,D.S.HULAGERI,2,S10,Karnataka,55960,2023,174238,32.12,INC,Lingsugur,Raichur,Raichur,120143,120831,10,Hyderabad Karnataka
57,Lingsugur ,MANAPPA D VAJJAL,1,S10,Karnataka,58769,2023,174238,33.73,BJP,Lingsugur,Raichur,Raichur,120143,120831,10,Hyderabad Karnataka
57,Lingsugur ,BANDI SHIDDU,3,S10,Karnataka,41322,2023,174238,23.72,JDS,Lingsugur,Raichur,Raichur,120143,120831,10,Hyderabad Karnataka
57,Lingsugur ,NAGARAJ MOTHI,7,S10,Karnataka,1152,2023,174238,0.66,UPP,Lingsugur,Raichur,Raichur,120143,120831,10,Hyderabad Karnataka
57,Lingsugur ,R.RUDRAIAH,4,S10,Karnataka,13764,2023,174238,7.9,KRPP,Lingsugur,Raichur,Raichur,120143,120831,10,Hyderabad Karnataka
57,Lingsugur ,VIJAY KUMAR POL,8,S10,Karnataka,753,2023,174238,0.43,KRS,Lingsugur,Raichur,Raichur,120143,120831,10,Hyderabad Karnataka
57,Lingsugur ,NOTA,5,S10,Karnataka,1325,2023,174238,0.76,NOTA,Lingsugur,Raichur,Raichur,120143,120831,10,Hyderabad Karnataka
58,Sindhanur ,K. KARIYAPPA,2,S10,Karnataka,51703,2023,175431,29.47,BJP,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,VENKATRAO NADAGOUDA,3,S10,Karnataka,43461,2023,175431,24.77,JDS,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,SANGRAM NARAYAN KILLED,5,S10,Karnataka,1388,2023,175431,0.79,AAP,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,HAMPANAGOUDA BADARLI,1,S10,Karnataka,73645,2023,175431,41.98,INC,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,NIJAGUNAYYA,7,S10,Karnataka,853,2023,175431,0.49,UPP,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,NIRUPADI  K GOMARSHI,9,S10,Karnataka,270,2023,175431,0.15,KRS,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,BASAVARAJ SASALAMARI,10,S10,Karnataka,236,2023,175431,0.13,RPIB,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,MALLIKARJUN NEKKANTI,4,S10,Karnataka,2147,2023,175431,1.22,KRPP,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,BASAVARAJ BADARLI,11,S10,Karnataka,215,2023,175431,0.12,IND,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,BASAPUR SHARANAPPA NEELAKANTAPPA,8,S10,Karnataka,448,2023,175431,0.26,IND,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
58,Sindhanur ,NOTA,6,S10,Karnataka,1065,2023,175431,0.61,NOTA,Sindhanur,Raichur,Koppal,115515,118964,42,Hyderabad Karnataka
59,Maski ,PRATAPGOUDA PATIL,2,S10,Karnataka,66513,2023,150798,44.11,BJP,Maski,Raichur,Koppal,97873,100561,17,Hyderabad Karnataka
59,Maski ,BASAN GOUDA TURVIHAL,1,S10,Karnataka,79566,2023,150798,52.76,INC,Maski,Raichur,Koppal,97873,100561,17,Hyderabad Karnataka
59,Maski ,RAGHAVENDRA NAYAK BALGANUR,3,S10,Karnataka,1906,2023,150798,1.26,JDS,Maski,Raichur,Koppal,97873,100561,17,Hyderabad Karnataka
59,Maski ,GANGAMMA ANKUSHADODDI,6,S10,Karnataka,313,2023,150798,0.21,KRS,Maski,Raichur,Koppal,97873,100561,17,Hyderabad Karnataka
59,Maski ,ISHAPPAGOUDA PATIL,7,S10,Karnataka,268,2023,150798,0.18,IND,Maski,Raichur,Koppal,97873,100561,17,Hyderabad Karnataka
59,Maski ,SOMANAGOUDA,8,S10,Karnataka,207,2023,150798,0.14,IND,Maski,Raichur,Koppal,97873,100561,17,Hyderabad Karnataka
59,Maski ,E.H. NAYAK,5,S10,Karnataka,730,2023,150798,0.48,IND,Maski,Raichur,Koppal,97873,100561,17,Hyderabad Karnataka
59,Maski ,NOTA,4,S10,Karnataka,1295,2023,150798,0.86,NOTA,Maski,Raichur,Koppal,97873,100561,17,Hyderabad Karnataka
60,Kushtagi ,AMAREGOUDA  LINGANAGOUDA PATIL BAYYAPUR,2,S10,Karnataka,83269,2023,183082,45.48,INC,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,KANAKAPPA MALAGAVI,6,S10,Karnataka,729,2023,183082,0.4,AAP,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,DODDANAGOUDA HANAMAGOUDA PATIL,1,S10,Karnataka,92915,2023,183082,50.75,BJP,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,SHARANAPPA SIDDAPPA KUMBAR,5,S10,Karnataka,1048,2023,183082,0.57,JDS,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,SHIVAPUTRAPPA MENEDAL,11,S10,Karnataka,203,2023,183082,0.11,BSP,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,C.M.HIREMATH,8,S10,Karnataka,380,2023,183082,0.21,KRPP,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,PARASAPPA BHEEMAPPA GAJJARI,16,S10,Karnataka,44,2023,183082,0.02,RCP,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,SHANTARAJA PARSHWANATH GOGI JAIN,15,S10,Karnataka,65,2023,183082,0.04,NCP,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,SIDDAPPA KALAKERI,10,S10,Karnataka,272,2023,183082,0.15,UPP,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,C.SURESH BALAKUNDI,14,S10,Karnataka,95,2023,183082,0.05,KRS,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,KALAPPA YACHCHARAPPA BADIGER,12,S10,Karnataka,179,2023,183082,0.1,IND,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,YALLANAGOUDA,13,S10,Karnataka,177,2023,183082,0.1,IND,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,RAMANAGOUDA.M.MALIPATIL,9,S10,Karnataka,346,2023,183082,0.19,IND,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,B.VAZEERALI GONAL,4,S10,Karnataka,1377,2023,183082,0.75,IND,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,SHIVAKUMAR CHILKARAGI,7,S10,Karnataka,391,2023,183082,0.21,IND,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
60,Kushtagi ,NOTA,3,S10,Karnataka,1592,2023,183082,0.87,NOTA,Kushtagi,Koppal,Koppal,113607,111210,10,Hyderabad Karnataka
61,Kanakagiri ,BASAVARAJ DADESUGUR,2,S10,Karnataka,63532,2023,176553,35.98,BJP,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,YARISWAMY NAGESHAPPA KUNTOJI,8,S10,Karnataka,515,2023,176553,0.29,AAP,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,P V RAJAGOPAL,6,S10,Karnataka,709,2023,176553,0.4,JDS,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,TANGADAGI SHIVARAJ SANGAPPA,1,S10,Karnataka,106164,2023,176553,60.13,INC,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,KENCHAPPA LINGAPPA HIREKHED,5,S10,Karnataka,747,2023,176553,0.42,CPIML,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,GANESH,12,S10,Karnataka,144,2023,176553,0.08,KRS,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,CHARUL VENKANTRAMANA DASARI,4,S10,Karnataka,1319,2023,176553,0.75,KRPP,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,K BALAPPA,13,S10,Karnataka,136,2023,176553,0.08,BPAP,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,RAMESH,9,S10,Karnataka,422,2023,176553,0.24,IND,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,SANDEEP SANJEEVAPPA BUDAGUMPA,7,S10,Karnataka,678,2023,176553,0.38,IND,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,H HULUGAPPA,11,S10,Karnataka,191,2023,176553,0.11,IND,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,B JNANASUNDAR,10,S10,Karnataka,396,2023,176553,0.22,IND,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
61,Kanakagiri ,NOTA,3,S10,Karnataka,1600,2023,176553,0.91,NOTA,Kanakagiri,Koppal,Koppal,104807,106757,3,Hyderabad Karnataka
62,Gangawati ,IQBAL ANSARI,2,S10,Karnataka,57947,2023,159859,36.25,INC,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,CHANNAKESHAVE HERIYAAL RAMULU,4,S10,Karnataka,1212,2023,159859,0.76,JDS,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,PARANNA ISHWARAPPA MUNAVALLI,3,S10,Karnataka,29167,2023,159859,18.25,BJP,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,SHARANAPPA SAJJIHOLA,9,S10,Karnataka,415,2023,159859,0.26,AAP,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,SHANKAR SIDDAPUR,16,S10,Karnataka,190,2023,159859,0.12,BSP,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,KANAKAPPA HANUMAPPA HUDEJALI,10,S10,Karnataka,391,2023,159859,0.24,KRS,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,G JANARDHAN REDDY,1,S10,Karnataka,66213,2023,159859,41.42,KRPP,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,KARADI BASAVARAJA,7,S10,Karnataka,477,2023,159859,0.3,IMP,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,VIJAY KUMAR ACHAPPA,17,S10,Karnataka,177,2023,159859,0.11,ABHM,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,VENKATESH RAO G KULKARNI HEGGAPUR,13,S10,Karnataka,356,2023,159859,0.22,BPKP,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,SHARANAPPA SINGANAL,12,S10,Karnataka,371,2023,159859,0.23,UPP,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,SHRI VENKATESHWARA MAHA SWAMIJI,20,S10,Karnataka,87,2023,159859,0.05,HJP,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,SARASWATI K,15,S10,Karnataka,222,2023,159859,0.14,RPIB,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,CHAKRAVARTHI NAYAKA T,14,S10,Karnataka,273,2023,159859,0.17,IND,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,MAHAMMAD NATHIK ALAM,18,S10,Karnataka,156,2023,159859,0.1,IND,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,PRASAD TALURI,5,S10,Karnataka,792,2023,159859,0.5,IND,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,SHIVASHANKARYYA SWAMI SHETTAR\xe2\x80\x8c KARATAGI,6,S10,Karnataka,522,2023,159859,0.33,IND,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,SHANMUKHA VALMIKI,19,S10,Karnataka,93,2023,159859,0.06,IND,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,SANGAMESH SUGREEVAA,11,S10,Karnataka,372,2023,159859,0.23,IND,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
62,Gangawati ,NOTA,8,S10,Karnataka,426,2023,159859,0.27,NOTA,Gangawati,Koppal,Koppal,96731,97348,0,Hyderabad Karnataka
63,Yelburga ,BASAVARAJ RAYAREDDI,1,S10,Karnataka,94330,2023,176998,53.29,INC,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,KONANAGOUDRA MALLANAGOUDA,4,S10,Karnataka,1038,2023,176998,0.59,JDS,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,MOULAHUSAIN BULDIYAR,8,S10,Karnataka,425,2023,176998,0.24,AAP,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,ACHAR HALAPPA BASAPPA,2,S10,Karnataka,77149,2023,176998,43.59,BJP,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,HULAGAPPA HIREMANI,6,S10,Karnataka,524,2023,176998,0.3,BSP,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,RAMALINGAPPA H. KUKANURU,12,S10,Karnataka,130,2023,176998,0.07,RPI,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,HARI. R,5,S10,Karnataka,626,2023,176998,0.35,NCP,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,NIRMALA,11,S10,Karnataka,216,2023,176998,0.12,IND,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,BALAPPA S. VEERAPUR,7,S10,Karnataka,502,2023,176998,0.28,IND,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,SHAMIDSAB YAMANURSAB MULLA,9,S10,Karnataka,258,2023,176998,0.15,IND,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,SHANKAR RADDY SOMARADDY,10,S10,Karnataka,235,2023,176998,0.13,IND,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
63,Yelburga ,NOTA,3,S10,Karnataka,1565,2023,176998,0.88,NOTA,Yelburga,Koppal,Koppal,104580,102652,0,Hyderabad Karnataka
64,Koppal ,C.V.CHANDRASHEKAR,3,S10,Karnataka,45369,2023,194749,23.3,JDS,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,K.S.MAILARAPPA,7,S10,Karnataka,494,2023,194749,0.25,BSP,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,M.K. SAHEB NAGESHANAHALLI,5,S10,Karnataka,905,2023,194749,0.46,AAP,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,KARADI MANJULA,2,S10,Karnataka,54170,2023,194749,27.82,BJP,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,K. RAGHAVENDRA BASAVARAJ HITNAL,1,S10,Karnataka,90430,2023,194749,46.43,INC,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,ADAVI HANUMAPPA GODACHALLI,6,S10,Karnataka,651,2023,194749,0.33,KRS,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,MARISWAMI. R. KANAKAGIRI,13,S10,Karnataka,149,2023,194749,0.08,RPIB,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,GAVEESH SASIMATH,11,S10,Karnataka,192,2023,194749,0.1,IND,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,KOLURU DEVENDRAGOUDA,8,S10,Karnataka,340,2023,194749,0.17,IND,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,PRAMOD.M.P,9,S10,Karnataka,299,2023,194749,0.15,IND,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,MALLIKARJUN HADAPADA,12,S10,Karnataka,173,2023,194749,0.09,IND,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,SHASHIDHAR.K.M,10,S10,Karnataka,260,2023,194749,0.13,IND,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
64,Koppal ,NOTA,4,S10,Karnataka,1317,2023,194749,0.68,NOTA,Koppal,Koppal,Koppal,120401,120616,15,Hyderabad Karnataka
65,Shirahatti ,DR.CHANDRU LAMANI,1,S10,Karnataka,74489,2023,163974,45.43,BJP,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,DODDAMANI MALLIKARJUNA YALLAPPA,7,S10,Karnataka,872,2023,163974,0.53,AAP,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,SUJATA  NINGAPPA  DODDAMANI,3,S10,Karnataka,34791,2023,163974,21.22,INC,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,HANAMANTAPPA. M.NAYAK,4,S10,Karnataka,2065,2023,163974,1.26,JDS,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,DR. MUTTU.  SURAKOD  (MADAR),13,S10,Karnataka,312,2023,163974,0.19,IMP,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,MANJUNATH ASANGEPPA  ASANGI,14,S10,Karnataka,228,2023,163974,0.14,KRS,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,SUSHMA SUNIL   SARVADE,10,S10,Karnataka,472,2023,163974,0.29,UPP,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,DURAGAPPA SHEKHAPPA BINJADAGI,15,S10,Karnataka,228,2023,163974,0.14,IND,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,DODDAPPA. BHADRAPPA. LAMANI,6,S10,Karnataka,965,2023,163974,0.59,IND,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,RAJAVENKATESH D KARABHARI,9,S10,Karnataka,502,2023,163974,0.31,IND,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,RAMAKRISHNA. SHIDLINGAPPA. DODDAMANI,2,S10,Karnataka,45969,2023,163974,28.03,IND,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,VENKATESH B  GUGGARI,8,S10,Karnataka,536,2023,163974,0.33,IND,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,SANTOSH GOURAVVA HIREMANI,11,S10,Karnataka,458,2023,163974,0.28,IND,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,HANUMANTAPPA PEERAPPA KORAVAR,12,S10,Karnataka,445,2023,163974,0.27,IND,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
65,Shirahatti ,NOTA,5,S10,Karnataka,1642,2023,163974,1,NOTA,Shirahatti,Gadag,Haveri,107612,104640,8,Mumbai Karnataka
66,Gadag ,ANIL. P.  MENASINAKAI,2,S10,Karnataka,74828,2023,170232,43.96,BJP,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,GOVINDAGOUDRA VENKANAGOUDRA RANGANAGOUDA,5,S10,Karnataka,698,2023,170232,0.41,JDS,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,DODDAMANI PEERSAB,7,S10,Karnataka,493,2023,170232,0.29,AAP,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,H. K. PATIL,1,S10,Karnataka,89958,2023,170232,52.84,INC,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,ANAND HANDI,6,S10,Karnataka,536,2023,170232,0.31,KRS,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,CHANDRASHEKHAR DESAI,15,S10,Karnataka,72,2023,170232,0.04,RCP,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,POOJA MALLAPPA BEVOOR,13,S10,Karnataka,98,2023,170232,0.06,IMP,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,SACHINKUMAR KARJEKANNAVAR,9,S10,Karnataka,276,2023,170232,0.16,UPP,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,B. M. PATIL,14,S10,Karnataka,95,2023,170232,0.06,IND,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,BASAVARAJ MALODE,12,S10,Karnataka,106,2023,170232,0.06,IND,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,MALLIKARJUNAGOUDA SHANKARGOUDA PARVATAGOUDRA,8,S10,Karnataka,283,2023,170232,0.17,IND,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,RUDRAPPA BASAPPA KUMBAR,4,S10,Karnataka,729,2023,170232,0.43,IND,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,VISHWANATH KHANAPUR,10,S10,Karnataka,276,2023,170232,0.16,IND,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
66,Gadag ,VEERABHADRAPPA VEERAPPA KABBINAD,11,S10,Karnataka,241,2023,170232,0.14,IND,Gadag,Gadag,Haveri,109936,109616,23,Mumbai Karnataka
