AC_NO,AC_NAME,NAME,#,ST_CD,ST_NAME,VOTES,YEAR,polled_votes,vote_percent,PARTY,a_constituency,District,p_constituency,Male_voters,Female_voters,Other_voters,Region
186,Malavalli ,Nandeesh Kumar M.,10,S10,Karnataka,261,2023,197983,0.13,KRS,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
186,Malavalli ,Annadani C.,14,S10,Karnataka,142,2023,197983,0.07,IND,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
186,Malavalli ,Uma. J.,8,S10,Karnataka,333,2023,197983,0.17,IND,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
186,Malavalli ,Madhaw Ciran. M.S,13,S10,Karnataka,149,2023,197983,0.08,IND,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
186,Malavalli ,Mohan Kumar.M.L,15,S10,Karnataka,141,2023,197983,0.07,IND,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
186,Malavalli ,Mantyalingu,11,S10,Karnataka,260,2023,197983,0.13,IND,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
186,Malavalli ,Sathishkumar T. N.,7,S10,Karnataka,390,2023,197983,0.2,IND,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
186,Malavalli ,H.B. Sudha,9,S10,Karnataka,314,2023,197983,0.16,IND,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
186,Malavalli ,NOTA,5,S10,Karnataka,1256,2023,197983,0.63,NOTA,Malavalli,Mandya,Mandya,120541,118218,18,Old Mysore Region
187,Maddur ,ANANDA,4,S10,Karnataka,1188,2023,183390,0.65,AAP,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,UDAYA.K.M,1,S10,Karnataka,87019,2023,183390,47.45,INC,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,D.C.THAMMANNA,2,S10,Karnataka,62906,2023,183390,34.3,JDS,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,SOMANAHALLI SHIVAKUMAR,6,S10,Karnataka,671,2023,183390,0.37,BSP,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,S.P.SWAMY,3,S10,Karnataka,28996,2023,183390,15.81,BJP,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,K.J.MAHESHA KOOLAGERE,9,S10,Karnataka,381,2023,183390,0.21,KRS,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,CHIKKANANJACHARI,11,S10,Karnataka,144,2023,183390,0.08,IND,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,KADALURU PRAJWALGOWDA K.S,7,S10,Karnataka,653,2023,183390,0.36,IND,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,HALLIKERE MANOHARA,10,S10,Karnataka,260,2023,183390,0.14,IND,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,GUDIGERE MANJUNATH,8,S10,Karnataka,419,2023,183390,0.23,IND,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
187,Maddur ,NOTA,5,S10,Karnataka,753,2023,183390,0.41,NOTA,Maddur,Mandya,Mandya,101490,103961,20,Old Mysore Region
188,Melukote ,ASHOKA,6,S10,Karnataka,809,2023,183883,0.44,AAP,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,DR.INDRESH N.S.,3,S10,Karnataka,6470,2023,183883,3.52,BJP,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,C. S. PUTTARAJU,2,S10,Karnataka,80289,2023,183883,43.66,JDS,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,YOGANANDAGOWDA,5,S10,Karnataka,1157,2023,183883,0.63,BSP,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,DHARSHAN PUTTANNAIAH,1,S10,Karnataka,91151,2023,183883,49.57,SKP,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,MAHENDRA KUMAR K.R.,4,S10,Karnataka,1379,2023,183883,0.75,KRS,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,AARYA LOKESH,8,S10,Karnataka,566,2023,183883,0.31,UPP,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,KRISHNA.E.N.,7,S10,Karnataka,669,2023,183883,0.36,IND,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,CHIKKAIAH,11,S10,Karnataka,298,2023,183883,0.16,IND,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,H.NARAYANA,10,S10,Karnataka,402,2023,183883,0.22,IND,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,RAVI KUMARA,12,S10,Karnataka,213,2023,183883,0.12,IND,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
188,Melukote ,NOTA,9,S10,Karnataka,480,2023,183883,0.26,NOTA,Melukote,Mandya,Mandya,98069,97412,6,Old Mysore Region
189,Mandya ,ASHOK S.D JAYARAM,3,S10,Karnataka,30661,2023,174546,17.57,BJP,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,BUDANURU BOMMAIAH,7,S10,Karnataka,960,2023,174546,0.55,AAP,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,RAVIKUMAR GOWDA (GANIGA),1,S10,Karnataka,61411,2023,174546,35.18,INC,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,B.R. RAMACHANDRA,2,S10,Karnataka,59392,2023,174546,34.03,JDS,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,SHIVASHANKARA .S,9,S10,Karnataka,838,2023,174546,0.48,BSP,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,NAGARAJ GAVIGOWDA,12,S10,Karnataka,217,2023,174546,0.12,KRS,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,MADHUCHANDAN ORGANIC,5,S10,Karnataka,2438,2023,174546,1.4,SKP,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,M.P. VISHWA PUTTAIAH,15,S10,Karnataka,126,2023,174546,0.07,RPI,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,SUVARNA,16,S10,Karnataka,95,2023,174546,0.05,ANP,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,C.M. KRISHNA,14,S10,Karnataka,151,2023,174546,0.09,IND,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,M.J. CHIKKANNA LAVANYA RESIDENCY,13,S10,Karnataka,183,2023,174546,0.1,IND,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,N. BASAVARAJU,10,S10,Karnataka,465,2023,174546,0.27,IND,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,LOLA BELLUNDAGERE,6,S10,Karnataka,1022,2023,174546,0.59,IND,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,K.S. VIJAYANANDA,4,S10,Karnataka,15334,2023,174546,8.79,IND,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,SENE SHIVARAMU H.C.,11,S10,Karnataka,323,2023,174546,0.19,IND,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
189,Mandya ,NOTA,8,S10,Karnataka,930,2023,174546,0.53,NOTA,Mandya,Mandya,Mandya,112655,114947,42,Old Mysore Region
190,Srirangapatna ,ANANDA.P,7,S10,Karnataka,777,2023,185194,0.42,BSP,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,A.B. RAMESHA BANDISIDDEGOWDA,1,S10,Karnataka,72817,2023,185194,39.32,INC,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,RAVINDRA SRIKANTAIAH,2,S10,Karnataka,61680,2023,185194,33.31,JDS,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,C.S. VENKATESHA,5,S10,Karnataka,1096,2023,185194,0.59,AAP,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,S. SACCHIDANANDA,3,S10,Karnataka,42306,2023,185194,22.84,BJP,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,ANIL KUMAR,13,S10,Karnataka,208,2023,185194,0.11,ANP,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,ARUNA KUMARA H.M,10,S10,Karnataka,281,2023,185194,0.15,KRS,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,HARISH.N,18,S10,Karnataka,71,2023,185194,0.04,IMP,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,Y M GIRISHA,17,S10,Karnataka,89,2023,185194,0.05,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,PALAHALLI CHANDRASHEKAR,12,S10,Karnataka,212,2023,185194,0.11,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,H.D.JAVAREGOWDA,15,S10,Karnataka,120,2023,185194,0.06,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,DEVIKA.K,14,S10,Karnataka,137,2023,185194,0.07,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,BASAVARAJA SOMAVARADA,16,S10,Karnataka,108,2023,185194,0.06,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,M M Maheshagowda,8,S10,Karnataka,413,2023,185194,0.22,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,MOHANA KUMAR ALIAS KIRANGURU PAPU,11,S10,Karnataka,252,2023,185194,0.14,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,TAGGAHALLI VENKATESH,4,S10,Karnataka,3266,2023,185194,1.76,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,SRINIVASA G P,9,S10,Karnataka,313,2023,185194,0.17,IND,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
190,Srirangapatna ,NOTA,6,S10,Karnataka,1048,2023,185194,0.57,NOTA,Shrirangapattana,Mandya,Mandya,103766,105143,36,Old Mysore Region
191,Nagamangala ,N. CHALUVARAYASWAMY,1,S10,Karnataka,90634,2023,192146,47.17,INC,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,K.H.MAHADEVA,7,S10,Karnataka,586,2023,192146,0.3,BSP,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,YOGESH.B,5,S10,Karnataka,851,2023,192146,0.44,AAP,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,SUDHA SHIVARAMEGOWDA,3,S10,Karnataka,7769,2023,192146,4.04,BJP,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,SURESHGOWDAA,2,S10,Karnataka,86220,2023,192146,44.87,JDS,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,YOGANANDA MURTHY,10,S10,Karnataka,280,2023,192146,0.15,IMP,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,G.M. RAMESH,12,S10,Karnataka,191,2023,192146,0.1,KRS,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,ARAVIND SREENIVAS PRAJAKEEYA,6,S10,Karnataka,654,2023,192146,0.34,UPP,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,ANIKETHAN GOWDA,13,S10,Karnataka,136,2023,192146,0.07,IND,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,N.S.ASHOKA,9,S10,Karnataka,482,2023,192146,0.25,IND,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,PRAKASH.M.L,11,S10,Karnataka,264,2023,192146,0.14,IND,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,B.M. MALLIKARJUN (FIGHTER RAVI),4,S10,Karnataka,3293,2023,192146,1.71,IND,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,YOGESH,15,S10,Karnataka,93,2023,192146,0.05,IND,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,T.SURESH,14,S10,Karnataka,116,2023,192146,0.06,IND,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
191,Nagamangala ,NOTA,8,S10,Karnataka,577,2023,192146,0.3,NOTA,Nagamangala,Mandya,Mandya,104421,102249,8,Old Mysore Region
192,Krishnarajpet ,B.L.DEVARAJA,2,S10,Karnataka,58302,2023,189545,30.76,INC,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
192,Krishnarajpet ,NARAYANGOWDA,3,S10,Karnataka,38151,2023,189545,20.13,BJP,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
192,Krishnarajpet ,BASTHI PRADEEPA,5,S10,Karnataka,1612,2023,189545,0.85,BSP,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
192,Krishnarajpet ,H.T.MANJU,1,S10,Karnataka,80646,2023,189545,42.55,JDS,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
192,Krishnarajpet ,SHIVANNA,6,S10,Karnataka,787,2023,189545,0.42,AAP,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
192,Krishnarajpet ,KISHORA A.C,9,S10,Karnataka,408,2023,189545,0.22,KRS,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
192,Krishnarajpet ,VIJAYARAMU H.J(SARANGI),8,S10,Karnataka,429,2023,189545,0.23,UPP,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
192,Krishnarajpet ,CHANDAN GOWDA.K,4,S10,Karnataka,8497,2023,189545,4.48,IND,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
192,Krishnarajpet ,NOTA,7,S10,Karnataka,713,2023,189545,0.38,NOTA,Krishnarajapet,Mandya,Mandya,104564,100990,0,Old Mysore Region
193,Shravanabelagola ,M.A. GOPALASWAMY,2,S10,Karnataka,79023,2023,175067,45.14,INC,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,CHIDHANANDA C.R,3,S10,Karnataka,5648,2023,175067,3.23,BJP,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,C.N. BALAKRISHNA,1,S10,Karnataka,85668,2023,175067,48.93,JDS,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,MANJEGOWDA BADAKANAHALLI,4,S10,Karnataka,898,2023,175067,0.51,AAP,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,R. RAJU KUNDURU,8,S10,Karnataka,520,2023,175067,0.3,BSP,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,KIRAN T.K,5,S10,Karnataka,779,2023,175067,0.44,UPP,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,PAVITHRA J.K,12,S10,Karnataka,221,2023,175067,0.13,KRPP,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,H.D. REVANNA,10,S10,Karnataka,298,2023,175067,0.17,PM,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,SHIVAKUMARA,13,S10,Karnataka,160,2023,175067,0.09,KRS,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,NATARAJ POOMADIHALI,11,S10,Karnataka,231,2023,175067,0.13,IND,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,H.M. RAVI HULLENAHALLI,9,S10,Karnataka,415,2023,175067,0.24,IND,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,DR|| SUBRAMANYA MUDRABETTU,7,S10,Karnataka,539,2023,175067,0.31,IND,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
193,Shravanabelagola ,NOTA,6,S10,Karnataka,667,2023,175067,0.38,NOTA,Shravanabelagola,Hassan,Hassan,101213,101039,3,Old Mysore Region
194,Arsikere ,G.V.T. BASAVARAJA,3,S10,Karnataka,6538,2023,186111,3.51,BJP,Arsikere,Hassan,Hassan,104977,103405,7,Old Mysore Region
194,Arsikere ,K.M. SHIVALINGE GOWDA,1,S10,Karnataka,98375,2023,186111,52.86,INC,Arsikere,Hassan,Hassan,104977,103405,7,Old Mysore Region
194,Arsikere ,N.R. SANTHOSH,2,S10,Karnataka,78198,2023,186111,42.02,JDS,Arsikere,Hassan,Hassan,104977,103405,7,Old Mysore Region
194,Arsikere ,UMESH BELAGUMBA,5,S10,Karnataka,670,2023,186111,0.36,KRS,Arsikere,Hassan,Hassan,104977,103405,7,Old Mysore Region
194,Arsikere ,NAVEENA S.K. (SHANEGERE NAVEEN),4,S10,Karnataka,791,2023,186111,0.43,UPP,Arsikere,Hassan,Hassan,104977,103405,7,Old Mysore Region
194,Arsikere ,HOLEYAPPA G,7,S10,Karnataka,466,2023,186111,0.25,LS,Arsikere,Hassan,Hassan,104977,103405,7,Old Mysore Region
194,Arsikere ,D. KISHOR KUMAR,8,S10,Karnataka,456,2023,186111,0.25,IND,Arsikere,Hassan,Hassan,104977,103405,7,Old Mysore Region
194,Arsikere ,NOTA,6,S10,Karnataka,617,2023,186111,0.33,NOTA,Arsikere,Hassan,Hassan,104977,103405,7,Old Mysore Region
195,Belur ,GANGADHAR BAHUJAN,4,S10,Karnataka,1520,2023,164021,0.93,BSP,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,H.P. PARVATHE GOWDA,5,S10,Karnataka,1010,2023,164021,0.62,AAP,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,K.S. LINGESHA,3,S10,Karnataka,38893,2023,164021,23.71,JDS,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,B. SHIVARAMU,2,S10,Karnataka,55835,2023,164021,34.04,INC,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,H.K. SURESH (HULLALLI SURESH),1,S10,Karnataka,63571,2023,164021,38.76,BJP,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,ADESHA CHOWDANAHALLI,8,S10,Karnataka,475,2023,164021,0.29,KRS,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,D.D. LOKESH DEVIHALLI,13,S10,Karnataka,154,2023,164021,0.09,RPIK,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,DINESH GOWRIRAM,12,S10,Karnataka,225,2023,164021,0.14,IND,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,PARAMESHA N.M,9,S10,Karnataka,428,2023,164021,0.26,IND,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,HANIKE PRADEEPA,11,S10,Karnataka,286,2023,164021,0.17,IND,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,JAVAGAL MALLIKARJUN D.R,10,S10,Karnataka,294,2023,164021,0.18,IND,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,MAHESH B.R,7,S10,Karnataka,563,2023,164021,0.34,IND,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
195,Belur ,NOTA,6,S10,Karnataka,767,2023,164021,0.47,NOTA,Belur,Hassan,Hassan,96669,93862,13,Old Mysore Region
196,Hassan ,Preetham J. Gowda,2,S10,Karnataka,77322,2023,171038,45.21,BJP,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,H. B. Mallaiah,7,S10,Karnataka,463,2023,171038,0.27,BSP,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,Agile Yogish,4,S10,Karnataka,1301,2023,171038,0.76,AAP,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,Banavase Rangaswamy,3,S10,Karnataka,4305,2023,171038,2.52,INC,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,Swaroop Prakash,1,S10,Karnataka,85176,2023,171038,49.8,JDS,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,V. Ramesh Bhuvanahalli,8,S10,Karnataka,452,2023,171038,0.26,KRS,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,Swaroopa B. M,5,S10,Karnataka,912,2023,171038,0.53,PM,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,R. G. Sathisha Ramadevarapura,10,S10,Karnataka,80,2023,171038,0.05,IND,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,H. V.  Swamy,9,S10,Karnataka,139,2023,171038,0.08,IND,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
196,Hassan ,NOTA,6,S10,Karnataka,888,2023,171038,0.52,NOTA,Hassan,Hassan,Hassan,106284,106658,10,Old Mysore Region
197,Holenarasipur ,GEETHA SHIVASWAMY,4,S10,Karnataka,2425,2023,185444,1.31,AAP,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
197,Holenarasipur ,THARESHA H.S,8,S10,Karnataka,694,2023,185444,0.37,BSP,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
197,Holenarasipur ,G. DEVARAJEGOWDA,3,S10,Karnataka,4850,2023,185444,2.62,BJP,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
197,Holenarasipur ,H.D. REVANNA,1,S10,Karnataka,88103,2023,185444,47.51,JDS,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
197,Holenarasipur ,SHREYAS M PATEL,2,S10,Karnataka,84951,2023,185444,45.81,INC,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
197,Holenarasipur ,B.K. NAGARAJA,6,S10,Karnataka,1151,2023,185444,0.62,KRS,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
197,Holenarasipur ,H.D. REVANNA,5,S10,Karnataka,2061,2023,185444,1.11,PM,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
197,Holenarasipur ,D.R. RANGASWAMY,9,S10,Karnataka,449,2023,185444,0.24,IND,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
197,Holenarasipur ,NOTA,7,S10,Karnataka,760,2023,185444,0.41,NOTA,Holenarasipur,Hassan,Hassan,106032,103054,0,Old Mysore Region
198,Arkalgud ,B.T. JAVAREGOWDA,6,S10,Karnataka,2022,2023,193941,1.04,AAP,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,A. MANJU,1,S10,Karnataka,74643,2023,193941,38.49,JDS,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,H. YOGARAMESHA,4,S10,Karnataka,19575,2023,193941,10.09,BJP,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,H.P. SRIDHARGOWDA,3,S10,Karnataka,35947,2023,193941,18.54,INC,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,HARISH ATHNI,5,S10,Karnataka,2382,2023,193941,1.23,BSP,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,KESHAVAMURTHY H.T,9,S10,Karnataka,575,2023,193941,0.3,KRS,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,MANJUNATHA H.P,15,S10,Karnataka,190,2023,193941,0.1,BAJP,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,SHIVARAJA G.R,7,S10,Karnataka,720,2023,193941,0.37,UPP,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,M.T. KRISHNEGOWDA,2,S10,Karnataka,55038,2023,193941,28.38,IND,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,PUTTARAJA,13,S10,Karnataka,381,2023,193941,0.2,IND,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,PUNEETH B.R,12,S10,Karnataka,386,2023,193941,0.2,IND,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,VIJAYA BHARATHI,16,S10,Karnataka,136,2023,193941,0.07,IND,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,M.C. VISHWANATHA BISALAHALLI,11,S10,Karnataka,473,2023,193941,0.24,IND,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,M.R. SHIVANNA,14,S10,Karnataka,294,2023,193941,0.15,IND,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,SRINIVASA M.G,10,S10,Karnataka,555,2023,193941,0.29,IND,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
198,Arkalgud ,NOTA,8,S10,Karnataka,624,2023,193941,0.32,NOTA,Arkalgud,Hassan,Hassan,111377,104227,0,Old Mysore Region
199,Sakleshpur ,KUMARASWAMY H.K,2,S10,Karnataka,56548,2023,164898,34.29,JDS,Sakleshpur,Hassan,Hassan,98394,97317,6,Old Mysore Region
199,Sakleshpur ,K.S. PAVAN KUMAR,6,S10,Karnataka,1002,2023,164898,0.61,AAP,Sakleshpur,Hassan,Hassan,98394,97317,6,Old Mysore Region
199,Sakleshpur ,MURALI MOHAN,3,S10,Karnataka,42811,2023,164898,25.96,INC,Sakleshpur,Hassan,Hassan,98394,97317,6,Old Mysore Region
199,Sakleshpur ,CEMENT MANJU,1,S10,Karnataka,58604,2023,164898,35.54,BJP,Sakleshpur,Hassan,Hassan,98394,97317,6,Old Mysore Region
199,Sakleshpur ,D. SHIVAMMA,4,S10,Karnataka,1536,2023,164898,0.93,BSP,Sakleshpur,Hassan,Hassan,98394,97317,6,Old Mysore Region
199,Sakleshpur ,H.S. KUMARASWAMY,9,S10,Karnataka,645,2023,164898,0.39,KP,Sakleshpur,Hassan,Hassan,98394,97317,6,Old Mysore Region
199,Sakleshpur ,PRATHAP K.A,7,S10,Karnataka,1000,2023,164898,0.61,UPP,Sakleshpur,Hassan,Hassan,98394,97317,6,Old Mysore Region
199,Sakleshpur ,PRADEEPA BAYYA,10,S10,Karnataka,414,2023,164898,0.25,KRS,Sakleshpur,Hassan,Hassan,98394,97317,6,Old Mysore Region
