tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***54490,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1618,NR,20 EDWARD ST,,,ON
***90515,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1618,S/S,RANLEIGH AVE,E/O,YONGE ST,ON
***54491,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1619,NR,20 EDWARD ST,,,ON
***54492,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1620,NR,20 EDWARD ST,,,ON
***54493,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1620,NR,20 EDWARD ST,,,ON
***98485,20120102,58,STOP - WITHIN 9.0M OF XWALK,60,1620,NR,1279 DAVENPORT RD,,,ON
***07700,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1621,Other,7 HART HOUSE CIR,,,ON
***96508,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1621,OPP,130 SHANLY ST,,,ON
***32723,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1621,NR,2975 DUNDAS ST W,,,ON
***47682,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1621,NR,84 MERRICK ST,,,ON
***54494,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1621,NR,20 EDWARD ST,,,ON
***66987,20120102,15,PARK 3M OF FIRE HYDRANT,100,1621,NR,315 QUEEN ST W,,,ON
***14677,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1622,OPP,2 LAWLOR AVE,,,ON
***44989,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1622,N/S,SULTAN ST,W/O,ST THOMAS ST,TN
***90516,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1622,NR,8 WANLESS AVE,,,ON
***98486,20120102,363,PARK ON-STRT DISABLD NO PERMIT,450,1622,E/S,SALEM AVE,S/O,DAVENPORT RD,ON
***96509,20120102,337,PARK - ON BOULEVARD,50,1624,AT,41 SHANLY ST,,,ON
***32724,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1624,NR,228 MEDLAND ST,,,QC
***87859,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1625,NR,250 NINTH ST,,,ON
***90517,20120102,15,PARK 3M OF FIRE HYDRANT,100,1625,OPP,1 BROOKDALE AVE,,,ON
***11388,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1625,NR,278a QUEEN ST W,,,ON
***75985,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1626,NR,362 SPADINA AVE,,,ON
***54495,20120102,58,STOP - WITHIN 9.0M OF XWALK,60,1626,NR,201 ELIZABETH ST,,,ON
***64397,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1626,NR,1798 WESTON RD,,,ON
***04625,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1626,NR,45 CLINTON ST,,,ON
***13956,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1627,NR,1392 GERRARD ST E,,,QC
***89140,20120102,5,PARK HWY PRO TIMES/DAYS,40,1627,NR,4 ZENITH DR,,,ON
***87860,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1628,NR,250 TWELFTH ST,,,ON
***90518,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1628,NR,16 GOLFDALE RD,,,ON
***87861,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1629,NR,250 TWELFTH ST,,,QC
***34753,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1630,Other,300 BOROUGH DR,,,ON
***13651,20120102,9,STOP HWY PROHIB TIME/DAY,60,1630,NR,180 BEECROFT RD,,,ON
***22698,20120102,347,PARK IN A FIRE ROUTE,250,1630,AT,371 ORTON PARK RD,,,ON
***44990,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1630,OPP,210 BLOOR ST W,,,ON
***63913,20120102,192,STAND SIGNED TRANSIT STOP,60,1630,NR,718 QUEEN ST W,,,ON
***89141,20120102,347,PARK IN A FIRE ROUTE,250,1630,NR,462 BIRCHMOUNT RD,,,ON
***96510,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1631,OPP,52 LENNOX ST,,,ON
***04626,20120102,363,PARK ON-STRT DISABLD NO PERMIT,450,1631,NR,312 CLINTON ST,,,ON
***96511,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1632,OPP,52 LENNOX ST,,,ON
***96512,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1632,OPP,52 LENNOX ST,,,ON
***14678,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1632,NR,2034 QUEEN ST E,,,ON
***64398,20120102,15,PARK-3M OF FIRE HYDRANT,100,1632,NR,54 SIDNEY BELSEY CRES,,,ON
***87862,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1632,NR,2865 LAKE SHORE BLVD W,,,ON
***96513,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1633,OPP,34 LENNOX ST,,,ON
***13652,20120102,9,STOP HWY PROHIB TIME/DAY,60,1634,OPP,30 GREENFIELD AVE,,,ON
***96514,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1634,OPP,34 LENNOX ST,,,ON
***54496,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1634,OPP,20 MURRAY ST,,,ON
***65901,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1634,NR,136 CUMBERLAND ST,,,ON
***96780,20120102,192,STAND SIGNED TRANSIT STOP,60,1634,NR,2616 YONGE ST,,,ON
***98487,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1634,NR,533 ST CLAIR AVE W,,,ON
***98488,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1635,NR,533 ST CLAIR AVE W,,,ON
***98489,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1635,NR,533 ST CLAIR AVE W,,,ON
***04627,20120102,25,PARK-SIGNED TAXICAB STAND,30,1635,NR,876 BLOOR ST W,,,ON
***98490,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1636,NR,533 ST CLAIR AVE W,,,ON
***87863,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1637,OPP,5 ROYAL YORK RD,,,ON
***33178,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1638,Other,1800 SHEPPARD AVE E,,,ON
***87864,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1638,OPP,5 ROYAL YORK RD,,,ON
***14679,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1639,NR,101 KENILWORTH AVE,,,ON
***05274,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1639,NR,66 AMSTERDAM AVE,,,ON
***75986,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1640,OPP,35 BALMUTO ST,,,ON
***14680,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1640,NR,1957 QUEEN ST E,,,ON
***64399,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1641,AT,75 EMMETT AVE,,,ON
***90519,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1641,NR,8 WANLESS AVE,,,ON
***96781,20120102,14,PARK OBSTRUCT DRIVEWAY/LANEWAY,40,1641,NR,100 CRAIGHURST AVE,,,ON
***29683,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1642,Other,939 LAWRENCE AVE E,,,ON
***96515,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1642,NR,176 DALTON RD,,,QC
***14681,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1643,NR,170 WAVERLEY RD,,,ON
***34754,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1644,Other,300 BOROUGH DR,,,ON
***96516,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1644,NR,31 DALTON RD,,,ON
***47683,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1644,NR,125 GRENADIER RD,,,ON
***90520,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1644,NR,3320 YONGE ST,,,ON
***47684,20120102,77,PARK 60CM OF DRIVEWAY/LANEWAY,40,1645,NR,125 GRENADIER RD,,,IN
***65104,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1646,NR,174 HAMPTON AVE,,,ON
***82993,20120102,5,PARK-HWY PROHIB TIMES/DAYS,40,1646,NR,78 JOHN ST,,,ON
***05275,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1646,NR,133 MONARCH PARK AVE,,,ON
***96782,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1647,NR,40 ORCHARD VIEW BLVD,,,ON
***44991,20120102,16,PARK 9M OF INTERSCTING HIGHWAY,40,1648,E/S,MC CAUL ST,N/O,RENFREW PL,ON
***04628,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1648,NR,337 MARGUERETTA ST,,,AZ
***64400,20120102,347,PARK IN A FIRE ROUTE,250,1649,AT,25 PHOTOGRAPHY DR,,,ON
***90521,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1649,NR,361 FAIRLAWN AVE,,,ON
***96783,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1649,NR,33 ORCHARD VIEW BLVD,,,ON
***42486,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1650,AT,4 AVONDALE AVE,,,ON
***44992,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1650,NR,22 MC CAUL ST,,,ON
***04629,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1650,NR,271 MARGUERETTA ST,,,ON
***14682,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1652,NR,995 KINGSTON RD,,,ON
***22699,20120102,5,PARK HWY PRO TIMES/DAYS,40,1652,NR,222 GALLOWAY RD,,,ON
***82994,20120102,15,PARK 3M OF FIRE HYDRANT,100,1652,NR,139 WOODWARD AVE,,,ON
***45925,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1653,NR,6 BLYTHWOOD GDNS,,,ON
***54497,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1653,OPP,95 WALTON ST,,,ON
***04630,20120102,15,PARK 3M OF FIRE HYDRANT,100,1653,NR,364 BROCK AVE,,,ON
***32417,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1654,AT,228 SPADINA AVE,,,ON
***11047,20120102,15,PARK 3M OF FIRE HYDRANT,100,1654,NR,160 FREDERICK ST,,,ON
***32725,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1655,N/S,HUMBERSIDE AVE,W/O,KEELE ST,ON
***89142,20120102,5,PARK HWY PRO TIMES/DAYS,40,1655,NR,10 TEESDALE PL,,,ON
***96517,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1657,NR,43 WALES AVE,,,ON
***22700,20120102,337,PARK - ON BOULEVARD,50,1657,NR,22 CORONATION DR,,,ON
***96518,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1659,NR,51 WALES AVE,,,ON
***18802,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1659,AT,700 HUMBERWOOD BLVD,,,ON
***11048,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1659,NR,313 RICHMOND ST E,,,MI
***42487,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1700,AT,1 AVONDALE AVE,,,ON
***63914,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1700,OPP,52 LENNOX ST,,,ON
***13957,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1701,NR,84 SAULTER ST,,,ON
***04631,20120102,363,PARK ON-STRT DISABLD NO PERMIT,450,1701,NR,1 LINDSEY AVE,,,ON
***90522,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1702,NR,18 TEDDINGTON PARK AVE,,,ON
***14683,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1703,OPP,2 LAWLOR AVE,,,ON
***04632,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1703,NR,361 GLADSTONE AVE,,,ON
***90523,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1704,NR,6 GLEN ECHO RD,,,ON
***11049,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1706,OPP,135 GEORGE ST S,,,ON
***14684,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1708,OPP,85 BEECH AVE,,,ON
***44993,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1708,E/S,JAMES ST,S/O,ALBERT ST,CA
***45926,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1708,OPP,47 TULLIS DR,,,ON
***89143,20120102,347,PARK IN A FIRE ROUTE,250,1708,NR,2453 KINGSTON RD,,,ON
***14685,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1709,NR,81 BEECH AVE,,,ON
***90524,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1710,NR,3213 YONGE ST,,,ON
***44994,20120102,25,STAND SIGNED TAXICAB STAND,30,1711,N/S,ALBERT ST,W/O,JAMES ST,ON
***89144,20120102,347,PARK IN A FIRE ROUTE,250,1711,NR,2483 KINGSTON RD,,,ON
***04633,20120102,58,STOP - WITHIN 9.0M OF XWALK,60,1712,NR,912 OSSINGTON AVE,,,ON
***96519,20120102,134,PARK IN PUBLIC LANE,30,1714,S/S,67 PORTLAND ST,,,ON
***63915,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1715,NR,57 WALES AVE,,,ON
***96784,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1715,NR,10 EDMUND AVE,,,ON
***18803,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1716,AT,700 HUMBERWOOD BLVD,,,ON
***32646,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1717,NR,1380 DON MILLS RD,,,ON
***96520,20120102,337,PARK - ON BOULEVARD,50,1717,AT,577 WELLINGTON ST W,,,ON
***87865,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1717,AT,2301 LAKE SHORE BLVD W,,,ON
***98081,20120102,384,STOP VEH OTR THN BCYCL-BYCL LN,60,1717,NR,500 SHERBOURNE ST,,,QC
***96521,20120102,337,PARK - ON BOULEVARD,50,1718,AT,577 WELLINGTON ST W,,,ON
***82995,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1718,NR,27 SEELEY DR,,,ON
***32647,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1719,AT,1380 DON MILLS RD,,,ON
***32648,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1719,AT,1380 DON MILLS RD,,,ON
***96522,20120102,337,PARK - ON BOULEVARD,50,1719,AT,577 WELLINGTON ST W,,,ON
***82996,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1719,NR,27 SEELEY DR,,,ON
***04634,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1719,NR,21 DELAWARE AVE,,,ON
***32649,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1720,AT,1380 DON MILLS RD,,,ON
***32650,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1720,AT,1380 DON MILLS RD,,,ON
***90114,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1720,NR,138 BRAEMAR AVE,,,ON
***75987,20120102,192,STAND SIGNED TRANSIT STOP,60,1721,S/S,BREMNER BLVD,E/O,SPADINA AVE,ON
***13958,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1721,NR,5 COADY AVE,,,AZ
***32651,20120102,355,PARK IN DISABLED NO PERMIT,450,1722,AT,1380 DON MILLS RD,,,ON
***82997,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1722,NR,25 SEELEY DR,,,ON
***32652,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1723,AT,1380 DON MILLS RD,,,ON
***63916,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1723,NR,2 AUGUSTA AVE,,,ON
***90525,20120102,9,STOP HWY PROHIB TIME/DAY,60,1723,NR,23 SULTANA AVE,,,ON
***96785,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1723,NR,44 JACKES AVE,,,ON
***22701,20120102,347,PARK IN A FIRE ROUTE,250,1725,AT,225 SCARBOROUGH GOLF CLUB RD,,,ON
***65105,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1725,NR,137 SIMPSON AVE,,,ON
***22702,20120102,347,PARK IN A FIRE ROUTE,250,1726,AT,225 SCARBOROUGH GOLF CLUB RD,,,QC
***96786,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1726,NR,44 JACKES AVE,,,QC
***32653,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1727,AT,1380 DON MILLS RD,,,ON
***96787,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1727,NR,44 JACKES AVE,,,ON
***96523,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1728,NR,2 STADIUM RD,,,QC
***22703,20120102,347,PARK IN A FIRE ROUTE,250,1728,AT,225 SCARBOROUGH GOLF CLUB RD,,,ON
***90526,20120102,15,PARK 3M OF FIRE HYDRANT,100,1728,NR,240 CARMICHAEL AVE,,,ON
***14686,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1729,OPP,1392 GERRARD ST E,,,QC
***65106,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1729,NR,18 SIMPSON AVE,,,ON
***75988,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1730,NR,125 BREMNER BLVD,,,ON
***13653,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1731,AT,4978 YONGE ST,,,ON
***45927,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1732,NR,2 BLYTHWOOD GDNS,,,ON
***64401,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1734,NR,444 ROGERS RD,,,ON
***11050,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1734,NR,97 PEMBROKE ST,,,ON
***27658,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1736,Other,2180 ELLESMERE RD,,,ON
***82998,20120102,15,PARK 3M OF FIRE HYDRANT,100,1737,NR,12 SAYWELL AVE,,,ON
***32654,20120102,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1738,NR,44 THORNCLIFFE PARK DR,,,ON
***44995,20120102,367,STAND ON-ST DISABL LDG NO PRMT,450,1738,W/S,JAMES ST,S/O,ALBERT ST,ON
***65902,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1738,NR,132 AVENUE RD,,,ON
***32655,20120102,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1739,NR,42 THORNCLIFFE PARK DR,,,ON
***27145,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1740,AT,70 YORKVILLE AVE,,,ON
***47685,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1740,OPP,62 GLENDALE AVE,,,ON
***82999,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1740,NR,4 BOWSFIELD RD,,,ON
***98082,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1741,NR,101 MC GILL ST,,,ON
***47686,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1742,NR,84 MERRICK ST,,,ON
***32656,20120102,347,PARK IN A FIRE ROUTE,250,1743,AT,45 OVERLEA BLVD,,,ON
***18804,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1743,OPP,75 TANDRIDGE CRES,,,MD
***90527,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1743,NR,19 GOLFDALE RD,,,ON
***98083,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1743,OPP,126 MC GILL ST,,,ON
***32657,20120102,347,PARK IN A FIRE ROUTE,250,1744,AT,45 OVERLEA BLVD,,,ON
***27146,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1745,AT,92 YORKVILLE AVE,,,ON
***13654,20120102,9,STOP HWY PROHIB TIME/DAY,60,1745,NR,18 HOLLYWOOD AVE,,,ON
***13655,20120102,15,PARK 3M OF FIRE HYDRANT,100,1746,NR,6 SPRING GARDEN AVE,,,ON
***47687,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1746,NR,111 SUNNYSIDE AVE,,,ON
***27147,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1747,AT,92 YORKVILLE AVE,,,ON
***90528,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1747,NR,6 GLEN ECHO RD,,,ON
***90529,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1748,NR,6 GLEN ECHO RD,,,ON
***54498,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1749,OPP,95 WALTON ST,,,ON
***54499,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1750,OPP,95 WALTON ST,,,ON
***06000,20120102,347,PARK IN A FIRE ROUTE,250,1750,AT,51 THE CHIMNEYSTACK RD,,,ON
***65903,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1754,NR,19 WHITEWOOD RD,,,ON
***27148,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1755,AT,136 YORKVILLE AVE,,,ON
***13959,20120102,16,PARK 9M OF INTERSCTING HIGHWAY,40,1755,W/S,GREENWOOD AVE,S/O,SANDFORD AVE,ON
***90750,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1755,NR,20 EDWARD ST,,,IL
***90751,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1756,NR,20 EDWARD ST,,,ON
***75989,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1757,NR,21 IRWIN AVE,,,ON
***90752,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1757,NR,20 EDWARD ST,,,ON
***55442,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1758,Other,300 BOROUGH DR,,,ON
***18805,20120102,347,PARK IN A FIRE ROUTE,250,1758,AT,34 DIXINGTON CRES,,,ON
***22704,20120102,347,PARK IN A FIRE ROUTE,250,1801,AT,3227 EGLINTON AVE E,,,ON
***96788,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1803,AT,2685 YONGE ST,,,ON
***05276,20120102,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1803,NR,10 ELDORA AVE,,,ON
***13656,20120102,15,PARK 3M OF FIRE HYDRANT,100,1804,OPP,4 OAKBURN CRES,,,ON
***22705,20120102,347,PARK IN A FIRE ROUTE,250,1804,AT,3227 EGLINTON AVE E,,,ON
***96789,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1804,AT,2685 YONGE ST,,,ON
***96790,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1806,AT,2685 YONGE ST,,,ON
***11051,20120102,82,PARK-PASSENGER/FREIGHT LOADING,40,1807,NR,10 MARKET ST,,,ON
***14687,20120102,363,PARK ON-STRT DISABLD NO PERMIT,450,1809,NR,2161 QUEEN ST E,,,ON
***64402,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1809,W/S,BATAVIA AVE,N/O,ST CLAIR AVE W,ON
***75990,20120102,192,STAND SIGNED TRANSIT STOP,60,1810,NR,7 ELM ST,,,ON
***65904,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1810,NR,661 MERTON ST,,,ON
***14688,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1811,NR,36 HAMMERSMITH AVE,,,ON
***04635,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1811,NR,1627 DUNDAS ST W,,,ON
***13960,20120102,192,STAND SIGNED TRANSIT STOP,60,1812,NR,10 GREENWOOD AVE,,,ON
***13657,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1813,NR,5140 YONGE ST,,,ON
***33179,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1814,Other,1800 SHEPPARD AVE E,,,ON
***96791,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1814,NR,2400 YONGE ST,,,ON
***20174,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1815,AT,1380 DON MILLS RD,,,ON
***65905,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1815,NR,465 MANOR RD E,,,ON
***65107,20120102,15,PARK 3M OF FIRE HYDRANT,100,1816,NR,53 FENWICK AVE,,,ON
***20175,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1817,AT,1380 DON MILLS RD,,,ON
***64403,20120102,5,PARK-HWY PROHIB TIMES/DAYS,40,1817,NR,168 EILEEN AVE,,,ON
***98084,20120102,384,STOP VEH OTR THN BCYCL-BYCL LN,60,1817,NR,86 GERRARD ST E,,,ON
***33180,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1818,Other,1800 SHEPPARD AVE E,,,ON
***63917,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1818,NR,386 BRUNSWICK AVE,,,ON
***20176,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1819,AT,1380 DON MILLS RD,,,ON
***33181,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1820,Other,1800 SHEPPARD AVE E,,,ON
***98085,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1820,NR,100 MAITLAND ST,,,ON
***22706,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1821,AT,68 GRANGEWAY AVE,,,ON
***33182,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1822,Other,1800 SHEPPARD AVE E,,,ON
***41054,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1824,Other,107 ST GEORGE ST,,,ON
***22707,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1824,AT,68 GRANGEWAY AVE,,,ON
***22708,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1825,AT,68 GRANGEWAY AVE,,,ON
***45928,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1825,NR,8 ST HILDA'S AVE,,,ON
***90530,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1825,NR,262 RIDLEY BLVD,,,ON
***22709,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1826,AT,68 GRANGEWAY AVE,,,ON
***32726,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1826,NR,25 PATON RD,,,ON
***41195,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1827,NR,609 WELLINGTON ST W,,,ON
***90753,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1827,NR,3 ELM ST,,,NS
***29622,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1828,AT,2550 PHARMACY AVE,,,ON
***47688,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1828,OPP,14 GLENDALE AVE,,,ON
***41196,20120102,15,PARK 3M OF FIRE HYDRANT,100,1829,NR,584 WELLINGTON ST W,,,ON
***18806,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1830,AT,10 WILLOWRIDGE RD,,,ON
***05277,20120102,49,FAIL TO PARK/STOP PARA RTHD HW,15,1830,NR,364 MILVERTON BLVD,,,ON
***89145,20120102,48,FAIL TO PARK/STOP PAR TO CURB,15,1832,NR,15 ORLANDO BLVD,,,IL
***90115,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1832,NR,164 EGLINTON AVE E,,,ON
***98491,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1832,NR,660 BRIAR HILL AVE,,,ON
***05278,20120102,2,PARK OVER 3 HOURS,15,1832,NR,384 MILVERTON BLVD,,,ON
***05279,20120102,2,PARK OVER 3 HOURS,15,1833,NR,388 MILVERTON BLVD,,,ON
***22710,20120102,8,STAND VEH HWY PRO TIMES/DAYS,60,1834,W/S,BRIAN HARRISON WAY,N/O,BOROUGH DR,ON
