#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
4,Thongju,5,Mangkhom Jayantakumar,CPI,1833,2012,24630,7.44
5,Thongju,5,Tenshubam,MSCP,161,2012,24630,0.65
1,Keirao,6,Karam Thamarjit Singh,MSCP,8865,2012,22899,38.71
2,Keirao,6,Md. Alauddin Khan,INC,7415,2012,22899,32.38
3,Keirao,6,Md. Islamuddin,IND,3391,2012,22899,14.81
4,Keirao,6,Thongam Gopen,AITC,2111,2012,22899,9.22
5,Keirao,6,Thongram Tony,BJP,647,2012,22899,2.83
6,Keirao,6,Ningthoujam Itomba,IND,320,2012,22899,1.4
7,Keirao,6,Ngangbam Robindro,JD(S),98,2012,22899,0.43
8,Keirao,6,Takhellambam Nepolean,JD(U),52,2012,22899,0.23
1,Andro,7,Thounaojam Shyamkumar,AITC,16989,2012,25006,67.94
2,Andro,7,Alhaj Md. Ahamed Ali,INC,6557,2012,25006,26.22
3,Andro,7,Yumkhaibam Dr. Mani,CPI,903,2012,25006,3.61
4,Andro,7,Mongjam Jiten Singh,NCP,327,2012,25006,1.31
5,Andro,7,Md Jalaluddin Shah,MSCP,187,2012,25006,0.75
6,Andro,7,Zanamuddin,SHS,43,2012,25006,0.17
1,Lamlai,8,Kshetrimayum Biren,INC,9923,2012,23035,43.08
2,Lamlai,8,Pheiroijam Parijat Singh,CPI,8139,2012,23035,35.33
3,Lamlai,8,Kh. Ibomcha,AITC,4973,2012,23035,21.59
1,Thangmeiband,9,Khumukcham Joykisan,AITC,7670,2012,21301,36.01
2,Thangmeiband,9,Jyotin Waikhom,INC,6686,2012,21301,31.39
3,Thangmeiband,9,Radhabinod Koijam,NCP,3872,2012,21301,18.18
4,Thangmeiband,9,Indrajit,MSCP,2713,2012,21301,12.74
5,Thangmeiband,9,Meinam Bhorot Singh,BJP,360,2012,21301,1.69
1,Uripok,10,L. Nandakumar Singh,INC,4864,2012,17470,27.84
2,Uripok,10,N. Dwijamani Singh,IND,3779,2012,17470,21.63
3,Uripok,10,N. Shyamananda Singh,MSCP,3712,2012,17470,21.25
4,Uripok,10,Santosh Nameirakpam,JD(U),1734,2012,17470,9.93
5,Uripok,10,Doctor Nando,BJP,1623,2012,17470,9.29
6,Uripok,10,Naorem Ibema Devi,AITC,1357,2012,17470,7.77
7,Uripok,10,Achou Singh Paonam,NCP,401,2012,17470,2.3
1,Sagolband,11,Rajkumar Imo Singh,MSCP,9150,2012,18095,50.57
2,Sagolband,11,Dr. Khwairakpam Loken,INC,8731,2012,18095,48.25
3,Sagolband,11,Kshetrimayum,CPM,83,2012,18095,0.46
4,Sagolband,11,Laishram Gyaneshwar,IND,76,2012,18095,0.42
5,Sagolband,11,L. Kshetrani Devi,IVD,55,2012,18095,0.3
1,Keishamthong,12,L. Ibomcha Singh,NCP,9795,2012,20950,46.75
2,Keishamthong,12,Langpoklakpam,INC,8336,2012,20950,39.79
3,Keishamthong,12,Rajkumar Shivchandra,AITC,2530,2012,20950,12.08
4,Keishamthong,12,Yumnam Romola Devi,CPM,178,2012,20950,0.85
5,Keishamthong,12,Changamayum Ganeshlal,MSCP,81,2012,20950,0.39
6,Keishamthong,12,Khundongbam Ojit,SHS,30,2012,20950,0.14
1,Singjamei,13,Irengbam Hemochandra,INC,7975,2012,16074,49.61
2,Singjamei,13,Yumnam Khemchand,AITC,7818,2012,16074,48.64
3,Singjamei,13,Heigrujam Nabashyam,MPP,281,2012,16074,1.75
1,Yaiskul,14,Elangbam Chand Singh,INC,6650,2012,19770,33.64
2,Yaiskul,14,Hanjabam Jayadeva,IND,6325,2012,19770,31.99
3,Yaiskul,14,Hareshwar Goshwami,AITC,4662,2012,19770,23.58
4,Yaiskul,14,Thokchom Satyabrata,IND,2133,2012,19770,10.79
1,Wangkhei,15,Yumkham Erabot Singh,INC,10981,2012,24555,44.72
2,Wangkhei,15,Henry Okram,MSCP,9405,2012,24555,38.3
3,Wangkhei,15,Moirangthem Praphullo,NCP,3594,2012,24555,14.64
4,Wangkhei,15,Dr. Haobam Borobabu,BJP,575,2012,24555,2.34
1,Sekmai,16,Khwairakpam Devendro,INC,5897,2012,20733,28.44
2,Sekmai,16,Heikham Dingo Singh,AITC,5242,2012,20733,25.28
3,Sekmai,16,Ayangbam Oken Singh,CPI,4983,2012,20733,24.03
4,Sekmai,16,Ningthoujam Biren,NCP,4611,2012,20733,22.24
1,Lamsang,17,Wangkheimayum,INC,10053,2012,24896,40.38
2,Lamsang,17,Sorokhaibam Rajen Singh,NCP,6909,2012,24896,27.75
3,Lamsang,17,Pakchao Phijam,CPI,6500,2012,24896,26.11
4,Lamsang,17,Khundrakpam Kanba,MSCP,736,2012,24896,2.96
5,Lamsang,17,Khoirom Raghumani,AITC,418,2012,24896,1.68
6,Lamsang,17,Priyokumar Phijam,BJP,280,2012,24896,1.12
1,Konthoujam,18,Konthoujam Sharat,AITC,10807,2012,23560,45.87
2,Konthoujam,18,Dr. Sapam Ranjan Singh,INC,10293,2012,23560,43.69
3,Konthoujam,18,Nongmaithem Herojit,MPP,1637,2012,23560,6.95
4,Konthoujam,18,Maisnam Shakhi Leima,CPI,823,2012,23560,3.49
1,Patsoi,19,Akoijam Mirabai Devi,INC,14257,2012,27077,52.65
2,Patsoi,19,Sapam Kunjakeswor,AITC,8710,2012,27077,32.17
3,Patsoi,19,Leishangthem,MPP,2515,2012,27077,9.29
4,Patsoi,19,Pheiroijam Irabot Singh,CPI,1482,2012,27077,5.47
5,Patsoi,19,Sapam Samungou Singh,SHS,113,2012,27077,0.42
1,Langthabal,20,Karam Shyam,LJP,7575,2012,21174,35.78
2,Langthabal,20,Okram Joy Singh,MPP,6540,2012,21174,30.89
3,Langthabal,20,Nongthombam Singhajit,CPI,4107,2012,21174,19.4
4,Langthabal,20,Thongam Bishwanath,MSCP,1254,2012,21174,5.92
5,Langthabal,20,Waikhom Shyama Devi,INC,1091,2012,21174,5.15
6,Langthabal,20,Arambam Birendra Singh,AITC,607,2012,21174,2.87
1,Naoriya Pakhanglakpa,21,R.K. Anand,INC,8750,2012,26617,32.87
2,Naoriya Pakhanglakpa,21,Keisham Rojenkumar,AITC,6735,2012,26617,25.3
3,Naoriya Pakhanglakpa,21,Soibam Subhachandra,NCP,6324,2012,26617,23.76
4,Naoriya Pakhanglakpa,21,Oinam Malesh,CPI,4571,2012,26617,17.17
5,Naoriya Pakhanglakpa,21,Sanasam Mangi,BJP,237,2012,26617,0.89
1,Wangoi,22,Oinam Lukhoi Singh,AITC,9154,2012,23656,38.7
2,Wangoi,22,Salam Joy Singh,NCP,8972,2012,23656,37.93
3,Wangoi,22,Sagolsem Achouba Singh,INC,5312,2012,23656,22.46
4,Wangoi,22,Yumnam Mani Singh,MSCP,218,2012,23656,0.92
1,Mayang Imphal,23,Khumujam Ratankumar,INC,10353,2012,23584,43.9
2,Mayang Imphal,23,Kongkham Manglem,AITC,9562,2012,23584,40.54
3,Mayang Imphal,23,Meinam Khagemba,MSCP,2377,2012,23584,10.08
4,Mayang Imphal,23,Bogimayum Moulana,BJP,1292,2012,23584,5.48
1,Nambol,24,Shri Nameirakpam Loken,INC,13708,2012,26716,51.31
2,Nambol,24,Shri Chaoba,MPP,12902,2012,26716,48.29
3,Nambol,24,Shri Khaidem Premchand,IND,62,2012,26716,0.23
4,Nambol,24,Shri Borajao,IND,44,2012,26716,0.16
1,Oinam,25,Irengbam Ibohalbi Singh,AITC,7074,2012,22915,30.87
2,Oinam,25,L. Radhakishore Singh,MSCP,6118,2012,22915,26.7
3,Oinam,25,Dr. Yumnam Jitendra,INC,5958,2012,22915,26
4,Oinam,25,Romio,NCP,3765,2012,22915,16.43
1,Bishnupur,26,Konthoujam Govindas,INC,13308,2012,24080,55.27
2,Bishnupur,26,Thiyam Yaima,MSCP,6655,2012,24080,27.64
3,Bishnupur,26,Khundrakpam Jibon,AITC,2189,2012,24080,9.09
4,Bishnupur,26,Ningthoujam Sanajaoba,MPP,1291,2012,24080,5.36
5,Bishnupur,26,Pukhrambam Kumarjeet,BJP,467,2012,24080,1.94
6,Bishnupur,26,Maisnam Ibopishak,IND,107,2012,24080,0.44
7,Bishnupur,26,Thokchom Bindhasakhi,SHS,63,2012,24080,0.26
1,Moirang,27,Mairembam Prithviraj,INC,14521,2012,27884,52.08
2,Moirang,27,Pukhrem Sharatchandra,NCP,13363,2012,27884,47.92
1,Thanga,28,Tongbram Mangibabu,INC,4881,2012,18253,26.74
2,Thanga,28,Tongbram Robindro,AITC,4710,2012,18253,25.8
3,Thanga,28,Shri Moirangthem,CPI,3492,2012,18253,19.13
4,Thanga,28,Haobijam Manisana Singh,MPP,3066,2012,18253,16.8
5,Thanga,28,Heisnam Kulachandra,MSCP,1796,2012,18253,9.84
6,Thanga,28,Salam Ibohal Singh,BJP,308,2012,18253,1.69
1,Kumbi,29,Sanasam Bira Singh,INC,8572,2012,21395,40.07
2,Kumbi,29,Ningthoujam Mangi,CPI,7557,2012,21395,35.32
3,Kumbi,29,Dr. Khangembam Menjor,AITC,4296,2012,21395,20.08
4,Kumbi,29,Khagembam Nabakumar,BJP,862,2012,21395,4.03
5,Kumbi,29,Aheibam Angousana,MPP,108,2012,21395,0.5
1,Lilong,30,Md. Abdul Nasir,INC,10668,2012,25233,42.28
2,Lilong,30,Md. Azizul Haque Khan,IND,6711,2012,25233,26.6
3,Lilong,30,Md. Alauddin,AITC,6332,2012,25233,25.09
4,Lilong,30,Mohd. Khalid,SDPI,604,2012,25233,2.39
5,Lilong,30,Md. Azizur Rahman Shah,MSCP,582,2012,25233,2.31
6,Lilong,30,Burhanuddin,IND,282,2012,25233,1.12
7,Lilong,30,Md. Dilawar Ali,SHS,54,2012,25233,0.21
1,Thoubal,31,Okram Ibobi Singh,INC,19121,2012,23046,82.97
2,Thoubal,31,Oinam Indira,BJP,3668,2012,23046,15.92
3,Thoubal,31,Dr. Ak Manglemjao Singh,AITC,257,2012,23046,1.12
1,Wangkhem,32,Keisham Meghachandra,INC,9418,2012,23900,39.41
2,Wangkhem,32,Dr. Nimaichand Luwang,MPP,6462,2012,23900,27.04
3,Wangkhem,32,Md. Abdul Kadir,AITC,6321,2012,23900,26.45
4,Wangkhem,32,Laishram Kadamjit Singh,MSCP,1699,2012,23900,7.11
1,Heirok,33,Moirangthem Okendro,INC,13535,2012,25435,53.21
2,Heirok,33,Nongmeikapam Sovakiran,MPP,7764,2012,25435,30.52
3,Heirok,33,Sumatibala Ningthoujam,MSCP,4136,2012,25435,16.26
1,Wangjing Tentha,34,Paonam Brojen,MSCP,12207,2012,26829,45.5
2,Wangjing Tentha,34,Moirangthem Hemanta,INC,8454,2012,26829,31.51
3,Wangjing Tentha,34,Moirangthem Nara,CPI,5950,2012,26829,22.18
4,Wangjing Tentha,34,Sagolsem Ibochoubi,AITC,218,2012,26829,0.81
1,Khangabok,35,Okram Landhoni Devi,INC,18339,2012,26959,68.03
2,Khangabok,35,Laishram Jatra Singh,MPP,8468,2012,26959,31.41
3,Khangabok,35,Haji Ashrab,LJP,152,2012,26959,0.56
1,Wabgai,36,Md. Fajur Rahim,INC,10021,2012,22904,43.75
2,Wabgai,36,Dr. Usham Deben Singh,AITC,6673,2012,22904,29.13
3,Wabgai,36,Mayengbam Manihar,NCP,6085,2012,22904,26.57
4,Wabgai,36,Khomdram Tamphajao,BJP,125,2012,22904,0.55
1,Kakching,37,Yengkhom Surchandra,INC,12543,2012,20177,62.16
2,Kakching,37,Naorem Achouba,CPI,7634,2012,20177,37.84
1,Hiyanglam,38,Maibam Kunjo,AITC,6574,2012,21099,31.16
2,Hiyanglam,38,Elangbam Dwijamani,INC,6557,2012,21099,31.08
3,Hiyanglam,38,Dr. Yumnam Radheshyam,CPI,6489,2012,21099,30.76
4,Hiyanglam,38,Mayengbam Amutombi,MPP,1116,2012,21099,5.29
5,Hiyanglam,38,Ashokumar Laiphrakpam,BJP,363,2012,21099,1.72
1,Sugnu,39,Kangujam Ranjit Singh,INC,11534,2012,19883,58.01
2,Sugnu,39,Yumnam Jiban (Shangba),CPI,3579,2012,19883,18
3,Sugnu,39,Mayanglambam Binod,MPP,3221,2012,19883,16.2
4,Sugnu,39,Khaidem Sharat Singh,BJP,1549,2012,19883,7.79
1,Jiribam,40,Thoudam Debendra Singh,INC,8424,2012,19255,43.75
2,Jiribam,40,A. Biren,AITC,7346,2012,19255,38.15
3,Jiribam,40,E. Dipti,IND,1862,2012,19255,9.67
4,Jiribam,40,Mhod. Jalaluddin,MSCP,996,2012,19255,5.17
5,Jiribam,40,Leetkhongam,CPI,627,2012,19255,3.26
1,Chandel,41,St. Nunghlung Victor,NPF,13324,2012,35650,37.37
2,Chandel,41,Thangkholun Haokip,INC,13158,2012,35650,36.91
3,Chandel,41,Ss Olish,IND,5512,2012,35650,15.46
4,Chandel,41,Chungjalen Haokip,JD(U),1658,2012,35650,4.65
5,Chandel,41,Ws Kanral,IND,1548,2012,35650,4.34
6,Chandel,41,D. N. Haokip,CPI,284,2012,35650,0.8
7,Chandel,41,Solankee Chothe,AITC,116,2012,35650,0.33
8,Chandel,41,K.L. Kapoor,JD(S),50,2012,35650,0.14
1,Tengnoupal,42,D. Korungthang,INC,13434,2012,30422,44.16
2,Tengnoupal,42,Kh. David Charanga,NPF,6807,2012,30422,22.38
3,Tengnoupal,42,H. Shokhopao Mate,AITC,4908,2012,30422,16.13
4,Tengnoupal,42,Jangkholet,BJP,4586,2012,30422,15.07
5,Tengnoupal,42,T. Zangkhomang Haokip,CPI,458,2012,30422,1.51
6,Tengnoupal,42,Onjamang Haokip,MSCP,229,2012,30422,0.75
1,Phungyar,43,Victor Keishing,INC,8525,2012,16377,52.05
2,Phungyar,43,Honreikhui Kashung,NPF,6830,2012,16377,41.7
3,Phungyar,43,Bountia Keishing,MSCP,967,2012,16377,5.9
4,Phungyar,43,Teresa Rimai,SHS,55,2012,16377,0.34
1,Ukhrul,44,Samuel Risom,NPF,4831,2012,22214,21.75
2,Ukhrul,44,Alfred Kan-Ngam Arthur,INC,4761,2012,22214,21.43
3,Ukhrul,44,Danny Shaiza,BJP,3995,2012,22214,17.98
4,Ukhrul,44,S. Somatai,AITC,3516,2012,22214,15.83
5,Ukhrul,44,Aleng Shimrah,MSCP,2751,2012,22214,12.38
6,Ukhrul,44,Aleng As Shimray,NCP,2360,2012,22214,10.62
1,Chingai,45,M.K. Preshow,INC,9865,2012,26687,36.97
2,Chingai,45,Khashim Vashum,IND,9050,2012,26687,33.91
3,Chingai,45,Paul Muinao,NPF,7659,2012,26687,28.7
4,Chingai,45,N. K. Shimray,IND,113,2012,26687,0.42
1,Saikul,46,Yamthong Haokip,INC,8700,2012,20980,41.47
2,Saikul,46,Chungkhokai Doungel,AITC,7211,2012,20980,34.37
3,Saikul,46,Doukhomang Khongsai,NCP,5069,2012,20980,24.16
1,Karong,47,Dr. V. Alexander Pao,NPF,21891,2012,37646,58.15
2,Karong,47,D. D. Thaisii,INC,15755,2012,37646,41.85
1,Mao,48,Dikho,NPF,21634,2012,44846,48.24
2,Mao,48,P. T. Arhai,INC,12704,2012,44846,28.33
3,Mao,48,Woba Joram,AITC,10508,2012,44846,23.43
1,Tadubi,49,Francis Ngajokpa,INC,18006,2012,32486,55.43
2,Tadubi,49,K. Raina,NPF,11951,2012,32486,36.79
3,Tadubi,49,Athikho Solomon Enah,AITC,2529,2012,32486,7.78
1,Kangpokpi,50,Mrs. Nemcha Kipgen,MSCP,6639,2012,17024,39
2,Kangpokpi,50,Khadga Bahadur,AITC,6196,2012,17024,36.4
3,Kangpokpi,50,Haokholal Hangshing,INC,3420,2012,17024,20.09
4,Kangpokpi,50,Padam Kharel,JD(U),547,2012,17024,3.21
5,Kangpokpi,50,Bhumi Prasad Basnet,IND,222,2012,17024,1.3
1,Saitu,51,Ngamthang Haokip,INC,15695,2012,28033,55.99
2,Saitu,51,Haokholet Kipgen,NPP,9509,2012,28033,33.92
3,Saitu,51,Mairikiu John,AITC,2456,2012,28033,8.76
4,Saitu,51,Semkholal Haokip,JD(U),373,2012,28033,1.33
1,Tamei,52,Z.Kikhonbou Newmai,INC,10977,2012,22970,47.79
2,Tamei,52,Awangbow Newmai,MSCP,9579,2012,22970,41.7
3,Tamei,52,Athuan Abonmei,NPF,1530,2012,22970,6.66
4,Tamei,52,D.P. Panmei,AITC,884,2012,22970,3.85
1,Tamenglong,53,Janghemlung Panmei,MSCP,7675,2012,18602,41.26
2,Tamenglong,53,Khangthuanang Panmei,INC,7009,2012,18602,37.68
3,Tamenglong,53,Samuel Jendai,NPF,3918,2012,18602,21.06
1,Nungba,54,Gaikhangam,INC,9040,2012,16842,53.68
2,Nungba,54,Adim Pamei,MSCP,6710,2012,16842,39.84
3,Nungba,54,G.Gaingam,NPF,1092,2012,16842,6.48
1,Tipaimukh,55,Dr.Chaltonlien Amo,INC,4551,2012,11183,40.7
2,Tipaimukh,55,Dr . Lalumkhum Fimate,AITC,3639,2012,11183,32.54
3,Tipaimukh,55,Ngursanglur,IND,2894,2012,11183,25.88
4,Tipaimukh,55,Ngurrivung,IND,99,2012,11183,0.89
1,Thanlon,56,Vungzagin Valte,INC,3486,2012,8050,43.3
2,Thanlon,56,V.Hangkhanlian,NPP,3195,2012,8050,39.69
3,Thanlon,56,Tuanzalian,CPI,962,2012,8050,11.95
4,Thanlon,56,K.Chinkhansuan,NCP,233,2012,8050,2.89
5,Thanlon,56,Thangkholal Thangsing,AITC,103,2012,8050,1.28
6,Thanlon,56,T.Nengzakham,JMBP,71,2012,8050,0.88
1,Henglep,57,T.Manga Vaiphei,INC,4793,2012,17410,27.53
2,Henglep,57,T.Thangzalam Haokip,AITC,4428,2012,17410,25.43
3,Henglep,57,Sehpu Haokip,NPF,3326,2012,17410,19.1
4,Henglep,57,Dr. Jainson Haokip,MSCP,2867,2012,17410,16.47
5,Henglep,57,Gelunthang,CPI,1815,2012,17410,10.43
6,Henglep,57,Thangliansang,NCP,181,2012,17410,1.04
1,Churachandpur,58,Phungzathang Tonsing,INC,18093,2012,30098,60.11
2,Churachandpur,58,P.Songlianlal,AITC,10342,2012,30098,34.36
3,Churachandpur,58,K.Vungzalian,NCP,1408,2012,30098,4.68
4,Churachandpur,58,Chintuahlian Guite,IND,170,2012,30098,0.56
5,Churachandpur,58,Thangngam Lhungdim,SHS,85,2012,30098,0.28
1,Saikot,59,T.N.Haokip,INC,13684,2012,30010,45.6
2,Saikot,59,Lunkholal,AITC,5527,2012,30010,18.42
3,Saikot,59,M.Chungkhosei Haokip,BJP,4905,2012,30010,16.34
4,Saikot,59,Lalthalien,NCP,4864,2012,30010,16.21
5,Saikot,59,K.William Vaiphei,NPP,900,2012,30010,3
6,Saikot,59,Holkholun Lhungdim,SHS,130,2012,30010,0.43
1,Singhat,60,Ginsuanhau,INC,12875,2012,15383,83.7
2,Singhat,60,T.Hangkhanpau,AITC,2185,2012,15383,14.2
3,Singhat,60,Lunkhomang,CPI,274,2012,15383,1.78
4,Singhat,60,Ngaineikim,IND,49,2012,15383,0.32
1,Khundrakpam,1,Thokchom Lokeshwar Singh,INC,12849,2017,22896,56.12
2,Khundrakpam,1,Thangjam Mohendro Singh,BJP,9790,2017,22896,42.76
3,Khundrakpam,1,Yumlembam Jogendro,CPM,129,2017,22896,0.56
5,Khundrakpam,1,Lairenlakpam Lala Singh,NPP,36,2017,22896,0.16
4,Khundrakpam,1,None Of The Above,NOTA,92,2017,22896,0.4
1,Heingang,2,Nongthombam Biren Singh,BJP,10439,2017,27394,38.11
2,Heingang,2,Pangeijam Saratchandra Singh,AITC,9233,2017,27394,33.7
3,Heingang,2,Naoroibam Ratan Meetei (Kapu),INC,7329,2017,27394,26.75
5,Heingang,2,Dr. Gurumayum Tonsana Sharma,MPP,113,2017,27394,0.41
6,Heingang,2,Thokchom Romeo Singh,IND,91,2017,27394,0.33
7,Heingang,2,Yengkokpam Priyokumar Singh,MPP,59,2017,27394,0.22
4,Heingang,2,None Of The Above,NOTA,130,2017,27394,0.47
1,Khurai,3,Leishangthem Susindro Meitei,BJP,15005,2017,29188,51.41
2,Khurai,3,Dr. Ngairangbam Bijoy Singh,INC,13061,2017,29188,44.75
3,Khurai,3,R.K.Amusana,CPI,800,2017,29188,2.74
4,Khurai,3,None Of The Above,NOTA,322,2017,29188,1.1
1,Kshetrigao ,4,Nahakpam Indrajit Singh,BJP,10411,2017,30303,34.36
2,Kshetrigao ,4,Md. Amin Shah,INC,10031,2017,30303,33.1
3,Kshetrigao ,4,Th. Nandakishor Singh,MNDF,9190,2017,30303,30.33
4,Kshetrigao ,4,Vivekraj Wangkhem,NPP,281,2017,30303,0.93
6,Kshetrigao ,4,Md. Azizul Hague Khan,MPP,80,2017,30303,0.26
7,Kshetrigao ,4,Md. Abir Khan,AIFB,69,2017,30303,0.23
8,Kshetrigao ,4,Md. Zameer Ahmed,AITC,67,2017,30303,0.22
5,Kshetrigao ,4,None Of The Above,NOTA,174,2017,30303,0.57
1,Thongju ,5,Thongam Biswajit Singh,BJP,16809,2017,26846,62.61
2,Thongju ,5,Thokchom Ajit Singh,INC,9508,2017,26846,35.42
4,Thongju ,5,L. Geetaranjan Sharma,AITC,131,2017,26846,0.49
3,Thongju ,5,None Of The Above,NOTA,398,2017,26846,1.48
1,Keirao ,6,Lourembam Rameshwor Meetei,BJP,5959,2017,26130,22.81
2,Keirao ,6,Md. Nasiruddin Khan,IND,5421,2017,26130,20.75
3,Keirao ,6,Karam Thamarjit Singh,INC,4715,2017,26130,18.04
4,Keirao ,6,Thongram Gopen,NEP,4477,2017,26130,17.13
5,Keirao ,6,Md. Islamuddin Khan,NCP,3241,2017,26130,12.4
6,Keirao ,6,Takhellambam Samananda Singh,LJP,1446,2017,26130,5.53
7,Keirao ,6,Ningthoujam Itomba Meetei,MNDF,685,2017,26130,2.62
8,Keirao ,6,Md. Wahidur Rahman,IND,106,2017,26130,0.41
9,Keirao ,6,None Of The Above,NOTA,80,2017,26130,0.31
1,Andro ,7,Thounaojam Shyamkumar,INC,18761,2017,29850,62.85
2,Andro ,7,Dr. Nimaichand Luwang,BJP,10775,2017,29850,36.1
3,Andro ,7,Keisham Ningthemjao Singh,MNDF,162,2017,29850,0.54
4,Andro ,7,None Of The Above,NOTA,152,2017,29850,0.51
1,Lamlai ,8,Ksh. Biren Singh,INC,12339,2017,25696,48.02
2,Lamlai ,8,Khongbantabam Ibomcha,BJP,11487,2017,25696,44.7
3,Lamlai ,8,Huirem Bimol,CPI,1712,2017,25696,6.66
4,Lamlai ,8,None Of The Above,NOTA,158,2017,25696,0.61
1,Thangmeiband ,9,Khumukcham Joykisan Singh,INC,11596,2017,23745,48.84
2,Thangmeiband ,9,Jyotin Waikhom,BJP,11439,2017,23745,48.17
3,Thangmeiband ,9,Erendro Leichombam,PRA,573,2017,23745,2.41
4,Thangmeiband ,9,None Of The Above,NOTA,137,2017,23745,0.58
1,Uripok ,10,Yumnam Joykumar Singh,NPP,6469,2017,20195,32.03
2,Uripok ,10,Laishram Nandakumar Singh,INC,6124,2017,20195,30.32
3,Uripok ,10,Dr. Nameirakpam Dwijamani Singh,BJP,5986,2017,20195,29.64
4,Uripok ,10,Nameirakpam Santosh Singh,LJP,1332,2017,20195,6.6
5,Uripok ,10,None Of The Above,NOTA,284,2017,20195,1.41
1,Sagolband ,11,Rajkumar Imo Singh,INC,9211,2017,19567,47.07
2,Sagolband ,11,Dr. Khwairakpam Loken Singh,BJP,9192,2017,19567,46.98
3,Sagolband ,11,G. Satyabati Devi,NPP,982,2017,19567,5.02
5,Sagolband ,11,Laishram Gyaneshwar,IND,31,2017,19567,0.16
4,Sagolband ,11,None Of The Above,NOTA,151,2017,19567,0.77
1,Keishamthong ,12,Langpoklakpam Jayantakumar Singh,NPP,10000,2017,23107,43.28
2,Keishamthong ,12,Laisom Ibomcha Singh,INC,6739,2017,23107,29.16
3,Keishamthong ,12,Rajkumar Shivachandra Singh,BJP,5003,2017,23107,21.65
4,Keishamthong ,12,Potsangbam Dhanakumar Singh,NEP,611,2017,23107,2.64
6,Keishamthong ,12,Khaba Paonam,MPP,204,2017,23107,0.88
7,Keishamthong ,12,Heishnam Lokeshwar Singh,LJP,171,2017,23107,0.74
8,Keishamthong ,12,Yumnam Romola Devi,MNDF,96,2017,23107,0.42
9,Keishamthong ,12,Changamayum Ganeshlal Singh,AIFB,77,2017,23107,0.33
5,Keishamthong ,12,None Of The Above,NOTA,206,2017,23107,0.89
1,Singjamei ,13,Yumnam Khemchand Singh,BJP,9459,2017,17570,53.84
2,Singjamei ,13,Irengbam Hemochandra Singh,INC,7625,2017,17570,43.4
4,Singjamei ,13,Heigrujam Nabashyam,AITC,176,2017,17570,1
5,Singjamei ,13,Thokchom Sarchil Singh,MPP,104,2017,17570,0.59
3,Singjamei ,13,None Of The Above,NOTA,206,2017,17570,1.17
1,Yaiskul ,14,Thokchom Satyabrata Singh,BJP,8014,2017,21897,36.6
2,Yaiskul ,14,Elangbam Chand Singh,INC,7444,2017,21897,34
3,Yaiskul ,14,N. Helendro Singh,IND,5621,2017,21897,25.67
4,Yaiskul ,14,Athokpam Keshor Singh,LJP,397,2017,21897,1.81
6,Yaiskul ,14,Yumlembam Nogen,CPI,143,2017,21897,0.65
5,Yaiskul ,14,None Of The Above,NOTA,278,2017,21897,1.27
1,Wangkhei ,15,Okram Henry Singh,INC,16753,2017,29660,56.48
2,Wangkhei ,15,Yumkham Erabot Singh,BJP,12417,2017,29660,41.86
4,Wangkhei ,15,Rajkumar Priyobarta Singh,AITC,149,2017,29660,0.5
3,Wangkhei ,15,None Of The Above,NOTA,341,2017,29660,1.15
1,Sekmai ,16,Heikham Dingo Singh,BJP,13163,2017,24013,54.82
2,Sekmai ,16,Khwairakpam Devendro Singh,INC,10631,2017,24013,44.27
3,Sekmai ,16,None Of The Above,NOTA,219,2017,24013,0.91
1,Lamsang ,17,Sorokhaibam Rajen Singh,BJP,12593,2017,28028,44.93
2,Lamsang ,17,Wangkheimayum Brajabidhu Singh,INC,11313,2017,28028,40.36
3,Lamsang ,17,Phijam Pakchao Singh,NEP,3956,2017,28028,14.11
4,Lamsang ,17,None Of The Above,NOTA,166,2017,28028,0.59
1,Konthoujam ,18,Dr. Sapam Ranjan Singh,BJP,14313,2017,26029,54.99
2,Konthoujam ,18,Konthoujam Sharat Singh,INC,11541,2017,26029,44.34
4,Konthoujam ,18,Nongmaithem Santa Singh,IND,83,2017,26029,0.32
3,Konthoujam ,18,None Of The Above,NOTA,92,2017,26029,0.35
1,Patsoi ,19,Km. Ak. Mirabai Devi,INC,13405,2017,31460,42.61
2,Patsoi ,19,Sapam Kunjakeswor (Keba) Singh,NEP,13291,2017,31460,42.25
3,Patsoi ,19,S. Premananda Sharma,BJP,3173,2017,31460,10.09
4,Patsoi ,19,Chungkham Thoiba (Bijoy) Singh,NPP,1236,2017,31460,3.93
6,Patsoi ,19,Thounaojam Sharat Singh,CPM,85,2017,31460,0.27
5,Patsoi ,19,None Of The Above,NOTA,270,2017,31460,0.86
1,Langthabal ,20,Karam Shyam,LJP,9625,2017,24681,39
2,Langthabal ,20,O. Joy Singh,BJP,7294,2017,24681,29.55
3,Langthabal ,20,Ningombam Nilakumar Singh,NEP,2806,2017,24681,11.37
4,Langthabal ,20,Mutum Dinesh Singh,MNDF,2035,2017,24681,8.25
5,Langthabal ,20,Nongthombam Singhajit,CPI,1819,2017,24681,7.37
6,Langthabal ,20,Loitongbam Tilotama Devi,INC,983,2017,24681,3.98
7,Langthabal ,20,None Of The Above,NOTA,119,2017,24681,0.48
1,Naoriya Pakhanglakpa ,21,Soibam Subhaschandra Singh,BJP,8609,2017,30334,28.38
