#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
1,Sujanpur,1,Dinesh Singh,BJP,50408,2012,110978,45.42
2,Sujanpur,1,Naresh Puri,IND,27312,2012,110978,24.61
3,Sujanpur,1,Vinay Mahajan,INC,22994,2012,110978,20.72
4,Sujanpur,1,Karnail Chand,BSP,4287,2012,110978,3.86
5,Sujanpur,1,Loveleen Chahal,CPI,2272,2012,110978,2.05
6,Sujanpur,1,Nirmal Singh,IND,1837,2012,110978,1.66
7,Sujanpur,1,Kiran Sharma,IND,751,2012,110978,0.68
8,Sujanpur,1,Narain Singh,IND,665,2012,110978,0.6
9,Sujanpur,1,Subhash Chander,IND,452,2012,110978,0.41
1,Bhoa,2,Seema Kumari,BJP,50503,2012,108512,46.54
2,Bhoa,2,Balbir Ram,INC,38355,2012,108512,35.35
3,Bhoa,2,Ram Lal,IND,7508,2012,108512,6.92
4,Bhoa,2,Lal Chand,IND,5624,2012,108512,5.18
5,Bhoa,2,Amarjit Singh,BSP,2841,2012,108512,2.62
6,Bhoa,2,Gurdev Singh,CPM,2779,2012,108512,2.56
7,Bhoa,2,Des Raj,IND,902,2012,108512,0.83
1,Pathankot,3,Ashwani Kumar Sharma,BJP,42218,2012,94742,44.56
2,Pathankot,3,Raman Bhalla,INC,24362,2012,94742,25.71
3,Pathankot,3,Ashok Sharma,IND,23713,2012,94742,25.03
4,Pathankot,3,Dr. Jaspal Singh Bhinder,PPOP,1294,2012,94742,1.37
5,Pathankot,3,Sansar Chand,BSP,1129,2012,94742,1.19
6,Pathankot,3,Munisha,IND,712,2012,94742,0.75
7,Pathankot,3,Amit Aggarwal,SHS,635,2012,94742,0.67
8,Pathankot,3,Shashi Bala,IND,292,2012,94742,0.31
9,Pathankot,3,Kartar Singh Khalsa,IND,208,2012,94742,0.22
10,Pathankot,3,Sudesh,NCP,179,2012,94742,0.19
1,Gurdaspur,4,Gurbachan Singh,SAD,59905,2012,104629,57.25
2,Gurdaspur,4,Raman Bahl,INC,38335,2012,104629,36.64
3,Gurdaspur,4,Hardyal Singh,PPOP,2709,2012,104629,2.59
4,Gurdaspur,4,Mulakh Raj,SSPD,966,2012,104629,0.92
5,Gurdaspur,4,Deepak Sharma,IND,866,2012,104629,0.83
6,Gurdaspur,4,Dr.Parveen Kumar Janjua,BSP,851,2012,104629,0.81
7,Gurdaspur,4,Harminder Singh,SHS,403,2012,104629,0.39
8,Gurdaspur,4,Satnam Singh,SAD(M),394,2012,104629,0.38
9,Gurdaspur,4,Jagdish Masih,IND,200,2012,104629,0.19
1,Dina Nagar,5,Aruna Chaudhary,INC,65993,2012,124717,52.91
2,Dina Nagar,5,Bishan Dass,BJP,53066,2012,124717,42.55
3,Dina Nagar,5,Subash Chander,CPI,3142,2012,124717,2.52
4,Dina Nagar,5,Raj Kumar,IND,1638,2012,124717,1.31
5,Dina Nagar,5,Raman Kumar,BSP,878,2012,124717,0.7
1,Qadian,6,Charanjit Kaur Bajwa,INC,59843,2012,122276,48.94
2,Qadian,6,Sewa Singh Sekhwan,SAD,43687,2012,122276,35.73
3,Qadian,6,Sucha Singh Chhotepur,IND,15428,2012,122276,12.62
4,Qadian,6,Col.Surjit Singh,PPOP,1808,2012,122276,1.48
5,Qadian,6,Kulwant Singh,BSP,1510,2012,122276,1.23
1,Batala,7,Ashwani Sekhri,INC,66806,2012,119965,55.69
2,Batala,7,Lakhbir Singh Lodhi,SAD,47921,2012,119965,39.95
3,Batala,7,Yadwinder Singh Buttar,PPOP,2066,2012,119965,1.72
4,Batala,7,Palwinder Singh,BSP,1216,2012,119965,1.01
5,Batala,7,Naresh Kumar,IND,1033,2012,119965,0.86
6,Batala,7,Surinder Singh Kalsi,IND,413,2012,119965,0.34
7,Batala,7,Harbhajan Kaur,BSA,273,2012,119965,0.23
8,Batala,7,Satbir Singh,IND,237,2012,119965,0.2
1,Sri Hargobindpur,8,Des Raj Dhugga,SAD,58079,2012,113966,50.96
2,Sri Hargobindpur,8,Balwinder Singh Laddi,INC,50642,2012,113966,44.44
3,Sri Hargobindpur,8,Kashmir Singh,PPOP,1686,2012,113966,1.48
4,Sri Hargobindpur,8,Sukhwinder Singh,BSP,1339,2012,113966,1.17
5,Sri Hargobindpur,8,Lakhwinder Kaur,IND,803,2012,113966,0.7
6,Sri Hargobindpur,8,Gurnam Singh Shergill,IND,623,2012,113966,0.55
7,Sri Hargobindpur,8,Gurnam Singh,IND,516,2012,113966,0.45
8,Sri Hargobindpur,8,Mukhtar Singh,BSA,278,2012,113966,0.24
1,Fatehgarh Churian,9,Tripat Rajinder Singh,INC,56176,2012,115031,48.84
2,Fatehgarh Churian,9,Nirmal Singh Kahlon,SAD,55537,2012,115031,48.28
3,Fatehgarh Churian,9,Phuna Masih Alias Phula,IND,1134,2012,115031,0.99
4,Fatehgarh Churian,9,Sukhpreet Singh,PPOP,831,2012,115031,0.72
5,Fatehgarh Churian,9,Banwari Lal,BSP,818,2012,115031,0.71
6,Fatehgarh Churian,9,Kulwant Singh,SAD(M),535,2012,115031,0.47
1,Dera Baba Nanak,10,Sukhjinder Singh,INC,66294,2012,132011,50.22
2,Dera Baba Nanak,10,Sucha Singh,SAD,63354,2012,132011,47.99
3,Dera Baba Nanak,10,Prem Masih,BSP,980,2012,132011,0.74
4,Dera Baba Nanak,10,Dominic Mattu,IND,933,2012,132011,0.71
5,Dera Baba Nanak,10,Surjit Singh,SHS,450,2012,132011,0.34
1,Ajnala,11,Bonny Amarpal Singh,SAD,55864,2012,115607,48.32
2,Ajnala,11,Harpartap Singh Ajnala,INC,54629,2012,115607,47.25
3,Ajnala,11,Navtej Singh,IND,1394,2012,115607,1.21
4,Ajnala,11,Dhanwant Singh,IND,1206,2012,115607,1.04
5,Ajnala,11,Jagdish Singh,BSP,769,2012,115607,0.67
6,Ajnala,11,Dr. Gurmej Singh,PPOP,695,2012,115607,0.6
7,Ajnala,11,Jaraj Masih,SSPD,412,2012,115607,0.36
8,Ajnala,11,Amrik Singh,SAD(M),237,2012,115607,0.21
9,Ajnala,11,Jagdish Kaur,BSP(A),231,2012,115607,0.2
10,Ajnala,11,Amarjit Singh,IND,170,2012,115607,0.15
1,Raja Sansi,12,Sukhbinder Singh,INC,62085,2012,127671,48.63
2,Raja Sansi,12,Vir Singh Lopoke,SAD,61001,2012,127671,47.78
3,Raja Sansi,12,Amanpreet Singh Chhina,PPOP,1557,2012,127671,1.22
4,Raja Sansi,12,Sukhdev Kumar,BSP,1123,2012,127671,0.88
5,Raja Sansi,12,Nishan Singh,IND,651,2012,127671,0.51
6,Raja Sansi,12,Balbir Kaur,RBCP,641,2012,127671,0.5
7,Raja Sansi,12,Harminder Singh,IND,613,2012,127671,0.48
1,Majitha,13,Bikram Singh Majithia (E),SAD,73944,2012,115266,64.15
2,Majitha,13,Sukhjinder Raj Singh,IND,26363,2012,115266,22.87
3,Majitha,13,Shalinder Jit Singh,INC,7629,2012,115266,6.62
4,Majitha,13,Balwinder Singh,CPI,2270,2012,115266,1.97
5,Majitha,13,Satinder Singh,IND,1566,2012,115266,1.36
6,Majitha,13,Sital Singh,BSP,1116,2012,115266,0.97
7,Majitha,13,Waryam Singh,IND,699,2012,115266,0.61
8,Majitha,13,Sukhwinder Singh,IND,623,2012,115266,0.54
9,Majitha,13,Shalinder Singh Yadav,IND,424,2012,115266,0.37
10,Majitha,13,Sukhjinder Singh,IND,337,2012,115266,0.29
11,Majitha,13,Bikram Singh,IND,295,2012,115266,0.26
1,Jandiala,14,Baljit Singh Jalal Usma,SAD,57611,2012,113782,50.63
2,Jandiala,14,Sardul Singh Bandala,INC,50321,2012,113782,44.23
3,Jandiala,14,Bharpur Singh Mehnia,IND,1924,2012,113782,1.69
4,Jandiala,14,Virsa Singh,PPOP,1735,2012,113782,1.52
5,Jandiala,14,Desraj Singh,BSP,1114,2012,113782,0.98
6,Jandiala,14,Sarabjit Singh Takhtu,BSP(A),604,2012,113782,0.53
7,Jandiala,14,Sham Singh,IND,473,2012,113782,0.42
1,Amritsar North,15,Anil Joshi,BJP,62374,2012,111603,55.89
2,Amritsar North,15,Karamjit Singh Rintu,INC,45394,2012,111603,40.67
3,Amritsar North,15,Ram Sharn Pal,PPOP,1106,2012,111603,0.99
4,Amritsar North,15,Manjit Singh,BSP,728,2012,111603,0.65
5,Amritsar North,15,Vipan Kumar,IND,719,2012,111603,0.64
6,Amritsar North,15,Monika Mahajan,IND,371,2012,111603,0.33
7,Amritsar North,15,Ashok Kumar Bhatia,IND,296,2012,111603,0.27
8,Amritsar North,15,Bal Krishan,BCP,174,2012,111603,0.16
9,Amritsar North,15,Nirmal Singh,IND,105,2012,111603,0.09
10,Amritsar North,15,Samsan Masih,SSPD,96,2012,111603,0.09
11,Amritsar North,15,Davinder Singh,SAD(M),84,2012,111603,0.08
12,Amritsar North,15,Sukhdev Singh,IND,78,2012,111603,0.07
12,Amritsar North,15,Surjan Singh,BGTD,78,2012,111603,0.07
1,Amritsar West,16,Raj Kumar (E),INC,45762,2012,95434,47.95
2,Amritsar West,16,Rakesh Gill,BJP,34171,2012,95434,35.81
3,Amritsar West,16,Amarjit Singh Asal,CPI,11682,2012,95434,12.24
4,Amritsar West,16,Rohit Khokhar,BSP,1298,2012,95434,1.36
5,Amritsar West,16,Surinder Kumar Khosla,NCP,877,2012,95434,0.92
6,Amritsar West,16,Manjit Singh,IND,741,2012,95434,0.78
7,Amritsar West,16,Sham Lal (Gandhiwadi),BCP,551,2012,95434,0.58
8,Amritsar West,16,Jaspal Singh,IND,352,2012,95434,0.37
1,Amritsar Central,17,Om Parkash Soni (E),INC,47357,2012,85602,55.32
2,Amritsar Central,17,Tarun Chugh,BJP,34560,2012,85602,40.37
3,Amritsar Central,17,Vijay Kumar Misra,CPM,1212,2012,85602,1.42
4,Amritsar Central,17,Jagdish Raj,BSP,808,2012,85602,0.94
5,Amritsar Central,17,Rakesh Kumar,IND,737,2012,85602,0.86
6,Amritsar Central,17,Baldev Bhardwaj,IND,304,2012,85602,0.36
7,Amritsar Central,17,Vijay Thakur,BCP,278,2012,85602,0.32
8,Amritsar Central,17,Narinder Shekhar,IND,180,2012,85602,0.21
9,Amritsar Central,17,Om Parkash,IND,166,2012,85602,0.19
1,Amritsar East,18,Navjot Sidhu (E/W),BJP,33406,2012,92024,36.3
2,Amritsar East,18,Simarpreet Kaur,IND,26307,2012,92024,28.59
3,Amritsar East,18,Sunil Dutta,INC,25964,2012,92024,28.21
4,Amritsar East,18,Baldev Singh,CPI,3416,2012,92024,3.71
5,Amritsar East,18,Tarsem Singh,BSP,1667,2012,92024,1.81
6,Amritsar East,18,Mohinder Singh,IND,667,2012,92024,0.72
7,Amritsar East,18,Diyal Chand,IND,397,2012,92024,0.43
8,Amritsar East,18,Harish Kumar,NCP,200,2012,92024,0.22
1,Amritsar South,19,Inderbir Singh Bolaria (E),SAD,48310,2012,91308,52.91
2,Amritsar South,19,Jasbir Singh Gill (Dimpa),INC,33254,2012,91308,36.42
3,Amritsar South,19,Gurpartap Singh Tikka,IND,7550,2012,91308,8.27
4,Amritsar South,19,Ramanbir Kaur,IND,531,2012,91308,0.58
5,Amritsar South,19,Jugal Kishore,BSP,529,2012,91308,0.58
6,Amritsar South,19,Yadwinder Singh,IND,337,2012,91308,0.37
7,Amritsar South,19,Jasbir Singh (Sham),PPOP,277,2012,91308,0.3
8,Amritsar South,19,Surinder Singh,DCP,216,2012,91308,0.24
9,Amritsar South,19,Sukhwant Singh,SAD(M),170,2012,91308,0.19
10,Amritsar South,19,Jasvir Singh,IND,134,2012,91308,0.15
1,Attari,20,Gulzar Singh Ranike (E),SAD,56112,2012,112340,49.95
2,Attari,20,Tarsem Singh D.C,INC,51129,2012,112340,45.51
3,Attari,20,Gulzar Singh,PPOP,3295,2012,112340,2.93
4,Attari,20,Bhajan Singh,BSP,1804,2012,112340,1.61
1,Tarn Taran,21,Harmeet Singh Sandhu,SAD,50009,2012,120146,41.62
2,Tarn Taran,21,Dr.Dharambir Agnihotri,INC,45388,2012,120146,37.78
3,Tarn Taran,21,Davinder Singh Sandhu,IND,18014,2012,120146,14.99
4,Tarn Taran,21,Vijay Pal Chaudhary,PPOP,4157,2012,120146,3.46
5,Tarn Taran,21,Swaran Kaur,BSP,1021,2012,120146,0.85
6,Tarn Taran,21,Balbir Singh,BSP(A),806,2012,120146,0.67
7,Tarn Taran,21,Sukhdev Singh,BSA,751,2012,120146,0.63
1,Khem Karan,22,Virsa Singh,SAD,73328,2012,148000,49.55
2,Khem Karan,22,Gurchet Singh,INC,60226,2012,148000,40.69
3,Khem Karan,22,Sarwan Singh Dhun,PNPP,8398,2012,148000,5.67
4,Khem Karan,22,Balwinder Singh,IND,1431,2012,148000,0.97
5,Khem Karan,22,Chaman Lal,IND,1321,2012,148000,0.89
6,Khem Karan,22,Gurmukh Singh,BSP,1293,2012,148000,0.87
7,Khem Karan,22,Jatinderpal Singh,IND,642,2012,148000,0.43
8,Khem Karan,22,Ajay Kumar,IND,488,2012,148000,0.33
9,Khem Karan,22,Dalbir Singh Bohar,BSP(A),381,2012,148000,0.26
10,Khem Karan,22,Shinder Singh,LJP,262,2012,148000,0.18
11,Khem Karan,22,Kulwant Singh,SAD(M),230,2012,148000,0.16
1,Patti,23,Adeshpartap Singh,SAD,64414,2012,134784,47.79
2,Patti,23,Harminder Singh Gill,INC,64355,2012,134784,47.75
3,Patti,23,Advocate Davinderjit,CPM,2208,2012,134784,1.64
4,Patti,23,Manjit Kaur,IND,1278,2012,134784,0.95
5,Patti,23,Kashmir Singh Nawada,BSP,1261,2012,134784,0.94
6,Patti,23,Sukhwant Singh,IND,712,2012,134784,0.53
7,Patti,23,Sukhchain Singh,BSP(A),556,2012,134784,0.41
1,Khadoor Sahib,24,Ramanjit Singh Sikki,INC,66902,2012,137047,48.82
2,Khadoor Sahib,24,Ranjit Singh Brahampura,SAD,63848,2012,137047,46.59
3,Khadoor Sahib,24,Balwinder Singh,PPOP,1741,2012,137047,1.27
4,Khadoor Sahib,24,Dr.Ajaib Singh Jahangir,IND,1355,2012,137047,0.99
5,Khadoor Sahib,24,Sukhwant Kaur,LJP,1137,2012,137047,0.83
6,Khadoor Sahib,24,Jagtar Singh,BSP,1037,2012,137047,0.76
7,Khadoor Sahib,24,Puran Singh Sheikh,BSP(A),1027,2012,137047,0.75
1,Baba Bakala,25,Manjit Singh Manna,SAD,60244,2012,119408,50.45
2,Baba Bakala,25,Ranjit Singh,INC,31019,2012,119408,25.98
3,Baba Bakala,25,Baljit Singh Bhatti,IND,17090,2012,119408,14.31
4,Baba Bakala,25,Gurnam Singh Daud,IND,4707,2012,119408,3.94
5,Baba Bakala,25,Salwinder Singh Sarli,PNPP,2108,2012,119408,1.77
6,Baba Bakala,25,Pirthipal Kataria,IND,1689,2012,119408,1.41
7,Baba Bakala,25,Jarnail Singh Kot Mehtab,IND,891,2012,119408,0.75
8,Baba Bakala,25,Raj Kumar Babbi,BSP,615,2012,119408,0.52
9,Baba Bakala,25,Kawaljit Singh Gill,BSP(A),548,2012,119408,0.46
10,Baba Bakala,25,Jasbir Singh,SSPD,350,2012,119408,0.29
11,Baba Bakala,25,Kulwant Singh,IND,147,2012,119408,0.12
1,Bholath,26,Bibi Jagir Kaur,SAD,49392,2012,96178,51.35
2,Bholath,26,Sukhpal Singh,INC,42387,2012,96178,44.07
3,Bholath,26,Gurmeet Singh Nadala,PPOP,1843,2012,96178,1.92
4,Bholath,26,Jagpreet Singh,BSP,894,2012,96178,0.93
5,Bholath,26,Jagir Kaur,IND,672,2012,96178,0.7
6,Bholath,26,Harjinder Singh,DBSP,459,2012,96178,0.48
7,Bholath,26,Baba Balkar Singh,BGTD,339,2012,96178,0.35
8,Bholath,26,Naib Subedar Sulakhan,IND,192,2012,96178,0.2
1,Kapurthala,27,Rana Gurjit Singh,INC,54221,2012,98006,55.32
2,Kapurthala,27,Sarabjeet Singh Makkar,SAD,39739,2012,98006,40.55
3,Kapurthala,27,Charanjit,BSP,1421,2012,98006,1.45
4,Kapurthala,27,Raghbir Singh,PPOP,948,2012,98006,0.97
5,Kapurthala,27,Gurmit Lal,BSP(A),912,2012,98006,0.93
6,Kapurthala,27,Sarabjit Singh,IND,481,2012,98006,0.49
7,Kapurthala,27,Jaswinder Singh,BGTD,284,2012,98006,0.29
1,Sultanpur Lodhi,28,Navtej Singh,INC,47933,2012,99171,48.33
2,Sultanpur Lodhi,28,Upinderjit Kaur,SAD,43635,2012,99171,44
3,Sultanpur Lodhi,28,Jaimal Singh,PPOP,2274,2012,99171,2.29
4,Sultanpur Lodhi,28,Balwant Singh,BSP(A),1525,2012,99171,1.54
4,Sultanpur Lodhi,28,Tarsem Singh Daula,BSP,1525,2012,99171,1.54
6,Sultanpur Lodhi,28,Tarsem Singh,IND,661,2012,99171,0.67
7,Sultanpur Lodhi,28,Sarban Chand,IND,481,2012,99171,0.49
8,Sultanpur Lodhi,28,Gurmeet Singh,IND,363,2012,99171,0.37
8,Sultanpur Lodhi,28,Ajit Singh,SAD(M),363,2012,99171,0.37
10,Sultanpur Lodhi,28,Jeet,IND,217,2012,99171,0.22
11,Sultanpur Lodhi,28,Harwinder Singh,RVLP,194,2012,99171,0.2
1,Phagwara,29,Som Parkash,BJP,46223,2012,112860,40.96
2,Phagwara,29,Balbir Kumar Sodhi,INC,31644,2012,112860,28.04
3,Phagwara,29,Jarnail Singh,BSP,26165,2012,112860,23.18
4,Phagwara,29,Mulakh Raj,PPOP,5781,2012,112860,5.12
5,Phagwara,29,Rulda Singh,IND,821,2012,112860,0.73
6,Phagwara,29,Parveen Kumar,SHS,768,2012,112860,0.68
7,Phagwara,29,Nand Lal,BSP(A),385,2012,112860,0.34
8,Phagwara,29,Yashpal Atwal,IND,334,2012,112860,0.3
9,Phagwara,29,Ram Pal,IND,312,2012,112860,0.28
10,Phagwara,29,Ashok Kumar,IND,232,2012,112860,0.21
11,Phagwara,29,Sarwan Singh,IND,195,2012,112860,0.17
1,Phillaur,30,Avinash Chander,SAD,46115,2012,141561,32.58
2,Phillaur,30,Santokh Singh,INC,46084,2012,141561,32.55
3,Phillaur,30,Baldev Singh,BSP,42328,2012,141561,29.9
4,Phillaur,30,Mela Singh,IND,3090,2012,141561,2.18
5,Phillaur,30,Parshotam Lal,CPM,2608,2012,141561,1.84
6,Phillaur,30,Saleem Mohamed,IND,557,2012,141561,0.39
7,Phillaur,30,Balkar Ram,IND,313,2012,141561,0.22
8,Phillaur,30,Gajjan,IND,311,2012,141561,0.22
9,Phillaur,30,Des Raj,IND,155,2012,141561,0.11
1,Nakodar,31,Gurpartap Singh Wadala,SAD,61441,2012,138252,44.44
2,Nakodar,31,Amarjit Singh Samra,INC,52849,2012,138252,38.23
3,Nakodar,31,Gurmail Ram Chumber,BSP,18139,2012,138252,13.12
4,Nakodar,31,Gurnam Singh Sanghera,IND,2412,2012,138252,1.74
5,Nakodar,31,Kanwaljit Singh Kakra,PPOP,1767,2012,138252,1.28
6,Nakodar,31,Amrik Singh,IND,730,2012,138252,0.53
7,Nakodar,31,Bhajan Chand Sabharwal,BSP(A),666,2012,138252,0.48
8,Nakodar,31,Suman,DBSP,248,2012,138252,0.18
1,Shahkot,32,Ajit Singh Kohar,SAD,55875,2012,123697,45.17
2,Shahkot,32,Col. C D Singh Kamboj,INC,50440,2012,123697,40.78
3,Shahkot,32,Navjot Singh,PPOP,9845,2012,123697,7.96
4,Shahkot,32,Sukhram Chauhan,BSP,2949,2012,123697,2.38
5,Shahkot,32,Kashmir Singh,IND,2684,2012,123697,2.17
6,Shahkot,32,Tara Singh,BSP(A),1319,2012,123697,1.07
7,Shahkot,32,Ajaib Singh,IND,301,2012,123697,0.24
8,Shahkot,32,Harbinder Ram,RVLP,284,2012,123697,0.23
1,Kartarpur,33,Sarwan Singh,SAD,48484,2012,115645,41.92
2,Kartarpur,33,Chauhdary Jagjit Singh,INC,47661,2012,115645,41.21
3,Kartarpur,33,Kamal Dev,BSP,13886,2012,115645,12.01
4,Kartarpur,33,Sat Paul,PNPP,3331,2012,115645,2.88
5,Kartarpur,33,Lubhaya Ram,IND,706,2012,115645,0.61
6,Kartarpur,33,Nishuka,IND,377,2012,115645,0.33
7,Kartarpur,33,Kewal Krishan,IND,341,2012,115645,0.29
8,Kartarpur,33,Gurmukh Singh Khosla,DBSP,280,2012,115645,0.24
9,Kartarpur,33,Yusaf Chand,IND,253,2012,115645,0.22
10,Kartarpur,33,Hari Mitter,IND,220,2012,115645,0.19
11,Kartarpur,33,Satish Nahar,IND,106,2012,115645,0.09
1,Jalandhar West,34,Chuni Lal Bhagat,BJP,48207,2012,93891,51.34
2,Jalandhar West,34,Suman Kaypee.,INC,36864,2012,93891,39.26
3,Jalandhar West,34,Bachan Lal,BSP,4692,2012,93891,5
4,Jalandhar West,34,Raj Kumar,PPOP,2433,2012,93891,2.59
5,Jalandhar West,34,Sandeep,IND,1072,2012,93891,1.14
6,Jalandhar West,34,Love Kishor,BSA,354,2012,93891,0.38
7,Jalandhar West,34,Balwinder Kumar,LJP,269,2012,93891,0.29
1,Jalandhar Central,35,Manoranjan Kalia,BJP,44963,2012,97457,46.14
2,Jalandhar Central,35,Rajinder Beri,INC,43898,2012,97457,45.04
3,Jalandhar Central,35,Rajinder Singh,BSP,4678,2012,97457,4.8
4,Jalandhar Central,35,Kuldeep Singh Cheema,PPOP,2253,2012,97457,2.31
5,Jalandhar Central,35,Ashish Kumar,SHS,354,2012,97457,0.36
6,Jalandhar Central,35,Kuldeep Kumar,IND,322,2012,97457,0.33
7,Jalandhar Central,35,Surinder Singh Arora,NCP,287,2012,97457,0.29
8,Jalandhar Central,35,Raj Pal Singh,DBSP,205,2012,97457,0.21
9,Jalandhar Central,35,Surjit Kaur,IND,204,2012,97457,0.21
10,Jalandhar Central,35,Kamaldeep Singh,IND,172,2012,97457,0.18
11,Jalandhar Central,35,Gurmeet Singh Aulakh,SAD(M),121,2012,97457,0.12
1,Jalandhar North,36,K.D.Bhandari,BJP,52198,2012,116262,44.9
2,Jalandhar North,36,Avtar Henry,INC,50495,2012,116262,43.43
3,Jalandhar North,36,Hans Raj Rana,BSP,7656,2012,116262,6.59
4,Jalandhar North,36,Dinesh Dhall,IND,4371,2012,116262,3.76
5,Jalandhar North,36,Narinder Pal Singh,PNPP,1057,2012,116262,0.91
6,Jalandhar North,36,Satish Kumar,IND,267,2012,116262,0.23
7,Jalandhar North,36,Tilak Raj,IND,218,2012,116262,0.19
1,Jalandhar Cantt.,37,Pargat Singh,SAD,48290,2012,114762,42.08
2,Jalandhar Cantt.,37,Jagbir Singh Brar,INC,41492,2012,114762,36.15
3,Jalandhar Cantt.,37,Hardev Kaur Shant,BSP,14278,2012,114762,12.44
4,Jalandhar Cantt.,37,Rajinder Singh Johal,PPOP,7792,2012,114762,6.79
5,Jalandhar Cantt.,37,Dharam Pal Bambiawal,BSP(A),1420,2012,114762,1.24
6,Jalandhar Cantt.,37,Roshan Lal,IND,811,2012,114762,0.71
7,Jalandhar Cantt.,37,Samarth Oberoi,IND,679,2012,114762,0.59
1,Adampur,38,Sh. Pawan Kumar Tinu,SAD,48171,2012,109813,43.87
2,Adampur,38,Sh. Satnam Singh Kainth,INC,28865,2012,109813,26.29
3,Adampur,38,Sh. Sukhwinder Singh,BSP,25373,2012,109813,23.11
4,Adampur,38,Sh. Surjit Singh Duhre,IND,2741,2012,109813,2.5
5,Adampur,38,Sh. Jagdish Kumar,PNPP,2645,2012,109813,2.41
6,Adampur,38,Sh. Vinod Kumar,IND,630,2012,109813,0.57
7,Adampur,38,Smt. Lalita Grewal Kittu,IND,429,2012,109813,0.39
8,Adampur,38,Smt. Manjit Kaur,IND,325,2012,109813,0.3
9,Adampur,38,Sh. Rajinder Kumar,DBSP,301,2012,109813,0.27
10,Adampur,38,Sh. Rajvir Singh,BSP(A),227,2012,109813,0.21
11,Adampur,38,Sh. Santokh Singh,IND,106,2012,109813,0.1
1,Mukerian,39,Rajnish Kumar,IND,53951,2012,124057,43.49
2,Mukerian,39,Arunesh Kumar,BJP,41832,2012,124057,33.72
3,Mukerian,39,Ajit Kumar Narang,INC,13524,2012,124057,10.9
4,Mukerian,39,Amarjit Singh,PPOP,6336,2012,124057,5.11
5,Mukerian,39,Gulsher Singh,BSP,6325,2012,124057,5.1
6,Mukerian,39,Amarjit Singh,IND,1049,2012,124057,0.85
7,Mukerian,39,Gurvatan Singh,SAD(M),668,2012,124057,0.54
8,Mukerian,39,Munish Khosla,DBSP,372,2012,124057,0.3
1,Dasuya,40,Amarjit Singh,BJP,57969,2012,121977,47.52
2,Dasuya,40,Ramesh Chander Dogra,INC,51746,2012,121977,42.42
3,Dasuya,40,Bhupinder Singh,PPOP,5447,2012,121977,4.47
4,Dasuya,40,Piara Lal,BSP,4055,2012,121977,3.32
5,Dasuya,40,Har Gobind Singh,IND,1691,2012,121977,1.39
6,Dasuya,40,Amarjit Singh,SAD(M),697,2012,121977,0.57
7,Dasuya,40,Vijay Kumar,DBSP,372,2012,121977,0.3
1,Urmar,41,Sangat Singh,INC,51915,2012,115990,44.76
2,Urmar,41,Arbinder Singh,SAD,46386,2012,115990,39.99
3,Urmar,41,Jaswinder Singh,IND,7098,2012,115990,6.12
4,Urmar,41,Surjit Lal Paul,BSP,6594,2012,115990,5.68
5,Urmar,41,Pooran Singh,PPOP,2696,2012,115990,2.32
6,Urmar,41,Jaspal Joshi,SHS,687,2012,115990,0.59
7,Urmar,41,Avtar Singh,SAD(M),614,2012,115990,0.53
1,Sham Chaurasi,42,Mohinder Kaur Josh,SAD,43360,2012,112202,38.64
2,Sham Chaurasi,42,Chaudhary Ram Lubhaya,INC,38054,2012,112202,33.92
3,Sham Chaurasi,42,Samittar Singh Sikri,BSP,22429,2012,112202,19.99
4,Sham Chaurasi,42,Anmol Singh,PPOP,6088,2012,112202,5.43
5,Sham Chaurasi,42,Gurdip Singh,SAD(M),818,2012,112202,0.73
6,Sham Chaurasi,42,Neena Rani,IND,810,2012,112202,0.72
7,Sham Chaurasi,42,Ram Nath Balm,BHJASP,643,2012,112202,0.57
1,Hoshiarpur,43,Sunder Sham Arora,INC,52104,2012,108656,47.95
2,Hoshiarpur,43,Tikshan Sud,BJP,45896,2012,108656,42.24
3,Hoshiarpur,43,Onkar Singh Jhamat,BSP,5714,2012,108656,5.26
4,Hoshiarpur,43,Sandeep Singh Saini,PPOP,2556,2012,108656,2.35
5,Hoshiarpur,43,Shashi Dogra,SHS,660,2012,108656,0.61
6,Hoshiarpur,43,Harvinder Singh,IND,547,2012,108656,0.5
7,Hoshiarpur,43,Sadhu Singh Saini,IND,427,2012,108656,0.39
8,Hoshiarpur,43,Gurnam Singh Singriwala,SAD(M),393,2012,108656,0.36
9,Hoshiarpur,43,Rawel Singh,BGTD,233,2012,108656,0.21
10,Hoshiarpur,43,Pawan Kumar,DBSP,126,2012,108656,0.12
1,Chabbewal,44,Sohan Singh Thandal,SAD,45100,2012,105514,42.74
2,Chabbewal,44,Dr. Raj Kumar,INC,38854,2012,105514,36.82
3,Chabbewal,44,Gurnam Singh,BSP,12637,2012,105514,11.98
4,Chabbewal,44,Dr. Dilbag Rai,IND,4569,2012,105514,4.33
5,Chabbewal,44,Ajaib Singh,PPOP,1672,2012,105514,1.58
6,Chabbewal,44,Balwinder Singh,IND,864,2012,105514,0.82
7,Chabbewal,44,Nirmal Kaur,IND,467,2012,105514,0.44
8,Chabbewal,44,Balbir Ram,IND,434,2012,105514,0.41
9,Chabbewal,44,Nirmal Singh,IND,341,2012,105514,0.32
10,Chabbewal,44,Om Parkash Jakhu,LJP,324,2012,105514,0.31
