#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
9,Badrinath,4,Alok Meherwal,SP,579,2012,54994,1.05
1,Tharali,5,Dr Jeet Ram,INC,17404,2012,52960,32.86
2,Tharali,5,Magan Lal,BJP,16731,2012,52960,31.59
3,Tharali,5,Rajpal Kanyal,CPM,4256,2012,52960,8.04
4,Tharali,5,Sundra Lal,IND,3473,2012,52960,6.56
5,Tharali,5,Mahes Shankar,IND,3151,2012,52960,5.95
6,Tharali,5,Govind Lal Shah,IND,2027,2012,52960,3.83
7,Tharali,5,Radhaballbh,IND,1723,2012,52960,3.25
8,Tharali,5,Narendra Kumar,BSP,1060,2012,52960,2.0
9,Tharali,5,Manjeet Ram,NCP,630,2012,52960,1.19
10,Tharali,5,Rakesh Lal Khanada,UKDP,598,2012,52960,1.13
11,Tharali,5,Vinod Kumar,LJP,566,2012,52960,1.07
12,Tharali,5,Balak Ram,IND,485,2012,52960,0.92
13,Tharali,5,Bali Ram,JD(U),459,2012,52960,0.87
14,Tharali,5,Prem Ram,SP,397,2012,52960,0.75
1,Karanprayag,6,Ansuya Prasad Maikhuri,INC,11147,2012,48941,22.78
2,Karanprayag,6,Surendra Singh Negi,IND,10920,2012,48941,22.31
3,Karanprayag,6,Harish Pujari,BJP,8343,2012,48941,17.05
4,Karanprayag,6,Anil Nautiyal,IND,6631,2012,48941,13.55
5,Karanprayag,6,Awatar Singh,IND,3576,2012,48941,7.31
6,Karanprayag,6,Neelam Chandra,IND,3093,2012,48941,6.32
7,Karanprayag,6,Arun Maithani,IND,1802,2012,48941,3.68
8,Karanprayag,6,Vijayesh Nawani,UTRM,1543,2012,48941,3.15
9,Karanprayag,6,Chatur Singh Negi,UKDP,738,2012,48941,1.51
10,Karanprayag,6,Indresh Maikhuri,CPI(ML)(L),632,2012,48941,1.29
11,Karanprayag,6,Dhumi Lal,BSP,516,2012,48941,1.05
1,Kedarnath,7,Shaila Rani Rawat,INC,19960,2012,47481,42.04
2,Kedarnath,7,Asha,BJP,17632,2012,47481,37.13
3,Kedarnath,7,Gangadhar Nautiyal,CPM,2395,2012,47481,5.04
4,Kedarnath,7,Ramesh Prasad Chamola,BSP,1918,2012,47481,4.04
5,Kedarnath,7,Dinesh Chandra Semwal,IND,1859,2012,47481,3.92
6,Kedarnath,7,Durgpal Chauhan,UTRM,1501,2012,47481,3.16
7,Kedarnath,7,Laxmi Jaggi,CPI,1492,2012,47481,3.14
8,Kedarnath,7,Om Prakash Vashisth,IND,435,2012,47481,0.92
9,Kedarnath,7,Shambhu Prasad,LJP,289,2012,47481,0.61
1,Rudraprayag,8,Harak Singh Rawat,INC,15469,2012,52180,29.65
2,Rudraprayag,8,Matbar Singh Kandari,BJP,14143,2012,52180,27.1
3,Rudraprayag,8,Bharat Singh Chaudhary,IND,7988,2012,52180,15.31
4,Rudraprayag,8,Arjun Singh,UTRM,6331,2012,52180,12.13
5,Rudraprayag,8,Virendra Singh,IND,3354,2012,52180,6.43
6,Rudraprayag,8,Dheer Singh,BSP,1355,2012,52180,2.6
7,Rudraprayag,8,Kishori Nandan Dobhal,UKDP,910,2012,52180,1.74
8,Rudraprayag,8,Kuldip Singh,SP,720,2012,52180,1.38
9,Rudraprayag,8,Bhagwati Prasad,IND,717,2012,52180,1.37
10,Rudraprayag,8,Kundan Lal,LJP,716,2012,52180,1.37
11,Rudraprayag,8,Vijendra Prasad,IND,477,2012,52180,0.91
1,Ghanshali,9,Bheem Lal Arya,BJP,24254,2012,41356,58.65
2,Ghanshali,9,Dhani Lal Shah,INC,10560,2012,41356,25.53
3,Ghanshali,9,Shoorveer Lal,IND,2439,2012,41356,5.9
4,Ghanshali,9,Achla Khandewal,BSP,1452,2012,41356,3.51
5,Ghanshali,9,Makan Lal,UKDP,930,2012,41356,2.25
6,Ghanshali,9,Nagendra Lal,UTRM,808,2012,41356,1.95
7,Ghanshali,9,Bhagwan Das,ABHM,536,2012,41356,1.3
8,Ghanshali,9,Ramesh Naithwal,NCP,377,2012,41356,0.91
1,Devprayag,10,Mantri Prasad Naithani,IND,12294,2012,40166,30.61
2,Devprayag,10,Diwakar Bhatt,BJP,10753,2012,40166,26.77
3,Devprayag,10,Mahipal Singh,IND,6706,2012,40166,16.7
4,Devprayag,10,Shoorveer Singh Sajwan,INC,6358,2012,40166,15.83
5,Devprayag,10,Jai Krishan (Pummy),BSP,1001,2012,40166,2.49
6,Devprayag,10,Puran Singh Bhandari,IND,611,2012,40166,1.52
7,Devprayag,10,Ved Prakash,IND,456,2012,40166,1.14
8,Devprayag,10,Raghunandan Pandey,SHS,423,2012,40166,1.05
9,Devprayag,10,Jabar Singh Urf,UTRM,418,2012,40166,1.04
10,Devprayag,10,Bilashwar Jhaldiyal,RLD,411,2012,40166,1.02
11,Devprayag,10,Mukesh Chamoli,NCP,370,2012,40166,0.92
12,Devprayag,10,Jai Prakash Upadhyay,UKDP,365,2012,40166,0.91
1,Narendranagar,11,Subodh Uniyal,INC,21220,2012,48816,43.47
2,Narendranagar,11,Om Gopal Rawat,BJP,20819,2012,48816,42.65
3,Narendranagar,11,Sardar Singh,IND,3445,2012,48816,7.06
4,Narendranagar,11,Aditya Kothari,IND,1600,2012,48816,3.28
5,Narendranagar,11,Rukam Singh Pokhriyal,BSP,584,2012,48816,1.2
6,Narendranagar,11,Sanjay Kothiyal,UKDP,575,2012,48816,1.18
7,Narendranagar,11,Soban Singh Negi,UTRM,573,2012,48816,1.17
1,Pratapnagar,12,Vikram Singh Negi,INC,12135,2012,38673,31.38
2,Pratapnagar,12,Vijay Singh,BJP,11593,2012,38673,29.98
3,Pratapnagar,12,Rajeshwar Prasad,IND,7927,2012,38673,20.5
4,Pratapnagar,12,Ramchandra Singh Bisht,UKDP,3282,2012,38673,8.49
5,Pratapnagar,12,Devi Singh,BSP,3007,2012,38673,7.78
6,Pratapnagar,12,Madan Singh,IND,729,2012,38673,1.89
1,Tehri,13,Dinesh Dhanai,IND,12026,2012,40399,29.77
2,Tehri,13,Kishore Upadhyaya,INC,11649,2012,40399,28.83
3,Tehri,13,Dhan Singh Negi,BJP,9828,2012,40399,24.33
4,Tehri,13,Virendar Mohan,UKDP,2237,2012,40399,5.54
5,Tehri,13,Er. Ratan Singh Gunsola,UTRM,1978,2012,40399,4.9
6,Tehri,13,Dr. Pramod Uniyal,BSP,914,2012,40399,2.26
7,Tehri,13,Sundar Lal Bailwal,IND,593,2012,40399,1.47
8,Tehri,13,Shivdayal Bahuguna,IND,559,2012,40399,1.38
9,Tehri,13,Bhagwan Singh Rana,CPM,308,2012,40399,0.76
10,Tehri,13,Asha,IND,307,2012,40399,0.76
1,Dhanolti,14,Mahaveer Singh,BJP,12081,2012,45769,26.4
2,Dhanolti,14,Manmohan Singh,INC,10933,2012,45769,23.89
3,Dhanolti,14,Jot Singh Bisht,IND,10261,2012,45769,22.42
4,Dhanolti,14,Rajesh,IND,6049,2012,45769,13.22
5,Dhanolti,14,Somvari Lal Uniyal,UTRM,2127,2012,45769,4.65
6,Dhanolti,14,Gulab Singh,IND,1499,2012,45769,3.28
7,Dhanolti,14,Devendra Prasad,IND,636,2012,45769,1.39
8,Dhanolti,14,Yeshveer Arya,IND,515,2012,45769,1.13
9,Dhanolti,14,Chintamani,UKDP,503,2012,45769,1.1
10,Dhanolti,14,Mohan Lal,BSP,417,2012,45769,0.91
11,Dhanolti,14,Chait Ram Alias Chaitu,IND,315,2012,45769,0.69
12,Dhanolti,14,Usha Panwar,IND,260,2012,45769,0.57
13,Dhanolti,14,Suraj Mani,SP,173,2012,45769,0.38
1,Chakrata,15,Pritam Singh,INC,33187,2012,64873,51.16
2,Chakrata,15,Munna Singh Chauhan,UJP,26533,2012,64873,40.9
3,Chakrata,15,Kamla Chauhan,BJP,1943,2012,64873,3.0
4,Chakrata,15,Ghansyam Kunwar,BSP,1017,2012,64873,1.57
5,Chakrata,15,Naresh Chauhan,SP,768,2012,64873,1.18
6,Chakrata,15,Bheem Dutt,IND,610,2012,64873,0.94
7,Chakrata,15,Shamsher Singh Rathour,NCP,538,2012,64873,0.83
8,Chakrata,15,Arjuni Rana,UTRM,277,2012,64873,0.43
1,Vikasnagar,16,Nav Prabhat,INC,32742,2012,67730,48.34
2,Vikasnagar,16,Kuldeep Kumar,BJP,22885,2012,67730,33.79
3,Vikasnagar,16,Gurumel Singh,BSP,2877,2012,67730,4.25
4,Vikasnagar,16,Surat Singh,UJP,2695,2012,67730,3.98
5,Vikasnagar,16,Suhail Pasha,IND,1447,2012,67730,2.14
6,Vikasnagar,16,Babita Pundir,IND,829,2012,67730,1.22
7,Vikasnagar,16,Vinay Raj Singh (Pappu,IND,532,2012,67730,0.79
8,Vikasnagar,16,Haridass Kataria,IND,527,2012,67730,0.78
9,Vikasnagar,16,Arvind Sharma,SP,458,2012,67730,0.68
10,Vikasnagar,16,Gopal Singh Dogra,SASP,454,2012,67730,0.67
11,Vikasnagar,16,Liyakat,IND,434,2012,67730,0.64
12,Vikasnagar,16,Chander Mohan Singh,IND,360,2012,67730,0.53
13,Vikasnagar,16,Jasbeer Singh,IND,346,2012,67730,0.51
14,Vikasnagar,16,Ramesh Chandra Azad,IND,345,2012,67730,0.51
15,Vikasnagar,16,M. Islam,NCP,272,2012,67730,0.4
16,Vikasnagar,16,Jamshed Ali,MKD,267,2012,67730,0.39
17,Vikasnagar,16,Satish Kumar,RLD,151,2012,67730,0.22
18,Vikasnagar,16,Inam Babu,JD(S),109,2012,67730,0.16
1,Sahaspur,17,Sahdev Singh Pundir,BJP,26064,2012,83335,31.28
2,Sahaspur,17,Aryendra Sharma,INC,20574,2012,83335,24.69
3,Sahaspur,17,Gulzar Ahmad,IND,9699,2012,83335,11.64
4,Sahaspur,17,Laxmi Agarwal,IND,5650,2012,83335,6.78
5,Sahaspur,17,Rakesh,IND,5181,2012,83335,6.22
6,Sahaspur,17,Sahab Singh Pundir,BSP,4775,2012,83335,5.73
7,Sahaspur,17,Shiv Prasad Devali,CPM,3070,2012,83335,3.68
8,Sahaspur,17,Prakash Joshi,UTRM,1509,2012,83335,1.81
9,Sahaspur,17,Gulfam Ali,SP,1272,2012,83335,1.53
10,Sahaspur,17,Bhoop Singh,IND,953,2012,83335,1.14
11,Sahaspur,17,Ram Bahadur Tamang,IND,874,2012,83335,1.05
12,Sahaspur,17,Riyaz Ahmed,IND,521,2012,83335,0.63
13,Sahaspur,17,Pooja Subba,GDP,474,2012,83335,0.57
14,Sahaspur,17,Inam Babu,IND,455,2012,83335,0.55
15,Sahaspur,17,Vinod Singh Negi,IND,447,2012,83335,0.54
16,Sahaspur,17,Amit,AITC,414,2012,83335,0.5
17,Sahaspur,17,Babulal Gupta,RLD,347,2012,83335,0.42
18,Sahaspur,17,Sansar Singh,IND,280,2012,83335,0.34
19,Sahaspur,17,Satish Kumar,IND,191,2012,83335,0.23
20,Sahaspur,17,Shiv Raj,IND,184,2012,83335,0.22
21,Sahaspur,17,Santosh,IND,162,2012,83335,0.19
22,Sahaspur,17,Irfan Khan,JLKP,133,2012,83335,0.16
23,Sahaspur,17,Zamil Hasan,MUL,106,2012,83335,0.13
1,Dharampur,18,Dinesh Agarwal,INC,37884,2012,75191,50.38
2,Dharampur,18,Prakash Suman Dhyani,BJP,28464,2012,75191,37.86
3,Dharampur,18,Saleem Ahmed,BSP,3805,2012,75191,5.06
4,Dharampur,18,Mo. Tahir,IND,976,2012,75191,1.3
5,Dharampur,18,Bahadur Singh Rawat,UKDP,948,2012,75191,1.26
6,Dharampur,18,Mahesh Kumar,IND,593,2012,75191,0.79
7,Dharampur,18,Ramsukh,BSP(K),379,2012,75191,0.5
8,Dharampur,18,Suresh Singh Rana,IND,338,2012,75191,0.45
9,Dharampur,18,Sushma,JMBP,330,2012,75191,0.44
10,Dharampur,18,Manjoor Hasan,SP,323,2012,75191,0.43
11,Dharampur,18,Gopal Puri,UTRM,178,2012,75191,0.24
12,Dharampur,18,Shailesh Kumar Verma,NCP,160,2012,75191,0.21
13,Dharampur,18,Tarun Ahuja,SHS,154,2012,75191,0.2
14,Dharampur,18,Shambhu Saran,AITC,146,2012,75191,0.19
15,Dharampur,18,Ajijur Rehaman,MUL,142,2012,75191,0.19
16,Dharampur,18,Jagveer Singh,JLKP,141,2012,75191,0.19
16,Dharampur,18,Sardar Khan(Pappu),RLD,141,2012,75191,0.19
18,Dharampur,18,Sanjeevan Ram,LJP,89,2012,75191,0.12
1,Raipur,19,Umesh Sharma (Kau),INC,29900,2012,76577,39.05
2,Raipur,19,Trivendra Singh Rawat,BJP,29426,2012,76577,38.43
3,Raipur,19,Ajay Sood,BSP,5142,2012,76577,6.71
4,Raipur,19,Vinod Bharthwal,SP,4128,2012,76577,5.39
5,Raipur,19,Rajani Rawat,IND,3144,2012,76577,4.11
6,Raipur,19,Pankaj Chetri,IND,705,2012,76577,0.92
7,Raipur,19,Mohan Singh Rawat,IND,639,2012,76577,0.83
8,Raipur,19,Rajendra Prasad,UTRM,536,2012,76577,0.7
9,Raipur,19,Roop Chand,NCP,441,2012,76577,0.58
10,Raipur,19,Manoj Kumar,IND,409,2012,76577,0.53
11,Raipur,19,Anil Pant,IND,273,2012,76577,0.36
12,Raipur,19,Shanti Prasad Bijalwan,IND,245,2012,76577,0.32
13,Raipur,19,Naseem,UTPP,228,2012,76577,0.3
14,Raipur,19,Anuradha,MKD,224,2012,76577,0.29
15,Raipur,19,Maya Mohan Lakhera,IND,197,2012,76577,0.26
16,Raipur,19,Vinod Kumar Maletha,IND,190,2012,76577,0.25
17,Raipur,19,Mahesh Kaushal,AITC,160,2012,76577,0.21
18,Raipur,19,Shusheel Kumar,LJP,153,2012,76577,0.2
19,Raipur,19,Mohammad Sattar,IND,150,2012,76577,0.2
20,Raipur,19,Bhupendra Singh,SHS,106,2012,76577,0.14
21,Raipur,19,Shiv Sagar Thapa,JKNPP,98,2012,76577,0.13
22,Raipur,19,Rajkumar Urf Rajkumar,UPP,83,2012,76577,0.11
1,Rajpur Road,20,Rajkumar,INC,28291,2012,60222,46.98
2,Rajpur Road,20,Ravinder Singh Kataria,BJP,25221,2012,60222,41.88
3,Rajpur Road,20,Tanveer Singh,BSP,5011,2012,60222,8.32
4,Rajpur Road,20,Sanjeev Kumar,IND,449,2012,60222,0.75
5,Rajpur Road,20,Sapna Sonkar,SP,304,2012,60222,0.5
6,Rajpur Road,20,Balesh Bawania,IND,278,2012,60222,0.46
7,Rajpur Road,20,Naresh Vaid,NCP,249,2012,60222,0.41
8,Rajpur Road,20,Vijay Kumar,RJKP,235,2012,60222,0.39
9,Rajpur Road,20,Brij Mohan,LJP,184,2012,60222,0.31
1,Dehradun Cantt.,21,Harbans Kapoor,BJP,29719,2012,62659,47.43
2,Dehradun Cantt.,21,Devendra Singh Sethi,INC,24624,2012,62659,39.3
3,Dehradun Cantt.,21,Rajendra Pant,UTRM,3391,2012,62659,5.41
4,Dehradun Cantt.,21,Noopur Gupta,BSP,1570,2012,62659,2.51
5,Dehradun Cantt.,21,Adesh Garg,IND,1118,2012,62659,1.78
6,Dehradun Cantt.,21,Jyotsna,IND,567,2012,62659,0.9
7,Dehradun Cantt.,21,Bijendar Singh Thapa,AITC,367,2012,62659,0.59
8,Dehradun Cantt.,21,Sanjay Bhatt,UKDP,315,2012,62659,0.5
9,Dehradun Cantt.,21,Subhash Chand Jasoria,SP,295,2012,62659,0.47
10,Dehradun Cantt.,21,Rahul Chauhan,SHS,260,2012,62659,0.41
11,Dehradun Cantt.,21,Indradev Shukla,IND,160,2012,62659,0.26
12,Dehradun Cantt.,21,Rajeev Gupta,RJSD,111,2012,62659,0.18
13,Dehradun Cantt.,21,Beer Singh Rawat,NCP,100,2012,62659,0.16
14,Dehradun Cantt.,21,Pt. Madan Gopal Chove,IJP,62,2012,62659,0.1
1,Mussoorie,22,Ganesh Joshi,BJP,28097,2012,63093,44.53
2,Mussoorie,22,Jot Singh Gunsola,INC,18321,2012,63093,29.04
3,Mussoorie,22,Godavari Thapa Thapli,IND,9248,2012,63093,14.66
4,Mussoorie,22,Bhupendra Singh Chhetri,GDP,2628,2012,63093,4.17
5,Mussoorie,22,Pt. Manoj Sharma,BSP,1854,2012,63093,2.94
6,Mussoorie,22,Mohan Lal Bangwal,IND,593,2012,63093,0.94
7,Mussoorie,22,Pramila Rawat,UKDP,570,2012,63093,0.9
8,Mussoorie,22,Jagdish Chauhan,IND,444,2012,63093,0.7
9,Mussoorie,22,Bhagwan Singh Panwar,IND,257,2012,63093,0.41
10,Mussoorie,22,Kailash Singh Chaudhary,IND,252,2012,63093,0.4
11,Mussoorie,22,Amit Singh,UTRM,229,2012,63093,0.36
12,Mussoorie,22,Manoj Dhyani,NCP,216,2012,63093,0.34
13,Mussoorie,22,Gyanveer Tyagi,UPP,158,2012,63093,0.25
14,Mussoorie,22,Shiv Singh Rawat,AITC,113,2012,63093,0.18
14,Mussoorie,22,Sanjay Goyal,SP,113,2012,63093,0.18
1,Doiwala,23,Ramesh Pokhriyal,BJP,23448,2012,76430,30.68
2,Doiwala,23,Heera Singh Bisht,INC,22176,2012,76430,29.01
3,Doiwala,23,S.P. Singh,IND,11241,2012,76430,14.71
4,Doiwala,23,Jaideep Singh Negi,IND,8589,2012,76430,11.24
5,Doiwala,23,Phool Singh,BSP,5872,2012,76430,7.68
6,Doiwala,23,Jitendra Mohan Sharma,UKDP,674,2012,76430,0.88
7,Doiwala,23,Dinesh Chandra,MOSP,594,2012,76430,0.78
8,Doiwala,23,Bhargav Chandola,UTRM,506,2012,76430,0.66
9,Doiwala,23,Surendra Dutt Petwal,IND,445,2012,76430,0.58
10,Doiwala,23,Heema Bora,SP,382,2012,76430,0.5
11,Doiwala,23,Vijendra Singh Chauhan,IND,368,2012,76430,0.48
12,Doiwala,23,Shamsher Singh Bisht,IND,312,2012,76430,0.41
13,Doiwala,23,Sarvanand,AITC,289,2012,76430,0.38
14,Doiwala,23,Anuj Dimri,IND,286,2012,76430,0.37
15,Doiwala,23,Rishi Kumar,LJP,266,2012,76430,0.35
16,Doiwala,23,Sawan Chand Ramola,JD(U),244,2012,76430,0.32
17,Doiwala,23,Ramesh Kothiyal,IND,242,2012,76430,0.32
18,Doiwala,23,Kamini Gairola,NCP,219,2012,76430,0.29
19,Doiwala,23,Prem Prakash,UPP,177,2012,76430,0.23
20,Doiwala,23,Jaswant Singh Randhava,JD(S),100,2012,76430,0.13
1,Rishikesh,24,Premchand Aggarwal,BJP,29090,2012,81076,35.88
2,Rishikesh,24,Rajpal Kharola,INC,21819,2012,81076,26.91
3,Rishikesh,24,Deep Sharma,IND,17669,2012,81076,21.79
4,Rishikesh,24,Lallan Bharadwaj,BSP,5047,2012,81076,6.23
5,Rishikesh,24,Surandra Singh Kaintura,UTRM,1429,2012,81076,1.76
6,Rishikesh,24,Shobha Ram Raturi,SASP,1360,2012,81076,1.68
7,Rishikesh,24,Anil Kalura,UKDP,1191,2012,81076,1.47
8,Rishikesh,24,Sanjay Pokhriyal,IND,624,2012,81076,0.77
9,Rishikesh,24,Gopal Purohit,IND,592,2012,81076,0.73
10,Rishikesh,24,Yogesh Kumar Uniyal,IND,583,2012,81076,0.72
11,Rishikesh,24,Suresh Chandra Dabral,IND,318,2012,81076,0.39
12,Rishikesh,24,Kripal Singh Rawat,IND,274,2012,81076,0.34
13,Rishikesh,24,Ramsharan Bhatt,IND,193,2012,81076,0.24
14,Rishikesh,24,Virender Bhardwaj,LJP,179,2012,81076,0.22
15,Rishikesh,24,Vishwanath Raturi,SP,173,2012,81076,0.21
16,Rishikesh,24,Arti,JD(U),169,2012,81076,0.21
17,Rishikesh,24,Naresh Chandra Baloni,AITC,143,2012,81076,0.18
18,Rishikesh,24,Ashish,IND,123,2012,81076,0.15
19,Rishikesh,24,Ajay Kathuria,IND,100,2012,81076,0.12
1,Hardwar,25,Madan Kaushik,BJP,42297,2012,82441,51.31
2,Hardwar,25,Satpal Brahamchari,INC,33677,2012,82441,40.85
3,Hardwar,25,Gulshan Arora,BSP,3225,2012,82441,3.91
4,Hardwar,25,Ashok Sharma,IND,748,2012,82441,0.91
5,Hardwar,25,Beer Singh,IND,336,2012,82441,0.41
6,Hardwar,25,Sanju,IND,288,2012,82441,0.35
7,Hardwar,25,Gajinder Singh Sidhu,RKSP,243,2012,82441,0.29
8,Hardwar,25,Harinder Tiwari,IND,228,2012,82441,0.28
9,Hardwar,25,Pankaj Dubey,SHS,201,2012,82441,0.24
10,Hardwar,25,Tripta Sharma,NCP,199,2012,82441,0.24
11,Hardwar,25,Muhammad Mursalin,IND,176,2012,82441,0.21
11,Hardwar,25,Noshad,IND,176,2012,82441,0.21
13,Hardwar,25,Yashpal Singh Rawat,MAJP,164,2012,82441,0.2
14,Hardwar,25,Mukesh Sharma,SP,150,2012,82441,0.18
15,Hardwar,25,Sonia Kinnar,JKNPP,115,2012,82441,0.14
16,Hardwar,25,Dhiraj Bhardwaj,IND,114,2012,82441,0.14
17,Hardwar,25,Swami Nitanand,IND,104,2012,82441,0.13
1,B.H.E.L. Ranipur,26,Adesh Chauhan,BJP,26402,2012,77622,34.01
2,B.H.E.L. Ranipur,26,Ambris Kumar,IND,19791,2012,77622,25.5
3,B.H.E.L. Ranipur,26,Vishal Singh,BSP,14195,2012,77622,18.29
4,B.H.E.L. Ranipur,26,Balvant Singh,INC,10281,2012,77622,13.24
5,B.H.E.L. Ranipur,26,Ataur Rahman,IND,1503,2012,77622,1.94
6,B.H.E.L. Ranipur,26,Munarika Yadav,CPI,582,2012,77622,0.75
7,B.H.E.L. Ranipur,26,Pitambar Baloni,CPM,559,2012,77622,0.72
8,B.H.E.L. Ranipur,26,Arjun Nagyan,IND,534,2012,77622,0.69
9,B.H.E.L. Ranipur,26,Janak Singh,IND,420,2012,77622,0.54
10,B.H.E.L. Ranipur,26,Ex. Capt. Alok Kumar,IND,416,2012,77622,0.54
11,B.H.E.L. Ranipur,26,Mohan Singh Rawat,UTRM,411,2012,77622,0.53
12,B.H.E.L. Ranipur,26,Shreeram Ahuja,IND,409,2012,77622,0.53
13,B.H.E.L. Ranipur,26,Arun Kumar,IND,301,2012,77622,0.39
14,B.H.E.L. Ranipur,26,Kajichaand,SP,298,2012,77622,0.38
15,B.H.E.L. Ranipur,26,Sarita Purohit,UKDP,247,2012,77622,0.32
16,B.H.E.L. Ranipur,26,Pankaj Gupta,NCP,205,2012,77622,0.26
17,B.H.E.L. Ranipur,26,Shalu Gahalavat,IND,199,2012,77622,0.26
17,B.H.E.L. Ranipur,26,Nayeem Ahamed,RLD,199,2012,77622,0.26
19,B.H.E.L. Ranipur,26,Mukesh Kumar Upadhyay,SHS,189,2012,77622,0.24
20,B.H.E.L. Ranipur,26,Vasisth Pasvan,LJP,183,2012,77622,0.24
21,B.H.E.L. Ranipur,26,Murshaleen Quresi,IND,116,2012,77622,0.15
22,B.H.E.L. Ranipur,26,Sushil Chand Thapliyal,JKNPP,98,2012,77622,0.13
23,B.H.E.L. Ranipur,26,Rati Bhan Saini,JD(U),84,2012,77622,0.11
1,Jwalapur,27,Chander Shakhar,BJP,21303,2012,70408,30.26
2,Jwalapur,27,Madan Lal,BSP,20745,2012,70408,29.46
3,Jwalapur,27,Braj Rani,INC,20649,2012,70408,29.33
4,Jwalapur,27,Kavita,RLNP,2926,2012,70408,4.16
5,Jwalapur,27,Subhash Chanchal,IND,2792,2012,70408,3.97
6,Jwalapur,27,Raju Singh,NCP,479,2012,70408,0.68
7,Jwalapur,27,Babu Ram,IND,387,2012,70408,0.55
8,Jwalapur,27,Rajan Rathore,SP,348,2012,70408,0.49
9,Jwalapur,27,Pradeep Kumar,SHS,269,2012,70408,0.38
10,Jwalapur,27,Jag Jeevan,IND,263,2012,70408,0.37
11,Jwalapur,27,Rekha Balmiki,UTRM,130,2012,70408,0.18
12,Jwalapur,27,Seema,MUL,117,2012,70408,0.17
1,Bhagwanpur,28,Surendra Rakesh,BSP,36828,2012,78542,46.89
2,Bhagwanpur,28,Satyapal Singh,INC,30047,2012,78542,38.26
3,Bhagwanpur,28,Suresh Rathor,BJP,10650,2012,78542,13.56
4,Bhagwanpur,28,Menpal,LJP,545,2012,78542,0.69
5,Bhagwanpur,28,Bishamber Singh,SP,472,2012,78542,0.6
1,Jhabrera,29,Hari Dass,BSP,22781,2012,69312,32.87
2,Jhabrera,29,Rajpal,INC,18972,2012,69312,27.37
3,Jhabrera,29,Vaiyajanti Mala,BJP,16173,2012,69312,23.33
4,Jhabrera,29,Budh Singh,RLD,3981,2012,69312,5.74
5,Jhabrera,29,Rajendra Kumar Badi,SP,3031,2012,69312,4.37
6,Jhabrera,29,Bimla,RLNP,1373,2012,69312,1.98
7,Jhabrera,29,Madan Singh Khalsa,CPI,881,2012,69312,1.27
8,Jhabrera,29,Nauratu Singh,IND,612,2012,69312,0.88
9,Jhabrera,29,Sanjay Kumar,IND,496,2012,69312,0.72
10,Jhabrera,29,Jaiprakash,MKD,407,2012,69312,0.59
11,Jhabrera,29,Satyapal,IVD,336,2012,69312,0.48
12,Jhabrera,29,Vinod Kumar,AITC,269,2012,69312,0.39
1,Pirankaliyar,30,Furkan Ahmad,INC,25870,2012,73813,35.05
2,Pirankaliyar,30,Shahzad,BSP,23926,2012,73813,32.41
3,Pirankaliyar,30,Shyambeer,BJP,21648,2012,73813,29.33
4,Pirankaliyar,30,Rao Irshad,IND,442,2012,73813,0.6
5,Pirankaliyar,30,Sulekh Chand,IND,368,2012,73813,0.5
6,Pirankaliyar,30,Mahak Singh,IND,301,2012,73813,0.41
7,Pirankaliyar,30,Mohd. Iqbal,SP,192,2012,73813,0.26
8,Pirankaliyar,30,Yogesh,NCP,164,2012,73813,0.22
9,Pirankaliyar,30,Lalit Kumar,UKDP,160,2012,73813,0.22
10,Pirankaliyar,30,Anuj Verma,IND,127,2012,73813,0.17
11,Pirankaliyar,30,Rekha Devi,MD,121,2012,73813,0.16
12,Pirankaliyar,30,Devanand,UTRM,116,2012,73813,0.16
13,Pirankaliyar,30,Mohd. Furkan,IND,115,2012,73813,0.16
14,Pirankaliyar,30,Charan Singh,RLD,110,2012,73813,0.15
15,Pirankaliyar,30,Wazid Ali,JD(U),79,2012,73813,0.11
16,Pirankaliyar,30,Brahmanand,LJP,74,2012,73813,0.1
1,Roorkee,31,Pardeep Batra,INC,23164,2012,61326,37.77
2,Roorkee,31,Suresh Chand Jain,BJP,22363,2012,61326,36.47
3,Roorkee,31,Nayyer Azam,BSP,9772,2012,61326,15.93
4,Roorkee,31,Manohar Lal Sharma,IND,3228,2012,61326,5.26
5,Roorkee,31,Bharat Bhushan Kalra,IND,1200,2012,61326,1.96
6,Roorkee,31,Satish Rohela Advocate,IND,855,2012,61326,1.39
7,Roorkee,31,Munesh Tyagi,SP,257,2012,61326,0.42
8,Roorkee,31,Rajendra Singh Pundir,IND,102,2012,61326,0.17
9,Roorkee,31,Manisha,IND,96,2012,61326,0.16
10,Roorkee,31,Sunil Kumar Saini,SHS,87,2012,61326,0.14
11,Roorkee,31,Balvir Siingh,IND,81,2012,61326,0.13
12,Roorkee,31,Prema,JD(U),67,2012,61326,0.11
13,Roorkee,31,Naveen Jain,IND,54,2012,61326,0.09
1,Khanpur,32,Kunwar Pranav Singh,INC,23072,2012,87874,26.26
2,Khanpur,32,Ch. Kulveer Singh,BSP,20241,2012,87874,23.03
3,Khanpur,32,Ravinder Singh,BJP,19596,2012,87874,22.3
4,Khanpur,32,Riyasat,IND,18730,2012,87874,21.31
5,Khanpur,32,Abdul Mannan,MD,2408,2012,87874,2.74
6,Khanpur,32,Sanjay Pal,UTRM,2172,2012,87874,2.47
7,Khanpur,32,Sadat Masood,RLD,467,2012,87874,0.53
