#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
8,Khanpur,32,Yakoob,IND,340,2012,87874,0.39
9,Khanpur,32,Jagpal Singh,MAJP,268,2012,87874,0.3
10,Khanpur,32,Tasin,AITC,193,2012,87874,0.22
11,Khanpur,32,Nar Singh,LJP,162,2012,87874,0.18
12,Khanpur,32,Sayeed Hassan,SP,145,2012,87874,0.17
13,Khanpur,32,Saddam Hussain,MUL,80,2012,87874,0.09
1,Manglaur,33,Sarwat Kareem Ansari,BSP,24706,2012,72597,34.03
2,Manglaur,33,Qazi Md. Nizamuddin,INC,24008,2012,72597,33.07
3,Manglaur,33,Gaurav Chaudhary,RLD,19354,2012,72597,26.66
4,Manglaur,33,Kaleem,BJP,2061,2012,72597,2.84
5,Manglaur,33,Sanjeev Tomar,IND,732,2012,72597,1.01
6,Manglaur,33,Naresh Kumar,MKD,545,2012,72597,0.75
7,Manglaur,33,Anuj,SP,447,2012,72597,0.62
8,Manglaur,33,Pradeep Kumar (Dhiman),UKDP,310,2012,72597,0.43
9,Manglaur,33,Anil Kumar,IVD,242,2012,72597,0.33
10,Manglaur,33,Braj Bhushan,IND,118,2012,72597,0.16
11,Manglaur,33,Junaid Akbar,IND,74,2012,72597,0.1
1,Laksar,34,Sanjay Gupta,BJP,25945,2012,65836,39.41
2,Laksar,34,Haji Taslim Ahmed,BSP,15551,2012,65836,23.62
3,Laksar,34,Tahir Hasan,IND,13042,2012,65836,19.81
4,Laksar,34,Ram Singh Saini,INC,8001,2012,65836,12.15
5,Laksar,34,Prem Singh,MD,1301,2012,65836,1.98
6,Laksar,34,Surendra Kumar Namdev,IND,391,2012,65836,0.59
7,Laksar,34,Padam Singh Gujjar,SP,284,2012,65836,0.43
8,Laksar,34,Rajkumar,RLD,264,2012,65836,0.4
9,Laksar,34,Asrar,MUL,206,2012,65836,0.31
10,Laksar,34,Rajkumar Saini,SHS,202,2012,65836,0.31
11,Laksar,34,Abdul Sattar,IND,173,2012,65836,0.26
12,Laksar,34,Rajbeer,IND,161,2012,65836,0.24
13,Laksar,34,Gulam Rasool,AITC,154,2012,65836,0.23
14,Laksar,34,Satendra Kumar Saini,UTPP,87,2012,65836,0.13
15,Laksar,34,Machhala Devi,NAP,74,2012,65836,0.11
1,Hardwar Rural,35,Yatishvaranand,BJP,25159,2012,77656,32.4
2,Hardwar Rural,35,Irshad Ali,INC,21284,2012,77656,27.41
3,Hardwar Rural,35,Sheshraj Singh,BSP,19158,2012,77656,24.67
4,Hardwar Rural,35,Shrikant Verma,UTRM,6452,2012,77656,8.31
5,Hardwar Rural,35,Mahaveer Singh,IND,1721,2012,77656,2.22
6,Hardwar Rural,35,Jitendra Kumar,SP,467,2012,77656,0.6
7,Hardwar Rural,35,Ranveer Singh Rana,UKDP,460,2012,77656,0.59
8,Hardwar Rural,35,Dharampal Sahgal,NCP,411,2012,77656,0.53
9,Hardwar Rural,35,Hitanshu Chopra,RLD,361,2012,77656,0.46
10,Hardwar Rural,35,Ramesh,IND,335,2012,77656,0.43
11,Hardwar Rural,35,Aladdin,MAJP,319,2012,77656,0.41
12,Hardwar Rural,35,Arjun Kumar,LJP,303,2012,77656,0.39
13,Hardwar Rural,35,Kuldeep,IND,277,2012,77656,0.36
14,Hardwar Rural,35,Ravidutt Bakshi,SHS,263,2012,77656,0.34
15,Hardwar Rural,35,Sayyad Ali,IND,247,2012,77656,0.32
16,Hardwar Rural,35,Ha. Rao Mo. Asgar,IND,174,2012,77656,0.22
17,Hardwar Rural,35,Javed Aalam,IND,172,2012,77656,0.22
18,Hardwar Rural,35,Ghalib,MUL,93,2012,77656,0.12
1,Yamakeshwar,36,Vijay Brathwal,BJP,13842,2012,42994,32.2
2,Yamakeshwar,36,Sarojani Devi,INC,10301,2012,42994,23.96
3,Yamakeshwar,36,Renu Bisht,UTRM,8541,2012,42994,19.87
4,Yamakeshwar,36,Dr Shakti Shail,UKDP,3539,2012,42994,8.23
5,Yamakeshwar,36,Manoj Kulashri,IND,2149,2012,42994,5.0
6,Yamakeshwar,36,Shurbir Singh Bisht,SASP,1212,2012,42994,2.82
7,Yamakeshwar,36,Chandra Prakash,IND,859,2012,42994,2.0
8,Yamakeshwar,36,Col. Harpal Singh Bist,IND,853,2012,42994,1.98
9,Yamakeshwar,36,Kuldeep Singh Rawat,BSP,545,2012,42994,1.27
10,Yamakeshwar,36,Shatrughan Prasad,IND,542,2012,42994,1.26
11,Yamakeshwar,36,Ashok Singh,IND,378,2012,42994,0.88
12,Yamakeshwar,36,Anil Kumar,IND,233,2012,42994,0.54
1,Pauri,37,Sunder Lal Mandrawal,INC,19389,2012,45283,42.82
2,Pauri,37,Ghananand,BJP,16483,2012,45283,36.4
3,Pauri,37,Manohar Lal,UTRM,6685,2012,45283,14.76
4,Pauri,37,Bhagwan Singh Tamta,BSP,1102,2012,45283,2.43
5,Pauri,37,Rajesh Singh Raja,IND,816,2012,45283,1.8
6,Pauri,37,Ganesh Lal,IND,486,2012,45283,1.07
7,Pauri,37,Manoj Kumar,IND,322,2012,45283,0.71
1,Sri Nagar,38,Ganesh Godiyal,INC,27993,2012,54603,51.27
2,Sri Nagar,38,Dr Dhan Singh Rawat,BJP,22930,2012,54603,41.99
3,Sri Nagar,38,Shiv Singh,IND,833,2012,54603,1.53
4,Sri Nagar,38,Devendra Singh,IND,695,2012,54603,1.27
5,Sri Nagar,38,Arvind,UKDP,672,2012,54603,1.23
6,Sri Nagar,38,Sarvender Singh Panwar,IND,631,2012,54603,1.16
7,Sri Nagar,38,Bikram Singh,NCP,577,2012,54603,1.06
8,Sri Nagar,38,Rajeswer Prasad,BSP,272,2012,54603,0.5
1,Chaubattakhal,39,Teerath Singh,BJP,14741,2012,43640,33.78
2,Chaubattakhal,39,Rajpal Singh Bisht,INC,12777,2012,43640,29.28
3,Chaubattakhal,39,Yashpal Benam,IND,6253,2012,43640,14.33
4,Chaubattakhal,39,Rajesh Kandari,BSP,4725,2012,43640,10.83
5,Chaubattakhal,39,Dr Harender Singh,IND,2915,2012,43640,6.68
6,Chaubattakhal,39,Brig. (Retd) Surender,UTRM,894,2012,43640,2.05
7,Chaubattakhal,39,Ramesh Chandra Juyal,IND,534,2012,43640,1.22
8,Chaubattakhal,39,Bharat Bhushan,IND,422,2012,43640,0.97
9,Chaubattakhal,39,Jaspal Singh,IND,379,2012,43640,0.87
1,Lansdowne,40,Daleep Singh Rawat,BJP,15324,2012,39599,38.7
2,Lansdowne,40,Lt Gen (Retd) Tejpal Singh,UTRM,9886,2012,39599,24.97
3,Lansdowne,40,Km Jyoti Rautela,INC,8849,2012,39599,22.35
4,Lansdowne,40,Shishupal Singh Rawat,BSP,2733,2012,39599,6.9
5,Lansdowne,40,Anand Prakash,UKDP,675,2012,39599,1.7
6,Lansdowne,40,Madhu Bisht,IND,672,2012,39599,1.7
7,Lansdowne,40,Manoj Kumar Kuksal,IND,632,2012,39599,1.6
8,Lansdowne,40,Deepak Singh Bisht,IND,432,2012,39599,1.09
9,Lansdowne,40,Manish Sundriyal,IND,396,2012,39599,1.0
1,Kotdwar,41,Surendra Singh Negi,INC,31797,2012,62113,51.19
2,Kotdwar,41,Maj Gen (Retd) Bhuwan,BJP,27174,2012,62113,43.75
3,Kotdwar,41,Raje Singh,BSP,1486,2012,62113,2.39
4,Kotdwar,41,Sur Singh Gusain,IND,583,2012,62113,0.94
5,Kotdwar,41,Gita Ram Sundriyal,UTRM,337,2012,62113,0.54
6,Kotdwar,41,Rajendra Singh Arya,IND,310,2012,62113,0.5
7,Kotdwar,41,Mahesh Chandra Negi,UTPP,287,2012,62113,0.46
8,Kotdwar,41,Manish Bhatt,SP,139,2012,62113,0.22
1,Dharchula,42,Harish Dhami,INC,15739,2012,47419,33.19
2,Dharchula,42,Khushal Singh,BJP,10433,2012,47419,22.0
3,Dharchula,42,Kashi Singh Airy,UKDP,6685,2012,47419,14.1
4,Dharchula,42,Rajendara Singh Kutiyal,BSP,4389,2012,47419,9.26
5,Dharchula,42,Gagan Singh Rajwar,IND,2990,2012,47419,6.31
6,Dharchula,42,Virendra Singh Pal,UTRM,2347,2012,47419,4.95
7,Dharchula,42,Jagat Martolia,CPI(ML)(L),1864,2012,47419,3.93
8,Dharchula,42,Shankar Lal,IND,1131,2012,47419,2.39
9,Dharchula,42,Laxmi Datt Pant,IND,627,2012,47419,1.32
10,Dharchula,42,Jewan Singh Danu,IND,479,2012,47419,1.01
11,Dharchula,42,Govind Singh,IND,374,2012,47419,0.79
12,Dharchula,42,Dinesh Singh,UPP,361,2012,47419,0.76
1,Didihat,43,Bishan Singh Chuphal,BJP,21089,2012,45081,46.78
2,Didihat,43,Rewati Joshi,INC,10472,2012,45081,23.23
3,Didihat,43,Jagjiwan Kanyal,BSP,10183,2012,45081,22.59
4,Didihat,43,Diwan Singh,NCP,1273,2012,45081,2.82
5,Didihat,43,Krishnanand,UPP,839,2012,45081,1.86
6,Didihat,43,Jagdish Chand,IND,817,2012,45081,1.81
7,Didihat,43,Moti Ram Sagar,UTRM,408,2012,45081,0.91
1,Pithoragarh,44,Mayukh Singh,INC,33976,2012,56901,59.71
2,Pithoragarh,44,Prakash Pant,BJP,20779,2012,56901,36.52
3,Pithoragarh,44,Ram Datt Joshi,BSP,918,2012,56901,1.61
4,Pithoragarh,44,Guljar Khan,IND,686,2012,56901,1.21
5,Pithoragarh,44,Santosh Rawat,SHS,542,2012,56901,0.95
1,Gangolihat,45,Narayanram Arya,INC,24648,2012,48579,50.74
2,Gangolihat,45,Geeta Thakur Gowal,BJP,16768,2012,48579,34.52
3,Gangolihat,45,Narayan Ram Sanguri,BSP,3120,2012,48579,6.42
4,Gangolihat,45,Dinesh Arya,UKDP,1576,2012,48579,3.24
5,Gangolihat,45,Harish Prashad,IND,1186,2012,48579,2.44
6,Gangolihat,45,Jyoti Rani,LJP,788,2012,48579,1.62
7,Gangolihat,45,Bachi Ram Koli,UTRM,493,2012,48579,1.01
1,Kapkot,46,Lalit Farswan,INC,22335,2012,51346,43.5
2,Kapkot,46,Balwant Singh,BJP,20966,2012,51346,40.83
3,Kapkot,46,Karam Singh Danu,BSP,1934,2012,51346,3.77
4,Kapkot,46,Govind Singh Bhandari,IND,1493,2012,51346,2.91
5,Kapkot,46,Harish Chandra Pathak,UKDP,1318,2012,51346,2.57
6,Kapkot,46,Himmat Singh Aithani,IND,1218,2012,51346,2.37
7,Kapkot,46,Ram Singh,IND,997,2012,51346,1.94
8,Kapkot,46,Sundar Singh Mehara,UTRM,449,2012,51346,0.87
9,Kapkot,46,Anand Singh Kapkoti,IND,396,2012,51346,0.77
10,Kapkot,46,Har Govind Joshi,HND,240,2012,51346,0.47
1,Bageshwar,47,Chandan Ram Dass,BJP,23396,2012,60131,38.91
2,Bageshwar,47,Ram Prasad Tamta,INC,21485,2012,60131,35.73
3,Bageshwar,47,Bahadur Ram Dhauni,BSP,9877,2012,60131,16.43
4,Bageshwar,47,Kamaljeet Narayan Das,UKDP,1883,2012,60131,3.13
5,Bageshwar,47,Jagdish Prasad Tamta,SASP,1212,2012,60131,2.02
6,Bageshwar,47,Deep Chandra Arya,IND,996,2012,60131,1.66
7,Bageshwar,47,Deep Chandra,IND,738,2012,60131,1.23
8,Bageshwar,47,Hari Ram Shastry,SP,544,2012,60131,0.9
1,Dwarahat,48,Madan Singh Bisht,INC,14798,2012,43576,33.96
2,Dwarahat,48,Pushpesh Tripathi,UKDP,11472,2012,43576,26.33
3,Dwarahat,48,Narendra Singh,BJP,11096,2012,43576,25.46
4,Dwarahat,48,Pramod Kumar,BSP,2004,2012,43576,4.6
5,Dwarahat,48,Rajendra Singh,IND,1152,2012,43576,2.64
6,Dwarahat,48,P.C.Tewari,UPP,1066,2012,43576,2.45
7,Dwarahat,48,Birendra Singh Bajetha,IND,675,2012,43576,1.55
8,Dwarahat,48,Devi Dutt Joshi,IND,458,2012,43576,1.05
9,Dwarahat,48,Pawan Chandra Pandey,IND,430,2012,43576,0.99
10,Dwarahat,48,Vipin Chandra,UTRM,425,2012,43576,0.98
1,Salt,49,Surendra Singh Jeena,BJP,23956,2012,46901,51.08
2,Salt,49,Ranjeet Rawat,INC,18512,2012,46901,39.47
3,Salt,49,Bhuwan Joshi,IND,822,2012,46901,1.75
4,Salt,49,Dinesh Chandra Singh,UTRM,784,2012,46901,1.67
5,Salt,49,Purushottam Sharma,CPI(ML)(L),741,2012,46901,1.58
6,Salt,49,Narayan Singh,UPP,681,2012,46901,1.45
7,Salt,49,Anoop Ram Kohali,BSP,635,2012,46901,1.35
8,Salt,49,Pan Singh,UKDP,485,2012,46901,1.03
9,Salt,49,Bhupendar,RLD,285,2012,46901,0.61
1,Ranikhet,50,Ajay Bhatt,BJP,14089,2012,39271,35.88
2,Ranikhet,50,Karan Mahara,INC,14011,2012,39271,35.68
3,Ranikhet,50,Puran Singh,BSP,9346,2012,39271,23.8
4,Ranikhet,50,Mahendra Singh Bisht,IND,765,2012,39271,1.95
5,Ranikhet,50,Kishan Lal,IND,476,2012,39271,1.21
6,Ranikhet,50,Puran Chandra Joshi,SP,315,2012,39271,0.8
7,Ranikhet,50,Pratibha Negi,UKDP,269,2012,39271,0.68
1,Someshwar,51,Ajay Tamta,BJP,17288,2012,43609,39.64
2,Someshwar,51,Rekha Arya,IND,14597,2012,43609,33.47
3,Someshwar,51,Rajendra Barakoti,INC,9716,2012,43609,22.28
4,Someshwar,51,Smt. Shudha Nand,BSP,1120,2012,43609,2.57
5,Someshwar,51,Captain) Amar Ram,SASP,888,2012,43609,2.04
1,Almora,52,Manoj Tiwari,INC,16211,2012,47577,34.07
2,Almora,52,Raghunath Singh,BJP,15030,2012,47577,31.59
3,Almora,52,Shekhar Lakhchaura,BSP,6781,2012,47577,14.25
4,Almora,52,Kailash Sharma,IND,6582,2012,47577,13.83
5,Almora,52,Bala Devi,IND,977,2012,47577,2.05
6,Almora,52,Nandan Ram Tamta,IND,543,2012,47577,1.14
7,Almora,52,Jaswant Singh Adhikari,IND,507,2012,47577,1.07
8,Almora,52,Shobha Joshi,UTRM,421,2012,47577,0.88
9,Almora,52,Arjun Bhakuni,SP,274,2012,47577,0.58
10,Almora,52,Ad. Govind Lal Verma,UPP,251,2012,47577,0.53
1,Jageshwar,53,Govind Singh Kunjwal,INC,18175,2012,46593,39.01
2,Jageshwar,53,Bachi Singh,BJP,14310,2012,46593,30.71
3,Jageshwar,53,Subhash Pandey,UKDP,9270,2012,46593,19.9
4,Jageshwar,53,Tara Datt,BSP,2830,2012,46593,6.07
5,Jageshwar,53,Surendra Sahay Gupta,IND,1288,2012,46593,2.76
6,Jageshwar,53,Kiran Arya,UPP,720,2012,46593,1.55
1,Lohaghat,54,Sri Puran Singh,BJP,30429,2012,51510,59.07
2,Lohaghat,54,Sri Mahendra Singh,INC,18894,2012,51510,36.68
3,Lohaghat,54,Sri Govind Pandey,BSP,2187,2012,51510,4.25
1,Champawat,55,Sri Hemesh Kharkwal,INC,20330,2012,50184,40.51
2,Champawat,55,Sri Madan Singh,BSP,13377,2012,50184,26.66
3,Champawat,55,Smt Haripriya Joshi Alias,BJP,8610,2012,50184,17.16
4,Champawat,55,Sri Pan Dev,IND,2661,2012,50184,5.3
5,Champawat,55,Sri Harshvardhan Singh,UKDP,2042,2012,50184,4.07
6,Champawat,55,Smt Lila Wati Gahtori,IND,867,2012,50184,1.73
7,Champawat,55,Sri Rakesh Agarwal,IND,824,2012,50184,1.64
8,Champawat,55,Sri Manoj Kumar Bhatt,SP,430,2012,50184,0.86
9,Champawat,55,Sri Tahir Husen,IND,382,2012,50184,0.76
10,Champawat,55,Sri Kailash Chandra Ray,IND,245,2012,50184,0.49
11,Champawat,55,Sri Anand Prakash Gupta,IND,209,2012,50184,0.42
12,Champawat,55,Sri Shyam Sundar Singh,AITC,207,2012,50184,0.41
1,Lalkuan,56,Harish Chandra,IND,25189,2012,67403,37.37
2,Lalkuan,56,Nawin Chandra Dumka,BJP,16341,2012,67403,24.24
3,Lalkuan,56,Harendra Singh,INC,13863,2012,67403,20.57
4,Lalkuan,56,Devki Nandan Suyal,BSP,3719,2012,67403,5.52
5,Lalkuan,56,Basant Joshi,UKDP,1849,2012,67403,2.74
6,Lalkuan,56,Bhuwan Chandra,IND,1803,2012,67403,2.67
7,Lalkuan,56,Kamal Joshi,IND,1218,2012,67403,1.81
8,Lalkuan,56,Man Singh Pal,CPI(ML)(L),945,2012,67403,1.4
9,Lalkuan,56,Prakash Joshi,IND,654,2012,67403,0.97
10,Lalkuan,56,Sanjay Singh,SP,627,2012,67403,0.93
11,Lalkuan,56,Verenderpuri,IND,569,2012,67403,0.84
12,Lalkuan,56,Mahesh Chandra,BCP,251,2012,67403,0.37
13,Lalkuan,56,Sunder Singh Khanka,UTRM,195,2012,67403,0.29
14,Lalkuan,56,Mukesh Chandola,UPP,180,2012,67403,0.27
1,Bhimtal,57,Dan Singh Bhandari,BJP,21494,2012,56787,37.85
2,Bhimtal,57,Mohan Pal,BSP,15051,2012,56787,26.5
3,Bhimtal,57,Ram Singh Kera,INC,14452,2012,56787,25.45
4,Bhimtal,57,Dr. Suresh Singh Negi,IND,1733,2012,56787,3.05
5,Bhimtal,57,Kailash Singh,IND,920,2012,56787,1.62
6,Bhimtal,57,Puran Singh Mehra,UKDP,829,2012,56787,1.46
7,Bhimtal,57,Naveen Chandra,UPP,605,2012,56787,1.07
8,Bhimtal,57,Ganesh Chandra,IND,485,2012,56787,0.85
9,Bhimtal,57,Nirmala Joshi,IND,472,2012,56787,0.83
10,Bhimtal,57,Rajendra Kumar Pant,IND,369,2012,56787,0.65
11,Bhimtal,57,Virendra Danai,SP,232,2012,56787,0.41
12,Bhimtal,57,Sudershan Shah,UTRM,145,2012,56787,0.26
1,Naini Tal,58,Sarita Arya,INC,25563,2012,51422,49.71
2,Naini Tal,58,Hem Chandra Arya,BJP,19255,2012,51422,37.45
3,Naini Tal,58,Snjay Kumar Alias Sanju,BSP,4460,2012,51422,8.67
4,Naini Tal,58,Padma Arya,IND,878,2012,51422,1.71
5,Naini Tal,58,Vinod Kumar,UKDP,763,2012,51422,1.48
6,Naini Tal,58,Devanand Alias Deva,SP,503,2012,51422,0.98
1,Haldwani,59,Indira Hridyesh,INC,42627,2012,80596,52.89
2,Haldwani,59,Renu Adhikari,BJP,19044,2012,80596,23.63
3,Haldwani,59,Abdul Matin Siddiqi,SP,13453,2012,80596,16.69
4,Haldwani,59,Raisul Hasan,BSP,3043,2012,80596,3.78
5,Haldwani,59,Mohmmad Asad Raza,IND,617,2012,80596,0.77
6,Haldwani,59,Rupendra Nagar,SHS,376,2012,80596,0.47
7,Haldwani,59,Bhuwan Chandra Joshi,UKDP,365,2012,80596,0.45
8,Haldwani,59,Dr. Narayan Singh,UTRM,286,2012,80596,0.35
9,Haldwani,59,Anil Kumar,IND,178,2012,80596,0.22
10,Haldwani,59,Samir Ulla Khan,AITC,165,2012,80596,0.2
11,Haldwani,59,Kevlanand,BCP,130,2012,80596,0.16
12,Haldwani,59,Nisar Ahmad,IND,125,2012,80596,0.16
13,Haldwani,59,Krishna Avatar Singh,IND,122,2012,80596,0.15
14,Haldwani,59,Bhuwan Chandra Joshi,LJP,65,2012,80596,0.08
1,Kaladhungi,60,Banshidhar Bhagat,BJP,22744,2012,78729,28.89
2,Kaladhungi,60,Prakash Joshi,INC,20374,2012,78729,25.88
3,Kaladhungi,60,Mahesh Sharma,IND,11809,2012,78729,15.0
4,Kaladhungi,60,Diwan Singh,BSP,9636,2012,78729,12.24
5,Kaladhungi,60,"Bhoopendra Singh ""Bhai",IND,8925,2012,78729,11.34
6,Kaladhungi,60,Narayan Singh Jantawal,UKDP,2843,2012,78729,3.61
7,Kaladhungi,60,Veer Singh,IND,746,2012,78729,0.95
8,Kaladhungi,60,Surendra Singh Nigaltiya,UTRM,625,2012,78729,0.79
9,Kaladhungi,60,Janardan Pant,IND,395,2012,78729,0.5
10,Kaladhungi,60,Umesh Sharma,SP,371,2012,78729,0.47
11,Kaladhungi,60,Fidhaurrehman,AITC,261,2012,78729,0.33
1,Ramnagar,61,Amrita Rawat,INC,23851,2012,64468,37.0
2,Ramnagar,61,Diwan Singh,BJP,20122,2012,64468,31.21
3,Ramnagar,61,Kishori Lal,BSP,11406,2012,64468,17.69
4,Ramnagar,61,Hem Chandra,IND,4438,2012,64468,6.88
5,Ramnagar,61,Abdul Gaffar,SP,1493,2012,64468,2.32
6,Ramnagar,61,Prabhat Dhyani,UPP,592,2012,64468,0.92
7,Ramnagar,61,Md. Sami,IND,555,2012,64468,0.86
8,Ramnagar,61,Prem Chandra Joshi,UKDP,484,2012,64468,0.75
9,Ramnagar,61,Havivurahaman,IND,462,2012,64468,0.72
10,Ramnagar,61,Kamlesh,IND,359,2012,64468,0.56
11,Ramnagar,61,Manohar Lal,IND,244,2012,64468,0.38
12,Ramnagar,61,Liladhar,UTRM,180,2012,64468,0.28
13,Ramnagar,61,Mehboob Ali,RLD,159,2012,64468,0.25
14,Ramnagar,61,Ajay Arya,IND,123,2012,64468,0.19
1,Jaspur,62,Dr. Shailendra Mohan,INC,25533,2012,76582,33.34
2,Jaspur,62,Mohammad Umar,BSP,22753,2012,76582,29.71
3,Jaspur,62,Adesh Singh Chauhan,BJP,21604,2012,76582,28.21
4,Jaspur,62,Sultan Bharti,SP,4021,2012,76582,5.25
5,Jaspur,62,Shahnawaz,IND,615,2012,76582,0.8
6,Jaspur,62,Chandrapal Singh,IND,576,2012,76582,0.75
7,Jaspur,62,Navneet Kumar,RLD,348,2012,76582,0.45
8,Jaspur,62,Anand Singh,UKDP,290,2012,76582,0.38
9,Jaspur,62,Mohd. Akram,IND,269,2012,76582,0.35
10,Jaspur,62,Mohd. Anees,IND,204,2012,76582,0.27
11,Jaspur,62,Faryad Ahmed,IND,192,2012,76582,0.25
12,Jaspur,62,Mohd. Iqbal,IND,177,2012,76582,0.23
1,Kashipur,63,Harbhajan Singh Cheema,BJP,31734,2012,81952,38.72
2,Kashipur,63,Manoj Joshi,INC,29352,2012,81952,35.82
3,Kashipur,63,Haseen Khan,BSP,13211,2012,81952,16.12
4,Kashipur,63,Mohd. Yamin Siddiqui,UTRM,3667,2012,81952,4.47
5,Kashipur,63,Abdul Aziz Qureshi,SP,1216,2012,81952,1.48
6,Kashipur,63,Ram Vilas,IND,1074,2012,81952,1.31
7,Kashipur,63,Mohd. Anas Ansari,RLD,439,2012,81952,0.54
8,Kashipur,63,Krishna Gopal,IND,389,2012,81952,0.47
9,Kashipur,63,Mohd. Naeem,AITC,236,2012,81952,0.29
10,Kashipur,63,Aale Nabi,IND,180,2012,81952,0.22
11,Kashipur,63,Vikas Agrawal,SHS,151,2012,81952,0.18
12,Kashipur,63,Mathuri Lal Gautam,IJP,127,2012,81952,0.15
13,Kashipur,63,Amarjeet Singh,IND,99,2012,81952,0.12
14,Kashipur,63,Shahzad Hussaon,MUL,77,2012,81952,0.09
1,Bajpur,64,Yashpal Arya,INC,38524,2012,83861,45.94
2,Bajpur,64,Rajesh Kumar,BJP,23393,2012,83861,27.89
3,Bajpur,64,Maheelal Gautam,BSP,13002,2012,83861,15.5
4,Bajpur,64,Rajkumar,IND,7436,2012,83861,8.87
5,Bajpur,64,Gavindra Singh,SP,567,2012,83861,0.68
6,Bajpur,64,Anita,LJP,490,2012,83861,0.58
7,Bajpur,64,Jagdish Singh,IND,449,2012,83861,0.54
1,Gadarpur,65,Arvind Pande,BJP,27976,2012,84768,33.0
2,Gadarpur,65,Jarnail Singh,IND,22843,2012,84768,26.95
3,Gadarpur,65,Tarak Bachhar,BSP,14396,2012,84768,16.98
4,Gadarpur,65,Manishi Chandra Tiwari,INC,10042,2012,84768,11.85
5,Gadarpur,65,Shaherum,SP,7519,2012,84768,8.87
6,Gadarpur,65,Vijay Singh,IND,1213,2012,84768,1.43
7,Gadarpur,65,Dulal Mandal,AITC,534,2012,84768,0.63
8,Gadarpur,65,Ramkaran,SBSP,245,2012,84768,0.29
1,Rudrapur,66,Raj Kumar Thukral,BJP,37291,2012,93747,39.78
2,Rudrapur,66,Tilak Raj Behar,INC,33337,2012,93747,35.56
3,Rudrapur,66,Premananad Mahajan,BSP,18681,2012,93747,19.93
4,Rudrapur,66,Tajindra Singh,SP,1785,2012,93747,1.9
5,Rudrapur,66,Sanjay Sahni,IND,843,2012,93747,0.9
6,Rudrapur,66,Kailash Chandra,IND,442,2012,93747,0.47
7,Rudrapur,66,Bhupal Singh Dangwal,UKDP,316,2012,93747,0.34
8,Rudrapur,66,Vijay Singh,IND,300,2012,93747,0.32
9,Rudrapur,66,Rajesh Kumar,IND,287,2012,93747,0.31
10,Rudrapur,66,Shakeel Ahmmad,PECP,157,2012,93747,0.17
11,Rudrapur,66,K.K. Bora,CPI(ML)(L),131,2012,93747,0.14
12,Rudrapur,66,Somnath,BCP,101,2012,93747,0.11
13,Rudrapur,66,Rani Devi,LJP,76,2012,93747,0.08
1,Kichha,67,Rajesh Shukla,BJP,33388,2012,72865,45.82
2,Kichha,67,Sarwar Yar Khan,INC,25162,2012,72865,34.53
3,Kichha,67,Rajesh Pratap Singh,BSP,8072,2012,72865,11.08
4,Kichha,67,Suresh Agarwal,UTRM,3287,2012,72865,4.51
5,Kichha,67,Iqbal Qureshi,SP,743,2012,72865,1.02
6,Kichha,67,Mahendra Singh Rawat,UKDP,559,2012,72865,0.77
7,Kichha,67,Mohmmad Yasin,IND,520,2012,72865,0.71
8,Kichha,67,Harish Chander Joshi,BCP,480,2012,72865,0.66
9,Kichha,67,Artaim Kathaayat,IND,462,2012,72865,0.63
10,Kichha,67,Keshar Lal,LJP,192,2012,72865,0.26
1,Sitarganj,68,Kiran Chand Mandal,BJP,29280,2012,73768,39.69
2,Sitarganj,68,Narayan Pal,BSP,16668,2012,73768,22.6
3,Sitarganj,68,Suresh Kumar,INC,15508,2012,73768,21.02
4,Sitarganj,68,Anwar Ahmad,IND,7085,2012,73768,9.6
5,Sitarganj,68,Vinay Krishna Mondal,SP,1456,2012,73768,1.97
6,Sitarganj,68,Ishwari Prasad,IND,1338,2012,73768,1.81
7,Sitarganj,68,Harcharan Singh,IJP,841,2012,73768,1.14
8,Sitarganj,68,Sartaj Ali,PECP,667,2012,73768,0.9
9,Sitarganj,68,Shaheen Khan,UKDP,393,2012,73768,0.53
10,Sitarganj,68,Bachan Singh,LJP,294,2012,73768,0.4
11,Sitarganj,68,Ram Chandra,SHS,238,2012,73768,0.32
1,Nanak Matta,69,Prem Singh,BJP,26652,2012,67363,39.56
2,Nanak Matta,69,Gopal Singh Rana,INC,21021,2012,67363,31.21
3,Nanak Matta,69,Bhim Singh,BSP,9521,2012,67363,14.13
4,Nanak Matta,69,Ansuiya Rana,SP,4213,2012,67363,6.25
5,Nanak Matta,69,Jasveer Singh,UKDP,1529,2012,67363,2.27
6,Nanak Matta,69,Ramesh Chandra Rana,NCP,1432,2012,67363,2.13
7,Nanak Matta,69,Mahendra Singh,IND,1303,2012,67363,1.93
8,Nanak Matta,69,Hari Singh,CPM,1014,2012,67363,1.51
9,Nanak Matta,69,Beer Singh,IND,678,2012,67363,1.01
1,Khatima,70,Pushkar Singh Dhami,BJP,20586,2012,68830,29.91
2,Khatima,70,Davendra Chand,INC,15192,2012,68830,22.07
3,Khatima,70,Ramesh Singh Rana,IND,13845,2012,68830,20.11
4,Khatima,70,Dr.G.C.Pandey,BSP,9475,2012,68830,13.77
5,Khatima,70,Kunwar Jaivardhan Singh,SP,4056,2012,68830,5.89
6,Khatima,70,Ramesh Chandar Joshi,IND,1804,2012,68830,2.62
7,Khatima,70,Chaudhary Sudeshpal,MKD,640,2012,68830,0.93
