ST_CD,AC_NO,NAME,VOTES,ST_NAME,AC_NAME,#,YEAR,polled_votes,vote_percent,PARTY
S28,10,RAGHUNANDAN PRASAD PANDEY,85,Uttarakhand,Devprayag,15,2017,43541,0.2,SHI
S28,10,None of the Above,294,Uttarakhand,Devprayag,11,2017,43541,0.68,NOTA
S28,11,SUBODH UNIYAL,24104,Uttarakhand,Narendranagar,1,2017,52545,45.87,BJP
S28,11,OM GOPAL RAWAT,19132,Uttarakhand,Narendranagar,2,2017,52545,36.41,IND
S28,11,HIMANSHU BIJALWAN,4328,Uttarakhand,Narendranagar,3,2017,52545,8.24,INC
S28,11,SARDAR SINGH,3314,Uttarakhand,Narendranagar,4,2017,52545,6.31,UKD
S28,11,JAGDISH KULIYAL,427,Uttarakhand,Narendranagar,6,2017,52545,0.81,CPI
S28,11,HAKIM SINGH,417,Uttarakhand,Narendranagar,7,2017,52545,0.79,BSP
S28,11,USHA NEGI,260,Uttarakhand,Narendranagar,8,2017,52545,0.49,SSP
S28,11,None of the Above,563,Uttarakhand,Narendranagar,5,2017,52545,1.07,NOTA
S28,12,VIJAY SINGH PANWAR(GUDDU BHAI),15058,Uttarakhand,Pratapnagar,1,2017,41330,36.43,BJP
S28,12,VIKRAM SINGH NEGI,13119,Uttarakhand,Pratapnagar,2,2017,41330,31.74,INC
S28,12,RAJESHWAR PRASAD PAINULY,5594,Uttarakhand,Pratapnagar,3,2017,41330,13.53,IBP
S28,12,MURARI LAL KHANDWAL,3774,Uttarakhand,Pratapnagar,4,2017,41330,9.13,IND
S28,12,PANKAJ VYAS,1078,Uttarakhand,Pratapnagar,5,2017,41330,2.61,UKD
S28,12,VIJAYPAL SINGH RAWAT,1025,Uttarakhand,Pratapnagar,6,2017,41330,2.48,IND
S28,12,MOHAN SINGH NEGI,503,Uttarakhand,Pratapnagar,8,2017,41330,1.22,IND
S28,12,KEDAR LAL,316,Uttarakhand,Pratapnagar,9,2017,41330,0.76,IND
S28,12,KANAK PAL SINGH,307,Uttarakhand,Pratapnagar,10,2017,41330,0.74,BSP
S28,12,None of the Above,556,Uttarakhand,Pratapnagar,7,2017,41330,1.35,NOTA
S28,13,DHAN SINGH NEGI,20896,Uttarakhand,Tehri,1,2017,44357,47.11,BJP
S28,13,DINESH DHANAI,14056,Uttarakhand,Tehri,2,2017,44357,31.69,IND
S28,13,NARENDRA CHAND RAMOLA,4466,Uttarakhand,Tehri,3,2017,44357,10.07,INC
S28,13,SUSHIL CHANDRA BAHUGUNA,1067,Uttarakhand,Tehri,4,2017,44357,2.41,HJP
S28,13,SANJAY KUMAR MAITHANI,984,Uttarakhand,Tehri,5,2017,44357,2.22,IND
S28,13,TRILOK SINGH NEGI,722,Uttarakhand,Tehri,6,2017,44357,1.63,IND
S28,13,GOPAL DUTT CHAMOLI,585,Uttarakhand,Tehri,7,2017,44357,1.32,IND
S28,13,BUDHI SINGH PUNDIR,507,Uttarakhand,Tehri,8,2017,44357,1.14,UKD
S28,13,BHAGWAN SINGH RANA,285,Uttarakhand,Tehri,10,2017,44357,0.64,CPM
S28,13,GANESH KUDIYAL,180,Uttarakhand,Tehri,11,2017,44357,0.41,IND
S28,13,SOMI LAL,133,Uttarakhand,Tehri,12,2017,44357,0.3,BSP
S28,13,None of the Above,476,Uttarakhand,Tehri,9,2017,44357,1.07,NOTA
S28,14,PRITAM SINGH PANWAR,17811,Uttarakhand,Dhanolti,1,2017,49509,35.98,IND
S28,14,NARAYAN SINGH RANA,16196,Uttarakhand,Dhanolti,2,2017,49509,32.71,BJP
S28,14,MANMOHAN SINGH MALL (MANNU BHAI),12193,Uttarakhand,Dhanolti,3,2017,49509,24.63,INC
S28,14,RAKESH SEMWAL,789,Uttarakhand,Dhanolti,4,2017,49509,1.59,UKD
S28,14,DINESH,551,Uttarakhand,Dhanolti,6,2017,49509,1.11,BSP
S28,14,UTTAM SINGH,534,Uttarakhand,Dhanolti,7,2017,49509,1.08,IND
S28,14,CHAMAN NAUTIYAL,463,Uttarakhand,Dhanolti,8,2017,49509,0.94,IND
S28,14,PREM DUTT,332,Uttarakhand,Dhanolti,9,2017,49509,0.67,IBP
S28,14,None of the Above,640,Uttarakhand,Dhanolti,5,2017,49509,1.29,NOTA
S28,15,PRITAM SINGH,34968,Uttarakhand,Chakrata,1,2017,71882,48.65,INC
S28,15,MADHU CHAUHAN,33425,Uttarakhand,Chakrata,2,2017,71882,46.5,BJP
S28,15,DAULAT KUNWAR,2375,Uttarakhand,Chakrata,3,2017,71882,3.3,BSP
S28,15,SWARAJ SINGH,723,Uttarakhand,Chakrata,4,2017,71882,1.01,IND
S28,15,None of the Above,391,Uttarakhand,Chakrata,5,2017,71882,0.54,NOTA
S28,16,MUNNA SINGH CHAUHAN,38895,Uttarakhand,Vikasnagar,1,2017,77083,50.46,BJP
S28,16,NAVPRABHAT,32477,Uttarakhand,Vikasnagar,2,2017,77083,42.13,INC
S28,16,VIPUL JAIN,2412,Uttarakhand,Vikasnagar,3,2017,77083,3.13,IND
S28,16,GIREESH KUMAR,594,Uttarakhand,Vikasnagar,4,2017,77083,0.77,BSP
S28,16,SANDEEP DUBEY,499,Uttarakhand,Vikasnagar,5,2017,77083,0.65,IND
S28,16,DIGAMBAR SINGH,392,Uttarakhand,Vikasnagar,7,2017,77083,0.51,UKD
S28,16,RAJEEV KUMAR,369,Uttarakhand,Vikasnagar,8,2017,77083,0.48,IND
S28,16,GURUMEL SINGH,332,Uttarakhand,Vikasnagar,9,2017,77083,0.43,IND
S28,16,KAUSHAL KISHOR GAUTAM,258,Uttarakhand,Vikasnagar,10,2017,77083,0.33,SP
S28,16,BHASKAR CHUG,197,Uttarakhand,Vikasnagar,11,2017,77083,0.26,AIFB
S28,16,ASHOK SINGH,103,Uttarakhand,Vikasnagar,12,2017,77083,0.13,IND
S28,16,DINESH KUMAR SHARMA,89,Uttarakhand,Vikasnagar,13,2017,77083,0.12,IND
S28,16,None of the Above,466,Uttarakhand,Vikasnagar,6,2017,77083,0.6,NOTA
S28,17,SAHDEV SINGH PUNDIR,44055,Uttarakhand,Sahaspur,1,2017,108777,40.5,BJP
S28,17,KISHORE UPADHAYA,25192,Uttarakhand,Sahaspur,2,2017,108777,23.16,INC
S28,17,ARYENDRA SHARMA,21888,Uttarakhand,Sahaspur,3,2017,108777,20.12,IND
S28,17,LAXMI AGARWAL,8628,Uttarakhand,Sahaspur,4,2017,108777,7.93,IND
S28,17,GAURAV PUNDIR,2963,Uttarakhand,Sahaspur,5,2017,108777,2.72,IND
S28,17,PRAKASH JOSHI,1410,Uttarakhand,Sahaspur,6,2017,108777,1.3,IND
S28,17,SHIV PRASAD DEVLI,1110,Uttarakhand,Sahaspur,7,2017,108777,1.02,CPM
S28,17,ILTAF,831,Uttarakhand,Sahaspur,8,2017,108777,0.76,BSP
S28,17,ADESH KUMAR,520,Uttarakhand,Sahaspur,10,2017,108777,0.48,SVP
S28,17,MANJU SINGH,401,Uttarakhand,Sahaspur,11,2017,108777,0.37,RLD
S28,17,RAM VACHAN RAM,332,Uttarakhand,Sahaspur,12,2017,108777,0.31,IND
S28,17,OMPRAKASH SHARMA,315,Uttarakhand,Sahaspur,13,2017,108777,0.29,IND
S28,17,SHASHTRI PAWAN MALETHA,294,Uttarakhand,Sahaspur,14,2017,108777,0.27,UKDD
S28,17,CHAITANYA ANIL,165,Uttarakhand,Sahaspur,15,2017,108777,0.15,SHI
S28,17,None of the Above,673,Uttarakhand,Sahaspur,9,2017,108777,0.62,NOTA
S28,18,VINOD CHAMOLI,53828,Uttarakhand,Dharampur,1,2017,106003,50.78,BJP
S28,18,DINESH AGARWAL,42875,Uttarakhand,Dharampur,2,2017,106003,40.45,INC
S28,18,NOOR HASSAN,4117,Uttarakhand,Dharampur,3,2017,106003,3.88,IND
S28,18,SALEEM AHMED,951,Uttarakhand,Dharampur,4,2017,106003,0.9,BSP
S28,18,JOGENDRA RAWAT,577,Uttarakhand,Dharampur,5,2017,106003,0.54,IND
S28,18,RAJANI RAWAT,541,Uttarakhand,Dharampur,6,2017,106003,0.51,IND
S28,18,RAMSUKH,475,Uttarakhand,Dharampur,7,2017,106003,0.45,IND
S28,18,BAHADUR SINGH RAWAT,439,Uttarakhand,Dharampur,8,2017,106003,0.41,UKD
S28,18,MOHAMMAD ISMAIL,356,Uttarakhand,Dharampur,10,2017,106003,0.34,IND
S28,18,RUPENDRA KUMAR TOMAR,236,Uttarakhand,Dharampur,11,2017,106003,0.22,IND
S28,18,NIRAJ SINGHAL,188,Uttarakhand,Dharampur,12,2017,106003,0.18,IND
S28,18,GULISTA KHANAM,180,Uttarakhand,Dharampur,13,2017,106003,0.17,IND
S28,18,PRITAM SINGH KULVANSHI,163,Uttarakhand,Dharampur,14,2017,106003,0.15,IND
S28,18,ANIL KUMAR GUPTA,137,Uttarakhand,Dharampur,15,2017,106003,0.13,IND
S28,18,BRIJ BHUSHAN KARANWAL,131,Uttarakhand,Dharampur,16,2017,106003,0.12,IND
S28,18,MEHERBAN,113,Uttarakhand,Dharampur,17,2017,106003,0.11,IND
S28,18,SANJAY SRIVASTAVA,111,Uttarakhand,Dharampur,18,2017,106003,0.1,IND
S28,18,HRIDAY BHUSHAN DIMRI,109,Uttarakhand,Dharampur,19,2017,106003,0.1,SVP
S28,18,MAN MOHAN LAKHERA,99,Uttarakhand,Dharampur,20,2017,106003,0.09,HJP
S28,18,None of the Above,377,Uttarakhand,Dharampur,9,2017,106003,0.36,NOTA
S28,19,UMESH SHARMA KAU,59764,Uttarakhand,Raipur,1,2017,98398,60.74,BJP
S28,19,PRABHU LAL,22993,Uttarakhand,Raipur,2,2017,98398,23.37,INC
S28,19,RAJNI RAWAT,7569,Uttarakhand,Raipur,3,2017,98398,7.69,IND
S28,19,MAHENDER SINGH NEGI,2714,Uttarakhand,Raipur,4,2017,98398,2.76,IND
S28,19,HARI SINGH KHORWAL,1680,Uttarakhand,Raipur,5,2017,98398,1.71,BSP
S28,19,TEJENDRA SINGH RAWAT,1079,Uttarakhand,Raipur,6,2017,98398,1.1,IND
S28,19,RAKESH BARTHWAL,392,Uttarakhand,Raipur,8,2017,98398,0.4,IND
S28,19,NIRMALA BISHT,331,Uttarakhand,Raipur,9,2017,98398,0.34,IND
S28,19,ANIL DOBHAL,293,Uttarakhand,Raipur,10,2017,98398,0.3,UKD
S28,19,YAGYA BHUSAN SHARMA,197,Uttarakhand,Raipur,11,2017,98398,0.2,IND
S28,19,NAGENDER SINGH,155,Uttarakhand,Raipur,12,2017,98398,0.16,IND
S28,19,RUKHSHAR MANSOORI,126,Uttarakhand,Raipur,13,2017,98398,0.13,IND
S28,19,RAJENDRA PRASAD GAIROLLA,123,Uttarakhand,Raipur,14,2017,98398,0.13,RUP
S28,19,USHA NAGAR,93,Uttarakhand,Raipur,15,2017,98398,0.09,RAP
S28,19,MOHD. EHSAAN,81,Uttarakhand,Raipur,16,2017,98398,0.08,IND
S28,19,RAJKUMAR TYAGI,77,Uttarakhand,Raipur,17,2017,98398,0.08,UPP
S28,19,MAA PRABHA KIRAN,74,Uttarakhand,Raipur,18,2017,98398,0.08,SVP
S28,19,DHAN SINGH,67,Uttarakhand,Raipur,19,2017,98398,0.07,BSP
S28,19,VIJAYNATH,42,Uttarakhand,Raipur,20,2017,98398,0.04,IND
S28,19,None of the Above,548,Uttarakhand,Raipur,7,2017,98398,0.56,NOTA
S28,20,KHAJAN DASS,36601,Uttarakhand,Rajpur Road,1,2017,69459,52.69,BJP
S28,20,RAJ KUMAR,27969,Uttarakhand,Rajpur Road,2,2017,69459,40.27,INC
S28,20,JAG RAM SINGH,1959,Uttarakhand,Rajpur Road,3,2017,69459,2.82,BSP
S28,20,AJAY SONKAR,1484,Uttarakhand,Rajpur Road,4,2017,69459,2.14,IND
S28,20,MANOJ KUMAR,297,Uttarakhand,Rajpur Road,6,2017,69459,0.43,UKD
S28,20,T C BHARTI,228,Uttarakhand,Rajpur Road,7,2017,69459,0.33,IND
S28,20,HARI CHAND,125,Uttarakhand,Rajpur Road,8,2017,69459,0.18,BSP
S28,20,SANDEEP KUMAR PAL,99,Uttarakhand,Rajpur Road,9,2017,69459,0.14,UPP
S28,20,None of the Above,697,Uttarakhand,Rajpur Road,5,2017,69459,1.0,NOTA
S28,21,SHRI HARBANS KAPOOR,41142,Uttarakhand,Dehradun Cantt.,1,2017,72838,56.48,BJP
S28,21,SHRI SURYAKANT DHASMANA,24472,Uttarakhand,Dehradun Cantt.,2,2017,72838,33.6,INC
S28,21,SHRI ANOOP NAUTIYAL,3285,Uttarakhand,Dehradun Cantt.,3,2017,72838,4.51,IND
S28,21,SHRI NAVEEN BISHT,1303,Uttarakhand,Dehradun Cantt.,4,2017,72838,1.79,IND
S28,21,SHRI DEVENDRA KUMAR,802,Uttarakhand,Dehradun Cantt.,5,2017,72838,1.1,BSP
S28,21,KUNWAR JAPENDRA SINGH UTTARAKHANDI,325,Uttarakhand,Dehradun Cantt.,7,2017,72838,0.45,RLD
S28,21,SHRI LAXMAN SINGH NEGI ( ANIL NEGI),283,Uttarakhand,Dehradun Cantt.,8,2017,72838,0.39,NCP
S28,21,SHRI KAPIL BHATIA,159,Uttarakhand,Dehradun Cantt.,9,2017,72838,0.22,IND
S28,21,SHRI SANJAY GOYAL,149,Uttarakhand,Dehradun Cantt.,10,2017,72838,0.2,IND
S28,21,DR. R.K. PATHAK,110,Uttarakhand,Dehradun Cantt.,11,2017,72838,0.15,SP
S28,21,SHRI SRIBILASH,103,Uttarakhand,Dehradun Cantt.,12,2017,72838,0.14,UKD
S28,21,SHRI ARUN KHANNA,64,Uttarakhand,Dehradun Cantt.,13,2017,72838,0.09,IND
S28,21,None of the Above,641,Uttarakhand,Dehradun Cantt.,6,2017,72838,0.88,NOTA
S28,22,GANESH JOSHI,41322,Uttarakhand,Mussoorie,1,2017,75572,54.68,BJP
S28,22,GODAWARI THAPLI,29245,Uttarakhand,Mussoorie,2,2017,75572,38.7,INC
S28,22,RAJKUMAR JAISWAL,1692,Uttarakhand,Mussoorie,3,2017,75572,2.24,IND
S28,22,ASHOK PANWAR,862,Uttarakhand,Mussoorie,4,2017,75572,1.14,BSP
S28,22,JAI PRAKASH UPADHYAY,471,Uttarakhand,Mussoorie,6,2017,75572,0.62,UKD
S28,22,SANJAY KUNDALIYA,404,Uttarakhand,Mussoorie,7,2017,75572,0.53,IND
S28,22,ANIRUDDHA SHARMA,253,Uttarakhand,Mussoorie,8,2017,75572,0.33,UKDD
S28,22,SUSHIL KUMAR MALHOTRA,212,Uttarakhand,Mussoorie,9,2017,75572,0.28,IND
S28,22,SARIKA PRADHAN,163,Uttarakhand,Mussoorie,10,2017,75572,0.22,IND
S28,22,GYANVEER TYAGI,137,Uttarakhand,Mussoorie,11,2017,75572,0.18,UPP
S28,22,CAROL ALICK ROGERS,104,Uttarakhand,Mussoorie,12,2017,75572,0.14,IND
S28,22,YESHVEER ARYA,73,Uttarakhand,Mussoorie,13,2017,75572,0.1,IND
S28,22,None of the Above,634,Uttarakhand,Mussoorie,5,2017,75572,0.84,NOTA
S28,23,TRIVENDRA SINGH RAWAT,58502,Uttarakhand,Doiwala,1,2017,96769,60.46,BJP
S28,23,HIRA SINGH BISHT,33633,Uttarakhand,Doiwala,2,2017,96769,34.76,INC
S28,23,A.HAMEED,1569,Uttarakhand,Doiwala,3,2017,96769,1.62,BSP
S28,23,SUBHASH CHANDRA PUROHIT,475,Uttarakhand,Doiwala,5,2017,96769,0.49,UKD
S28,23,GAJENDRA SINGH,313,Uttarakhand,Doiwala,6,2017,96769,0.32,BSP
S28,23,ARUN,304,Uttarakhand,Doiwala,7,2017,96769,0.31,IND
S28,23,USHA RANI,274,Uttarakhand,Doiwala,8,2017,96769,0.28,IND
S28,23,PRAKASH CHANDRA TIWARI,222,Uttarakhand,Doiwala,9,2017,96769,0.23,IND
S28,23,BALWENDRA SINGH NEGI,213,Uttarakhand,Doiwala,10,2017,96769,0.22,UKDD
S28,23,SURENDRA DUTT PETWAL,142,Uttarakhand,Doiwala,11,2017,96769,0.15,HJP
S28,23,SHIKHA NEGI,128,Uttarakhand,Doiwala,12,2017,96769,0.13,RAP
S28,23,None of the Above,994,Uttarakhand,Doiwala,4,2017,96769,1.03,NOTA
S28,24,PREMCHAND AGGARWAL,45082,Uttarakhand,Rishikesh,1,2017,98348,45.84,BJP
S28,24,RAJPAL SINGH KHAROLA,30281,Uttarakhand,Rishikesh,2,2017,98348,30.79,INC
S28,24,SANDEEP GUPTA,17149,Uttarakhand,Rishikesh,3,2017,98348,17.44,IND
S28,24,LALLAN BHARDWAJ RAJBHAR,2866,Uttarakhand,Rishikesh,4,2017,98348,2.91,BSP
S28,24,VIVEK TIWARI,889,Uttarakhand,Rishikesh,5,2017,98348,0.9,IND
S28,24,RAJENDRA PRASAD GAIROLA,344,Uttarakhand,Rishikesh,7,2017,98348,0.35,UKD
S28,24,VIJAYLAXMI GUSAIN,240,Uttarakhand,Rishikesh,8,2017,98348,0.24,IND
S28,24,MOHIT KUMAR,230,Uttarakhand,Rishikesh,9,2017,98348,0.23,IND
S28,24,GURUCHARAN,217,Uttarakhand,Rishikesh,10,2017,98348,0.22,NCP
S28,24,RAM KRISHANA TIWARI,168,Uttarakhand,Rishikesh,11,2017,98348,0.17,SVP
S28,24,USHA ASWAL,107,Uttarakhand,Rishikesh,12,2017,98348,0.11,IND
S28,24,None of the Above,775,Uttarakhand,Rishikesh,6,2017,98348,0.79,NOTA
S28,25,MADAN KAUSHIK,61742,Uttarakhand,Hardwar,1,2017,93549,66.0,BJP
S28,25,BRAHMSWROOP BRAHMCHARI,25815,Uttarakhand,Hardwar,2,2017,93549,27.6,INC
S28,25,ANJU MITTAL,2661,Uttarakhand,Hardwar,3,2017,93549,2.84,BSP
S28,25,RAVISH BHATIJA,1571,Uttarakhand,Hardwar,4,2017,93549,1.68,IND
S28,25,RAJKUMAR AGGRWAL,364,Uttarakhand,Hardwar,6,2017,93549,0.39,IND
S28,25,ADESH,329,Uttarakhand,Hardwar,7,2017,93549,0.35,UKD
S28,25,VIJAY LAXMI,232,Uttarakhand,Hardwar,8,2017,93549,0.25,IND
S28,25,ADESH KUMAR,125,Uttarakhand,Hardwar,9,2017,93549,0.13,AVP
S28,25,MANOJ KUMAR SHARMA,78,Uttarakhand,Hardwar,10,2017,93549,0.08,IND
S28,25,None of the Above,632,Uttarakhand,Hardwar,5,2017,93549,0.68,NOTA
S28,26,ADESH CHAUHAN,56644,Uttarakhand,B.H.E.L. ranipur,1,2017,103812,54.56,BJP
S28,26,AMBRISH KUMAR,34404,Uttarakhand,B.H.E.L. ranipur,2,2017,103812,33.14,INC
S28,26,PRASHANT RAI,9971,Uttarakhand,B.H.E.L. ranipur,3,2017,103812,9.6,BSP
S28,26,PITAMBAR DUTT BALUNI,322,Uttarakhand,B.H.E.L. ranipur,5,2017,103812,0.31,CPM
S28,26,NAVEEN KAUSHIK,282,Uttarakhand,B.H.E.L. ranipur,6,2017,103812,0.27,SP
S28,26,TIRATH PAL,253,Uttarakhand,B.H.E.L. ranipur,7,2017,103812,0.24,IND
S28,26,SANJAY KUMAR,211,Uttarakhand,B.H.E.L. ranipur,8,2017,103812,0.2,BMP
S28,26,DHANESH KUMAR,204,Uttarakhand,B.H.E.L. ranipur,9,2017,103812,0.2,IND
S28,26,FAIZAN,187,Uttarakhand,B.H.E.L. ranipur,10,2017,103812,0.18,IND
S28,26,IRFAN ALI,161,Uttarakhand,B.H.E.L. ranipur,11,2017,103812,0.16,IND
S28,26,GULSHAN KHATRI,156,Uttarakhand,B.H.E.L. ranipur,12,2017,103812,0.15,IND
S28,26,TOUFEEQ AHMAD,154,Uttarakhand,B.H.E.L. ranipur,13,2017,103812,0.15,UKD
S28,26,UMESH CHANDR MISHRA,152,Uttarakhand,B.H.E.L. ranipur,14,2017,103812,0.15,IND
S28,26,PANKAJ KUMAR,98,Uttarakhand,B.H.E.L. ranipur,15,2017,103812,0.09,IND
S28,26,ANAND KUMAR VERMA,96,Uttarakhand,B.H.E.L. ranipur,16,2017,103812,0.09,BMF
S28,26,None of the Above,517,Uttarakhand,B.H.E.L. ranipur,4,2017,103812,0.5,NOTA
S28,27,SURESH RATHOR,29513,Uttarakhand,Jwalapur,1,2017,86877,33.97,BJP
S28,27,S.P.SINGH ENGINEER,24725,Uttarakhand,Jwalapur,2,2017,86877,28.46,INC
S28,27,MULKI RAJ,19483,Uttarakhand,Jwalapur,3,2017,86877,22.43,BSP
S28,27,BRAJ RANI,9338,Uttarakhand,Jwalapur,4,2017,86877,10.75,IND
S28,27,SUBHASH CHANCHAL,1544,Uttarakhand,Jwalapur,5,2017,86877,1.78,IND
S28,27,MADAN LAL,1077,Uttarakhand,Jwalapur,6,2017,86877,1.24,IND
S28,27,ARVIND KUMAR,559,Uttarakhand,Jwalapur,8,2017,86877,0.64,IND
S28,27,None of the Above,638,Uttarakhand,Jwalapur,7,2017,86877,0.73,NOTA
S28,28,MAMTA RAKESH,44882,Uttarakhand,Bhagwanpur,1,2017,93151,48.18,INC
S28,28,SUBODH RAKESH,42369,Uttarakhand,Bhagwanpur,2,2017,93151,45.48,BJP
S28,28,RAM KUMAR RANA,4069,Uttarakhand,Bhagwanpur,3,2017,93151,4.37,BSP
S28,28,PREMPATI,889,Uttarakhand,Bhagwanpur,4,2017,93151,0.95,SP
S28,28,BISHAMBER SINGH,167,Uttarakhand,Bhagwanpur,6,2017,93151,0.18,UKD
S28,28,ADESH KUMAR,154,Uttarakhand,Bhagwanpur,7,2017,93151,0.17,IND
S28,28,PREM SINGH,153,Uttarakhand,Bhagwanpur,8,2017,93151,0.16,IND
S28,28,SURENDRA KUMAR,119,Uttarakhand,Bhagwanpur,9,2017,93151,0.13,BMP
S28,28,None of the Above,349,Uttarakhand,Bhagwanpur,5,2017,93151,0.37,NOTA
S28,29,DESRAJ KARANWAL,32146,Uttarakhand,Jhabrera,1,2017,84415,38.08,BJP
S28,29,RAJPAL SINGH,29893,Uttarakhand,Jhabrera,2,2017,84415,35.41,INC
S28,29,BHAGAVAT SINGH,20468,Uttarakhand,Jhabrera,3,2017,84415,24.25,BSP
S28,29,VIMLA,470,Uttarakhand,Jhabrera,4,2017,84415,0.56,SP
S28,29,ATAR SINGH,409,Uttarakhand,Jhabrera,5,2017,84415,0.48,RLD
S28,29,MEMPAL,151,Uttarakhand,Jhabrera,7,2017,84415,0.18,IND
S28,29,TEJPAL SINGH,149,Uttarakhand,Jhabrera,8,2017,84415,0.18,BKD
S28,29,REETA,139,Uttarakhand,Jhabrera,9,2017,84415,0.16,IND
S28,29,KOMAL RANI,121,Uttarakhand,Jhabrera,10,2017,84415,0.14,IND
S28,29,HAV. HARPAL SINGH,96,Uttarakhand,Jhabrera,11,2017,84415,0.11,SHI
S28,29,None of the Above,373,Uttarakhand,Jhabrera,6,2017,84415,0.44,NOTA
S28,30,FURKAN AHMAD,29243,Uttarakhand,Pirankaliyar,1,2017,90529,32.3,INC
S28,30,JAIBHAGWAN,27894,Uttarakhand,Pirankaliyar,2,2017,90529,30.81,BJP
S28,30,SHAHZAD,23843,Uttarakhand,Pirankaliyar,3,2017,90529,26.34,IND
S28,30,RAO SAJID,6188,Uttarakhand,Pirankaliyar,4,2017,90529,6.84,BSP
S28,30,NETRA PAL,1367,Uttarakhand,Pirankaliyar,5,2017,90529,1.51,IND
S28,30,MOTI LAL MAURYA,519,Uttarakhand,Pirankaliyar,6,2017,90529,0.57,IND
S28,30,MAHAK SINGH SAINI,329,Uttarakhand,Pirankaliyar,8,2017,90529,0.36,IND
S28,30,SAMEER ALVI,227,Uttarakhand,Pirankaliyar,9,2017,90529,0.25,IND
S28,30,AFZAL AHMED,215,Uttarakhand,Pirankaliyar,10,2017,90529,0.24,BSP
S28,30,NITIN,197,Uttarakhand,Pirankaliyar,11,2017,90529,0.22,UKD
S28,30,SUSHMA,157,Uttarakhand,Pirankaliyar,12,2017,90529,0.17,IND
S28,30,None of the Above,350,Uttarakhand,Pirankaliyar,7,2017,90529,0.39,NOTA
S28,31,PRADEEP BATRA,40000,Uttarakhand,Roorkee,1,2017,72267,55.35,BJP
S28,31,SURESH CHAND JAIN,27458,Uttarakhand,Roorkee,2,2017,72267,38.0,INC
S28,31,RAM SUBHAG SINGH,3239,Uttarakhand,Roorkee,3,2017,72267,4.48,BSP
S28,31,SUNITA SINGH,918,Uttarakhand,Roorkee,4,2017,72267,1.27,SP
S28,31,ADESH KUMAR SHARMA,169,Uttarakhand,Roorkee,6,2017,72267,0.23,UKD
S28,31,SHARAD PANDEY,72,Uttarakhand,Roorkee,7,2017,72267,0.1,PPP
S28,31,YUDHVIJAY SINGH,65,Uttarakhand,Roorkee,8,2017,72267,0.09,IND
S28,31,NARENDRA SINGH,43,Uttarakhand,Roorkee,9,2017,72267,0.06,IND
S28,31,None of the Above,303,Uttarakhand,Roorkee,5,2017,72267,0.42,NOTA
S28,32,KUNWAR PARNAV SINGH CHAMPION,53192,Uttarakhand,Khanpur,1,2017,107134,49.65,BJP
S28,32,MUFTI RIYASAT ALI,39457,Uttarakhand,Khanpur,2,2017,107134,36.83,BSP
S28,32,CHOUDHARY YASHVEER SINGH,6894,Uttarakhand,Khanpur,3,2017,107134,6.43,INC
S28,32,RAVINDER SINGH,4856,Uttarakhand,Khanpur,4,2017,107134,4.53,IND
S28,32,SUNIL,729,Uttarakhand,Khanpur,5,2017,107134,0.68,IND
S28,32,PALLAVI KUKRETI,373,Uttarakhand,Khanpur,7,2017,107134,0.35,SSP
S28,32,VIRENDER SINGH,338,Uttarakhand,Khanpur,8,2017,107134,0.32,IND
S28,32,SANJAY SINGH,267,Uttarakhand,Khanpur,9,2017,107134,0.25,UKD
S28,32,RISHIRAM,134,Uttarakhand,Khanpur,10,2017,107134,0.13,IND
S28,32,MOHD. ARSHAD,132,Uttarakhand,Khanpur,11,2017,107134,0.12,IND
S28,32,RAJVEER,115,Uttarakhand,Khanpur,12,2017,107134,0.11,IND
S28,32,PEHAL SINGH,82,Uttarakhand,Khanpur,13,2017,107134,0.08,IND
S28,32,ANIL KUMAR,42,Uttarakhand,Khanpur,14,2017,107134,0.04,IND
S28,32,None of the Above,523,Uttarakhand,Khanpur,6,2017,107134,0.49,NOTA
S28,33,QAZI MOHD NIZAMUDDIN,31352,Uttarakhand,Manglore,1,2017,81191,38.62,INC
