#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
3,Aldona,10,Wilfred D'Souza,AITC,643.0,2012,20289.0,3.17
4,Aldona,10,Ravindra Vasudev,IND,256.0,2012,20289.0,1.26
5,Aldona,10,Julius Pereira,GSRP,236.0,2012,20289.0,1.16
1,Panaji,11,Manohar Parrikar,BJP,11086.0,2012,16763.0,66.13
2,Panaji,11,Yatin Parekh,INC,5018.0,2012,16763.0,29.93
3,Panaji,11,Christopher Fonseca,CPI,383.0,2012,16763.0,2.28
4,Panaji,11,Dominic Savio A.,JD(U),172.0,2012,16763.0,1.03
5,Panaji,11,Balaram Karishetty,IND,104.0,2012,16763.0,0.62
1,Taleigao,12,Jennifer A. Monserrate,INC,10682.0,2012,20996.0,50.88
2,Taleigao,12,Dattaprasad Madhukar,BJP,9531.0,2012,20996.0,45.39
3,Taleigao,12,Annabelle Maria Pereira,GSRP,333.0,2012,20996.0,1.59
4,Taleigao,12,Natty Po,SJP(R),226.0,2012,20996.0,1.08
5,Taleigao,12,Vasudev Narayan Sharma,IND,143.0,2012,20996.0,0.68
6,Taleigao,12,Sanjay C. Korgaonkar,IND,81.0,2012,20996.0,0.39
